"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HN05","HN05_ATTRIBUTES","HN06","HN06_ATTRIBUTES","HN07","HN07_ATTRIBUTES","HN08","HN08_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","HX05","HX05_ATTRIBUTES","HX06","HX06_ATTRIBUTES","HX07","HX07_ATTRIBUTES","HX08","HX08_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LN05","LN05_ATTRIBUTES","LN06","LN06_ATTRIBUTES","LN07","LN07_ATTRIBUTES","LN08","LN08_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","LX05","LX05_ATTRIBUTES","LX06","LX06_ATTRIBUTES","LX07","LX07_ATTRIBUTES","LX08","LX08_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MN05","MN05_ATTRIBUTES","MN06","MN06_ATTRIBUTES","MN07","MN07_ATTRIBUTES","MN08","MN08_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MX05","MX05_ATTRIBUTES","MX06","MX06_ATTRIBUTES","MX07","MX07_ATTRIBUTES","MX08","MX08_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00241047","1967-09","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","74.7","0","19.3",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","1",",0","","","","","0.6",",0,18,","0",",,0,30,+","0",",,0,30,+","7.9",",,0,30,","32.8",",0,05,","136.4","3,,,0","135.4","0","","","","","","","","","","","","","","","","","101.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.51","1,,,0","","","","","","","","","","","","","","","","","24.27","1,,,0","20.7",",,,0","0",",,,0","15.59",",0","24.63",",,,0","6.54",",,,0","3118",",,,0"
"USC00241047","1967-10","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","74.7","0","0.0","3,0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0","3,0","2","3,0","0","3,0","","","","","-6.1",",0,27,","0",",,0,31,+","0",",T,0,23,","19.1",",,0,03,","22.8","3,0,11,","80.1",",,,0","439.5","0","","","","","","","","","","","","","","","","","304.1","3,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.05",",,,0","","","","","","","","","","","","","","","","","13.38",",,,0","71.4",",,,0","0",",T,,0","7.45","3,0","14.01","3,,,0","0.89",",,,0","3779",",,,0"
"USC00241047","1967-11","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","74.7","0","0.0",",0","6",",0","4",",0","0",",0","11",",0","4",",0","1",",0","25",",0","5",",0","0",",0","0",",0","","","","","-20.0",",0,27,","127",",,0,23,","127",",,0,23,","6.4",",,0,19,","14.4",",0,13,+","","","982.5","0","","","","","","","","","","","","","","","","","543.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.9",",,,0","215",",,,0","0.23",",0","6.32",",,,0","-5.85",",,,0","",""
"USC00241047","1967-12","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","74.7","0","0.0",",0","11",",0","3",",0","0",",0","31",",0","8",",0","11",",0","31",",0","17",",0","0",",0","0",",0","","","","","-28.9",",0,21,","254",",,0,31,+","127",",,0,29,+","10.9",",,0,25,","8.3",",0,11,","","","1781.9","0","","","","","","","","","","","","","","","","","799.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.8",",,,0","469",",,,0","-7.45",",0","-1.83",",,,0","-13.08",",,,0","",""
"USC00241047","1968-01","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","0.0","0","0.0",",0","8",",0","2",",0","0",",0","31",",0","6",",0","13",",0","30",",0","13",",0","0",",0","0",",0","","","","","-32.8",",0,02,","356",",,0,31,+","76",",,0,11,","5.1",",,0,11,","11.7",",0,24,","","","2561.0","0","","","","","","","","","","","","","","","","","779.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2",",,,0","266",",,,0","-6.80",",0","0.22",",,,0","-13.82",",,,0","",""
"USC00241047","1968-02","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","0.0","0","0.0",",0","4",",0","1",",0","0",",0","29",",0","0",",0","5",",0","25",",0","9",",0","0",",0","0",",0","","","","","-22.2",",0,15,","279",",,0,02,+","13",",,0,13,","4.1",",,0,22,","11.7",",0,29,","","","3167.5","0","","","","","","","","","","","","","","","","","606.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.7",",,,0","13",",,,0","-2.58",",0","3.06",",,,0","-8.22",",,,0","",""
"USC00241047","1968-03","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","0.0","0","0.0",",0","7",",0","2",",0","0",",0","5",",0","7",",0","0",",0","27",",0","0",",0","0",",0","0",",0","","","","","-13.3",",0,11,","152",",,0,18,","152",",,0,18,","8.4",",,0,18,","19.4",",0,29,","","","3635.7","0","","","","","","","","","","","","","","","","","468.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.4",",,,0","444",",,,0","3.23",",0","9.92",",,,0","-3.46",",,,0","",""
"USC00241047","1968-04","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","0.0","0","0.0",",0","12",",0","4",",0","0",",0","2",",0","7",",0","0",",0","24",",0","1",",0","2",",0","0",",0","","","","","-9.4",",0,20,","51",",,0,02,","51",",,0,06,+","7.9",",,0,05,","25.0",",0,30,","","","4058.2","0","","","","","","","","","","","","","","","","","422.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.5",",,,0","240",",,,0","4.25",",0","11.06",",,,0","-2.56",",,,0","5183",",,,0"
"USC00241047","1968-05","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","0.0","0","0.0",",0","13",",0","9",",0","0",",0","0",",0","1",",0","0",",0","9",",0","0",",0","3",",0","0",",0","","","","","-5.0",",0,06,","0",",,0,31,+","38",",,0,06,","19.8",",,0,22,","22.8",",0,29,+","119.0","1,,,0","4360.4","0","","","","","","","","","","","","","","","","","302.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.21",",,,0","","","","","","","","","","","","","","","","","19.49",",,,0","77.5",",,,0","38",",,,0","8.59",",0","15.44",",,,0","1.74",",,,0","",""
"USC00241047","1968-06","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","3.9","0","3.9",",0","15",",0","11",",0","0",",0","0",",0","0","1,0","0",",0","2",",0","0",",0","14",",0","0",",0","","","","","0.0",",0,29,+","0",",,0,30,+","0","1,,0,30,+","18.5",",,0,09,","31.1",",0,03,","125.5","1,,,0","4504.8","0","","","","","","","","","","","","","","","","","144.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.38",",,,0","","","","","","","","","","","","","","","","","25.05",",,,0","90.1",",,,0","0","1,,,0","13.65",",0","21.06",",,,0","6.24",",,,0","",""
"USC00241047","1968-07","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","30.9","0","27.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","","","","","0.6",",0,01,","0",",,0,31,+","0",",,0,31,+","9.1",",,0,17,","32.2",",0,29,","208.5",",,,0","38.8","0","","","","","","","","","","","","","","","","","38.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.99",",,,0","","","","","","","","","","","","","","","","","30.76",",,,0","21.6",",,,0","0",",,,0","17.95",",0","27.47",",,,0","8.43",",,,0","3783",",,,0"
"USC00241047","1968-08","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","42.8","0","11.9",",0","15",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","","","","","3.3",",0,30,+","0",",,0,31,+","0",",,0,31,+","9.1",",,0,21,","31.7",",0,07,","131.6","2,,,0","130.7","0","","","","","","","","","","","","","","","","","91.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.31",",,,0","","","","","","","","","","","","","","","","","24.67",",,,0","54.5",",,,0","0",",,,0","15.75",",0","23.75",",,,0","7.76",",,,0","3922",",,,0"
"USC00241047","1968-09","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","43.1","0","0.3",",0","11",",0","7",",0","0",",0","0",",0","0","1,0","0",",0","4",",0","0",",0","17",",0","0",",0","","","","","-1.7",",0,22,","0",",,0,30,+","0","1,,0,30,+","17.0",",,0,28,","29.4",",0,11,+","111.3",",,,0","305.4","0","","","","","","","","","","","","","","","","","174.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.22",",,,0","","","","","","","","","","","","","","","","","20.76",",,,0","56.7",",,,0","0","1,,,0","12.52",",0","20.59",",,,0","4.45",",,,0","3252",",,,0"
"USC00241047","1968-10","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","43.1","0","0.0",",0","6",",0","3",",0","0",",0","0",",0","0","1,0","0",",0","18",",0","0",",0","6",",0","0",",0","","","","","-6.1",",0,17,+","0",",,0,31,+","0","1,,0,31,+","10.9",",,0,14,","24.4",",0,04,","77.4","3,,,0","632.1","0","","","","","","","","","","","","","","","","","326.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.32",",,,0","","","","","","","","","","","","","","","","","13.56",",,,0","25.6",",,,0","0","1,,,0","7.79",",0","15.49",",,,0","0.09",",,,0","3298",",,,0"
"USC00241047","1968-11","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","43.1","0","0.0",",0","8",",0","7",",0","0",",0","","","5","2,0","0",",0","28",",0","6",",0","0",",0","0",",0","","","","","-17.2",",0,17,","","","152","2,,0,22,+","15.7",",,0,04,","11.7",",0,21,","","","1199.5","0","","","","","","","","","","","","","","","","","567.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.0",",,,0","469","2,,,0","-0.58",",0","4.58",",,,0","-5.74",",,,0","",""
"USC00241047","1968-12","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","43.1","0","0.0",",0","4",",0","1",",0","0",",0","28",",0","2",",0","7",",0","31",",0","16",",0","0",",0","0",",0","","","","","-33.9",",0,30,","76",",,0,31,+","76",",,0,29,","3.6",",,0,29,","9.4",",0,10,","","","1984.3","0","","","","","","","","","","","","","","","","","784.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.0",",,,0","153",",,,0","-6.98",",0","-1.19",",,,0","-12.78",",,,0","",""
"USC00241047","1969-01","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","0.0","0","0.0",",0","6",",0","4",",0","0",",0","22",",0","6",",0","12",",0","28",",0","19",",0","0",",0","0",",0","","","","","-34.4",",0,24,","305",",,0,31,+","203",",,0,20,","11.7",",,0,20,","10.6",",0,13,","","","2872.7","0","","","","","","","","","","","","","","","","","888.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.5",",,,0","456",",,,0","-10.33",",0","-4.40",",,,0","-16.25",",,,0","",""
"USC00241047","1969-02","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","28",",0","3",",0","7",",0","28",",0","15",",0","0",",0","0",",0","","","","","-21.7",",0,22,","330",",,0,09,","76",",,0,09,","2.5",",,0,09,","7.2",",0,11,+","","","3576.8","0","","","","","","","","","","","","","","","","","704.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3",",,,0","126",",,,0","-6.81",",0","0.24",",,,0","-13.87",",,,0","",""
"USC00241047","1969-03","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","0.0","0","0.0","1,0","3",",0","2",",0","0",",0","31",",0","3",",0","8",",0","29",",0","9","1,0","0","1,0","0","1,0","","","","","-25.6",",0,11,","330",",,0,13,+","76",",,0,06,","3.0",",,0,23,","12.2","1,0,30,","","","4268.7","0","","","","","","","","","","","","","","","","","691.9","1,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.3",",,,0","165",",,,0","-4.54","1,0","2.67","1,,,0","-11.74",",,,0","",""
"USC00241047","1969-04","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","0.0","0","0.0",",0","13",",0","8",",0","0",",0","4",",0","4","2,0","0",",0","18",",0","0",",0","4",",0","0",",0","","","","","-11.1",",0,30,","76",",,0,29,","76","2,,0,29,+","19.1",",,0,07,","25.6",",0,22,","","","4589.5","0","","","","","","","","","","","","","","","","","320.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.2",",,,0","202","2,,,0","7.64",",0","15.41",",,,0","-0.13",",,,0","",""
"USC00241047","1969-05","45.6729","-111.1547","1455.4","BOZEMAN 6 W EXPERIMENTAL FARM, MT US","1.6","0","1.6",",0","10",",0","6",",0","0",",0","0",",0","0","1,0","0",",0","4",",0","0",",0","15",",0","0",",0","","","","","-2.8",",0,08,+","0",",,0,31,+","0","1,,0,31,+","16.0",",,0,30,","29.4",",0,27,+","","","4789.7","0","","","","","","","","","","","","","","","","","200.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.3",",,,0","0","1,,,0","11.93",",0","20.47",",,,0","3.38",",,,0","5329","1,,,0"
