"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00014835","1945-10","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","422.6","6","0.0",",6","9",",6","3",",6","1",",6","","","0",",6","0",",6","2",",6","0",",6","8",",6","0",",6","","","","","","","-1.1",",6,15,+","","","0",",,6,31,+","32.0",",,6,21,","23.9",",6,29,+","254.7","6","214.4",",6","60.3",",,,6","0",",,,6","11.42",",6","17.53",",,,6","5.31",",,,6","","","","","","","","","","","",""
"USW00014835","1945-11","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","422.6","6","0.0",",6","10",",6","4",",6","0",",6","","","0",",6","0",",6","12",",6","2",",6","3",",6","0",",6","","","","","","","-8.3",",6,24,+","","","3",",,6,23,+","21.3",",,6,08,","23.3",",6,01,","643.8","6","389.1",",6","47.4",",,,6","6",",,,6","5.36",",6","9.68",",,,6","1.05",",,,6","","","","","","","","","","","",""
"USW00014835","1945-12","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","422.6","6","0.0",",6","8",",6","5",",6","0",",6","","","2",",6","6",",6","30",",6","17",",6","0",",6","0",",6","","","","","","","-22.2",",6,20,","","","102",",,6,19,","24.9",",,6,24,","13.9",",6,08,","1359.3","6","715.5",",6","58.7",",,,6","199",",,,6","-4.75",",6","-0.66",",,,6","-8.84",",,,6","","","","","","","","","","","",""
"USW00014835","1947-01","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","0.0","","0.0",",6","12",",6","5",",6","0",",6","","","1",",6","0",",6","25",",6","10",",6","0",",6","0",",6","","","","","","","-15.6",",6,22,+","","","41",",,6,01,","23.9",",,6,30,","15.0",",6,27,","","","581.2",",6","65.3",",,,6","65",",,,6","-0.41",",6","4.28",",,,6","-5.11",",,,6","","","","","","","","","","","",""
"USW00014835","1948-08","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","2","3,0","2","3,0","0","3,0","0","3,0","0","3,0","","","","","","","","","","","","","","","","","","","0","3,,0,31,+","0","3,,0,31,+","8.1","3,,0,11,","","","","","","","13.7","3,,,0","0","3,,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1948-09","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","9",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","44.5",",,0,20,","","","","","","","87.4",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1948-10","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","8",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","20.1",",,0,16,","","","","","","","50.5",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1948-11","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","10",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","26.4",",,0,05,","","","","","","","81.1",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1948-12","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","9",",0","7",",0","1",",0","4",",0","1",",0","","","","","","","","","","","","","","","","","","","102",",,0,18,","114",",,0,18,","36.3",",,0,28,","","","","","","","95.0",",,,0","137",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-01","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","14",",0","7",",0","2",",0","1",",0","1",",0","","","","","","","","","","","15","","","","","","","","25",",,0,31,","51",",,0,31,","62.5",",,0,18,","","","","","","","176.2",",,,0","77",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-02","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","10",",0","8",",0","1",",0","3",",0","0",",0","","","","","","","","","","","13","","","","2","","","","25",",,0,03,+","5",",,0,28,","37.1",",,0,15,","","","","","","","82.1",",,,0","5",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-03","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","12",",0","4",",0","1",",0","0",",0","1",",0","","","","","","","","","","","6","","","","3","","","","0",",T,0,18,+","25",",,0,15,","46.2",",,0,26,","","","","","","","78.9",",,,0","63",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-04","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","10",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","","","8","","","","1","","","","0",",,0,30,+","0",",T,0,15,","18.8",",,0,26,","","","","","","","57.5",",,,0","0",",T,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-05","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","11",",0","10",",0","1",",0","0",",0","0",",0","","","","","","","","","","","10","","","","7","","","","0",",,0,31,+","0",",,0,31,+","25.7",",,0,21,","","","","","","","87.4",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-06","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","9",",0","9",",0","2",",0","0",",0","0",",0","","","","","","","","","","","12","","","","7","","","","0",",,0,30,+","0",",,0,30,+","42.7",",,0,15,","","","","","","","148.0",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-07","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","8",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","","","12","","","","9","","","","0",",,0,31,+","0",",,0,31,+","36.8",",,0,09,","","","","","","","122.4",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-08","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","5",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","19","","","","5","","","","0",",,0,31,+","0",",,0,31,+","6.9",",,0,02,","","","","","","","21.7",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-09","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","8",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","11","","","","3","","","","0",",,0,30,+","0",",,0,30,+","11.4",",,0,04,","","","","","","","35.2",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-10","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","9",",0","6",",0","3",",0","0",",0","0",",0","","","","","","","","","","","14","","","","3","","","","0",",,0,31,+","0",",,0,31,+","83.8",",,0,11,","","","","","","","190.8",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-11","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","6",",0","3",",0","1",",0","0",",0","0",",0","","","","","","","","","","","4","","","","","","","","0",",,0,30,+","0",",T,0,25,+","34.8",",,0,12,","","","","","","","52.1",",,,0","0",",T,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-12","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","14",",0","8",",0","1",",0","0",",0","1",",0","","","","","","","","","","","12","","","","","","","","0",",T,0,10,+","51",",,0,09,","41.1",",,0,21,","","","","","","","116.1",",,,0","51",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-01","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","14",",0","10",",0","4",",0","3",",0","2",",0","","","","","","","","","","","15","","","","4","","","","76",",,0,06,","64",",,0,06,","54.4",",,0,03,","","","","","","","231.3",",,,0","102",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-02","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","12",",0","9",",0","0",",0","6",",0","2",",0","","","","","","","","","","","16","","","","2","","","","102",",,0,26,+","89",",,0,25,","24.4",",,0,13,","","","","","","","83.4",",,,0","153",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-03","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","13",",0","6",",0","1",",0","3",",0","1",",0","","","","","","","","","","","12","","","","3","","","","51",",,0,14,+","102",",,0,12,","41.4",",,0,27,","","","","","","","78.4",",,,0","102",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-04","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","12",",0","10",",0","0",",0","0",",0","0",",0","","","","","","","","","","","10","","","","5","","","","0",",,0,30,+","0",",T,0,14,+","22.4",",,0,03,","","","","","","","115.7",",,,0","0",",T,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-05","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","8",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","8","","","","4","","","","0",",T,0,23,","0",",T,0,23,","21.6",",,0,23,","","","","","","","53.2",",,,0","0",",T,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-06","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","10",",0","9",",0","2",",0","0",",0","0",",0","","","","","","","","","","","11","","","","9","","","","0",",,0,30,+","0",",,0,30,+","46.2",",,0,24,","","","","","","","183.5",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-07","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","9",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","12","","","","5","","","","0",",,0,31,+","0",",,0,31,+","45.2",",,0,19,","","","","","","","94.3",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-08","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","8",",0","4",",0","2",",0","0",",0","0",",0","","","","","","","","","","","14","","","","2","","","","0",",,0,31,+","0",",,0,31,+","39.1",",,0,18,","","","","","","","96.7",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-09","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","8",",0","5",",0","2",",0","0",",0","0",",0","","","","","","","","","","","19","","","","3","","","","0",",,0,30,+","0",",,0,30,+","45.5",",,0,01,","","","","","","","98.5",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-10","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","5",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","20","","","","2","","","","0",",,0,31,+","0",",,0,31,+","18.0",",,0,08,","","","","","","","59.7",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-11","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","9",",0","7",",0","1",",0","4",",0","1",",0","","","","","","","","","","","6","","","","4","","","","51",",,0,28,+","25",",,0,26,","28.7",",,0,19,","","","","","","","84.3",",,,0","30",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-12","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","12",",0","3",",0","0",",0","17",",0","3",",0","","","","","","","","","","","14","","","","2","","","","51",",,0,22,+","41",",,0,25,","18.0",",,0,02,","","","","","","","45.9",",,,0","167",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1951-01","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","6",",0","4",",0","0",",0","4",",0","2",",0","","","","","","","","","","","12","","","","","","","","51",",,0,16,+","76",",,0,31,","17.8",",,0,02,","","","","","","","48.0",",,,0","122",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1951-02","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","11",",0","9",",0","1",",0","10",",0","2",",0","","","","","","","","","","","15","","","","1","","","","102",",,0,04,+","33",",,0,08,","48.5",",,0,20,","","","","","","","123.0",",,,0","86",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1951-03","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","12",",0","6",",0","1",",0","3",",0","2",",0","","","","","","","","","","","8","","","","2","","","","76",",,0,14,","102",",,0,12,","41.9",",,0,06,","","","","","","","86.6",",,,0","138",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1951-04","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","12",",0","9",",0","0",",0","0",",0","0",",0","","","","","","","","","","","7","","","","3","","","","0",",,0,30,+","0",",T,0,16,+","23.6",",,0,07,","","","","","","","96.0",",,,0","0",",T,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1951-05","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","13",",0","6",",0","2",",0","0",",0","0",",0","","","","","","","","","","","9","","","","4","","","","0",",,0,31,+","0",",,0,31,+","41.7",",,0,10,","","","","","","","115.8",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1951-06","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","12",",0","11",",0","0",",0","0",",0","0",",0","","","","","","","","","","","14","","","","10","","","","0",",,0,30,+","0",",,0,30,+","20.3",",,0,27,","","","","","","","103.1",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1951-07","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","7",",0","6",",0","2",",0","0",",0","0",",0","","","","","","","","","","","14","","","","7","","","","0",",,0,31,+","0",",,0,31,+","53.1",",,0,09,","","","","","","","150.5",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1951-08","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","9",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","19","","","","6","","","","0",",,0,31,+","0",",,0,31,+","21.3",",,0,06,","","","","","","","59.8",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1951-09","40.41222","-86.93694","182.6","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","11",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","18","","","","1","","","","0",",,0,30,+","0",",,0,30,+","15.5",",,0,10,","","","","","","","52.1",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
