"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00387666","1958-05","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","153.6","0","119.7",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","","","6.1",",0,08,","0",",,0,31,+","0",",,0,31,+","21.6",",,0,20,","32.2",",0,28,+","","","1659.9","0","","","8.6",",0","","","","","","","","","","","64.0",",,,0","0",",,,0","21.92",",0","28.09",",,,0","15.74",",,,0","",""
"USC00387666","1958-06","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","360.3","0","206.7",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","","","","","14.4",",0,05,","0",",,0,30,+","0",",,0,30,+","58.9",",,0,22,","37.8",",0,14,+","","","1659.9","0","","","0.0",",0","","","","","","","","","","","103.3",",,,0","0",",,,0","25.22",",0","31.35",",,,0","19.10",",,,0","",""
"USC00387666","1958-07","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","614.2","0","253.9","1,0","10",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","14",",0","","","","","16.7","1,0,01,","0",",,0,31,+","0",",,0,31,+","29.7",",,0,10,","37.2",",0,29,","","","0.0","0","","","0.0",",0","","","","","","","","","","","111.4",",,,0","0",",,,0","26.77","1,0","31.88",",,,0","21.65","1,,,0","",""
"USC00387666","1958-08","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","867.5","0","253.3","1,0","7",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","19","1,0","","","","","15.6",",0,27,","0",",,0,31,+","0",",,0,31,+","32.8",",,0,25,","37.2","1,0,10,","","","0.0","0","","","0.0","1,0","","","","","","","","","","","86.0",",,,0","0",",,,0","26.72","1,0","32.36","1,,,0","21.08",",,,0","",""
"USC00387666","1958-09","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","1004.6","0","137.1","1,0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","4","1,0","","","","","10.0",",0,29,","0",",,0,30,+","0",",,0,30,+","15.7",",,0,15,","33.3","1,0,17,","","","0.8","0","","","0.8","1,0","","","","","","","","","","","23.6",",,,0","0",",,,0","23.06","1,0","29.20","1,,,0","16.93",",,,0","",""
"USC00387666","1958-10","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","1020.1","0","15.5","2,0","5",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","2,0","19","2,0","0","2,0","","","","","2.8","1,0,28,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,02,","30.6","2,0,10,","","","65.7","0","","","64.9","2,0","","","","","","","","","","","39.3",",,,0","0",",,,0","16.58","2,0","22.76","2,,,0","10.41","1,,,0","",""
"USC00387666","1958-11","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","1039.9","0","19.8","2,0","3",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","2,0","13","2,0","0","2,0","","","","","0.6","1,0,30,","0",",,0,30,+","0",",,0,30,+","3.8",",,0,01,","30.0","2,0,16,","","","183.4","0","","","117.7","2,0","","","","","","","","","","","8.7",",,,0","0",",,,0","14.76","2,0","21.01","2,,,0","8.51","1,,,0","",""
"USC00387666","1958-12","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","1039.9","0","0.0","2,0","5",",0","5",",0","1",",0","","","0","2,0","0","1,0","17","1,0","0","1,0","0","1,0","0","1,0","","","","","-13.3","1,0,12,","","","0","2,,0,31,+","50.8",",,0,28,","20.0","1,0,05,","","","555.6","0","","","372.2","1,0","","","","","","","","","","","99.1",",,,0","0","2,,,0","5.65","2,0","11.86","1,,,0","-0.57","1,,,0","",""
"USC00387666","1959-01","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","0.0","0","0.0","1,0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0","1,0","3","1,0","0","1,0","","","","","-11.1",",0,17,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,22,","23.3","1,0,21,","","","882.6","0","","","327.0","1,0","","","","","","","","","","","70.8",",,,0","0",",,,0","7.39","1,0","14.07","1,,,0","0.71",",,,0","",""
"USC00387666","1959-02","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","1.7","0","1.7",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","8",",0","0",",0","5",",0","0",",0","","","","","-6.1",",0,21,","0",",,0,28,+","0",",,0,28,+","51.1",",,0,04,","25.0",",0,10,","","","1118.5","0","","","235.9",",0","","","","","","","","","","","134.9",",,,0","0",",,,0","9.97",",0","15.46",",,,0","4.48",",,,0","",""
"USC00387666","1959-03","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","3.4","0","1.7",",0","12",",0","12",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0",",0","5",",0","0",",0","","","","","-1.1",",0,19,","0",",,0,31,+","0",",T,0,02,","34.8",",,0,06,","27.2",",0,25,","","","1335.6","0","","","217.1",",0","","","","","","","","","","","146.2",",,,0","0",",T,,0","11.38",",0","18.29",",,,0","4.47",",,,0","",""
"USC00387666","1959-04","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","48.7","0","45.3","1,0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","24","1,0","0","1,0","","","","","2.8",",0,14,+","0",",,0,30,+","0",",,0,30,+","32.3",",,0,12,","30.0","1,0,27,+","","","1389.2","0","","","53.6","1,0","","","","","","","","","","","77.2",",,,0","0",",,,0","18.16","1,0","24.73","1,,,0","11.58",",,,0","",""
"USC00387666","1959-05","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","194.3","0","145.6",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","","","8.9",",0,15,","0",",,0,31,+","0",",,0,31,+","16.0",",,0,31,","34.4",",0,03,","","","1391.7","0","","","2.5",",0","","","","","","","","","","","60.5",",,,0","0",",,,0","22.95",",0","29.01",",,,0","16.88",",,,0","",""
"USC00387666","1959-06","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","398.6","0","204.3","1,0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","13","1,0","","","","","12.8",",0,15,","0",",,0,30,+","0",",,0,30,+","16.0",",,0,02,","38.9","1,0,30,","","","1391.7","0","","","0.0","1,0","","","","","","","","","","","21.8",",,,0","0",",,,0","25.42","1,0","31.93","1,,,0","18.90",",,,0","",""
"USC00387666","1959-07","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","624.6","0","226.0","1,0","14",",0","12",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","11","1,0","","","","","15.6",",0,05,","0",",,0,31,+","0",",,0,31,+","185.4",",,0,09,","35.0","1,0,30,","","","0.0","0","","","0.0","1,0","","","","","","","","","","","355.6",",,,0","0",",,,0","25.87","1,0","30.81","1,,,0","20.92",",,,0","",""
"USC00387666","1959-08","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","868.8","0","244.2","2,0","9",",0","8",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","29","2,0","16","2,0","","","","","20.0","2,0,16,+","0",",,0,31,+","0",",,0,31,+","26.2",",,0,20,","35.6","2,0,25,+","","","0.0","0","","","0.0","2,0","","","","","","","","","","","104.9",",,,0","0",",,,0","26.75","2,0","32.26","2,,,0","21.24","2,,,0","",""
"USC00387666","1959-09","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","1006.9","0","138.1",",0","13",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","","","","","9.4",",0,20,","0",",,0,30,+","0",",,0,30,+","83.8",",,0,29,","32.8",",0,03,","","","2.7","0","","","2.7",",0","","","","","","","","","","","216.6",",,,0","0",",,,0","22.85",",0","27.93",",,,0","17.76",",,,0","",""
"USC00387666","1959-10","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","1080.5","0","73.6",",0","13",",0","12",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","","","4.4",",0,26,","0",",,0,31,+","0",",,0,31,+","55.6",",,0,11,","30.6",",0,05,","","","66.3","0","","","63.6",",0","","","","","","","","","","","264.8",",,,0","0",",,,0","18.65",",0","23.06",",,,0","14.25",",,,0","",""
"USC00387666","1959-11","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","1086.9","0","6.4","2,0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0","2,0","8","2,0","0","2,0","","","","","-7.2",",0,30,","0",",,0,30,+","0",",,0,30,+","11.2",",,0,24,","27.2","2,0,05,","","","235.0","0","","","168.7","2,0","","","","","","","","","","","25.4",",,,0","0",",,,0","12.59","2,0","18.89","2,,,0","6.29",",,,0","",""
"USC00387666","1959-12","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","1086.9","0","0.0","1,0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0","1,0","1","1,0","0","1,0","","","","","-3.9",",0,23,","0",",,0,31,+","0",",,0,31,+","41.4",",,0,18,","21.1","1,0,28,","","","520.7","0","","","285.7","1,0","","","","","","","","","","","69.5",",,,0","0",",,,0","8.83","1,0","14.80","1,,,0","2.87",",,,0","",""
"USC00387666","1960-01","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","0.3","0","0.3",",0","11",",0","10",",0","3",",0","0",",0","0",",0","0",",0","10",",0","0",",0","4",",0","0",",0","","","","","-8.9",",0,23,","0",",,0,31,+","0",",,0,31,+","49.3",",,0,30,","23.3",",0,15,","","","858.0","0","","","337.3",",0","","","","","","","","","","","201.6",",,,0","0",",,,0","7.46",",0","12.80",",,,0","2.12",",,,0","",""
"USC00387666","1960-02","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","0.3","0","0.0","3,0","8",",0","6",",0","1",",0","0",",0","0",",0","0","2,0","9","2,0","0","2,0","1","2,0","0","2,0","","","","","-6.1","2,0,15,","0",",,0,29,+","0",",,0,29,+","47.2",",,0,13,","21.1","2,0,10,","","","1124.4","0","","","266.4","2,0","","","","","","","","","","","139.6",",,,0","0",",,,0","7.85","3,0","13.99","2,,,0","1.71","2,,,0","",""
"USC00387666","1960-03","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","0.3","0","0.0",",0","10",",0","6",",0","1",",0","","","","","0",",0","20",",0","0",",0","5",",0","0",",0","","","","","-10.0",",0,06,","","","","","95.8",",,0,30,","25.0",",0,27,","","","1501.1","0","","","376.7",",0","","","","","","","","","","","161.2",",,,0","","","6.18",",0","12.35",",,,0","0.01",",,,0","",""
"USC00387666","1960-04","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","43.7","0","43.4",",0","8",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","3",",0","","","","","1.7",",0,11,","0",",,0,30,+","0",",,0,30,+","40.4",",,0,05,","33.3",",0,25,","","","1552.0","0","","","50.9",",0","","","","","","","","","","","133.7",",,,0","0",",,,0","18.08",",0","25.33",",,,0","10.84",",,,0","",""
"USC00387666","1960-05","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","144.8","0","101.1","2,0","8",",0","5",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","27","1,0","8","1,0","","","","","6.1","2,0,13,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,08,","33.9","1,0,18,","","","1574.6","0","","","22.6","1,0","","","","","","","","","","","36.7",",,,0","0",",,,0","20.96","2,0","27.68","1,,,0","14.23","2,,,0","",""
"USC00387666","1960-06","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","335.9","0","191.1","1,0","8",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","11","1,0","","","","","11.7","1,0,10,","0",",,0,30,+","0",",,0,30,+","16.8",",,0,26,","33.9","1,0,25,+","","","1574.6","0","","","0.0","1,0","","","","","","","","","","","46.2",",,,0","0",",,,0","24.92","1,0","31.06","1,,,0","18.79","1,,,0","",""
"USC00387666","1960-07","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","551.2","0","215.3","2,0","8",",0","5",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0","2,0","29","2,0","11","2,0","","","","","16.1","1,0,02,","0",",,0,31,+","0",",,0,31,+","42.2",",,0,28,","36.7","2,0,03,+","","","0.0","0","","","0.0","2,0","","","","","","","","","","","127.2",",,,0","0",",,,0","25.76","2,0","31.27","2,,,0","20.26","1,,,0","",""
"USC00387666","1960-08","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","781.7","0","230.5","1,0","10",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","15","1,0","","","","","16.1","1,0,13,","0",",,0,31,+","0",",,0,31,+","40.6",",,0,23,","34.4","1,0,13,","","","0.0","0","","","0.0","1,0","","","","","","","","","","","101.3",",,,0","0",",,,0","26.02","1,0","31.44","1,,,0","20.59","1,,,0","",""
"USC00387666","1960-09","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","924.6","0","142.9",",0","9",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","","","12.2",",0,27,","0",",,0,30,+","0",",,0,30,+","33.0",",,0,28,","32.8",",0,08,+","","","0.0","0","","","0.0",",0","","","","","","","","","","","114.4",",,,0","0",",,,0","23.10",",0","28.40",",,,0","17.80",",,,0","",""
"USC00387666","1960-10","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","981.4","0","56.8","1,0","4",",0","3",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","24","1,0","0","1,0","","","","","3.3","1,0,25,","0",",,0,31,+","0",",,0,31,+","47.8",",,0,08,","30.0","1,0,03,","","","49.7","0","","","49.7","1,0","","","","","","","","","","","65.1",",,,0","0",",,,0","18.57","1,0","24.28","1,,,0","12.86","1,,,0","",""
"USC00387666","1960-11","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","981.7","0","0.3",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","11",",0","0",",0","","","","","-2.8",",0,08,","0",",,0,30,+","0",",,0,30,+","11.4",",,0,24,","25.6",",0,16,","","","210.5","0","","","160.8",",0","","","","","","","","","","","31.0",",,,0","0",",,,0","12.98",",0","19.60",",,,0","6.37",",,,0","",""
"USC00387666","1960-12","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","981.7","0","0.0",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","3",",0","0",",0","","","","","-9.4",",0,22,","0",",,0,31,+","0",",,0,31,+","23.4",",,0,11,","22.8",",0,07,","","","605.5","0","","","395.0",",0","","","","","","","","","","","48.8",",,,0","0",",,,0","5.59",",0","11.85",",,,0","-0.67",",,,0","",""
"USC00387666","1961-01","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","0.0","0","0.0",",0","5",",0","5",",0","1",",0","0",",0","0",",0","0",",0","19",",0","3",",0","0",",0","0",",0","","","","","-11.1",",0,22,","0",",,0,31,+","0",",T,0,27,+","29.5",",,0,01,","18.9",",0,12,","","","1006.4","0","","","400.9",",0","","","","","","","","","","","82.2",",,,0","0",",T,,0","5.40",",0","11.61",",,,0","-0.81",",,,0","",""
"USC00387666","1961-02","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","0.3","0","0.3","1,0","10",",0","9",",0","3",",0","0",",0","0",",0","0",",0","10",",0","1","1,0","12","1,0","0","1,0","","","","","-5.6",",0,03,","0",",,0,28,+","0",",T,0,03,","47.5",",,0,24,","23.9","1,0,18,+","","","1224.5","0","","","218.1","1,0","","","","","","","","","","","197.5",",,,0","0",",T,,0","10.18","1,0","16.40","1,,,0","3.96",",,,0","",""
"USC00387666","1961-03","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","17.3","0","17.0",",0","7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","","","","","-0.6",",0,10,","0",",,0,31,+","0",",,0,31,+","67.1",",,0,31,","31.7",",0,06,","","","1344.3","0","","","119.8",",0","","","","","","","","","","","132.4",",,,0","0",",,,0","15.02",",0","21.61",",,,0","8.42",",,,0","",""
"USC00387666","1961-04","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","38.4","0","21.1",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","","","","","2.8",",0,11,+","0",",,0,30,+","0",",,0,30,+","58.7",",,0,12,","30.6",",0,24,","","","1473.3","0","","","129.0",",0","","","","","","","","","","","142.6",",,,0","0",",,,0","14.74",",0","21.16",",,,0","8.32",",,,0","",""
"USC00387666","1961-05","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","100.8","0","62.4","1,0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","0","1,0","","","","","6.1",",0,27,","0",",,0,31,+","0",",,0,31,+","28.2",",,0,10,","30.0","1,0,16,+","","","1481.9","0","","","8.6","1,0","","","","","","","","","","","83.4",",,,0","0",",,,0","19.99","1,0","25.85","1,,,0","14.13",",,,0","",""
"USC00387666","1961-06","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","254.8","0","154.0",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","8",",0","","","","","11.7",",0,19,+","0",",,0,30,+","0",",,0,30,+","37.1",",,0,26,","33.9",",0,14,+","","","1484.4","0","","","2.5",",0","","","","","","","","","","","78.5",",,,0","0",",,,0","23.38",",0","29.45",",,,0","17.32",",,,0","",""
"USC00387666","1961-07","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","494.9","0","240.1",",0","16",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","","","16.1",",0,11,+","0",",,0,31,+","0",",,0,31,+","61.0",",,0,17,","35.6",",0,31,+","","","0.0","0","","","0.0",",0","","","","","","","","","","","176.2",",,,0","0",",,,0","26.08",",0","32.00",",,,0","20.15",",,,0","",""
"USC00387666","1961-08","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","696.7","0","201.8",",0","13",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","","","15.0",",0,21,","0",",,0,31,+","0",",,0,31,+","53.6",",,0,20,","34.4",",0,01,","","","0.0","0","","","0.0",",0","","","","","","","","","","","197.8",",,,0","0",",,,0","24.84",",0","29.89",",,,0","19.79",",,,0","",""
"USC00387666","1961-09","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","872.6","0","175.9",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","7",",0","","","","","10.0",",0,17,","0",",,0,30,+","0",",,0,30,+","6.6",",,0,18,","34.4",",0,25,","","","7.2","0","","","7.2",",0","","","","","","","","","","","17.7",",,,0","0",",,,0","23.96",",0","29.50",",,,0","18.41",",,,0","",""
