"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00136910","1971-03","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","27",",0","8",",0","1",",0","0",",0","-11.7",",0,09,+","0",",,0,31,+","0",",,0,31,+","12.7",",,0,11,","22.2",",0,31,","","","","","529.2",",0","","","","","26.0",",,,0","0",",,,0","1.26",",0","6.50",",,,0","-3.98",",,,0","","","",""
"USC00136910","1971-04","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","1.6","0","1.6",",0","","","","","","","0",",0","0",",0","0",",0","6",",0","0",",0","11",",0","0",",0","-2.2",",0,10,","0",",,0,30,+","0",",,0,30,+","","","28.9",",0,13,","","","","","214.2",",0","","","","","","","0",",,,0","11.25",",0","18.39",",,,0","4.11",",,,0","","","",""
"USC00136910","1971-05","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","12.2","0","10.6",",0","","","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","0.6",",0,03,","0",",,0,31,+","0",",,0,31,+","","","28.9",",0,18,+","","","","","155.8",",0","","","","","","","0",",,,0","13.65",",0","20.27",",,,0","7.02",",,,0","","","",""
"USC00136910","1971-06","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","178.7","0","166.5",",0","8",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","11.7",",0,03,","0",",,0,30,+","0",",,0,30,+","15.5",",,0,13,","34.4",",0,28,","228.8",",,,0","","","0.0",",0","18.91",",,,0","31.16",",,,0","60.4",",,,0","0",",,,0","23.88",",0","30.12",",,,0","17.65",",,,0","","","",""
"USC00136910","1971-07","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","289.3","0","110.6","1,0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","5","1,0","6.1",",0,31,","0",",,0,31,+","0",",,0,31,+","19.1",",,0,26,","32.8","1,0,26,+","188.6","5,,,0","12.6","0","12.6","1,0","16.78",",,,0","29.01",",,,0","61.9",",,,0","0",",,,0","21.59","1,0","28.43","1,,,0","14.75",",,,0","3478","3,,,0","",""
"USC00136910","1971-08","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","402.4","0","113.1",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","6.1",",0,01,","0",",,0,31,+","0",",,0,31,+","9.4",",,0,03,","35.6",",0,24,+","199.6",",,,0","17.3","0","4.7",",0","15.06","1,,,0","29.61","1,,,0","14.0",",,,0","0",",,,0","21.83",",0","29.02",",,,0","14.64",",,,0","3540","1,,,0","",""
"USC00136910","1971-09","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","518.7","0","116.3",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","6",",0","4.4",",0,24,+","0",",,0,30,+","0",",,0,30,+","38.1",",,0,09,","36.7",",0,09,","162.6","1,,,0","69.7","0","52.4",",0","13.68",",,,0","25.99",",,,0","93.7",",,,0","0",",,,0","20.47",",0","26.65",",,,0","14.28",",,,0","4611",",,,0","",""
"USC00136910","1971-10","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","530.7","0","12.0",",0","12",",0","11",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","-0.6",",0,31,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,03,","30.6",",0,01,","114.4","3,,,0","185.1","0","115.4",",0","9.92",",,,0","19.69",",,,0","77.0",",,,0","0",",,,0","15.00",",0","21.34",",,,0","8.65",",,,0","4508",",,,0","",""
"USC00136910","1971-11","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","530.7","0","0.0",",0","7",",0","6",",0","1",",0","","","2",",0","0",",0","21",",0","4",",0","4",",0","0",",0","-10.0",",0,07,","","","76",",,0,29,","63.5",",,0,02,","21.7",",0,17,","","","600.6","0","415.5",",0","","","","","91.3",",,,0","101",",,,0","4.48",",0","9.98",",,,0","-1.02",",,,0","","","",""
"USC00136910","1971-12","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","530.7","0","0.0","1,0","6",",0","4",",0","1",",0","0",",0","0","1,0","0","1,0","27","1,0","8",",0","0",",0","0",",0","-12.8","1,0,28,","0",",,0,31,+","0","1,T,0,04,","34.3",",,0,15,","9.4",",0,26,","","","1186.0","0","585.4",",0","","","","","69.0",",,,0","0","1,T,,0","-1.15","1,0","2.80",",,,0","-5.10","1,,,0","","","",""
"USC00136910","1972-02","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","0.0",",0","6",",0","0",",0","0",",0","","","","","7",",0","27",",0","12",",0","1",",0","0",",0","-25.0",",0,09,","","","","","1.3",",,0,08,","21.7",",0,29,","","","","","699.1",",0","","","","","5.2",",,,0","","","-5.77",",0","0.53",",,,0","-12.08",",,,0","","","",""
"USC00136910","1972-03","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","0.0",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","20",",0","1",",0","3",",0","0",",0","-13.3",",0,05,+","0",",,0,31,+","0",",T,0,29,+","23.6",",,0,13,","25.6",",0,12,","","","","","464.4",",0","","","","","33.3",",,,0","0",",T,,0","3.35",",0","9.09",",,,0","-2.38",",,,0","","","",""
"USC00136910","1972-04","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","0.0",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","5",",0","0",",0","-6.7",",0,08,","0",",,0,30,+","0",",,0,30,+","23.1",",,0,21,","28.3",",0,07,","","","","","265.5",",0","","","16.87","5,,,0","94.4",",,,0","0",",,,0","9.48",",0","14.87",",,,0","4.09",",,,0","","","",""
"USC00136910","1972-05","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","33.5",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","3.9",",0,09,","0",",,0,31,+","0",",,0,31,+","25.1",",,0,08,","30.0",",0,23,","155.2","1,,,0","","","83.7",",0","11.81",",,,0","23.70",",,,0","98.5",",,,0","0",",,,0","16.71",",0","22.62",",,,0","10.81",",,,0","3999",",,,0","",""
"USC00136910","1972-06","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","81.3",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","3",",0","6.7",",0,11,","0",",,0,30,+","0",",,0,30,+","26.4",",,0,06,","34.4",",0,10,","221.8",",,,0","","","17.4",",0","14.10","1,,,0","28.09","1,,,0","78.2",",,,0","0",",,,0","20.46",",0","26.57",",,,0","14.36",",,,0","3367","2,,,0","",""
"USC00136910","1972-07","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","161.3",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","6.7",",0,05,","0",",,0,31,+","0",",,0,31,+","36.8",",,0,26,","35.0",",0,15,","213.7",",,,0","7.4","0","7.4",",0","17.90",",,,0","29.95",",,,0","79.5",",,,0","0",",,,0","23.30",",0","29.16",",,,0","17.43",",,,0","3919",",,,0","",""
"USC00136910","1972-08","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","132.1",",0","11",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","10.0",",0,28,","0",",,0,31,+","0",",,0,31,+","62.0",",,0,06,","35.0",",0,21,+","174.2","1,,,0","15.4","0","8.0",",0","17.25",",,,0","29.04",",,,0","133.5",",,,0","0",",,,0","22.34",",0","28.14",",,,0","16.53",",,,0","3560",",,,0","",""
"USC00136910","1972-09","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","62.8",",0","15",",0","8",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","22",",0","2",",0","0.0",",0,30,","0",",,0,30,+","0",",,0,30,+","25.4",",,0,12,","32.8",",0,20,+","139.5",",,,0","66.7","0","51.3",",0","13.30",",,,0","25.26",",,,0","99.1",",,,0","0",",,,0","18.72",",0","24.80",",,,0","12.63",",,,0","4483",",,,0","",""
"USC00136910","1972-10","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","2.2",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","8",",0","0",",0","-8.9",",0,19,","0",",,0,31,+","0",",T,0,18,","15.7",",,0,22,","26.1",",0,12,+","","","344.0","0","277.3",",0","","","","","43.1",",,,0","0",",T,,0","9.46",",0","15.86",",,,0","3.06",",,,0","","","",""
"USC00136910","1972-11","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","0.0",",0","8",",0","7",",0","0",",0","1",",0","1",",0","0",",0","20",",0","1",",0","0",",0","0",",0","-9.4",",0,15,","51",",,0,14,","38",",,0,14,","20.6",",,0,14,","17.8",",0,06,","","","820.5","0","476.5",",0","","","","","74.9",",,,0","38",",,,0","2.45",",0","5.85",",,,0","-0.95",",,,0","","","",""
"USC00136910","1972-12","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","0.0",",0","5",",0","5",",0","0",",0","","","","","9",",0","27",",0","16",",0","0",",0","0",",0","-27.2",",0,11,","","","","","7.9",",,0,29,","16.7",",0,03,","","","1574.4","0","753.9",",0","","","","","27.5",",,,0","","","-5.99",",0","-1.37",",,,0","-10.61",",,,0","","","",""
"USC00136910","1973-01","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0",",0","7",",0","5",",0","1",",0","0",",0","0",",0","5",",0","29",",0","17",",0","0",",0","0",",0","-23.9",",0,10,+","0",",,0,31,+","0",",T,0,04,","27.9",",,0,04,","13.3",",0,19,+","","","2308.8","0","734.4",",0","","","","","72.9",",,,0","0",",T,,0","-5.36",",0","-0.92",",,,0","-9.80",",,,0","","","",""
"USC00136910","1973-04","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","0.0",",0","10",",0","9",",0","0",",0","0","4,0","0","4,0","0",",0","6",",0","1",",0","3",",0","0",",0","-6.1",",0,10,","0","4,,0,30,+","0","4,,0,30,+","24.4",",,0,16,","22.2",",0,24,+","","","","","278.2",",0","","","","","91.4",",,,0","0","4,,,0","9.06",",0","13.93",",,,0","4.18",",,,0","","","",""
"USC00136910","1973-05","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","9.7",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","1.7",",0,15,+","0",",,0,31,+","0",",,0,31,+","61.0",",,0,27,","29.4",",0,24,","152.6","1,,,0","","","121.9",",0","9.23",",,,0","20.59",",,,0","181.4",",,,0","0",",,,0","14.71",",0","20.15",",,,0","9.28",",,,0","3430","5,,,0","",""
"USC00136910","1973-06","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","103.1",",0","11",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","11.1",",0,29,","0",",,0,30,+","0",",,0,30,+","24.9",",,0,19,","31.1",",0,24,+","191.6","1,,,0","","","1.1",",0","","","","","106.8",",,,0","0",",,,0","21.73",",0","27.25",",,,0","16.21",",,,0","","","",""
"USC00136910","1973-07","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","165.5","1,0","13",",0","9",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","5",",0","13.3","1,0,16,","0",",,0,31,+","0",",,0,31,+","48.3",",,0,30,","33.9",",0,11,","171.5","1,,,0","0.0","0","0.0",",0","17.33",",,,0","30.41",",,,0","168.1",",,,0","0",",,,0","23.77","1,0","29.09",",,,0","18.46","1,,,0","2099",",,,0","",""
"USC00136910","1973-08","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","145.5","2,0","9",",0","6",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","31",",0","6",",0","13.9","2,0,21,+","0",",,0,31,+","0",",,0,31,+","18.3",",,0,12,","33.9",",0,28,","175.1","1,,,0","0.0","0","0.0",",0","17.96",",,,0","30.75",",,,0","72.8",",,,0","0",",,,0","23.39","2,0","29.30",",,,0","17.49","2,,,0","3369",",,,0","",""
"USC00136910","1973-12","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","","","0.0",",0","8",",0","6",",0","0",",0","","","","","4",",0","28",",0","18",",0","0",",0","0",",0","-21.7",",0,21,","","","","","18.0",",,0,04,","19.4",",0,03,","","","","","705.4",",0","","","","","47.7",",,,0","","","-4.42",",0","-0.02",",,,0","-8.82",",,,0","","","",""
"USC00136910","1974-01","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0",",0","9",",0","6",",0","0",",0","","","5",",0","11",",0","30",",0","15",",0","0",",0","0",",0","-33.3",",0,13,+","","","102",",,0,09,","23.4",",,0,27,","14.4",",0,31,","","","","","786.9",",0","","","","","55.2",",,,0","306",",,,0","-7.05",",0","-2.22",",,,0","-11.88",",,,0","","","",""
"USC00136910","1974-02","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0","1,0","1",",0","1",",0","0",",0","5",",0","1",",0","0","1,0","27","1,0","14","1,0","0","1,0","0","1,0","-15.6","1,0,04,","25",",,0,26,+","25",",,0,22,","2.5",",,0,22,","16.1","1,0,13,","","","","","559.4","1,0","","","","","2.5",",,,0","28",",,,0","-2.39","1,0","2.67","1,,,0","-7.44","1,,,0","","","",""
"USC00136910","1974-03","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.8","0","0.8",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","16",",0","2",",0","3",",0","0",",0","-15.0",",0,24,","0",",T,0,24,+","13",",,0,23,","14.2",",,0,12,","24.4",",0,09,","","","","","438.1",",0","","","","","49.1",",,,0","13",",,,0","4.23",",0","10.63",",,,0","-2.18",",,,0","","","",""
"USC00136910","1974-04","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","7.7","0","6.9",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","10",",0","0",",0","-2.8",",0,08,","0",",,0,30,+","0",",,0,30,+","15.5",",,0,21,","26.1",",0,26,","143.1","5,,,0","","","221.1",",0","5.40","2,,,0","17.13",",,,0","55.1",",,,0","0",",,,0","11.20",",0","17.95",",,,0","4.44",",,,0","6738",",,,0","",""
"USC00136910","1974-05","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","23.8","0","16.1",",0","17",",0","14",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","3.3",",0,06,","0",",,0,31,+","0",",,0,31,+","40.9",",,0,17,","29.4",",0,21,+","145.2",",,,0","","","117.1",",0","10.26",",,,0","21.96",",,,0","182.1",",,,0","0",",,,0","15.08",",0","20.87",",,,0","9.28",",,,0","3557",",,,0","",""
"USC00136910","1974-06","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","75.6","0","51.8",",0","12",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","5.0",",0,17,","0",",,0,30,+","0",",,0,30,+","33.0",",,0,15,","32.8",",0,21,","187.8","1,,,0","","","40.2",",0","13.91",",,,0","26.84",",,,0","151.9",",,,0","0",",,,0","18.72",",0","24.63",",,,0","12.81",",,,0","3162",",,,0","",""
"USC00136910","1974-07","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","274.8","0","199.2",",0","3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","10.6",",0,30,","0",",,0,31,+","0",",,0,31,+","93.2",",,0,04,","36.1",",0,22,+","239.8","1,,,0","0.0","0","0.0",",0","18.00",",,,0","32.41",",,,0","104.4",",,,0","0",",,,0","24.76",",0","31.75",",,,0","17.76",",,,0","3264",",,,0","",""
"USC00136910","1974-08","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","349.7","0","74.9",",0","15",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","8.3",",0,29,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,08,","31.7",",0,22,+","152.5",",,,0","9.7","0","9.7",",0","15.22",",,,0","26.77",",,,0","108.6",",,,0","0",",,,0","20.44",",0","26.20",",,,0","14.67",",,,0","3308",",,,0","",""
"USC00136910","1974-09","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","361.4","0","11.7",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","16",",0","0",",0","0.0",",0,29,+","0",",,0,30,+","0",",,0,30,+","18.5",",,0,12,","28.9",",0,19,+","122.6",",,,0","133.9","0","124.2",",0","8.83",",,,0","21.50",",,,0","53.2",",,,0","0",",,,0","14.58",",0","21.73",",,,0","7.43",",,,0","3803",",,,0","",""
"USC00136910","1974-10","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","361.4","0","0.0",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","9",",0","0",",0","10",",0","0",",0","-5.0",",0,02,","0",",,0,31,+","0",",,0,31,+","40.9",",,0,31,","26.1",",0,05,","111.4","3,,,0","372.1","0","238.2",",0","5.29",",,,0","16.35",",,,0","98.6",",,,0","0",",,,0","10.65",",0","18.03",",,,0","3.27",",,,0","4542",",,,0","",""
"USC00136910","1974-11","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","361.4","0","0.0",",0","8",",0","4",",0","0",",0","0","1,0","2",",0","0",",0","18",",0","4",",0","0",",0","0",",0","-7.2",",0,25,","0","1,,0,30,+","102",",,0,30,","14.2",",,0,11,","20.0",",0,02,","","","795.6","0","423.5",",0","","","","","33.3",",,,0","127",",,,0","4.22",",0","9.32",",,,0","-0.89",",,,0","","","",""
"USC00136910","1974-12","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","361.4","0","0.0",",0","9",",0","3",",0","0",",0","5",",0","2",",0","0",",0","31",",0","11",",0","0",",0","0",",0","-14.4",",0,04,","152",",,0,02,+","25",",,0,21,+","8.9",",,0,07,","12.2",",0,23,","","","1438.2","0","642.6",",0","","","","","23.9",",,,0","50",",,,0","-2.40",",0","2.15",",,,0","-6.94",",,,0","","","",""
"USC00136910","1975-01","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0",",0","6",",0","3",",0","0",",0","8","2,0","2",",0","6",",0","31",",0","12",",0","0",",0","0",",0","-26.1",",0,20,","76","2,,0,20,","76",",,0,19,+","11.4",",,0,03,","11.7",",0,11,","","","2143.8","0","705.6",",0","","","","","29.4",",,,0","178",",,,0","-4.43",",0","0.97",",,,0","-9.83",",,,0","","","",""
"USC00136910","1975-02","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0",",0","8",",0","4",",0","0",",0","18","3,0","5",",0","3",",0","28",",0","14",",0","0",",0","0",",0","-27.2",",0,09,","127","3,,0,26,+","127",",,0,24,","14.2",",,0,17,","10.0",",0,22,","","","2800.0","0","656.2",",0","","","","","35.3",",,,0","305",",,,0","-5.10",",0","-0.78",",,,0","-9.43",",,,0","","","",""
"USC00136910","1975-03","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0",",0","7",",0","5",",0","0",",0","8",",0","2",",0","0",",0","29",",0","12",",0","1",",0","0",",0","-15.6",",0,14,+","102",",,0,10,","102",",,0,10,","12.2",",,0,28,","22.2",",0,24,","","","3402.3","0","602.3",",0","","","","","40.6",",,,0","140",",,,0","-1.10",",0","4.53",",,,0","-6.72",",,,0","","","",""
"USC00136910","1975-04","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","0.0","0","0.0",",0","13",",0","5",",0","0",",0","3",",0","2",",0","0",",0","12",",0","1",",0","7",",0","0",",0","-9.4",",0,03,","76",",,0,03,","51",",,0,03,","16.3",",,0,18,","28.3",",0,18,","","","3705.6","0","303.3",",0","","","16.11","5,,,0","67.7",",,,0","76",",,,0","8.22",",0","13.98",",,,0","2.47",",,,0","5653",",,,0","",""
"USC00136910","1975-05","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","40.2","0","40.2",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","1",",0","2.8",",0,01,","0",",,0,31,+","0",",,0,31,+","17.8",",,0,07,","32.2",",0,23,","161.8","1,,,0","3772.5","0","66.9",",0","11.51",",,,0","24.92",",,,0","90.1",",,,0","0",",,,0","17.47",",0","23.51",",,,0","11.43",",,,0","3910",",,,0","",""
"USC00136910","1975-06","40.825","-92.8925","294.1","RATHBUN DAM, IA US","","","144.0","0","103.8",",0","12",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","7.2",",0,02,","0",",,0,30,+","0",",,0,30,+","35.8",",,0,25,","32.2",",0,29,+","166.7","2,,,0","3788.0","0","15.5",",0","15.72",",,,0","28.25",",,,0","129.5",",,,0","0",",,,0","21.28",",0","26.87",",,,0","15.68",",,,0","3271",",,,0","",""
