"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00428376","1961-05","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","6",",0","0",",0","-8.9",",0,06,","0",",,0,31,+","0",",,0,31,+","4.6",",,0,16,","22.2",",0,28,","166.0","1,,,0","","","351.8",",0","","","","","10.2",",,,0","0",",,,0","6.98",",0","16.46",",,,0","-2.50",",,,0","3308","1,,,0"
"USC00428376","1961-06","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","23",",0","0",",0","-3.9",",0,02,","0",",,0,30,+","0",",,0,30,+","4.8",",,0,04,","28.9",",0,21,","222.2",",,,0","","","163.9",",0","","","","","5.8",",,,0","0",",,,0","12.87",",0","23.81",",,,0","1.92",",,,0","2458",",,,0"
"USC00428376","1961-07","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","1.1",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","30",",0","0",",0","-0.6",",0,03,+","0",",,0,31,+","0",",,0,31,+","12.4",",,0,04,","29.4",",0,16,","218.6",",,,0","96.0","","96.0",",0","","","","","36.6",",,,0","0",",,,0","15.27",",0","25.80",",,,0","4.75",",,,0","2098",",,,0"
"USC00428376","1961-08","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.0",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","2.8",",0,30,+","0",",,0,31,+","0",",,0,31,+","18.0",",,0,29,","27.2",",0,23,+","154.1","3,,,0","198.6","","102.6",",0","","","","","66.6",",,,0","0",",,,0","15.02",",0","24.25",",,,0","5.80",",,,0","1906",",,,0"
"USC00428376","1961-09","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.0",",0","13",",0","9",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","3",",0","0",",0","-8.9",",0,30,","0",",,0,30,+","0",",,0,30,+","22.4",",,0,18,","22.8",",0,06,+","104.7","2,,,0","540.0","","341.4",",0","","","","","97.3",",,,0","0",",,,0","6.95",",0","15.07",",,,0","-1.17",",,,0","3017",",,,0"
"USC00428376","1961-10","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.1","4,a,,0","203","3,a,,","","","","","","","",""
"USC00428376","1962-05","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","","","9",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","11.9",",,0,28,","","","","","","","","","","","","","37.1",",,,0","0",",,,0","","","","","","","",""
"USC00428376","1962-06","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","","","6",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","18.5",",,0,29,","","","","","","","","","","","","","35.4",",,,0","0",",,,0","","","","","","","",""
"USC00428376","1962-07","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.3","1,0","7",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","3","1,0","0","1,0","26","1,0","0","1,0","-1.7","1,0,15,","0",",,0,31,+","0",",,0,31,+","23.6",",,0,25,","27.8","1,0,21,+","","","155.8","","155.8","1,0","","","","","37.9",",,,0","0",",,,0","13.15","1,0","23.28","1,,,0","3.02","1,,,0","1930","5,,,0"
"USC00428376","1962-08","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.0",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","27",",0","0",",0","-6.1",",0,31,","0",",,0,31,+","0",",,0,31,+","1.3",",,0,12,","28.9",",0,14,+","211.1","1,,,0","310.7","","154.9",",0","","","","","3.1",",,,0","0",",,,0","13.34",",0","24.31",",,,0","2.37",",,,0","2896",",,,0"
"USC00428376","1962-09","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","18",",0","0",",0","-6.7",",0,09,","0",",,0,30,+","0",",,0,30,+","7.1",",,0,21,","25.6",",0,19,+","145.8","1,,,0","553.7","","243.0",",0","","","","","17.8",",,,0","0",",,,0","10.23",",0","20.56",",,,0","-0.10",",,,0","2643",",,,0"
"USC00428376","1962-10","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","","","4",",0","2",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","26.9",",,0,05,","","","","","","","","","","","","","31.3",",,,0","0",",,,0","","","","","","","",""
"USC00428376","1963-05","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","","","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","8.1",",,0,29,","","","","","","","","","","","","","8.1",",,,0","0",",,,0","","","","","","","",""
"USC00428376","1963-06","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.0","2,0","6",",0","6",",0","0",",0","0",",0","0",",0","0","2,0","9","2,0","0","2,0","10","2,0","0","2,0","-6.1","2,0,07,","0",",,0,30,+","0",",,0,30,+","14.7",",,0,19,","25.6","2,0,27,","","","","","234.6","2,0","","","","","51.1",",,,0","0",",,,0","9.96","2,0","18.58","2,,,0","1.33","2,,,0","",""
"USC00428376","1963-07","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","1.4","2,0","4","1,0","3","1,0","0","1,0","0","1,0","0","1,0","0","1,0","3","1,0","0","2,0","29","2,0","0","2,0","-2.8","1,0,01,","0","1,,0,31,+","0","1,,0,31,+","11.9","1,,0,21,","31.7","2,0,07,","","","85.1","","85.1","2,0","","","","","21.8","1,,,0","0","1,,,0","15.42","2,0","25.96","2,,,0","4.88","1,,,0","4086","3,,,0"
"USC00428376","1963-08","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.0","1,0","9",",0","8",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","0","1,0","1.1","1,0,29,+","0",",,0,31,+","0",",,0,31,+","23.9",",,0,04,","27.2","1,0,14,","","","185.2","","100.1","1,0","","","","","78.9",",,,0","0",",,,0","15.00","1,0","23.69","1,,,0","6.30","1,,,0","7637","3,,,0"
"USC00428376","1963-09","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.0","2,0","5",",0","3",",0","1",",0","0",",0","0",",0","0","2,0","8","2,0","0","2,0","15","2,0","0","2,0","-3.3","2,0,24,","0",",,0,30,+","0",",,0,30,+","34.5",",,0,20,","25.6","2,0,27,+","","","366.9","","181.7","2,0","","","","","69.1",",,,0","0",",,,0","11.84","2,0","21.13","2,,,0","2.56","2,,,0","",""
"USC00428376","1963-10","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","","","5",",0","4",",0","0",",0","0",",0","0",",0","0","3,0","24","3,0","","","","","","","-7.2","3,0,28,","0",",,0,31,+","0",",,0,31,+","13.5",",,0,24,","","","","","","","","","","","","","31.3",",,,0","0",",,,0","","","","","-1.61","3,,,0","",""
"USC00428376","1964-06","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.0","2,0","6",",0","5",",0","0",",0","0",",0","0",",0","0","2,0","9","2,0","0","2,0","11","2,0","0","2,0","-5.0","2,0,04,","0",",,0,30,+","0",",,0,30,+","18.0",",,0,22,","25.0","2,0,26,+","","","","","215.6","2,0","","","","","58.8",",,,0","0",",,,0","10.63","2,0","19.05","2,,,0","2.22","2,,,0","",""
"USC00428376","1964-07","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","31",",0","0",",0","0.0",",0,25,+","0",",,0,31,+","0",",,0,31,+","1.8",",,0,25,","29.4",",0,27,","","","92.0","","92.0",",0","","","","","3.3",",,,0","0",",,,0","15.37",",0","26.46",",,,0","4.27",",,,0","1034","1,,,0"
"USC00428376","1964-09","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.0","1,0","2",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","24","1,0","0",",0","19",",0","0",",0","-8.3","1,0,27,+","0",",,0,30,+","0",",,0,30,+","3.0",",,0,15,","24.4",",0,13,+","143.0","1,,,0","","","264.6",",0","","","","","5.3",",,,0","0",",,,0","9.26","1,0","20.50",",,,0","-1.99","1,,,0","1487","1,,,0"
"USC00428376","1964-10","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.0","3,0","1",",0","1",",0","0",",0","0",",0","0",",0","0","3,0","26","3,0","0","3,0","6","3,0","0","3,0","-12.8","3,0,25,","0",",,0,31,+","0",",,0,31,+","10.9",",,0,30,","23.3","3,0,08,","","","","","344.2","3,0","","","","","10.9",",,,0","0",",,,0","6.04","3,0","17.16","3,,,0","-5.08","3,,,0","",""
"USC00428376","1965-06","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.0","4,0","11",",0","9",",0","0",",0","0",",0","0",",0","0","4,0","9","4,0","0","3,0","8","3,0","0","3,0","-2.2","4,0,19,","0",",,0,30,+","0",",,0,30,+","14.5",",,0,24,","23.9","3,0,30,+","129.3","5,,,0","","","218.5","3,0","","","","","64.2",",,,0","0",",,,0","9.93","4,0","18.42","3,,,0","1.43","4,,,0","2043","5,,,0"
"USC00428376","1965-07","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.0","2,0","13",",0","4",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","23","2,0","0","2,0","1.1","2,0,02,","0",",,0,31,+","0",",,0,31,+","6.4",",,0,24,","26.7","2,0,29,","145.0","3,,,0","111.8","","111.8","2,0","","","","","23.8",",,,0","0",",,,0","14.48","2,0","23.12","2,,,0","5.84","2,,,0","1499","3,,,0"
"USC00428376","1965-08","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.0","2,0","7",",0","4",",0","0",",0","0",",0","0",",0","0","2,0","3","2,0","0","2,0","19","2,0","0","2,0","-5.6","2,0,31,","0",",,0,31,+","0",",,0,31,+","16.3",",,0,02,","26.7","2,0,09,","131.7","5,,,0","261.0","","149.2","2,0","","","","","42.6",",,,0","0",",,,0","13.19","2,0","22.16","2,,,0","4.21","2,,,0","1564","4,,,0"
"USC00428376","1965-09","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.0","1,0","9",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","22","1,0","2","1,0","3","1,0","0","1,0","-13.3","1,0,18,","0",",,0,30,+","0",",,0,30,+","11.7",",,0,17,","21.7","1,0,01,","100.5","3,,,0","594.6","","333.6","1,0","","","","","43.3",",,,0","0",",,,0","6.83","1,0","15.39","1,,,0","-1.73","1,,,0","2522","2,,,0"
"USC00428376","1965-10","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.0","2,0","2",",0","2",",0","0",",0","0",",0","0",",0","0","2,0","29","2,0","0","2,0","6","2,0","0","2,0","-7.8","2,0,31,","0",",,0,31,+","0",",,0,31,+","8.4",",,0,16,","22.2","2,0,10,+","80.9","4,,,0","941.7","","347.1","2,0","","","","","14.0",",,,0","0",",,,0","6.36","2,0","17.36","2,,,0","-4.63","2,,,0","1592","4,,,0"
"USC00428376","1966-06","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.0","2,0","9",",0","1",",0","0",",0","0",",0","0",",0","0","2,0","9","2,0","0","2,0","14","2,0","0","2,0","-5.0","2,0,01,","0",",,0,30,+","0",",,0,30,+","9.7",",,0,07,","27.2","2,0,27,","","","","","201.4","2,0","","","","","15.1",",,,0","0",",,,0","11.14","2,0","20.85","2,,,0","1.43","2,,,0","",""
"USC00428376","1966-07","40.16667","-111.18333","2321.1","STRWBERY RES E PRTAL, UT US","0.0","1,0","9",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","3","1,0","0","1,0","30","1,0","0","1,0","0.0","1,0,07,+","0",",,0,31,+","0",",,0,31,+","17.0",",,0,24,","29.4","1,0,29,+","193.5","2,,,0","75.2","","75.2","1,0","","","","","32.3",",,,0","0",",,,0","15.83","1,0","26.09","1,,,0","5.56","1,,,0","2070","2,,,0"
