"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00366067","1923-07","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","11",",6","10",",6","1",",6","","","","","","","","","","","","","","","","","39.4",",,6,28,","","","143.8",",,,6","","","","","","","",""
"USC00366067","1923-08","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","6",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","16.0",",,6,05,","","","46.2",",,,6","","","","","","","",""
"USC00366067","1923-09","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","6",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","46.0",",,6,05,","","","93.3",",,,6","","","","","","","",""
"USC00366067","1923-10","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","5",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","19.1",",,6,26,","","","40.5",",,,6","0",",,,6","","","","","",""
"USC00366067","1923-11","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","5",",6","5",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","22.9",",,6,30,","","","65.3",",,,6","0",",,,6","","","","","",""
"USC00366067","1923-12","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","10",",6","10",",6","1",",6","0",",6","","","","","","","","","","","","","0",",T,6,25,","26.7",",,6,22,","","","130.8",",,,6","0",",T,,6","","","","","",""
"USC00366067","1924-01","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","","","","","","","1",",6","","","","","","","","","","","","","76",",,6,24,","","","","","","","76",",,,6","","","","","",""
"USC00366067","1924-02","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","5",",6","3",",6","1",",6","4",",6","","","","","","","","","","","","","330",",,6,20,","40.9",",,6,20,","","","62.7",",,,6","444",",,,6","","","","","",""
"USC00366067","1924-03","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","","","","","","","2",",6","","","","","","","","","","","","","76",",,6,12,","","","","","","","101",",,,6","","","","","",""
"USC00366067","1924-04","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","8",",6","7",",6","3",",6","","","","","","","","","","","","","","","","","49.5",",,6,07,","","","128.9",",,,6","","","","","","","",""
"USC00366067","1924-05","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","12",",6","12",",6","2",",6","","","","","","","","","","","","","","","","","47.5",",,6,12,","","","146.9",",,,6","","","","","","","",""
"USC00366067","1924-06","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","11",",6","11",",6","1",",6","","","","","","","","","","","","","","","","","50.8",",,6,29,","","","154.7",",,,6","","","","","","","",""
"USC00366067","1924-07","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","6",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","27.7",",,6,13,","","","65.3",",,,6","","","","","","","",""
"USC00366067","1924-08","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","7",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","40.4",",,6,12,","","","101.6",",,,6","","","","","","","",""
"USC00366067","1924-09","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","9",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","64.5",",,6,30,","","","127.5",",,,6","","","","","","","",""
"USC00366067","1924-10","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","1.3",",,6,28,","","","1.3",",,,6","","","","","","","",""
"USC00366067","1924-11","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","5",",6","4",",6","0",",6","1",",6","","","","","","","","","","","","","25",",,6,30,","21.1",",,6,22,","","","38.4",",,,6","25",",,,6","","","","","",""
"USC00366067","1924-12","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","","","","","","","1",",6","","","","","","","","","","","","","25",",,6,06,","","","","","","","25",",,,6","","","","","",""
"USC00366067","1925-01","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","5",",6","5",",6","0",",6","4",",6","","","","","","","","","","","","","254",",,6,30,","21.6",",,6,30,","","","72.7",",,,6","661",",,,6","","","","","",""
"USC00366067","1925-02","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","5",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","15.2",",,6,09,","","","42.7",",,,6","","","","","","","",""
"USC00366067","1925-06","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","7",",6","7",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","22.4",",,6,24,","","","62.2",",,,6","0",",,,6","","","","","",""
"USC00366067","1925-07","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","8",",6","8",",6","2",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","33.8",",,6,22,","","","123.4",",,,6","0",",,,6","","","","","",""
"USC00366067","1925-08","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","5",",6","4",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","10.2",",,6,12,","","","24.9",",,,6","0",",,,6","","","","","",""
"USC00366067","1925-09","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","6",",6","4",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","29.0",",,6,13,","","","48.3",",,,6","0",",,,6","","","","","",""
"USC00366067","1925-10","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","8","1,6","8","1,6","1","1,6","1",",6","","","","","","","","","","","","","102",",,6,30,","31.8","1,,6,26,","","","102.9","1,,,6","102",",,,6","","","","","",""
"USC00366067","1925-11","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","6","1,6","5","1,6","1","1,6","0",",6","","","","","","","","","","","","","0",",T,6,25,","33.0","1,,6,13,","","","71.4","1,,,6","0",",T,,6","","","","","",""
"USC00366067","1926-01","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","5",",6","5",",6","0",",6","2",",6","","","","","","","","","","","","","216",",,6,09,","24.1",",,6,22,","","","76.7",",,,6","241",",,,6","","","","","",""
"USC00366067","1926-02","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","6",",6","6",",6","2",",6","3",",6","","","","","","","","","","","","","330",",,6,04,","28.4",",,6,04,","","","95.7",",,,6","469",",,,6","","","","","",""
"USC00366067","1926-03","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","6","1,6","6","1,6","0","1,6","1",",6","","","","","","","","","","","","","25",",,6,01,","11.4","1,,6,08,","","","38.1","1,,,6","25",",,,6","","","","","",""
"USC00366067","1926-05","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","4",",6","4",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","7.6",",,6,24,","","","25.0",",,,6","0",",,,6","","","","","",""
"USC00366067","1926-06","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","10",",6","10",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","31.8",",,6,15,","","","93.6",",,,6","0",",,,6","","","","","",""
"USC00366067","1926-07","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","8",",6","6",",6","2",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","45.2",",,6,28,","","","139.8",",,,6","0",",,,6","","","","","",""
"USC00366067","1926-08","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","14",",6","12",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","44.5",",,6,11,","","","130.8",",,,6","0",",,,6","","","","","",""
"USC00366067","1926-09","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","8",",6","8",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","21.6",",,6,13,","","","107.2",",,,6","0",",,,6","","","","","",""
"USC00366067","1948-05","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","12",",0","9",",0","0",",0","","","","","","","","","","","","","","","","","23.9",",,0,12,","","","120.8",",,,0","","","","","","","",""
"USC00366067","1948-06","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","12",",0","7",",0","2",",0","","","","","","","","","","","","","","","","","52.8",",,0,19,","","","137.7",",,,0","","","","","","","",""
"USC00366067","1948-07","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","9",",0","8",",0","0",",0","","","","","","","","","","","","","","","","","16.0",",,0,22,","","","72.0",",,,0","","","","","","","",""
"USC00366067","1948-08","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","7",",0","6",",0","0",",0","","","","","","","","","","","","","","","","","22.1",",,0,05,","","","47.3",",,,0","","","","","","","",""
"USC00366067","1948-09","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","2",",0","2",",0","0",",0","","","","","","","","","","","","","","","","","9.7",",,0,30,","","","12.2",",,,0","","","","","","","",""
"USC00366067","1948-10","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","4","4,0","2","4,0","1","4,0","","","","","","","","","","","","","","","","","55.9","4,,0,08,","","","62.8","4,,,0","","","","","","","",""
"USC00366067","1948-11","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","","","","","","","","","","","","","","","","","","","","","","","","","","","140.5",",a,,0","","","","","","","",""
"USC00366067","1948-12","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","","","","","","","","","","","","","","","","","","","","","","","","","","","156.2",",a,,0","","","","","","","",""
"USC00366067","1949-01","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","","","","","","","","","","","","","","","","","","","","","","","","","","","101.9",",a,,0","","","","","","","",""
"USC00366067","1949-02","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","8",",0","5",",0","0",",0","","","","","","","","","","","","","","","","","22.9",",,0,22,","","","65.6",",,,0","","","","","","","",""
"USC00366067","1949-03","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","7",",0","3",",0","0",",0","","","","","","","","","","","","","","","","","19.1",",,0,31,","","","29.1",",,,0","","","","","","","",""
"USC00366067","1949-04","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","10",",0","6",",0","1",",0","","","","","","","","","","","","","","","","","32.0",",,0,13,","","","69.0",",,,0","","","","","","","",""
"USC00366067","1949-05","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","10",",0","7",",0","0",",0","","","","","","","","","","","","","","","","","21.1",",,0,22,","","","61.6",",,,0","","","","","","","",""
"USC00366067","1949-06","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","11",",0","5",",0","0",",0","","","","","","","","","","","","","","","","","20.6",",,0,17,","","","58.6",",,,0","","","","","","","",""
"USC00366067","1949-07","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","11",",0","9",",0","3",",0","","","","","","","","","","","","","","","","","55.6",",,0,12,","","","192.5",",,,0","","","","","","","",""
"USC00366067","1949-08","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","8",",0","5",",0","1",",0","","","","","","","","","","","","","","","","","41.1",",,0,03,","","","86.1",",,,0","","","","","","","",""
"USC00366067","1949-09","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","10",",0","5",",0","0",",0","","","","","","","","","","","","","","","","","12.2",",,0,22,","","","45.1",",,,0","","","","","","","",""
"USC00366067","1949-10","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","11",",0","10",",0","0",",0","","","","","","","","","","","","","","","","","10.4",",,0,25,","","","53.4",",,,0","","","","","","","",""
"USC00366067","1949-11","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","6",",0","3",",0","0",",0","","","","","","","","","","","","","","","","","15.5",",,0,29,","","","32.3",",,,0","","","","","","","",""
"USC00366067","1949-12","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","13",",0","8",",0","0",",0","","","","","","","","","","","","","","","","","18.3",",,0,26,","","","68.2",",,,0","","","","","","","",""
"USC00366067","1950-01","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","17",",0","9",",0","0",",0","","","","","","","","","","","","","","","","","14.2",",,0,10,","","","84.7",",,,0","","","","","","","",""
"USC00366067","1950-02","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","10",",0","7",",0","1",",0","","","","","","","","","","","","","","","","","27.4",",,0,13,","","","75.6",",,,0","","","","","","","",""
"USC00366067","1950-03","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","13","3,0","6","3,0","0","3,0","","","","","","","","","","","","","","","","","16.5","3,,0,21,","","","100.9",",a,,0","","","","","","","",""
"USC00366067","1950-04","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","10",",0","5",",0","0",",0","","","","","","","","","","","","","","","","","11.9",",,0,24,","","","40.3",",,,0","","","","","","","",""
"USC00366067","1950-05","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","10",",0","7",",0","0",",0","","","","","","","","","","","","","","","","","20.6",",,0,18,","","","90.6",",,,0","","","","","","","",""
"USC00366067","1950-07","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","10",",0","8",",0","0",",0","","","","","","","","","","","","","","","","","23.9",",,0,10,+","","","99.2",",,,0","","","","","","","",""
"USC00366067","1950-08","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","7",",0","3",",0","1",",0","","","","","","","","","","","","","","","","","56.6",",,0,19,","","","79.7",",,,0","","","","","","","",""
"USC00366067","1950-09","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","9",",0","6",",0","1",",0","","","","","","","","","","","","","","","","","26.4",",,0,10,","","","65.3",",,,0","","","","","","","",""
"USC00366067","1950-10","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","9",",0","8",",0","2",",0","","","","","","","","","","","","","","","","","39.4",",,0,08,","","","96.3",",,,0","","","","","","","",""
"USC00366067","1950-11","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","","","","","","","","","","","","","","","","","","","","","","","","","","","160.8","4,a,,0","","","","","","","",""
"USC00366067","1951-05","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","11",",0","6",",0","0",",0","","","","","","","","","","","","","","","","","9.1",",,0,28,","","","36.1",",,,0","","","","","","","",""
"USC00366067","1951-06","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","13",",0","11",",0","3",",0","","","","","","","","","","","","","","","","","41.9",",,0,13,","","","169.3",",,,0","","","","","","","",""
"USC00366067","1951-07","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","11",",0","9",",0","2",",0","","","","","","","","","","","","","","","","","57.4",",,0,10,","","","174.0",",,,0","","","","","","","",""
"USC00366067","1951-08","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","2",",0","1",",0","0",",0","","","","","","","","","","","","","","","","","9.9",",,0,10,","","","10.7",",,,0","","","","","","","",""
"USC00366067","1951-09","40.4","-77.88333","249.9","MOUNT UNION I N, PA US","4",",0","4",",0","1",",0","","","","","","","","","","","","","","","","","25.9",",,0,01,","","","62.5",",,,0","","","","","","","",""
