"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00251260","1897-06","40.15","-96.333333","419.7","BURCHARD, NE US","11",",6","8",",6","0",",6","","","","","","","","","","","","","19.1",",,6,27,","","","85.8",",,,6","","","",""
"USC00251260","1897-07","40.15","-96.333333","419.7","BURCHARD, NE US","4",",6","4",",6","2",",6","","","","","","","","","","","","","95.3",",,6,10,","","","149.2",",,,6","","","",""
"USC00251260","1897-08","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","5",",6","3",",6","","","","","","","","","","","","","38.1",",,6,07,","","","112.3",",,,6","","","",""
"USC00251260","1897-09","40.15","-96.333333","419.7","BURCHARD, NE US","2",",6","2",",6","1",",6","","","","","","","","","","","","","88.9",",,6,16,","","","110.5",",,,6","","","",""
"USC00251260","1897-10","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","6",",6","0",",6","","","","","","","","","","","","","21.6",",,6,16,","","","96.8",",,,6","","","",""
"USC00251260","1897-11","40.15","-96.333333","419.7","BURCHARD, NE US","1",",6","0",",6","0",",6","","","","","","","","","","","","","1.3",",,6,08,","","","1.3",",,,6","","","",""
"USC00251260","1897-12","40.15","-96.333333","419.7","BURCHARD, NE US","4",",6","4",",6","0",",6","4",",6","","","","","","","","","76",",,6,20,+","7.6",",,6,20,+","","","22.8",",,,6","228",",,,6","",""
"USC00251260","1898-01","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","4",",6","0",",6","4",",6","","","","","","","","","127",",,6,14,","12.7",",,6,14,","","","31.8",",,,6","318",",,,6","",""
"USC00251260","1898-02","40.15","-96.333333","419.7","BURCHARD, NE US","3",",6","3",",6","0",",6","1",",6","","","","","","","","","51",",,6,19,","14.0",",,6,09,","","","24.2",",,,6","51",",,,6","",""
"USC00251260","1898-03","40.15","-96.333333","419.7","BURCHARD, NE US","3",",6","3",",6","1",",6","","","","","","","","","","","","","30.5",",,6,11,","","","57.1",",,,6","","","",""
"USC00251260","1898-04","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","5",",6","1",",6","","","","","","","","","","","","","27.9",",,6,18,","","","59.6",",,,6","","","",""
"USC00251260","1898-05","40.15","-96.333333","419.7","BURCHARD, NE US","10",",6","9",",6","3",",6","","","","","","","","","","","","","47.0",",,6,27,","","","175.3",",,,6","","","",""
"USC00251260","1898-06","40.15","-96.333333","419.7","BURCHARD, NE US","8",",6","6",",6","1",",6","","","","","","","","","","","","","47.0",",,6,07,","","","100.5",",,,6","","","",""
"USC00251260","1898-07","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","4",",6","0",",6","","","","","","","","","","","","","21.6",",,6,27,","","","49.6",",,,6","","","",""
"USC00251260","1898-08","40.15","-96.333333","419.7","BURCHARD, NE US","4",",6","3",",6","0",",6","","","","","","","","","","","","","21.6",",,6,06,","","","39.4",",,,6","","","",""
"USC00251260","1898-09","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","6",",6","1",",6","","","","","","","","","","","","","40.6",",,6,06,","","","119.4",",,,6","","","",""
"USC00251260","1898-10","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","5",",6","0",",6","2",",6","","","","","","","","","51",",,6,18,","19.1",",,6,10,","","","45.0",",,,6","76",",,,6","",""
"USC00251260","1898-11","40.15","-96.333333","419.7","BURCHARD, NE US","4",",6","4",",6","0",",6","4",",6","","","","","","","","","76",",,6,22,","7.6",",,6,22,","","","15.1",",,,6","151",",,,6","",""
"USC00251260","1898-12","40.15","-96.333333","419.7","BURCHARD, NE US","3",",6","2",",6","0",",6","2",",6","","","","","","","","","51",",,6,04,+","5.1",",,6,04,+","","","11.0",",,,6","102",",,,6","",""
"USC00251260","1899-02","40.15","-96.333333","419.7","BURCHARD, NE US","2",",6","2",",6","0",",6","","","","","","","","","","","","","20.3",",,6,26,","","","27.9",",,,6","","","",""
"USC00251260","1899-03","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","5",",6","0",",6","5",",6","","","","","","","","","76",",,6,11,","7.6",",,6,11,","","","25.4",",,,6","254",",,,6","",""
"USC00251260","1899-04","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","4",",6","0",",6","2",",6","","","","","","","","","76",",,6,07,","16.5",",,6,29,","","","30.4",",,,6","101",",,,6","",""
"USC00251260","1899-05","40.15","-96.333333","419.7","BURCHARD, NE US","8",",6","7",",6","1",",6","","","","","","","","","","","","","49.5",",,6,19,","","","100.1",",,,6","","","",""
"USC00251260","1899-06","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","5",",6","1",",6","","","","","","","","","","","","","48.3",",,6,03,","","","106.3",",,,6","","","",""
"USC00251260","1899-07","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","5",",6","2",",6","","","","","","","","","","","","","61.5",",,6,07,","","","119.1",",,,6","","","",""
"USC00251260","1899-09","40.15","-96.333333","419.7","BURCHARD, NE US","1",",6","1",",6","0",",6","","","","","","","","","","","","","20.8",",,6,08,","","","20.8",",,,6","","","",""
"USC00251260","1899-10","40.15","-96.333333","419.7","BURCHARD, NE US","3",",6","3",",6","1",",6","","","","","","","","","","","","","39.4",",,6,25,","","","79.3",",,,6","","","",""
"USC00251260","1899-11","40.15","-96.333333","419.7","BURCHARD, NE US","1",",6","1",",6","0",",6","","","","","","","","","3","","","","12.7",",,6,20,","","","12.7",",,,6","","","",""
"USC00251260","1900-01","40.15","-96.333333","419.7","BURCHARD, NE US","0",",6","0",",6","0",",6","0",",6","","","","","","","","","0",",,6,31,+","0.0",",,6,31,+","","","0.0",",,,6","0",",,,6","",""
"USC00251260","1900-02","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","4",",6","0",",6","4",",6","","","","","","","","","51",",,6,13,","5.1",",,6,13,","","","13.9",",,,6","139",",,,6","",""
"USC00251260","1900-03","40.15","-96.333333","419.7","BURCHARD, NE US","2",",6","2",",6","0",",6","","","18",",6","0",",6","0",",6","1","","","","5.1",",,6,27,","7.8",",6,24,+","7.6",",,,6","","","-1.09",",,,6"
"USC00251260","1900-04","40.15","-96.333333","419.7","BURCHARD, NE US","10",",6","10",",6","1",",6","","","","","","","","","","","","","31.8",",,6,15,","","","120.2",",,,6","","","",""
"USC00251260","1900-05","40.15","-96.333333","419.7","BURCHARD, NE US","8",",6","8",",6","1",",6","","","","","","","","","","","","","52.1",",,6,14,","","","135.1",",,,6","","","",""
"USC00251260","1900-06","40.15","-96.333333","419.7","BURCHARD, NE US","8",",6","8",",6","2",",6","","","","","","","","","","","","","33.0",",,6,13,","","","123.2",",,,6","","","",""
"USC00251260","1900-07","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","5",",6","2",",6","","","0",",6","22",",6","0",",6","","","","","73.7",",,6,20,","30.0",",6,13,","166.5",",,,6","","","23.26",",,,6"
"USC00251260","1900-08","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","5",",6","0",",6","","","0",",6","24",",6","0",",6","","","","","24.1",",,6,13,","28.9",",6,21,","74.1",",,,6","","","23.89",",,,6"
"USC00251260","1900-09","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","6",",6","0",",6","","","0",",6","12",",6","0",",6","","","","","22.9",",,6,11,","26.7",",6,09,+","67.9",",,,6","","","18.18",",,,6"
"USC00251260","1900-10","40.15","-96.333333","419.7","BURCHARD, NE US","4",",6","2",",6","0",",6","","","1",",6","4",",6","0",",6","","","","","12.7",",,6,21,","26.7",",6,04,","21.2",",,,6","","","13.22",",,,6"
"USC00251260","1900-11","40.15","-96.333333","419.7","BURCHARD, NE US","1",",6","0",",6","0",",6","0",",6","18",",6","0",",6","0",",6","","","5",",,6,21,","0.5",",,6,21,","14.4",",6,04,","0.5",",,,6","5",",,,6","1.18",",,,6"
"USC00251260","1900-12","40.15","-96.333333","419.7","BURCHARD, NE US","1",",6","1",",6","0",",6","1",",6","24",",6","0",",6","0",",6","","","127",",,6,30,","12.7",",,6,30,","3.3",",6,02,","12.7",",,,6","127",",,,6","-2.31",",,,6"
"USC00251260","1901-01","40.15","-96.333333","419.7","BURCHARD, NE US","1",",6","1",",6","0",",6","","","26",",6","0",",6","0",",6","","","","","3.8",",,6,26,","6.7",",6,15,","3.8",",,,6","","","-4.17",",,,6"
"USC00251260","1901-02","40.15","-96.333333","419.7","BURCHARD, NE US","4",",6","4",",6","0",",6","4",",6","26",",6","0",",6","0",",6","","","51",",,6,03,","5.1",",,6,03,","2.2",",6,18,+","12.6",",,,6","126",",,,6","-7.75",",,,6"
"USC00251260","1901-03","40.15","-96.333333","419.7","BURCHARD, NE US","7",",6","7",",6","0",",6","5",",6","","","","","","","","","76",",,6,11,","7.6",",,6,11,","","","34.3",",,,6","280",",,,6","",""
"USC00251260","1901-04","40.15","-96.333333","419.7","BURCHARD, NE US","3",",6","3",",6","0",",6","1",",6","","","","","","","","","51",",,6,02,","16.5",",,6,12,","","","29.2",",,,6","51",",,,6","",""
"USC00251260","1901-05","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","6",",6","0",",6","","","","","","","","","","","","","19.1",",,6,23,","","","53.9",",,,6","","","",""
"USC00251260","1901-06","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","5",",6","1",",6","","","","","","","","","","","","","27.9",",,6,04,","","","52.0",",,,6","","","",""
"USC00251260","1901-07","40.15","-96.333333","419.7","BURCHARD, NE US","4",",6","4",",6","2",",6","","","","","","","","","","","","","55.9",",,6,02,","","","113.0",",,,6","","","",""
"USC00251260","1901-08","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","6",",6","1",",6","","","","","","","","","","","","","27.9",",,6,11,","","","53.2",",,,6","","","",""
"USC00251260","1901-09","40.15","-96.333333","419.7","BURCHARD, NE US","9",",6","9",",6","0",",6","","","","","","","","","","","","","21.6",",,6,25,","","","83.8",",,,6","","","",""
"USC00251260","1901-10","40.15","-96.333333","419.7","BURCHARD, NE US","7",",6","5",",6","3",",6","","","","","","","","","","","","","49.5",",,6,11,","","","121.3",",,,6","","","",""
"USC00251260","1901-11","40.15","-96.333333","419.7","BURCHARD, NE US","1",",6","1",",6","0",",6","","","","","","","","","","","","","22.9",",,6,03,","","","22.9",",,,6","","","",""
"USC00251260","1901-12","40.15","-96.333333","419.7","BURCHARD, NE US","","","","","","","","","27",",6","0",",6","0",",6","","","","","","","4.4",",6,24,","","","","","-5.95",",,,6"
"USC00251260","1902-01","40.15","-96.333333","419.7","BURCHARD, NE US","3",",6","3",",6","0",",6","","","","","","","","","","","","","15.2",",,6,20,","","","22.8",",,,6","","","",""
"USC00251260","1902-02","40.15","-96.333333","419.7","BURCHARD, NE US","0",",6","0",",6","0",",6","0",",6","","","","","","","","","0",",T,6,28,+","0.0",",T,6,28,+","","","0.0",",T,,6","0",",T,,6","",""
"USC00251260","1902-03","40.15","-96.333333","419.7","BURCHARD, NE US","2",",6","2",",6","0",",6","","","","","","","","","","","","","12.7",",,6,15,","","","15.2",",,,6","","","",""
"USC00251260","1902-04","40.15","-96.333333","419.7","BURCHARD, NE US","3",",6","2",",6","0",",6","1",",6","","","","","","","","","102",",,6,03,","10.2",",,6,03,","","","19.1",",,,6","115",",,,6","",""
"USC00251260","1902-05","40.15","-96.333333","419.7","BURCHARD, NE US","10",",6","9",",6","2",",6","","","","","","","","","","","","","26.7",",,6,23,","","","143.2",",,,6","","","",""
"USC00251260","1902-06","40.15","-96.333333","419.7","BURCHARD, NE US","12",",6","11",",6","4",",6","","","0",",6","7",",6","0",",6","","","","","46.2",",,6,06,","25.6",",6,11,","205.6",",,,6","","","16.66",",,,6"
"USC00251260","1902-07","40.15","-96.333333","419.7","BURCHARD, NE US","10",",6","10",",6","4",",6","","","0",",6","13",",6","0",",6","","","","","53.3",",,6,09,","25.6",",6,06,","198.4",",,,6","","","19.95",",,,6"
"USC00251260","1902-08","40.15","-96.333333","419.7","BURCHARD, NE US","11",",6","11",",6","0",",6","","","0",",6","11",",6","0",",6","","","","","21.6",",,6,31,","23.9",",6,04,","84.6",",,,6","","","18.76",",,,6"
"USC00251260","1902-09","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","5",",6","2",",6","","","0",",6","0",",6","0",",6","","","","","50.8",",,6,30,","15.6",",6,26,+","106.7",",,,6","","","11.72",",,,6"
"USC00251260","1902-10","40.15","-96.333333","419.7","BURCHARD, NE US","4",",6","4",",6","2",",6","","","2",",6","0",",6","0",",6","","","","","41.1",",,6,12,","15.6",",6,23,+","89.0",",,,6","","","8.06",",,,6"
"USC00251260","1902-11","40.15","-96.333333","419.7","BURCHARD, NE US","7",",6","7",",6","1",",6","1",",6","8",",6","0",",6","0",",6","","","25",",,6,29,","40.6",",,6,02,","15.6",",6,12,","75.1",",,,6","25",",,,6","2.57",",,,6"
"USC00251260","1902-12","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","4",",6","0",",6","3",",6","26",",6","0",",6","0",",6","","","76",",,6,15,+","17.8",",,6,03,","4.4",",6,19,+","37.3",",,,6","177",",,,6","-6.10",",,,6"
"USC00251260","1903-01","40.15","-96.333333","419.7","BURCHARD, NE US","0",",6","0",",6","0",",6","0",",6","26",",6","0",",6","0",",6","","","0",",T,6,11,","0.0",",T,6,11,+","3.3",",6,31,","0.0",",T,,6","0",",T,,6","-4.69",",,,6"
"USC00251260","1903-02","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","5",",6","0",",6","4",",6","","","","","","","","","51",",,6,04,+","12.7",",,6,27,","","","27.9",",,,6","152",",,,6","",""
"USC00251260","1903-03","40.15","-96.333333","419.7","BURCHARD, NE US","2",",6","2",",6","0",",6","1",",6","15",",6","0",",6","0",",6","","","127",",,6,23,","12.7",",,6,23,","13.3",",6,18,","20.3",",,,6","127",",,,6","0.73",",,,6"
"USC00251260","1903-04","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","4",",6","1",",6","","","2",",6","0",",6","0",",6","","","","","34.5",",,6,29,","17.8",",6,11,","52.8",",,,6","","","8.09",",,,6"
"USC00251260","1903-05","40.15","-96.333333","419.7","BURCHARD, NE US","15","1,6","14","1,6","5","1,6","","","0",",6","0",",6","0",",6","","","","","67.6","1,,6,27,","20.0",",6,16,","281.1","1,,,6","","","13.93",",,,6"
"USC00251260","1903-06","40.15","-96.333333","419.7","BURCHARD, NE US","7",",6","7",",6","2",",6","","","0",",6","7",",6","0",",6","","","","","29.2",",,6,19,","26.7",",6,30,","99.5",",,,6","","","17.77",",,,6"
"USC00251260","1903-07","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","6",",6","0",",6","","","0",",6","24",",6","0",",6","","","","","10.7",",,6,04,","27.8",",6,10,","39.4",",,,6","","","21.93",",,,6"
"USC00251260","1903-08","40.15","-96.333333","419.7","BURCHARD, NE US","7",",6","7",",6","4",",6","","","0",",6","5",",6","0",",6","","","","","87.1",",,6,24,","24.4",",6,05,+","270.2",",,,6","","","18.58",",,,6"
"USC00251260","1903-09","40.15","-96.333333","419.7","BURCHARD, NE US","7",",6","7",",6","1",",6","","","0",",6","0",",6","0",",6","","","","","62.5",",,6,14,","20.0",",6,12,+","128.9",",,,6","","","12.71",",,,6"
"USC00251260","1903-10","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","5",",6","0",",6","","","2",",6","1",",6","0",",6","","","","","16.8",",,6,13,","21.1",",6,03,","47.0",",,,6","","","7.68",",,,6"
"USC00251260","1903-11","40.15","-96.333333","419.7","BURCHARD, NE US","4",",6","4",",6","0",",6","0",",6","","","","","","","","","0",",,6,30,+","20.3",",,6,02,","","","51.8",",,,6","0",",,,6","",""
"USC00251260","1903-12","40.15","-96.333333","419.7","BURCHARD, NE US","1",",6","1",",6","0",",6","1",",6","","","","","","","","","25",",,6,01,","2.5",",,6,01,","","","2.5",",,,6","25",",,,6","",""
"USC00251260","1904-01","40.15","-96.333333","419.7","BURCHARD, NE US","2","4,6","0","4,6","0","4,6","0",",6","","","","","","","","","13",",,6,30,+","1.8","4,,6,30,","","","3.1","4,,,6","26",",,,6","",""
"USC00251260","1904-02","40.15","-96.333333","419.7","BURCHARD, NE US","1",",6","0",",6","0",",6","0",",6","","","","","","","","","13",",,6,09,","1.0",",,6,09,","","","1.0",",,,6","13",",,,6","",""
"USC00251260","1904-03","40.15","-96.333333","419.7","BURCHARD, NE US","7",",6","6",",6","0",",6","2",",6","","","","","","","","","51",",,6,14,+","17.8",",,6,30,","","","48.4",",,,6","102",",,,6","",""
"USC00251260","1904-04","40.15","-96.333333","419.7","BURCHARD, NE US","9","1,6","9","1,6","1","1,6","2",",6","","","","","","","","","51",",,6,09,+","39.1","1,,6,25,","","","90.9","1,,,6","102",",,,6","",""
"USC00251260","1904-05","40.15","-96.333333","419.7","BURCHARD, NE US","10",",6","9",",6","1",",6","","","0",",6","0",",6","0",",6","","","","","30.5",",,6,08,","18.9",",6,22,","93.6",",,,6","","","12.67",",,,6"
"USC00251260","1904-06","40.15","-96.333333","419.7","BURCHARD, NE US","9",",6","9",",6","0",",6","","","","","","","","","","","","","21.6",",,6,28,+","","","136.5",",,,6","","","",""
"USC00251260","1904-07","40.15","-96.333333","419.7","BURCHARD, NE US","9",",6","9",",6","0",",6","","","","","","","","","","","","","20.3",",,6,22,","","","84.3",",,,6","","","",""
"USC00251260","1904-08","40.15","-96.333333","419.7","BURCHARD, NE US","8",",6","6",",6","3",",6","","","0",",6","5",",6","0",",6","","","","","35.6",",,6,08,","23.3",",6,14,","141.1",",,,6","","","17.99",",,,6"
"USC00251260","1904-09","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","4",",6","0",",6","","","","","","","","","","","","","11.4",",,6,12,","","","29.7",",,,6","","","",""
"USC00251260","1904-10","40.15","-96.333333","419.7","BURCHARD, NE US","5",",6","4",",6","1",",6","","","","","","","","","","","","","88.9",",,6,01,","","","129.1",",,,6","","","",""
"USC00251260","1904-11","40.15","-96.333333","419.7","BURCHARD, NE US","1",",6","1",",6","0",",6","0",",6","","","","","","","","","3",",,6,09,","5.8",",,6,09,","","","5.8",",,,6","3",",,,6","",""
"USC00251260","1904-12","40.15","-96.333333","419.7","BURCHARD, NE US","1",",6","0",",6","0",",6","1",",6","","","","","","","","","51",",,6,26,","1.3",",,6,26,","","","1.3",",,,6","51",",,,6","",""
"USC00251260","1905-01","40.15","-96.333333","419.7","BURCHARD, NE US","3","3,6","2","3,6","0","3,6","","","","","","","","","","","","","7.6","3,,6,11,","","","12.2","3,,,6","","","",""
"USC00251260","1905-02","40.15","-96.333333","419.7","BURCHARD, NE US","7",",6","5",",6","0",",6","","","","","","","","","","","","","7.6",",,6,07,+","","","33.6",",,,6","","","",""
"USC00251260","1905-03","40.15","-96.333333","419.7","BURCHARD, NE US","3",",6","2",",6","0",",6","","","","","","","","","","","","","14.7",",,6,16,","","","20.0",",,,6","","","",""
"USC00251260","1905-04","40.15","-96.333333","419.7","BURCHARD, NE US","7",",6","6",",6","1",",6","","","","","","","","","","","","","33.0",",,6,24,","","","71.9",",,,6","","","",""
"USC00251260","1905-05","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","6",",6","1",",6","0",",6","","","","","","","","","0",",,6,31,+","30.5",",,6,27,","","","71.1",",,,6","0",",,,6","",""
"USC00251260","1905-06","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","6",",6","1",",6","","","","","","","","","","","","","28.4",",,6,30,","","","62.4",",,,6","","","",""
"USC00251260","1905-07","40.15","-96.333333","419.7","BURCHARD, NE US","7",",6","7",",6","1",",6","0",",6","","","","","","","","","0",",,6,31,+","31.8",",,6,22,","","","98.2",",,,6","0",",,,6","",""
"USC00251260","1905-08","40.15","-96.333333","419.7","BURCHARD, NE US","7",",6","7",",6","2",",6","","","","","","","","","","","","","44.5",",,6,17,","","","146.3",",,,6","","","",""
"USC00251260","1905-09","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","6",",6","1",",6","0",",6","","","","","","","","","0",",,6,30,+","89.4",",,6,15,","","","144.0",",,,6","0",",,,6","",""
"USC00251260","1905-10","40.15","-96.333333","419.7","BURCHARD, NE US","6",",6","6",",6","0",",6","1",",6","","","","","","","","","25",",,6,30,","17.3",",,6,23,","","","53.9",",,,6","25",",,,6","",""
"USC00251260","1905-11","40.15","-96.333333","419.7","BURCHARD, NE US","3",",6","3",",6","1",",6","","","","","","","","","","","","","58.4",",,6,03,","","","82.1",",,,6","","","",""
"USC00251260","1905-12","40.15","-96.333333","419.7","BURCHARD, NE US","0",",6","0",",6","0",",6","0",",6","","","","","","","","","8",",,6,01,","0.0",",T,6,01,","","","0.0",",T,,6","8",",,,6","",""
"USC00251260","1906-01","40.15","-96.333333","419.7","BURCHARD, NE US","4",",6","3",",6","0",",6","4",",6","","","","","","","","","76",",,6,01,","6.4",",,6,01,","","","13.2",",,,6","211",",,,6","",""
"USC00251260","1906-02","40.15","-96.333333","419.7","BURCHARD, NE US","3",",6","3",",6","0",",6","1",",6","","","","","","","","","25",",,6,15,","15.2",",,6,12,","","","27.4",",,,6","25",",,,6","",""
