"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00428385","1910-01","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","0.0","6","0.0","2,6","10",",6","9",",6","0",",6","31",",6","","","5","1,6","30","1,6","16","1,6","0","1,6","0","1,6","","","-26.7","1,6,05,","1321",",,6,08,","","","12.7",",,6,25,+","8.3","1,6,23,","","","","","727.8","1,6","75.0",",,,6","","","-6.70","2,6","-0.81","1,,,6","-12.59","1,,,6"
"USC00428385","1910-02","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","","","10",",6","10",",6","2",",6","","","10",",6","","","","","18","1,6","0","1,6","0","1,6","","","","","","","610",",,6,19,","61.0",",,6,19,","6.1","1,6,14,+","","","","","","","170.3",",,,6","1703",",,,6","","","-1.77","1,,,6","",""
"USC00428385","1910-03","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","0.0",",6","6",",6","6",",6","0",",6","31",",6","6",",6","0",",6","24",",6","1",",6","0",",6","0",",6","","","-11.1",",6,30,","1778",",,6,01,","102",",,6,26,","10.2",",,6,26,","15.0",",6,21,+","","","","","464.5",",6","33.0",",,,6","330",",,,6","3.35",",6","9.37",",,,6","-2.67",",,,6"
"USC00428385","1910-04","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","0.0","2,6","5",",6","4",",6","0",",6","","","4",",6","0","1,6","18","1,6","0","2,6","4","2,6","0","2,6","","","-11.7","1,6,04,","","","165",",,6,03,","16.5",",,6,03,","22.2","2,6,26,","","","","","341.3","2,6","26.9",",,,6","266",",,,6","6.16","2,6","13.38","2,,,6","-1.05","1,,,6"
"USC00428385","1910-05","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","0.0",",6","7",",6","4",",6","0",",6","","","4",",6","0",",6","12",",6","0",",6","8",",6","0",",6","","","-6.7",",6,16,","","","102",",,6,05,","10.2",",,6,05,","27.2",",6,31,+","","","","","285.3",",6","22.4",",,,6","190",",,,6","9.13",",6","17.02",",,,6","1.24",",,,6"
"USC00428385","1910-06","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","1.7","1,6","3",",6","1",",6","0",",6","","","","","0","1,6","2","1,6","0","1,6","24","1,6","0","1,6","","","-1.1","1,6,09,","","","","","5.1",",,6,28,","28.3","1,6,11,","","","","","116.4","1,6","7.4",",,,6","","","14.38","1,6","23.91","1,,,6","4.85","1,,,6"
"USC00428385","1910-07","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","20.8",",6","8",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","","","2.2",",6,06,","","","","","5.1",",,6,04,","31.1",",6,25,","","","32.1","6","32.1",",6","18.1",",,,6","","","17.97",",6","27.08",",,,6","8.86",",,,6"
"USC00428385","1910-08","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","6.1",",6","10",",6","4",",6","0",",6","","","","","0",",6","2",",6","0",",6","31",",6","0",",6","","","-1.1",",6,30,","","","","","7.6",",,6,01,","30.0",",6,21,","","","80.8","6","48.7",",6","23.2",",,,6","","","16.96",",6","26.66",",,,6","7.25",",,,6"
"USC00428385","1910-10","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","0.8",",6","8",",6","6",",6","0",",6","","","","","0",",6","19",",6","0",",6","6",",6","0",",6","1","","-7.8",",6,20,","","","","","12.2",",,6,15,","28.3",",6,10,","655.1",",,,6","","","333.1",",6","53.6",",,,6","","","7.61",",6","15.52",",,,6","-0.29",",,,6"
"USC00428385","1910-11","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","0.0",",6","","","","","","","","","","","0",",6","27",",6","1",",6","0",",6","0",",6","","","-15.0",",6,27,","","","","","","","16.7",",6,10,","","","","","463.1",",6","","","","","2.90",",6","9.76",",,,6","-3.97",",,,6"
"USC00428385","1910-12","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","0.0",",6","","","","","","","","","11",",6","0",",6","31",",6","7",",6","0",",6","0",",6","1","","-16.7",",6,26,","","","114",",,6,28,","","","12.8",",6,01,","","","","","639.3",",6","","","685",",,,6","-2.29",",6","3.76",",,,6","-8.35",",,,6"
"USC00428385","1911-02","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","0.0",",6","","","","","","","","","8",",6","6",",6","28",",6","18",",6","0",",6","0",",6","","","-21.1",",6,15,","","","241",",,6,14,","","","5.6",",6,11,+","","","","","702.1",",6","","","713",",,,6","-6.74",",6","-0.85",",,,6","-12.64",",,,6"
"USC00428385","1911-03","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","","","","","","","","","","","4",",6","","","","","","","","","","","","","","","","","76",",,6,24,","","","","","","","","","","","","","216",",,,6","","","","","",""
"USC00428385","1911-04","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","0.0","1,6","","","","","","","","","","","0",",6","28",",6","1","1,6","0","1,6","0","1,6","","","-15.0",",6,14,+","","","","","","","17.2","1,6,26,","","","","","437.1","1,6","","","","","3.28","1,6","10.84","1,,,6","-4.29",",,,6"
"USC00428385","1911-05","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","0.0",",6","","","","","","","","","4",",6","0",",6","14",",6","0",",6","8",",6","0",",6","","","-7.8",",6,10,","","","127",",,6,19,","","","24.4",",6,05,+","1155.9",",,,6","","","300.4",",6","","","368",",,,6","8.64",",6","16.76",",,,6","0.52",",,,6"
"USC00428385","1911-07","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","9.9","3,6","10",",6","5",",6","0",",6","","","","","0","3,6","1","3,6","0",",6","31",",6","0",",6","","","-0.6","3,6,09,","","","","","17.0",",,6,25,","30.0",",6,14,+","1227.1","2,,,6","47.7","6","47.7",",6","45.2",",,,6","","","16.86","3,6","26.69",",,,6","7.04","3,,,6"
"USC00428385","1911-08","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","7.2","1,6","5",",6","3",",6","0",",6","","","","","0",",6","0",",6","0","1,6","30","1,6","0","1,6","","","1.7",",6,25,","","","","","21.1",",,6,11,","31.1","1,6,19,","1295.6","2,,,6","110.2","6","62.5","1,6","39.7",",,,6","","","16.52","1,6","26.65","1,,,6","6.39",",,,6"
"USC00428385","1911-09","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","1.1",",6","12",",6","5",",6","0",",6","","","","","0",",6","6",",6","0",",6","17",",6","0",",6","","","-5.0",",6,18,","","","","","16.5",",,6,29,","28.3",",6,01,","907.0",",,,6","278.3","6","168.1",",6","61.7",",,,6","","","12.77",",6","21.58",",,,6","3.96",",,,6"
"USC00428385","1911-10","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","0.0",",6","4",",6","2",",6","0",",6","","","1",",6","0",",6","24",",6","0",",6","1",",6","0",",6","","","-11.1",",6,21,","","","102",",,6,10,","14.0",",,6,10,","22.2",",6,13,","520.6",",,,6","686.6","6","408.3",",6","23.6",",,,6","102",",,,6","5.16",",6","13.12",",,,6","-2.79",",,,6"
"USC00428385","1911-11","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","0.0",",6","9","3,6","9","3,6","0","3,6","","","9",",6","2",",6","30",",6","6",",6","0",",6","0",",6","1","","-22.8",",6,12,","","","140",",,6,11,","14.0","3,,6,11,","12.8",",6,01,","","","1312.7","6","626.1",",6","61.0","3,,,6","623",",,,6","-2.54",",6","4.15",",,,6","-9.22",",,,6"
"USC00428385","1911-12","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","0.0","1,6","15","2,6","10","2,6","0","2,6","","","12",",6","7","1,6","30","1,6","23",",6","0",",6","0",",6","1","","-23.3","1,6,25,","","","102",",,6,28,+","8.9","2,,6,16,","12.8",",6,02,","","","2100.3","6","787.6",",6","64.7","2,,,6","904",",,,6","-7.78","1,6","-1.98",",,,6","-13.57","1,,,6"
"USC00428385","1912-01","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","0.0","6","0.0",",6","10","5,6","6","5,6","1","5,6","","","9",",6","5",",6","31",",6","14",",6","0",",6","0",",6","","","-21.7",",6,08,+","","","356",",,6,07,","32.5","5,,6,07,","11.1",",6,22,","","","2802.2","6","701.9",",6","59.9","5,,,6","716",",,,6","-4.31",",6","1.11",",,,6","-9.72",",,,6"
"USC00428385","1912-02","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","0.0","6","0.0",",6","12","4,6","5","4,6","0","4,6","","","7",",6","2",",6","29",",6","13",",6","0",",6","0",",6","","","-17.8",",6,26,+","","","114",",,6,23,","10.4","4,,6,18,","8.9",",6,07,+","","","3468.1","6","665.9",",6","40.0","4,,,6","418",",,,6","-4.63",",6","0.97",",,,6","-10.23",",,,6"
"USC00428385","1912-03","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","0.0","6","0.0","1,6","","","","","","","","","13",",6","1",",6","31",",6","7","1,6","0","1,6","0","1,6","","","-17.8",",6,03,","","","305",",,6,13,","","","8.9","1,6,27,+","","","4101.4","6","633.3","1,6","","","1283",",,,6","-2.73","1,6","2.69","1,,,6","-8.15",",,,6"
"USC00428385","1912-04","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","0.0","6","0.0",",6","10","3,6","5","3,6","0","3,6","","","9",",6","0",",6","29",",6","1",",6","0",",6","0",",6","","","-13.9",",6,19,","","","254",",,6,13,","12.7","3,,6,13,","15.0",",6,30,+","","","4609.3","6","507.9",",6","62.3","3,,,6","825",",,,6","1.40",",6","8.16",",,,6","-5.35",",,,6"
"USC00428385","1912-05","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","0.0","6","0.0",",6","9","1,6","6","1,6","0","1,6","","","4",",6","0",",6","18",",6","1",",6","4",",6","0",",6","","","-7.8",",6,13,+","","","178",",,6,03,","16.5","1,,6,03,","23.3",",6,29,","","","4970.1","6","360.8",",6","47.8","1,,,6","384",",,,6","6.69",",6","14.01",",,,6","-0.63",",,,6"
"USC00428385","1912-06","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","0.9","6","0.9",",6","8",",6","6",",6","0",",6","","","","","0",",6","3",",6","0",",6","20",",6","0",",6","","","-6.1",",6,16,","","","","","10.2",",,6,08,","27.2",",6,26,","1574.9",",,,6","5099.3","6","129.2",",6","33.5",",,,6","","","14.06",",6","22.51",",,,6","5.60",",,,6"
"USC00428385","1912-07","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","5.1","6","4.2","4,6","10",",6","9",",6","0",",6","","","","","0","3,6","0","3,6","0","4,6","24","4,6","0","4,6","","","0.6","3,6,05,","","","","","9.7",",,6,29,+","31.7","4,6,17,+","1351.3","3,,,6","66.2","6","66.2","4,6","56.1",",,,6","","","15.99","4,6","24.89","4,,,6","7.09","3,,,6"
"USC00428385","1912-08","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","9.5","6","4.4","1,6","8",",6","7",",6","0",",6","","","","","0",",6","0",",6","0","1,6","28","1,6","0","1,6","","","3.3",",6,31,","","","","","8.9",",,6,15,","31.7","1,6,05,","1381.9",",,,6","139.7","6","73.5","1,6","39.8",",,,6","","","15.98","1,6","25.19","1,,,6","6.77",",,,6"
"USC00428385","1912-09","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","9.5","6","0.0","2,6","5",",6","5",",6","1",",6","","","","","0","2,6","18","2,6","0","2,6","5","2,6","0","2,6","","","-7.8","2,6,21,","","","","","35.3",",,6,09,","23.9","2,6,07,","762.0",",,,6","426.8","6","287.1","2,6","47.1",",,,6","","","8.08","2,6","16.99","2,,,6","-0.83","2,,,6"
"USC00428385","1912-10","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","9.5","6","0.0","1,6","11",",6","10",",6","1",",6","","","8",",6","0","1,6","24","1,6","1","1,6","0","1,6","0","1,6","","","-11.1","1,6,29,","","","203",",,6,28,","34.3",",,6,27,","19.4","1,6,15,","","","841.5","6","414.7","1,6","118.6",",,,6","635",",,,6","4.51","1,6","11.46","1,,,6","-2.45","1,,,6"
"USC00428385","1912-11","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","9.5","6","0.0",",6","6","1,6","5","1,6","1","1,6","","","5",",6","0",",6","28",",6","0",",6","0",",6","0",",6","","","-11.7",",6,21,+","","","279",",,6,11,","28.7","1,,6,11,","13.9",",6,08,","","","1372.9","6","531.4",",6","65.8","1,,,6","635",",,,6","0.62",",6","7.29",",,,6","-6.05",",,,6"
"USC00428385","1912-12","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","9.5","6","0.0","1,6","","","","","","","","","","","2","1,6","30","1,6","18",",6","0",",6","0",",6","","","-19.4","1,6,06,","","","","","","","8.9",",6,13,","","","2103.8","6","730.9",",6","","","","","-6.03","1,6","0.01",",,,6","-12.07","1,,,6"
"USC00428385","1913-01","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","0.0","","0.0",",6","11","1,6","8","1,6","0","1,6","","","11",",6","8",",6","31",",6","19",",6","0",",6","0",",6","","","-30.6",",6,07,","","","229",",,6,12,","15.0","1,,6,12,","7.8",",6,28,","","","2930.0","","826.2",",6","67.5","1,,,6","1017",",,,6","-8.32",",6","-1.62",",,,6","-15.02",",,,6"
"USC00428385","1913-02","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","0.0","","0.0",",6","6",",6","6",",6","0",",6","","","6",",6","5",",6","28",",6","15",",6","0",",6","0",",6","","","-20.6",",6,21,","","","203",",,6,25,","15.2",",,6,25,","7.8",",6,16,","","","3628.1","","698.1",",6","49.7",",,,6","762",",,,6","-6.60",",6","-0.74",",,,6","-12.46",",,,6"
"USC00428385","1913-03","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","0.0","","0.0",",6","8",",6","6",",6","0",",6","","","8",",6","3",",6","30",",6","8",",6","0",",6","0",",6","","","-21.1",",6,26,+","","","178",",,6,13,","11.4",",,6,19,","15.0",",6,31,","","","4303.6","","675.5",",6","52.9",",,,6","736",",,,6","-3.46",",6","2.72",",,,6","-9.64",",,,6"
"USC00428385","1913-04","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","0.0","","0.0",",6","","","","","","","","","4",",6","0",",6","23",",6","0",",6","0",",6","0",",6","","","-11.1",",6,23,","","","51",",,6,19,+","","","17.8",",6,17,","","","4728.2","","424.6",",6","","","178",",,,6","4.18",",6","11.36",",,,6","-3.00",",,,6"
"USC00428385","1913-05","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","0.0","","0.0",",6","5",",6","3",",6","0",",6","","","2",",6","0",",6","14",",6","0",",6","10",",6","0",",6","","","-8.9",",6,03,","","","114",",,6,01,","9.9",",,6,19,","24.4",",6,31,","","","5016.7","","288.5",",6","24.2",",,,6","178",",,,6","9.03",",6","17.25",",,,6","0.81",",,,6"
"USC00428385","1913-06","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","0.0","","0.0",",6","9",",6","7",",6","0",",6","","","","","0",",6","4",",6","0",",6","19",",6","0",",6","","","-2.8",",6,11,","","","","","17.5",",,6,26,","27.2",",6,21,+","1201.4","1,,,6","5171.1","","154.4",",6","72.2",",,,6","","","13.19",",6","21.97",",,,6","4.40",",,,6"
"USC00428385","1913-07","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1069.4","5,,,6","","","","","","","","","","","","","",""
"USC00428385","1913-08","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","","","","","","","","","","","","","","","","","0","1,6","30","1,6","0","1,6","","","","","","","","","","","30.0","1,6,15,","","","","","","","","","","","","","26.00","1,,,6","",""
"USC00428385","1913-09","40.15","-111.233333","2301.2","STRAWBERRY TUNNEL WEST, UT US","","","0.0","2,6","","","","","","","","","1",",6","0","2,6","8","2,6","0","2,6","12","2,6","0","2,6","","","-5.0","2,6,22,","","","127",",,6,22,","","","26.1","2,6,12,+","716.4","2,,,6","","","188.6","2,6","","","127",",,,6","11.60","2,6","19.70","2,,,6","3.49","2,,,6"
