"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00053005","1899-04","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","6","0.0",",6","6",",6","4",",6","0",",6","","","2",",6","0",",6","21",",6","0",",6","10",",6","0",",6","","","","","-13.3",",6,03,","","","84",",,6,03,","11.4",",,6,30,","25.6",",6,23,+","","","4212.2","6","331.5",",6","","","","","28.0",",,,6","122",",,,6","7.28",",6","16.28",",,,6","-1.72",",,,6","","","","","",""
"USC00053005","1899-05","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","6","0.0",",6","8",",6","4",",6","0",",6","","","0",",6","0",",6","4",",6","0",",6","17",",6","0",",6","","","","","-5.0",",6,04,","","","0",",,6,31,+","11.2",",,6,07,","28.3",",6,24,","","","4402.0","6","189.8",",6","","","","","25.9",",,,6","0",",,,6","12.21",",6","21.07",",,,6","3.35",",,,6","","","","","",""
"USC00053005","1899-06","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","34.7","6","34.7",",6","9",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","24",",6","5",",6","","","","","2.2",",6,07,","","","0",",,6,30,+","9.1",",,6,02,","35.6",",6,18,","","","4460.4","6","58.4",",6","","","","","26.1",",,,6","0",",,,6","17.54",",6","26.70",",,,6","8.38",",,,6","","","","","",""
"USC00053005","1899-07","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","80.6","6","45.9",",6","13",",6","8",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","5",",6","","","","","7.2",",6,25,+","","","","","44.2",",,6,13,","34.4",",6,25,","","","11.3","6","11.3",",6","","","","","125.7",",,,6","","","19.45",",6","27.43",",,,6","11.47",",,,6","","","","","",""
"USC00053005","1899-08","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","129.8","6","49.2",",6","7",",6","6",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","5",",6","","","","","4.4",",6,25,+","","","","","5.3",",,6,15,","35.0",",6,28,","","","14.3","6","3.0",",6","","","","","25.1",",,,6","","","19.82",",6","29.03",",,,6","10.61",",,,6","","","","","",""
"USC00053005","1899-09","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","147.5","6","17.7",",6","3",",6","1",",6","0",",6","","","0",",6","0",",6","4",",6","0",",6","27",",6","5",",6","","","","","-1.7",",6,28,","","","0",",,6,30,+","4.6",",,6,15,","35.0",",6,05,","","","91.8","6","77.5",",6","","","","","5.4",",,,6","0",",,,6","16.34",",6","26.87",",,,6","5.81",",,,6","","","","","",""
"USC00053005","1899-10","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","147.5","6","0.0",",6","10",",6","6",",6","0",",6","","","","","0",",6","20",",6","0",",6","6",",6","0",",6","","","","","-5.6",",6,18,","","","","","22.1",",,6,13,","30.6",",6,01,","","","412.0","6","320.2",",6","","","","","82.0",",,,6","","","8.00",",6","16.09",",,,6","-0.09",",,,6","","","","","",""
"USC00053005","1899-11","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","147.5","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","27",",6","0",",6","2",",6","0",",6","","","","","-9.4",",6,02,","","","0",",T,6,20,+","0.0",",T,6,20,+","21.1",",6,29,+","","","813.7","6","401.7",",6","","","","","0.0",",T,,6","0",",T,,6","4.94",",6","13.79",",,,6","-3.91",",,,6","","","","","",""
"USC00053005","1899-12","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","147.5","6","0.0",",6","3",",6","2",",6","0",",6","","","2",",6","3",",6","31",",6","5",",6","0",",6","0",",6","","","","","-22.8",",6,14,","","","114",",,6,09,","7.6",",,6,09,","17.8",",6,25,","","","1448.8","6","635.1",",6","","","","","12.0",",,,6","152",",,,6","-2.15",",6","6.36",",,,6","-10.67",",,,6","","","","","",""
"USC00053005","1900-01","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","4",",0","1",",0","0",",0","","","1",",0","2",",0","31",",0","2",",0","0",",0","0",",0","","","","","-21.1",",0,28,","","","38",",,0,16,","2.5",",,0,15,","17.2",",0,19,","","","2035.2","0","586.4",",0","","","","","6.3",",,,0","79",",,,0","-0.58",",0","8.14",",,,0","-9.30",",,,0","","","","","",""
"USC00053005","1900-02","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","9",",0","5",",0","0",",0","","","6",",0","7",",0","28",",0","7",",0","0",",0","0",",0","","","","","-30.6",",0,16,","","","102",",,0,12,","7.4",",,0,14,","14.4",",0,11,","","","2669.4","0","634.2",",0","","","","","28.5",",,,0","373",",,,0","-4.32",",0","3.22",",,,0","-11.85",",,,0","","","","","",""
"USC00053005","1900-03","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","5",",0","3",",0","0",",0","","","3",",0","0",",0","29",",0","2",",0","3",",0","0",",0","","","","","-12.2",",0,28,","","","89",",,0,27,","14.5",",,0,27,","25.0",",0,10,","","","3114.9","0","445.5",",0","","","","","27.3",",,,0","201",",,,0","3.96",",0","12.17",",,,0","-4.25",",,,0","","","","","",""
"USC00053005","1900-04","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0","4,0","17",",0","15",",0","3",",0","","","6",",0","0","2,0","19","2,0","0","2,0","4","2,0","0","2,0","","","","","-15.0","2,0,11,","","","178",",,0,04,","60.7",",,0,29,","23.3","2,0,02,","","","3426.4","0","311.5","2,0","","","","","268.0",",,,0","576",",,,0","6.28","4,0","13.28","2,,,0","-0.72","2,,,0","","","","","",""
"USC00053005","1900-05","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","1.9","0","1.9",",0","11",",0","2",",0","1",",0","","","0",",0","0",",0","1",",0","0",",0","21",",0","0",",0","","","","","-1.1",",0,01,","","","0",",,0,31,+","30.7",",,0,20,","29.4",",0,27,","","","3553.4","0","127.0",",0","","","","","44.5",",,,0","0",",,,0","14.30",",0","22.40",",,,0","6.20",",,,0","","","","","",""
"USC00053005","1900-06","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","63.3","0","61.4",",0","7",",0","2",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","28",",0","8",",0","","","","","5.0",",0,12,","","","0",",,0,30,+","13.0",",,0,13,","34.4",",0,28,+","","","3580.1","0","26.7",",0","","","","","21.0",",,,0","0",",,,0","19.49",",0","28.59",",,,0","10.39",",,,0","","","","","",""
"USC00053005","1900-07","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","124.5","0","61.2",",0","9",",0","3",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","","","","","4.4",",0,20,","","","0",",,0,31,+","10.9",",,0,23,","33.9",",0,31,+","","","11.1","0","11.1",",0","","","","","28.9",",,,0","0",",,,0","19.95",",0","28.73",",,,0","11.17",",,,0","","","","","",""
"USC00053005","1900-08","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","183.4","0","58.9",",0","4",",0","0",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","","","5.0",",0,25,","","","0",",,0,31,+","2.3",",,0,20,","34.4",",0,01,","","","18.6","0","7.5",",0","","","","","4.1",",,,0","0",",,,0","19.99",",0","30.28",",,,0","9.71",",,,0","","","","","",""
"USC00053005","1900-09","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","198.7","0","15.3",",0","8",",0","7",",0","0",",0","","","0",",0","0",",0","1",",0","0",",0","24",",0","0",",0","","","","","-1.1",",0,28,","","","0",",,0,30,+","13.7",",,0,26,","31.1",",0,08,","","","140.6","0","122.0",",0","","","","","48.9",",,,0","0",",,,0","14.78",",0","23.28",",,,0","6.28",",,,0","","","","","",""
"USC00053005","1900-10","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","198.7","0","0.0",",0","1",",0","1",",0","0",",0","","","0",",0","0",",0","15",",0","0",",0","16",",0","0",",0","","","","","-11.1",",0,31,","","","0",",,0,31,+","3.8",",,0,15,","28.3",",0,04,","","","394.2","0","253.6",",0","","","","","3.8",",,,0","0",",,,0","10.15",",0","19.82",",,,0","0.48",",,,0","","","","","",""
"USC00053005","1900-11","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","198.7","0","0.0",",0","1",",0","0",",0","0",",0","","","1",",0","0",",0","28",",0","3",",0","3",",0","0",",0","","","","","-12.8",",0,21,","","","30",",,0,20,","1.8",",,0,20,","23.3",",0,12,","","","854.2","0","460.0",",0","","","","","1.8",",,,0","30",",,,0","3.00",",0","11.74",",,,0","-5.74",",,,0","","","","","",""
"USC00053005","1900-12","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","198.7","0","0.0",",0","1",",0","1",",0","0",",0","","","1",",0","3",",0","30",",0","3",",0","0",",0","0",",0","","","","","-30.0",",0,31,","","","46",",,0,30,","2.8",",,0,30,","17.2",",0,08,","","","1429.1","0","574.9",",0","","","","","2.8",",,,0","46",",,,0","-0.21",",0","8.48",",,,0","-8.90",",,,0","","","","","",""
"USC00053005","1901-01","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","3",",0","1",",0","0",",0","","","2",",0","4",",0","30",",0","7",",0","0",",0","0",",0","","","","","-30.0",",0,01,","","","25",",,0,29,+","3.3",",,0,08,","16.7",",0,14,+","","","2061.6","0","632.5",",0","","","","","4.9",",,,0","50",",,,0","-2.07",",0","6.59",",,,0","-10.74",",,,0","","","","","",""
"USC00053005","1901-02","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","7",",0","1",",0","0",",0","","","3",",0","9",",0","28",",0","10",",0","0",",0","0",",0","","","","","-26.1",",0,09,","","","51",",,0,03,","3.8",",,0,03,","17.2",",0,28,","","","2701.3","0","639.7",",0","","","","","9.7",",,,0","132",",,,0","-4.51",",0","3.55",",,,0","-12.58",",,,0","","","","","",""
"USC00053005","1901-03","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0","2,0","7",",0","6",",0","0",",0","","","0",",0","2","1,0","26","1,0","3","1,0","2","1,0","0","1,0","","","","","-22.2","1,0,30,","","","0",",,0,31,+","20.3",",,0,29,","22.2","1,0,01,","","","3185.1","0","483.8","1,0","","","","","47.7",",,,0","0",",,,0","1.53","2,0","9.30","1,,,0","-6.24","1,,,0","","","","","",""
"USC00053005","1901-04","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","7",",0","6",",0","1",",0","","","4",",0","0",",0","19",",0","1",",0","9",",0","0",",0","","","","","-12.8",",0,17,","","","140",",,0,11,","40.4",",,0,09,","27.8",",0,30,","","","3535.6","0","350.5",",0","","","","","92.0",",,,0","483",",,,0","6.65",",0","13.81",",,,0","-0.51",",,,0","","","","","",""
"USC00053005","1901-05","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.3","0","0.3",",0","11",",0","7",",0","3",",0","","","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","","","","","-0.6",",0,07,","","","0",",,0,31,+","58.9",",,0,22,","28.3",",0,01,","","","3673.8","0","138.2",",0","","","","","189.8",",,,0","0",",,,0","13.88",",0","21.75",",,,0","6.01",",,,0","","","","","",""
"USC00053005","1901-06","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","28.3","0","28.0",",0","8",",0","5",",0","1",",0","","","0",",0","0",",0","0",",0","0",",0","26",",0","4",",0","","","","","3.3",",0,06,","","","0",",,0,30,+","37.1",",,0,15,","34.4",",0,25,","","","3730.5","0","56.7",",0","","","","","59.6",",,,0","0",",,,0","17.38",",0","25.72",",,,0","9.03",",,,0","","","","","",""
"USC00053005","1901-07","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","157.2","0","128.9",",0","3",",0","2",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","","","8.9",",0,06,+","","","0",",,0,31,+","11.9",",,0,25,","36.1",",0,14,","","","0.6","0","0.6",",0","","","","","18.0",",,,0","0",",,,0","22.47",",0","32.24",",,,0","12.70",",,,0","","","","","",""
"USC00053005","1901-08","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","227.0","0","69.8",",0","12",",0","2",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","","","","","6.7",",0,22,","","","0",",,0,31,+","4.8",",,0,19,","36.1",",0,01,","","","2.3","0","1.7",",0","","","","","18.3",",,,0","0",",,,0","20.53",",0","29.45",",,,0","11.61",",,,0","","","","","",""
"USC00053005","1901-09","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","237.9","0","10.9",",0","3",",0","3",",0","0",",0","","","0",",0","0",",0","6",",0","0",",0","25",",0","0",",0","","","","","-1.7",",0,26,","","","0",",,0,30,+","21.6",",,0,08,","30.6",",0,02,","","","112.5","0","110.2",",0","","","","","53.3",",,,0","0",",,,0","15.02",",0","24.10",",,,0","5.94",",,,0","","","","","",""
"USC00053005","1901-10","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","237.9","0","0.0",",0","2",",0","1",",0","0",",0","","","0",",0","0",",0","17",",0","0",",0","9",",0","0",",0","","","","","-3.9",",0,31,+","","","0",",,0,31,+","7.6",",,0,06,","27.8",",0,01,","","","376.6","0","264.1",",0","","","","","9.1",",,,0","0",",,,0","9.81",",0","19.15",",,,0","0.48",",,,0","","","","","",""
"USC00053005","1901-11","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","237.9","0","0.0",",0","1",",0","0",",0","0",",0","","","0",",0","0",",0","26",",0","0",",0","1",",0","0",",0","","","","","-11.1",",0,19,","","","0",",,0,30,+","0.5",",,0,24,","21.1",",0,10,","","","792.6","0","416.0",",0","","","","","0.5",",,,0","0",",,,0","4.47",",0","13.84",",,,0","-4.90",",,,0","","","","","",""
"USC00053005","1901-12","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","237.9","0","0.0","2,0","8",",0","4",",0","0",",0","","","6",",0","4","1,0","30","1,0","9","1,0","0","1,0","0","1,0","","","","","-35.0","1,0,14,","","","114",",,0,11,","14.5",",,0,03,","18.3","1,0,23,","","","1409.8","0","617.2","1,0","","","","","34.8",",,,0","394",",,,0","-2.58","2,0","4.68","1,,,0","-9.83","1,,,0","","","","","",""
"USC00053005","1902-01","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","4",",0","2",",0","0",",0","","","2",",0","8",",0","31",",0","8",",0","0",",0","0",",0","","","","","-35.0",",0,26,","","","102",",,0,25,","4.6",",,0,25,","16.7",",0,08,","","","2112.7","0","702.9",",0","","","","","8.1",",,,0","171",",,,0","-4.34",",0","4.02",",,,0","-12.70",",,,0","","","","","",""
"USC00053005","1902-02","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","","","1",",0","3",",0","27",",0","5",",0","0",",0","0",",0","","","","","-30.6",",0,02,","","","25",",,0,13,","2.0",",,0,13,","17.2",",0,16,","","","2626.6","0","513.9",",0","","","","","3.8",",,,0","25",",,,0","-0.02",",0","7.50",",,,0","-7.55",",,,0","","","","","",""
"USC00053005","1902-03","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","8",",0","6",",0","0",",0","","","1",",0","0",",0","28",",0","1",",0","0",",0","0",",0","","","","","-16.7",",0,17,","","","64",",,0,28,","11.4",",,0,20,","17.8",",0,09,","","","3138.5","0","511.9",",0","","","","","38.1",",,,0","64",",,,0","1.82",",0","8.91",",,,0","-5.27",",,,0","","","","","",""
"USC00053005","1902-04","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","5",",0","3",",0","0",",0","","","0",",0","0",",0","17",",0","0",",0","6",",0","0",",0","","","","","-7.8",",0,14,","","","0",",,0,30,+","6.4",",,0,13,","26.7",",0,20,","","","3460.1","0","321.6",",0","","","","","15.5",",,,0","0",",,,0","7.61",",0","16.09",",,,0","-0.86",",,,0","","","","","",""
"USC00053005","1902-05","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","12",",0","7",",0","0",",0","","","0",",0","0",",0","1",",0","0",",0","18",",0","0",",0","","","","","-1.1",",0,06,","","","0",",,0,31,+","11.7",",,0,14,","30.0",",0,31,","","","3612.9","0","152.8",",0","","","","","54.2",",,,0","0",",,,0","13.40",",0","21.40",",,,0","5.40",",,,0","","","","","",""
"USC00053005","1902-06","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","26.6","0","26.6",",0","8",",0","4",",0","1",",0","","","0",",0","0",",0","0",",0","0",",0","25",",0","5",",0","","","","","2.8",",0,03,","","","0",",,0,30,+","25.9",",,0,28,","35.6",",0,24,","","","3663.2","0","50.3",",0","","","","","61.9",",,,0","0",",,,0","17.54",",0","26.07",",,,0","9.02",",,,0","","","","","",""
"USC00053005","1902-07","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","70.9","0","44.3",",0","8",",0","4",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","28",",0","6",",0","","","","","3.9",",0,06,","","","0",",,0,31,+","11.9",",,0,18,","36.7",",0,15,","","","26.8","0","26.8",",0","","","","","33.3",",,,0","0",",,,0","18.90",",0","28.08",",,,0","9.72",",,,0","","","","","",""
"USC00053005","1902-08","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","142.1","0","71.2",",0","3",",0","1",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","","","5.6",",0,31,","","","0",",,0,31,+","15.5",",,0,26,","37.8",",0,01,","","","34.3","0","7.5",",0","","","","","17.0",",,,0","0",",,,0","20.39",",0","29.52",",,,0","11.25",",,,0","","","","","",""
"USC00053005","1902-10","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","","","0.0",",0","6",",0","3",",0","0",",0","","","0",",0","0",",0","15",",0","0",",0","9",",0","0",",0","","","","","-3.3",",0,28,","","","0",",,0,31,+","18.3",",,0,11,","26.7",",0,08,","","","","","277.1",",0","","","","","29.3",",,,0","0",",,,0","9.39",",0","18.05",",,,0","0.74",",,,0","","","","","",""
"USC00053005","1902-11","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","","","0.0",",0","1",",0","1",",0","0",",0","","","1",",0","0",",0","27",",0","1",",0","0",",0","0",",0","","","","","-15.6",",0,30,","","","64",",,0,15,","6.9",",,0,15,","20.6",",0,11,","","","","","481.4",",0","","","","","6.9",",,,0","64",",,,0","2.29",",0","9.77",",,,0","-5.20",",,,0","","","","","",""
"USC00053005","1902-12","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","","","0.0",",0","4",",0","2",",0","0",",0","","","2",",0","4",",0","30",",0","7",",0","0",",0","0",",0","","","","","-27.8",",0,16,","","","142",",,0,14,","9.7",",,0,14,","14.4",",0,27,","","","","","653.5",",0","","","","","19.7",",,,0","270",",,,0","-2.75",",0","4.33",",,,0","-9.83",",,,0","","","","","",""
"USC00053005","1903-01","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0","2,0","3",",0","0",",0","0",",0","","","1",",0","0","1,0","28","1,0","2","1,0","0","1,0","0","1,0","","","","","-17.2","1,0,12,","","","25",",,0,11,","2.0",",,0,28,","16.1","1,0,24,+","","","","","570.2","1,0","","","","","4.1",",,,0","25",",,,0","-1.19","2,0","6.83","1,,,0","-9.22","1,,,0","","","","","",""
"USC00053005","1903-02","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0","2,0","12",",0","3",",0","0",",0","","","4",",0","11","1,0","27","1,0","16","1,0","0","1,0","0","1,0","","","","","-33.3","1,0,15,","","","203",",,0,12,","14.7",",,0,12,","7.8","1,0,10,","","","","","738.1","1,0","","","","","40.7",",,,0","527",",,,0","-9.91","2,0","-1.71","1,,,0","-18.10","1,,,0","","","","","",""
"USC00053005","1903-03","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","2",",0","2",",0","0",",0","","","2",",0","3",",0","27",",0","5",",0","0",",0","0",",0","","","","","-23.3",",0,01,","","","114",",,0,18,","20.6",",,0,18,","18.9",",0,31,","","","","","592.6",",0","","","","","26.2",",,,0","203",",,,0","-0.78",",0","5.99",",,,0","-7.56",",,,0","","","","","",""
"USC00053005","1903-04","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0","2,0","9",",0","3",",0","0",",0","","","2",",0","0","1,0","16","1,0","0","1,0","7","1,0","0","1,0","","","","","-10.6","1,0,30,","","","89",",,0,29,","17.3",",,0,12,","25.6","1,0,26,+","","","","","300.7","1,0","","","","","38.2",",,,0","140",",,,0","7.54","2,0","15.67","1,,,0","-0.59","1,,,0","","","","","",""
"USC00053005","1903-05","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","0.0","0","0.0",",0","7",",0","2",",0","0",",0","","","0",",0","0",",0","7",",0","0",",0","12",",0","0",",0","","","","","-2.8",",0,03,","","","0",",,0,31,+","5.6",",,0,31,","29.4",",0,21,","","","","","220.6",",0","","","","","16.1",",,,0","0",",,,0","11.22",",0","19.96",",,,0","2.47",",,,0","","","","","",""
"USC00053005","1903-06","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","13.1","0","13.1",",0","9",",0","7",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","18",",0","1",",0","","","","","2.8",",0,01,","","","0",",,0,30,+","12.4",",,0,09,","33.3",",0,28,","","","","","108.4",",0","","","","","56.6",",,,0","0",",,,0","15.16",",0","21.98",",,,0","8.33",",,,0","","","","","",""
"USC00053005","1903-07","40.5763","-105.0857","1525.2","FORT COLLINS, CO US","","","87.7","0","74.6",",0","6",",0","3",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","","","","","2.2",",0,04,","","","0",",,0,31,+","13.5",",,0,17,","35.0",",0,25,","","","15.3","0","15.3",",0","","","","","26.9",",,,0","0",",,,0","20.25",",0","29.33",",,,0","11.16",",,,0","","","","","",""
