"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"AYW00090001","1957-11","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","30",",X","30",",X","30",",X","0",",X","0",",X","12","","","","","","-48.3",",X,01,","","","5",",,X,21,","0.0",",T,X,28,+","-18.9",",X,22,","","","1659.6",",X","0.0",",T,,X","","","11",",,,X","-36.99",",X","-34.99",",,,X","-38.98",",,,X","","","","","23",",X","","","","","14.4",",X","",""
"AYW00090001","1957-12","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","3",",X","0",",X","0",",X","","","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","6","","","","","","-30.0",",X,03,","","","10",",,X,14,+","1.0",",,X,14,+","-18.9",",X,15,","","","1348.1",",X","2.5",",,,X","","","25",",,,X","-25.15",",X","-23.35",",,,X","-26.95",",,,X","","","","","23",",X","","","","","9.8",",X","",""
"AYW00090001","1958-01","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","6",",X","0",",X","0",",X","","","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","18","","","","","","-31.1",",X,30,","","","10",",,X,15,","1.5",",,X,15,","-14.4",",X,12,","1339.7","X","1339.7",",X","4.4",",,,X","","","29",",,,X","-24.88",",X","-23.24",",,,X","-26.53",",,,X","","","","","338",",X","","","","","21.6",",X","",""
"AYW00090001","1958-02","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","7",",X","0",",X","0",",X","","","0",",X","28",",X","28",",X","28",",X","0",",X","0",",X","8","","","","","","-46.7",",X,28,","","","13",",,X,18,","1.8",",,X,18,","-21.7",",X,19,","2840.4","X","1500.7",",X","5.9",",,,X","","","32",",,,X","-35.26",",X","-32.12",",,,X","-38.41",",,,X","","","","","135",",X","","","","","11.8",",X","",""
"AYW00090001","1958-03","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0","1,X","1",",X","0",",X","0",",X","","","0",",X","31",",X","31",",X","30","1,X","0","1,X","0","1,X","6","","","","","","-67.2",",X,26,+","","","3",",,X,01,","0.3",",,X,01,","-37.8","1,X,12,","5000.5","X","2160.1","1,X","0.3",",,,X","","","3",",,,X","-53.73","1,X","-50.25","1,,,X","-57.21",",,,X","","","","","360",",X","","","","","13.9",",X","",""
"AYW00090001","1958-04","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","30",",X","30",",X","30",",X","0",",X","0",",X","","","","","","","-72.8",",X,22,","","","0",",T,X,30,+","0.0",",T,X,30,+","-48.9",",X,04,","7401.4","X","2400.9",",X","0.0",",T,,X","","","0",",T,,X","-61.70",",X","-58.55",",,,X","-64.85",",,,X","","","","","113",",X","","","","","11.3",",X","",""
"AYW00090001","1958-05","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","","","","","","","-67.8",",X,08,+","","","0",",T,X,31,+","0.0",",T,X,31,+","-46.1",",X,08,","9736.3","X","2334.9",",X","0.0",",T,,X","","","0",",T,,X","-56.99",",X","-53.22",",,,X","-60.75",",,,X","","","","","23",",X","","","","","17.0",",X","",""
"AYW00090001","1958-06","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","30",",X","30",",X","30",",X","0",",X","0",",X","","","","","","","-74.4",",X,19,","","","0",",T,X,30,+","0.0",",T,X,30,+","-39.4",",X,24,","12120.0","X","2383.7",",X","0.0",",T,,X","","","0",",T,,X","-61.13",",X","-57.37",",,,X","-64.88",",,,X","","","","","23",",X","","","","","13.4",",X","",""
"AYW00090001","1958-07","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",","31",",X","31",",X","31",",X","0",",X","0",",X","","","","","","","-71.7",",X,24,","","","0",",T,,31,+","0.0",",T,X,31,+","-35.0",",X,29,","14400.0","X","2280.0",",X","0.0",",T,,X","","","0",",T,,","-55.21",",X","-51.22",",,,X","-59.21",",,,X","","","","","360",",X","","","","","18.5",",X","",""
"AYW00090001","1958-08","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",","31",",X","31",",X","31",",X","0",",X","0",",X","","","","","","","-73.3",",X,08,","","","0",",T,,31,+","0.0",",T,X,31,+","-48.9",",X,11,","16876.0","X","2476.0",",X","0.0",",T,,X","","","0",",T,,","-61.54",",X","-57.94",",,,X","-65.14",",,,X","","","","","360",",X","","","","","12.3",",X","",""
"AYW00090001","1958-09","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","30",",X","30",",X","30",",X","0",",X","0",",X","2","","","","","","-74.4",",X,19,","","","0",",T,X,30,+","0.0",",T,X,30,+","-37.8",",X,26,","19109.9","X","2233.9",",X","0.0",",T,,X","","","0",",T,,X","-56.13",",X","-51.91",",,,X","-60.35",",,,X","","","","","23",",X","","","","","19.0",",X","",""
"AYW00090001","1958-10","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0","1,X","2","1,X","0","1,X","0","1,X","","","0","1,X","30","1,X","30","1,X","30","1,X","0","1,X","0","1,X","","","","","","","-63.9","1,X,04,","","","8","1,,X,26,","0.8","1,,X,26,","-33.9","1,X,30,","21142.3","X","2032.4","1,X","1.1","1,,,X","","","11","1,,,X","-49.41","1,X","-46.44","1,,,X","-52.38","1,,,X","","","","","23","1,X","","","","","15.4","1,X","",""
"AYW00090001","1958-11","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","30",",X","30",",X","30",",X","0",",X","0",",X","2","","","","","","-49.4",",X,01,","","","0",",T,X,29,+","0.0",",T,X,29,+","-25.6",",X,21,","22843.2","X","1700.9",",X","0.0",",T,,X","","","0",",T,,X","-38.36",",X","-36.34",",,,X","-40.39",",,,X","","","","","360",",X","","","","","11.8",",X","",""
"AYW00090001","1958-12","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","1","","","","","","-38.3",",X,05,+","","","0",",T,X,27,+","0.0",",T,X,27,+","-23.3",",X,18,+","24375.8","X","1532.6",",X","0.0",",T,,X","","","0",",T,,X","-31.10",",X","-29.93",",,,X","-32.28",",,,X","","","","","338",",X","","","","","11.3",",X","",""
"AYW00090001","1959-01","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","1","","","","","","-35.6",",X,29,","","","0",",T,X,31,+","0.0",",T,X,31,+","-21.1",",X,16,","1466.6","X","1466.6",",X","0.0",",T,,X","","","0",",T,,X","-28.98",",X","-27.23",",,,X","-30.73",",,,X","","","","","23",",X","","","","","9.3",",X","",""
"AYW00090001","1959-02","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0","2,X","0",",X","0",",X","0",",X","","","0",",X","27","1,X","27","1,X","27","1,X","0","1,X","0","1,X","","","","","","","-52.2","1,X,28,+","","","0",",T,X,28,+","0.0",",T,X,28,+","-24.4","1,X,18,","2975.4","X","1508.8","1,X","0.0",",T,,X","","","0",",T,,X","-39.70","2,X","-37.32","1,,,X","-42.08","1,,,X","","","","","360",",X","","","","","20.0",",X","",""
"AYW00090001","1959-03","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","","","","","","","-66.1",",X,31,+","","","0",",T,X,30,+","0.0",",T,X,30,+","-45.0",",X,09,","5242.3","X","2266.9",",X","0.0",",T,,X","","","0",",T,,X","-54.79",",X","-52.42",",,,X","-57.17",",,,X","","","","","23",",X","","","","","11.3",",X","",""
"AYW00090001","1959-04","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","30",",X","30",",X","30",",X","0",",X","0",",X","","","","","","","-67.2",",X,22,+","","","0",",T,X,30,+","0.0",",T,X,30,+","-38.9",",X,05,","7443.9","X","2201.6",",X","0.0",",T,,X","","","0",",T,,X","-55.06",",X","-50.97",",,,X","-59.14",",,,X","","","","","45",",X","","","","","13.4",",X","",""
"AYW00090001","1959-05","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","","","","","","","-68.3",",X,31,","","","0",",T,X,31,+","0.0",",T,X,31,+","-42.8",",X,25,+","9758.6","X","2314.7",",X","0.0",",T,,X","","","0",",T,,X","-56.34",",X","-52.47",",,,X","-60.20",",,,X","","","","","360",",X","","","","","12.3",",X","",""
"AYW00090001","1959-06","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","30",",X","30",",X","30",",X","0",",X","0",",X","","","","","","","-70.6",",X,15,","","","0",",T,X,30,+","0.0",",T,X,30,+","-42.2",",X,24,+","12109.3","X","2350.7",",X","0.0",",T,,X","","","0",",T,,X","-60.02",",X","-56.66",",,,X","-63.39",",,,X","","","","","23",",X","","","","","14.9",",X","",""
"AYW00090001","1959-07","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","","","","","","","-74.4",",X,23,","","","0",",T,X,31,+","0.0",",T,X,31,+","-39.4",",X,13,","14521.9","X","2412.6",",X","0.0",",T,,X","","","0",",T,,X","-59.49",",X","-55.30",",,,X","-63.69",",,,X","","","","","45",",X","","","","","15.9",",X","",""
"AYW00090001","1959-08","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","","","","","","","-77.8",",X,19,","","","0",",T,X,31,+","0.0",",T,X,31,+","-46.7",",X,06,","16939.9","X","2418.0",",X","0.0",",T,,X","","","0",",T,,X","-59.67",",X","-55.79",",,,X","-63.55",",,,X","","","","","23",",X","","","","","13.4",",X","",""
"AYW00090001","1959-09","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","30",",X","30",",X","30",",X","0",",X","0",",X","","","","","","","-78.9",",X,13,","","","0",",T,X,22,+","0.0",",T,X,22,+","-44.4",",X,02,","19347.1","X","2407.2",",X","0.0",",T,,X","","","0",",T,,X","-61.91",",X","-58.37",",,,X","-65.44",",,,X","","","","","360","1,X","","","","","15.9","1,X","",""
"AYW00090001","1959-10","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","8","","","","","","-61.7",",X,07,","","","0",",T,X,31,+","0.0",",T,X,31,+","-35.0",",X,17,","21504.6","X","2157.5",",X","0.0",",T,,X","","","0",",T,,X","-51.26",",X","-48.20",",,,X","-54.33",",,,X","","","","","23",",X","","","","","15.9",",X","",""
"AYW00090001","1959-11","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","30",",X","30",",X","30",",X","0",",X","0",",X","4","","","","","","-50.6",",X,08,","","","0",",T,X,30,+","0.0",",T,X,30,+","-33.3",",X,30,+","23284.1","X","1779.5",",X","0.0",",T,,X","","","0",",T,,X","-40.98",",X","-39.47",",,,X","-42.49",",,,X","","","","","68",",X","","","","","13.9",",X","",""
"AYW00090001","1959-12","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","3","","","","","","-35.0",",X,01,","","","0",",T,X,22,+","0.0",",T,X,22,+","-23.3",",X,26,","24746.9","X","1462.8",",X","0.0",",T,,X","","","0",",T,,X","-28.85",",X","-27.65",",,,X","-30.05",",,,X","","","","","68",",X","","","","","8.2",",X","",""
"AYW00090001","1960-01","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","9","","","","","","-35.6",",X,24,+","","","0",",T,X,31,+","0.0",",T,X,31,+","-21.7",",X,26,","1511.3","X","1511.3",",X","0.0",",T,,X","","","0",",T,,X","-30.42",",X","-28.55",",,,X","-32.29",",,,X","","","","","338",",X","","","","","9.8",",X","",""
"AYW00090001","1960-02","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","29",",X","29",",X","29",",X","0",",X","0",",X","19","","","","","","-52.8",",X,28,","","","0",",T,X,28,+","0.0",",T,X,28,+","-26.7",",X,04,","3195.1","X","1683.8",",X","0.0",",T,,X","","","0",",T,,X","-39.73",",X","-37.54",",,,X","-41.91",",,,X","","","","","360",",X","","","","","10.8",",X","",""
"AYW00090001","1960-03","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","20","","","","","","-70.6",",X,24,","","","0",",T,X,14,+","0.0",",T,X,14,+","-38.3",",X,10,","5546.5","X","2351.4",",X","0.0",",T,,X","","","0",",T,,X","-57.52",",X","-54.25",",,,X","-60.79",",,,X","","","","","293",",X","","","","","15.9",",X","",""
"AYW00090001","1960-04","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","30",",X","30",",X","30",",X","0",",X","0",",X","11","","","","","","-71.7",",X,30,+","","","0",",T,X,30,+","0.0",",T,X,30,+","-35.6",",X,02,","7802.8","X","2256.3",",X","0.0",",T,,X","","","0",",T,,X","-56.88",",X","-53.78",",,,X","-59.97",",,,X","","","","","23",",X","","","","","11.8",",X","",""
"AYW00090001","1960-05","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","15","","","","","","-70.6",",X,01,","","","0",",T,X,31,+","0.0",",T,X,31,+","-39.4",",X,24,","10098.7","X","2295.9",",X","0.0",",T,,X","","","0",",T,,X","-55.73",",X","-51.83",",,,X","-59.63",",,,X","","","","","23",",X","","","","","13.4",",X","",""
"AYW00090001","1960-06","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",","30",",X","30",",X","30",",X","0",",X","0",",X","2","","","","","","-74.4",",X,03,+","","","0",",T,,30,+","0.0",",T,X,30,+","-40.0",",X,16,","12408.7","X","2310.0",",X","0.0",",T,,X","","","0",",T,,","-58.67",",X","-54.67",",,,X","-62.66",",,,X","","","","","293",",X","","","","","16.4",",X","",""
"AYW00090001","1960-07","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",","31",",X","31",",X","31",",X","0",",X","0",",X","3","","","","","","-71.1",",X,28,+","","","0",",T,,31,+","0.0",",T,X,31,+","-36.7",",X,22,","14796.0","X","2387.3",",X","0.0",",T,,X","","","0",",T,,","-58.68",",X","-54.87",",,,X","-62.48",",,,X","","","","","113",",X","","","","","14.4",",X","",""
"AYW00090001","1960-08","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",","31",",X","31",",X","31",",X","0",",X","0",",X","","","","","","","-73.9",",X,24,","","","0",",T,,31,+","0.0",",T,X,31,+","-47.2",",X,16,","17292.5","X","2496.5",",X","0.0",",T,,X","","","0",",T,,","-62.20",",X","-59.03",",,,X","-65.37",",,,X","","","","","360",",X","","","","","13.9",",X","",""
"AYW00090001","1960-09","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","30",",X","30",",X","30",",X","0",",X","0",",X","10","","","","","","-77.2",",X,07,","","","0",",T,X,30,+","0.0",",T,X,30,+","-41.1",",X,23,","19569.6","X","2277.1",",X","0.0",",T,,X","","","0",",T,,X","-57.57",",X","-53.19",",,,X","-61.96",",,,X","","","","","23",",X","","","","","19.0",",X","",""
"AYW00090001","1960-10","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",","31",",X","31",",X","31",",X","0",",X","0",",X","19","","","","","","-65.6",",X,11,","","","0",",T,,31,+","0.0",",T,X,31,+","-36.7",",X,31,","21747.0","X","2177.4",",X","0.0",",T,,X","","","0",",T,,","-51.91",",X","-49.07",",,,X","-54.75",",,,X","","","","","360",",X","","","","","13.4",",X","",""
"AYW00090001","1960-11","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",","30",",X","30",",X","30",",X","0",",X","0",",X","12","","","","","","-45.0",",X,11,","","","0",",T,,30,+","0.0",",T,X,30,+","-25.0",",X,30,","23450.5","X","1703.5",",X","0.0",",T,,X","","","0",",T,,","-38.45",",X","-36.76",",,,X","-40.14",",,,X","","","","","90",",X","","","","","13.9",",X","",""
"AYW00090001","1960-12","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","9","","","","","","-32.8",",X,03,","","","0",",T,X,31,+","0.0",",T,X,31,+","-19.4",",X,17,","24861.9","X","1411.4",",X","0.0",",T,,X","","","0",",T,,X","-27.20",",X","-25.75",",,,X","-28.64",",,,X","","","","","","","","","","","","","",""
"AYW00090001","1961-01","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","11","","","","","","-37.2",",X,30,","","","0",",T,X,30,+","0.0",",T,X,30,+","-23.3",",X,01,","1517.5","X","1517.5",",X","0.0",",T,,X","","","0",",T,,X","-30.62",",X","-29.39",",,,X","-31.85",",,,X","","","","","","","","","","","","","",""
"AYW00090001","1961-02","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","28",",X","28",",X","28",",X","0",",X","0",",X","16","","","","","","-51.1",",X,28,+","","","0",",T,X,28,+","0.0",",T,X,28,+","-30.0",",X,04,+","3188.0","X","1670.5",",X","0.0",",T,,X","","","0",",T,,X","-41.33",",X","-39.21",",,,X","-43.45",",,,X","","","","","","","","","","","","","",""
"AYW00090001","1961-03","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","","","","","","","-67.8",",X,17,+","","","0",",T,X,28,+","0.0",",T,X,28,+","-46.1",",X,26,","5526.3","X","2338.3",",X","0.0",",T,,X","","","0",",T,,X","-57.10",",X","-54.61",",,,X","-59.58",",,,X","","","","","","","","","","","","","",""
"AYW00090001","1961-04","-90.0","0.0",,"AMUNDSEN SCOTT, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","","","0",",X","30",",X","30",",X","30",",X","0",",X","0",",X","","","","","","","-72.2",",X,26,","","","0",",T,X,29,+","0.0",",T,X,29,+","-39.4",",X,11,","7871.7","X","2345.4",",X","0.0",",T,,X","","","0",",T,,X","-59.85",",X","-55.83",",,,X","-63.86",",,,X","","","","","","","","","","","","","",""
