"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES"
"USW00012863","1908-09","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","1482.6","6","244.3",",6","16",",6","13",",6","6",",6","","","","","0",",6","0",",6","0",",6","30",",6","2",",6","","","","","","","18.9",",6,29,","","","","","99.3",",,6,02,","32.2",",6,27,+","0.0","6","0.0",",6","362.4",",,,6","","","26.48",",6","28.91",",,,6","24.05",",,,6","","","",""
"USW00012863","1908-10","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","1595.5","6","112.9",",6","3",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","26",",6","0",",6","","","","","","","12.2",",6,29,","","","","","5.1",",,6,28,","28.9",",6,17,","6.7","6","6.7",",6","8.4",",,,6","","","21.76",",6","24.68",",,,6","18.84",",,,6","","","",""
"USW00012863","1908-11","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","1662.9","6","67.4",",6","1",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","25",",6","0",",6","","","","","","","6.7",",6,14,","","","","","6.1",",,6,11,","27.8",",6,10,","37.8","6","31.1",",6","6.1",",,,6","","","19.54",",6","22.97",",,,6","16.12",",,,6","","","",""
"USW00012863","1908-12","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","1693.4","6","30.5","2,6","4",",6","3",",6","1",",6","","","","","0","1,6","0","1,6","0","1,6","19","1,6","0","1,6","","","","","","","7.8","1,6,26,","","","","","39.4",",,6,29,","27.2","1,6,01,","91.4","6","53.6","1,6","71.9",",,,6","","","17.59","2,6","21.25","1,,,6","13.93","1,,,6","","","",""
"USW00012863","1909-01","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","16.3","6","16.3",",6","5",",6","3",",6","0",",6","","","","","0",",6","1",",6","0",",6","16",",6","0",",6","","","","","","","0.0",",6,31,","","","","","10.7",",,6,12,","25.0",",6,26,","177.0","6","85.6",",6","25.9",",,,6","","","16.10",",6","19.58",",,,6","12.61",",,,6","","","",""
"USW00012863","1909-02","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","34.8","6","18.5",",6","5",",6","5",",6","1",",6","","","","","0",",6","0",",6","0",",6","13",",6","0",",6","","","","","","","3.3",",6,16,+","","","","","35.8",",,6,15,","26.1",",6,27,","273.8","6","96.8",",6","61.9",",,,6","","","15.54",",6","19.53",",,,6","11.55",",,,6","","","",""
"USW00012863","1909-03","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","56.0","6","21.2",",6","4",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","20",",6","0",",6","","","","","","","9.4",",6,15,","","","","","12.7",",,6,01,","25.6",",6,29,","312.0","6","38.2",",6","20.6",",,,6","","","17.79",",6","21.15",",,,6","14.43",",,,6","","","",""
"USW00012863","1909-04","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","130.1","6","74.1","2,6","5",",6","4",",6","1",",6","","","","","0","1,6","0","1,6","0","1,6","23","1,6","0","1,6","","","","","","","12.2","1,6,14,","","","","","30.5",",,6,13,","27.2","1,6,26,","329.8","6","17.8","1,6","63.2",",,,6","","","20.28","2,6","22.90","1,,,6","17.67","1,,,6","","","",""
"USW00012863","1909-05","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","288.2","6","158.1",",6","4",",6","3",",6","1",",6","","","","","0",",6","0",",6","0",",6","28",",6","1",",6","","","","","","","12.8",",6,03,","","","","","55.6",",,6,03,","32.8",",6,29,","333.1","6","3.3",",6","81.4",",,,6","","","23.33",",6","25.83",",,,6","20.83",",,,6","","","",""
"USW00012863","1909-06","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","529.4","6","241.2",",6","9",",6","8",",6","6",",6","","","","","0",",6","0",",6","0",",6","30",",6","9",",6","","","","","","","17.8",",6,20,","","","","","129.5",",,6,20,","35.6",",6,15,","333.1","6","0.0",",6","371.4",",,,6","","","26.37",",6","30.69",",,,6","22.06",",,,6","","","",""
"USW00012863","1909-07","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","848.3","6","318.9",",6","11",",6","9",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","9",",6","","","","","","","21.7",",6,30,","","","0",",,6,31,+","23.9",",,6,03,","33.9",",6,13,+","0.0","6","0.0",",6","71.9",",,,6","0",",,,6","28.62",",6","31.03",",,,6","26.21",",,,6","","","",""
"USW00012863","1909-08","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","1147.6","6","299.3",",6","11",",6","11",",6","4",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","5",",6","","","","","","","22.2",",6,24,","","","0",",,6,31,+","132.6",",,6,23,","33.3",",6,13,","0.0","6","0.0",",6","348.6",",,,6","0",",,,6","27.99",",6","30.16",",,,6","25.81",",,,6","","","",""
"USW00012863","1909-09","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","1398.6","6","251.0","1,6","7",",6","7",",6","1",",6","","","","","0","1,6","0","1,6","0","1,6","29","1,6","1","1,6","","","","","","","17.8","1,6,28,","","","","","63.5",",,6,20,","32.2","1,6,07,","0.0","6","0.0","1,6","123.7",",,,6","","","26.99","1,6","28.97","1,,,6","25.01","1,,,6","","","",""
"USW00012863","1909-10","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","1586.2","6","187.6",",6","1",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","29",",6","0",",6","","","","","","","14.4",",6,24,","","","","","2.5",",,6,23,","31.7",",6,15,+","2.0","6","2.0",",6","2.5",",,,6","","","24.32",",6","27.15",",,,6","21.49",",,,6","","","",""
"USW00012863","1909-11","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","1683.9","6","97.7",",6","2",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","26",",6","0",",6","","","","","","","7.8",",6,18,","","","","","1.3",",,6,21,","30.0",",6,06,","17.6","6","15.6",",6","2.1",",,,6","","","21.07",",6","24.97",",,,6","17.17",",,,6","","","",""
"USW00012863","1909-12","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","1699.7","6","15.8",",6","15",",6","14",",6","3",",6","","","","","0",",6","0",",6","0",",6","13",",6","0",",6","","","","","","","1.1",",6,30,","","","","","67.8",",,6,12,","25.6",",6,04,","178.2","6","160.6",",6","227.9",",,,6","","","13.66",",6","17.46",",,,6","9.86",",,,6","","","",""
"USW00012863","1910-01","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","8.7","6","8.7",",6","4",",6","4",",6","0",",6","","","0",",6","0",",6","1",",6","0",",6","12",",6","0",",6","","","","","","","-0.6",",6,07,","","","0",",,6,31,+","22.1",",,6,06,","23.9",",6,03,","311.3","6","133.1",",6","49.3",",,,6","0",",,,6","14.32",",6","18.30",",,,6","10.34",",,,6","","","",""
"USW00012863","1910-02","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","10.4","6","1.7",",6","11",",6","11",",6","2",",6","","","0",",6","0",",6","1",",6","0",",6","6",",6","0",",6","2","","","","","","-0.6",",6,18,","","","0",",,6,28,+","53.8",",,6,11,","23.3",",6,26,","451.2","6","139.9",",6","168.3",",,,6","0",",,,6","13.40",",6","17.28",",,,6","9.51",",,,6","","","",""
"USW00012863","1910-03","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","37.1","6","26.7",",6","2",",6","2",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","25",",6","0",",6","8","","","","","","7.8",",6,17,","","","0",",,6,31,+","25.4",",,6,01,","27.8",",6,04,","488.4","6","37.2",",6","34.3",",,,6","0",",,,6","18.00",",6","22.31",",,,6","13.68",",,,6","","","",""
"USW00012863","1910-04","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","119.1","6","82.0",",6","1",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","27",",6","0",",6","","","","","","","7.8",",6,25,","","","","","12.2",",,6,16,","27.2",",6,12,","498.9","6","10.5",",6","12.2",",,,6","","","20.72",",6","23.76",",,,6","17.67",",,,6","","","",""
"USW00012863","1910-05","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","249.2","6","130.1",",6","4",",6","4",",6","2",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","","","","","","","16.7",",6,08,","","","","","41.7",",,6,23,","28.9",",6,30,","498.9","6","0.0",",6","86.7",",,,6","","","22.53",",6","25.32",",,,6","19.75",",,,6","","","",""
"USW00012863","1910-06","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","495.6","6","246.4",",6","7",",6","7",",6","3",",6","","","","","0",",6","0",",6","0",",6","30",",6","4",",6","","","","","","","20.6",",6,02,","","","","","59.7",",,6,05,","33.3",",6,27,+","498.9","6","0.0",",6","159.2",",,,6","","","26.55",",6","29.83",",,,6","23.26",",,,6","","","",""
"USW00012863","1910-07","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","797.3","6","301.7",",6","14",",6","13",",6","5",",6","","","","","0",",6","0",",6","0",",6","31",",6","9",",6","","","","","","","21.1",",6,02,","","","","","48.8",",,6,02,","33.9",",6,08,","0.0","6","0.0",",6","291.6",",,,6","","","28.07",",6","31.06",",,,6","25.07",",,,6","","","",""
"USW00012863","1910-08","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","1104.9","6","307.6",",6","10",",6","7",",6","3",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","7",",6","","","","","","","21.7",",6,21,+","","","0",",,6,31,+","114.3",",,6,04,","33.9",",6,13,","0.0","6","0.0",",6","264.9",",,,6","0",",,,6","28.25",",6","30.80",",,,6","25.71",",,,6","","","",""
"USW00012863","1910-09","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","1379.6","6","274.7",",6","13",",6","11",",6","5",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","2",",6","","","","","","","21.7",",6,09,","","","0",",,6,30,+","45.7",",,6,05,","32.8",",6,22,","0.0","6","0.0",",6","237.0",",,,6","0",",,,6","27.49",",6","29.87",",,,6","25.11",",,,6","","","",""
"USW00012863","1910-10","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","1569.3","6","189.7",",6","9",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","29",",6","0",",6","","","","","","","7.8",",6,29,","","","0",",,6,31,+","20.3",",,6,06,","31.7",",6,20,+","13.9","6","13.9",",6","78.8",",,,6","0",",,,6","24.00",",6","26.82",",,,6","21.19",",,,6","","","",""
"USW00012863","1910-11","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","1632.0","6","62.7","1,6","2",",6","2",",6","1",",6","","","0",",6","0","1,6","0","1,6","0",",6","22",",6","0",",6","","","","","","","9.4","1,6,29,","","","0",",,6,30,+","49.0",",,6,18,","28.9",",6,15,+","40.8","6","26.9",",6","64.2",",,,6","0",",,,6","19.40","1,6","22.86",",,,6","15.95","1,,,6","","","",""
"USW00012863","1910-12","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","1635.4","6","3.4","3,6","5",",6","4",",6","1",",6","","","0",",6","0","1,6","0","1,6","0","2,6","9","2,6","0","2,6","1","","","","","","2.8","1,6,07,+","","","0",",,6,31,+","30.7",",,6,17,","23.3","2,6,05,","144.6","6","103.8","2,6","89.6",",,,6","0",",,,6","14.62","3,6","18.21","2,,,6","11.04","1,,,6","","","",""
"USW00012863","1911-01","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","14.8","6","14.8",",6","3",",6","2",",6","1",",6","","","","","0",",6","1",",6","0",",6","22",",6","0",",6","","","","","","","-3.3",",6,04,","","","","","41.1",",,6,02,","26.1",",6,15,","226.2","6","81.6",",6","51.7",",,,6","","","16.18",",6","20.04",",,,6","12.32",",,,6","","","",""
"USW00012863","1911-02","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","54.2","6","39.4",",6","3",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","20",",6","0",",6","3","","","","","","4.4",",6,23,+","","","0",",,6,28,+","7.1",",,6,19,","25.6",",6,14,","281.6","6","55.4",",6","14.7",",,,6","0",",,,6","17.76",",6","21.28",",,,6","14.24",",,,6","","","",""
"USW00012863","1911-03","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","94.6","6","40.4",",6","3",",6","3",",6","1",",6","","","","","0",",6","0",",6","0",",6","27",",6","0",",6","","","","","","","10.0",",6,03,","","","","","28.4",",,6,22,","26.7",",6,12,+","301.9","6","20.3",",6","38.6",",,,6","","","18.98",",6","23.20",",,,6","14.76",",,,6","","","",""
"USW00012863","1911-04","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","202.2","6","107.6","2,6","9",",6","8",",6","3",",6","","","","","0","1,6","0","1,6","0","1,6","29","1,6","0","1,6","","","","","","","15.0","1,6,02,","","","","","68.6",",,6,09,","28.3","1,6,20,+","301.9","6","0.0","1,6","196.9",",,,6","","","22.13","2,6","24.98","1,,,6","19.28","1,,,6","","","",""
"USW00012863","1911-05","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","366.3","6","164.1",",6","6",",6","4",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","3",",6","","","","","","","16.1",",6,08,","","","","","66.5",",,6,21,","33.3",",6,30,","302.2","6","0.3",",6","104.0",",,,6","","","23.62",",6","26.54",",,,6","20.70",",,,6","","","",""
"USW00012863","1911-06","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","681.0","6","314.7",",6","5",",6","5",",6","3",",6","","","","","0",",6","0",",6","0",",6","30",",6","20",",6","","","","","","","19.4",",6,20,","","","","","62.0",",,6,21,","36.7",",6,08,","302.2","6","0.0",",6","162.8",",,,6","","","28.82",",6","32.21",",,,6","25.43",",,,6","","","",""
"USW00012863","1911-07","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","973.8","6","292.8",",6","9",",6","8",",6","3",",6","","","","","0",",6","0",",6","0",",6","31",",6","6",",6","","","","","","","20.6",",6,04,","","","","","76.2",",,6,06,","33.9",",6,02,","0.0","6","0.0",",6","206.6",",,,6","","","27.78",",6","30.70",",,,6","24.86",",,,6","","","",""
"USW00012863","1911-08","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","1282.7","6","308.9",",6","13",",6","10",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","16",",6","","","","","","","20.0",",6,14,+","","","","","41.9",",,6,02,","34.4",",6,06,","0.0","6","0.0",",6","148.7",",,,6","","","28.30",",6","31.61",",,,6","24.99",",,,6","","","",""
"USW00012863","1911-09","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","1597.5","6","314.8",",6","7",",6","5",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","11",",6","","","","","","","23.9",",6,27,","","","","","43.7",",,6,02,","34.4",",6,06,+","0.0","6","0.0",",6","94.7",",,,6","","","28.83",",6","31.66",",,,6","25.99",",,,6","","","",""
"USW00012863","1911-10","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","1801.3","6","203.8","2,6","7",",6","7",",6","3",",6","","","","","0","1,6","0","1,6","0","1,6","29","1,6","6","1,6","","","","","","","13.9","1,6,23,","","","","","68.8",",,6,16,","34.4","1,6,02,","1.9","6","1.9","1,6","214.1",",,,6","","","25.16","2,6","28.24","1,,,6","22.07","1,,,6","","","",""
"USW00012863","1911-11","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","1840.3","6","39.0","2,6","6",",6","4",",6","1",",6","","","","","0","1,6","0","1,6","0","1,6","18","1,6","0","1,6","","","","","","","2.2","1,6,29,","","","","","38.1",",,6,27,","28.9","1,6,11,+","78.4","6","76.5","1,6","61.5",",,,6","","","17.08","2,6","20.81","1,,,6","13.35","1,,,6","","","",""
"USW00012863","1911-12","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","1859.2","6","18.9",",6","12",",6","10",",6","4",",6","","","","","0",",6","0",",6","0",",6","14",",6","0",",6","","","","","","","5.0",",6,01,","","","","","68.6",",,6,19,","24.4",",6,14,","161.2","6","82.8",",6","259.3",",,,6","","","16.27",",6","19.64",",,,6","12.90",",,,6","","","",""
"USW00012863","1912-01","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","0.0","6","0.0",",6","6",",6","6",",6","2",",6","","","","","0",",6","2",",6","0",",6","1",",6","0",",6","1","","","","","","-3.3",",6,13,","","","","","55.9",",,6,02,","21.1",",6,26,","403.5","6","242.3",",6","137.4",",,,6","","","10.52",",6","14.66",",,,6","6.37",",,,6","","","",""
"USW00012863","1912-02","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","0.6","6","0.6","2,6","7",",6","6",",6","2",",6","","","","","0","1,6","0","1,6","0","1,6","5","1,6","0","1,6","","","","","","","0.6","1,6,05,","","","","","99.1",",,6,24,","22.8","1,6,20,","584.0","6","180.5","1,6","166.2",",,,6","","","11.70","2,6","16.23","1,,,6","7.18","1,,,6","","","",""
"USW00012863","1912-03","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","11.7","6","11.1",",6","5",",6","4",",6","1",",6","","","","","0",",6","0",",6","0",",6","10",",6","0",",6","","","","","","","6.7",",6,25,+","","","","","40.6",",,6,05,","28.9",",6,21,","679.7","6","95.7",",6","90.5",",,,6","","","15.60",",6","19.46",",,,6","11.75",",,,6","","","",""
"USW00012863","1912-04","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","81.3","6","69.6",",6","4",",6","4",",6","1",",6","","","","","0",",6","0",",6","0",",6","26",",6","0",",6","","","","","","","11.7",",6,04,","","","","","33.0",",,6,17,","27.2",",6,28,+","690.8","6","11.1",",6","52.4",",,,6","","","20.28",",6","23.25",",,,6","17.31",",,,6","","","",""
"USW00012863","1912-05","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","259.9","6","178.6",",6","8",",6","8",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","2",",6","","","","","","","18.3",",6,02,+","","","","","41.7",",,6,02,","33.9",",6,31,","690.8","6","0.0",",6","143.8",",,,6","","","24.10",",6","27.32",",,,6","20.87",",,,6","","","",""
"USW00012863","1912-06","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","493.0","6","233.1",",6","10",",6","10",",6","2",",6","","","","","0",",6","0",",6","0",",6","30",",6","4",",6","","","","","","","18.3",",6,30,","","","","","30.5",",,6,05,+","34.4",",6,18,","690.8","6","0.0",",6","143.3",",,,6","","","26.10",",6","28.90",",,,6","23.30",",,,6","","","",""
"USW00012863","1912-07","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","800.2","6","307.2",",6","8",",6","8",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","18",",6","","","","","","","18.3",",6,01,","","","","","25.9",",,6,14,","36.1",",6,13,","0.0","6","0.0",",6","135.4",",,,6","","","28.24",",6","31.91",",,,6","24.58",",,,6","","","",""
"USW00012863","1912-09","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","","","289.3",",6","13",",6","9",",6","8",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","11",",6","","","","","","","21.1",",6,22,","","","0",",,6,30,+","74.2",",,6,29,","37.2",",6,05,","","","0.0",",6","447.1",",,,6","0",",,,6","27.98",",6","31.15",",,,6","24.80",",,,6","","","",""
"USW00012863","1912-10","28.96667","-89.38333","4.0","BURRWOOD WEATHER BUREAU, LA US","","","197.5",",6","10",",6","10",",6","5",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","","","","","","","15.0",",6,26,","","","","","141.2",",,6,14,","31.1",",6,12,","","","0.0",",6","405.6",",,,6","","","24.70",",6","27.93",",,,6","21.48",",,,6","","","",""
