"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00363706","1898-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","6",",6","2",",6","","","","","","","","","","","44.2",",,6,27,","122.3",",,,6","","","",""
"USC00363706","1898-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","14",",6","9",",6","3",",6","","","","","","","","","","","71.6",",,6,04,","221.0",",,,6","","","",""
"USC00363706","1898-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","3",",6","1",",6","","","","","","","","","","","34.5",",,6,27,","52.9",",,,6","","","",""
"USC00363706","1898-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","15",",6","10",",6","2",",6","","","","","","","","","","","35.6",",,6,19,","133.5",",,,6","","","",""
"USC00363706","1898-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","7",",6","0",",6","","","","","","","","","","","20.6",",,6,19,","80.0",",,,6","","","",""
"USC00363706","1898-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","5",",6","0",",6","","","","","","","","","","","22.6",",,6,05,","72.0",",,,6","","","",""
"USC00363706","1899-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","4",",6","0",",6","","","","","","","","","","","15.5",",,6,07,","62.7",",,,6","","","",""
"USC00363706","1899-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","14",",6","11",",6","1",",6","","","","","","","","","","","25.7",",,6,27,","97.6",",,,6","","","",""
"USC00363706","1899-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","17",",6","11",",6","0",",6","","","","","","","","","","","18.0",",,6,19,","93.9",",,,6","","","",""
"USC00363706","1899-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","5",",6","2",",6","0",",6","","","","","","","","","","","21.1",",,6,08,","29.3",",,,6","","","",""
"USC00363706","1899-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","9",",6","1",",6","","","","","","","","","","","28.4",",,6,09,","114.0",",,,6","","","",""
"USC00363706","1899-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","8",",6","0",",6","","","","","","","","","","","18.0",",,6,25,","74.2",",,,6","","","",""
"USC00363706","1899-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","4",",6","0",",6","","","","","","","","","","","19.8",",,6,09,","48.4",",,,6","","","",""
"USC00363706","1899-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","5",",6","1",",6","","","","","","","","","","","61.0",",,6,27,","123.2",",,,6","","","",""
"USC00363706","1899-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","7",",6","2",",6","","","","","","","","","","","30.5",",,6,26,","108.0",",,,6","","","",""
"USC00363706","1899-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","2",",6","0",",6","","","","","","","","","","","5.1",",,6,09,","14.8",",,,6","","","",""
"USC00363706","1899-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","6",",6","0",",6","","","","","","","","","","","19.8",",,6,01,","59.2",",,,6","","","",""
"USC00363706","1899-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","6",",6","0",",6","","","0",",6","","","","","0",",T,6,31,+","17.5",",,6,24,","46.5",",,,6","0",",T,,6","",""
"USC00363706","1900-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","5",",6","0",",6","","","0",",6","","","","","3",",,6,01,","19.8",",,6,12,","52.6",",,,6","3",",,,6","",""
"USC00363706","1900-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","6",",6","1",",6","","","0",",6","","","","","8",",,6,17,","26.2",",,6,22,","86.5",",,,6","8",",,,6","",""
"USC00363706","1900-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","4",",6","1",",6","","","0",",6","","","","","18",",,6,15,","27.9",",,6,16,","76.2",",,,6","34",",,,6","",""
"USC00363706","1900-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","5",",6","0",",6","","","","","","","","","","","9.9",",,6,23,","36.4",",,,6","","","",""
"USC00363706","1900-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","2",",6","0",",6","","","","","","","","","","","19.6",",,6,19,","33.9",",,,6","","","",""
"USC00363706","1900-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","7",",6","0",",6","","","","","","","","","","","15.0",",,6,12,","73.3",",,,6","","","",""
"USC00363706","1900-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","7",",6","1",",6","","","","","","","","","","","34.3",",,6,26,","79.9",",,,6","","","",""
"USC00363706","1900-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","5",",6","2",",6","","","","","","","","","","","42.4",",,6,28,","119.9",",,,6","","","",""
"USC00363706","1900-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","5",",6","3",",6","0",",6","","","","","","","","","","","20.3",",,6,04,","35.7",",,,6","","","",""
"USC00363706","1900-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","2",",6","0",",6","","","","","","","","","","","22.9",",,6,14,","31.9",",,,6","","","",""
"USC00363706","1900-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","14",",6","4",",6","1",",6","","","","","","","","","","","41.9",",,6,26,","68.5",",,,6","","","",""
"USC00363706","1900-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","5",",6","0",",6","","","","","","","","","","","18.5",",,6,05,","40.8",",,,6","","","",""
"USC00363706","1901-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","5",",6","0",",6","","","","","","","","","","","17.0",",,6,12,","46.9",",,,6","","","",""
"USC00363706","1901-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","1",",6","0",",6","","","","","","","","","","","8.9",",,6,04,","13.5",",,,6","","","",""
"USC00363706","1901-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","14",",6","5",",6","1",",6","","","","","","","","","","","36.3",",,6,11,","91.7",",,,6","","","",""
"USC00363706","1901-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","6",",6","1",",6","","","","","","","","","","","27.7",",,6,03,","73.1",",,,6","","","",""
"USC00363706","1901-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","15",",6","13",",6","1",",6","","","","","","","","","","","29.7",",,6,29,","151.7",",,,6","","","",""
"USC00363706","1901-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","4",",6","0",",6","","","","","","","","","","","9.7",",,6,07,","29.1",",,,6","","","",""
"USC00363706","1901-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","7",",6","0",",6","","","","","","","","","","","8.9",",,6,12,","38.3",",,,6","","","",""
"USC00363706","1901-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","5",",6","1",",6","","","","","","","","","","","36.1",",,6,07,","76.3",",,,6","","","",""
"USC00363706","1901-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","4",",6","0",",6","","","","","","","","","","","21.6",",,6,11,","54.9",",,,6","","","",""
"USC00363706","1901-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","4",",6","3",",6","0",",6","","","","","","","","","","","15.7",",,6,14,","29.1",",,,6","","","",""
"USC00363706","1901-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","3",",6","0",",6","","","0",",6","","","","","0",",T,6,30,+","21.3",",,6,24,","32.7",",,,6","0",",T,,6","",""
"USC00363706","1901-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","8",",6","1",",6","","","","","","","","","","","30.5",",,6,15,","120.8",",,,6","","","",""
"USC00363706","1902-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","4",",6","1",",6","","","","","","","","","","","45.7",",,6,22,","81.4",",,,6","","","",""
"USC00363706","1902-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","5",",6","1",",6","","","","","","","","","","","45.0",",,6,22,","90.2",",,,6","","","",""
"USC00363706","1902-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","10",",6","0",",6","","","","","","","","","","","21.3",",,6,05,","88.7",",,,6","","","",""
"USC00363706","1902-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","6",",6","0",",6","","","0",",6","","","","","0",",T,6,03,+","15.2",",,6,30,+","69.2",",,,6","0",",T,,6","",""
"USC00363706","1902-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","1",",6","0",",6","","","","","","","","","","","2.5",",,6,03,","7.4",",,,6","","","",""
"USC00363706","1902-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","9",",6","1",",6","","","","","","","","","","","40.9",",,6,26,","108.2",",,,6","","","",""
"USC00363706","1902-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","7",",6","1",",6","","","","","","","","","","","26.2",",,6,25,","106.5",",,,6","","","",""
"USC00363706","1902-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","3",",6","0",",6","","","","","","","","","","","22.6",",,6,06,","57.4",",,,6","","","",""
"USC00363706","1902-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","7",",6","1",",6","","","","","","","","","","","45.5",",,6,26,","100.6",",,,6","","","",""
"USC00363706","1902-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","5",",6","3",",6","","","","","","","","","","","46.5",",,6,28,","149.0",",,,6","","","",""
"USC00363706","1902-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","4",",6","0",",6","","","","","","","","","","","12.7",",,6,26,","33.8",",,,6","","","",""
"USC00363706","1902-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","17",",6","12",",6","0",",6","","","","","","","","","","","20.6",",,6,03,","120.1",",,,6","","","",""
"USC00363706","1903-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","6",",6","1",",6","","","","","","","","","","","31.2",",,6,03,","93.2",",,,6","","","",""
"USC00363706","1903-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","6",",6","0",",6","","","","","","","","","","","22.9",",,6,17,","93.6",",,,6","","","",""
"USC00363706","1903-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","8",",6","1",",6","","","","","","","","","","","25.9",",,6,23,","108.6",",,,6","","","",""
"USC00363706","1903-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","9",",6","1",",6","","","","","","","","","","","25.9",",,6,15,","82.4",",,,6","","","",""
"USC00363706","1903-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","2",",6","0",",6","","","","","","","","","","","5.3",",,6,24,","11.6",",,,6","","","",""
"USC00363706","1903-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","18",",6","13",",6","1",",6","","","","","","","","","","","40.1",",,6,29,","143.0",",,,6","","","",""
"USC00363706","1903-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","7",",6","0",",6","","","","","","","","","","","13.2",",,6,19,","44.7",",,,6","","","",""
"USC00363706","1903-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","17",",6","11",",6","1",",6","","","","","","","","","","","55.4",",,6,28,","148.0",",,,6","","","",""
"USC00363706","1903-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","4",",6","0",",6","","","","","","","","","","","14.5",",,6,09,","49.6",",,,6","","","",""
"USC00363706","1903-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","5",",6","0",",6","","","","","","","","","","","16.5",",,6,09,","66.6",",,,6","","","",""
"USC00363706","1903-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","5",",6","0",",6","","","0",",6","","","","","0",",T,6,30,+","7.6",",,6,16,","22.0",",,,6","0",",T,,6","",""
"USC00363706","1903-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","4",",6","0",",6","","","","","","","","","","","14.7",",,6,21,","49.2",",,,6","","","",""
"USC00363706","1904-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","9",",6","0",",6","","","","","","","","","","","15.2",",,6,27,","78.9",",,,6","","","",""
"USC00363706","1904-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","4",",6","0",",6","","","0",",6","","","","","3",",,6,19,+","21.6",",,6,22,","36.8",",,,6","6",",,,6","",""
"USC00363706","1904-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","8",",6","0",",6","","","0",",6","","","","","8",",,6,14,","20.6",",,6,08,","63.6",",,,6","16",",,,6","",""
"USC00363706","1904-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","6",",6","0",",6","","","0",",6","","","","","0",",T,6,20,+","13.5",",,6,29,","60.5",",,,6","0",",T,,6","",""
"USC00363706","1904-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","5",",6","2",",6","","","","","","","","","","","35.1",",,6,31,","87.8",",,,6","","","",""
"USC00363706","1904-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","15",",6","8",",6","0",",6","","","","","","","","","","","17.5",",,6,07,","66.3",",,,6","","","",""
"USC00363706","1904-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","16",",6","10",",6","2",",6","","","","","","","","","","","35.1",",,6,01,","156.1",",,,6","","","",""
"USC00363706","1904-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","7",",6","0",",6","","","","","","","","","","","18.3",",,6,18,+","75.0",",,,6","","","",""
"USC00363706","1904-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","3",",6","0",",6","","","","","","","","","","","19.1",",,6,15,","43.0",",,,6","","","",""
"USC00363706","1904-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","4",",6","0",",6","","","","","","","","","","","25.1",",,6,21,","70.6",",,,6","","","",""
"USC00363706","1904-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","3",",6","2",",6","0",",6","","","0",",6","","","","","0",",T,6,29,+","9.4",",,6,14,","13.8",",,,6","0",",T,,6","",""
"USC00363706","1904-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","7",",6","0",",6","","","0",",6","","","","","13",",,6,25,+","11.7",",,6,18,","60.7",",,,6","52",",,,6","",""
"USC00363706","1905-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","14",",6","7",",6","1",",6","","","5",",6","","","","","170",",,6,03,","43.2",",,6,07,","105.1",",,,6","539",",,,6","",""
"USC00363706","1905-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","5",",6","0",",6","","","4",",6","","","","","71",",,6,20,+","7.6",",,6,13,+","29.7",",,,6","259",",,,6","",""
"USC00363706","1905-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","8",",6","1",",6","","","1",",6","","","","","38",",,6,04,","25.7",",,6,21,","80.6",",,,6","46",",,,6","",""
"USC00363706","1905-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","5",",6","0",",6","","","0",",6","","","","","0",",T,6,18,+","7.6",",,6,05,","35.4",",,,6","0",",T,,6","",""
"USC00363706","1905-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","6",",6","0",",6","","","","","","","","","","","14.2",",,6,15,","37.7",",,,6","","","",""
