"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00362013","1941-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","24.9",",,6,01,","","","","","32.5",",,,6","","","","","","","","","","","",""
"USC00362013","1941-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",6","7",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","8.9",",,6,04,","","","","","42.2",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1941-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","6",",6","4",",6","1",",6","","","0",",6","","","","","","","","","","","1","","","","","","","","0",",,6,30,+","25.7",",,6,07,","","","","","74.8",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1941-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",6","5",",6","2",",6","","","","","","","","","","","","","","","1","","","","","","","","","","37.6",",,6,14,","","","","","94.9",",,,6","","","","","","","","","","","",""
"USC00362013","1942-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",6","3",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","","","216",",,6,04,","17.8",",,6,04,","","","","","34.9",",,,6","216",",,,6","","","","","","","","","",""
"USC00362013","1942-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",6","6",",6","0",",6","","","2",",6","","","","","","","","","","","1","","","","","","","","165",",,6,05,","22.9",",,6,07,","","","","","75.2",",,,6","221",",,,6","","","","","","","","","",""
"USC00362013","1942-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",6","5",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","","","64",",,6,09,","24.1",",,6,10,","","","","","53.3",",,,6","64",",,,6","","","","","","","","","",""
"USC00362013","1942-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","","","","","","","","","0",",6","","","","","","","","","","","3","","","","","","","","0",",,6,31,+","","","","","","","","","0",",,,6","","","","","","","","","",""
"USC00362013","1942-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",6","9",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","","","24.1",",,6,08,","","","","","76.2",",,,6","","","","","","","","","","","",""
"USC00362013","1942-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","49.0",",,6,18,","","","","","165.3",",,,6","","","","","","","","","","","",""
"USC00362013","1942-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",6","9",",6","0",",6","","","","","","","","","","","","","","","5","","","","","","","","","","17.5",",,6,09,","","","","","80.1",",,,6","","","","","","","","","","","",""
"USC00362013","1942-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","5",",6","4",",6","1",",6","","","","","","","","","","","","","","","3","","","","","","","","","","37.8",",,6,27,","","","","","87.8",",,,6","","","","","","","","","","","",""
"USC00362013","1942-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",6","8",",6","1",",6","","","","","","","","","","","","","","","2","","","","","","","","","","27.9",",,6,27,","","","","","89.9",",,,6","","","","","","","","","","","",""
"USC00362013","1942-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",6","7",",6","1",",6","","","","","","","","","","","","","","","1","","","","","","","","","","25.4",",,6,25,","","","","","78.7",",,,6","","","","","","","","","","","",""
"USC00362013","1942-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",6","8",",6","1",",6","","","4",",6","","","","","","","","","","","1","","","","","","","","127",",,6,18,","46.2",",,6,30,","","","","","129.3",",,,6","266",",,,6","","","","","","","","","",""
"USC00362013","1943-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","14","1,6","6","1,6","0","1,6","","","3",",6","","","","","","","","","","","","","","","","","","","178",",,6,29,","17.8","1,,6,29,+","","","","","60.3","1,,,6","327",",,,6","","","","","","","","","",""
"USC00362013","1943-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",6","6",",6","0",",6","20","5,6","1",",6","","","","","","","","","","","2","","","","","","229","5,,6,01,","198",",,6,27,","13.5",",,6,27,","","","","","43.5",",,,6","226",",,,6","","","","","","","","","",""
"USC00362013","1943-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",6","6",",6","0",",6","","","1",",6","","","","","","","","","","","1","","","","","","","","38",",,6,06,","22.1",",,6,17,","","","","","71.2",",,,6","81",",,,6","","","","","","","","","",""
"USC00362013","1943-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","21.8",",,6,20,","","","","","85.6",",,,6","","","","","","","","","","","",""
"USC00362013","1943-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","17",",6","14",",6","2",",6","","","","","","","","","","","","","","","1","","","","","","","","","","37.3",",,6,20,","","","","","183.3",",,,6","","","","","","","","","","","",""
"USC00362013","1943-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","15",",6","11",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","14.0",",,6,30,","","","","","92.4",",,,6","","","","","","","","","","","",""
"USC00362013","1943-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","13","1,6","7","1,6","1","1,6","","","","","","","","","","","","","","","3","","","","","","","","","","26.7","1,,6,05,","","","","","119.6","1,,,6","","","","","","","","","","","",""
"USC00362013","1943-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",6","4",",6","1",",6","","","","","","","","","","","","","","","12","","","","","","","","","","38.1",",,6,14,","","","","","87.5",",,,6","","","","","","","","","","","",""
"USC00362013","1943-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","7","","","","","","","","","","11.7",",,6,05,","","","","","16.0",",,,6","","","","","","","","","","","",""
"USC00362013","1943-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00362013","1943-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","6",",6","4",",6","1",",6","","","0",",6","","","","","","","","","","","1","","","","","","","","0",",T,6,17,+","45.7",",,6,09,","","","","","63.2",",,,6","0",",T,,6","","","","","","","","","",""
"USC00362013","1943-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","2",",6","1",",6","1",",6","","","0",",6","","","","","","","","","","","1","","","","","","","","0",",T,6,11,","25.7",",,6,27,","","","","","28.0",",,,6","0",",T,,6","","","","","","","","","",""
"USC00362013","1944-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","5",",6","4",",6","1",",6","","","0",",6","","","","","","","","","","","","","","","","","","","13",",,6,03,","32.3",",,6,04,","","","","","51.2",",,,6","13",",,,6","","","","","","","","","",""
"USC00362013","1944-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",6","4",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","","","114",",,6,12,","11.9",",,6,27,","","","","","36.8",",,,6","163",",,,6","","","","","","","","","",""
"USC00362013","1944-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","13",",6","9",",6","0",",6","","","3",",6","","","","","","","","","","","","","","","","","","","114",",,6,20,+","21.6",",,6,24,","","","","","105.9",",,,6","253",",,,6","","","","","","","","","",""
"USC00362013","1944-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","16",",6","10",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","","","51",",,6,05,","22.1",",,6,25,","","","","","84.5",",,,6","51",",,,6","","","","","","","","","",""
"USC00362013","1944-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","56.9",",,6,07,","","","","","115.0",",,,6","","","","","","","","","","","",""
"USC00362013","1944-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","14",",6","12",",6","2",",6","","","","","","","","","","","","","","","2","","","","","","","","","","36.8",",,6,24,","","","","","159.4",",,,6","","","","","","","","","","","",""
"USC00362013","1944-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","41.9",",,6,13,","","","","","81.3",",,,6","","","","","","","","","","","",""
"USC00362013","1944-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00362013","1944-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",6","7",",6","2",",6","","","0",",6","","","","","","","","","","","10","","","","","","","","0",",,6,31,+","45.7",",,6,21,","","","","","125.5",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1944-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","","","","","","","","","1",",6","","","","","","","","","","","2","","","","","","","","25",",,6,20,","","","","","","","","","40",",,,6","","","","","","","","","",""
"USC00362013","1944-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","","","","","","","","","3",",6","","","","","","","","","","","","","","","","","","","140",",,6,19,","","","","","","","","","331",",,,6","","","","","","","","","",""
"USC00362013","1945-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",6","8",",6","0",",6","31",",6","6",",6","","","","","","","","","","","","","","","","","432",",,6,29,+","178",",,6,17,","20.3",",,6,02,","","","","","69.1",",,,6","534",",,,6","","","","","","","","","",""
"USC00362013","1945-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","","","","","","","23","4,6","2",",6","","","","","","","","","","","","","","","","","356","4,,6,02,+","76",",,6,14,","","","","","","","","","114",",,,6","","","","","","","","","",""
"USC00362013","1945-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","15","1,6","11","1,6","0","1,6","","","0",",6","","","","","","","","","","","2","","","","","","","","0",",T,6,08,+","15.2","1,,6,22,+","","","","","78.9","1,,,6","0",",T,,6","","","","","","","","","",""
"USC00362013","1945-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00362013","1945-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","19",",6","14",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","50.8",",,6,17,","","","","","183.9",",,,6","","","","","","","","","","","",""
"USC00362013","1945-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","15",",6","11",",6","2",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,30,+","47.0",",,6,29,","","","","","146.2",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1945-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",6","7",",6","1",",6","","","","","","","","","","","","","","","1","","","","","","","","","","40.6",",,6,15,","","","","","104.7",",,,6","","","","","","","","","","","",""
"USC00362013","1945-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","39.4",",,6,25,","","","","","97.1",",,,6","","","","","","","","","","","",""
"USC00362013","1945-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",6","8",",6","3",",6","","","","","","","","","","","","","","","1","","","","","","","","","","30.0",",,6,18,","","","","","161.6",",,,6","","","","","","","","","","","",""
"USC00362013","1945-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",6","6",",6","1",",6","","","","","","","","","","","","","","","2","","","","","","","","","","33.0",",,6,09,","","","","","82.7",",,,6","","","","","","","","","","","",""
"USC00362013","1945-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","15",",6","14",",6","1",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",T,6,30,+","26.2",",,6,03,","","","","","130.4",",,,6","0",",T,,6","","","","","","","","","",""
"USC00362013","1945-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",6","6",",6","0",",6","","","4",",6","","","","","","","","","","","1","","","","","","","","152",",,6,20,","19.3",",,6,06,","","","","","59.3",",,,6","386",",,,6","","","","","","","","","",""
"USC00362013","1946-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",6","8",",6","0",",6","","","2",",6","","","","","","","","","","","1","","","","","","","","38",",,6,21,","9.9",",,6,07,","","","","","44.6",",,,6","63",",,,6","","","","","","","","","",""
"USC00362013","1946-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",6","7",",6","0",",6","","","2",",6","","","","","","","","","","","","","","","","","","","191",",,6,20,","17.8",",,6,20,","","","","","53.2",",,,6","229",",,,6","","","","","","","","","",""
"USC00362013","1946-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",6","10",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","22.9",",,6,15,+","","","","","101.6",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1946-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18.0",",,6,27,","","","","","24.4",",,,6","","","","","","","","","","","",""
"USC00362013","1946-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","16",",6","14",",6","2",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","38.1",",,6,28,","","","","","214.1",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1946-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","13",",6","12",",6","2",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,30,+","109.2",",,6,29,","","","","","254.4",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1946-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",6","8",",6","0",",6","","","0",",6","","","","","","","","","","","1","","","","","","","","0",",,6,31,+","13.2",",,6,23,","","","","","55.9",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1946-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",6","6",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","16.5",",,6,01,","","","","","56.4",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1946-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","6",",6","6",",6","1",",6","","","","","","","","","","","","","","","1","","","","","","","","","","32.5",",,6,25,","","","","","71.1",",,,6","","","","","","","","","","","",""
"USC00362013","1946-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",6","7",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","21.1",",,6,26,","","","","","76.2",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1946-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","4",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,30,+","15.0",",,6,27,","","","","","30.5",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1946-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","5","1,6","5","1,6","1","1,6","","","1","1,6","","","","","","","","","","","","","","","","","","","114","1,,6,21,","34.5","1,,6,21,","","","","","58.6","1,,,6","114","1,,,6","","","","","","","","","",""
"USC00362013","1947-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",6","10",",6","0",",6","","","2",",6","","","","","","","","","","","1","","","","","","","","114",",,6,06,","23.1",",,6,31,","","","","","101.6",",,,6","167",",,,6","","","","","","","","","",""
"USC00362013","1947-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","3",",6","2",",6","0",",6","","","3",",6","","","","","","","","","","","","","","","","","","","254",",,6,21,","19.8",",,6,21,","","","","","25.4",",,,6","376",",,,6","","","","","","","","","",""
"USC00362013","1947-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",6","6",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","","","191",",,6,03,","19.8",",,6,03,","","","","","61.7",",,,6","204",",,,6","","","","","","","","","",""
"USC00362013","1947-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","","","","","","","","","0",",6","","","","","","","","","","","1","","","","","","","","0",",,6,30,+","","","","","","","","","0",",,,6","","","","","","","","","",""
"USC00362013","1947-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","17",",6","16",",6","1",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","26.4",",,6,01,","","","","","210.7",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1947-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","33.0",",,6,15,","","","","","107.2",",,,6","","","","","","","","","","","",""
"USC00362013","1947-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",6","6",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","20.8",",,6,10,","","","","","55.1",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1947-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","1","","","","","","","","0",",,6,30,+","16.0",",,6,22,","","","","","42.4",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1947-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","","","21.1",",,6,31,","","","","","34.5",",,,6","","","","","","","","","","","",""
"USC00362013","1947-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11","1,6","8","1,6","2","1,6","","","","","","","","","","","","","","","2","","","","","","","","","","30.5","1,,6,08,","","","","","116.1","1,,,6","","","","","","","","","","","",""
"USC00362013","1947-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8","1,6","3","1,6","0","1,6","","","2",",6","","","","","","","","","","","","","","","","","","","69",",,6,27,","12.7","1,,6,16,","","","","","34.6","1,,,6","154",",,,6","","","","","","","","","",""
"USC00362013","1948-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",6","7",",6","1",",6","28","3,6","7",",6","","","","","","","","","","","","","","","","","279","3,,6,26,","229",",,6,25,","30.5",",,6,02,","","","","","73.8",",,,6","654",",,,6","","","","","","","","","",""
"USC00362013","1948-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",6","7",",6","0",",6","","","3",",6","","","","","","","","","","","","","","","","","","","107",",,6,22,","15.7",",,6,14,","","","","","47.6",",,,6","261",",,,6","","","","","","","","","",""
"USC00362013","1948-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11","2,6","7","2,6","0","2,6","","","","","","","","","","","","","","","","","","","","","","","","","21.1","2,,6,20,","","","","","88.2","2,,,6","","","","","","","","","","","",""
"USC00362013","1948-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","14",",6","14",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","34.3",",,6,12,","","","","","137.8",",,,6","","","","","","","","","","","",""
"USC00362013","1948-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","15",",0","12",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","21.1",",,0,15,","","","","","132.9",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1948-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","14",",0","9",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","21.6",",,0,19,","","","","","114.9",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1948-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",0","8",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","50.8",",,0,22,","","","","","139.0",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1948-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","22.1",",,0,06,","","","","","50.8",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1948-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","5",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","20.3",",,0,30,","","","","","32.1",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1948-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",0","5",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","38.1",",,0,18,","","","","","104.3",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1948-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",0","9",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",T,0,29,","36.8",",,0,07,","","","","","133.1",",,,0","0",",T,,0","","","","","","","","","",""
"USC00362013","1948-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",0","10",",0","1",",0","13",",0","4",",0","","","","","","","","","","","","","","","","","127",",,0,21,+","104",",,0,20,","50.8",",,0,30,","","","","","141.8",",,,0","243",",,,0","","","","","","","","","",""
"USC00362013","1949-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",0","10",",0","0",",0","6",",0","2",",0","","","","","","","","","","","","","","","","","102",",,0,31,+","102",",,0,31,","23.4",",,0,06,","","","","","89.7",",,,0","140",",,,0","","","","","","","","","",""
"USC00362013","1949-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","13",",0","11",",0","0",",0","12",",0","3",",0","","","","","","","","","","","","","","","","","127",",,0,01,","51",",,0,28,+","13.2",",,0,20,","","","","","71.3",",,,0","127",",,,0","","","","","","","","","",""
"USC00362013","1949-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","6","2,0","4","2,0","0","2,0","3",",0","1",",0","","","","","","","","","","","","","","","","","76",",,0,01,","46",",,0,19,","11.4","2,,0,11,","","","","","25.7","2,,,0","84",",,,0","","","","","","","","","",""
"USC00362013","1949-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",0","9",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","24.1",",,0,14,","","","","","109.1",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1949-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","13",",0","10",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","30.0",",,0,20,","","","","","104.6",",,,0","0",",,,0","","","","","","","","","",""
