"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HN05","HN05_ATTRIBUTES","HN06","HN06_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","HX05","HX05_ATTRIBUTES","HX06","HX06_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LN05","LN05_ATTRIBUTES","LN06","LN06_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","LX05","LX05_ATTRIBUTES","LX06","LX06_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MN05","MN05_ATTRIBUTES","MN06","MN06_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MX05","MX05_ATTRIBUTES","MX06","MX06_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00122309","1957-01","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","0.0","0","0.0",",0","12",",0","7",",0","0",",0","3",",0","1","1,0","1",",0","30",",0","13",",0","0",",0","0",",0","","","","","-17.8",",0,17,","25",",,0,18,+","25","1,,0,05,","23.4",",,0,22,","16.7",",0,22,","","","1531.2","0","","","","","","","","","","","","","641.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.4",",,,0","59","1,,,0","-2.36",",0","2.24",",,,0","-6.96",",,,0","",""
"USC00122309","1957-02","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","0.0","0","0.0",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","16",",0","0",",0","0",",0","0",",0","","","","","-8.3",",0,20,","0",",,0,28,+","0",",T,0,05,","42.9",",,0,10,","20.0",",0,26,","","","1921.1","0","","","","","","","","","","","","","389.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.0",",,,0","0",",T,,0","4.41",",0","8.86",",,,0","-0.04",",,,0","",""
"USC00122309","1957-03","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","0.0","0","0.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","2",",0","0",",0","","","","","-8.9",",0,03,","0",",T,0,08,","0",",T,0,08,","13.0",",,0,12,","22.8",",0,14,","","","2298.1","0","","","","","","","","","","","","","377.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.3",",,,0","0",",T,,0","6.17",",0","11.31",",,,0","1.03",",,,0","",""
"USC00122309","1957-04","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","41.4","0","41.4",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","13",",0","0",",0","","","","","-3.9",",0,14,","0",",,0,30,+","0",",,0,30,+","60.5",",,0,04,","28.9",",0,22,","","","2470.0","0","","","","","","","","","","","","","171.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147.3",",,,0","0",",,,0","13.98",",0","19.29",",,,0","8.67",",,,0","5314",",,,0"
"USC00122309","1957-05","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","83.0","0","41.6",",0","11",",0","7",",0","3",",0","0",",0","0",",0","0",",0","1",",0","0",",0","24",",0","0",",0","","","","","0.0",",0,05,","0",",,0,31,+","0",",,0,31,+","51.6",",,0,22,","28.9",",0,13,","","","2534.7","0","","","","","","","","","","","","","64.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179.5",",,,0","0",",,,0","17.59",",0","23.44",",,,0","11.73",",,,0","4041",",,,0"
"USC00122309","1957-06","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","217.9","0","134.9",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","","","","","12.2",",0,25,","0",",,0,30,+","0",",,0,30,+","55.4",",,0,24,","33.9",",0,18,","","","2537.8","0","","","","","","","","","","","","","3.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145.3",",,,0","0",",,,0","22.73",",0","27.61",",,,0","17.84",",,,0","3324",",,,0"
"USC00122309","1957-07","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","393.2","0","175.3",",0","10",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","","","","","12.8",",0,11,","0",",,0,31,+","0",",,0,31,+","28.7",",,0,23,","32.2",",0,22,+","","","0.0","0","","","","","","","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.2",",,,0","0",",,,0","23.99",",0","29.45",",,,0","18.53",",,,0","2679",",,,0"
"USC00122309","1957-08","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","541.3","0","148.1",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","","","9.4",",0,06,","0",",,0,31,+","0",",,0,31,+","30.2",",,0,13,","33.9",",0,31,","157.3","3,,,0","2.5","0","","","","","","","","","","","","","2.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.1",",,,0","0",",,,0","23.03",",0","29.58",",,,0","16.48",",,,0","2356","2,,,0"
"USC00122309","1957-09","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","615.0","0","73.7",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","3",",0","","","","","5.0",",0,28,","0",",,0,30,+","0",",,0,30,+","19.3",",,0,16,","34.4",",0,02,","111.0","4,,,0","33.9","0","","","","","","","","","","","","","31.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.2",",,,0","0",",,,0","19.74",",0","25.58",",,,0","13.91",",,,0","3457",",,,0"
"USC00122309","1957-10","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","615.3","0","0.3",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","11",",0","0",",0","","","","","-2.8",",0,28,","0",",,0,31,+","0",",,0,31,+","25.9",",,0,17,","26.1",",0,02,","85.9","4,,,0","236.6","0","","","","","","","","","","","","","202.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.9",",,,0","0",",,,0","11.80",",0","17.67",",,,0","5.94",",,,0","4185",",,,0"
"USC00122309","1957-11","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","615.3","0","0.0",",0","10",",0","8",",0","3",",0","0",",0","0",",0","0",",0","14",",0","0",",0","0",",0","0",",0","","","","","-8.3",",0,10,","0",",T,0,30,","0",",T,0,30,","65.8",",,0,14,","18.9",",0,02,","","","592.2","0","","","","","","","","","","","","","355.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","206.1",",,,0","0",",T,,0","6.48",",0","11.71",",,,0","1.25",",,,0","",""
"USC00122309","1957-12","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","615.3","0","0.0",",0","14",",0","10",",0","3",",0","2",",0","0",",0","0",",0","16",",0","3",",0","0",",0","0",",0","","","","","-15.0",",0,12,","25",",,0,05,+","13",",,0,04,","40.4",",,0,20,+","16.1",",0,24,","","","1041.6","0","","","","","","","","","","","","","449.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163.3",",,,0","18",",,,0","3.84",",0","8.49",",,,0","-0.82",",,,0","",""
"USC00122309","1958-01","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","0.0","0","0.0",",0","5",",0","3",",0","1",",0","3",",0","2",",0","0",",0","28",",0","11",",0","0",",0","0",",0","","","","","-12.8",",0,04,","25",",,0,26,+","38",",,0,25,","32.5",",,0,21,","11.1",",0,11,","","","1646.4","0","","","","","","","","","","","","","604.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.8",",,,0","71",",,,0","-1.18",",0","2.78",",,,0","-5.13",",,,0","",""
