"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00111020","1993-05","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","","","27.2","3,0","14",",0","9",",0","1",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","17","3,0","0","3,0","4.4","3,0,13,","0",",,0,31,+","0",",,0,31,+","28.4",",,0,18,","28.3","3,0,11,+","","","","","","","59.9","3,0","","","","","","","","","","","","","","","","","","","","","112.6",",,,0","0",",,,0","17.17","3,0","22.82","3,,,0","11.51","3,,,0"
"USC00111020","1993-06","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","","","","","14","2,0","9","2,0","0","2,0","0",",0","0",",0","","","","","0","4,0","26","4,0","1","4,0","","","0",",,0,30,+","0",",,0,30,+","23.9","2,,0,29,","33.3","4,0,18,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131.5",",a,,0","0",",,,0","","","28.96","4,,,0","",""
"USC00111020","1993-07","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","","","185.5","5,0","12",",0","11",",0","0",",0","0",",0","0",",0","0","5,0","0","5,0","0","5,0","26","5,0","7","5,0","16.1","5,0,30,","0",",,0,31,+","0",",,0,31,+","23.1",",,0,12,","34.4","5,0,28,","0.0","0","","","","","0.0","5,0","","","","","","","","","","","","","","","","","","","","","143.0",",,,0","0",",,,0","25.47","5,0","30.71","5,,,0","20.22","5,,,0"
"USC00111020","1993-08","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","","","182.4","3,0","12",",0","7",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0","3,0","28","3,0","11","3,0","11.7","2,0,08,","0",",,0,31,+","0",",,0,31,+","34.3",",,0,13,","33.9","3,0,29,+","0.0","0","","","","","0.0","3,0","","","","","","","","","","","","","","","","","","","","","117.9",",,,0","0",",,,0","24.72","3,0","30.60","3,,,0","18.84","2,,,0"
"USC00111020","1993-09","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","","","20.4","3,0","12",",0","7",",0","3",",0","0",",0","0",",0","0","3,0","0","3,0","0",",0","23",",0","0",",0","1.1","3,0,30,","0",",,0,30,+","0",",,0,30,+","97.8",",,0,03,","29.4",",0,12,","53.6","0","","","","","53.6",",0","","","","","","","","","","","","","","","","","","","","","242.2",",,,0","0",",,,0","17.18","3,0","23.09",",,,0","11.28","3,,,0"
"USC00111020","1993-10","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","","","2.7","1,0","6",",0","4",",0","1",",0","1",",0","1",",0","0","1,0","6","1,0","0",",0","8",",0","0",",0","-2.8","1,0,28,","25",",,0,31,","25",",,0,31,","30.7",",,0,17,","27.8",",0,08,","261.6","0","","","","","208.0",",0","","","","","","","","","","","","","","","","","","","","","56.4",",,,0","25",",,,0","11.48","1,0","18.27",",,,0","4.70","1,,,0"
"USC00111020","1993-11","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","","","0.0","1,0","11",",0","7",",0","2",",0","4",",0","2",",0","0","1,0","13","1,0","1",",0","1",",0","0",",0","-7.8","1,0,27,","51",",,0,28,","30",",,0,26,","91.4",",,0,14,","22.2",",0,14,","638.2","0","","","","","376.6",",0","","","","","","","","","","","","","","","","","","","","","179.6",",,,0","55",",,,0","5.45","1,0","10.02",",,,0","0.88","1,,,0"
"USC00111020","1993-12","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","","","0.0","1,0","9",",0","2",",0","0",",0","1",",0","1",",0","0","1,0","17","1,0","7",",0","0",",0","0",",0","-16.7","1,0,30,","25",",,0,25,","25",",,0,25,","4.1",",,0,02,","12.8",",0,10,","1151.5","0","","","","","513.3",",0","","","","","","","","","","","","","","","","","","","","","11.5",",,,0","25",",,,0","1.11","1,0","4.60",",,,0","-2.39","1,,,0"
"USC00111020","1994-01","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","0.0","0","0.0",",0","","","","","","","","","","","6",",0","25",",0","12",",0","0",",0","0",",0","-31.1",",0,17,","","","","","","","13.3",",0,28,","1856.8","0","","","","","705.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","-4.42",",0","-0.55",",,,0","-8.28",",,,0"
"USC00111020","1994-02","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","0.0","0","0.0","1,0","5",",0","3",",0","0",",0","","","0",",0","0","1,0","24","1,0","8",",0","0",",0","0",",0","-15.0","1,0,01,","","","8",",,0,01,","13.0",",,0,23,","18.9",",0,20,+","2377.1","0","","","","","520.3",",0","","","","","","","","","","","","","","","","","","","","","25.1",",,,0","8",",,,0","-0.67","1,0","4.48",",,,0","-5.82","1,,,0"
"USC00111020","1994-03","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","0.0","0","0.0",",0","5",",0","2",",0","0",",0","0","1,0","1",",0","0",",0","19",",0","0",",0","3",",0","0",",0","-6.1",",0,31,+","0","1,,0,31,+","25",",,0,01,","17.0",",,0,26,","25.0",",0,24,","2761.9","0","","","","","384.8",",0","","","","","","","","","","","","","","","","","","","","","22.3",",,,0","25",",,,0","5.92",",0","11.86",",,,0","-0.02",",,,0"
"USC00111020","1994-04","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","11.7","0","11.7",",0","14",",0","12",",0","5",",0","0","1,0","0",",0","0",",0","4",",0","0",",0","13",",0","0",",0","-6.7",",0,07,","0","1,,0,30,+","13",",,0,07,","32.0",",,0,29,","28.3",",0,19,","2955.4","0","","","","","193.5",",0","","","","","","","","","","","","","","","","","","","","","231.2",",,,0","13",",,,0","12.27",",0","18.34",",,,0","6.20",",,,0"
"USC00111020","1994-05","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","30.9","0","19.2","1,0","8",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","22",",0","0",",0","2.2","1,0,27,+","0",",,0,31,+","0",",,0,31,+","8.9",",,0,07,","30.6",",0,24,","3054.4","0","","","","","99.0",",0","","","","","","","","","","","","","","","","","","","","","19.1",",,,0","0",",,,0","15.76","1,0","22.81",",,,0","8.72","1,,,0"
"USC00111020","1994-06","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","196.0","0","165.1","1,0","7",",0","5",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","29",",0","14",",0","6.7","1,0,02,","0",",,0,30,+","0",",,0,30,+","49.5",",,0,24,","36.7",",0,20,","3060.8","0","","","","","6.4",",0","","","","","","","","","","","","","","","","","","","","","117.4",",,,0","0",",,,0","23.83","1,0","30.41",",,,0","17.24","1,,,0"
"USC00111020","1994-07","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","351.5","0","155.5",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","11.7",",0,27,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,14,","33.9",",0,06,","0.3","0","","","","","0.3",",0","","","","","","","","","","","","","","","","","","","","","68.3",",,,0","0",",,,0","23.34",",0","29.53",",,,0","17.15",",,,0"
"USC00111020","1994-08","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","481.8","0","130.3",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","8.3",",0,15,","0",",,0,31,+","0",",,0,31,+","15.7",",,0,21,","33.9",",0,29,+","6.4","0","","","","","6.1",",0","","","","","","","","","","","","","","","","","","","","","24.9",",,,0","0",",,,0","22.34",",0","29.41",",,,0","15.27",",,,0"
"USC00111020","1994-09","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","533.9","0","52.1",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","4",",0","5.6",",0,29,","0",",,0,30,+","0",",,0,30,+","25.4",",,0,25,","33.9",",0,15,","55.8","0","","","","","49.4",",0","","","","","","","","","","","","","","","","","","","","","68.6",",,,0","0",",,,0","18.42",",0","25.61",",,,0","11.24",",,,0"
"USC00111020","1994-10","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","543.9","0","10.0","1,0","6",",0","3",",0","1",",0","0",",0","0",",0","0","1,0","3","1,0","0",",0","15",",0","0",",0","-2.8","1,0,27,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,09,","31.7",",0,02,","190.6","0","","","","","134.8",",0","","","","","","","","","","","","","","","","","","","","","45.8",",,,0","0",",,,0","14.17","1,0","20.83",",,,0","7.51","1,,,0"
"USC00111020","1994-11","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","543.9","0","0.0","2,0","12",",0","11",",0","2",",0","0",",0","0",",0","0","2,0","5","2,0","0",",0","3",",0","0",",0","-4.4","2,0,30,+","0",",,0,30,+","0",",,0,30,+","33.5",",,0,04,","21.7",",0,28,+","449.8","0","","","","","259.2",",0","","","","","","","","","","","","","","","","","","","","","149.9",",,,0","0",",,,0","9.11","2,0","14.57",",,,0","3.66","2,,,0"
"USC00111020","1994-12","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","543.9","0","0.0",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","21",",0","2",",0","0",",0","0",",0","-9.4",",0,13,+","0",",,0,31,+","0",",,0,31,+","7.4",",,0,09,","16.1",",0,05,","917.2","0","","","","","467.4",",0","","","","","","","","","","","","","","","","","","","","","26.9",",,,0","0",",,,0","3.26",",0","7.69",",,,0","-1.18",",,,0"
"USC00111020","1995-01","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","0.0","0","0.0",",0","14",",0","7",",0","0",",0","5",",0","2",",0","2",",0","25",",0","14",",0","0",",0","0",",0","-19.4",",0,05,","76",",,0,07,","46",",,0,06,","20.6",",,0,28,","18.9",",0,13,","1545.2","0","","","","","628.0",",0","","","","","","","","","","","","","","","","","","","","","83.8",",,,0","84",",,,0","-1.92",",0","2.21",",,,0","-6.06",",,,0"
"USC00111020","1995-02","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","0.0","0","0.0",",0","5",",0","4",",0","0",",0","","","1",",0","3",",0","23",",0","8",",0","0",",0","0",",0","-18.3",",0,06,","","","64",",,0,04,","12.4",",,0,03,","18.9",",0,23,+","2063.8","0","   7.8",",,,0,3,2","   5.0",",,,0,5,2","518.6",",0","   8.9",",,,0,3,2","   6.7",",,,0,5,2","   0.0",",,,0,3,2","  -1.1",",,,0,5,2","   1.1",",,,0,3,2","   0.0",",,,0,5,2","   3.3",",,,0,3,2","   0.7",",,,0,5,2","   4.5",",,,0,3,2","   1.9",",,,0,5,2","29.5",",,,0","64",",,,0","-0.19",",0","5.20",",,,0","-5.58",",,,0"
"USC00111020","1995-03","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","0.0","0","0.0",",0","5",",0","4",",0","1",",0","0","5,0","0","2,0","0",",0","12",",0","3",",0","6",",0","0",",0","-11.1",",0,03,","0","5,,0,31,+","0","2,,0,31,+","52.1",",,0,07,","24.4",",0,16,","2426.0","0","  11.1",",,,0,3,2","   9.4",",,,0,5,2","362.2",",0","  18.3",",,,0,3,2","  13.9",",,,0,5,2","   3.3",",,,0,3,2","   0.0",",,,0,5,2","   4.4",",,,0,3,2","   1.7",",,,0,5,2","   7.4",",,,0,3,2","   5.2",",,,0,5,2","  11.0",",,,0,3,2","   8.5",",,,0,5,2","78.7",",,,0","0","2,,,0","6.65",",0","12.27",",,,0","1.03",",,,0"
"USC00111020","1995-04","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","2.7","0","2.7",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","9",",0","0",",0","-6.1",",0,01,","0",",,0,30,+","0",",,0,30,+","24.1",",,0,24,","26.7",",0,19,","2652.2","0","  17.2",",,,0,3,2","  13.9",",,,0,5,2","226.2",",0","  20.0",",,,0,3,2","  17.8",",,,0,5,2","   6.1",",,,0,3,2","   5.0",",,,0,5,2","   9.4",",,,0,3,2","   8.3",",,,0,5,2","  10.9",",,,0,3,2","   9.7",",,,0,5,2","  15.9",",,,0,3,2","  13.7",",,,0,5,2","85.2",",,,0","0",",,,0","10.89",",0","17.24",",,,0","4.53",",,,0"
"USC00111020","1995-05","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","17.4","0","14.7","3,0","16",",0","12",",0","5",",0","0",",0","0",",0","0","3,0","0","3,0","0",",0","17",",0","0",",0","3.3","3,0,02,","0",",,0,31,+","0",",,0,31,+","47.2",",,0,18,","28.9",",0,24,","2737.4","0","  23.3","1,,,0,3,2","  19.4",",,,0,5,2","85.2",",0","  26.7","1,,,0,3,2","  23.9",",,,0,5,2","  10.6","1,,,0,3,2","  10.0",",,,0,5,2","  14.4","1,,,0,3,2","  12.2",",,,0,5,2","  17.4","1,,,0,3,2","  16.0",",,,0,5,2","  22.4","1,,,0,3,2","  19.4",",,,0,5,2","278.4",",,,0","0",",,,0","15.99","3,0","21.61",",,,0","10.37","3,,,0"
"USC00111020","1995-06","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","144.9","0","127.5",",0","11",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","9.4",",0,13,","0",",,0,30,+","0",",,0,30,+","30.5",",,0,21,","35.6",",0,21,","2743.0","0","  25.6",",,,0,3,2","  23.9",",,,0,5,2","5.6",",0","  32.8",",,,0,3,2","  29.4",",,,0,5,2","  18.3",",,,0,3,2","  18.9",",,,0,5,2","  23.9",",,,0,3,2","  21.7",",,,0,5,2","  22.7",",,,0,3,2","  21.7",",,,0,5,2","  28.2",",,,0,3,2","  26.1",",,,0,5,2","132.6",",,,0","0",",,,0","22.40",",0","28.26",",,,0","16.53",",,,0"
"USC00111020","1995-07","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","355.5","0","210.6","2,0","9",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","12","1,0","12.2","1,0,02,","0",",,0,31,+","0",",,0,31,+","35.6",",,0,16,","37.8","1,0,14,","0.6","0","  30.6",",,,0,3,2","  27.2",",,,0,5,2","0.6","1,0","  36.7",",,,0,3,2","  31.1",",,,0,5,2","  21.7",",,,0,3,2","  21.1",",,,0,5,2","  25.0",",,,0,3,2","  23.9",",,,0,5,2","  25.6",",,,0,3,2","  24.0",",,,0,5,2","  30.6",",,,0,3,2","  27.1",",,,0,5,2","91.3",",,,0","0",",,,0","25.44","2,0","31.00","1,,,0","19.87","1,,,0"
"USC00111020","1995-08","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","609.9","0","254.4",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","13.9",",0,24,","0",",,0,31,+","0",",,0,31,+","36.8",",,0,10,","35.6",",0,19,+","0.6","0","  29.4",",,,0,3,2","  30.6",",,,0,5,2","0.0",",0","  35.0",",,,0,3,2","  31.1",",,,0,5,2","  26.1",",,,0,3,2","  24.4",",,,0,5,2","  30.6",",,,0,3,2","  29.4",",,,0,5,2","  27.5",",,,0,3,2","  27.1",",,,0,5,2","  32.4",",,,0,3,2","  30.2",",,,0,5,2","101.4",",,,0","0",",,,0","26.54",",0","32.44",",,,0","20.64",",,,0"
"USC00111020","1995-09","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","660.4","0","50.5","1,0","6",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","2","1,0","0",",0","24",",0","1",",0","-1.7","1,0,24,","0",",,0,30,+","0",",,0,30,+","6.4",",,0,04,","33.3",",0,01,","63.8","0","  26.7","1,,,0,3,2","  27.2",",,,0,5,2","63.2",",0","  30.6","1,,,0,3,2","  30.6",",,,0,5,2","  14.4","1,,,0,3,2","  14.4",",,,0,5,2","  21.7","1,,,0,3,2","  16.1",",,,0,5,2","  21.1","1,,,0,3,2","  19.9",",,,0,5,2","  26.9","1,,,0,3,2","  22.1",",,,0,5,2","11.8",",,,0","0",",,,0","17.91","1,0","24.94",",,,0","10.88","1,,,0"
"USC00111020","1995-10","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","666.5","0","6.1","4,0","7",",0","5",",0","1",",0","0",",0","0",",0","0","4,0","1","4,0","0",",0","17",",0","0",",0","-1.7","4,0,25,","0",",,0,31,+","0",",,0,31,+","37.6",",,0,03,","29.4",",0,13,","193.8","0","  19.4",",,,0,3,2","  17.8",",,,0,5,2","130.0",",0","  27.2",",,,0,3,2","  20.6",",,,0,5,2","  10.6",",,,0,3,2","  11.1",",,,0,5,2","  13.9",",,,0,3,2","  12.8",",,,0,5,2","  15.5",",,,0,3,2","  14.6",",,,0,5,2","  20.4",",,,0,3,2","  17.0",",,,0,5,2","75.0",",,,0","0",",,,0","13.85","4,0","21.36",",,,0","6.34","4,,,0"
"USC00111020","1995-11","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","666.5","0","0.0","5,0","5",",0","3",",0","0",",0","0","2,0","0","1,0","0","5,0","20","5,0","2",",0","0",",0","0",",0","-9.4","5,0,24,+","0","2,,0,30,+","0","1,,0,30,+","23.6",",,0,11,","19.4",",0,27,","580.4","0","  12.8","1,,,0,3,2","  11.7",",,,0,5,2","386.6",",0","  18.3","1,,,0,3,2","  14.4",",,,0,5,2","   4.4","1,,,0,3,2","   4.4",",,,0,5,2","   6.1","1,,,0,3,2","   6.1",",,,0,5,2","   6.6","1,,,0,3,2","   6.7",",,,0,5,2","  10.1","1,,,0,3,2","   8.9",",,,0,5,2","41.6",",,,0","0","1,,,0","3.01","5,0","8.89",",,,0","-2.86","5,,,0"
"USC00111020","1995-12","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","666.5","0","0.0","5,0","6",",0","3",",0","1",",0","","","0","3,0","1","5,0","22","5,0","12",",0","0",",0","0",",0","-17.8","5,0,09,","","","0","3,,0,31,+","39.6",",,0,19,","18.3",",0,03,","1095.1","0","   7.2",",,,0,3,2","   6.7",",,,0,5,2","514.7",",0","   9.4",",,,0,3,2","   8.3",",,,0,5,2","  -0.6",",,,0,3,2","   0.0",",,,0,5,2","   0.0",",,,0,3,2","   1.7",",,,0,5,2","   2.5",",,,0,3,2","   2.6",",,,0,5,2","   4.8",",,,0,3,2","   4.7",",,,0,5,2","59.9",",,,0","0","3,,,0","-1.47","5,0","3.91",",,,0","-6.85","5,,,0"
"USC00111020","1996-01","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","0.0","0","0.0","1,0","13",",0","6",",0","0",",0","","","","","3","1,0","26","1,0","12",",0","0",",0","0",",0","-21.1","1,0,31,","","","","","24.1",",,0,19,","17.2",",0,18,","1739.5","0","   4.4","2,,,0,3,2","   3.3",",,,0,5,2","644.4",",0","  10.0","2,,,0,3,2","   7.2",",,,0,5,2","  -2.2","2,,,0,3,2","  -1.7",",,,0,5,2","  -0.6","2,,,0,3,2","   0.0",",,,0,5,2","   0.1","2,,,0,3,2","   0.1",",,,0,5,2","   2.5","2,,,0,3,2","   1.8",",,,0,5,2","88.2",",,,0","","","-3.11","1,0","2.01",",,,0","-8.22","1,,,0"
"USC00111020","1996-02","38.95444","-88.95833","161.5","BROWNSTOWN 4 SW, IL US","0.0","0","0.0","4,0","3",",0","1",",0","0",",0","0",",0","0",",0","4","4,0","18","4,0","9",",0","1",",0","0",",0","-26.7","4,0,03,","0",",,0,29,+","0",",,0,29,+","13.7",",,0,26,","22.8",",0,27,","2195.5","0","  13.3",",,,0,3,2","   7.8",",,,0,5,2","456.0",",0","  15.6",",,,0,3,2","  10.0",",,,0,5,2","  -1.7",",,,0,3,2","  -2.2",",,,0,5,2","  -0.6",",,,0,3,2","  -1.1",",,,0,5,2","   2.5",",,,0,3,2","   0.5",",,,0,5,2","   4.6",",,,0,3,2","   1.9",",,,0,5,2","17.2",",,,0","0",",,,0","-0.01","4,0","5.50",",,,0","-5.53","4,,,0"
