"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00249011","1923-03","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","0.0","","0.0",",6","7",",6","3",",6","0",",6","","","3",",6","26",",6","2",",6","0",",6","0",",6","-23.9",",6,14,","","","5.3",",,6,17,","18.9",",6,31,","","","","","579.9",",6","15.2",",,,6","","","-0.37",",6","5.83",",,,6","-6.57",",,,6","",""
"USC00249011","1923-04","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","0.0","","0.0",",6","8",",6","5",",6","0",",6","","","1",",6","19",",6","2",",6","4",",6","0",",6","-19.4",",6,07,","","","8.9",",,6,06,","25.0",",6,17,","","","","","395.0",",6","32.7",",,,6","","","5.17",",6","11.92",",,,6","-1.59",",,,6","",""
"USC00249011","1923-05","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","0.0","","0.0",",6","9",",6","7",",6","0",",6","","","0",",6","5",",6","0",",6","9",",6","0",",6","-2.8",",6,03,","","","12.4",",,6,31,","26.7",",6,25,","","","","","229.0",",6","38.5",",,,6","","","10.95",",6","17.89",",,,6","4.01",",,,6","",""
"USC00249011","1923-06","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","6.4","","6.4","1,6","14",",6","9",",6","2",",6","","","0",",6","0",",6","0","1,6","14","1,6","0","1,6","3.3",",6,14,","","","45.7",",,6,21,","30.6","1,6,12,","843.3","4,,,6","","","110.0","1,6","134.7",",,,6","","","14.77","1,6","20.81","1,,,6","8.72",",,,6","",""
"USC00249011","1923-07","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","66.8","","60.4",",6","12",",6","7",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","0",",6","7.2",",6,31,","","","14.0",",,6,17,","31.7",",6,19,","","","14.2","","14.2",",6","69.3",",,,6","","","19.82",",6","26.82",",,,6","12.83",",,,6","",""
"USC00249011","1923-08","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","89.3","","22.5",",6","7",",6","4",",6","2",",6","","","0",",6","0",",6","0",",6","25",",6","1",",6","3.9",",6,04,+","","","33.0",",,6,21,","32.2",",6,17,","","","72.7","","58.5",",6","72.3",",,,6","","","17.17",",6","24.66",",,,6","9.68",",,,6","5498","1,,,6"
"USC00249011","1924-01","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","0.0","6","0.0","1,6","7",",6","5",",6","0",",6","","","11",",6","28",",6","15","1,6","0","1,6","0","1,6","-38.9",",6,01,","","","3.8",",,6,15,+","12.2","1,6,31,","","","","","757.8","1,6","18.5",",,,6","","","-7.04","1,6","-0.78","1,,,6","-13.30",",,,6","",""
"USC00249011","1924-03","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","","","0.0",",6","11",",6","5",",6","0",",6","","","0",",6","30",",6","7",",6","0",",6","0",",6","-14.4",",6,16,","","","10.2",",,6,12,","8.9",",6,06,+","","","","","623.8",",6","37.3",",,,6","","","-1.79",",6","2.70",",,,6","-6.27",",,,6","",""
"USC00249011","1924-04","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","","","0.0","1,6","8",",6","4",",6","0",",6","","","0","1,6","20","1,6","0",",6","0",",6","0",",6","-7.2","1,6,25,","","","5.1",",,6,28,+","17.2",",6,21,+","","","","","402.6",",6","21.8",",,,6","","","4.43","1,6","9.66",",,,6","-0.81","1,,,6","",""
"USC00249011","1924-05","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","","","1.7","1,6","9",",6","0",",6","0",",6","","","0",",6","4",",6","0","1,6","13","1,6","0","1,6","-2.2",",6,06,","","","1.5",",,6,28,","27.2","1,6,15,+","","","","","201.2","1,6","9.0",",,,6","","","11.65","1,6","19.30","1,,,6","4.01",",,,6","",""
"USC00249011","1924-06","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","","","0.8",",6","9",",6","5",",6","0",",6","","","0",",6","1",",6","0",",6","13",",6","0",",6","-0.6",",6,05,","","","20.3",",,6,07,","29.4",",6,30,","","","","","166.8",",6","51.0",",,,6","","","12.80",",6","19.77",",,,6","5.83",",,,6","7506",",,,6"
"USC00249011","1924-07","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","","","31.6","2,6","3",",6","3",",6","0",",6","","","0",",6","0",",6","0","2,6","27","2,6","2","2,6","6.1",",6,22,","","","17.8",",,6,22,","34.4","2,6,03,","","","26.5","6","26.5","2,6","25.4",",,,6","","","18.57","2,6","26.89","2,,,6","10.25",",,,6","",""
"USC00249011","1924-08","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","","","20.5",",6","6",",6","2",",6","0",",6","","","0",",6","1",",6","0",",6","24",",6","3",",6","-0.6",",6,30,","","","6.4",",,6,08,","34.4",",6,28,","","","101.5","6","75.0",",6","13.6",",,,6","","","16.57",",6","25.09",",,,6","8.06",",,,6","8336",",,,6"
"USC00249011","1924-09","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","","","6.6",",6","3",",6","3",",6","0",",6","","","0",",6","6",",6","0",",6","17",",6","1",",6","-1.7",",6,27,+","","","7.6",",,6,19,","32.2",",6,04,","","","285.6","6","184.1",",6","17.8",",,,6","","","12.42",",6","20.57",",,,6","4.26",",,,6","7952",",,,6"
"USC00249011","1924-10","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","","","0.0","2,6","4",",6","2",",6","0",",6","","","0",",6","18",",6","0","2,6","2","2,6","0","2,6","-5.0",",6,11,+","","","5.1",",,6,11,","21.7","2,6,26,","","","656.7","6","371.1","2,6","13.4",",,,6","","","5.78","2,6","11.28","2,,,6","0.28",",,,6","8550",",,,6"
"USC00249011","1924-11","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","","","0.0","1,6","8",",6","5",",6","0",",6","","","3","1,6","25","1,6","7","1,6","0","1,6","0","1,6","-28.3","1,6,13,","","","8.9",",,6,09,","16.7","1,6,29,","","","1226.8","6","570.1","1,6","32.8",",,,6","","","-1.32","1,6","4.05","1,,,6","-6.70","1,,,6","1413",",,,6"
"USC00249011","1924-12","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","","","0.0","3,6","8",",6","2",",6","0",",6","","","14","1,6","25","1,6","14","2,6","0","2,6","0","2,6","-38.3","1,6,18,","","","7.6",",,6,29,","19.4","2,6,13,","","","2014.2","6","787.4","2,6","19.7",",,,6","","","-9.87","3,6","-2.73","2,,,6","-17.01","1,,,6","",""
"USC00249011","1925-01","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","0.0","6","0.0","3,6","6",",6","2",",6","0",",6","","","4","2,6","25","2,6","8","1,6","0","1,6","0","1,6","-28.9","2,6,26,","","","4.1",",,6,25,","10.6","1,6,30,","","","2625.5","6","611.3","1,6","9.9",",,,6","","","-3.55","3,6","1.74","1,,,6","-8.85","2,,,6","",""
"USC00249011","1925-02","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","0.0","6","0.0","3,6","3",",6","2",",6","0",",6","","","3","1,6","24","1,6","3","2,6","0","2,6","0","2,6","-23.3","1,6,16,","","","7.6",",,6,28,","8.9","2,6,19,+","","","3100.9","6","475.4","2,6","13.0",",,,6","","","-0.79","3,6","4.83","2,,,6","-6.41","1,,,6","",""
"USC00249011","1925-03","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","","","","","7",",6","4",",6","0",",6","","","2",",6","26",",6","","","","","","","-22.2",",6,13,","","","12.7",",,6,30,","","","","","","","","","41.1",",,,6","","","","","","","-5.04",",,,6","",""
"USC00249011","1925-04","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","","","","","8",",6","3",",6","0",",6","","","0",",","13",",6","","","","","","","-6.7",",6,28,","","","17.8",",,6,23,","","","","","","","","","47.7",",,,6","","","","","","","0.62",",,,6","",""
"USC00249011","1925-05","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","","","","","7",",6","4",",6","0",",6","","","0","1,","7","1,6","","","","","","","-4.4","1,6,10,","","","5.6",",,6,15,","","","","","","","","","15.4",",,,6","","","","","","","3.74","1,,,6","7930","1,,,6"
"USC00249011","1925-06","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","","","","","11",",6","5",",6","1",",6","","","0",",","0",",6","","","","","","","0.6",",6,04,","","","48.3",",,6,04,","","","1371.4",",,,6","","","","","71.3",",,,6","","","","","","","8.31",",,,6","8154",",,,6"
"USC00249011","1925-07","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","","","","","","","","","","","","","0","1,","0","1,6","","","","","","","5.0","1,6,08,","","","","","","","1660.5",",,,6","","","","","","","","","","","","","11.09","1,,,6","7908","2,,,6"
"USC00249011","1925-08","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","","","","","5",",6","2",",6","0",",6","","","0",",","0",",6","","","","","","","2.8",",6,25,","","","15.2",",,6,24,","","","1685.6","1,,,6","","","","","21.2",",,,6","","","","","","","8.22",",,,6","7648",",,,6"
"USC00249011","1925-09","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","","","","","14",",6","8",",6","0",",6","","","0",",","9",",6","","","","","","","-6.7",",6,20,","","","24.9",",,6,19,","","","805.1","1,,,6","","","","","64.0",",,,6","","","","","","","3.83",",,,6","7863",",,,6"
"USC00249011","1925-10","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","","","","","13",",6","9",",6","0",",6","","","3",",","29",",6","","","","","","","-20.6",",6,29,+","","","8.9",",,6,23,","","","","","","","","","53.5",",,,6","","","","","","","-6.00",",,,6","8758",",,,6"
"USC00249011","1925-11","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","","","","","3",",6","0",",6","0",",6","","","0","2,","25","2,6","","","","","","","-7.8","2,6,01,","","","2.0",",,6,21,","","","","","","","","","4.0",",,,6","","","","","","","-2.93","2,,,6","",""
"USC00249011","1925-12","47.533333","-112.416667","1249.7","WILLOW CREEK RESERVOIR, MT US","","","","","4",",6","0",",6","0",",6","","","0","1,","27","1,6","","","","","","","-15.0","1,6,27,","","","2.0",",,6,20,","","","","","","","","","5.0",",,,6","","","","","","","-4.76","1,,,6","",""
