"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00148826","1919-09","37.666667","-97.3","393.5","WICHITA, KS US","147.5",",6","2",",6","1",",6","0",",6","0",",6","0",",6","0",",6","29",",6","11",",6","","","","","3.9",",6,23,","2.8",",,6,18,","38.3",",6,11,","2121.7",",,,6","12.8","","12.8",",6","3.8",",,,6","22.82",",6","30.61",",,,6","15.03",",,,6","4952",",,,6"
"USC00148826","1919-10","37.666667","-97.3","393.5","WICHITA, KS US","33.6","1,6","10",",6","4",",6","0",",6","0",",6","2",",6","0","1,6","12","1,6","3","1,6","","","","","-3.3",",6,28,","13.2",",,6,09,","33.9","1,6,03,","1036.6",",,,6","184.1","","171.3","1,6","39.1",",,,6","13.65","1,6","20.22","1,,,6","7.07",",,,6","5268",",,,6"
"USC00148826","1919-11","37.666667","-97.3","393.5","WICHITA, KS US","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","12.7",",,6,10,","","","","","","","","","23.6",",,,6","","","","","","","",""
"USC00148826","1920-04","37.666667","-97.3","393.5","WICHITA, KS US","1.6","1,6","9",",6","6",",6","0",",6","0",",6","9",",6","0","1,6","10","1,6","0","1,6","","","","","-6.7",",6,05,","13.0",",,6,26,","29.4","1,6,18,","1627.5",",,,6","","","214.9","1,6","48.2",",,,6","10.81","1,6","18.71","1,,,6","2.92",",,,6","8154",",,,6"
"USC00148826","1920-05","37.666667","-97.3","393.5","WICHITA, KS US","45.5",",6","10",",6","7",",6","1",",6","0",",6","0",",6","0",",6","22",",6","1",",6","","","","","3.9",",6,17,","27.4",",,6,19,","32.2",",6,27,","1494.3",",,,6","","","58.1",",6","78.0",",,,6","17.93",",6","23.47",",,,6","12.39",",,,6","4919",",,,6"
"USC00148826","1920-06","37.666667","-97.3","393.5","WICHITA, KS US","150.5",",6","12",",6","6",",6","1",",6","0",",6","0",",6","0",",6","28",",6","12",",6","","","","","7.2",",6,05,","46.7",",,6,02,","37.2",",6,16,","2197.6","1,,,6","","","8.9",",6","94.2",",,,6","23.05",",6","29.28",",,,6","16.83",",,,6","4857",",,,6"
"USC00148826","1920-07","37.666667","-97.3","393.5","WICHITA, KS US","219.6",",6","9",",6","6",",6","1",",6","0",",6","0",",6","0",",6","31",",6","18",",6","","","","","12.8",",6,28,+","31.0",",,6,16,","40.0",",6,02,","2185.8",",,,6","0.0","","0.0",",6","55.4",",,,6","25.42",",6","32.42",",,,6","18.42",",,,6","2891",",,,6"
"USC00148826","1920-08","37.666667","-97.3","393.5","WICHITA, KS US","152.2",",6","8",",6","7",",6","1",",6","0",",6","0",",6","0",",6","31",",6","10",",6","","","","","8.3",",6,14,","44.7",",,6,20,","37.8",",6,01,","1827.9",",,,6","1.1","","1.1",",6","114.1",",,,6","23.21",",6","29.98",",,,6","16.43",",,,6","2493",",,,6"
"USC00148826","1920-09","37.666667","-97.3","393.5","WICHITA, KS US","118.4",",6","9",",6","5",",6","1",",6","0",",6","1",",6","0",",6","27",",6","7",",6","","","","","0.0",",6,30,","41.4",",,6,08,","35.6",",6,25,","1722.5","1,,,6","19.6","","18.5",",6","116.2",",,,6","21.66",",6","28.41",",,,6","14.91",",,,6","3317",",,,6"
"USC00148826","1920-10","37.666667","-97.3","393.5","WICHITA, KS US","40.6",",6","8",",6","3",",6","1",",6","0",",6","1",",6","0",",6","22",",6","1",",6","","","","","-2.2",",6,28,","25.9",",,6,20,","32.2",",6,11,","1508.3",",,,6","104.9","","85.3",",6","64.4",",,,6","16.89",",6","23.33",",,,6","10.45",",,,6","5590",",,,6"
"USC00148826","1921-03","37.666667","-97.3","393.5","WICHITA, KS US","","","5",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","39.1",",,6,21,","","","","","","","","","54.7",",,,6","","","","","","","",""
"USC00148826","1921-04","37.666667","-97.3","393.5","WICHITA, KS US","6.1",",6","8",",6","8",",6","1",",6","0",",6","5",",6","0",",6","8",",6","0",",6","","","1","","-2.2",",6,10,+","30.7",",,6,05,","27.8",",6,24,","1851.3",",,,6","","","183.0",",6","102.4",",,,6","12.44",",6","18.70",",,,6","6.18",",,,6","6682",",,,6"
"USC00148826","1921-05","37.666667","-97.3","393.5","WICHITA, KS US","81.4",",6","6",",6","4",",6","1",",6","0",",6","0",",6","0",",6","23",",6","4",",6","","","","","2.2",",6,03,","25.9",",,6,31,","33.3",",6,29,","1949.4",",,,6","","","54.9",",6","50.2",",,,6","19.19",",6","25.46",",,,6","12.92",",,,6","3623",",,,6"
"USC00148826","1921-06","37.666667","-97.3","393.5","WICHITA, KS US","157.8",",6","15",",6","9",",6","0",",6","0",",6","0",",6","0",",6","29",",6","6",",6","","","","","15.0",",6,05,","23.6",",,6,09,","33.9",",6,18,","1743.0",",,,6","","","0.0",",6","81.6",",,,6","23.59",",6","29.26",",,,6","17.93",",,,6","",""
"USC00148826","1921-07","37.666667","-97.3","393.5","WICHITA, KS US","275.1","1,6","2",",6","1",",6","0",",6","0",",6","0",",6","0","1,6","30","1,6","25","1,6","","","","","15.0",",6,22,+","3.8",",,6,31,","40.6","1,6,31,","2633.9","2,,,6","0.0","","0.0","1,6","4.8",",,,6","27.48","1,6","34.46","1,,,6","20.51",",,,6","4403",",,,6"
"USC00148826","1921-08","37.666667","-97.3","393.5","WICHITA, KS US","253.1",",6","9",",6","6",",6","2",",6","0",",6","0",",6","0",",6","31",",6","20",",6","","","","","11.1",",6,07,","30.5",",,6,06,","40.0",",6,27,+","2528.6","1,,,6","0.8","","0.8",",6","110.1",",,,6","26.47",",6","33.63",",,,6","19.32",",,,6","3917",",,,6"
"USC00148826","1921-09","37.666667","-97.3","393.5","WICHITA, KS US","182.0",",6","9",",6","9",",6","0",",6","0",",6","0",",6","0",",6","29",",6","13",",6","","","","","1.1",",6,30,","21.8",",,6,18,","38.3",",6,04,","2201.4",",,,6","11.1","","10.3",",6","99.0",",,,6","24.06",",6","30.55",",,,6","17.56",",,,6","5551",",,,6"
"USC00148826","1921-10","37.666667","-97.3","393.5","WICHITA, KS US","14.9",",6","4",",6","3",",6","0",",6","0",",6","3",",6","0",",6","23",",6","2",",6","","","","","-3.3",",6,12,","8.4",",,6,30,","34.4",",6,10,","2087.2",",,,6","123.2","","112.1",",6","18.9",",,,6","15.20",",6","23.89",",,,6","6.51",",,,6","6264",",,,6"
"USC00148826","1922-03","37.666667","-97.3","393.5","WICHITA, KS US","","","4",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","4.3",",,6,24,","","","","","","","","","7.1",",,,6","","","","","","","",""
"USC00148826","1922-04","37.666667","-97.3","393.5","WICHITA, KS US","0.0",",6","12",",6","8",",6","2",",6","0",",6","1",",6","0",",6","8",",6","0",",6","2","","","","-3.3",",6,18,","41.1",",,6,09,","27.2",",6,23,+","1400.5",",,,6","","","176.8",",6","153.7",",,,6","12.44",",6","17.99",",,,6","6.88",",,,6","6426",",,,6"
"USC00148826","1922-05","37.666667","-97.3","393.5","WICHITA, KS US","32.6",",6","14",",6","11",",6","1",",6","0",",6","0",",6","0",",6","26",",6","0",",6","","","","","6.1",",6,17,+","39.6",",,6,23,","28.9",",6,21,","1610.5",",,,6","","","37.6",",6","173.3",",,,6","18.17",",6","23.98",",,,6","12.36",",,,6","3684",",,,6"
"USC00148826","1922-06","37.666667","-97.3","393.5","WICHITA, KS US","161.3",",6","8",",6","5",",6","2",",6","0",",6","0",",6","0",",6","28",",6","12",",6","","","","","8.3",",6,03,+","40.6",",,6,25,","36.1",",6,25,","2261.1",",,,6","","","10.6",",6","113.8",",,,6","23.36",",6","30.01",",,,6","16.70",",,,6","2796",",,,6"
"USC00148826","1922-07","37.666667","-97.3","393.5","WICHITA, KS US","205.6",",6","10",",6","10",",6","5",",6","0",",6","0",",6","0",",6","31",",6","12",",6","","","","","10.6",",6,04,","59.7",",,6,11,","35.6",",6,30,+","2004.4","1,,,6","0.8","","0.8",",6","229.4",",,,6","24.94",",6","30.93",",,,6","18.95",",,,6","2497",",,,6"
"USC00148826","1922-08","37.666667","-97.3","393.5","WICHITA, KS US","267.4",",6","5",",6","3",",6","0",",6","0",",6","0",",6","0",",6","31",",6","22",",6","","","","","13.9",",6,27,+","14.5",",,6,26,+","42.2",",6,23,","2553.1",",,,6","0.8","","0.0",",6","37.9",",,,6","26.96",",6","34.29",",,,6","19.63",",,,6","3597",",,,6"
"USC00148826","1922-09","37.666667","-97.3","393.5","WICHITA, KS US","158.7",",6","7",",6","4",",6","1",",6","0",",6","0",",6","0",",6","29",",6","12",",6","2","","","","5.6",",6,21,+","25.7",",,6,10,","42.2",",6,01,","2402.4",",,,6","17.1","","16.3",",6","50.6",",,,6","23.08",",6","31.26",",,,6","14.90",",,,6","4039",",,,6"
"USC00148826","1922-10","37.666667","-97.3","393.5","WICHITA, KS US","30.3",",6","8",",6","3",",6","1",",6","0",",6","4",",6","0",",6","21",",6","1",",6","1","","","","-3.9",",6,19,+","27.4",",,6,31,","32.8",",6,07,","1637.2",",,,6","138.0","","120.9",",6","49.0",",,,6","15.41",",6","24.42",",,,6","6.40",",,,6","4057",",,,6"
"USC00148826","1922-11","37.666667","-97.3","393.5","WICHITA, KS US","","","6",",6","4",",6","2",",6","","","","","","","","","","","","","","","","","81.3",",,6,12,","","","","","","","","","153.8",",,,6","","","","","","","",""
"USC00148826","1923-03","37.666667","-97.3","393.5","WICHITA, KS US","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","10.2",",,6,15,","","","","","","","","","10.2",",,,6","","","","","","","",""
"USC00148826","1923-04","37.666667","-97.3","393.5","WICHITA, KS US","0.0",",6","11",",6","7",",6","0",",6","0",",6","5",",6","0",",6","11",",6","0",",6","","","","","-5.6",",6,01,","10.4",",,6,21,","26.1",",6,24,+","1622.6","2,,,6","","","184.2",",6","46.6",",,,6","12.19",",6","19.02",",,,6","5.37",",,,6","",""
"USC00148826","1923-05","37.666667","-97.3","393.5","WICHITA, KS US","22.0",",6","13",",6","10",",6","3",",6","0",",6","1",",6","0",",6","19",",6","0",",6","","","","","-1.7",",6,09,","45.7",",,6,22,","28.9",",6,20,","1706.8",",,,6","","","76.3",",6","155.5",",,,6","16.58",",6","22.48",",,,6","10.68",",,,6","4217",",,,6"
"USC00148826","1923-06","37.666667","-97.3","393.5","WICHITA, KS US","156.1",",6","10",",6","9",",6","3",",6","0",",6","0",",6","0",",6","29",",6","5",",6","","","","","7.8",",6,29,","150.4",",,6,09,","36.1",",6,28,+","1904.5","2,,,6","","","3.6",",6","326.7",",,,6","23.42",",6","29.11",",,,6","17.72",",,,6","3160",",,,6"
"USC00148826","1923-07","37.666667","-97.3","393.5","WICHITA, KS US","269.8",",6","3",",6","2",",6","0",",6","0",",6","0",",6","0",",6","31",",6","25",",6","","","","","15.6",",6,28,","7.9",",,6,16,","40.0",",6,25,","2612.0",",,,6","0.0","","0.0",",6","15.8",",,,6","27.04",",6","34.14",",,,6","19.94",",,,6","3257",",,,6"
"USC00148826","1923-08","37.666667","-97.3","393.5","WICHITA, KS US","295.8",",6","3",",6","1",",6","0",",6","0",",6","0",",6","0",",6","31",",6","25",",6","","","","","8.9",",6,23,","2.5",",,6,26,","42.2",",6,15,+","3414.9",",,,6","1.1","","1.1",",6","5.3",",,,6","27.84",",6","36.29",",,,6","19.39",",,,6","4441",",,,6"
"USC00148826","1923-09","37.666667","-97.3","393.5","WICHITA, KS US","118.9",",6","15",",6","11",",6","0",",6","0",",6","0",",6","0",",6","28",",6","11",",6","","","","","7.2",",6,21,","20.8",",,6,18,","36.7",",6,11,","1782.4",",,,6","11.6","","10.5",",6","108.5",",,,6","21.95",",6","28.89",",,,6","15.00",",,,6","4167",",,,6"
"USC00148826","1923-10","37.666667","-97.3","393.5","WICHITA, KS US","6.1","1,6","14",",6","9",",6","2",",6","0","1,6","5","1,6","0",",6","10",",6","0",",6","","","","","-5.0","1,6,31,","44.5",",,6,12,","26.7",",6,01,","717.7","1,,,6","199.1","","187.5",",6","150.2",",,,6","12.20","1,6","17.56",",,,6","6.83","1,,,6","3314",",,,6"
"USC00148826","1924-04","37.666667","-97.3","393.5","WICHITA, KS US","11.5",",6","5",",6","4",",6","2",",6","0",",6","1",",6","0",",6","17",",6","0",",6","1","","","","-6.7",",6,01,","46.2",",,6,29,","31.1",",6,15,","1628.2","1,,,6","","","148.3",",6","91.2",",,,6","13.77",",6","21.32",",,,6","6.22",",,,6","5768",",,,6"
"USC00148826","1924-05","37.666667","-97.3","393.5","WICHITA, KS US","15.1",",6","8",",6","7",",6","0",",6","0",",6","2",",6","0",",6","22",",6","0",",6","","","","","-1.1",",6,11,","22.4",",,6,28,+","28.3",",6,05,","1694.0","1,,,6","","","102.9",",6","78.3",",,,6","15.50",",6","22.79",",,,6","8.21",",,,6","4039",",,,6"
"USC00148826","1924-06","37.666667","-97.3","393.5","WICHITA, KS US","214.9",",6","5",",6","3",",6","0",",6","0",",6","0",",6","0",",6","30",",6","17",",6","","","","","8.3",",6,02,","10.9",",,6,01,","41.1",",6,27,","2517.3",",,,6","","","5.3",",6","18.9",",,,6","25.32",",6","32.59",",,,6","18.05",",,,6","4509",",,,6"
"USC00148826","1924-07","37.666667","-97.3","393.5","WICHITA, KS US","210.0",",6","8",",6","7",",6","1",",6","0",",6","0",",6","0",",6","31",",6","20",",6","","","","","6.7",",6,03,","37.8",",,6,14,","37.8",",6,16,","2554.6",",,,6","3.9","","3.9",",6","83.5",",,,6","24.98",",6","32.73",",,,6","17.24",",,,6","3858",",,,6"
"USC00148826","1924-08","37.666667","-97.3","393.5","WICHITA, KS US","290.3",",6","8",",6","4",",6","0",",6","0",",6","0",",6","0",",6","31",",6","26",",6","","","","","12.8",",6,12,","10.7",",,6,06,","40.6",",6,20,+","2730.1",",,,6","3.9","","0.0",",6","40.1",",,,6","27.70",",6","35.10",",,,6","20.30",",,,6","4727",",,,6"
"USC00148826","1924-09","37.666667","-97.3","393.5","WICHITA, KS US","82.8",",6","8",",6","4",",6","1",",6","0",",6","0",",6","0",",6","29",",6","8",",6","","","","","0.6",",6,30,","27.9",",,6,19,","37.2",",6,06,","1977.4",",,,6","34.4","","30.5",",6","60.3",",,,6","20.08",",6","28.48",",,,6","11.67",",,,6","4124",",,,6"
"USC00148826","1924-10","37.666667","-97.3","393.5","WICHITA, KS US","40.9",",6","5",",6","3",",6","1",",6","0",",6","1",",6","0",",6","26",",6","1",",6","","","","","-1.1",",6,24,","29.2",",,6,07,","32.8",",6,04,","1580.5",",,,6","94.4","","60.0",",6","45.0",",,,6","17.71",",6","25.39",",,,6","10.04",",,,6","4351",",,,6"
"USC00148826","1925-03","37.666667","-97.3","393.5","WICHITA, KS US","5.0",",6","5",",6","3",",6","0",",6","0",",6","12",",6","0",",6","10",",6","0",",6","","","","","-13.3",",6,02,","12.2",",,6,13,","29.4",",6,07,","1830.4","2,,,6","","","272.1",",6","20.9",",,,6","9.72",",6","18.38",",,,6","1.05",",,,6","7840",",,,6"
"USC00148826","1925-04","37.666667","-97.3","393.5","WICHITA, KS US","30.1",",6","10",",6","8",",6","1",",6","0",",6","1",",6","0",",6","19",",6","1",",6","","","","","-1.1",",6,30,","32.5",",,6,24,","32.8",",6,21,","1831.7",",,,6","","","81.9",",6","122.8",",,,6","16.61",",6","22.86",",,,6","10.35",",,,6","6218",",,,6"
"USC00148826","1925-05","37.666667","-97.3","393.5","WICHITA, KS US","61.4",",6","5",",6","4",",6","1",",6","0",",6","1",",6","0",",6","17",",6","6",",6","","","","","0.0",",6,01,","43.2",",,6,09,","38.9",",6,22,","2038.2",",,,6","","","89.4",",6","52.0",",,,6","17.43",",6","24.25",",,,6","10.61",",,,6","4076",",,,6"
"USC00148826","1925-06","37.666667","-97.3","393.5","WICHITA, KS US","223.4",",6","6",",6","5",",6","1",",6","0",",6","0",",6","0",",6","30",",6","18",",6","","","","","8.9",",6,08,","53.3",",,6,12,","40.0",",6,23,","2743.4","1,,,6","","","1.4",",6","119.3",",,,6","25.73",",6","32.50",",,,6","18.97",",,,6","5057",",,,6"
"USC00148826","1925-07","37.666667","-97.3","393.5","WICHITA, KS US","282.2",",6","12",",6","5",",6","0",",6","0",",6","0",",6","0",",6","31",",6","25",",6","","","","","9.4",",6,31,","9.9",",,6,11,","40.0",",6,09,","2784.1",",,,6","0.0","","0.0",",6","38.5",",,,6","27.44",",6","34.87",",,,6","20.00",",,,6","3174",",,,6"
"USC00148826","1925-08","37.666667","-97.3","393.5","WICHITA, KS US","232.1",",6","8",",6","5",",6","1",",6","0",",6","0",",6","0",",6","31",",6","24",",6","","","","","10.0",",6,01,","29.5",",,6,15,","39.4",",6,20,+","2800.9",",,,6","0.0","","0.0",",6","62.1",",,,6","25.82",",6","33.64",",,,6","18.01",",,,6","3428",",,,6"
"USC00148826","1925-09","37.666667","-97.3","393.5","WICHITA, KS US","178.7",",6","8",",6","5",",6","2",",6","0",",6","0",",6","0",",6","25",",6","14",",6","","","","","7.8",",6,24,","42.4",",,6,22,","38.9",",6,09,+","2142.6",",,,6","22.8","","22.8",",6","100.1",",,,6","23.53",",6","29.84",",,,6","17.23",",,,6","4126",",,,6"
"USC00148826","1925-10","37.666667","-97.3","393.5","WICHITA, KS US","15.7",",6","10",",6","3",",6","0",",6","0",",6","10",",6","2",",6","9",",6","1",",6","","","","","-8.3",",6,28,","13.5",",,6,17,","33.9",",6,04,","850.1","4,,,6","297.8","","275.0",",6","32.1",",,,6","9.97",",6","15.93",",,,6","4.01",",,,6","4960",",,,6"
"USC00148826","1926-03","37.666667","-97.3","393.5","WICHITA, KS US","0.0","1,6","9",",6","5",",6","0",",6","0","1,6","20","1,6","2","1,6","4","1,6","0","1,6","","","","","-9.4","1,6,08,","17.8",",,6,22,","26.1","1,6,24,","979.9","3,,,6","","","386.7","1,6","48.6",",,,6","5.44","1,6","12.17","1,,,6","-1.28","1,,,6","6478","1,,,6"
"USC00148826","1926-04","37.666667","-97.3","393.5","WICHITA, KS US","0.3",",6","8",",6","4",",6","0",",6","0",",6","10",",6","0",",6","6",",6","0",",6","","","","","-6.7",",6,03,","24.1",",,6,11,","28.3",",6,17,","1213.1","1,,,6","","","283.6",",6","39.9",",,,6","8.89",",6","15.02",",,,6","2.76",",,,6","5306",",,,6"
"USC00148826","1926-05","37.666667","-97.3","393.5","WICHITA, KS US","70.2",",6","10",",6","6",",6","1",",6","0",",6","0",",6","0",",6","25",",6","4",",6","","","4","","1.7",",6,15,","25.7",",,6,09,","34.4",",6,29,","2177.1",",,,6","","","46.1",",6","77.0",",,,6","19.11",",6","25.82",",,,6","12.40",",,,6","4263",",,,6"
"USC00148826","1926-06","37.666667","-97.3","393.5","WICHITA, KS US","141.8",",6","10",",6","9",",6","0",",6","0",",6","0",",6","0",",6","29",",6","9",",6","","","1","","8.9",",6,05,","21.6",",,6,21,","39.4",",6,17,","2707.0",",,,6","","","11.7",",6","106.7",",,,6","22.67",",6","29.80",",,,6","15.54",",,,6","4233",",,,6"
"USC00148826","1926-07","37.666667","-97.3","393.5","WICHITA, KS US","227.3",",6","8",",6","4",",6","1",",6","0",",6","0",",6","0",",6","31",",6","20",",6","","","","","11.7",",6,14,","50.8",",,6,13,","38.9",",6,04,+","2714.5",",,,6","0.0","","0.0",",6","75.2",",,,6","25.66",",6","32.67",",,,6","18.66",",,,6","3775",",,,6"
"USC00148826","1926-08","37.666667","-97.3","393.5","WICHITA, KS US","236.3",",6","10",",6","8",",6","1",",6","0",",6","0",",6","0",",6","31",",6","18",",6","","","","","10.0",",6,26,","35.6",",,6,15,","40.6",",6,10,+","2482.8",",,,6","0.0","","0.0",",6","91.5",",,,6","25.95",",6","33.02",",,,6","18.89",",,,6","2514",",,,6"
"USC00148826","1926-09","37.666667","-97.3","393.5","WICHITA, KS US","132.8",",6","14",",6","7",",6","2",",6","0",",6","0",",6","0",",6","24",",6","8",",6","","","","","4.4",",6,27,+","40.1",",,6,05,","36.1",",6,24,","1671.6",",,,6","58.7","","58.7",",6","133.9",",,,6","20.80",",6","26.05",",,,6","15.55",",,,6","4356",",,,6"
"USC00148826","1926-10","37.666667","-97.3","393.5","WICHITA, KS US","17.7",",6","7",",6","5",",6","4",",6","0",",6","3",",6","0",",6","17",",6","0",",6","","","","","-1.1",",6,31,+","69.9",",,6,03,","28.3",",6,18,","1381.7","1,,,6","176.8","","118.1",",6","187.5",",,,6","15.10",",6","20.52",",,,6","9.67",",,,6","4470",",,,6"
"USC00148826","1927-03","37.666667","-97.3","393.5","WICHITA, KS US","0.0",",6","10",",6","7",",6","1",",6","0",",6","16",",6","3",",6","2",",6","0",",6","","","","","-10.0",",6,03,+","36.8",",,6,31,","22.2",",6,16,","1045.6","5,,,6","","","383.3",",6","86.3",",,,6","5.97",",6","12.15",",,,6","-0.22",",,,6","6625",",,,6"
"USC00148826","1927-04","37.666667","-97.3","393.5","WICHITA, KS US","15.8",",6","10",",6","8",",6","2",",6","0",",6","3",",6","0",",6","13",",6","0",",6","","","","","-1.7",",6,22,+","50.8",",,6,19,","28.9",",6,11,","1308.3","1,,,6","","","137.0",",6","157.0",",,,6","14.29",",6","19.93",",,,6","8.66",",,,6","4966",",,,6"
"USC00148826","1927-05","37.666667","-97.3","393.5","WICHITA, KS US","52.8",",6","7",",6","4",",6","1",",6","0",",6","0",",6","0",",6","24",",6","1",",6","","","","","0.6",",6,11,","27.9",",,6,06,","33.9",",6,28,","1745.6",",,,6","","","58.0",",6","59.9",",,,6","18.17",",6","24.04",",,,6","12.29",",,,6","4458",",,,6"
"USC00148826","1927-06","37.666667","-97.3","393.5","WICHITA, KS US","119.0",",6","9",",6","7",",6","2",",6","0",",6","0",",6","0",",6","27",",6","7",",6","","","","","10.6",",6,23,","30.0",",,6,02,","35.0",",6,28,","2148.2",",,,6","","","8.7",",6","126.5",",,,6","22.01",",6","27.85",",,,6","16.17",",,,6","3693",",,,6"
