"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00057433","1948-08","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","13.0","0","5.3",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","2.2",",0,26,","0",",,0,31,+","0",",,0,31,+","2.3",",,0,25,","29.4",",0,31,+","205.7","1,,,0","107.0","0","59.2",",0","7.5",",,,0","0",",,,0","16.60",",0","26.88",",,,0","6.31",",,,0","2986",",,,0"
"USC00057433","1948-09","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","13.6","0","0.6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","30",",0","0",",0","","","-1.7",",0,24,+","0",",,0,30,+","0",",,0,30,+","1.8",",,0,26,","30.6",",0,01,","188.8",",,,0","227.3","0","120.3",",0","3.7",",,,0","0",",,,0","14.34",",0","25.99",",,,0","2.70",",,,0","2909",",,,0"
"USC00057433","1948-10","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","13.6","0","0.0","2,0","6",",0","3",",0","0",",0","0",",0","0",",0","0","2,0","25","2,0","0","2,0","5","2,0","0","2,0","","","-10.6","2,0,18,","0",",,0,31,+","0",",,0,31,+","10.7",",,0,01,","22.2","2,0,10,","96.1","5,,,0","577.1","0","349.8","2,0","21.2",",,,0","0",",,,0","6.27","2,0","17.01","2,,,0","-4.46","2,,,0","2740","4,,,0"
"USC00057433","1948-11","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","13.6","0","0.0","3,0","5",",0","1",",0","0",",0","0",",0","0",",0","2","3,0","27","3,0","5",",0","0",",0","0",",0","","","-17.8","3,0,30,+","0",",,0,30,+","0",",,0,30,+","2.5",",,0,01,","16.1",",0,03,","","","1129.6","0","552.5",",0","4.2",",,,0","0",",,,0","-2.48","3,0","6.31",",,,0","-11.27","3,,,0","",""
"USC00057433","1948-12","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","13.6","0","0.0",",0","4",",0","1",",0","0",",0","","","","","9",",0","31",",0","6",",0","0",",0","0",",0","","","-24.4",",0,07,","","","","","2.5",",,0,23,","14.4",",0,14,","","","1828.7","0","699.1",",0","3.6",",,,0","","","-4.22",",0","5.47",",,,0","-13.90",",,,0","",""
"USC00057433","1949-01","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","0.0","0","0.0",",0","6",",0","2",",0","0",",0","","","","","17",",0","31",",0","16",",0","0",",0","0",",0","","","-31.7",",0,05,","","","","","2.5",",,0,10,+","6.7",",0,26,","","","2684.8","0","856.1",",0","8.6",",,,0","","","-9.28",",0","-0.75",",,,0","-17.81",",,,0","",""
"USC00057433","1949-02","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","0.0","0","0.0",",0","3",",0","0",",0","0",",0","","","","","13",",0","28",",0","10",",0","0",",0","0",",0","","","-28.3",",0,01,","","","","","1.3",",,0,25,","12.2",",0,23,","","","3370.7","0","685.9",",0","2.1",",,,0","","","-6.16",",0","3.39",",,,0","-15.72",",,,0","",""
"USC00057433","1949-03","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","0.0","0","0.0",",0","3",",0","2",",0","0",",0","","","","","0",",0","31",",0","0",",0","0",",0","0",",0","","","-13.9",",0,14,","","","","","3.6",",,0,30,","18.3",",0,20,","","","3902.6","0","531.9",",0","8.1",",,,0","","","1.17",",0","10.19",",,,0","-7.84",",,,0","",""
"USC00057433","1949-04","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","0.0","0","0.0",",0","7",",0","1",",0","0",",0","","","","","0",",0","25",",0","1",",0","5",",0","0",",0","","","-12.8",",0,15,","","","","","2.8",",,0,20,","23.9",",0,26,","","","4289.5","0","386.9",",0","7.7",",,,0","","","5.44",",0","14.34",",,,0","-3.47",",,,0","",""
"USC00057433","1949-05","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","0.0","0","0.0",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","11",",0","0",",0","","","-6.1",",0,01,","0",",,0,31,+","0",",,0,31,+","15.7",",,0,07,","24.4",",0,27,+","213.4",",,,0","4535.7","0","246.2",",0","42.4",",,,0","0",",,,0","10.39",",0","19.06",",,,0","1.72",",,,0","4814","2,,,0"
"USC00057433","1949-06","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","1.4","0","1.4",",0","10",",0","4",",0","0",",0","","","","","0",",0","2",",0","0",",0","22",",0","0",",0","","","-0.6",",0,02,","","","","","5.8",",,0,08,","28.3",",0,17,","219.3",",,,0","4662.1","0","126.4",",0","22.1",",,,0","","","14.17",",0","22.79",",,,0","5.54",",,,0","4670",",,,0"
"USC00057433","1949-07","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","15.1","0","13.7","2,0","11",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","2,0","29","2,0","0","2,0","","","6.1","1,0,27,","0",",,0,31,+","0",",,0,31,+","10.4",",,0,21,","29.4","2,0,18,","205.4","4,,,0","15.4","0","15.4","2,0","32.8",",,,0","0",",,,0","18.22","2,0","26.79","2,,,0","9.66","1,,,0","3142","3,,,0"
"USC00057433","1949-08","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","16.8","0","1.7",",0","9",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","0",",0","","","3.3",",0,29,+","","","","","7.4",",,0,09,","30.0",",0,06,","194.4",",,,0","80.5","0","65.1",",0","19.9",",,,0","","","16.29",",0","26.46",",,,0","6.11",",,,0","2668","1,,,0"
"USC00057433","1949-09","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","16.8","0","0.0",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","28",",0","0",",0","","","-1.1",",0,16,","0",",,0,30,+","0",",,0,30,+","10.2",",,0,29,","26.1",",0,22,+","132.8","2,,,0","227.4","0","146.9",",0","21.3",",,,0","0",",,,0","13.44",",0","23.79",",,,0","3.09",",,,0","2055","2,,,0"
"USC00057433","1949-10","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","16.8","0","0.0",",0","3",",0","0",",0","0",",0","","","","","0",",0","27",",0","0",",0","8",",0","0",",0","","","-13.3",",0,21,","","","","","1.5",",,0,20,","23.9",",0,05,","82.0","4,,,0","618.3","0","390.9",",0","2.6",",,,0","","","5.72",",0","16.45",",,,0","-5.00",",,,0","2717","1,,,0"
"USC00057433","1949-11","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","16.8","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","0",",0","0",",0","","","-15.0",",0,23,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","19.4",",0,05,","","","1108.3","0","490.0",",0","0.0",",,,0","0",",,,0","2.00",",0","14.73",",,,0","-10.73",",,,0","",""
"USC00057433","1949-12","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","16.8","0","0.0",",0","1",",0","0",",0","0",",0","","","","","15",",0","31",",0","8",",0","0",",0","0",",0","","","-24.4",",0,14,","","","","","0.8",",,0,12,","12.8",",0,02,","","","1868.0","0","759.7",",0","0.8",",,,0","","","-6.17",",0","4.59",",,,0","-16.94",",,,0","",""
"USC00057433","1950-01","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","","","","","11",",0","31",",0","7",",0","0",",0","0",",0","","","-26.1",",0,04,","","","","","0.3",",,0,15,","15.0",",0,22,","","","2612.7","0","744.7",",0","0.3",",,,0","","","-5.69",",0","4.83",",,,0","-16.21",",,,0","",""
"USC00057433","1950-02","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","","","","","6",",0","28",",0","0",",0","0",",0","0",",0","","","-20.6",",0,10,","","","","","3.8",",,0,08,","14.4",",0,27,","","","3201.6","0","588.9",",0","4.9",",,,0","","","-2.70",",0","8.22",",,,0","-13.62",",,,0","",""
"USC00057433","1950-03","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","","","","","0",",0","31",",0","0",",0","0",",0","0",",0","","","-16.7",",0,13,+","","","","","1.0",",,0,03,","17.2",",0,31,","","","3776.8","0","575.2",",0","1.0",",,,0","","","-0.22",",0","9.38",",,,0","-9.82",",,,0","5699","2,,,0"
"USC00057433","1950-04","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","","","","","0",",0","26",",0","0",",0","2",",0","0",",0","","","-13.9",",0,04,","","","","","1.8",",,0,16,","23.3",",0,23,","184.2","3,,,0","4139.9","0","363.1",",0","1.8",",,,0","","","6.23",",0","17.07",",,,0","-4.61",",,,0","6244",",,,0"
"USC00057433","1950-05","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","0.0","0","0.0",",0","3",",0","0",",0","0",",0","","","","","0",",0","20",",0","0",",0","9",",0","0",",0","","","-10.6",",0,09,","","","","","1.0",",,0,20,","26.1",",0,31,","226.1","2,,,0","4424.7","0","284.8",",0","1.6",",,,0","","","9.15",",0","19.46",",,,0","-1.17",",,,0","5970",",,,0"
"USC00057433","1950-06","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","0.0","0","0.0",",0","5",",0","3",",0","0",",0","","","","","0",",0","1",",0","0",",0","26",",0","0",",0","","","-1.1",",0,09,","","","","","13.5",",,0,03,","30.0",",0,26,","268.2","1,,,0","4522.6","0","97.9",",0","29.3",",,,0","","","15.07",",0","25.46",",,,0","4.68",",,,0","4441",",,,0"
"USC00057433","1950-07","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","4.5","0","4.5",",0","11",",0","4",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","0",",0","","","4.4",",0,25,+","","","","","10.9",",,0,19,","30.0",",0,02,","","","62.2","0","62.2",",0","35.7",",,,0","","","16.47",",0","25.69",",,,0","7.25",",,,0","2187","3,,,0"
"USC00057433","1950-08","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","5.1","0","0.6",",0","11",",0","6",",0","0",",0","","","","","0",",0","1",",0","0",",0","30",",0","0",",0","","","0.0",",0,27,","","","","","5.6",",,0,12,","28.3",",0,23,","","","168.6","0","106.4",",0","25.7",",,,0","","","14.92",",0","25.48",",,,0","4.36",",,,0","2665","4,,,0"
"USC00057433","1950-09","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","5.1","0","0.0",",0","11",",0","4",",0","0",",0","","","","","0",",0","12",",0","0",",0","24",",0","0",",0","","","-3.9",",0,17,+","","","","","7.9",",,0,25,","29.4",",0,01,","142.4","4,,,0","349.8","0","181.2",",0","27.5",",,,0","","","12.29",",0","22.63",",,,0","1.96",",,,0","3333","1,,,0"
"USC00057433","1950-10","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","5.1","0","0.0",",0","3",",0","0",",0","0",",0","","","","","0",",0","26",",0","0",",0","22",",0","0",",0","","","-7.2",",0,27,","","","","","1.5",",,0,02,","25.6",",0,13,+","146.4","1,,,0","620.6","0","270.8",",0","3.3",",,,0","","","9.60",",0","21.81",",,,0","-2.62",",,,0","3538",",,,0"
"USC00057433","1950-11","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","5.1","0","0.0",",0","0",",0","0",",0","0",",0","","","","","3",",0","30",",0","2",",0","0",",0","0",",0","","","-21.1",",0,10,","","","","","0.0",",T,0,20,+","20.6",",0,01,","","","1162.9","0","542.3",",0","0.0",",T,,0","","","0.26",",0","12.15",",,,0","-11.64",",,,0","2846","1,,,0"
"USC00057433","1950-12","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","5.1","0","0.0",",0","3",",0","0",",0","0",",0","","","","","5",",0","31",",0","3",",0","0",",0","0",",0","","","-19.4",",0,30,","","","","","1.0",",,0,05,+","13.9",",0,01,","","","1840.7","0","677.8",",0","2.3",",,,0","","","-3.53",",0","6.89",",,,0","-13.95",",,,0","2233","1,,,0"
"USC00057433","1951-01","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","0.0","0","0.0",",0","3",",0","0",",0","0",",0","","","","","11",",0","31",",0","4",",0","0",",0","0",",0","","","-23.9",",0,07,","","","","","0.8",",,0,31,","13.9",",0,23,","","","2565.1","0","724.4",",0","1.4",",,,0","","","-5.03",",0","4.92",",,,0","-14.98",",,,0","4843","1,,,0"
"USC00057433","1951-02","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","0.0","0","0.0","1,0","3","1,0","0","1,0","0","1,0","","","","","7","1,0","27","1,0","5","1,0","0","1,0","0","1,0","","","-35.0","1,0,01,","","","","","1.0","1,,0,13,","17.2","1,0,12,","","","3179.8","0","614.7","1,0","1.8","1,,,0","","","-4.44","1,0","5.33","1,,,0","-14.20","1,,,0","2874","1,,,0"
"USC00057433","1951-03","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","","","","","2",",0","30",",0","3",",0","0",",0","0",",0","","","-18.9",",0,12,","","","","","1.0",",,0,28,","16.1",",0,26,","","","3770.7","0","590.9",",0","1.0",",,,0","","","-0.73",",0","8.80",",,,0","-10.25",",,,0","5071","2,,,0"
"USC00057433","1951-04","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","0.0","0","0.0",",0","5",",0","1",",0","0",",0","","","","","0",",0","26",",0","0",",0","1",",0","0",",0","","","-15.6",",0,11,","","","","","4.6",",,0,05,","21.7",",0,24,","","","4175.0","0","404.3",",0","7.3",",,,0","","","4.86",",0","13.68",",,,0","-3.97",",,,0","4843","1,,,0"
"USC00057433","1951-05","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","0.0","0","0.0",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","13",",0","0",",0","","","-8.3",",0,02,","0",",,0,31,+","0",",T,0,10,+","2.3",",,0,22,+","28.9",",0,28,","237.2",",,,0","4431.9","0","256.9",",0","6.7",",,,0","0",",T,,0","10.05",",0","19.91",",,,0","0.18",",,,0","5469","1,,,0"
"USC00057433","1951-06","37.65","-105.8","2297.0","SAN LUIS LAKES 3 W, CO US","0.3","0","0.3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","25",",0","0",",0","","","-2.8",",0,07,","0",",,0,30,+","0",",,0,30,+","0.8",",,0,05,","31.1",",0,30,","242.4","2,,,0","4585.4","0","153.5",",0","1.3",",,,0","0",",,,0","13.23",",0","24.40",",,,0","2.05",",,,0","4201","4,,,0"
