"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00106221","1922-02","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","3.8",",,6,17,","","","","","","","","","9.9",",,,6","","","","","","","","","",""
"USC00106221","1922-04","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","1,6","6",",6","2",",6","0",",6","","","0","1,6","27","1,6","0","1,6","0","1,6","0","1,6","","","-10.6","1,6,12,","","","7.6",",,6,01,","20.0","1,6,22,","","","","","444.6","1,6","17.4",",,,6","","","3.00","1,6","10.21","1,,,6","-4.20","1,,,6","6818","4,,,6"
"USC00106221","1922-05","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","1,6","5",",6","3",",6","0",",6","","","0","1,6","6","1,6","0","1,6","7","1,6","0","1,6","","","-2.2","1,6,13,","","","10.2",",,6,20,+","28.9","1,6,25,","2254.9","3,,,6","","","223.8","1,6","30.1",",,,6","","","10.87","1,6","18.88","1,,,6","2.87","1,,,6","9012","1,,,6"
"USC00106221","1922-06","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","22.2",",6","3",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","28",",6","2",",6","","","1.1",",6,01,","","","10.2",",,6,14,","33.9",",6,20,","2660.4",",,,6","","","43.6",",6","15.8",",,,6","","","17.62",",6","27.75",",,,6","7.49",",,,6","5611",",,,6"
"USC00106221","1922-07","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","51.6","3,6","","","","","","","","","0","3,6","0","3,6","0","3,6","27","3,6","10","3,6","","","6.7","3,6,24,+","","","","","35.6","3,6,15,","","","19.4","","19.4","3,6","","","","","19.48","3,6","29.55","3,,,6","9.42","3,,,6","5085","5,,,6"
"USC00106221","1922-08","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","12.9",",6","8",",6","7",",6","0",",6","","","0",",6","2",",6","0",",6","30",",6","6",",6","","","-1.7",",6,16,","","","20.3",",,6,30,","33.9",",6,01,","2250.9","1,,,6","72.7","","53.3",",6","51.2",",,,6","","","17.03",",6","29.10",",,,6","4.95",",,,6","4612",",,,6"
"USC00106221","1922-09","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1943.5","1,,,6","","","","","","","","","","","","","","","4280","1,,,6"
"USC00106221","1922-10","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","1,6","2",",6","2",",6","0",",6","","","0","1,6","29","1,6","0","1,6","9","1,6","0","1,6","","","-13.9","1,6,23,","","","5.1",",,6,13,","27.8","1,6,11,","1226.3","2,,,6","","","398.1","1,6","8.9",",,,6","","","5.06","1,6","18.40","1,,,6","-8.27","1,,,6","4389","1,,,6"
"USC00106221","1922-11","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","5.1",",,6,10,","","","","","","","","","13.9",",,,6","","","","","","","","","",""
"USC00106221","1923-02","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","2",",6","2",",6","0",",6","","","","","","","17","3,6","0","3,6","0","3,6","","","","","","","7.6",",,6,07,","4.4","3,6,22,+","","","","","","","11.4",",,,6","","","","","-2.69","3,,,6","","","",""
"USC00106221","1923-04","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","1","","","","","","11.4",",,6,05,","","","","","","","","","24.1",",,,6","","","","","","","","","",""
"USC00106221","1923-05","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.6","4,6","4",",6","4",",6","0",",6","","","0","4,6","7","4,6","0","3,6","10","3,6","0","3,6","","","-4.4","4,6,01,","","","17.8",",,6,22,","27.2","3,6,25,","","","","","181.3","3,6","40.4",",,,6","","","11.61","4,6","19.55","3,,,6","3.67","4,,,6","7194","3,,,6"
"USC00106221","1923-06","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","4.8","3,6","9",",6","8",",6","0",",6","","","0","2,6","2","2,6","0","3,6","18","3,6","0","3,6","","","-1.1","2,6,14,","","","12.7",",,6,17,","31.1","3,6,30,","1897.8","3,,,6","","","117.6","3,6","45.7",",,,6","","","14.07","3,6","22.01","3,,,6","6.13","2,,,6","6519","2,,,6"
"USC00106221","1923-07","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","77.6","5,6","2",",6","2",",6","0",",6","","","0","5,6","0","5,6","0","5,6","26","5,6","7","5,6","1","","7.2","5,6,06,","","","20.3",",,6,26,","36.1","5,6,22,","","","1.1","6","1.1","5,6","35.5",",,,6","","","21.28","5,6","30.84","5,,,6","11.71","5,,,6","5775","5,,,6"
"USC00106221","1923-09","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","1","","","","","","7.6",",,6,27,","","","","","","","","","14.0",",,,6","","","","","","","","","",""
"USC00106221","1923-10","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","17.8",",,6,13,","","","","","","","","","35.6",",,,6","","","","","","","","","",""
"USC00106221","1923-11","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","4,6","0","4,6","0","4,6","0","4,6","","","0","4,6","26","4,6","1","4,6","0","4,6","0","4,6","2","","-13.9","4,6,28,","","","0.0","4,,6,30,+","13.9","4,6,09,+","","","","","473.7","4,6","0.0","4,,,6","","","0.12","4,6","9.29","4,,,6","-9.06","4,,,6","",""
"USC00106221","1924-01","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0","4,6","0","2,6","0","2,6","0","2,6","","","24","3,6","28","3,6","22","3,6","0","3,6","0","3,6","3","","-32.2","3,6,20,+","","","0.0","2,,6,31,+","3.3","3,6,30,+","","","","","839.9","3,6","0.0","2,,,6","","","-12.83","4,6","-3.08","3,,,6","-22.59","3,,,6","1622","4,,,6"
"USC00106221","1924-02","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0","1,6","1",",6","1",",6","0",",6","","","0","1,6","28","1,6","3","1,6","0","1,6","0","1,6","","","-17.2","1,6,03,","","","8.9",",,6,08,","7.8","1,6,28,+","","","","","581.2","1,6","8.9",",,,6","","","-2.43","1,6","3.98","1,,,6","-8.83","1,,,6","2992","1,,,6"
"USC00106221","1924-03","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0","3,6","0","2,6","0","2,6","0","2,6","","","1","3,6","28","3,6","1","2,6","0","2,6","0","2,6","","","-17.8","3,6,18,","","","0.0","2,,6,31,+","10.0","2,6,03,","","","","","580.6","2,6","0.0","2,,,6","","","-2.33","3,6","4.84","2,,,6","-9.50","3,,,6","6663","2,,,6"
"USC00106221","1924-05","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20317","5,,,6"
"USC00106221","1924-07","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","40.7","3,6","","","","","","","","","0","3,6","0","3,6","0","3,6","28","3,6","18","3,6","","","2.2","3,6,21,","","","","","36.7","3,6,03,","","","11.0","6","11.0","3,6","","","","","19.39","3,6","32.50","3,,,6","6.29","3,,,6","25702","3,,,6"
"USC00106221","1924-08","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","15.5","3,6","","","","","","","","","0","3,6","1","3,6","0","2,6","29","2,6","12","2,6","","","0.0","3,6,22,","","","","","36.1","2,6,29,","","","35.8","6","24.8","2,6","","","","","18.07","3,6","30.90","2,,,6","5.25","3,,,6","5554","4,,,6"
"USC00106221","1924-09","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","5",",6","5",",6","0",",6","","","","","","","0","4,6","19","4,6","3","4,6","","","","","","","6.4",",,6,05,","33.9","4,6,05,","","","","","","","20.3",",,,6","","","","","23.90","4,,,6","","","24229","4,,,6"
"USC00106221","1924-10","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","5,6","3",",6","3",",6","0",",6","","","0","5,6","22","5,6","0","4,6","5","4,6","0","4,6","","","-5.6","5,6,22,+","","","11.4",",,6,19,","24.4","4,6,05,","","","","","277.2","4,6","24.1",",,,6","","","7.67","5,6","17.51","4,,,6","-2.18","5,,,6","",""
"USC00106221","1924-11","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","4,6","","","","","","","","","0","4,6","26","4,6","0","4,6","0","4,6","0","4,6","2","","-17.2","4,6,26,+","","","","","16.1","4,6,03,","","","","","533.7","4,6","","","","","-2.19","4,6","7.03","4,,,6","-11.41","4,,,6","",""
"USC00106221","1924-12","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00106221","1925-01","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0","5,6","","","","","","","","","0","4,6","27","4,6","26","1,6","0","1,6","0","1,6","13","","-17.2","4,6,19,+","","","","","4.4","1,6,31,","","","","","695.0","1,6","","","","","-8.45","5,6","-4.11","1,,,6","-12.80","4,,,6","2609",",,,6"
"USC00106221","1925-02","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0","2,6","","","","","","","","","0","2,6","24","2,6","0","2,6","0","2,6","0","2,6","1","","-15.0","2,6,11,","","","","","8.3","2,6,28,","","","","","522.3","2,6","","","","","-1.75","2,6","3.71","2,,,6","-7.22","2,,,6","19256","2,,,6"
"USC00106221","1925-04","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","18.5",",,6,06,","","","","","","","","","42.6",",,,6","","","","","","","","","",""
"USC00106221","1925-05","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","5.6",",,6,08,","","","1981.4","2,,,6","","","","","14.5",",,,6","","","","","","","","","6292","1,,,6"
"USC00106221","1925-06","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","21.6","5,6","5",",6","3",",6","0",",6","","","0","5,6","1","5,6","0","4,6","17","4,6","4","4,6","","","-0.6","5,6,11,","","","17.8",",,6,06,","34.4","4,6,26,","1975.1","5,,,6","","","100.4","4,6","36.9",",,,6","","","15.05","5,6","23.99","4,,,6","6.10","5,,,6","4990","5,,,6"
"USC00106221","1925-07","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","73.4","4,6","3",",6","3",",6","0",",6","","","0","3,6","0","3,6","0","4,6","26","4,6","13","4,6","","","5.6","3,6,25,","","","17.8",",,6,03,","37.2","4,6,15,","","","6.4","6","6.4","4,6","27.9",",,,6","","","20.79","4,6","31.41","4,,,6","10.17","3,,,6","3728","3,,,6"
"USC00106221","1925-08","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","26.6","5,6","5",",6","3",",6","0",",6","","","0","5,6","2","5,6","0","5,6","26","5,6","4","5,6","","","-1.7","5,6,25,","","","8.9",",,6,27,","36.1","5,6,21,","","","40.1","6","33.7","5,6","18.0",",,,6","","","18.06","5,6","29.03","5,,,6","7.08","5,,,6","3604","5,,,6"
"USC00106221","1925-10","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","2",",6","2",",6","0",",6","","","0","2,","25","2,6","","","","","","","1","","-10.0","2,6,17,","","","22.9",",,6,12,","","","","","","","","","25.4",",,,6","","","","","","","-3.45","2,,,6","",""
"USC00106221","1925-11","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","8.9",",,6,02,","","","","","","","","","8.9",",,,6","","","","","","","","","",""
"USC00106221","1925-12","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","","","","","","","","","","","","","4","4,6","0","4,6","0","4,6","","","","","","","","","8.9","4,6,07,+","","","","","","","","","","","","","3.72","4,,,6","","","",""
"USC00106221","1926-01","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","","","","","","","","","1","5,6","26","5,6","16","4,6","0","4,6","0","4,6","2","","-17.8","5,6,13,","","","","","3.3","4,6,06,+","","","","","","","","","","","-8.16","6,6","-1.23","4,,,6","-15.09","5,,,6","",""
"USC00106221","1926-04","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","1,6","5",",6","2",",6","0",",6","","","0",",6","12",",6","0","1,6","11","1,6","0","1,6","","","-11.7",",6,01,","","","4.6",",,6,05,","27.8","1,6,29,+","","","","","252.7","1,6","11.4",",,,6","","","9.66","1,6","18.82","1,,,6","0.50",",,,6","",""
"USC00106221","1926-05","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","4",",6","2",",6","0",",6","","","0","1,6","7","1,6","","","","","","","","","-3.3","1,6,06,","","","4.6",",,6,01,","","","2431.7","1,,,6","","","","","10.2",",,,6","","","","","","","3.42","1,,,6","",""
"USC00106221","1926-06","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","1",",6","0",",6","0",",6","","","0",",6","3",",6","","","","","","","","","-1.1",",6,20,","","","0.3",",,6,29,","","","2707.4",",,,6","","","","","0.3",",,,6","","","","","","","6.99",",,,6","",""
"USC00106221","1926-07","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","61.4","3,6","4",",6","3",",6","0",",6","","","0","1,6","0","1,6","0","2,6","28","2,6","14","2,6","","","3.9","1,6,21,","","","7.9",",,6,01,","35.6","2,6,30,","2580.1","2,,,6","7.5","6","7.5","2,6","19.4",",,,6","","","20.31","3,6","30.82","2,,,6","9.80","1,,,6","",""
"USC00106221","1926-08","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","32.5","2,6","2",",6","0",",6","0",",6","","","0",",6","0",",6","0","2,6","29","2,6","7","2,6","","","0.6",",6,31,","","","1.5",",,6,19,","34.4","2,6,25,","2577.6",",,,6","28.6","6","21.1","2,6","1.8",",,,6","","","18.66","2,6","29.47","2,,,6","7.84",",,,6","",""
"USC00106221","1926-09","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","3,6","1",",6","1",",6","0",",6","","","0","1,6","15","1,6","0","2,6","16","2,6","0","2,6","","","-12.2","1,6,25,","","","5.3",",,6,30,","27.2","2,6,10,","","","257.8","6","229.2","2,6","5.3",",,,6","","","9.99","3,6","20.83","2,,,6","-0.84","1,,,6","",""
"USC00106221","1926-10","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0",",6","2",",6","0",",6","0",",6","","","0",",6","27",",6","0",",6","11",",6","0",",6","","","-13.3",",6,30,","","","1.0",",,6,08,","26.1",",6,17,","","","600.7","6","342.9",",6","1.5",",,,6","","","7.27",",6","18.40",",,,6","-3.85",",,,6","",""
"USC00106221","1926-11","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","2,6","3",",6","1",",6","0",",6","","","0",",6","29",",6","0","2,6","0","2,6","0","2,6","","","-12.8",",6,08,","","","6.6",",,6,26,","16.1","2,6,03,","","","1072.3","6","471.6","2,6","9.1",",,,6","","","1.55","2,6","9.31","2,,,6","-6.22",",,,6","",""
"USC00106221","1926-12","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","2,6","1",",6","1",",6","0",",6","","","12","1,6","30","1,6","18","1,6","0","1,6","0","1,6","","","-30.6","1,6,14,","","","2.8",",,6,03,","11.1","1,6,01,","","","1840.4","6","768.1","1,6","2.8",",,,6","","","-8.00","2,6","-1.04","1,,,6","-14.96","1,,,6","",""
"USC00106221","1927-01","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","","0.0","3,6","","","","","","","","","12",",6","31",",6","14","3,6","0","3,6","0","3,6","","","-35.0",",6,22,","","","","","4.4","3,6,28,+","","","2589.5","","749.1","3,6","","","","","-8.63","3,6","-0.36","3,,,6","-16.89",",,,6","",""
"USC00106221","1927-02","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","","0.0","1,6","2",",6","1",",6","0",",6","","","3","1,6","26","1,6","6",",6","0",",6","0",",6","","","-22.8","1,6,10,","","","3.6",",,6,14,","7.2",",6,03,","","","3162.4","","572.9",",6","5.6",",,,6","","","-2.84","1,6","3.03",",,,6","-8.70","1,,,6","",""
"USC00106221","1927-04","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","3",",6","1",",6","0",",6","","","0","2,6","22","2,6","0","5,6","6","5,6","0","5,6","","","-12.2","2,6,19,","","","2.5",",,6,02,","27.2","5,6,26,","","","","","","","5.8",",,,6","","","6.06","6,6","14.88","5,,,6","-2.76","2,,,6","",""
"USC00106221","1927-05","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","1.4","3,6","10",",6","6",",6","0",",6","","","0",",6","6",",6","0","3,6","8","3,6","0","3,6","","","-4.4",",6,02,","","","12.2",",,6,27,","31.1","3,6,16,","1881.8","3,,,6","","","233.9","3,6","49.6",",,,6","","","9.95","3,6","17.54","3,,,6","2.35",",,,6","",""
"USC00106221","1927-06","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","16.6","1,6","3",",6","1",",6","0",",6","","","0",",6","0",",6","0","1,6","26","1,6","2","1,6","","","2.2",",6,02,","","","2.5",",,6,04,","33.9","1,6,25,","2735.3",",,,6","","","63.7","1,6","4.8",",,,6","","","16.71","1,6","25.64","1,,,6","7.78",",,,6","",""
"USC00106221","1927-07","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","58.6",",6","1",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","14",",6","","","1.7",",6,05,","","","0.5",",,6,13,","36.1",",6,19,+","2595.4","1,,,6","14.0","","14.0",",6","0.5",",,,6","","","19.77",",6","30.98",",,,6","8.56",",,,6","",""
"USC00106221","1927-08","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","8.9","1,6","4",",6","3",",6","0",",6","","","0",",6","1",",6","0","1,6","29","1,6","1","1,6","","","-0.6",",6,31,","","","9.4",",,6,14,","33.3","1,6,05,","2251.6",",,,6","59.9","","45.9","1,6","19.5",",,,6","","","17.13","1,6","27.48","1,,,6","6.77",",,,6","",""
"USC00106221","1927-09","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","5",",6","4",",6","0",",6","","","0","2,6","5","2,6","0","4,6","16","4,6","0","4,6","","","-2.2","2,6,15,","","","11.2",",,6,25,","30.0","4,6,06,+","1758.0","2,,,6","","","","","33.6",",,,6","","","13.15","5,6","22.55","4,,,6","3.75","2,,,6","",""
"USC00106221","1927-11","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","2,6","1",",6","1",",6","0",",6","","","0",",6","25",",6","0","2,6","0","2,6","0","2,6","","","-10.0",",6,23,","","","10.2",",,6,11,","18.3","2,6,06,","","","","","429.3","2,6","10.2",",,,6","","","2.88","2,6","9.13","2,,,6","-3.36",",,,6","",""
"USC00106221","1928-03","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","3,6","2",",6","0",",6","0",",6","","","0",",6","27",",6","0","3,6","1","3,6","0","3,6","","","-16.1",",6,03,","","","1.8",",,6,09,","21.1","3,6,21,","","","","","452.9","3,6","3.3",",,,6","","","2.09","3,6","10.33","3,,,6","-6.15",",,,6","",""
"USC00106221","1928-06","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","2.5","3,6","9",",6","6",",6","0",",6","","","0",",6","0",",6","0","3,6","16","3,6","0","3,6","","","0.6",",6,16,","","","18.5",",,6,15,","30.0","3,6,26,+","","","","","118.9","3,6","41.4",",,,6","","","14.07","3,6","22.81","3,,,6","5.32",",,,6","",""
"USC00106221","1928-10","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","1,6","3",",6","1",",6","0",",6","","","0",",6","27",",6","0","1,6","7","1,6","0","1,6","","","-10.0",",6,23,","","","2.5",",,6,13,","25.6","1,6,09,","","","","","354.6","1,6","4.8",",,,6","","","6.56","1,6","16.17","1,,,6","-3.04",",,,6","",""
"USC00106221","1928-11","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","5,6","5",",6","3",",6","0",",6","","","0",",6","30",",6","2","5,6","0","5,6","0","5,6","","","-15.6",",6,18,","","","16.5",",,6,06,","15.6","5,6,12,","","","","","453.0","5,6","34.5",",,,6","","","0.00","5,6","6.86","5,,,6","-6.86",",,,6","",""
