"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013959","1942-08","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1099.2","0","322.2",",0","7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","7","","","","4","","20.6",",0,29,","0",",,0,31,+","0",",,0,31,+","44.7",",,0,24,","38.9",",0,08,","0.0","0","","","0.0",",0","","","","","","","","","","","88.2",",,,0","0",",,,0","28.73",",0","34.45",",,,0","23.00",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1942-09","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1273.4","0","174.2",",0","8",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","11","","","","3","","3.9",",0,27,","0",",,0,30,+","0",",,0,30,+","90.4",",,0,07,","35.0",",0,13,","14.5","0","","","14.5",",0","","","","","","","","","","","238.0",",,,0","0",",,,0","23.66",",0","29.37",",,,0","17.95",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1942-10","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1335.0","0","61.6",",0","9",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","4","","","","5","","5.6",",0,27,+","0",",,0,31,+","0",",,0,31,+","19.1",",,0,30,","31.1",",0,09,+","43.1","0","","","28.6",",0","","","","","","","","","","","97.9",",,,0","0",",,,0","19.40",",0","25.72",",,,0","13.08",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1942-11","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1378.9","0","43.9",",0","5",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","6","","","","1","","0.6",",0,30,+","0",",,0,30,+","0",",,0,30,+","31.8",",,0,04,","28.9",",0,25,","146.4","0","","","103.3",",0","","","","","","","","","","","92.3",",,,0","0",",,,0","16.36",",0","22.64",",,,0","10.07",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1942-12","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1378.9","0","0.0",",0","9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","11",",0","0",",0","7","","","","1","","-2.2",",0,29,","0",",,0,31,+","0",",T,0,28,+","34.8",",,0,21,","25.6",",0,15,","386.4","0","","","240.0",",0","","","","","","","","","","","61.7",",,,0","0",",T,,0","10.59",",0","16.65",",,,0","4.53",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-01","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","5.2","0","5.2",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","12",",0","1",",0","12",",0","1",",0","9","","","","1","","-13.3",",0,19,","0",",,0,31,+","0",",,0,31,+","15.0",",,0,06,","32.2",",0,23,","695.5","0","","","309.1",",0","","","","","","","","","","","16.1",",,,0","0",",,,0","8.53",",0","15.61",",,,0","1.45",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-02","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","9.6","0","4.4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","14",",0","0",",0","4","","","","1","","-4.4",",0,11,","0",",,0,28,+","0",",,0,28,+","9.9",",,0,20,","28.9",",0,23,","842.8","0","","","147.3",",0","","","","","","","","","","","12.2",",,,0","0",",,,0","13.23",",0","20.32",",,,0","6.14",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-03","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","23.3","0","13.7",",0","4",",0","1",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","11",",0","0",",0","11","","","","","","-9.4",",0,03,","0",",,0,31,+","0",",,0,31,+","34.0",",,0,24,","28.3",",0,15,","1055.6","0","","","212.8",",0","","","","","","","","","","","38.1",",,,0","0",",,,0","11.91",",0","17.88",",,,0","5.94",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-04","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","130.7","0","107.4",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","7","","","","1","","8.9",",0,15,","0",",,0,30,+","0",",,0,30,+","16.3",",,0,08,","32.8",",0,23,","1065.9","0","","","10.3",",0","","","","","","","","","","","19.4",",,,0","0",",,,0","21.57",",0","27.40",",,,0","15.74",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-05","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","310.9","0","180.2",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","11",",0","6","","","","5","","13.3",",0,11,","0",",,0,31,+","0",",,0,31,+","36.8",",,0,10,","35.0",",0,02,","1066.4","0","","","0.5",",0","","","","","","","","","","","115.8",",,,0","0",",,,0","24.13",",0","29.66",",,,0","18.60",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-06","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","611.6","0","300.7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","24",",0","4","","","","4","","21.1",",0,05,","0",",,0,30,+","0",",,0,30,+","3.6",",,0,14,","38.3",",0,28,","1066.4","0","","","0.0",",0","","","","","","","","","","","6.9",",,,0","0",",,,0","28.36",",0","33.53",",,,0","23.18",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-07","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","957.5","0","345.9",",0","6",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","3","","","","4","","18.9",",0,26,+","0",",,0,31,+","0",",,0,31,+","42.9",",,0,29,","40.0",",0,24,+","0.0","0","","","0.0",",0","","","","","","","","","","","114.5",",,,0","0",",,,0","29.49",",0","35.43",",,,0","23.55",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-08","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1327.7","0","370.2",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","1","","","","2","","22.2",",0,19,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,11,","39.4",",0,29,+","0.0","0","","","0.0",",0","","","","","","","","","","","17.3",",,,0","0",",,,0","30.27",",0","36.24",",,,0","24.31",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-09","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1526.4","0","198.7",",0","9",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","14",",0","7","","","","3","","13.3",",0,27,","0",",,0,30,+","0",",,0,30,+","45.7",",,0,30,","36.1",",0,14,+","3.3","0","","","3.3",",0","","","","","","","","","","","119.1",",,,0","0",",,,0","24.85",",0","30.41",",,,0","19.28",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-10","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1594.5","0","68.1",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","9","","","","3","","2.2",",0,27,","0",",,0,31,+","0",",,0,31,+","82.6",",,0,12,","29.4",",0,29,+","38.3","0","","","35.0",",0","","","","","","","","","","","92.3",",,,0","0",",,,0","19.40",",0","25.25",",,,0","13.55",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-11","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1605.1","0","10.6",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","14",",0","0",",0","4","","","","1","","-1.7",",0,30,","0",",,0,30,+","0",",,0,30,+","19.1",",,0,26,","28.9",",0,06,","194.1","0","","","155.8",",0","","","","","","","","","","","33.6",",,,0","0",",,,0","13.49",",0","19.91",",,,0","7.08",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-12","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1608.7","0","3.6",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","10",",0","1",",0","4",",0","0",",0","12","","","","","","-7.2",",0,15,","0",",,0,31,+","0",",,0,31,+","17.0",",,0,24,","25.6",",0,02,","502.3","0","","","308.2",",0","","","","","","","","","","","61.6",",,,0","0",",,,0","8.51",",0","13.66",",,,0","3.35",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1944-01","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","0.0","0","0.0",",0","13",",0","5",",0","1",",0","","","","","0",",0","9",",0","1",",0","4",",0","0",",0","","","","","","","-7.8",",0,15,","","","","","35.3",",,0,01,","23.9",",0,26,","813.2","0","","","310.9",",0","","","","","","","","","","","83.6",",,,0","","","8.30",",0","13.43",",,,0","3.17",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1944-02","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","3.3","0","3.3",",0","9",",0","6",",0","2",",0","","","","","0",",0","2",",0","0",",0","9",",0","0",",0","","","","","","","-3.9",",0,12,","","","","","38.9",",,0,26,","25.0",",0,25,","993.5","0","","","180.3",",0","","","","","","","","","","","115.7",",,,0","","","12.23",",0","16.65",",,,0","7.81",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1944-03","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","12.2","0","8.9",",0","10",",0","8",",0","0",",0","","","","","0",",0","1",",0","0",",0","11",",0","0",",0","","","","","","","0.0",",0,29,","","","","","15.5",",,0,18,","26.7",",0,26,","1141.8","0","","","148.3",",0","","","","","","","","","","","65.4",",,,0","","","13.84",",0","19.15",",,,0","8.52",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1944-04","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","61.6","0","49.4",",0","6",",0","5",",0","2",",0","","","","","0",",0","0",",0","0",",0","27",",0","0",",0","","","","","","","4.4",",0,03,","","","","","86.6",",,0,30,","31.1",",0,26,","1172.9","0","","","31.1",",0","","","","","","","","","","","176.0",",,,0","","","18.94",",0","24.98",",,,0","12.91",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1944-05","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","189.9","0","128.3",",0","15",",0","11",",0","3",",0","","","","","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","","","7.8",",0,05,","","","","","53.6",",,0,25,","31.7",",0,20,","1180.1","0","","","7.2",",0","","","","","","","","","","","203.5",",,,0","","","22.24",",0","27.28",",,,0","17.20",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1944-06","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","488.0","0","298.1",",0","4",",0","1",",0","1",",0","","","","","0",",0","0",",0","0",",0","30",",0","22",",0","","","","","","","19.4",",0,07,","","","","","27.9",",,0,05,","37.2",",0,23,","1180.1","0","","","0.0",",0","","","","","","","","","","","30.2",",,,0","","","28.27",",0","33.49",",,,0","23.05",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1944-07","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","849.8","0","361.8",",0","5",",0","2",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","29",",0","","","","","","","21.1",",0,22,","","","","","3.8",",,0,23,","40.0",",0,27,+","0.0","0","","","0.0",",0","","","","","","","","","","","10.9",",,,0","","","30.00",",0","35.88",",,,0","24.12",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1944-08","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1203.5","0","353.7",",0","6",",0","5",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","26",",0","","","","","","","17.8",",0,31,","","","","","15.5",",,0,27,","39.4",",0,02,","0.0","0","","","0.0",",0","","","","","","","","","","","55.2",",,,0","","","29.74",",0","35.29",",,,0","24.19",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1944-09","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1424.0","0","220.5",",0","5",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","17",",0","","","","","","","13.9",",0,12,+","","","","","14.5",",,0,26,","36.7",",0,22,+","0.0","0","","","0.0",",0","","","","","","","","","","","26.7",",,,0","","","25.68",",0","31.72",",,,0","19.65",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1944-10","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1505.5","0","81.5",",0","5",",0","2",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","2",",0","","","","","","","7.2",",0,13,+","","","","","21.1",",,0,05,","33.3",",0,02,","9.8","0","","","9.8",",0","","","","","","","","","","","29.3",",,,0","","","20.65",",0","27.83",",,,0","13.47",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1944-11","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1542.2","0","36.7",",0","8",",0","7",",0","2",",0","","","","","0",",0","1",",0","0",",0","15",",0","0",",0","","","","","","","0.0",",0,27,","","","","","49.8",",,0,25,","28.3",",0,07,","141.1","0","","","131.3",",0","","","","","","","","","","","114.3",",,,0","","","15.18",",0","20.19",",,,0","10.17",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1944-12","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1542.2","0","0.0",",0","9",",0","8",",0","1",",0","","","","","0",",0","7",",0","0",",0","2",",0","0",",0","","","","","","","-2.2",",0,12,+","","","","","41.4",",,0,04,","22.8",",0,17,","467.2","0","","","326.1",",0","","","","","","","","","","","108.2",",,,0","","","7.81",",0","12.87",",,,0","2.75",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1945-01","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","0.0","0","0.0",",0","5",",0","2",",0","2",",0","","","","","0",",0","5",",0","0",",0","5",",0","0",",0","","","","","","","-1.1",",0,25,","","","","","48.0",",,0,18,","25.6",",0,14,","764.2","0","","","297.0",",0","","","","","","","","","","","86.2",",,,0","","","8.75",",0","13.87",",,,0","3.64",",,,0","","","","","","","","","","","","","","","","","",""
