"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00253911","1961-05","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","","","14",",0","10",",0","3",",0","0",",0","0",",0","","","","","","","","","","","","","0",",T,0,01,","0",",T,0,01,","54.6",",,0,22,","","","132.7","4,,,0","","","","","","","","","210.5",",,,0","0",",T,,0","","","","","","","4844",",,,0"
"USC00253911","1961-06","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","","","11","1,0","6","1,0","1","1,0","0","1,0","0","1,0","","","","","","","","","","","","","0","1,,0,30,+","0","1,,0,30,+","35.1","1,,0,05,","","","209.8","1,,,0","","","","","","","","","87.7","1,,,0","0","1,,,0","","","","","","","3202","1,,,0"
"USC00253911","1961-07","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","","","9",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","15.7",",,0,06,","","","245.4",",,,0","","","","","","","","","37.0",",,,0","0",",,,0","","","","","","","3670",",,,0"
"USC00253911","1961-08","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","","","10",",0","7",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","44.5",",,0,01,","","","184.9","2,,,0","","","","","","","","","125.3",",,,0","0",",,,0","","","","","","","2990",",,,0"
"USC00253911","1961-09","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","","","7",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","17.5",",,0,21,","","","134.9","5,,,0","","","","","","","","","46.5",",,,0","0",",,,0","","","","","","","4378",",,,0"
"USC00253911","1962-04","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","","","4",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","5.8",",,0,11,","","","","","","","","","","","","","9.4",",,,0","0",",,,0","","","","","","","4513","4,,,0"
"USC00253911","1962-05","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","","","10",",0","7",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","59.7",",,0,17,","","","202.2","5,,,0","","","","","","","","","137.1",",,,0","0",",,,0","","","","","","","4821",",,,0"
"USC00253911","1962-06","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","","","11",",0","8",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","22.9",",,0,12,","","","","","","","","","","","","","116.9",",,,0","0",",,,0","","","","","","","3360",",,,0"
"USC00253911","1962-07","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","","","15",",0","11",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","39.9",",,0,05,","","","171.0","4,,,0","","","","","","","","","177.4",",,,0","0",",,,0","","","","","","","2669",",,,0"
"USC00253911","1962-08","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","","","10",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","16.0",",,0,15,","","","199.2",",,,0","","","","","","","","","58.1",",,,0","0",",,,0","","","","","","","2847",",,,0"
"USC00253911","1962-09","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","","","","","","","","","","","","","","","","","0",",,,0","","","","","","","",""
"USC00253911","1963-06","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","","","","","","","","","","","","","","","","","0",",,,0","","","","","","","",""
"USC00253911","1963-07","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","249.7","1,0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","21","1,0","15.6",",0,28,+","0",",,0,31,+","0",",,0,31,+","35.3",",,0,15,","39.4","1,0,24,+","248.7",",,,0","0.0","","0.0","1,0","","","","","57.0",",,,0","0",",,,0","26.64","1,0","33.82","1,,,0","19.45",",,,0","4087",",,,0"
"USC00253911","1963-08","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","194.3",",0","6",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","10.6",",0,14,","0",",,0,31,+","0",",,0,31,+","14.2",",,0,18,","40.0",",0,02,","206.8",",,,0","1.7","","1.7",",0","","","","","50.1",",,,0","0",",,,0","24.55",",0","31.46",",,,0","17.64",",,,0","3168",",,,0"
"USC00253911","1963-09","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","85.6",",0","8",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","2",",0","6.1",",0,29,","0",",,0,30,+","0",",,0,30,+","54.6",",,0,10,","32.8",",0,07,","124.6","3,,,0","29.8","","28.1",",0","","","","","175.2",",,,0","0",",,,0","20.25",",0","26.21",",,,0","14.29",",,,0","2912",",,,0"
"USC00253911","1963-10","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","30.3","4,0","3",",0","2",",0","0",",0","0",",0","0",",0","0","4,0","0","4,0","0",",0","24",",0","4",",0","1.7","4,0,30,+","0",",,0,31,+","0",",,0,31,+","7.6",",,0,21,","33.9",",0,02,","114.9","2,,,0","80.8","","51.0",",0","","","","","13.5",",,,0","0",",,,0","17.55","4,0","25.45",",,,0","9.65","4,,,0","2039","2,,,0"
"USC00253911","1964-07","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","244.3","1,0","9",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","21","1,0","16.1","1,0,29,+","0",",,0,31,+","0",",,0,31,+","25.4",",,0,07,","40.6","1,0,06,","208.0","3,,,0","0.0","","0.0","1,0","19.67","1,,,0","34.19","1,,,0","66.3",",,,0","0",",,,0","26.48","1,0","34.01","1,,,0","18.95","1,,,0","1792","4,,,0"
"USC00253911","1964-08","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","130.5",",0","10",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","10",",0","8.3",",0,12,","0",",,0,31,+","0",",,0,31,+","42.9",",,0,20,","40.6",",0,03,","173.8","2,,,0","13.4","","13.4",",0","16.28",",,,0","29.27",",,,0","63.7",",,,0","0",",,,0","22.11",",0","28.85",",,,0","15.37",",,,0","2639",",,,0"
"USC00253911","1964-09","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","66.2",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","5",",0","1.7",",0,28,+","0",",,0,30,+","0",",,0,30,+","11.2",",,0,16,","37.8",",0,10,+","131.1","1,,,0","78.6","","65.2",",0","13.39",",,,0","25.04",",,,0","44.6",",,,0","0",",,,0","18.37",",0","24.93",",,,0","11.80",",,,0","2332",",,,0"
"USC00253911","1964-10","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","","","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","2.8",",,0,12,","","","","","","","","","","","","","2.8",",,,0","0",",,,0","","","","","","","",""
"USC00253911","1965-05","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","34.1","1,0","10",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","26","1,0","3","1,0","2.8",",0,09,","0",",,0,31,+","0",",,0,31,+","53.8",",,0,26,","33.9","1,0,03,","174.1","3,,,0","","","48.7","1,0","12.60",",,,0","26.15",",,,0","201.3",",,,0","0",",,,0","17.79","1,0","25.26","1,,,0","10.32",",,,0","3636",",,,0"
"USC00253911","1965-06","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","88.2",",0","12",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","8.9",",0,06,","0",",,0,30,+","0",",,0,30,+","37.1",",,0,29,","32.8",",0,23,","146.6","1,,,0","","","3.6",",0","17.14",",,,0","30.37",",,,0","134.4",",,,0","0",",,,0","21.15",",0","27.14",",,,0","15.17",",,,0","2010",",,,0"
"USC00253911","1965-07","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","181.9",",0","12",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","14.4",",0,04,","0",",,0,31,+","0",",,0,31,+","35.3",",,0,01,","37.2",",0,13,","196.6","1,,,0","0.0","","0.0",",0","19.08",",,,0","33.82",",,,0","144.1",",,,0","0",",,,0","24.20",",0","30.79",",,,0","17.62",",,,0","1957",",,,0"
"USC00253911","1965-08","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","154.5","1,0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","14","1,0","10.0",",0,31,","0",",,0,31,+","0",",,0,31,+","14.7",",,0,21,","38.3","1,0,13,","176.6",",,,0","1.9","","1.9","1,0","17.53",",,,0","32.29",",,,0","53.0",",,,0","0",",,,0","23.38","1,0","30.63","1,,,0","16.14",",,,0","1667",",,,0"
"USC00253911","1965-09","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","12.8",",0","15",",0","11",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","12",",0","0",",0","-0.6",",0,24,","0",",,0,30,+","0",",,0,30,+","32.5",",,0,20,","30.0",",0,13,","","","151.8","","149.9",",0","10.07",",,,0","20.19",",,,0","170.9",",,,0","0",",,,0","13.77",",0","19.18",",,,0","8.35",",,,0","1767",",,,0"
"USC00253911","1966-05","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","","","3",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","2.3",",,0,20,","","","","","","","","","","","","","3.8",",,,0","0",",,,0","","","","","","","",""
"USC00253911","1966-06","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","127.5","2,0","8",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","28","1,0","8","1,0","7.2","1,0,09,+","0",",,0,30,+","0",",,0,30,+","53.6",",,0,24,","35.6","1,0,29,","172.3","4,,,0","","","6.4","1,0","15.77",",,,0","29.28",",,,0","116.3",",,,0","0",",,,0","22.43","2,0","28.90","1,,,0","15.96","1,,,0","3266",",,,0"
"USC00253911","1966-07","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","238.9","1,0","9",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","17",",0","16.7","1,0,29,+","0",",,0,31,+","0",",,0,31,+","16.3",",,0,19,","39.4",",0,12,","199.9","1,,,0","0.0","","0.0",",0","20.76",",,,0","33.57",",,,0","48.6",",,,0","0",",,,0","26.28","1,0","32.53",",,,0","20.03","1,,,0","1603","2,,,0"
"USC00253911","1966-08","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","112.3",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","8.3",",0,22,","0",",,0,31,+","0",",,0,31,+","38.4",",,0,09,","35.0",",0,18,","154.3","3,,,0","8.6","","8.6",",0","16.66",",,,0","29.75",",,,0","73.6",",,,0","0",",,,0","21.68",",0","28.11",",,,0","15.25",",,,0","1733",",,,0"
"USC00253911","1966-09","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","46.8",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","5.0",",0,15,","0",",,0,30,+","0",",,0,30,+","24.1",",,0,13,","31.7",",0,25,","131.1",",,,0","51.5","","42.9",",0","13.26",",,,0","25.27",",,,0","39.4",",,,0","0",",,,0","18.46",",0","25.40",",,,0","11.53",",,,0","1331",",,,0"
"USC00253911","1966-10","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","3.9","1,0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0","1,0","17","1,0","0","1,0","-3.3",",0,31,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,14,","30.0","1,0,08,","","","253.6","","202.1","1,0","","","","","17.8",",,,0","0",",,,0","11.76","1,0","20.12","1,,,0","3.40",",,,0","",""
"USC00253911","1966-11","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","0.0","4,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","18","3,0","1","1,0","0","1,0","0","1,0","-12.8","3,0,02,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","20.6","1,0,17,+","","","616.9","","363.3","1,0","","","","","0.0",",,,0","0",",,,0","4.32","4,0","11.37","1,,,0","-2.72","3,,,0","",""
"USC00253911","1967-06","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","59.0","1,0","13",",0","8",",0","5",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","23",",0","1",",0","8.9","1,0,24,+","0",",,0,30,+","0",",,0,30,+","57.2",",,0,13,","32.2",",0,14,","","","","","27.0",",0","","","","","232.6",",,,0","0",",,,0","19.30","1,0","24.89",",,,0","13.71","1,,,0","",""
"USC00253911","1967-08","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","114.2",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","8.9",",0,19,","0",",,0,31,+","0",",,0,31,+","7.6",",,0,23,","34.4",",0,28,","","","","","7.5",",0","","","","","15.5",",,,0","0",",,,0","21.77",",0","28.96",",,,0","14.58",",,,0","",""
"USC00253911","1967-09","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","22.5","1,0","10",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","24","1,0","0","1,0","0.6","1,0,28,","0",",,0,30,+","0",",,0,30,+","12.7",",,0,19,","31.7","1,0,26,","","","","","54.1","1,0","","","","","35.4",",,,0","0",",,,0","17.24","1,0","24.35","1,,,0","10.14","1,,,0","",""
"USC00253911","1968-04","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","2.8",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","9",",0","0",",0","-7.8",",0,05,+","0",",,0,30,+","0",",,0,30,+","31.0",",,0,20,","30.0",",0,30,+","","","","","234.7",",0","","","","","73.9",",,,0","0",",,,0","10.60",",0","17.61",",,,0","3.59",",,,0","",""
"USC00253911","1968-05","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","14.4",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","2",",0","1.1",",0,21,","0",",,0,31,+","0",",,0,31,+","24.9",",,0,11,","33.3",",0,01,","","","","","167.9",",0","","","","","74.4",",,,0","0",",,,0","13.38",",0","19.27",",,,0","7.49",",,,0","",""
"USC00253911","1968-06","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","159.7",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","11",",0","8.3",",0,25,","0",",,0,30,+","0",",,0,30,+","17.3",",,0,10,","38.3",",0,29,","","","","","8.4",",0","","","","","47.9",",,,0","0",",,,0","23.38",",0","30.70",",,,0","16.05",",,,0","",""
"USC00253911","1968-07","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","186.1",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","11.7",",0,02,","0",",,0,31,+","0",",,0,31,+","69.6",",,0,23,","36.7",",0,30,+","","","1.7","","1.7",",0","","","","","128.7",",,,0","0",",,,0","24.28",",0","30.98",",,,0","17.58",",,,0","",""
"USC00253911","1968-08","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","173.0",",0","10",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","8",",0","10.6",",0,29,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,12,","37.8",",0,06,","","","8.4","","6.7",",0","","","","","89.4",",,,0","0",",,,0","23.70",",0","30.16",",,,0","17.23",",,,0","",""
"USC00253911","1968-09","40.43333","-99.38333","711.1","HOLDREGE 1 E, NE US","47.7",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","6.7",",0,09,","0",",,0,30,+","0",",,0,30,+","10.7",",,0,16,","33.9",",0,02,","","","40.6","","32.2",",0","","","","","19.0",",,,0","0",",,,0","18.85",",0","26.48",",,,0","11.21",",,,0","",""
