"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00440755","1873-08","37.416667","-75.866667","12.2","BIRDSNEST, VA US","13",",F","13",",F","0",",F","","","","","","","","","","","","","10.2",",,F,20,+","","","71.1",",,,F","","","",""
"USC00440755","1873-09","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","7",",F","1",",F","","","","","","","","","","","","","48.3",",,F,24,","","","112.0",",,,F","","","",""
"USC00440755","1873-10","37.416667","-75.866667","12.2","BIRDSNEST, VA US","5",",F","5",",F","3",",F","","","","","","","","","","","","","54.6",",,F,20,","","","133.4",",,,F","","","",""
"USC00440755","1873-11","37.416667","-75.866667","12.2","BIRDSNEST, VA US","8",",F","6",",F","1",",F","","","","","","","","","","","","","44.5",",,F,07,","","","97.8",",,,F","","","",""
"USC00440755","1873-12","37.416667","-75.866667","12.2","BIRDSNEST, VA US","10",",F","9",",F","1",",F","","","","","","","","","","","","","43.2",",,F,26,","","","106.7",",,,F","","","",""
"USC00440755","1874-01","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","4",",F","1",",F","","","","","","","","","","","","","27.9",",,F,07,","","","63.5",",,,F","","","",""
"USC00440755","1874-02","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6","1,F","4","1,F","2","1,F","","","","","","","","","","","","","52.1","1,,F,03,","","","105.5","1,,,F","","","",""
"USC00440755","1874-03","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","5",",F","1",",F","","","","","","","","","","","","","45.7",",,F,17,","","","96.5",",,,F","","","",""
"USC00440755","1874-05","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","6",",F","1",",F","","","","","","","","","","","","","25.4",",,F,17,","","","86.4",",,,F","","","",""
"USC00440755","1874-06","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","6",",F","1",",F","","","","","","","","","","","","","30.5",",,F,04,","","","73.7",",,,F","","","",""
"USC00440755","1874-08","37.416667","-75.866667","12.2","BIRDSNEST, VA US","5",",F","5",",F","1",",F","","","","","","","","","","","","","27.9",",,F,08,","","","48.2",",,,F","","","",""
"USC00440755","1874-09","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","7",",F","1",",F","","","","","","","","","","","","","47.0",",,F,16,","","","108.0",",,,F","","","",""
"USC00440755","1874-11","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","3",",F","0",",F","","","","","","","","","","","","","20.3",",,F,23,","","","54.6",",,,F","","","",""
"USC00440755","1874-12","37.416667","-75.866667","12.2","BIRDSNEST, VA US","5",",F","5",",F","2",",F","","","","","","","","","","","","","35.6",",,F,21,","","","96.6",",,,F","","","",""
"USC00440755","1875-01","37.416667","-75.866667","12.2","BIRDSNEST, VA US","13",",F","11",",F","1",",F","","","","","","","","","","","","","34.3",",,F,04,","","","126.9",",,,F","","","",""
"USC00440755","1875-02","37.416667","-75.866667","12.2","BIRDSNEST, VA US","8",",F","8",",F","0",",F","","","","","","","","","","","","","21.6",",,F,26,","","","97.9",",,,F","","","",""
"USC00440755","1875-03","37.416667","-75.866667","12.2","BIRDSNEST, VA US","11",",F","9",",F","4",",F","","","","","","","","","","","","","41.9",",,F,02,","","","180.3",",,,F","","","",""
"USC00440755","1875-05","37.416667","-75.866667","12.2","BIRDSNEST, VA US","5",",F","5",",F","1",",F","","","","","","","","","","","","","27.9",",,F,25,","","","62.2",",,,F","","","",""
"USC00440755","1875-06","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","5",",F","2",",F","","","","","","","","","","","","","54.6",",,F,16,","","","108.0",",,,F","","","",""
"USC00440755","1875-07","37.416667","-75.866667","12.2","BIRDSNEST, VA US","11",",F","8",",F","2",",F","","","","","","","","","","","","","50.8",",,F,08,","","","165.2",",,,F","","","",""
"USC00440755","1875-09","37.416667","-75.866667","12.2","BIRDSNEST, VA US","5",",F","5",",F","2",",F","","","","","","","","","","","","","50.8",",,F,29,","","","100.3",",,,F","","","",""
"USC00440755","1875-10","37.416667","-75.866667","12.2","BIRDSNEST, VA US","5",",F","4",",F","1",",F","","","","","","","","","","","","","31.8",",,F,15,","","","64.9",",,,F","","","",""
"USC00440755","1875-11","37.416667","-75.866667","12.2","BIRDSNEST, VA US","8",",F","6",",F","2",",F","","","","","","","","","","","","","33.0",",,F,08,","","","87.7",",,,F","","","",""
"USC00440755","1875-12","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","5",",F","0",",F","","","","","","","","","","","","","22.9",",,F,28,","","","73.8",",,,F","","","",""
"USC00440755","1876-02","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","6",",F","0",",F","","","","","","","","","","","","","22.9",",,F,22,","","","85.1",",,,F","","","",""
"USC00440755","1876-03","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","5",",F","2",",F","","","","","","","","","","","","","45.7",",,F,20,","","","106.7",",,,F","","","",""
"USC00440755","1876-04","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","6",",F","1",",F","","","","","","","","","","","","","44.5",",,F,04,","","","95.5",",,,F","","","",""
"USC00440755","1876-05","37.416667","-75.866667","12.2","BIRDSNEST, VA US","8","1,F","6","1,F","1","1,F","","","","","","","","","","","","","40.6","1,,F,10,","","","90.2","1,,,F","","","",""
"USC00440755","1876-06","37.416667","-75.866667","12.2","BIRDSNEST, VA US","3","1,F","3","1,F","2","1,F","","","","","","","","","","","","","43.2","1,,F,21,","","","80.0","1,,,F","","","",""
"USC00440755","1876-07","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","7",",F","2",",F","","","","","","","","","","","","","49.5",",,F,31,","","","123.1",",,,F","","","",""
"USC00440755","1876-08","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","3",",F","0",",F","","","","","","","","","","","","","24.1",",,F,02,","","","50.8",",,,F","","","",""
"USC00440755","1876-09","37.416667","-75.866667","12.2","BIRDSNEST, VA US","10",",F","9",",F","3",",F","","","","","","","","","","","","","61.0",",,F,17,","","","195.6",",,,F","","","",""
"USC00440755","1876-10","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","2",",F","0",",F","","","","","","","","","","","","","22.9",",,F,24,","","","31.9",",,,F","","","",""
"USC00440755","1876-11","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","8",",F","2",",F","","","","","","","","","","","","","48.3",",,F,08,","","","116.8",",,,F","","","",""
"USC00440755","1876-12","37.416667","-75.866667","12.2","BIRDSNEST, VA US","5",",F","5",",F","0",",F","","","","","","","","","","","","","12.7",",,F,26,+","","","43.3",",,,F","","","",""
"USC00440755","1877-01","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","5",",F","2",",F","","","","","","","","","","","","","25.4",",,F,22,+","","","86.5",",,,F","","","",""
"USC00440755","1877-02","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","4",",F","0",",F","","","","","","","","","","","","","12.7",",,F,24,+","","","35.5",",,,F","","","",""
"USC00440755","1877-03","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","7",",F","3",",F","","","","","","","","","","","","","35.6",",,F,22,","","","130.8",",,,F","","","",""
"USC00440755","1877-04","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","9",",F","1",",F","","","","","","","","","","","","","55.9",",,F,10,","","","114.5",",,,F","","","",""
"USC00440755","1877-05","37.416667","-75.866667","12.2","BIRDSNEST, VA US","8",",F","5",",F","1",",F","","","","","","","","","","","","","33.0",",,F,08,","","","66.2",",,,F","","","",""
"USC00440755","1877-06","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","7",",F","0",",F","","","","","","","","","","","","","17.8",",,F,16,","","","61.0",",,,F","","","",""
"USC00440755","1877-07","37.416667","-75.866667","12.2","BIRDSNEST, VA US","11",",F","10",",F","3",",F","","","","","","","","","","","","","58.4",",,F,19,","","","226.1",",,,F","","","",""
"USC00440755","1877-08","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","4",",F","1",",F","","","","","","","","","","","","","25.4",",,F,02,","","","43.3",",,,F","","","",""
"USC00440755","1877-09","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","6",",F","1",",F","","","","","","","","","","","","","58.4",",,F,21,","","","127.1",",,,F","","","",""
"USC00440755","1877-10","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","6",",F","3",",F","","","","","","","","","","","","","39.4",",,F,04,","","","129.6",",,,F","","","",""
"USC00440755","1877-11","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","6",",F","1",",F","","","","","","","","","","","","","48.3",",,F,24,","","","85.1",",,,F","","","",""
"USC00440755","1877-12","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","3",",F","1",",F","","","","","","","","","","","","","30.5",",,F,27,","","","61.0",",,,F","","","",""
"USC00440755","1878-01","37.416667","-75.866667","12.2","BIRDSNEST, VA US","8",",F","7",",F","2",",F","","","","","","","","","","","","","33.0",",,F,31,+","","","111.8",",,,F","","","",""
"USC00440755","1878-02","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","5",",F","0",",F","","","","","","","","","","","","","11.4",",,F,09,","","","38.1",",,,F","","","",""
"USC00440755","1878-03","37.416667","-75.866667","12.2","BIRDSNEST, VA US","5",",F","5",",F","1",",F","","","","","","","","","","","","","76.2",",,F,12,","","","116.8",",,,F","","","",""
"USC00440755","1878-04","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","8",",F","2",",F","","","","","","","","","","","","","33.0",",,F,05,","","","129.5",",,,F","","","",""
"USC00440755","1878-05","37.416667","-75.866667","12.2","BIRDSNEST, VA US","8",",F","8",",F","2",",F","","","","","","","","","","","","","50.8",",,F,15,","","","118.2",",,,F","","","",""
"USC00440755","1878-06","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","4",",F","2",",F","","","","","","","","","","","","","27.9",",,F,08,","","","71.2",",,,F","","","",""
"USC00440755","1878-07","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","3",",F","1",",F","","","","","","","","","","","","","33.0",",,F,28,","","","58.5",",,,F","","","",""
"USC00440755","1878-08","37.416667","-75.866667","12.2","BIRDSNEST, VA US","14",",F","13",",F","3",",F","","","","","","","","","","","","","43.2",",,F,13,","","","172.7",",,,F","","","",""
"USC00440755","1878-09","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","3",",F","0",",F","","","","","","","","","","","","","14.0",",,F,24,","","","28.0",",,,F","","","",""
"USC00440755","1878-10","37.416667","-75.866667","12.2","BIRDSNEST, VA US","8",",F","6",",F","1",",F","","","","","","","","","","","","","49.5",",,F,23,","","","90.3",",,,F","","","",""
"USC00440755","1878-11","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","5",",F","1",",F","","","","","","","","","","","","","31.8",",,F,28,","","","71.3",",,,F","","","",""
"USC00440755","1878-12","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","5",",F","2",",F","","","","","","","","","","","","","47.0",",,F,21,","","","133.3",",,,F","","","",""
"USC00440755","1879-01","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","7",",F","1",",F","","","","","","","","","","","","","48.3",",,F,12,","","","86.5",",,,F","","","",""
"USC00440755","1879-02","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","6",",F","0",",F","","","","","","","","","","","","","24.1",",,F,11,","","","73.7",",,,F","","","",""
"USC00440755","1879-03","37.416667","-75.866667","12.2","BIRDSNEST, VA US","8",",F","8",",F","1",",F","","","","","","","","","","","","","25.4",",,F,18,","","","111.7",",,,F","","","",""
"USC00440755","1879-04","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","7",",F","0",",F","","","","","","","","","","","","","14.0",",,F,18,+","","","57.1",",,,F","","","",""
"USC00440755","1879-05","37.416667","-75.866667","12.2","BIRDSNEST, VA US","3",",F","2",",F","0",",F","","","","","","","","","","","","","6.4",",,F,05,","","","12.8",",,,F","","","",""
"USC00440755","1879-06","37.416667","-75.866667","12.2","BIRDSNEST, VA US","5","1,F","5","1,F","1","1,F","","","","","","","","","","","","","31.8","1,,F,04,","","","66.1","1,,,F","","","",""
"USC00440755","1879-07","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","7",",F","0",",F","","","","","","","","","","","","","20.3",",,F,30,","","","81.3",",,,F","","","",""
"USC00440755","1879-08","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","6",",F","2",",F","","","","","","","","","","","","","195.6",",,F,18,","","","275.7",",,,F","","","",""
"USC00440755","1879-09","37.416667","-75.866667","12.2","BIRDSNEST, VA US","2",",F","2",",F","2",",F","","","","","","","","","","","","","38.1",",,F,02,","","","72.4",",,,F","","","",""
"USC00440755","1879-10","37.416667","-75.866667","12.2","BIRDSNEST, VA US","2",",F","2",",F","0",",F","","","","","","","","","","","","","14.0",",,F,23,","","","22.9",",,,F","","","",""
"USC00440755","1879-11","37.416667","-75.866667","12.2","BIRDSNEST, VA US","3",",F","2",",F","0",",F","","","","","","","","","","","","","5.1",",,F,29,","","","10.2",",,,F","","","",""
"USC00440755","1879-12","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","8",",F","1",",F","","","","","","","","","","","","","31.8",",,F,14,","","","115.8",",,,F","","","",""
"USC00440755","1880-01","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","4",",F","0",",F","","","","","","","","","","","","","15.2",",,F,13,","","","26.6",",,,F","","","",""
"USC00440755","1880-02","37.416667","-75.866667","12.2","BIRDSNEST, VA US","5",",F","5",",F","1",",F","","","","","","","","","","","","","44.5",",,F,03,","","","61.0",",,,F","","","",""
"USC00440755","1880-03","37.416667","-75.866667","12.2","BIRDSNEST, VA US","11",",F","11",",F","2",",F","","","","","","","","","","","","","29.2",",,F,27,","","","161.3",",,,F","","","",""
"USC00440755","1880-04","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","3",",F","1",",F","","","","","","","","","","","","","25.4",",,F,30,","","","34.3",",,,F","","","",""
"USC00440755","1880-05","37.416667","-75.866667","12.2","BIRDSNEST, VA US","3",",F","3",",F","0",",F","","","","","","","","","","","","","22.9",",,F,23,","","","36.9",",,,F","","","",""
"USC00440755","1880-06","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","6",",F","2",",F","","","","","","","","","","","","","48.3",",,F,16,","","","116.9",",,,F","","","",""
"USC00440755","1880-07","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","4",",F","2",",F","","","","","","","","","","","","","38.1",",,F,23,","","","90.2",",,,F","","","",""
"USC00440755","1880-08","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","9",",F","2",",F","","","","","","","","","","","","","127.0",",,F,06,","","","254.0",",,,F","","","",""
"USC00440755","1880-09","37.416667","-75.866667","12.2","BIRDSNEST, VA US","5",",F","3",",F","1",",F","","","","","","","","","","","","","31.8",",,F,09,","","","49.6",",,,F","","","",""
"USC00440755","1880-10","37.416667","-75.866667","12.2","BIRDSNEST, VA US","3",",F","3",",F","1",",F","","","","","","","","","","","","","36.8",",,F,21,","","","57.2",",,,F","","","",""
"USC00440755","1880-11","37.416667","-75.866667","12.2","BIRDSNEST, VA US","11",",F","11",",F","0",",F","","","","","","","","","","","","","24.1",",,F,14,+","","","129.6",",,,F","","","",""
"USC00440755","1880-12","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","6",",F","3",",F","","","","","","","","","","","","","59.7",",,F,26,","","","171.7",",,,F","","","",""
"USC00440755","1881-01","37.416667","-75.866667","12.2","BIRDSNEST, VA US","8",",F","8",",F","1",",F","","","","","","","","","","","","","44.5",",,F,10,","","","113.4",",,,F","","","",""
"USC00440755","1881-02","37.416667","-75.866667","12.2","BIRDSNEST, VA US","8",",F","8",",F","0",",F","","","","","","","","","","","","","21.6",",,F,19,+","","","92.8",",,,F","","","",""
"USC00440755","1881-03","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","9",",F","1",",F","","","","","","","","","","","","","58.4",",,F,09,","","","128.1",",,,F","","","",""
"USC00440755","1881-05","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","3",",F","0",",F","","","","","","","","","","","","","11.4",",,F,22,","","","17.7",",,,F","","","",""
"USC00440755","1881-06","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","7",",F","2",",F","","","","","","","","","","","","","124.5",",,F,23,","","","207.0",",,,F","","","",""
"USC00440755","1881-07","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","6",",F","3",",F","","","","","","","","","","","","","59.7",",,F,27,","","","177.8",",,,F","","","",""
"USC00440755","1881-08","37.416667","-75.866667","12.2","BIRDSNEST, VA US","3",",F","3",",F","1",",F","","","","","","","","","","","","","33.0",",,F,14,","","","61.0",",,,F","","","",""
