"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00294400","1942-02","33.58333","-104.98333","1495.0","JONES RANCH, NM US","3",",6","3",",6","0",",6","","","12.7",",,6,10,","18.5",",,,6"
"USC00294400","1942-04","33.58333","-104.98333","1495.0","JONES RANCH, NM US","6",",6","6",",6","2",",6","","","38.1",",,6,22,","117.7",",,,6"
"USC00294400","1942-06","33.58333","-104.98333","1495.0","JONES RANCH, NM US","2",",6","2",",6","0",",6","","","20.3",",,6,07,","25.6",",,,6"
"USC00294400","1942-07","33.58333","-104.98333","1495.0","JONES RANCH, NM US","2",",6","2",",6","0",",6","","","20.3",",,6,23,","27.9",",,,6"
"USC00294400","1942-08","33.58333","-104.98333","1495.0","JONES RANCH, NM US","7",",6","5",",6","1",",6","","","67.8",",,6,31,","123.4",",,,6"
"USC00294400","1942-09","33.58333","-104.98333","1495.0","JONES RANCH, NM US","2",",6","2",",6","0",",6","","","4.8",",,6,18,","9.1",",,,6"
"USC00294400","1942-10","33.58333","-104.98333","1495.0","JONES RANCH, NM US","3",",6","3",",6","0",",6","","","15.2",",,6,02,","24.1",",,,6"
"USC00294400","1942-12","33.58333","-104.98333","1495.0","JONES RANCH, NM US","2",",6","2",",6","1",",6","","","27.9",",,6,20,","40.6",",,,6"
"USC00294400","1943-03","33.58333","-104.98333","1495.0","JONES RANCH, NM US","0",",6","0",",6","0",",6","","","0.0",",,6,31,+","0.0",",,,6"
"USC00294400","1943-04","33.58333","-104.98333","1495.0","JONES RANCH, NM US","2",",6","2",",6","0",",6","","","12.7",",,6,18,","17.3",",,,6"
"USC00294400","1943-05","33.58333","-104.98333","1495.0","JONES RANCH, NM US","2",",6","2",",6","1",",6","","","38.1",",,6,21,","54.4",",,,6"
"USC00294400","1943-08","33.58333","-104.98333","1495.0","JONES RANCH, NM US","1",",6","0",",6","0",",6","","","1.8",",,6,31,","1.8",",,,6"
"USC00294400","1943-09","33.58333","-104.98333","1495.0","JONES RANCH, NM US","5",",6","2",",6","0",",6","","","15.2",",,6,30,","22.8",",,,6"
"USC00294400","1943-11","33.58333","-104.98333","1495.0","JONES RANCH, NM US","1",",6","1",",6","0",",6","","","16.5",",,6,26,","16.5",",,,6"
"USC00294400","1943-12","33.58333","-104.98333","1495.0","JONES RANCH, NM US","4",",6","4",",6","1",",6","","","25.4",",,6,27,","55.4",",,,6"
"USC00294400","1944-01","33.58333","-104.98333","1495.0","JONES RANCH, NM US","3",",6","3",",6","0",",6","","","6.4",",,6,25,","14.7",",,,6"
"USC00294400","1948-08","33.58333","-104.98333","1495.0","JONES RANCH, NM US","","","","","","","2","","","","",""
