"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00235050","1990-05","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","43.9","0","16.5","1,0","14",",0","9",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","19",",0","0",",0","","","","","3.3","1,0,11,","0",",,0,31,+","0",",,0,31,+","37.1",",,0,04,","31.7",",0,18,","","","3140.1","0","97.0",",0","176.4",",,,0","0",",,,0","15.66","1,0","21.22",",,,0","10.11","1,,,0","","","","","",""
"USC00235050","1990-06","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","197.4","0","153.5","1,0","15",",0","10",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","28",",0","7",",0","","","","","8.3","1,0,04,","0",",,0,30,+","0",",,0,30,+","103.1",",,0,08,","36.1",",0,29,","","","3147.6","0","7.5",",0","208.5",",,,0","0",",,,0","23.32","1,0","28.64",",,,0","18.01","1,,,0","","","","","",""
"USC00235050","1990-07","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","398.4","0","201.0","1,0","14",",0","9",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","12",",0","","","","","13.3","1,0,23,+","0",",,0,31,+","0",",,0,31,+","27.7",",,0,11,","37.2",",0,10,+","","","1.9","0","1.9",",0","107.7",",,,0","0",",,,0","25.04","1,0","30.51",",,,0","19.58","1,,,0","","","","","",""
"USC00235050","1990-08","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","590.1","0","191.7","1,0","7",",0","4",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","10",",0","","","","","12.8","1,0,09,+","0",",,0,31,+","0",",,0,31,+","40.9",",,0,04,","37.2",",0,28,","","","1.9","0","0.0",",0","69.8",",,,0","0",",,,0","24.66","1,0","30.30",",,,0","19.02","1,,,0","","","","","",""
"USC00235050","1990-09","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","718.7","0","128.6","1,0","6",",0","5",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","27",",0","13",",0","","","","","2.8","1,0,24,","0",",,0,30,+","0",",,0,30,+","27.9",",,0,18,","36.7",",0,07,+","","","29.5","0","27.6",",0","65.2",",,,0","0",",,,0","21.66","1,0","28.51",",,,0","14.80","1,,,0","","","","","",""
"USC00235050","1990-10","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","726.3","0","7.6","1,0","10",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","5","1,0","0",",0","14",",0","0",",0","","","","","-2.2","1,0,28,+","0",",,0,31,+","0",",,0,31,+","17.8",",,0,07,","30.0",",0,06,","","","218.3","0","188.8",",0","54.5",",,,0","0",",,,0","12.44","1,0","19.95",",,,0","4.93","1,,,0","","","","","",""
"USC00235050","1990-11","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","730.5","0","4.2",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","9",",0","0",",0","","","","","-4.4",",0,29,","0",",,0,30,+","0",",,0,30,+","19.3",",,0,05,","26.1",",0,01,","","","496.1","0","277.8",",0","76.3",",,,0","0",",,,0","9.21",",0","15.71",",,,0","2.71",",,,0","","","","","",""
"USC00235050","1990-12","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","730.5","0","0.0",",0","9",",0","4",",0","1",",0","0",",0","0",",0","4",",0","27",",0","9",",0","0",",0","0",",0","","","","","-18.9",",0,31,","0",",T,0,31,+","0",",T,0,31,+","25.9",",,0,03,","17.8",",0,12,","","","1103.6","0","607.5",",0","64.3",",,,0","0",",T,,0","-1.26",",0","3.78",",,,0","-6.31",",,,0","","","","","",""
"USC00235050","1991-01","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","0.0","0","0.0",",0","8",",0","4",",0","0",",0","","","","","2",",0","31",",0","19",",0","0",",0","0",",0","","","","","-18.3",",0,26,","","","","","13.5",",,0,05,","8.9",",0,15,","","","1837.7","0","734.1",",0","44.1",",,,0","","","-5.35",",0","-0.81",",,,0","-9.89",",,,0","","","","","",""
"USC00235050","1991-02","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","0.0","0","0.0","1,0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","24",",0","2","1,0","0","1,0","0","1,0","","","","","-15.0",",0,15,","0",",,0,28,+","0",",,0,28,+","7.1",",,0,18,","18.9","1,0,22,","","","2266.2","0","428.5","1,0","9.9",",,,0","0",",,,0","2.46","1,0","8.49","1,,,0","-3.58",",,,0","","","","","",""
"USC00235050","1991-03","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","3.0","0","3.0","3,0","11",",0","8",",0","0",",0","0",",0","0",",0","0","3,0","15","3,0","0",",0","6",",0","0",",0","","","","","-6.7","3,0,07,","0",",,0,31,+","0",",,0,31,+","21.8",",,0,02,","28.3",",0,27,","","","2576.5","0","310.3",",0","70.3",",,,0","0",",,,0","7.62","3,0","14.55",",,,0","0.69","3,,,0","","","","","",""
"USC00235050","1991-04","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","9.5","0","6.5","1,0","13",",0","7",",0","1",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","14",",0","0",",0","","","","","0.0","1,0,24,","0",",,0,30,+","0",",,0,30,+","27.2",",,0,19,","27.8",",0,17,+","","","2722.1","0","145.6",",0","93.5",",,,0","0",",,,0","13.65","1,0","20.13",",,,0","7.17","1,,,0","","","","","",""
"USC00235050","1991-05","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","114.5","0","105.0",",0","17",",0","13",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","2",",0","","","","","5.0",",0,04,","0",",,0,31,+","0",",,0,31,+","38.4",",,0,05,","33.3",",0,29,","","","2762.6","0","40.5",",0","170.8",",,,0","0",",,,0","20.41",",0","25.97",",,,0","14.86",",,,0","","","","","",""
"USC00235050","1991-06","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","305.9","0","191.4",",0","6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","","","","","12.8",",0,07,","0",",,0,30,+","0",",,0,30,+","32.0",",,0,16,","36.1",",0,30,","","","2762.6","0","0.0",",0","38.5",",,,0","0",",,,0","24.71",",0","31.31",",,,0","18.11",",,,0","","","","","",""
"USC00235050","1991-07","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","529.7","0","223.8",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","","","","","13.3",",0,30,","0",",,0,31,+","0",",,0,31,+","109.2",",,0,11,","37.8",",0,08,","","","0.0","0","0.0",",0","197.6",",,,0","0",",,,0","25.55",",0","32.19",",,,0","18.92",",,,0","","","","","",""
"USC00235050","1991-08","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","727.1","0","197.4",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","10.6",",0,20,","0",",,0,31,+","0",",,0,31,+","6.6",",,0,31,","38.3",",0,03,","","","0.0","0","0.0",",0","23.1",",,,0","0",",,,0","24.70",",0","31.90",",,,0","17.50",",,,0","","","","","",""
"USC00235050","1991-09","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","827.4","0","100.3","1,0","7",",0","6",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","23",",0","8",",0","","","","","1.7","1,0,20,","0",",,0,30,+","0",",,0,30,+","94.7",",,0,10,","35.0",",0,13,","","","66.7","0","66.7",",0","163.6",",,,0","0",",,,0","19.45","1,0","26.48",",,,0","12.41","1,,,0","","","","","",""
"USC00235050","1991-10","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","836.3","0","8.9","2,0","10",",0","6",",0","2",",0","0",",0","0",",0","0","1,0","8","1,0","0","1,0","16","1,0","0","1,0","","","","","-1.7","1,0,31,+","0",",,0,31,+","0",",,0,31,+","50.8",",,0,03,","28.9","1,0,24,+","","","222.1","0","155.4","1,0","116.4",",,,0","0",",,,0","13.18","2,0","20.50","1,,,0","5.87","1,,,0","","","","","",""
"USC00235050","1991-11","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","836.3","0","0.0","2,0","12",",0","10",",0","3",",0","","","0","3,0","1","2,0","17","2,0","7",",0","1",",0","0",",0","","","","","-18.3","2,0,08,","","","0","3,,0,30,+","40.1",",,0,01,","21.1",",0,29,","","","667.3","0","445.2",",0","147.3",",,,0","0","3,,,0","2.39","2,0","7.88",",,,0","-3.10","2,,,0","","","","","",""
"USC00235050","1991-12","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","836.3","0","0.0",",0","4","3,0","3","3,0","0","3,0","0","1,0","0","1,0","0",",0","28",",0","4",",0","0",",0","0",",0","","","","","-15.6",",0,04,","0","1,,0,31,+","0","1,T,0,02,","15.2","3,,0,12,","20.6",",0,09,","","","1205.7","0","538.4",",0","52.1",",a,,0","0","1,T,,0","0.97",",0","5.97",",,,0","-4.04",",,,0","","","","","",""
"USC00235050","1992-01","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","0.0","0","0.0","2,0","4",",0","2",",0","0",",0","0",",0","0",",0","0","2,0","23","2,0","4","1,0","0","1,0","0","1,0","","","","","-15.6","2,0,16,","0",",,0,31,+","0",",,0,31,+","4.8",",,0,02,","13.9","1,0,31,","","","1726.0","0","520.3","1,0","12.2",",,,0","0",",,,0","0.46","2,0","5.49","1,,,0","-4.57","2,,,0","","","","","",""
"USC00235050","1992-02","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","0.0","0","0.0","1,0","7","4,0","3","4,0","0","4,0","0","2,0","0","2,0","0","1,0","21","1,0","2",",0","0",",0","0",",0","","","","","-10.0","1,0,09,+","0","2,,0,29,+","0","2,,0,29,+","11.7","4,,0,25,","20.6",",0,03,","","","2161.9","0","435.9",",0","48.6",",a,,0","0","2,,,0","2.98","1,0","8.29",",,,0","-2.32","1,,,0","","","","","",""
"USC00235050","1992-03","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","0.0","0","0.0","1,0","9","3,0","4","3,0","1","3,0","0",",0","0",",0","0",",0","17",",0","1","1,0","6","1,0","0","1,0","","","","","-8.9",",0,13,+","0",",,0,31,+","0",",,0,31,+","29.2","3,,0,19,","25.0","1,0,03,","","","2501.3","0","339.4","1,0","80.5",",a,,0","0",",,,0","6.99","1,0","13.22","1,,,0","0.75",",,,0","","","","","",""
"USC00235050","1992-04","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","5.2","0","5.2",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","10",",0","0",",0","","","","","-4.4",",0,02,","0",",,0,30,+","0",",,0,30,+","39.6",",,0,16,","28.3",",0,16,","","","2724.7","0","223.4",",0","112.6",",,,0","0",",,,0","11.06",",0","17.53",",,,0","4.59",",,,0","","","","","",""
"USC00235050","1992-05","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","43.3","0","38.1",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","","","1.1",",0,06,","0",",,0,31,+","0",",,0,31,+","5.6",",,0,23,","31.1",",0,17,","","","2806.4","0","81.7",",0","15.8",",,,0","0",",,,0","16.93",",0","24.10",",,,0","9.75",",,,0","","","","","",""
"USC00235050","1992-06","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","151.5","0","108.2",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","","","","","6.7",",0,21,","0",",,0,30,+","0",",,0,30,+","17.5",",,0,15,","33.3",",0,17,+","","","2813.1","0","6.7",",0","23.6",",,,0","0",",,,0","21.72",",0","29.15",",,,0","14.28",",,,0","","","","","",""
"USC00235050","1992-07","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","298.2","0","146.7","2,0","19",",0","13",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","29","2,0","8","2,0","","","","","12.8",",0,15,","0",",,0,31,+","0",",,0,31,+","49.8",",,0,10,","35.0","2,0,02,","","","0.0","0","0.0","2,0","206.1",",,,0","0",",,,0","23.38","2,0","29.60","2,,,0","17.15",",,,0","","","","","",""
"USC00235050","1992-08","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","381.6","0","83.4","1,0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","4","1,0","","","","","8.9",",0,16,","0",",,0,31,+","0",",,0,31,+","26.4",",,0,08,","33.9","1,0,11,","","","9.5","0","9.5","1,0","78.2",",,,0","0",",,,0","20.87","1,0","27.74","1,,,0","14.00",",,,0","","","","","",""
"USC00235050","1992-09","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","434.7","0","53.1",",0","9",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","1.1",",0,29,","0",",,0,30,+","0",",,0,30,+","19.1",",,0,09,","31.7",",0,16,+","","","71.5","0","62.0",",0","85.7",",,,0","0",",,,0","18.04",",0","25.39",",,,0","10.68",",,,0","","","","","",""
"USC00235050","1992-10","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","438.0","0","3.3",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","16",",0","0",",0","","","","","-3.3",",0,17,","0",",,0,31,+","0",",,0,31,+","5.6",",,0,09,","29.4",",0,05,","","","260.3","0","188.8",",0","18.4",",,,0","0",",,,0","12.35",",0","20.08",",,,0","4.62",",,,0","","","","","",""
"USC00235050","1992-11","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","438.0","0","0.0","2,0","18",",0","14",",0","3",",0","0",",0","0",",0","0","1,0","15","1,0","2","1,0","0","1,0","0","1,0","","","","","-7.2","1,0,28,","0",",,0,30,+","0",",T,0,07,","54.1",",,0,01,","18.9","1,0,17,","","","677.8","0","417.5","1,0","232.5",",,,0","0",",T,,0","3.54","2,0","7.41","1,,,0","-0.33","1,,,0","","","","","",""
"USC00235050","1992-12","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","438.0","0","0.0",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","29",",0","4",",0","0",",0","0",",0","","","","","-15.6",",0,24,","0",",,0,31,+","0",",T,0,07,+","22.6",",,0,16,","12.2",",0,30,","","","1271.5","0","593.7",",0","83.3",",,,0","0",",T,,0","-0.82",",0","4.76",",,,0","-6.40",",,,0","","","","","",""
"USC00235050","1993-01","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","","","8","5,0","5","5,0","0","5,0","","","","","","","","","","","","","","","","","","","","","","","","","13.7","5,,0,10,","","","","","","","","","77.5","2,a,,0","","","","","","","","","","","","","",""
"USC00235050","1993-02","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","0.0","2,0","6",",0","6",",0","0",",0","","","0","5,0","3","2,0","26","2,0","11","1,0","0","1,0","0","1,0","","","","","-22.2","2,0,18,","","","0","5,T,0,17,","20.1",",,0,25,","16.7","1,0,11,","","","","","564.8","1,0","60.7",",,,0","0","5,T,,0","-3.21","2,0","2.64","1,,,0","-9.05","2,,,0","","","","","",""
"USC00235050","1993-03","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","0.0",",0","12",",0","9",",0","0",",0","","","0","1,0","0",",0","22",",0","1",",0","3",",0","0",",0","","","","","-13.3",",0,14,+","","","0","1,,0,31,+","18.0",",,0,23,","27.2",",0,30,","","","","","474.4",",0","79.5",",,,0","0","1,,,0","3.03",",0","8.55",",,,0","-2.49",",,,0","","","","","",""
"USC00235050","1993-04","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","0.0","1,0","15",",0","9",",0","1",",0","0",",0","0",",0","0","1,0","9","1,0","0",",0","8",",0","0",",0","","","","","-3.3","1,0,02,","0",",,0,30,+","0",",,0,30,+","27.7",",,0,14,","25.0",",0,11,","","","","","273.4",",0","112.2",",,,0","0",",,,0","8.92","1,0","15.22",",,,0","2.62","1,,,0","","","","","",""
"USC00235050","1993-05","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","25.6",",0","12",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","","","4.4",",0,14,+","0",",,0,31,+","0",",,0,31,+","32.0",",,0,07,","29.4",",0,29,+","","","","","49.3",",0","111.5",",,,0","0",",,,0","17.57",",0","24.42",",,,0","10.72",",,,0","","","","","",""
"USC00235050","1993-06","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","120.2",",0","14",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","6",",0","","","","","5.0",",0,05,","0",",,0,30,+","0",",,0,30,+","61.5",",,0,25,","32.8",",0,17,","","","","","22.0",",0","215.2",",,,0","0",",,,0","21.61",",0","28.16",",,,0","15.05",",,,0","","","","","",""
"USC00235050","1993-07","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","182.9",",0","21",",0","14",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","","","15.6",",0,29,+","0",",,0,31,+","0",",,0,31,+","67.6",",,0,01,","33.9",",0,31,+","","","0.0","0","0.0",",0","366.8",",,,0","0",",,,0","24.23",",0","30.07",",,,0","18.39",",,,0","","","","","",""
"USC00235050","1993-08","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","200.6",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","","","","","11.1",",0,07,","0",",,0,31,+","0",",,0,31,+","36.6",",,0,10,","36.1",",0,28,+","","","1.4","0","1.4",",0","81.4",",,,0","0",",,,0","24.76",",0","31.66",",,,0","17.85",",,,0","","","","","",""
"USC00235050","1993-09","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","14.9",",0","12",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","1",",0","","","","","1.1",",0,29,","0",",,0,30,+","0",",,0,30,+","40.1",",,0,22,","32.2",",0,13,","","","102.0","0","100.6",",0","235.5",",,,0","0",",,,0","15.48",",0","22.34",",,,0","8.61",",,,0","","","","","",""
"USC00235050","1993-10","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","3.6","1,0","4",",0","3",",0","1",",0","0",",0","0",",0","0","1,0","8","1,0","0","1,0","11","1,0","0","1,0","","","","","-6.1","1,0,31,","0",",,0,31,+","0",",,0,31,+","27.7",",,0,17,","28.3","1,0,08,","","","338.4","0","236.4","1,0","50.1",",,,0","0",",,,0","10.57","1,0","17.82","1,,,0","3.33","1,,,0","","","","","",""
"USC00235050","1993-11","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","","","6","3,0","5","3,0","0","3,0","0","3,0","0","4,0","","","","","1","3,0","0","3,0","0","3,0","","","","","","","0","3,,0,30,+","0","4,,0,30,+","19.8","3,,0,13,","16.7","3,0,05,","","","","","","","53.7",",a,,0","0","4,,,0","","","9.49","3,,,0","","","","","","","",""
"USC00235050","1993-12","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","0.0",",0","7",",0","3",",0","0",",0","0","1,0","0","1,0","0",",0","27",",0","8",",0","0",",0","0",",0","","","","","-17.2",",0,30,","0","1,,0,31,+","0","1,T,0,23,","16.8",",,0,02,","14.4",",0,10,","","","","","592.8",",0","32.6",",,,0","0","1,T,,0","-0.79",",0","4.83",",,,0","-6.41",",,,0","","","","","",""
"USC00235050","1994-01","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","0.0","0","0.0","1,0","8",",0","1",",0","0",",0","","","0","3,0","9","1,0","28","1,0","17",",0","0",",0","0",",0","","","","","-24.4","1,0,18,","","","20","3,,0,03,","5.3",",,0,27,","11.1",",0,25,","","","","","731.0",",0","13.6",",,,0","23","3,,,0","-6.21","1,0","-1.03",",,,0","-11.40","1,,,0","","","","","",""
