"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00071200","2003-12","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","","","0.0",",0","7",",0","6",",0","1",",0","","","3",",0","0",",0","26",",0","2",",0","0",",0","0",",0","","","","","-8.9",",0,03,","","","196",",,0,06,","28.2",",,0,10,","15.6",",0,23,","1003.6","0","","","","","","","516.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129.3",",,,0","356",",,,0","1.68",",0","6.49",",,,0","-3.12",",,,0","","","",""
"USC00071200","2004-01","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","0.0","0","0.0",",0","12",",0","5",",0","0",",0","","","","","0",",0","28",",0","20",",0","0",",0","0",",0","","","","","-16.7",",0,25,","","","","","10.2",",,0,18,","12.8",",0,04,","1683.9","0","","","","","","","680.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.3",",,,0","","","-3.61",",0","0.23",",,,0","-7.45",",,,0","","","",""
"USC00071200","2004-02","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","0.0","0","0.0",",0","3",",0","2",",0","1",",0","0","4,0","0","2,0","0",",0","28",",0","3",",0","0",",0","0",",0","","","","","-14.4",",0,02,","0","4,T,0,25,+","0","2,,0,29,+","48.0",",,0,06,","18.3",",0,29,","2194.4","0","","","","","","","510.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.8",",,,0","0","2,,,0","0.73",",0","6.28",",,,0","-4.82",",,,0","","","",""
"USC00071200","2004-03","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","0.0","0","0.0",",0","16",",0","6",",0","1",",0","0","3,0","0","3,0","0",",0","14",",0","0",",0","1",",0","0",",0","","","","","-8.9",",0,23,","0","3,,0,31,+","0","3,,0,31,+","30.2",",,0,06,","23.9",",0,26,","2548.6","0","","","","","","","354.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.8",",,,0","0","3,,,0","6.91",",0","12.26",",,,0","1.55",",,,0","","","",""
"USC00071200","2004-04","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","4.2","0","4.2",",0","14",",0","8",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","9",",0","0",",0","","","","","-0.6",",0,05,","0",",,0,30,+","0",",,0,30,+","27.7",",,0,26,","29.4",",0,19,+","2741.7","0","","","","","","","193.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135.2",",,,0","0",",,,0","12.04",",0","17.57",",,,0","6.50",",,,0","","","",""
"USC00071200","2004-05","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","99.2","0","95.0",",0","15",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","1",",0","","","","","3.9",",0,04,","0",",,0,31,+","0",",,0,31,+","30.2",",,0,03,","32.2",",0,23,","2777.2","0","","","","","","","35.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.5",",,,0","0",",,,0","20.25",",0","25.79",",,,0","14.72",",,,0","","","",""
"USC00071200","2004-06","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","196.1","0","96.9",",0","12",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","","","","","10.0",",0,27,+","0",",,0,30,+","0",",,0,30,+","38.9",",,0,05,","32.2",",0,18,+","2786.4","0","","","","","","","9.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159.7",",,,0","0",",,,0","21.25",",0","26.66",",,,0","15.84",",,,0","","","",""
"USC00071200","2004-07","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","368.3","0","172.2",",0","8",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","","","","","13.9",",0,10,","0",",,0,31,+","0",",,0,31,+","112.8",",,0,12,","32.8",",0,05,","0.0","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","279.8",",,,0","0",",,,0","23.89",",0","28.73",",,,0","19.05",",,,0","","","",""
"USC00071200","2004-08","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","517.6","0","149.3",",0","12",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","","","10.6",",0,08,","0",",,0,31,+","0",",,0,31,+","43.2",",,0,01,","32.8",",0,20,","1.7","0","","","","","","","1.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150.7",",,,0","0",",,,0","23.10",",0","27.99",",,,0","18.20",",,,0","","","",""
"USC00071200","2004-10","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","","","0.0",",0","8",",0","7",",0","0",",0","0","1,0","0",",0","0",",0","1",",0","0",",0","8",",0","0",",0","","","","","0.0",",0,18,","0","1,,0,31,+","0",",,0,31,+","20.3",",,0,19,","25.6",",0,08,","","","","","","","","","179.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.7",",,,0","0",",,,0","12.53",",0","17.70",",,,0","7.36",",,,0","","","",""
"USC00071200","2004-11","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","","","0.0",",0","10",",0","8",",0","3",",0","0",",0","0",",0","0",",0","10",",0","0",",0","1",",0","0",",0","","","","","-5.6",",0,10,","0",",,0,30,+","0",",,0,30,+","41.1",",,0,28,","21.1",",0,07,","","","","","","","","","315.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132.6",",,,0","0",",,,0","7.83",",0","13.41",",,,0","2.25",",,,0","","","",""
"USC00071200","2004-12","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","","","0.0",",0","8",",0","8",",0","0",",0","0",",0","0","2,0","0",",0","20",",0","4",",0","0",",0","0",",0","","","","","-12.8",",0,20,","0",",,0,31,+","0","2,,0,31,+","21.8",",,0,23,","16.1",",0,23,+","","","","","","","","","491.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.7",",,,0","0","2,,,0","2.49",",0","7.79",",,,0","-2.80",",,,0","","","",""
"USC00071200","2005-01","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","0.0","0","0.0",",Z","12",",Z","6",",Z","1",",Z","11",",Z","3",",Z","0",",Z","18",",Z","10",",Z","1",",Z","0",",Z","3","","","","-16.1",",Z,29,","203",",,Z,22,","198",",,Z,22,","36.3",",,Z,14,","21.1",",Z,13,","","","","","","","","","571.7",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.5",",,,Z","310",",,,Z","-0.11",",Z","4.14",",,,Z","-4.35",",,,Z","","","",""
"USC00071200","2005-02","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","0.0","0","0.0",",0","11",",0","6",",0","0",",0","9",",0","3",",0","0",",0","25",",0","2",",0","0",",0","0",",0","1","","","","-13.3",",0,02,+","152",",,0,24,","150",",,0,24,","24.6",",,0,14,","16.1",",0,16,","","","","","","","","","475.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.8",",,,0","343",",,,0","1.37",",0","6.75",",,,0","-4.01",",,,0","","","",""
"USC00071200","2005-03","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","0.0","0","0.0",",0","9",",0","5",",0","2",",0","4",",0","0",",0","0",",0","21",",0","0",",0","0",",0","0",",0","1","","1","","-10.6",",0,10,","127",",,0,01,","13",",,0,08,+","58.2",",,0,28,","20.6",",0,07,","","","","","","","","","468.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117.8",",,,0","26",",,,0","3.23",",0","8.46",",,,0","-2.01",",,,0","","","",""
"USC00071200","2005-04","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","2.2","0","2.2",",0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","9",",0","0",",0","","","3","","-1.1",",0,17,","0",",,0,30,+","0",",,0,30,+","54.9",",,0,02,","29.4",",0,20,","","","","","","","","","197.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124.5",",,,0","0",",,,0","11.83",",0","18.50",",,,0","5.16",",,,0","","","",""
"USC00071200","2005-05","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","3.3","0","1.1",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","16",",0","0",",0","","","","","-0.6",",0,03,","0",",,0,31,+","0",",,0,31,+","45.0",",,0,20,","27.2",",0,27,","","","","","","","","","136.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.7",",,,0","0",",,,0","13.96",",0","20.45",",,,0","7.48",",,,0","","","",""
"USC00071200","2005-06","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","147.2","0","143.9",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","1","","4","","10.0",",0,01,","0",",,0,30,+","0",",,0,30,+","23.4",",,0,03,","33.9",",0,08,","","","","","","","","","7.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.8",",,,0","0",",,,0","22.88",",0","28.35",",,,0","17.41",",,,0","","","",""
"USC00071200","2005-07","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","351.9","0","204.7","1,0","10",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","9",",0","1","","5","","13.9","1,0,24,","0",",,0,31,+","0",",,0,31,+","38.9",",,0,08,","35.6",",0,27,","0.0","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.2",",,,0","0",",,,0","25.17","1,0","30.52",",,,0","19.81","1,,,0","","","",""
"USC00071200","2005-08","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","567.0","0","215.1","1,0","7",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","11",",0","1","","3","","10.6","1,0,25,","0",",,0,31,+","0",",,0,31,+","16.8",",,0,15,","36.1",",0,13,","0.0","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.9",",,,0","0",",,,0","25.49","1,0","30.92",",,,0","20.06","1,,,0","","","",""
"USC00071200","2005-09","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","659.1","0","92.1","2,0","5",",0","3",",0","2",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","29",",0","1",",0","","","1","","3.9","2,0,30,","0",",,0,30,+","0",",,0,30,+","42.7",",,0,15,","33.3",",0,13,","11.6","0","","","","","","","11.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.5",",,,0","0",",,,0","21.27","2,0","28.28",",,,0","14.26","2,,,0","","","",""
"USC00071200","2005-10","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","668.6","0","9.5",",0","13",",0","9",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","12",",0","0",",0","1","","","","-0.6",",0,28,","0",",,0,31,+","0",",,0,31,+","68.8",",,0,08,","26.7",",0,06,+","166.9","0","","","","","","","155.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201.4",",,,0","0",",,,0","13.63",",0","18.56",",,,0","8.69",",,,0","","","",""
"USC00071200","2005-11","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","668.6","0","0.0",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","6",",0","0",",0","1","","1","","-7.8",",0,26,","0",",T,0,23,","5",",,0,23,","20.8",",,0,16,","24.4",",0,06,","471.0","0","","","","","","","304.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.6",",,,0","5",",,,0","8.20",",0","14.77",",,,0","1.62",",,,0","","","",""
"USC00071200","2005-12","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","668.6","0","0.0",",0","10",",0","8",",0","0",",0","4",",0","3",",0","0",",0","28",",0","2",",0","0",",0","0",",0","","","","","-11.1",",0,14,","51",",,0,05,","66",",,0,09,","17.0",",,0,25,","13.9",",0,24,","1019.0","0","","","","","","","548.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.9",",,,0","181",",,,0","0.66",",0","5.26",",,,0","-3.95",",,,0","","","",""
"USC00071200","2006-01","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","0.0","0","0.0",",0","11",",0","8",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","0",",0","0",",0","3","","2","","-7.2",",0,07,","0",",,0,31,+","0",",T,0,25,+","22.9",",,0,23,","18.3",",0,18,","1462.4","0","","","","","","","443.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102.4",",,,0","0",",T,,0","4.03",",0","9.35",",,,0","-1.29",",,,0","","","",""
"USC00071200","2006-02","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","0.0","0","0.0",",0","8",",0","4",",0","0",",0","5",",0","2",",0","0",",0","24",",0","2",",0","0",",0","0",",0","","","1","","-12.8",",0,13,","254",",,0,12,","287",",,0,12,","23.1",",,0,12,","16.1",",0,03,","1945.6","0","","","","","","","483.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.4",",,,0","371",",,,0","1.08",",0","6.26",",,,0","-4.11",",,,0","","","",""
"USC00071200","2006-03","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","0.0","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","4",",0","0",",0","","","","","-6.7",",0,08,","0",",,0,31,+","0",",,0,31,+","2.8",",,0,02,","27.2",",0,13,","2322.1","0","","","","","","","376.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4",",,,0","0",",,,0","6.19",",0","12.15",",,,0","0.23",",,,0","","","",""
"USC00071200","2006-04","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","1.9","0","1.9",",0","13",",0","7",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","11",",0","0",",0","","","3","","-1.1",",0,10,","0",",,0,30,+","0",",T,0,05,","36.8",",,0,22,","27.8",",0,20,","2502.4","0","","","","","","","180.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.9",",,,0","0",",T,,0","12.39",",0","19.28",",,,0","5.50",",,,0","","","",""
"USC00071200","2006-05","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","27.3","0","25.4",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","1","","2","","1.1",",0,01,","0",",,0,31,+","0",",,0,31,+","9.4",",,0,11,","33.9",",0,30,","2587.4","0","","","","","","","85.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.1",",,,0","0",",,,0","16.41",",0","23.34",",,,0","9.48",",,,0","","","",""
"USC00071200","2006-06","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","121.9","0","94.6",",0","16",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","11","","9.4",",0,16,+","0",",,0,30,+","0",",,0,30,+","64.3",",,0,26,","32.8",",0,01,","2594.4","0","","","","","","","7.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","217.1",",,,0","0",",,,0","21.26",",0","26.82",",,,0","15.69",",,,0","","","",""
"USC00071200","2006-08","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","","","182.8",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","2","","10.0",",0,13,","0",",,0,31,+","0",",,0,31,+","23.1",",,0,29,","35.6",",0,03,+","","","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.3",",,,0","0",",,,0","24.23",",0","30.05",",,,0","18.40",",,,0","","","",""
"USC00071200","2006-09","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","","","32.7",",0","12",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","2","","4.4",",0,30,","0",",,0,30,+","0",",,0,30,+","39.9",",,0,05,","28.9",",0,18,","","","","","","","","","39.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","176.5",",,,0","0",",,,0","18.12",",0","23.47",",,,0","12.78",",,,0","","","",""
"USC00071200","2006-10","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","","","4.2",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","10",",0","0",",0","","","","","-1.1",",0,15,","0",",,0,31,+","0",",,0,31,+","32.3",",,0,28,","27.2",",0,04,","","","","","","","","","192.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136.9",",,,0","0",",,,0","12.27",",0","18.26",",,,0","6.28",",,,0","","","",""
"USC00071200","2006-11","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","","","0.0",",0","9",",0","8",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","4",",0","0",",0","3","","","","-5.0",",0,04,","0",",,0,30,+","0",",,0,30,+","54.9",",,0,08,","21.7",",0,30,+","","","","","","","","","267.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123.4",",,,0","0",",,,0","9.41",",0","14.20",",,,0","4.62",",,,0","","","",""
"USC00071200","2006-12","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","","","0.0",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","2",",0","0",",0","4","","","","-7.2",",0,06,","0",",,0,31,+","0",",T,0,05,","17.0",",,0,22,","23.3",",0,01,","","","","","","","","","417.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.3",",,,0","0",",T,,0","4.86",",0","10.49",",,,0","-0.77",",,,0","","","",""
"USC00071200","2007-01","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","0.0","0","0.0",",0","14",",0","4",",0","1",",0","0",",0","0",",0","0",",0","23",",0","2",",0","1",",0","0",",0","1","","","","-11.1",",0,26,","0",",T,0,30,+","13",",,0,30,","44.5",",,0,01,","21.7",",0,06,","","","","","","","","","469.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.9",",,,0","40",",,,0","3.19",",0","7.80",",,,0","-1.42",",,,0","","","",""
"USC00071200","2007-02","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","0.0","0","0.0",",0","8",",0","4",",0","1",",0","8",",0","4",",0","0",",0","28",",0","9",",0","0",",0","0",",0","","","","","-12.8",",0,06,","51",",,0,25,+","61",",,0,25,","29.7",",,0,14,","9.4",",0,22,","","","","","","","","","576.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.1",",,,0","187",",,,0","-2.24",",0","1.80",",,,0","-6.28",",,,0","","","",""
