"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00427740","1923-04","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.0","6","0.0","1,6","9",",6","7",",6","0",",6","","","0","1,6","15","1,6","0","1,6","0","1,6","0","1,6","","","-5.0","1,6,20,","","","9.1",",,6,07,","20.0","1,6,29,+","","","3083.8","6","313.7","1,6","37.7",",,,6","","","7.52","1,6","14.51","1,,,6","0.53","1,,,6","7378","1,,,6"
"USC00427740","1923-05","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.0","6","0.0","2,6","9",",6","4",",6","0",",6","","","0","2,6","3","2,6","0","1,6","14","1,6","0","1,6","","","-4.4","2,6,01,","","","9.1",",,6,05,","28.3","1,6,24,","1958.6","4,,,6","3239.4","6","155.6","1,6","29.1",",,,6","","","12.86","2,6","21.46","1,,,6","4.25","2,,,6","7311","1,,,6"
"USC00427740","1923-06","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","13.8","6","13.8","1,6","2",",6","0",",6","0",",6","","","0","1,6","2","1,6","0","1,6","26","1,6","3","1,6","","","0.0","1,6,14,+","","","2.0",",,6,16,","34.4","1,6,30,","2775.9",",,,6","3327.0","6","87.6","1,6","3.3",",,,6","","","15.79","1,6","25.74","1,,,6","5.84","1,,,6","7656",",,,6"
"USC00427740","1923-07","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","137.5","6","123.7","2,6","4",",6","2",",6","0",",6","","","0","2,6","0","2,6","0","2,6","29","2,6","19","2,6","","","7.8","2,6,01,","","","19.1",",,6,25,","36.1","2,6,30,","2835.1","2,,,6","0.0","6","0.0","2,6","33.6",",,,6","","","22.60","2,6","32.29","2,,,6","12.91","2,,,6","6376",",,,6"
"USC00427740","1923-08","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","173.9","6","36.4","4,6","6",",6","4",",6","0",",6","","","0","4,6","0","4,6","0","3,6","28","3,6","0","3,6","","","5.6","4,6,27,+","","","13.7",",,6,18,","31.7","3,6,26,+","2695.7",",,,6","2.5","6","2.5","3,6","41.5",",,,6","","","19.60","4,6","29.43","3,,,6","9.76","4,,,6","6125","3,,,6"
"USC00427740","1923-09","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","175.9","6","2.0",",6","3",",6","1",",6","0",",6","","","0",",6","8",",6","0",",6","24",",6","0",",6","","","-6.1",",6,29,","","","3.8",",,6,23,","31.7",",6,10,","1906.0",",,,6","125.7","6","123.2",",6","5.1",",,,6","","","14.29",",6","24.87",",,,6","3.72",",,,6","5323",",,,6"
"USC00427740","1923-10","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","175.9","6","0.0","4,6","4",",6","2",",6","0",",6","","","0","2,6","28","2,6","0","3,6","11","3,6","0","3,6","","","-8.9","2,6,20,","","","13.7",",,6,23,","24.4","3,6,04,","773.4","1,,,6","432.5","6","306.8","3,6","23.1",",,,6","","","7.16","4,6","18.21","3,,,6","-3.90","2,,,6","4827",",,,6"
"USC00427740","1923-11","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","175.9","6","0.0",",6","0",",6","0",",6","0",",6","0",",6","0",",6","30",",6","0",",6","0",",6","0",",6","","","-11.1",",6,30,+","0",",T,6,30,","0.0",",T,6,30,+","14.4",",6,10,+","","","916.0","6","483.5",",6","0.0",",T,,6","0",",T,,6","2.22",",6","11.74",",,,6","-7.31",",,,6","3440",",,,6"
"USC00427740","1923-12","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","175.9","6","0.0",",6","5",",6","1",",6","0",",6","","","5",",6","30",",6","1",",6","0",",6","0",",6","","","-24.4",",6,31,","","","2.5",",,6,30,","14.4",",6,07,","","","1596.5","6","680.5",",6","5.6",",,,6","","","-3.62",",6","3.89",",,,6","-11.13",",,,6","4489",",,,6"
"USC00427740","1924-01","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.0","6","0.0","1,6","1",",6","0",",6","0",",6","1",",6","17",",6","31",",6","7","1,6","0","1,6","0","1,6","","","-26.7",",6,06,","76",",,6,01,","2.0",",,6,01,","8.3","1,6,30,+","","","2387.8","6","791.3","1,6","2.0",",,,6","76",",,,6","-8.02","1,6","2.25","1,,,6","-18.28",",,,6","3852",",,,6"
"USC00427740","1924-02","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.0","6","0.0","1,6","3",",6","0",",6","0",",6","0",",6","0",",6","29",",6","0","1,6","0","1,6","0","1,6","","","-11.1",",6,01,","0",",T,6,22,","2.3",",,6,06,","13.9","1,6,19,+","","","2860.1","6","472.3","1,6","3.6",",,,6","0",",T,,6","1.46","1,6","9.53","1,,,6","-6.60",",,,6","3528",",,,6"
"USC00427740","1924-03","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.0","6","0.0",",6","14",",6","2",",6","0",",6","5",",6","0",",6","31",",6","0",",6","0",",6","0",",6","","","-11.1",",6,31,+","178",",,6,24,","6.9",",,6,24,","15.0",",6,05,","","","3417.1","6","557.0",",6","22.5",",,,6","330",",,,6","0.36",",6","7.74",",,,6","-7.01",",,,6","6653",",,,6"
"USC00427740","1924-04","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.0","6","0.0","1,6","2",",6","0",",6","0",",6","","","0",",6","29",",6","0","1,6","2","1,6","0","1,6","","","-8.9",",6,01,","","","0.8",",,6,24,+","23.3","1,6,22,","","","3777.1","6","360.0","1,6","1.6",",,,6","","","5.86","1,6","16.21","1,,,6","-4.49",",,,6","7088",",,,6"
"USC00427740","1924-05","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.0","6","0.0","1,6","7",",6","4",",6","0",",6","","","0",",6","7",",6","0","1,6","23","1,6","0","1,6","","","-3.3",",6,08,+","","","6.9",",,6,26,","28.9","1,6,17,","2560.6",",,,6","3943.0","6","165.9","1,6","22.3",",,,6","","","12.78","1,6","23.59","1,,,6","1.97",",,,6","7044",",,,6"
"USC00427740","1924-06","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","79.5","6","79.5",",6","1",",6","0",",6","0",",6","","","0",",6","3",",6","0",",6","30",",6","13",",6","","","-0.6",",6,20,+","","","1.0",",,6,19,","36.1",",6,30,","","","3974.8","6","31.8",",6","1.0",",,,6","","","19.92",",6","30.99",",,,6","8.86",",,,6","10939",",,,6"
"USC00427740","1924-07","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","185.1","6","105.6","1,6","2",",6","1",",6","0",",6","","","0",",6","0",",6","0","1,6","30","1,6","19","1,6","","","5.6",",6,11,","","","19.1",",,6,27,","36.1","1,6,01,","3088.8","5,,,6","1.4","6","1.4","1,6","20.4",",,,6","","","21.81","1,6","32.24","1,,,6","11.39",",,,6","7436","1,,,6"
"USC00427740","1924-08","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","296.5","6","111.4",",6","2",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","29",",6","","","1.1",",6,22,","","","10.2",",,6,13,","36.1",",6,11,","3659.1","1,,,6","3.4","6","2.0",",6","11.0",",,,6","","","21.86",",6","33.23",",,,6","10.50",",,,6","5726",",,,6"
"USC00427740","1924-09","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","322.3","6","25.8",",6","2",",6","2",",6","0",",6","0",",6","0",",6","7",",6","0",",6","27",",6","7",",6","","","-6.7",",6,28,","0",",,6,30,+","16.5",",,6,09,","34.4",",6,04,","1997.5",",,,6","115.3","6","111.9",",6","19.3",",,,6","0",",,,6","15.46",",6","26.29",",,,6","4.63",",,,6","7010","1,,,6"
"USC00427740","1924-10","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","322.3","6","0.0",",6","3",",6","2",",6","0",",6","","","0",",6","28",",6","0",",6","11",",6","0",",6","","","-11.1",",6,31,","","","15.2",",,6,29,","26.7",",6,03,","","","419.4","6","304.1",",6","27.2",",,,6","","","8.52",",6","19.35",",,,6","-2.30",",,,6","7012",",,,6"
"USC00427740","1924-11","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","322.3","6","0.0",",6","3",",6","2",",6","0",",6","","","0",",6","27",",6","0",",6","0",",6","0",",6","","","-15.0",",6,13,","","","13.5",",,6,10,","19.4",",6,02,","","","939.0","6","519.6",",6","22.9",",,,6","","","1.01",",6","9.78",",,,6","-7.76",",,,6","4416",",,,6"
"USC00427740","1924-12","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","322.3","6","0.0",",6","7",",6","5",",6","0",",6","","","9",",6","31",",6","12",",6","0",",6","0",",6","","","-37.2",",6,25,","","","10.9",",,6,06,","11.1",",6,01,","","","1744.0","6","805.0",",6","35.1",",,,6","","","-7.64",",6","1.01",",,,6","-16.28",",,,6","",""
"USC00427740","1925-01","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.0","6","0.0",",6","5",",6","0",",6","0",",6","5",",6","12",",6","31",",6","13",",6","0",",6","0",",6","","","-24.4",",6,16,+","76",",,6,26,","1.8",",,6,26,","5.0",",6,31,+","","","2536.9","6","792.9",",6","6.4",",,,6","228",",,,6","-7.25",",6","0.68",",,,6","-15.17",",,,6","3636",",,,6"
"USC00427740","1925-02","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.0","6","0.0",",6","7",",6","3",",6","0",",6","1",",6","1",",6","28",",6","0",",6","0",",6","0",",6","","","-17.8",",6,10,","76",",,6,09,","6.4",",,6,05,","13.3",",6,05,","","","3036.5","6","499.6",",6","17.7",",,,6","76",",,,6","0.49",",6","7.98",",,,6","-7.00",",,,6","3010",",,,6"
"USC00427740","1925-03","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.0","6","0.0",",6","4",",6","1",",6","0",",6","2",",6","0",",6","31",",6","0",",6","0",",6","0",",6","","","-12.2",",6,10,","76",",,6,10,","3.6",",,6,10,","16.7",",6,28,","","","3504.6","6","468.1",",6","8.2",",,,6","127",",,,6","3.23",",6","10.33",",,,6","-3.86",",,,6","8010",",,,6"
"USC00427740","1925-04","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.0","6","0.0","1,6","4",",6","1",",6","0",",6","0",",6","0",",6","24",",6","0","1,6","2","1,6","0","1,6","","","-6.7",",6,26,+","0",",T,6,05,+","14.0",",,6,21,","25.0","1,6,30,","","","3864.8","6","360.2","1,6","17.3",",,,6","0",",T,,6","5.82","1,6","13.26","1,,,6","-1.61",",,,6","7052",",,,6"
"USC00427740","1925-05","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","8.3","6","8.3","1,6","5",",6","0",",6","0",",6","","","0","1,6","2","1,6","0","1,6","26","1,6","0","1,6","","","-0.6","1,6,13,","","","2.0",",,6,21,+","31.1","1,6,29,+","2547.5","2,,,6","3975.7","6","110.9","1,6","7.1",",,,6","","","14.91","1,6","25.23","1,,,6","4.59","1,,,6","6765","1,,,6"
"USC00427740","1925-06","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","41.9","6","33.6","1,6","5",",6","5",",6","0",",6","","","0","1,6","0","1,6","0","1,6","23","1,6","1","1,6","","","1.1","1,6,06,+","","","10.9",",,6,06,","33.9","1,6,28,","2668.6","1,,,6","4052.2","6","76.5","1,6","27.2",",,,6","","","16.85","1,6","25.94","1,,,6","7.76","1,,,6","6242","1,,,6"
"USC00427740","1925-07","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","152.5","6","110.6","3,6","6",",6","2",",6","0",",6","","","0","3,6","0","3,6","0","3,6","28","3,6","19","3,6","","","6.7","3,6,06,","","","10.9",",,6,19,","38.9","3,6,13,","2578.6","4,,,6","1.9","6","1.9","3,6","21.3",",,,6","","","22.22","3,6","33.03","3,,,6","11.40","3,,,6","5393","3,,,6"
"USC00427740","1925-08","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","189.6","6","37.1","1,6","4",",6","3",",6","0",",6","","","0","1,6","0","1,6","0","1,6","30","1,6","7","1,6","","","4.4","1,6,31,+","","","10.2",",,6,27,","32.8","1,6,22,+","2919.0","1,,,6","17.6","6","15.7","1,6","20.7",",,,6","","","19.05","1,6","29.85","1,,,6","8.25","1,,,6","7085","1,,,6"
"USC00427740","1925-09","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","193.5","6","3.9",",6","6",",6","3",",6","0",",6","","","0",",6","5",",6","0",",6","28",",6","0",",6","","","-4.4",",6,26,","","","6.4",",,6,03,","30.0",",6,16,","1976.1",",,,6","130.7","6","113.1",",6","17.3",",,,6","","","14.69",",6","24.71",",,,6","4.67",",,,6","5948",",,,6"
"USC00427740","1925-10","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","193.5","6","0.0",",6","4",",6","4",",6","0",",6","0",",6","0",",6","25",",6","0",",6","6",",6","0",",6","","","-10.0",",6,29,","0",",T,6,23,","14.0",",,6,15,","26.1",",6,04,","","","469.2","6","338.5",",6","39.7",",,,6","0",",T,,6","7.41",",6","17.17",",,,6","-2.34",",,,6","5342",",,,6"
"USC00427740","1925-11","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","193.5","6","0.0","1,6","4",",6","4",",6","0",",6","0",",6","0",",6","30",",6","0","1,6","0","1,6","0","1,6","","","-13.3",",6,20,","0",",T,6,13,+","11.4",",,6,01,","12.8","1,6,22,+","","","976.7","6","507.5","1,6","24.4",",,,6","0",",T,,6","0.94","1,6","9.64","1,,,6","-7.76",",,,6","5134",",,,6"
"USC00427740","1925-12","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","14.0",",,6,03,","","","","","","","","","16.8",",,,6","","","","","","","","","",""
"USC00427740","1926-02","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0",",6","7",",6","4",",6","0",",6","1",",6","0",",6","28",",6","0",",6","0",",6","0",",6","","","-11.1",",6,20,","51",",,6,22,","16.5",",,6,15,","13.9",",6,28,","","","","","482.7",",6","29.5",",,,6","51",",,,6","1.09",",6","8.62",",,,6","-6.43",",,,6","2551","1,,,6"
"USC00427740","1926-03","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0",",6","4",",6","1",",6","0",",6","0",",6","0",",6","31",",6","0",",6","0",",6","0",",6","","","-13.3",",6,11,","0",",T,6,31,+","4.6",",,6,09,","18.9",",6,23,","","","","","492.2",",6","9.0",",,,6","0",",T,,6","2.45",",6","11.97",",,,6","-7.06",",,,6","4594",",,,6"
"USC00427740","1926-04","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0",",6","5",",6","3",",6","0",",6","","","0",",6","16",",6","0",",6","12",",6","0",",6","","","-6.7",",6,09,","","","6.6",",,6,07,","25.0",",6,28,+","1222.2","1,,,6","","","263.1",",6","16.2",",,,6","","","9.56",",6","19.20",",,,6","-0.08",",,,6","7113",",,,6"
"USC00427740","1926-05","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0",",6","7",",6","2",",6","0",",6","","","0",",6","4",",6","0",",6","25",",6","0",",6","","","-3.3",",6,09,","","","17.8",",,6,05,","28.9",",6,20,","2345.8",",,,6","","","170.8",",6","27.5",",,,6","","","12.82",",6","23.91",",,,6","1.74",",,,6","7465",",,,6"
"USC00427740","1926-06","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","22.3",",6","1",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","6",",6","","","1.1",",6,04,","","","0.8",",,6,30,","36.1",",6,28,","3124.0",",,,6","","","58.2",",6","0.8",",,,6","","","17.14",",6","28.73",",,,6","5.55",",,,6","8079",",,,6"
"USC00427740","1926-07","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","7.1",",,6,09,","","","","","","","","","18.3",",,,6","","","","","","","","","",""
"USC00427740","1926-08","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","51.6","2,6","5",",6","3",",6","0",",6","","","0","2,6","0","2,6","0","2,6","29","2,6","12","2,6","","","4.4","2,6,22,+","","","8.9",",,6,02,","36.1","2,6,29,","2527.1","2,,,6","","","11.0","2,6","24.4",",,,6","","","19.73","2,6","31.13","2,,,6","8.33","2,,,6","6197","3,,,6"
"USC00427740","1926-09","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","1.9","1,6","3",",6","3",",6","0",",6","","","0",",6","8",",6","0","1,6","25","1,6","0","1,6","","","-7.8",",6,28,","","","10.9",",,6,11,","29.4","1,6,16,+","1680.8",",,,6","","","111.5","1,6","22.0",",,,6","","","14.56","1,6","25.84","1,,,6","3.29",",,,6","4376",",,,6"
"USC00427740","1926-10","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0",",6","1",",6","0",",6","0",",6","0",",6","0",",6","23",",6","0",",6","16",",6","0",",6","","","-12.2",",6,29,","0",",T,6,30,","1.5",",,6,04,","25.0",",6,15,","","","","","288.2",",6","1.5",",,,6","0",",T,,6","9.04",",6","20.09",",,,6","-2.02",",,,6","2328","1,,,6"
"USC00427740","1926-11","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0",",6","5",",6","2",",6","0",",6","0",",6","0",",6","26",",6","0",",6","0",",6","0",",6","","","-12.2",",6,16,","0",",,6,30,+","13.2",",,6,25,","18.9",",6,02,","","","","","477.2",",6","24.1",",,,6","0",",,,6","2.43",",6","11.85",",,,6","-7.00",",,,6","4517",",,,6"
"USC00427740","1926-12","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0","4,6","6",",6","2",",6","0",",6","4",",6","8","3,6","26","3,6","7","4,6","0","4,6","0","4,6","","","-25.0","3,6,23,","127",",,6,13,","8.9",",,6,08,","13.9","4,6,01,","","","","","567.4","4,6","20.2",",,,6","356",",,,6","-2.64","4,6","5.03","4,,,6","-10.30","3,,,6","3109","3,,,6"
"USC00427740","1927-01","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.0","6","0.0",",6","4",",6","3",",6","0",",6","2",",6","7",",6","30",",6","0",",6","0",",6","0",",6","","","-27.8",",6,23,","102",",,6,21,","5.8",",,6,11,","12.8",",6,17,+","","","","","613.1",",6","16.9",",,,6","153",",,,6","-1.44",",6","6.08",",,,6","-8.97",",,,6","3476",",,,6"
"USC00427740","1927-02","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.0","6","0.0",",6","7",",6","4",",6","0",",6","1",",6","0",",6","20",",6","0",",6","0",",6","0",",6","","","-16.1",",6,10,","76",",,6,08,","5.1",",,6,28,","15.0",",6,02,","","","","","479.8",",6","19.8",",,,6","76",",,,6","1.20",",6","6.94",",,,6","-4.54",",,,6","4058",",,,6"
"USC00427740","1927-03","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","6.6",",,6,15,","","","","","","","","","17.1",",,,6","","","","","","","","","",""
"USC00427740","1927-04","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0",",6","5",",6","2",",6","0",",6","","","0",",6","22",",6","0",",6","9",",6","0",",6","","","-7.8",",6,20,","","","6.6",",,6,13,","27.8",",6,26,","984.1","1,,,6","","","338.2",",6","15.2",",,,6","","","7.06",",6","15.77",",,,6","-1.65",",,,6","5794","1,,,6"
"USC00427740","1927-05","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0",",6","3",",6","3",",6","0",",6","0",",6","0",",6","14",",6","0",",6","19",",6","1",",6","","","-4.4",",6,26,","0",",T,6,22,","7.1",",,6,21,","32.2",",6,15,","","","","","226.2",",6","13.4",",,,6","0",",T,,6","11.04",",6","21.72",",,,6","0.35",",,,6","7315",",,,6"
"USC00427740","1927-06","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","11.5",",6","4",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","28",",6","8",",6","","","1.1",",6,01,","","","4.3",",,6,27,","35.6",",6,24,","2545.3","2,,,6","","","56.3",",6","8.6",",,,6","","","16.84",",6","29.11",",,,6","4.57",",,,6","7563",",,,6"
"USC00427740","1927-07","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","60.8",",6","3",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","16",",6","","","2.8",",6,09,+","","","6.4",",,6,09,","37.2",",6,19,+","2976.5",",,,6","16.7","6","16.7",",6","12.2",",,,6","","","19.75",",6","32.11",",,,6","7.40",",,,6","4902",",,,6"
"USC00427740","1927-08","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","44.0","1,6","4",",6","1",",6","0",",6","","","0",",6","0",",6","0","1,6","30","1,6","16","1,6","","","5.0",",6,31,+","","","16.5",",,6,11,","34.4","1,6,04,+","2207.5","2,,,6","16.9","6","0.2","1,6","19.4",",,,6","","","19.85","1,6","32.08","1,,,6","7.62",",,,6","4306",",,,6"
"USC00427740","1927-11","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","6.6",",,6,14,","","","","","","","","","11.2",",,,6","","","","","","","","","",""
