"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00418040","1995-05","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","49.9","0","32.3",",0","9",",0","6",",0","2",",0","","","","","0",",0","0",",0","0",",0","25",",0","2",",0","","","","","3.9",",0,15,","","","","","48.5",",,0,07,","32.2",",0,23,+","225.1",",,,0","1915.3","0","65.5",",0","8.79",",,,0","22.94",",,,0","128.1",",,,0","","","17.26",",0","24.08",",,,0","10.44",",,,0","901",",,,0"
"USC00418040","1995-06","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","193.7","0","143.8",",0","4",",0","4",",0","1",",0","","","","","0",",0","0",",0","0",",0","27",",0","11",",0","","","","","11.1",",0,11,","","","","","56.4",",,0,03,","37.8",",0,15,","279.8",",,,0","1923.0","0","7.7",",0","14.46",",,,0","29.19",",,,0","92.0",",,,0","","","22.87",",0","29.69",",,,0","16.05",",,,0","667",",,,0"
"USC00418040","1995-07","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","464.7","0","271.0",",0","8",",0","5",",0","1",",0","","","","","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","15.0",",0,05,+","","","","","34.5",",,0,19,","40.0",",0,28,+","350.7",",,,0","0.0","0","0.0",",0","16.80",",,,0","","","69.8",",,,0","","","27.08",",0","34.61",",,,0","19.54",",,,0","593",",,,0"
"USC00418040","1995-08","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","746.4","0","281.7",",0","2",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","24",",0","","","","","16.1",",0,23,+","","","","","19.3",",,0,15,","37.8",",0,31,+","342.0",",,,0","0.0","0","0.0",",0","18.02",",,,0","32.16",",,,0","19.8",",,,0","","","27.42",",0","34.28",",,,0","20.56",",,,0","656",",,,0"
"USC00418040","1995-09","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","878.1","0","131.7",",0","10",",0","6",",0","0",",0","","","","","0",",0","0",",0","0",",0","24",",0","9",",0","","","","","3.3",",0,22,","","","","","19.3",",,0,19,","38.9",",0,04,","197.9","1,,,0","40.8","0","40.8",",0","13.19",",,,0","25.68",",,,0","72.0",",,,0","","","21.36",",0","27.52",",,,0","15.20",",,,0","613",",,,0"
"USC00418040","1995-10","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","890.0","0","11.9",",0","2",",0","1",",0","0",",0","","","","","0",",0","2",",0","0",",0","23",",0","0",",0","","","","","-0.6",",0,25,+","","","","","20.3",",,0,02,","31.1",",0,13,+","203.2","1,,,0","138.0","0","97.2",",0","6.13","1,,,0","20.46",",,,0","20.8",",,,0","","","15.58",",0","24.02",",,,0","7.15",",,,0","681",",,,0"
"USC00418040","1995-11","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","890.0","0","0.0",",0","1",",0","0",",0","0",",0","","","","","0",",0","7",",0","0",",0","12",",0","0",",0","","","","","-6.7",",0,29,+","","","","","1.0",",,0,11,","28.9",",0,13,","122.9","4,,,0","382.6","0","244.6",",0","","","13.88","2,,,0","1.0",",,,0","","","10.18",",0","18.54",",,,0","1.82",",,,0","744",",,,0"
"USC00418040","1995-12","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","890.0","0","0.0",",0","2",",0","1",",0","0",",0","","","","","0",",0","22",",0","2",",0","5",",0","0",",0","","","","","-12.2",",0,09,","","","","","15.0",",,0,18,","24.4",",0,03,+","","","798.6","0","416.0",",0","","","","","15.3",",,,0","","","4.91",",0","11.66",",,,0","-1.84",",,,0","553",",,,0"
"USC00418040","1996-01","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","0.0","0","0.0","2,0","1",",0","0",",0","0",",0","","","","","0","1,0","24","1,0","2","1,0","2","1,0","0","1,0","","","","","-14.4","1,0,31,+","","","","","0.5",",,0,05,","21.1","1,0,17,+","","","1233.9","0","435.3","1,0","","","","","0.5",",,,0","","","3.11","2,0","12.16","1,,,0","-5.94","1,,,0","931",",,,0"
"USC00418040","1996-02","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","1.9","0","1.9",",0","2",",0","0",",0","0",",0","","","","","0",",0","14",",0","5",",0","11",",0","0",",0","","","","","-17.2",",0,04,+","","","","","1.5",",,0,03,","28.3",",0,23,+","","","1575.3","0","341.4",",0","","","","","2.0",",,,0","","","6.63",",0","14.94",",,,0","-1.69",",,,0","683",",,,0"
"USC00418040","1996-03","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","1.9","0","0.0",",0","3",",0","0",",0","0",",0","","","","","0",",0","17",",0","1",",0","10",",0","0",",0","","","","","-12.8",",0,08,","","","","","1.5",",,0,30,","27.8",",0,24,+","","","1917.2","0","341.9",",0","","","","","2.6",",,,0","","","7.30",",0","16.41",",,,0","-1.80",",,,0","912",",,,0"
"USC00418040","1996-04","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","16.6","0","14.7",",0","0",",0","0",",0","0",",0","","","","","0",",0","3",",0","0",",0","22",",0","1",",0","","","","","-0.6",",0,01,","","","","","0.0",",,0,30,+","34.4",",0,25,","314.4",",,,0","2038.5","0","121.3",",0","3.68","3,,,0","20.49","1,,,0","0.0",",,,0","","","14.78",",0","23.58",",,,0","5.98",",,,0","1064",",,,0"
"USC00418040","1996-05","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","180.2","0","163.6",",0","5",",0","2",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","16",",0","","","","","6.1",",0,28,+","","","","","5.6",",,0,31,","40.6",",0,23,","373.8",",,,0","2048.0","0","9.5",",0","12.06",",,,0","27.01",",,,0","13.5",",,,0","","","23.30",",0","31.56",",,,0","15.05",",,,0","972",",,,0"
"USC00418040","1996-06","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","405.8","0","225.6",",0","15",",0","6",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","19",",0","","","","","12.8",",0,09,+","","","","","19.3",",,0,04,","41.7",",0,20,","333.6",",,,0","2048.0","0","0.0",",0","15.99",",,,0","31.19",",,,0","55.7",",,,0","","","25.85",",0","33.13",",,,0","18.57",",,,0","724",",,,0"
"USC00418040","1996-07","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","671.5","0","265.7",",0","12",",0","9",",0","2",",0","","","","","0",",0","0",",0","0",",0","30",",0","21",",0","","","","","15.0",",0,30,","","","","","46.2",",,0,10,","40.6",",0,08,+","306.3",",,,0","1.9","0","1.9",",0","17.66",",,,0","31.60",",,,0","180.6",",,,0","","","26.84",",0","33.63",",,,0","20.05",",,,0","585","1,,,0"
"USC00418040","1996-08","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","884.2","0","212.7",",0","13",",0","5",",0","2",",0","","","","","0",",0","0",",0","0",",0","31",",0","14",",0","","","","","16.7",",0,14,","","","","","39.4",",,0,08,","36.7",",0,04,+","241.9",",,,0","1.9","0","0.0",",0","17.41",",,,0","30.75",",,,0","101.7",",,,0","","","25.19",",0","30.79",",,,0","19.59",",,,0","532",",,,0"
"USC00418040","1996-09","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","974.0","0","89.8",",0","11",",0","9",",0","1",",0","","","","","0",",0","0",",0","0",",0","27",",0","2",",0","","","","","6.1",",0,29,+","","","","","30.7",",,0,13,","33.3",",0,23,","186.1",",,,0","26.3","0","24.4",",0","12.82",",,,0","26.14",",,,0","100.1",",,,0","","","20.51",",0","26.43",",,,0","14.60",",,,0","569",",,,0"
"USC00418040","1996-10","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","1006.2","0","32.2",",0","5",",0","4",",0","0",",0","","","","","0",",0","0",",0","0",",0","25",",0","2",",0","","","","","0.6",",0,22,","","","","","10.9",",,0,06,","32.8",",0,02,","199.4",",,,0","120.2","0","93.9",",0","7.12","2,,,0","21.12",",,,0","30.0",",,,0","","","16.34",",0","23.84",",,,0","8.85",",,,0","745",",,,0"
"USC00418040","1996-11","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","1006.2","0","0.0",",0","4",",0","2",",0","0",",0","","","","","0",",0","8",",0","0",",0","8",",0","0",",0","","","","","-6.7",",0,28,","","","","","23.4",",,0,17,","28.9",",0,21,","","","400.0","0","279.8",",0","","","","","31.3",",,,0","","","9.01",",0","16.17",",,,0","1.84",",,,0","671",",,,0"
"USC00418040","1996-12","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","1006.2","0","0.0",",0","1",",0","1",",0","0",",0","","","","","0",",0","23",",0","2",",0","5",",0","0",",0","","","","","-14.4",",0,20,","","","","","9.9",",,0,01,","26.7",",0,10,","","","827.8","0","427.8",",0","","","","","9.9",",,,0","","","4.53",",0","12.51",",,,0","-3.45",",,,0","861",",,,0"
"USC00418040","1997-01","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","0.0","0","0.0",",0","4",",0","2",",0","0",",0","","","","","0",",0","25",",0","8",",0","3",",0","0",",0","","","","","-14.4",",0,13,","","","","","4.8",",,0,13,","27.2",",0,03,","","","1318.2","0","490.4",",0","","","","","11.0",",,,0","","","2.51",",0","9.45",",,,0","-4.42",",,,0","714",",,,0"
"USC00418040","1997-02","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","0.0","0","0.0",",0","11",",0","3",",0","0",",0","","","","","0",",0","21",",0","4",",0","2",",0","0",",0","","","","","-7.2",",0,09,","","","","","3.0",",,0,21,","22.2",",0,18,+","","","1714.8","0","396.6",",0","","","","","17.0",",,,0","","","4.17",",0","10.04",",,,0","-1.71",",,,0","561","1,,,0"
"USC00418040","1997-03","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","0.0","0","0.0",",0","0",",0","0",",0","0",",0","","","","","0",",0","9",",0","0",",0","15",",0","0",",0","","","","","-5.0",",0,03,","","","","","0.0",",,0,31,+","28.9",",0,21,","","","1940.4","0","225.6",",0","","","","","0.0",",,,0","","","11.05",",0","20.07",",,,0","2.04",",,,0","",""
"USC00418040","1997-04","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","3.6","0","3.6",",0","11",",0","8",",0","3",",0","","","","","0",",0","7",",0","1",",0","12",",0","0",",0","","","","","-6.7",",0,13,","","","","","42.7",",,0,25,","30.0",",0,30,","","","2182.9","0","242.5",",0","","","16.33","4,,,0","176.5",",,,0","","","10.37",",0","16.64",",,,0","4.09",",,,0","905",",,,0"
"USC00418040","1997-05","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","51.4","0","47.8",",0","10",",0","6",",0","1",",0","","","","","0",",0","0",",0","0",",0","25",",0","2",",0","","","","","3.9",",0,04,","","","","","25.9",",,0,07,","32.2",",0,19,+","242.9","1,,,0","2219.7","0","36.8",",0","10.31",",,,0","24.67",",,,0","85.5",",,,0","","","18.69",",0","25.70",",,,0","11.67",",,,0","774",",,,0"
"USC00418040","1997-06","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","211.2","0","159.8",",0","7",",0","2",",0","1",",0","","","","","0",",0","0",",0","0",",0","30",",0","11",",0","","","","","12.8",",0,01,","","","","","40.6",",,0,15,","37.8",",0,25,+","260.0",",,,0","2219.7","0","0.0",",0","16.13",",,,0","31.55",",,,0","51.4",",,,0","","","23.66",",0","30.36",",,,0","16.96",",,,0","589",",,,0"
"USC00418040","1997-07","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","491.9","0","280.7",",0","8",",0","6",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","26",",0","","","","","15.0",",0,30,","","","","","14.0",",,0,29,","40.6",",0,18,+","342.6",",,,0","0.0","0","0.0",",0","18.17",",,,0","33.62",",,,0","48.2",",,,0","","","27.39",",0","34.89",",,,0","19.88",",,,0","632",",,,0"
"USC00418040","1997-08","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","732.0","0","240.1",",0","10",",0","8",",0","2",",0","","","","","0",",0","0",",0","0",",0","30",",0","19",",0","","","","","15.6",",0,08,+","","","","","39.1",",,0,11,","37.8",",0,17,","262.6",",,,0","1.4","0","1.4",",0","18.71",",,,0","32.65",",,,0","116.4",",,,0","","","26.03",",0","31.94",",,,0","20.13",",,,0","502",",,,0"
"USC00418040","1997-09","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","896.5","0","164.5","2,0","7",",0","4",",0","0",",0","","","","","0","1,0","0","1,0","0","1,0","25","1,0","13","1,0","","","","","10.0","1,0,22,","","","","","19.1",",,0,23,","38.9","1,0,19,","216.5",",,,0","16.4","0","15.0","1,0","16.04",",,,0","28.02",",,,0","34.0",",,,0","","","23.41","2,0","29.28","1,,,0","17.55","1,,,0","526",",,,0"
"USC00418040","1997-10","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","945.0","0","48.5","2,0","6",",0","2",",0","0",",0","","","","","0","1,0","3","1,0","0","1,0","20","1,0","2","1,0","","","","","-3.3","1,0,28,+","","","","","7.6",",,0,08,","32.2","1,0,04,+","170.2","3,,,0","122.4","0","106.0","1,0","9.56","5,,,0","22.55","2,,,0","15.0",",,,0","","","16.17","2,0","23.61","1,,,0","8.73","1,,,0","632",",,,0"
"USC00418040","1997-11","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","945.0","0","0.0","2,0","10",",0","5",",0","0",",0","","","","","0","1,0","11","1,0","0","1,0","5","1,0","0","1,0","","","","","-6.7","1,0,17,+","","","","","5.8",",,0,13,","27.8","1,0,01,","","","411.0","0","288.6","1,0","","","","","27.5",",,,0","","","7.79","2,0","14.19","1,,,0","1.39","1,,,0","517","2,,,0"
"USC00418040","1997-12","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","945.0","0","0.0","5,0","9","1,0","4","1,0","0","1,0","","","","","0","1,0","27","1,0","3","4,0","1","4,0","0","4,0","","","","","-7.8","1,0,27,","","","","","14.2","1,,0,24,","22.2","4,0,16,","","","816.3","0","405.3","4,0","","","","","45.3","1,,,0","","","2.86","5,0","8.34","4,,,0","-2.61","1,,,0","632",",,,0"
"USC00418040","1998-01","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","0.0","0","0.0","1,0","1","1,0","1","1,0","0","1,0","","","","","0","1,0","27","1,0","0",",0","0",",0","0",",0","","","","","-6.1","1,0,10,","","","","","4.6","1,,0,04,","20.0",",0,31,","","","1225.9","0","409.6",",0","","","","","4.6","1,,,0","","","4.81","1,0","11.85",",,,0","-2.23","1,,,0","442","1,,,0"
"USC00418040","1998-02","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","0.0","0","0.0",",0","9",",0","2",",0","0",",0","","","","","0",",0","17",",0","1",",0","2",",0","0",",0","","","","","-2.8",",0,28,","","","","","11.2",",,0,19,","25.6",",0,25,","60.0","4,,,0","1558.7","0","332.8",",0","","","12.23","4,,,0","27.2",",,,0","","","6.45",",0","12.46",",,,0","0.44",",,,0","394",",,,0"
"USC00418040","1998-03","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","3.3","0","3.3","4,0","8",",0","3",",0","1",",0","","","","","0","2,0","16","2,0","0","2,0","9","2,0","1","2,0","","","","","-8.9","2,0,12,+","","","","","34.5",",,0,16,","32.2","2,0,26,","","","1842.1","0","283.4","2,0","","","","","57.7",",,,0","","","7.60","4,0","15.03","2,,,0","0.17","2,,,0","558",",,,0"
"USC00418040","1998-04","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","15.6","0","12.3",",0","5",",0","2",",0","0",",0","","","","","0",",0","3",",0","0",",0","14",",0","1",",0","","","","","-0.6",",0,01,","","","","","9.9",",,0,27,","34.4",",0,25,","237.8",",,,0","2011.3","0","169.2",",0","4.23","4,,,0","19.44","1,,,0","18.8",",,,0","","","13.10",",0","21.04",",,,0","5.17",",,,0","553",",,,0"
"USC00418040","1998-05","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","158.0","0","142.4",",0","3",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","14",",0","","","","","4.4",",0,01,","","","","","20.3",",,0,09,","39.4",",0,30,","292.6",",,,0","2023.5","0","12.2",",0","12.70",",,,0","26.51",",,,0","24.1",",,,0","","","22.53",",0","30.79",",,,0","14.28",",,,0","331",",,,0"
"USC00418040","1998-06","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","398.3","0","240.3","1,0","0",",0","0",",0","0",",0","","","","","0","1,0","0","1,0","0",",0","29",",0","23",",0","","","","","5.6","1,0,07,","","","","","0.0",",T,0,11,","42.8",",0,28,","391.7","1,,,0","2032.9","0","9.4",",0","15.09",",,,0","29.52",",,,0","0.0",",T,,0","","","26.41","1,0","35.21",",,,0","17.60","1,,,0","469","1,,,0"
"USC00418040","1998-07","35.7048","-101.5492","894.9","SANFORD DAM, TX US","","","730.5","0","332.2",",0","9",",0","7",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","18.9",",0,16,+","","","","","16.5",",,0,31,","40.0",",0,21,","349.7",",,,0","0.0","0","0.0",",0","19.60",",,,0","31.53",",,,0","65.1",",,,0","","","29.05",",0","37.05",",,,0","21.05",",,,0","323",",,,0"
