"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00044714","1957-06","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","27.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","1.1",",0,14,","0",",,0,30,+","0",",,0,30,+","0.8",",,0,09,","31.7",",0,27,","287.7","2,,,0","","","72.5",",0","0.8",",,,0","0",",,,0","16.82",",0","25.05",",,,0","8.59",",,,0"
"USC00044714","1957-07","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","42.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","8.9",",0,22,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","32.2",",0,10,","302.5","2,,,0","8.0","","8.0",",0","0.0",",,,0","0",",,,0","19.43",",0","27.56",",,,0","11.30",",,,0"
"USC00044714","1957-08","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","21.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","3.9",",0,30,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","30.0",",0,03,+","315.9",",,,0","49.5","","41.5",",0","0.0",",,,0","0",",,,0","17.69",",0","25.90",",,,0","9.48",",,,0"
"USC00044714","1957-09","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","6",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","","","","","","","","","5.6","1,0,30,","0",",,0,30,+","0",",,0,30,+","20.1",",,0,28,","","","210.0","2,,,0","","","","","44.0",",,,0","0",",,,0","","","","","9.95","1,,,0"
"USC00044714","1957-10","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","0.0",",0","13",",0","7",",0","2",",0","0",",0","0","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","","","1.1",",0,23,+","0",",,0,31,+","0","1,,0,31,+","46.7",",,0,13,","17.8",",0,09,","81.8","3,,,0","","","295.1",",0","130.3",",,,0","0","1,,,0","8.81",",0","13.43",",,,0","4.20",",,,0"
"USC00044714","1958-05","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","0.0",",0","4",",0","3",",0","0",",0","","","0",",0","0",",0","1",",0","0",",0","12",",0","0",",0","","","-0.6",",0,13,","","","0",",,0,31,+","22.9",",,0,23,","25.6",",0,17,+","208.1",",,,0","","","192.9",",0","49.6",",,,0","0",",,,0","12.11",",0","19.93",",,,0","4.29",",,,0"
"USC00044714","1958-06","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","6.5",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","","","1.7",",0,02,","0",",,0,30,+","0",",,0,30,+","21.6",",,0,02,","27.2",",0,23,+","219.5",",,,0","","","119.6",",0","56.3",",,,0","0",",,,0","14.56",",0","21.24",",,,0","7.88",",,,0"
"USC00044714","1958-07","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","29.4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","6.1",",0,16,","0",",,0,31,+","0",",,0,31,+","1.0",",,0,24,","32.8",",0,27,","292.1",",,,0","26.5","","26.5",",0","1.5",",,,0","0",",,,0","18.43",",0","26.77",",,,0","10.09",",,,0"
"USC00044714","1958-08","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","53.9","4,0","2",",0","0",",0","0",",0","0",",0","0",",0","0","4,0","0","4,0","0",",0","31",",0","0",",0","","","4.4","4,0,04,","0",",,0,31,+","0",",,0,31,+","1.5",",,0,17,","31.1",",0,15,+","310.5",",,,0","30.6","","4.1",",0","2.5",",,,0","0",",,,0","20.10","4,0","28.93",",,,0","11.27","4,,,0"
"USC00044714","1958-09","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","18.9","1,0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0","1,0","24","1,0","1","1,0","","","-0.6",",0,24,","0",",,0,30,+","0",",,0,30,+","22.1",",,0,23,","32.2","1,0,06,","262.4",",,,0","102.8","","72.2","1,0","26.2",",,,0","0",",,,0","16.50","1,0","25.09","1,,,0","7.91",",,,0"
"USC00044714","1958-10","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","2",",0","2",",0","0",",0","0",",0","0",",0","","","","","0",",0","18",",0","0",",0","","","","","0",",,0,31,+","0",",,0,31,+","15.0",",,0,18,","28.9",",0,02,","201.5",",,,0","","","","","20.6",",,,0","0",",,,0","","","21.40",",,,0","",""
"USC00044714","1959-05","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","9",",0","5",",0","0",",0","","","0","1,0","","","","","0",",0","7",",0","0",",0","","","","","","","0","1,T,0,04,+","23.4",",,0,23,","26.1",",0,12,","180.4","1,,,0","","","","","61.5",",,,0","0","1,T,,0","","","16.33",",,,0","",""
"USC00044714","1959-06","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","0",",0","26",",0","0",",0","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","31.1",",0,22,+","317.8",",,,0","","","","","0.0",",,,0","0",",,,0","","","25.02",",,,0","",""
"USC00044714","1959-07","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","98.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","4.4",",0,05,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","33.3",",0,10,","375.9",",,,0","17.2","","17.2",",0","0.0",",,,0","0",",,,0","20.95",",0","29.99",",,,0","11.91",",,,0"
"USC00044714","1959-08","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","0",",0","29",",0","4",",0","","","","","0",",,0,31,+","0",",,0,31,+","5.3",",,0,20,","34.4",",0,07,","330.4",",,,0","","","","","6.3",",,,0","0",",,,0","","","27.27",",,,0","",""
"USC00044714","1959-09","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","14.7","2,0","6",",0","2",",0","2",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","14",",0","0",",0","","","1.7","2,0,15,","0",",,0,30,+","0",",,0,30,+","66.8",",,0,18,","30.0",",0,08,","221.0","2,,,0","","","120.9",",0","98.4",",,,0","0",",,,0","14.74","2,0","21.71",",,,0","7.78","2,,,0"
"USC00044714","1959-10","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","6.7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","15",",0","0",",0","","","0.0",",0,29,","0",",,0,31,+","0",",,0,31,+","2.0",",,0,09,","28.3",",0,23,","204.7",",,,0","","","145.5",",0","2.0",",,,0","0",",,,0","13.85",",0","20.83",",,,0","6.88",",,,0"
"USC00044714","1960-05","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","8",",0","5",",0","1",",0","0","4,0","0","2,0","0","5,0","3","5,0","","","","","","","","","-1.7","5,0,04,","0","4,,0,31,+","0","2,,0,31,+","31.8",",,0,24,","","","183.3","3,,,0","","","","","81.3",",,,0","0","2,,,0","","","","","3.87","5,,,0"
"USC00044714","1960-06","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","44.8","4,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","4,0","1","4,0","0",",0","30",",0","0",",0","","","0.0","4,0,29,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","31.7",",0,03,","368.1",",,,0","","","17.5",",0","0.0",",,,0","0",",,,0","19.31","4,0","26.46",",,,0","12.16","4,,,0"
"USC00044714","1960-07","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","54.2","5,0","2",",0","1",",0","0",",0","0",",0","0",",0","0","5,0","1","5,0","0",",0","31",",0","6",",0","","","0.0","5,0,07,","0",",,0,31,+","0",",,0,31,+","3.3",",,0,05,","33.9",",0,20,+","343.4",",,,0","8.6","","8.6",",0","3.8",",,,0","0",",,,0","20.36","5,0","29.50",",,,0","11.22","5,,,0"
"USC00044714","1960-08","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","0",",0","29",",0","1",",0","","","","","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","32.2",",0,12,","344.0",",,,0","","","","","0.0",",,,0","0",",,,0","","","27.45",",,,0","",""
"USC00044714","1960-09","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","17.3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","5.6",",0,20,+","0",",,0,30,+","0",",,0,30,+","0.8",",,0,09,","29.4",",0,20,+","286.6",",,,0","","","23.7",",0","1.1",",,,0","0",",,,0","18.12",",0","26.26",",,,0","9.98",",,,0"
"USC00044714","1960-10","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","0.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","10",",0","0",",0","","","0.0",",0,13,+","0",",,0,31,+","0",",,0,31,+","20.8",",,0,06,","23.9",",0,02,+","191.4",",,,0","","","206.1",",0","27.2",",,,0","0",",,,0","11.69",",0","18.05",",,,0","5.32",",,,0"
"USC00044714","1961-05","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","0.0",",0","11",",0","8",",0","1",",0","0","1,0","0","1,0","0",",0","12",",0","0",",0","1",",0","0",",0","","","-3.9",",0,05,","0","1,,0,31,+","0","1,,0,31,+","35.6",",,0,10,","23.3",",0,18,","161.8","3,,,0","","","298.0",",0","111.1",",,,0","0","1,,,0","8.72",",0","15.14",",,,0","2.30",",,,0"
"USC00044714","1961-06","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","72.4","1,0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","21","1,0","7","1,0","","","3.3",",0,01,","0",",,0,30,+","0",",,0,30,+","17.5",",,0,01,","33.9","1,0,15,","305.6","1,,,0","","","63.0","1,0","25.1",",,,0","0",",,,0","18.59","1,0","26.08","1,,,0","11.11",",,,0"
"USC00044714","1961-07","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","65.1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","","","4.4",",0,06,","0",",,0,31,+","0",",,0,31,+","0.8",",,0,03,","32.2",",0,21,+","364.4","1,,,0","10.7","","10.7",",0","0.8",",,,0","0",",,,0","20.09",",0","28.25",",,,0","11.92",",,,0"
"USC00044714","1961-08","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","39.2",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","5.6",",0,29,","0",",,0,31,+","0",",,0,31,+","22.4",",,0,29,","31.1",",0,02,","301.5",",,,0","40.2","","29.5",",0","25.2",",,,0","0",",,,0","18.65",",0","26.09",",,,0","11.20",",,,0"
"USC00044714","1961-09","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","1.1",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","19",",0","0",",0","","","-0.6",",0,19,+","0",",,0,30,+","0",",,0,30,+","8.1",",,0,18,","30.6",",0,03,","247.1","1,,,0","190.8","","150.6",",0","16.0",",,,0","0",",,,0","13.35",",0","21.76",",,,0","4.94",",,,0"
"USC00044714","1961-10","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","0.0","1,0","7",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","12","1,0","0","1,0","14","1,0","0","1,0","","","-5.6","1,0,28,","0",",,0,31,+","0",",T,0,26,","20.1",",,0,26,","26.7","1,0,04,","165.2","4,,,0","454.3","","263.5","1,0","81.3",",,,0","0",",T,,0","9.55","1,0","16.53","1,,,0","2.58","1,,,0"
"USC00044714","1962-05","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","6",",0","3",",0","0",",0","0","1,0","0","1,0","0","3,0","5","3,0","","","","","","","","","-0.6","3,0,11,","0","1,,0,31,+","0","1,,0,31,+","14.7",",,0,16,","","","","","","","","","30.7",",,,0","0","1,,,0","","","","","2.66","3,,,0"
"USC00044714","1962-06","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","1",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","","","","","","","","","3.3","2,0,16,+","0",",,0,30,+","0",",,0,30,+","0.8",",,0,15,","","","245.2","4,,,0","","","","","0.8",",,,0","0",",,,0","","","","","8.02","2,,,0"
"USC00044714","1962-07","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","42.7","2,0","1",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","2,0","29","2,0","0","2,0","","","8.9","1,0,13,+","0",",,0,31,+","0",",,0,31,+","4.8",",,0,12,","30.6","2,0,29,+","315.6","2,,,0","8.9","","8.9","2,0","4.8",",,,0","0",",,,0","19.53","2,0","27.44","2,,,0","11.62","1,,,0"
"USC00044714","1962-08","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","34.8","4,0","1",",0","1",",0","0",",0","0",",0","0",",0","0","4,0","0","4,0","0","4,0","24","4,0","3","4,0","","","6.7","4,0,23,+","0",",,0,31,+","0",",,0,31,+","2.5",",,0,09,","32.8","4,0,19,","","","27.4","","18.5","4,0","2.5",",,,0","0",",,,0","18.94","4,0","27.02","4,,,0","10.85","4,,,0"
"USC00044714","1962-09","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","20.5","5,0","1",",0","0",",0","0",",0","0",",0","0",",0","0","5,0","0","5,0","0","5,0","23","5,0","0","5,0","","","4.4","5,0,20,+","0",",,0,30,+","0",",,0,30,+","2.3",",,0,28,","31.1","5,0,24,","","","69.1","","41.7","5,0","2.3",",,,0","0",",,,0","17.49","5,0","25.71","5,,,0","9.27","5,,,0"
"USC00044714","1962-10","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","0.0","3,0","5",",0","5",",0","5",",0","0",",0","0",",0","0","3,0","1","3,0","0","3,0","10","3,0","0","3,0","","","0.0","3,0,14,","0",",,0,31,+","0",",,0,31,+","194.8",",,0,13,","25.6","3,0,28,+","","","253.7","","184.6","3,0","599.4",",,,0","0",",,,0","11.74","3,0","18.02","3,,,0","5.46","3,,,0"
"USC00044714","1963-05","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","0.0","2,0","13",",0","9",",0","1",",0","0","4,0","0","3,0","0","2,0","7","2,0","0","1,0","6","1,0","0","1,0","","","-2.2","2,0,11,+","0","4,T,0,09,","0","3,,0,31,+","26.2",",,0,08,","29.4","1,0,20,","138.8","5,,,0","","","236.1","1,0","139.3",",,,0","0","3,,,0","10.32","2,0","16.99","1,,,0","3.65","2,,,0"
"USC00044714","1963-06","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","4.7","3,0","9",",0","3",",0","0",",0","0",",0","0",",0","0","3,0","1","3,0","0","3,0","14","3,0","0","3,0","","","0.0","3,0,30,","0",",,0,30,+","0",",,0,30,+","10.9",",,0,23,","27.8","3,0,16,","","","","","126.5","3,0","35.0",",,,0","0",",,,0","13.82","3,0","20.64","3,,,0","7.00","3,,,0"
"USC00044714","1963-07","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","11.0","3,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","24","3,0","0","3,0","","","3.9","3,0,19,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","29.4","3,0,26,","","","52.5","","52.5","3,0","0.0",",,,0","0",",,,0","16.85","3,0","24.99","3,,,0","8.72","3,,,0"
"USC00044714","1963-08","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","12.8","3,0","1",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","1","3,0","0","3,0","28","3,0","0","3,0","","","-2.8","3,0,25,","0",",,0,31,+","0",",,0,31,+","1.3",",,0,09,","29.4","3,0,16,+","","","89.7","","37.2","3,0","1.3",",,,0","0",",,,0","17.46","3,0","25.83","3,,,0","9.09","3,,,0"
"USC00044714","1963-09","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","21.5","4,0","6",",0","2",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","21","3,0","0","3,0","","","4.4","3,0,16,","0",",,0,30,+","0",",,0,30,+","20.1",",,0,13,","30.0","3,0,26,+","164.8","5,,,0","140.0","","50.3","3,0","29.1",",,,0","0",",,,0","17.09","4,0","24.65","3,,,0","9.53","3,,,0"
"USC00044714","1963-10","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","4.2","3,0","7",",0","4",",0","2",",0","0",",0","0",",0","0","3,0","1","3,0","0","2,0","7","2,0","0","2,0","","","-0.6","3,0,12,","0",",,0,31,+","0",",,0,31,+","53.6",",,0,11,","28.9","2,0,01,","114.4","5,,,0","344.0","","204.0","2,0","109.2",",,,0","0",",,,0","11.26","3,0","18.45","2,,,0","4.08","3,,,0"
"USC00044714","1964-05","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","0.0","2,0","10",",0","10",",0","2",",0","","","","","0","1,0","11","1,0","0","2,0","4","2,0","0","2,0","","","-5.0","1,0,04,","","","","","33.0",",,0,03,","22.2","2,0,31,","","","","","288.1","2,0","147.6",",,,0","","","8.37","2,0","15.37","2,,,0","1.38","1,,,0"
"USC00044714","1964-06","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","7.8","2,0","8",",0","6",",0","0",",0","0","1,0","0","1,0","0","2,0","0","2,0","0","1,0","14","1,0","0","1,0","","","0.6","2,0,08,","0","1,,0,30,+","0","1,,0,30,+","17.0",",,0,08,","28.9","1,0,25,","189.0","4,,,0","","","144.7","1,0","54.3",",,,0","0","1,,,0","13.60","2,0","19.74","1,,,0","7.45","2,,,0"
"USC00044714","1964-07","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","57.3","2,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","29","2,0","4","2,0","","","6.7","2,0,05,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","33.3","2,0,11,","276.9","4,,,0","15.3","","15.3","2,0","0.0",",,,0","0",",,,0","19.78","2,0","27.49","2,,,0","12.08","2,,,0"
"USC00044714","1964-08","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","42.5","4,0","1",",0","1",",0","0",",0","0",",0","0",",0","0","4,0","0","4,0","0","4,0","26","4,0","0","4,0","","","5.0","4,0,31,","0",",,0,31,+","0",",,0,31,+","16.3",",,0,31,","30.6","4,0,24,+","","","29.2","","13.9","4,0","16.3",",,,0","0",",,,0","19.39","4,0","27.24","4,,,0","11.54","4,,,0"
"USC00044714","1964-09","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","1.3",",,0,01,","","","","","","","","","1.3",",,,0","0",",,,0","","","","","",""
"USC00044714","1964-10","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","","","3",",0","3",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","29.0",",,0,29,","","","","","","","","","42.9",",,,0","0",",,,0","","","","","",""
"USC00044714","1965-05","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","0.0",",0","6",",0","1",",0","0",",0","0",",0","0","2,0","0",",0","8",",0","0",",0","12",",0","0",",0","","","-4.4",",0,06,","0",",,0,31,+","0","2,,0,31,+","7.1",",,0,22,","23.9",",0,30,+","230.5",",,,0","","","250.8",",0","14.3",",,,0","0","2,,,0","10.24",",0","17.38",",,,0","3.10",",,,0"
"USC00044714","1965-06","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","1.7","2,0","6",",0","5",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","20","2,0","0","2,0","","","2.2","2,0,15,","0",",,0,30,+","0",",,0,30,+","22.4",",,0,29,","28.9","2,0,10,","214.0","4,,,0","","","100.3","2,0","44.2",",,,0","0",",,,0","14.81","2,0","22.30","2,,,0","7.32","2,,,0"
"USC00044714","1965-07","39.33333","-120.63333","1562.1","LAKE SPAULDING DAM, CA US","36.9","5,0","2",",0","0",",0","0",",0","0",",0","0",",0","0","5,0","0","5,0","0","5,0","26","5,0","0","5,0","","","3.3","5,0,01,","0",",,0,31,+","0",",,0,31,+","1.0",",,0,30,","30.0","5,0,29,","","","18.9","","18.9","5,0","1.8",",,,0","0",",,,0","19.03","5,0","26.85","5,,,0","11.20","5,,,0"
