"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00003841","1969-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","652.5","0","169.0",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","","","","","13.3",",0,24,","0",",,0,31,+","0",",,0,31,+","20.6",",,0,15,","33.9",",0,09,","0.0","0","0.0",",0","106.1",",,,0","0",",,,0","23.78",",0","29.95",",,,0","17.61",",,,0","","","","","","","","","",""
"USW00003841","1969-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","725.3","0","72.8",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","","","7.8",",0,11,","0",",,0,30,+","0",",,0,30,+","69.6",",,0,19,","30.6",",0,16,+","14.2","0","14.2",",0","103.6",",,,0","0",",,,0","20.29",",0","26.16",",,,0","14.41",",,,0","","","","","","","","","",""
"USW00003841","1969-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","736.7","0","11.4",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","15",",0","0",",0","","","","","","","0.0",",0,24,+","0",",,0,31,+","0",",,0,31,+","11.2",",,0,07,","28.3",",0,13,+","144.9","0","130.7",",0","46.5",",,,0","0",",,,0","14.49",",0","20.50",",,,0","8.47",",,,0","","","","","","","","","",""
"USW00003841","1969-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","736.7","0","0.0",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","13",",0","0",",0","0",",0","0",",0","","","","","","","-8.3",",0,15,","0",",,0,30,+","0",",T,0,15,+","26.4",",,0,19,","19.4",",0,07,","481.5","0","336.6",",0","66.6",",,,0","0",",T,,0","7.11",",0","13.50",",,,0","0.72",",,,0","","","","","","","","","",""
"USW00003841","1969-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","736.7","0","0.0",",0","13",",0","8",",0","2",",0","4",",0","1",",0","0",",0","23",",0","0",",0","0",",0","0",",0","","","","","","","-6.7",",0,18,","127",",,0,26,","198",",,0,25,","104.4",",,0,30,","16.7",",0,30,","972.9","0","491.4",",0","216.9",",,,0","206",",,,0","2.48",",0","6.35",",,,0","-1.38",",,,0","","","","","","","","","",""
"USW00003841","1970-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","12",",0","5",",0","1",",0","9",",0","3",",0","2",",0","27",",0","9",",0","0",",0","0",",0","","","","","","","-17.8",",0,10,+","76",",,0,23,+","76",",,0,11,","32.0",",,0,29,","18.3",",0,29,","1580.2","0","607.3",",0","75.3",",,,0","218",",,,0","-1.26",",0","3.93",",,,0","-6.44",",,,0","","","","","","","","","",""
"USW00003841","1970-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","13",",0","9",",0","0",",0","2",",0","2",",0","0",",0","19",",0","1",",0","0",",0","0",",0","","","","","","","-16.7",",0,04,","76",",,0,03,","79",",,0,03,","21.8",",,0,15,","17.2",",0,28,","2000.1","0","419.9",",0","95.0",",,,0","117",",,,0","3.34",",0","9.15",",,,0","-2.48",",,,0","","","","","","","","","",""
"USW00003841","1970-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","16",",0","9",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0",",0","5",",0","0",",0","","","","","","","-7.8",",0,16,","0",",T,0,13,","8",",,0,24,","30.0",",,0,04,","22.2",",0,02,","2310.6","0","310.5",",0","103.1",",,,0","8",",,,0","8.32",",0","14.28",",,,0","2.35",",,,0","","","","","","","","","",""
"USW00003841","1970-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","20.1","0","20.1",",0","13",",0","12",",0","4",",0","0",",0","0",",0","0",",0","2",",0","0",",0","19",",0","1",",0","","","","","","","-1.7",",0,03,","0",",,0,30,+","0",",,0,30,+","46.2",",,0,26,","32.8",",0,30,","2408.9","0","98.3",",0","234.6",",,,0","0",",,,0","15.73",",0","22.76",",,,0","8.69",",,,0","","","","","","","","","",""
"USW00003841","1970-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","95.7","0","75.6",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","4",",0","","","","","","","3.9",",0,07,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,16,","32.8",",0,22,+","2438.6","0","29.7",",0","20.3",",,,0","0",",,,0","19.81",",0","27.34",",,,0","12.28",",,,0","","","","","","","","","",""
"USW00003841","1970-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","214.9","0","119.2",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","","","","","11.1",",0,28,","0",",,0,30,+","0",",,0,30,+","36.3",",,0,04,","32.8",",0,30,+","2440.0","0","1.4",",0","150.0",",,,0","0",",,,0","22.26",",0","28.17",",,,0","16.35",",,,0","","","","","","","","","",""
"USW00003841","1970-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","416.3","0","201.4",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","","","","","","","12.2",",0,06,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,23,","36.7",",0,03,","0.0","0","0.0",",0","39.5",",,,0","0",",,,0","24.83",",0","31.20",",,,0","18.45",",,,0","","","","","","","","","",""
"USW00003841","1970-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","613.6","0","197.3",",0","9",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","","","","","15.6",",0,24,","0",",,0,31,+","0",",,0,31,+","124.0",",,0,09,","35.6",",0,01,","0.0","0","0.0",",0","231.2",",,,0","0",",,,0","24.70",",0","30.11",",,,0","19.29",",,,0","","","","","","","","","",""
"USW00003841","1970-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","772.2","0","158.6",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","","","","","","","5.0",",0,29,","0",",,0,30,+","0",",,0,30,+","16.3",",,0,04,","32.2",",0,20,","11.1","0","11.1",",0","64.8",",,,0","0",",,,0","23.25",",0","29.05",",,,0","17.45",",,,0","","","","","","","","","",""
"USW00003841","1970-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","785.9","0","13.7",",0","10",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","","","","","","","1.7",",0,17,","0",",,0,31,+","0",",,0,31,+","42.2",",,0,29,","27.8",",0,12,","89.8","0","78.7",",0","154.3",",,,0","0",",,,0","16.24",",0","22.00",",,,0","10.47",",,,0","","","","","","","","","",""
"USW00003841","1970-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","785.9","0","0.0",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","7",",0","1",",0","1",",0","0",",0","","","","","","","-10.0",",0,24,","0",",,0,30,+","0",",T,0,23,+","14.0",",,0,20,","21.7",",0,29,","392.3","0","302.5",",0","45.3",",,,0","0",",T,,0","8.25",",0","13.65",",,,0","2.85",",,,0","","","","","","","","","",""
"USW00003841","1970-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","785.9","0","0.0",",0","13",",0","7",",0","2",",0","1",",0","1",",0","0",",0","14",",0","0",",0","2",",0","0",",0","","","","","","","-8.3",",0,26,","25",",,0,31,","132",",,0,31,","31.0",",,0,12,","22.2",",0,03,","779.9","0","387.6",",0","113.6",",,,0","137",",,,0","5.83",",0","10.85",",,,0","0.81",",,,0","","","","","","","","","",""
"USW00003841","1971-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","10",",0","6",",0","2",",0","4",",0","1",",0","0",",0","21",",0","4",",0","0",",0","0",",0","","","","","","","-9.4",",0,27,+","76",",,0,01,","25",",,0,31,","49.0",",,0,22,","16.7",",0,14,","1266.1","0","486.2",",0","124.0",",,,0","43",",,,0","2.65",",0","7.43",",,,0","-2.13",",,,0","","","","","","","","","",""
"USW00003841","1971-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","14",",0","9",",0","1",",0","1",",0","1",",0","0",",0","15",",0","4",",0","2",",0","0",",0","","","","","","","-13.9",",0,01,","25",",,0,14,","28",",,0,13,","27.2",",,0,05,","21.1",",0,22,+","1668.9","0","402.8",",0","118.9",",,,0","48",",,,0","3.95",",0","10.18",",,,0","-2.28",",,,0","","","","","","","","","",""
"USW00003841","1971-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","17",",0","10",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","2",",0","0",",0","","","","","","","-6.7",",0,05,","0",",T,0,20,+","23",",,0,25,","21.3",",,0,06,","24.4",",0,14,","2024.0","0","355.1",",0","117.5",",,,0","67",",,,0","6.88",",0","12.46",",,,0","1.30",",,,0","","","","","","","","","",""
"USW00003841","1971-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","8.7","0","8.7",",0","9",",0","8",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","","","","","","","0.0",",0,08,","0",",,0,30,+","5",",,0,07,","34.5",",,0,28,","29.4",",0,19,","2156.0","0","132.0",",0","120.0",",,,0","8",",,,0","14.22",",0","22.17",",,,0","6.27",",,,0","","","","","","","","","",""
"USW00003841","1971-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","32.6","0","23.9",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","","","0.6",",0,04,","0",",,0,31,+","0",",,0,31,+","81.5",",,0,12,","30.0",",0,18,","2206.8","0","50.8",",0","182.0",",,,0","0",",,,0","17.46",",0","23.98",",,,0","10.95",",,,0","","","","","","","","","",""
"USW00003841","1971-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","208.0","0","175.4",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","","","","","","","11.1",",0,01,","0",",,0,30,+","0",",,0,30,+","11.2",",,0,02,","34.4",",0,26,","2206.8","0","0.0",",0","57.2",",,,0","0",",,,0","24.18",",0","30.44",",,,0","17.92",",,,0","","","","","","","","","",""
"USW00003841","1971-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","379.3","0","171.3",",0","16",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","","","","","15.0",",0,21,","0",",,0,31,+","0",",,0,31,+","46.2",",,0,25,","33.3",",0,18,","0.0","0","0.0",",0","208.8",",,,0","0",",,,0","23.86",",0","28.87",",,,0","18.85",",,,0","","","","","14.3",",X","","","",""
"USW00003841","1971-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","548.9","0","169.6",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","","","13.3",",0,28,","0",",,0,31,+","0",",,0,31,+","22.4",",,0,04,","31.1",",0,31,+","0.0","0","0.0",",0","65.4",",,,0","0",",,,0","23.80",",0","29.46",",,,0","18.15",",,,0","","","","","","","","","",""
"USW00003841","1971-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","674.5","0","125.6",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","","","","","","","12.2",",0,14,","0",",,0,30,+","0",",,0,30,+","29.0",",,0,17,","33.3",",0,15,","0.0","0","0.0",",0","84.4",",,,0","0",",,,0","22.52",",0","27.77",",,,0","17.27",",,,0","","","","","","","","","",""
"USW00003841","1971-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","699.6","0","25.1",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","","","","","2.8",",0,11,","0",",,0,31,+","0",",,0,31,+","12.4",",,0,05,","29.4",",0,01,","43.2","0","43.2",",0","44.5",",,,0","0",",,,0","17.75",",0","23.39",",,,0","12.10",",,,0","","","","","","","","","",""
"USW00003841","1971-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","704.3","0","4.7",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","7",",0","0",",0","","","","","","","-4.4",",0,08,","0",",,0,30,+","5",",,0,23,","13.5",",,0,24,","23.3",",0,01,","353.0","0","309.8",",0","57.1",",,,0","5",",,,0","8.16",",0","13.45",",,,0","2.88",",,,0","","","","","","","","","",""
"USW00003841","1971-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","704.3","0","0.0",",0","14",",0","12",",0","2",",0","0",",0","0",",0","0",",0","8",",0","0",",0","3",",0","0",",0","","","","","","","-7.2",",0,18,","0",",T,0,03,","18",",,0,03,","53.3",",,0,06,","21.7",",0,15,+","650.5","0","297.5",",0","175.2",",,,0","18",",,,0","8.74",",0","13.39",",,,0","4.09",",,,0","","","","","","","","","",""
"USW00003841","1972-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","17",",0","13",",0","2",",0","0",",0","0",",0","1",",0","18",",0","2",",0","2",",0","0",",0","","","","","","","-18.9",",0,16,","0",",T,0,05,","10",",,0,05,","30.0",",,0,04,","21.7",",0,24,","1071.0","0","420.5",",0","186.0",",,,0","10",",,,0","4.77",",0","10.28",",,,0","-0.75",",,,0","","","","","","","","","",""
"USW00003841","1972-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","16",",0","11",",0","0",",0","2",",0","1",",0","0",",0","20",",0","2",",0","1",",0","0",",0","","","","","","","-11.7",",0,05,","51",",,0,07,","107",",,0,06,","20.3",",,0,12,","24.4",",0,29,","1515.4","0","444.4",",0","122.8",",,,0","127",",,,0","3.01",",0","8.39",",,,0","-2.38",",,,0","","","","","","","","","",""
"USW00003841","1972-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","15",",0","13",",0","2",",0","2",",0","1",",0","0",",0","11",",0","0",",0","5",",0","0",",0","","","","","","","-6.1",",0,26,+","51",",,0,26,","102",",,0,25,","37.1",",,0,02,","24.4",",0,12,","1834.8","0","319.4",",0","152.2",",,,0","102",",,,0","8.03",",0","13.93",",,,0","2.13",",,,0","","","","","","","","","",""
"USW00003841","1972-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","21.5","0","21.5",",0","12",",0","6",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","17",",0","0",",0","","","","","","","-2.8",",0,09,","0",",,0,30,+","0",",,0,30,+","26.4",",,0,22,","30.0",",0,15,","1973.1","0","138.3",",0","74.8",",,,0","0",",,,0","14.44",",0","21.34",",,,0","7.54",",,,0","","","","","","","","","",""
"USW00003841","1972-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","41.5","0","20.0",",0","9",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","","","5.6",",0,05,","0",",,0,31,+","0",",,0,31,+","37.1",",,0,13,","29.4",",0,25,","2012.5","0","39.4",",0","147.5",",,,0","0",",,,0","17.71",",0","23.75",",,,0","11.67",",,,0","","","","","","","","","",""
"USW00003841","1972-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","131.7","0","90.2",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","","","","","4.4",",0,01,","0",",,0,30,+","0",",,0,30,+","72.1",",,0,28,","32.8",",0,06,","2022.8","0","10.3",",0","141.2",",,,0","0",",,,0","20.99",",0","27.42",",,,0","14.56",",,,0","","","","","","","","","",""
"USW00003841","1972-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","306.7","0","175.0",",0","13",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","","","","","11.1",",0,07,","0",",,0,31,+","0",",,0,31,+","42.7",",,0,25,","33.9",",0,24,+","0.3","0","0.3",",0","132.7",",,,0","0",",,,0","23.97",",0","29.44",",,,0","18.50",",,,0","","","","","","","","","",""
"USW00003841","1972-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","486.7","0","180.0",",0","8",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","","","","","13.9",",0,29,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,09,","33.9",",0,19,","0.3","0","0.0",",0","45.2",",,,0","0",",,,0","24.14",",0","29.81",",,,0","18.47",",,,0","","","","","","","","","",""
"USW00003841","1972-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","609.8","0","123.1",",0","12",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","","","","","","","6.7",",0,30,","0",",,0,30,+","0",",,0,30,+","45.0",",,0,29,","33.3",",0,14,","6.1","0","5.8",",0","108.7",",,,0","0",",,,0","22.24",",0","27.95",",,,0","16.54",",,,0","","","","","","","","","",""
"USW00003841","1972-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","612.0","0","2.2",",0","11",",0","10",",0","3",",0","0",",0","0",",0","0",",0","1",",0","0",",0","14",",0","0",",0","","","","","","","0.0",",0,20,","0",",,0,31,+","0",",,0,31,+","38.6",",,0,04,","25.0",",0,14,+","142.0","0","135.9",",0","176.6",",,,0","0",",,,0","14.02",",0","19.67",",,,0","8.37",",,,0","","","","","","","","","",""
"USW00003841","1972-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","612.9","0","0.9",",0","12",",0","8",",0","2",",0","0",",0","0",",0","0",",0","6",",0","0",",0","2",",0","0",",0","","","","","","","-5.0",",0,24,","0",",,0,30,+","10",",,0,26,","34.3",",,0,19,","22.8",",0,02,","443.9","0","301.9",",0","127.5",",,,0","10",",,,0","8.30",",0","12.53",",,,0","4.06",",,,0","","","","","","","","","",""
"USW00003841","1972-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","612.9","0","0.0",",0","18",",0","15",",0","2",",0","0",",0","0",",0","0",",0","11",",0","2",",0","0",",0","0",",0","","","","","","","-11.1",",0,17,","0",",,0,31,+","0",",T,0,26,+","61.2",",,0,10,","18.3",",0,10,","803.5","0","359.6",",0","233.6",",,,0","0",",T,,0","6.73",",0","11.01",",,,0","2.46",",,,0","","","","","","","","","",""
"USW00003841","1973-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","11",",0","7",",0","0",",0","8",",0","2",",0","0",",0","21",",0","5",",0","0",",0","0",",0","","","","","","","-12.2",",0,13,","152",",,0,08,","145",",,0,07,","24.1",",,0,21,","16.7",",0,18,","1279.9","0","476.4",",0","107.0",",,,0","203",",,,0","2.96",",0","7.94",",,,0","-2.01",",,,0","","","","","","","","","",""
"USW00003841","1973-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","19",",0","3",",0","0",",0","0",",0","","","","","","","-11.1",",0,17,","0",",,0,28,+","5",",,0,16,","21.6",",,0,14,","16.7",",0,26,+","1697.0","0","417.1",",0","86.9",",,,0","5",",,,0","3.44",",0","9.25",",,,0","-2.38",",,,0","","","","","","","","","",""
"USW00003841","1973-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.9","0","0.9",",0","16",",0","13",",0","3",",0","0",",0","0",",0","0",",0","5",",0","0",",0","11",",0","0",",0","","","","","","","-2.2",",0,22,+","0",",,0,31,+","13",",,0,21,","95.3",",,0,16,","25.6",",0,14,","1870.4","0","173.4",",0","290.5",",,,0","16",",,,0","12.77",",0","18.37",",,,0","7.16",",,,0","","","","","","","","","",""
"USW00003841","1973-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","9.5","0","8.6",",0","13",",0","7",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","12",",0","0",",0","","","","","","","-1.7",",0,14,+","0",",,0,30,+","5",",,0,10,","59.7",",,0,26,","28.3",",0,21,","2039.8","0","169.4",",0","143.8",",,,0","5",",,,0","12.97",",0","18.23",",,,0","7.71",",,,0","","","","","","","","","",""
"USW00003841","1973-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","26.9","0","17.4",",0","13",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","","","1.7",",0,18,+","0",",,0,31,+","0",",,0,31,+","111.8",",,0,27,","27.8",",0,26,","2109.2","0","69.4",",0","265.2",",,,0","0",",,,0","16.65",",0","22.98",",,,0","10.33",",,,0","","","","","","","","","",""
"USW00003841","1973-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","175.7","0","148.8",",0","13",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","","","","","13.9",",0,29,","0",",,0,30,+","0",",,0,30,+","44.2",",,0,27,","31.7",",0,19,+","2109.2","0","0.0",",0","176.4",",,,0","0",",,,0","23.29",",0","28.72",",,,0","17.87",",,,0","","","","","","","","","",""
"USW00003841","1973-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","379.5","0","203.8",",0","12",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","","","","","15.0",",0,13,","0",",,0,31,+","0",",,0,31,+","46.0",",,0,31,","33.3",",0,03,","0.0","0","0.0",",0","140.8",",,,0","0",",,,0","24.91",",0","29.95",",,,0","19.87",",,,0","","","","","","","","","",""
"USW00003841","1973-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","555.8","0","176.3",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","","","","","14.4",",0,23,","0",",,0,31,+","0",",,0,31,+","20.3",",,0,20,","33.3",",0,30,","0.0","0","0.0",",0","57.1",",,,0","0",",,,0","24.02",",0","29.39",",,,0","18.65",",,,0","","","","","","","","","",""
"USW00003841","1973-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","692.5","0","136.7",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","","","","","","","7.8",",0,19,","0",",,0,30,+","0",",,0,30,+","29.5",",,0,29,","33.9",",0,01,","6.4","0","6.4",",0","86.8",",,,0","0",",,,0","22.68",",0","28.27",",,,0","17.08",",,,0","","","","","","","","","",""
"USW00003841","1973-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","722.4","0","29.9",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","","","1.7",",0,18,","0",",,0,31,+","0",",,0,31,+","48.5",",,0,28,","28.3",",0,04,","86.9","0","80.5",",0","85.4",",,,0","0",",,,0","16.70",",0","22.94",",,,0","10.45",",,,0","","","","","10.7",",X","","","",""
"USW00003841","1973-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","722.4","0","0.0",",0","9",",0","8",",0","3",",0","0",",0","0",",0","0",",0","10",",0","0",",0","4",",0","0",",0","","","","","","","-3.9",",0,11,","0",",,0,30,+","0",",,0,30,+","126.5",",,0,27,","23.3",",0,03,","322.5","0","235.6",",0","273.8",",,,0","0",",,,0","10.48",",0","16.39",",,,0","4.57",",,,0","","","","","","","","","",""
"USW00003841","1973-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","722.4","0","0.0",",0","8",",0","7",",0","4",",0","0",",0","0",",0","0",",0","21",",0","4",",0","0",",0","0",",0","","","","","","","-11.1",",0,22,","0",",T,0,21,+","10",",,0,21,","71.1",",,0,26,","20.0",",0,26,","765.4","0","442.9",",0","225.9",",,,0","15",",,,0","4.05",",0","9.13",",,,0","-1.04",",,,0","","","","","","","","","",""
"USW00003841","1974-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","19",",0","12",",0","3",",0","0",",0","0",",0","0",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","-3.9",",0,13,+","0",",,0,31,+","0",",,0,31,+","47.2",",,0,10,","20.6",",0,17,","1073.9","0","308.5",",0","244.5",",,,0","0",",,,0","8.38",",0","12.34",",,,0","4.42",",,,0","","","","","","","","","",""
"USW00003841","1974-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","14",",0","9",",0","1",",0","0",",0","0",",0","0",",0","15",",0","1",",0","0",",0","0",",0","","","","","","","-10.6",",0,26,","0",",T,0,25,","8",",,0,25,","30.2",",,0,16,","20.0",",0,01,","1438.6","0","364.7",",0","119.9",",,,0","8",",,,0","5.31",",0","10.99",",,,0","-0.38",",,,0","","","","","","","","","",""
"USW00003841","1974-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.3","0","0.3",",0","15",",0","10",",0","2",",0","0",",0","0",",0","0",",0","6",",0","0",",0","7",",0","0",",0","","","","","","","-2.8",",0,22,","0",",T,0,25,","10",",,0,25,","54.9",",,0,21,","26.7",",0,09,","1635.7","0","197.1",",0","183.5",",,,0","10",",,,0","11.98",",0","17.86",",,,0","6.11",",,,0","","","","","","","","","",""
"USW00003841","1974-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","9.4","0","9.1",",0","10",",0","9",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","17",",0","0",",0","","","","","","","-1.1",",0,10,","0",",,0,30,+","0",",,0,30,+","24.9",",,0,08,","28.3",",0,29,+","1766.9","0","131.2",",0","96.0",",,,0","0",",,,0","14.26",",0","21.23",",,,0","7.29",",,,0","","","","","","","","","",""
