"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00003841","2010-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","9",",0","7",",0","1",",0","6",",0","1",",0","0",",0","23",",0","2",",0","0",",0","0",",0","","","","","","","-7.2",",0,13,+","51",",,0,16,+","51",",,0,15,","50.5",",,0,05,","18.9",",0,21,","1831.9","0","469.6",",0","118.7",",,,0","59",",,,0","1.56",",0","5.82",",,,0","-2.69",",,,0","","","","","","","","","",""
"USW00003841","2010-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","5",",0","0",",0","","","","","","","-5.6",",0,05,","0",",,0,31,+","0",",T,0,02,","30.2",",,0,12,","24.4",",0,31,","2133.2","0","301.3",",0","100.1",",,,0","0",",T,,0","8.61",",0","14.41",",,,0","2.82",",,,0","","","","","","","","","",""
"USW00003841","2010-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","20.8","0","20.8",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","","","2.2",",0,10,+","0",",,0,30,+","0",",,0,30,+","39.6",",,0,24,","31.1",",0,06,+","2206.9","0","73.7",",0","83.4",",,,0","0",",,,0","16.57",",0","24.70",",,,0","8.43",",,,0","","","","","","","","","",""
"USW00003841","2010-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","124.7","0","103.9",",0","13",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","","","6.7",",0,09,","0",",,0,31,+","0",",,0,31,+","59.2",",,0,01,","31.7",",0,23,","2221.6","0","14.7",",0","175.7",",,,0","0",",,,0","21.21",",0","27.50",",,,0","14.92",",,,0","","","","","","","","","",""
"USW00003841","2010-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","349.6","0","224.9",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","","","","","","","14.4",",0,07,","0",",,0,30,+","0",",,0,30,+","21.8",",,0,09,","35.0",",0,14,","2221.6","0","0.0",",0","92.4",",,,0","0",",,,0","25.83",",0","31.61",",,,0","20.05",",,,0","","","","","","","","","",""
"USW00003841","2010-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","613.2","0","263.6",",0","13",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","","","","","","","17.2",",0,02,","0",",,0,31,+","0",",,0,31,+","45.0",",,0,13,","36.1",",0,08,","0.0","0","0.0",",0","161.7",",,,0","0",",,,0","26.84",",0","32.58",",,,0","21.09",",,,0","","","","","","","","","",""
"USW00003841","2010-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","880.9","0","267.7",",0","10",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","","","","","17.2",",0,27,+","0",",,0,31,+","0",",,0,31,+","36.3",",,0,16,","36.7",",0,13,","0.0","0","0.0",",0","123.0",",,,0","0",",,,0","26.97",",0","32.69",",,,0","21.25",",,,0","","","","","","","","","",""
"USW00003841","2010-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","1001.7","0","120.8",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","8",",0","","","","","","","10.0",",0,05,","0",",,0,30,+","0",",,0,30,+","54.9",",,0,11,","33.9",",0,21,+","3.6","0","3.6",",0","123.0",",,,0","0",",,,0","22.24",",0","28.96",",,,0","15.52",",,,0","","","","","","","","","",""
"USW00003841","2010-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","1007.5","0","5.8",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","","","0.6",",0,30,","0",",,0,31,+","0",",,0,31,+","67.1",",,0,25,","30.0",",0,11,","105.2","0","101.6",",0","112.7",",,,0","0",",,,0","15.24",",0","23.53",",,,0","6.95",",,,0","","","","","","","","","",""
"USW00003841","2010-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","1007.5","0","0.0",",0","11",",0","10",",0","3",",0","0",",0","0",",0","0",",0","8",",0","0",",0","10",",0","0",",0","","","","","","","-3.3",",0,28,+","0",",,0,30,+","0",",,0,30,+","86.9",",,0,30,","23.3",",0,25,+","355.1","0","249.9",",0","215.7",",,,0","0",",,,0","10.00",",0","16.94",",,,0","3.06",",,,0","","","","","","","","","",""
"USW00003841","2010-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","1007.5","0","0.0",",0","11",",0","7",",0","0",",0","4",",0","2",",0","0",",0","26",",0","5",",0","0",",0","0",",0","","","","","","","-16.7",",0,29,","102",",,0,13,","89",",,0,12,","14.7",",,0,12,","15.6",",0,31,","924.0","0","568.9",",0","59.9",",,,0","140",",,,0","-0.02",",0","4.54",",,,0","-4.57",",,,0","","","","","","","","","",""
"USW00003841","2011-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","X","0.0",",X","10",",X","7",",X","1",",X","7",",X","2",",X","0",",X","25",",X","4",",X","0",",X","0",",X","","","","","","","-11.1",",X,14,","102",",,X,12,","76",",,X,10,+","73.2",",,X,01,","20.6",",X,30,","1439.4","X","515.4",",X","114.5",",,,X","178",",,,X","1.71",",X","6.76",",,,X","-3.35",",,,X","","","","","","","","","",""
"USW00003841","2011-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","X","0.0",",X","10",",X","7",",X","1",",X","0",",X","0",",X","0",",X","15",",X","0",",X","2",",X","0",",X","","","","","","","-8.3",",X,11,","0",",,X,28,+","0",",T,X,09,","70.6",",,X,28,","22.2",",X,17,","1765.0","X","325.6",",X","152.7",",,,X","0",",T,,X","6.71",",X","13.27",",,,X","0.14",",,,X","","","","","","","","","",""
"USW00003841","2011-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","2.8","X","2.8",",X","14",",X","11",",X","2",",X","0",",X","0",",X","0",",X","2",",X","0",",X","9",",X","0",",X","","","","","","","-1.1",",X,12,","0",",,X,31,+","0",",,X,31,+","40.1",",,X,05,","28.3",",X,22,","1990.0","X","225.0",",X","182.1",",,,X","0",",,,X","11.16",",X","16.95",",,,X","5.38",",,,X","","","","","","","","","",""
"USW00003841","2011-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","36.7","X","33.9",",X","13",",X","8",",X","3",",X","0",",X","0",",X","0",",X","2",",X","0",",X","25",",X","0",",X","","","","","","","-0.6",",X,06,+","0",",,X,30,+","0",",,X,30,+","75.4",",,X,27,","31.7",",X,10,","2078.3","X","88.3",",X","262.5",",,,X","0",",,,X","16.52",",X","23.96",",,,X","9.07",",,,X","","","","","","","","","",""
"USW00003841","2011-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","130.6","X","93.9",",X","8",",X","3",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","25",",X","4",",X","","","","","","","2.2",",X,05,","0",",,X,31,+","0",",,X,31,+","41.9",",,X,03,","34.4",",X,30,","2127.7","X","49.4",",X","60.9",",,,X","0",",,,X","19.77",",X","26.08",",,,X","13.46",",,,X","","","","","","","","","",""
"USW00003841","2011-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","326.1","X","195.5",",X","11",",X","9",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","14",",X","","","","","","","16.1",",X,14,","0",",,X,30,+","0",",,X,30,+","37.6",",,X,18,","35.0",",X,08,","2128.3","X","0.6",",X","139.7",",,,X","0",",,,X","24.83",",X","30.82",",,,X","18.85",",,,X","","","","","","","","","",""
"USW00003841","2011-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","592.3","X","266.2",",X","10",",X","6",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","20",",X","","","","","","","16.1",",X,01,","0",",,X,31,+","0",",,X,31,+","50.3",",,X,15,","35.6",",X,11,","0.0","X","0.0",",X","102.0",",,,X","0",",,,X","26.92",",X","32.45",",,,X","21.39",",,,X","","","","","","","","","",""
"USW00003841","2011-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","825.0","X","232.7",",X","5",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","20",",X","","","","","","","14.4",",X,29,","0",",,X,31,+","0",",,X,31,+","10.4",",,X,03,","36.1",",X,25,","0.0","X","0.0",",X","32.8",",,,X","0",",,,X","25.84",",X","32.71",",,,X","18.97",",,,X","","","","","","","","","",""
"USW00003841","2011-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","905.5","X","80.5",",X","12",",X","8",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","3",",X","","","","","","","10.0",",X,30,+","0",",,X,30,+","0",",,X,30,+","175.0",",,X,05,","36.7",",X,03,","8.3","X","8.3",",X","287.5",",,,X","0",",,,X","20.74",",X","26.36",",,,X","15.12",",,,X","","","","","","","","","",""
"USW00003841","2011-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","912.8","X","7.3",",X","7",",X","5",",X","2",",X","0",",X","0",",X","0",",X","1",",X","0",",X","17",",X","0",",X","","","","","","","-0.6",",X,30,","0",",,X,31,+","0",",,X,31,+","44.5",",,X,19,","28.3",",X,17,+","138.0","X","129.7",",X","120.8",",,,X","0",",,,X","14.38",",X","21.24",",,,X","7.53",",,,X","","","","","","","","","",""
"USW00003841","2011-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","913.4","X","0.6",",X","14",",X","8",",X","5",",X","0",",X","0",",X","0",",X","7",",X","0",",X","5",",X","0",",X","","","","","","","-3.9",",X,18,","0",",,X,30,+","0",",,X,30,+","91.7",",,X,28,","23.3",",X,22,","373.3","X","235.3",",X","314.4",",,,X","0",",,,X","10.51",",X","16.87",",,,X","4.15",",,,X","","","","","","","","","",""
"USW00003841","2011-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","913.4","X","0.0",",X","10",",X","8",",X","4",",X","0",",X","0",",X","0",",X","18",",X","0",",X","1",",X","0",",X","","","","","","","-4.4",",X,11,","0",",,X,31,+","0",",,X,31,+","34.5",",,X,07,","22.8",",X,05,","729.1","X","355.8",",X","146.5",",,,X","0",",,,X","6.85",",X","12.72",",,,X","0.99",",,,X","","","","","","","","","",""
"USW00003841","2012-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","W","0.0",",X","12",",X","9",",X","4",",X","0",",X","0",",X","0",",X","16",",X","2",",X","0",",X","0",",X","","","","","","","-8.3",",X,04,","0",",T,X,13,","0",",T,X,12,+","33.8",",,X,11,","17.8",",X,25,","1122.7","W","393.6",",X","180.7",",,,X","0",",T,,X","5.64",",X","11.38",",,,X","-0.11",",,,X","","","","","","","","","",""
"USW00003841","2012-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","W","0.0",",W","11",",W","7",",W","0",",W","0",",W","0",",W","0",",W","11",",W","0",",W","3",",W","0",",W","","","","","","","-9.4",",W,12,","0",",,W,29,+","0",",,W,29,+","21.1",",,W,01,","24.4",",W,23,","1439.2","W","316.5",",W","107.5",",,,W","0",",,,W","7.42",",W","13.53",",,,W","1.31",",,,W","","","","","","","","","",""
"USW00003841","2012-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","18.6","W","18.6",",X","14",",X","10",",X","2",",X","0",",X","0",",X","0",",X","4",",X","0",",X","20",",X","0",",X","","","","","","","-3.3",",X,06,","0",",,X,31,+","0",",,X,31,+","44.2",",,X,24,","30.0",",X,20,","1541.6","W","102.4",",X","169.8",",,,X","0",",,,X","15.63",",X","22.87",",,,X","8.39",",,,X","","","","","","","","","",""
"USW00003841","2012-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","41.2","W","22.6",",X","11",",X","7",",X","1",",X","0",",X","0",",X","0",",X","1",",X","0",",X","20",",X","0",",X","","","","","","","-0.6",",X,12,","0",",,X,30,+","0",",,X,30,+","34.3",",,X,05,","31.7",",X,02,","1627.5","W","85.9",",X","104.9",",,,X","0",",,,X","16.22",",X","23.18",",,,X","9.26",",,,X","","","","","","","","","",""
"USW00003841","2012-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","156.2","W","115.0",",X","12",",X","7",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","4",",X","","","","","","","7.8",",X,11,","0",",,X,31,+","0",",,X,31,+","40.4",",,X,14,","33.3",",X,28,","1634.7","W","7.2",",X","102.7",",,,X","0",",,,X","21.81",",X","28.05",",,,X","15.58",",,,X","","","","","","","","","",""
"USW00003841","2012-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","320.8","W","164.6",",X","7",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","12",",X","","","","","","","8.9",",X,02,","0",",,X,30,+","0",",,X,30,+","15.5",",,X,01,","40.0",",X,30,","1638.0","W","3.3",",X","43.7",",,,X","0",",,,X","23.71",",X","30.87",",,,X","16.55",",,,X","","","","","","","","","",""
"USW00003841","2012-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","589.4","W","268.6",",X","16",",X","13",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","21",",X","","","","","","","18.3",",X,30,+","0",",,X,31,+","0",",,X,31,+","29.5",",,X,18,","40.0",",X,01,","0.0","W","0.0",",X","177.3",",,,X","0",",,,X","27.00",",X","32.93",",,,X","21.06",",,,X","","","","","","","","","",""
"USW00003841","2012-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","776.4","W","187.0",",X","11",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","9",",X","","","","","","","13.3",",X,21,","0",",,X,31,+","0",",,X,31,+","25.1",",,X,14,","34.4",",X,02,","0.0","W","0.0",",X","92.1",",,,X","0",",,,X","24.37",",X","30.43",",,,X","18.31",",,,X","","","","","","","","","",""
"USW00003841","2012-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","871.4","W","95.0",",X","8",",X","6",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","2",",X","","","","","","","5.6",",X,24,","0",",,X,30,+","0",",,X,30,+","80.0",",,X,17,","32.8",",X,07,","11.9","W","11.9",",X","195.4",",,,X","0",",,,X","21.10",",X","27.26",",,,X","14.95",",,,X","","","","","","","","","",""
"USW00003841","2012-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","877.5","W","6.1",",X","10",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","15",",X","0",",X","","","","","","","3.3",",X,19,+","0",",,X,31,+","0",",,X,31,+","15.7",",,X,08,","27.2",",X,26,","144.5","W","132.6",",X","47.3",",,,X","0",",,,X","14.25",",X","20.03",",,,X","8.48",",,,X","","","","","","","","","",""
"USW00003841","2012-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","877.5","W","0.0",",X","6",",X","3",",X","0",",X","0",",X","0",",X","0",",X","16",",X","0",",X","3",",X","0",",X","","","","","","","-5.0",",X,25,","0",",,X,30,+","0",",,X,30,+","16.0",",,X,12,","22.8",",X,11,","454.7","W","310.2",",X","27.5",",,,X","0",",,,X","7.99",",X","15.87",",,,X","0.12",",,,X","","","","","","","","","",""
"USW00003841","2012-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","877.5","W","0.0",",W","14",",Z","10",",Z","3",",Z","0",",W","0",",W","0",",W","10",",W","0",",W","4",",W","0",",W","","","","","","","-5.6",",W,22,","0",",,W,31,+","0",",,W,31,+","39.4",",,Z,20,","22.8",",W,03,","788.5","W","333.8",",W","184.4",",,,Z","0",",,,W","7.57",",W","12.55",",,,W","2.58",",,,W","","","","","","","","","",""
"USW00003841","2013-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","W","0.0",",W","14",",Z","9",",Z","5",",Z","0",",W","0",",W","0",",W","16",",W","0",",W","1",",W","0",",W","","","","","","","-7.2",",W,22,","0",",,W,31,+","8",",,W,25,","72.6",",,Z,30,","21.7",",W,12,","1190.6","W","402.1",",W","297.0",",,,Z","8",",,,W","5.36",",W","10.20",",,,W","0.52",",,,W","","","","","","","","","",""
"USW00003841","2013-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","W","0.0",",W","14",",W","6",",W","0",",W","0",",W","1",",W","0",",W","15",",W","0",",W","0",",W","0",",W","","","","","","","-7.8",",W,17,","0",",T,W,03,","25",",,W,02,","17.0",",,W,21,","17.2",",W,06,","1558.4","W","367.8",",W","68.0",",,,W","25",",,,W","5.20",",W","10.94",",,,W","-0.54",",,,W","","","","","","","","","",""
"USW00003841","2013-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","W","0.0",",W","12",",W","7",",W","3",",W","1",",W","0",",W","0",",W","17",",W","0",",W","4",",W","0",",W","","","","","","","-7.2",",W,04,","25",",,W,06,","13",",,W,25,+","42.4",",,W,05,","25.6",",W,16,","1926.9","W","368.5",",W","162.8",",,,W","34",",,,W","6.45",",W","11.99",",,,W","0.90",",,,W","","","","","","","","","",""
"USW00003841","2013-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","14.7","W","14.7",",W","8",",W","8",",W","4",",W","0",",W","0",",W","0",",W","1",",W","0",",W","18",",W","0",",W","","","","","","","0.0",",W,20,","0",",,W,30,+","0",",,W,30,+","41.9",",,W,28,","30.0",",W,10,","2055.3","W","128.4",",W","164.1",",,,W","0",",,,W","14.54",",W","21.77",",,,W","7.31",",,,W","","","","","","","","","",""
"USW00003841","2013-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","74.6","W","59.9",",W","14",",W","8",",W","1",",W","0",",W","0",",W","0",",W","0",",W","0",",W","26",",W","0",",W","","","","","","","2.8",",W,13,","0",",,W,31,+","0",",,W,31,+","54.1",",,W,05,","31.1",",W,30,+","2094.5","W","39.2",",W","136.8",",,,W","0",",,,W","19.00",",W","25.54",",,,W","12.46",",,,W","","","","","","","","","",""
"USW00003841","2013-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","243.4","W","168.8",",W","15",",W","12",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30",",W","1",",W","","","","","","","14.4",",W,04,","0",",,W,30,+","0",",,W,30,+","51.0",",,W,02,","33.9",",W,12,","2094.5","W","0.0",",W","189.1",",,,W","0",",,,W","23.96",",W","29.58",",,,W","18.34",",,,W","","","","","","","","","",""
"USW00003841","2013-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","432.3","W","188.9",",W","17",",W","12",",W","2",",W","0",",","","","0",",W","0",",W","0",",W","31",",W","7",",W","","","","","","","13.3",",W,29,","0",",,W,31,+","","","77.4",",,W,06,","33.9",",W,17,","0.0","W","0.0",",W","230.9",",,,W","","","24.43",",W","29.28",",,,W","19.57",",,,W","","","","","","","","","",""
"USW00003841","2013-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","629.1","W","196.8",",W","12",",W","10",",W","0",",W","0",",","","","0",",W","0",",W","0",",W","31",",W","4",",W","","","","","","","16.1",",W,05,","0",",,W,31,+","","","21.6",",,W,21,","32.8",",W,31,+","0.0","W","0.0",",W","117.2",",,,W","","","24.68",",W","29.77",",,,W","19.59",",,,W","","","","","","","","","",""
"USW00003841","2013-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","740.2","W","111.1",",W","6",",W","3",",W","1",",W","0",",W","0",",W","0",",W","0",",W","0",",W","29",",W","2",",W","","","","","","","11.1",",W,22,","0",",,W,30,+","0",",,W,30,+","71.6",",,W,21,","32.8",",W,10,","2.2","W","2.2",",W","101.3",",,,W","0",",,,W","21.96",",W","27.66",",,,W","16.26",",,,W","","","","","","","","","",""
"USW00003841","2013-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","769.6","W","29.4",",W","5",",W","3",",W","0",",W","0",",W","0",",W","0",",W","2",",W","0",",W","19",",W","0",",W","","","","","","","-2.8",",W,26,","0",",,W,31,+","0",",,W,31,+","12.4",",,W,17,","30.6",",W,05,","102.2","W","100.0",",W","21.1",",,,W","0",",,,W","16.05",",W","22.11",",,,W","10.00",",,,W","","","","","","","","","",""
"USW00003841","2013-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","769.6","W","0.0",",W","8",",W","6",",W","2",",W","0",",W","0",",W","0",",W","15",",W","0",",W","2",",W","0",",W","","","","","","","-5.6",",W,28,+","0",",T,W,27,","0",",T,W,27,","56.6",",,W,26,","22.8",",W,06,","430.5","W","328.3",",W","118.5",",,,W","0",",T,,W","7.39",",W","13.70",",,,W","1.08",",,,W","","","","","","","","","",""
"USW00003841","2013-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","769.6","W","0.0",",W","13",",W","10",",W","3",",W","0",",W","0",",W","0",",W","16",",W","0",",W","2",",W","0",",W","","","","","","","-6.7",",W,25,","0",",,W,31,+","0",",,W,31,+","53.0",",,W,22,","22.8",",W,05,","823.5","W","393.0",",W","218.6",",,,W","0",",,,W","5.66",",W","10.79",",,,W","0.52",",,,W","","","","","","","","","",""
"USW00003841","2014-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","W","0.0",",W","9",",W","6",",W","1",",W","1",",W","1",",W","1",",W","27",",W","7",",W","0",",W","0",",W","","","","","","","-18.9",",W,29,","50",",,W,29,","63",",,W,28,","25.4",",,W,11,","16.7",",W,11,","1420.3","W","596.8",",W","71.8",",,,W","76",",,,W","-0.92",",W","5.57",",,,W","-7.41",",,,W","","","","","","","","","",""
"USW00003841","2014-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","","","0.0",",W","7",",W","7",",W","1",",W","0",",W","0",",W","0",",W","11",",W","0",",W","6",",W","0",",W","","","","","","","-5.0",",W,26,","0",",,W,31,+","0",",T,W,25,+","42.1",",,W,03,","25.0",",W,11,","","","298.6",",W","101.7",",,,W","0",",T,,W","8.70",",W","16.09",",,,W","1.32",",,,W","","","","","","","","","",""
"USW00003841","2014-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","","","15.4",",W","15",",W","11",",W","1",",W","0",",W","0",",W","0",",W","1",",W","0",",W","21",",W","0",",W","","","","","","","-1.7",",W,16,","0",",,W,30,+","0",",T,W,15,","25.6",",,W,07,","29.4",",W,27,","","","89.4",",W","123.2",",,,W","0",",T,,W","15.87",",W","23.36",",,,W","8.38",",,,W","","","","","","","","","",""
"USW00003841","2014-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","","","93.1","1,W","10",",W","5",",W","0",",W","0","1,W","0","1,W","0","1,W","0","1,W","0","1,W","27","1,W","0","1,W","","","","","","","5.0","1,W,02,","0","1,,W,31,+","0","1,,W,31,+","24.6",",,W,14,","31.7","1,W,12,","","","28.8","1,W","52.9",",,,W","0","1,,,W","20.48","1,W","27.51","1,,,W","13.45","1,,,W","","","","","","","","","",""
"USW00003841","2014-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","","","175.9",",W","13",",W","7",",W","1",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30",",W","5",",W","","","","","","","14.4",",W,09,","0",",,W,30,+","0",",,W,30,+","26.2",",,W,11,","33.3",",W,17,+","","","0.0",",W","97.0",",,,W","0",",,,W","24.20",",W","29.84",",,,W","18.55",",,,W","","","","","","","","","",""
"USW00003841","2014-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","","","167.9",",W","10",",W","8",",W","3",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","8",",W","","","","","","","12.2",",W,30,","0",",,W,31,+","0",",,W,31,+","44.7",",,W,27,","33.3",",W,27,","0.0","W","0.0",",W","195.2",",,,W","0",",,,W","23.75",",W","29.63",",,,W","17.87",",,,W","","","","","","","","","",""
"USW00003841","2014-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","","","201.8",",W","10",",W","9",",W","3",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","7",",W","","","","","","","14.4",",W,14,","0",",,W,31,+","0",",,W,31,+","40.9",",,W,20,","33.3",",W,29,+","0.0","W","0.0",",W","142.4",",,,W","0",",,,W","24.84",",W","30.44",",,,W","19.25",",,,W","","","","","","","","","",""
"USW00003841","2014-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","","","131.2",",W","6",",W","3",",W","1",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30",",W","3",",W","","","","","","","10.0",",W,23,","0",",,W,30,+","0",",,W,30,+","30.5",",,W,11,","32.8",",W,01,","1.7","W","1.7",",W","55.7",",,,W","0",",,,W","22.65",",W","28.10",",,,W","17.20",",,,W","","","","","","","","","",""
"USW00003841","2014-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","","","16.6",",W","11",",W","8",",W","3",",W","0",",W","0",",W","0",",W","0",",W","0",",W","17",",W","0",",W","","","","","","","1.7",",W,05,","0",",,W,31,+","0",",,W,31,+","41.1",",,W,14,","29.4",",W,02,+","102.8","W","101.1",",W","188.4",",,,W","0",",,,W","15.61",",W","21.74",",,,W","9.48",",,,W","","","","","","","","","",""
"USW00003841","2014-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","","","0.0",",W","6",",W","6",",W","0",",W","0",",W","0",",W","0",",W","14",",W","0",",W","3",",W","0",",W","","","","","","","-9.4",",W,19,","0",",,W,30,+","0",",T,W,18,+","24.1",",,W,17,","22.2",",W,11,","462.4","W","359.6",",W","68.6",",,,W","0",",T,,W","6.35",",W","12.53",",,,W","0.16",",,,W","","","","","","","","","",""
