"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00023034","1910-05","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","230.4","0","154.0",",0","","","","","","","","","","","0",",0","0",",0","0",",0","30",",0","16",",0","","","","","","","9.4",",0,24,","","","","","","","36.7",",0,11,","","","","","6.1",",0","","","","","","","","","","","","","","","23.10",",0","30.82",",,,0","15.39",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1910-06","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","0","5,0","25","5,0","24","5,0","","","","","","","","","","","","","","","41.1","5,0,09,","","","","","","","","","","","","","","","","","","","","","","","36.91","5,,,0","","","","","","","","","","","","","","","","","","","",""
"USW00023034","1910-07","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","19.4",",0,05,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.47",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1910-08","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","18.3",",0,30,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.06",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1910-09","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","252.5",",0","","","","","","","","","","","0",",0","0",",0","0",",0","30",",0","25",",0","","","","","","","14.4",",0,27,","","","","","","","38.9",",0,04,","","","","","0.0",",0","","","","","","","","","","","","","","","26.75",",0","34.28",",,,0","19.22",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1910-10","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","64.2",",0","","","","","","","","","","","0",",0","1",",0","0",",0","27",",0","7",",0","","","","","","","0.0",",0,29,","","","","","","","33.3",",0,14,+","","","","","51.1",",0","","","","","","","","","","","","","","","18.76",",0","26.77",",,,0","10.74",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1910-11","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","9.4","1,0","","","","","","","","","","","0",",0","2",",0","0","1,0","17","1,0","0","1,0","","","","","","","-2.8",",0,28,","","","","","","","30.6","1,0,04,","","","","","159.9","1,0","","","","","","","","","","","","","","","13.15","1,0","20.91","1,,,0","5.40",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1910-12","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","0.0",",0","","","","","","","","","","","0",",0","13",",0","0",",0","4",",0","0",",0","","","","","","","-5.6",",0,06,","","","","","","","23.9",",0,09,+","","","","","290.5",",0","","","","","","","","","","","","","","","8.96",",0","16.39",",,,0","1.54",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1911-01","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","13.9","0","13.9",",0","","","","","","","","","","","0",",0","9",",0","1",",0","17",",0","1",",0","","","","","","","-15.0",",0,03,","","","","","","","32.8",",0,31,","","","","","217.5",",0","","","","","","","","","","","","","","","11.76",",0","19.56",",,,0","3.96",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1911-02","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","16.6","0","2.7",",0","","","","","","","","","","","0",",0","5",",0","0",",0","11",",0","1",",0","","","","","","","-6.1",",0,22,","","","","","","","32.2",",0,01,","","","","","226.6",",0","","","","","","","","","","","","","","","10.34",",0","17.33",",,,0","3.35",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1911-03","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","60.4","0","43.8","1,0","","","","","","","","","","","0","1,0","0","1,0","0",",0","25",",0","7",",0","","","","","","","1.1","1,0,01,","","","","","","","36.1",",0,11,","","","","","77.6",",0","","","","","","","","","","","","","","","17.25","1,0","25.51",",,,0","8.99","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1911-04","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","114.9","0","54.5",",0","","","","","","","","","","","0",",0","0",",0","0",",0","22",",0","2",",0","","","","","","","5.0",",0,17,+","","","","","","","35.6",",0,11,","","","","","57.1",",0","","","","","","","","","","","","","","","18.25",",0","24.38",",,,0","12.12",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1911-05","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","274.8","0","159.9",",0","","","","","","","","","","","0",",0","0",",0","0",",0","30",",0","13",",0","","","","","","","8.3",",0,21,","","","","","","","36.7",",0,31,","","","","","3.3",",0","","","","","","","","","","","","","","","23.38",",0","30.38",",,,0","16.39",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1911-06","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","611.1","0","336.3",",0","","","","","","","","","","","0",",0","0",",0","0",",0","30",",0","29",",0","","","","","","","17.8",",0,23,+","","","","","","","41.7",",0,24,","","","","","0.0",",0","","","","","","","","","","","","","","","29.54",",0","37.73",",,,0","21.36",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1911-07","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","913.6","0","302.5","3,0","","","","","","","","","","","0","1,0","0","1,0","0","2,0","29","2,0","28","2,0","","","","","","","16.1","1,0,27,","","","","","","","42.2","2,0,23,","0.0","0","","","0.0","2,0","","","","","","","","","","","","","","","29.08","3,0","37.00","2,,,0","21.16","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1911-08","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","1240.7","0","327.1","3,0","","","","","","","","","","","0","3,0","0","3,0","0","1,0","30","1,0","27","1,0","","","","","","","16.7","3,0,30,","","","","","","","41.1","1,0,16,","0.0","0","","","0.0","1,0","","","","","","","","","","","","","","","30.06","3,0","37.46","1,,,0","22.65","3,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1911-09","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","1447.7","0","207.0","5,0","","","","","","","","","","","0","3,0","0","3,0","0","4,0","26","4,0","21","4,0","","","","","","","13.9","3,0,15,","","","","","","","37.8","4,0,01,","0.0","0","","","0.0","4,0","","","","","","","","","","","","","","","26.52","5,0","34.13","4,,,0","18.90","3,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1911-10","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","1533.7","0","86.0",",0","","","","","","","","","","","0",",0","3",",0","0",",0","25",",0","8",",0","","","","","","","-1.1",",0,23,+","","","","","","","35.0",",0,02,","73.1","0","","","73.1",",0","","","","","","","","","","","","","","","18.75",",0","26.66",",,,0","10.84",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1911-11","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","1533.7","0","0.0","1,0","","","","","","","","","","","0","1,0","9","1,0","2",",0","20",",0","0",",0","","","","","","","-11.1","1,0,29,","","","","","","","28.9",",0,14,","290.0","0","","","216.9",",0","","","","","","","","","","","","","","","10.95","1,0","20.22",",,,0","1.67","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1911-12","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","1533.7","0","0.0","1,0","","","","","","","","","","","0","1,0","12","1,0","0","1,0","1","1,0","0","1,0","","","","","","","-5.6","1,0,28,+","","","","","","","25.6","1,0,30,","611.3","0","","","321.3","1,0","","","","","","","","","","","","","","","7.62","1,0","14.59","1,,,0","0.65","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1912-01","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","0.0","0","0.0","1,0","","","","","","","","","","","0",",0","20",",0","1","1,0","7","1,0","0","1,0","","","","","","","-14.4",",0,12,","","","","","","","31.1","1,0,26,","975.0","0","","","363.7","1,0","","","","","","","","","","","","","","","6.04","1,0","14.49","1,,,0","-2.41",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1912-02","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","0.0","0","0.0",",0","","","","","","","","","","","0",",0","22",",0","0",",0","8",",0","0",",0","","","","","","","-11.1",",0,04,","","","","","","","31.1",",0,17,","1298.6","0","","","323.6",",0","","","","","","","","","","","","","","","7.18",",0","16.30",",,,0","-1.95",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1912-03","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","9.2","0","9.2",",0","","","","","","","","","","","0",",0","10",",0","0",",0","18",",0","2",",0","","","","","","","-2.8",",0,10,","","","","","","","32.2",",0,20,+","1479.2","0","","","180.6",",0","","","","","","","","","","","","","","","12.80",",0","22.44",",,,0","3.17",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1912-04","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","39.1","0","29.9",",0","","","","","","","","","","","0",",0","0",",0","0",",0","25",",0","1",",0","","","","","","","1.1",",0,07,+","","","","","","","32.2",",0,30,","1545.1","0","","","65.9",",0","","","","","","","","","","","","","","","17.13",",0","25.60",",,,0","8.66",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1912-05","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","249.1","0","210.0",",0","","","","","","","","","","","0",",0","0",",0","0",",0","31",",0","23",",0","","","","","","","5.0",",0,12,+","","","","","","","40.0",",0,29,","1558.8","0","","","13.7",",0","","","","","","","","","","","","","","","24.67",",0","32.80",",,,0","16.54",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1912-06","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","500.4","0","251.3",",0","","","","","","","","","","","0",",0","0",",0","0",",0","30",",0","29",",0","","","","","","","5.6",",0,18,","","","","","","","40.0",",0,29,","1558.8","0","","","0.0",",0","","","","","","","","","","","","","","","26.71",",0","35.85",",,,0","17.57",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1912-07","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","891.2","0","390.8",",0","","","","","","","","","","","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","","","16.7",",0,12,","","","","","","","43.3",",0,31,","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","30.94",",0","39.35",",,,0","22.53",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1912-08","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","1240.4","0","349.2","2,Z","","","","","","","","","","","0","2,0","0","2,Z","0","2,0","29","2,0","29","2,0","","","","","","","19.4","2,Z,10,","","","","","","","42.8","2,0,02,","0.0","0","","","0.0","2,0","","","","","","","","","","","","","","","30.37","2,Z","37.64","2,,,0","23.10","2,,,Z","","","","","","","","","","","","","","","","","",""
"USW00023034","1912-11","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","0.0",",0","","","","","","","","","","","0",",0","6",",0","0",",0","12",",0","0",",0","","","","","","","-3.3",",0,28,+","","","","","","","26.7",",0,01,","","","","","195.3",",0","","","","","","","","","","","","","","","11.82",",0","19.98",",,,0","3.66",",,,0","","","","","","","","","","","","","","","","","",""
