"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00003929","1966-12","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","544.6","X","0.0",",X","5",",X","1",",X","0",",X","9",",X","0",",X","0",",X","26",",X","11",",X","1",",X","0",",X","10","","1","","-13.3",",X,29,+","25",",,X,31,+","23",",,X,22,","13.7",",,X,27,","21.1",",X,07,","1139.9","X","558.2",",X","18.3",",,,X","43",",,,X","0.33",",X","5.30",",,,X","-4.65",",,,X","","","","","180","1,X","","","","","15.4","1,X"
"USW00003929","1967-01","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","4",",X","3",",X","0",",X","10",",X","1",",X","0",",X","28",",X","9",",X","1",",X","0",",X","8","","3","","-17.2",",X,18,","51",",,X,29,+","56",",,X,26,","14.0",",,X,26,+","21.7",",X,23,","1715.3","X","575.4",",X","33.6",",,,X","66",",,,X","-0.23",",X","5.14",",,,X","-5.60",",,,X","","","","","200","2,X","","","","","26.7","2,X"
"USW00003929","1967-02","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","3",",X","1",",X","0",",X","0",",X","0",",X","0",",X","26",",X","6",",X","1",",X","0",",X","3","","","","-15.0",",X,24,","0",",,X,28,+","10",",,X,18,","5.3",",,X,01,","21.1",",X,13,","2245.1","X","529.8",",X","6.8",",,,X","10",",,,X","-0.59",",X","5.36",",,,X","-6.53",",,,X","","","","","290","2,X","","","","","19.5","2,X"
"USW00003929","1967-03","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","9.5","X","9.5",",X","8",",X","6",",X","1",",X","0",",X","0",",X","0",",X","13",",X","3",",X","9",",X","0",",X","15","","3","","-15.6",",X,08,","0",",T,X,08,","10",",,X,07,","40.9",",,X,31,","28.3",",X,10,","2561.3","X","316.2",",X","86.1",",,,X","13",",,,X","8.44",",X","14.09",",,,X","2.78",",,,X","","","","","180",",X","","","","","21.6",",X"
"USW00003929","1967-04","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","26.0","X","16.5",",X","11",",X","8",",X","3",",X","0",",X","0",",X","0",",X","3",",X","0",",X","16",",X","0",",X","7","","10","","-2.2",",X,24,","0",",,X,30,+","0",",,X,30,+","41.7",",,X,13,","29.4",",X,16,","2694.0","X","132.7",",X","145.1",",,,X","0",",,,X","14.46",",X","20.08",",,,X","8.84",",,,X","","","","","180",",X","","","","","22.1",",X"
"USW00003929","1967-05","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","68.3","X","42.3",",X","9",",X","7",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","17",",X","2",",X","11","","6","","1.7",",X,02,","0",",,X,31,+","0",",,X,31,+","36.3",",,X,30,","32.8",",X,25,","2816.5","X","122.5",",X","99.5",",,,X","0",",,,X","15.75",",X","20.97",",,,X","10.52",",,,X","","","","","203","1,X","","","","","17.5","1,X"
"USW00003929","1967-06","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","186.1","X","117.8",",X","15",",X","12",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","0",",X","10","","13","","8.9",",X,02,","0",",,X,30,+","0",",,X,30,+","63.2",",,X,21,","31.1",",X,19,","2825.6","X","9.1",",X","301.2",",,,X","0",",,,X","21.96",",X","26.67",",,,X","17.24",",,,X","","","","","293","1,X","","","","","21.6","1,X"
"USW00003929","1967-07","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","333.9","X","147.8",",X","4",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","9",",X","5","","7","","10.0",",X,14,","0",",,X,31,+","0",",,X,31,+","20.1",",,X,28,","33.9",",X,24,+","3.9","X","3.9",",X","44.7",",,,X","0",",,,X","22.98",",X","28.46",",,,X","17.49",",,,X","","","","","23",",X","","","","","15.4",",X"
"USW00003929","1967-08","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","441.8","X","107.9",",X","4",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","2",",X","3","","4","","9.4",",X,31,","0",",,X,31,+","0",",,X,31,+","22.4",",,X,06,","32.8",",X,29,","11.4","X","7.5",",X","53.2",",,,X","0",",,,X","21.57",",X","27.29",",,,X","15.85",",,,X","","","","","360","1,X","","","","","22.6","1,X"
"USW00003929","1967-09","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","481.6","X","39.8",",X","12",",X","7",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","25",",X","0",",X","13","","8","","1.1",",X,28,","0",",,X,30,+","0",",,X,30,+","65.3",",,X,14,","29.4",",X,25,","56.7","X","45.3",",X","125.8",",,,X","0",",,,X","18.15",",X","23.77",",,,X","12.53",",,,X","","","","","360",",X","","","","","14.4",",X"
"USW00003929","1967-10","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","497.4","X","15.8",",X","10",",X","9",",X","2",",X","0",",X","0",",X","0",",X","2",",X","0",",X","11",",X","0",",X","9","","5","","-1.7",",X,28,","0",",,X,31,+","0",",T,X,26,","70.9",",,X,06,","30.6",",X,04,","248.7","X","192.0",",X","224.4",",,,X","0",",T,,X","12.65",",X","18.37",",,,X","6.93",",,,X","","","","","180","1,X","","","","","19.5","1,X"
"USW00003929","1967-11","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","497.4","X","0.0",",X","3",",X","1",",X","0",",X","0",",X","0",",X","0",",X","14",",X","0",",X","0",",X","0",",X","9","","","","-5.6",",X,27,","0",",,X,30,+","0",",T,X,29,+","10.2",",,X,02,","18.9",",X,16,","637.6","X","388.9",",X","11.3",",,,X","0",",T,,X","5.37",",X","10.12",",,,X","0.62",",,,X","","","","","360",",X","","","","","14.4",",X"
"USW00003929","1967-12","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","497.4","X","0.0","2,X","12",",X","5",",X","0",",X","8",",X","6",",X","1","1,X","21","1,X","7","1,X","0","1,X","0","1,X","11","","2","","-19.4","1,X,31,","76",",,X,31,","58",",,X,30,","11.4",",,X,02,","17.8","1,X,20,","1129.3","X","491.7","1,X","40.1",",,,X","225",",,,X","1.02","2,X","5.09","1,,,X","-3.05","1,,,X","","","","","360",",X","","","","","20.6",",X"
"USW00003929","1968-01","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","7",",X","1",",X","0",",X","17",",X","0",",X","5",",X","26",",X","13",",X","0",",X","0",",X","16","","2","","-25.6",",X,07,","76",",,X,01,","10",",,X,12,","3.8",",,X,29,","16.7",",X,26,","1788.2","X","658.9",",X","7.5",",,,X","26",",,,X","-2.92",",X","2.15",",,,X","-8.00",",,,X","","","","","360","3,X","","","","","14.9","3,X"
"USW00003929","1968-02","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","6",",X","1",",X","0",",X","3",",X","3",",X","0",",X","27",",X","11",",X","0",",X","0",",X","7","","1","","-15.0",",X,21,","51",",,X,25,","53",",,X,25,","8.4",",,X,25,","14.4",",X,01,","2356.0","X","567.8",",X","12.3",",,,X","126",",,,X","-1.25",",X","3.63",",,,X","-6.13",",,,X","","","","","338",",X","","","","","16.4",",X"
"USW00003929","1968-03","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","3.9","X","3.9",",X","2",",X","1",",X","0",",X","0",",X","0",",X","0",",X","15",",X","0",",X","7",",X","0",",X","3","","2","","-11.1",",X,03,","0",",,X,31,+","0",",T,X,22,+","10.9",",,X,18,","27.8",",X,30,","2688.0","X","332.0",",X","11.4",",,,X","0",",T,,X","7.75",",X","14.01",",,,X","1.48",",,,X","","","","","180",",X","","","","","21.1",",X"
"USW00003929","1968-04","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","4.2","X","0.3",",X","11",",X","7",",X","1",",X","0",",X","0",",X","0",",X","4",",X","0",",X","9",",X","0",",X","9","","5","","-5.0",",X,05,","0",",,X,30,+","0",",T,X,04,","28.4",",,X,16,","26.7",",X,11,","2863.0","X","175.0",",X","89.1",",,,X","0",",T,,X","12.51",",X","18.74",",,,X","6.28",",,,X","","","","","203","2,X","","","","","22.1","2,X"
"USW00003929","1968-05","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","18.9","X","14.7",",X","12",",X","8",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","13",",X","0",",X","8","","10","","2.8",",X,21,","0",",,X,31,+","0",",,X,31,+","33.3",",,X,25,","31.7",",X,02,","2976.6","X","113.6",",X","121.2",",,,X","0",",,,X","15.14",",X","20.46",",,,X","9.82",",,,X","","","","","225",",X","","","","","19.0",",X"
"USW00003929","1968-06","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","157.0","X","138.1",",X","4",",X","3",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","1",",X","5","","6","","9.4",",X,27,","0",",,X,30,+","0",",,X,30,+","30.0",",,X,15,","32.8",",X,28,","2982.8","X","6.2",",X","51.6",",,,X","0",",,,X","22.73",",X","27.83",",,,X","17.63",",,,X","","","","","180","5,X","","","","","18.5","5,X"
"USW00003929","1968-07","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","331.0","X","174.0",",X","12",",X","8",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","4",",X","3","","13","","9.4",",X,03,","0",",,X,31,+","0",",,X,31,+","27.4",",,X,26,","32.8",",X,22,","1.1","X","1.1",",X","114.1",",,,X","0",",,,X","23.91",",X","29.14",",,,X","18.68",",,,X","","","","","200","5,X","","","","","18.5","5,X"
"USW00003929","1968-08","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","486.1","X","155.1",",X","14",",X","9",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","8",",X","9","","7","","13.3",",X,31,+","0",",,X,31,+","0",",,X,31,+","29.7",",,X,10,","33.3",",X,07,","5.3","X","4.2",",X","155.3",",,,X","0",",,,X","23.20",",X","27.55",",,,X","18.85",",,,X","","","","","330",",X","","","","","16.4",",X"
"USW00003929","1968-09","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","526.4","X","40.3",",X","5",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","27",",X","0",",X","4","","3","","7.8",",X,11,+","0",",,X,30,+","0",",,X,30,+","24.1",",,X,23,","30.0",",X,21,+","27.4","X","22.1",",X","32.8",",,,X","0",",,,X","18.94",",X","24.81",",,,X","13.07",",,,X","","","","","300","1,X","","","","","13.4","1,X"
"USW00003929","1968-10","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","550.0","X","23.6",",X","8",",X","5",",X","1",",X","0","1,X","0",",X","0",",X","1",",X","0",",X","13",",X","0",",X","6","","3","","0.0",",X,29,","0","1,,X,31,+","0",",,X,31,+","29.2",",,X,09,","29.4",",X,14,","187.8","X","160.4",",X","79.3",",,,X","0",",,,X","13.92",",X","19.96",",,,X","7.87",",,,X","","","","","340",",X","","","","","20.6",",X"
"USW00003929","1968-11","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","550.0","X","0.0",",X","","","","","","","","","","","0",",X","12",",X","0",",X","1",",X","0",",X","","","","","-5.6",",X,20,","","","","","","","21.1",",X,22,","587.0","X","399.2",",X","","","","","5.03",",X","8.86",",,,X","1.19",",,,X","","","","","100",",X","","","","","51.9",",X"
"USW00003929","1968-12","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","550.0","X","0.0",",X","8",",X","5",",X","0",",X","3","2,X","0","1,X","2",",X","26",",X","11",",X","0",",X","0",",X","12","","3","","-22.2",",X,31,","25","2,,X,31,+","3","1,,X,27,","13.7",",,X,18,","17.8",",X,12,","1182.6","X","595.6",",X","44.8",",,,X","3","1,,,X","-0.88",",X","3.93",",,,X","-5.69",",,,X","","","","","220","1,X","","","","","23.1","1,X"
"USW00003929","1969-01","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0","2,X","13",",X","5",",X","0",",X","5","2,X","0","1,X","1","1,X","25","1,X","11","1,X","0","1,X","0","1,X","14","","1","","-18.9","1,X,04,","102","2,,X,28,","10","1,,X,26,","11.4",",,X,26,","15.0","1,X,22,","1789.3","X","606.7","1,X","53.7",",,,X","10","1,,,X","-2.45","2,X","1.86","1,,,X","-6.75","1,,,X","","","","","340","1,X","","","","","17.0","1,X"
"USW00003929","1969-02","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","10",",X","1",",X","0",",X","5",",X","0",",X","0",",X","17",",X","0",",X","0",",X","0",",X","19","","","","-12.8",",X,01,","76",",,X,03,+","20",",,X,15,","12.7",",,X,08,","10.6",",X,25,+","2255.9","X","466.6",",X","22.9",",,,X","28",",,,X","1.67",",X","5.24",",,,X","-1.90",",,,X","","","","","320","1,X","","","","","14.9","1,X"
"USW00003929","1969-03","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","5",",X","2",",X","0",",X","6",",X","1",",X","0",",X","23",",X","3",",X","3",",X","0",",X","12","","","","-12.8",",X,09,","76",",,X,10,+","81",",,X,08,","22.1",",,X,23,","26.1",",X,19,","2720.6","X","464.7",",X","31.5",",,,X","84",",,,X","3.34",",X","8.97",",,,X","-2.28",",,,X","","","","","50",",X","","","","","22.1",",X"
"USW00003929","1969-04","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","3.0","X","3.0",",X","9",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","16",",X","0",",X","11","","6","","2.8",",X,19,","0",",,X,30,+","0",",,X,30,+","41.4",",,X,26,","26.7",",X,16,","2855.2","X","134.6",",X","102.9",",,,X","0",",,,X","13.95",",X","19.77",",,,X","8.12",",,,X","","","","","","","","","","","",""
"USW00003929","1969-05","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","60.0","X","57.0",",X","10",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","22",",X","0",",X","16","","9","","5.0",",X,11,","0",",,X,31,+","0",",,X,31,+","20.6",",,X,21,","30.6",",X,29,","2905.2","X","50.0",",X","56.3",",,,X","0",",,,X","18.56",",X","23.64",",,,X","13.48",",,,X","","","","","340","1,X","","","","","19.5","1,X"
"USW00003929","1969-06","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","156.1","X","96.1",",X","13",",X","11",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","25",",X","3",",X","7","","9","","7.2",",X,02,","0",",,X,30,+","0",",,X,30,+","54.4",",,X,21,","33.9",",X,28,","2929.7","X","24.5",",X","319.5",",,,X","0",",,,X","20.72",",X","25.96",",,,X","15.48",",,,X","","","","","310",",X","","","","","20.6",",X"
"USW00003929","1969-07","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","396.6","X","240.5",",X","12",",X","7",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","12",",X","9","","12","","15.6",",X,29,","0",",,X,31,+","0",",,X,31,+","39.9",",,X,19,","35.0",",X,13,+","0.0","X","0.0",",X","101.9",",,,X","0",",,,X","26.09",",X","30.85",",,,X","21.33",",,,X","","","","","10","1,X","","","","","20.0","1,X"
"USW00003929","1969-08","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","567.4","X","170.8",",X","7",",X","3",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","2",",X","12","","6","","14.4",",X,01,","0",",,X,31,+","0",",,X,31,+","52.1",",,X,15,","33.9",",X,08,","0.0","X","0.0",",X","90.6",",,,X","0",",,,X","23.84",",X","28.82",",,,X","18.86",",,,X","","","","","180",",X","","","","","12.3",",X"
"USW00003929","1969-09","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","639.1","X","71.7",",X","8",",X","5",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","1",",X","12","","12","","7.2",",X,24,","0",",,X,30,+","0",",,X,30,+","58.4",",,X,15,","32.2",",X,06,","14.9","X","14.9",",X","132.4",",,,X","0",",,,X","20.22",",X","25.39",",,,X","15.06",",,,X","","","","","210",",X","","","","","16.4",",X"
"USW00003929","1969-10","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","655.8","X","16.7","2,X","13",",X","10",",X","2",",X","0","1,X","0",",X","0","1,X","4","1,X","0","1,X","10","1,X","0","1,X","10","","7","","-5.0","1,X,28,","0","1,,X,31,+","0",",T,X,29,","71.6",",,X,12,","30.6","1,X,01,","210.5","X","195.6","1,X","210.3",",,,X","0",",T,,X","12.15","2,X","17.33","1,,,X","6.96","1,,,X","","","","","180","1,X","","","","","20.6","1,X"
"USW00003929","1969-12","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","","","0.0",",X","11",",X","4",",X","0",",X","5",",X","2",",X","0",",X","28",",X","9",",X","0",",X","0",",X","17","","","","-8.3",",X,25,+","76",",,X,11,","38",",,X,10,","3.3",",,X,10,","15.0",",X,02,","","","590.8",",X","17.3",",,,X","125",",,,X","-0.73",",X","2.60",",,,X","-4.05",",,,X","","","","","310",",X","","","","","16.4",",X"
"USW00003929","1970-01","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","7",",X","2",",X","0",",X","7",",X","2",",X","7",",X","29",",X","17",",X","0",",X","0",",X","10","","","","-22.8",",X,21,","152",",,X,20,","81",",,X,19,","12.7",",,X,17,","15.0",",X,28,","","","718.1",",X","24.2",",,,X","163",",,,X","-4.83",",X","0.06",",,,X","-9.72",",,,X","","","","","240",",X","","","","","18.5",",X"
"USW00003929","1970-02","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0","2,X","5",",X","3",",X","0",",X","2",",X","1",",X","0","1,X","24","1,X","3","1,X","0","1,X","0","1,X","12","","","","-17.2","1,X,03,","51",",,X,15,+","41",",,X,13,","6.6",",,X,22,","19.4","1,X,17,","","","456.1","1,X","16.1",",,,X","41",",,,X","0.91","2,X","7.26","1,,,X","-5.45","1,,,X","","","","","360",",X","","","","","18.0",",X"
"USW00003929","1970-03","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","10",",X","2",",X","1",",X","1",",X","0",",X","0",",X","25",",X","2",",X","1",",X","0",",X","13","","","","-8.9",",X,14,","25",",,X,28,","20",",,X,27,","28.4",",,X,31,","22.8",",X,08,","","","457.5",",X","41.0",",,,X","71",",,,X","3.57",",X","8.42",",,,X","-1.27",",,,X","","","","","160",",X","","","","","14.9",",X"
"USW00003929","1970-04","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","15.5","X","15.5",",X","11",",X","6",",X","3",",X","2",",X","1",",X","0",",X","4",",X","0",",X","12",",X","0",",X","12","","6","","-6.1",",X,02,","102",",,X,02,","86",",,X,01,","65.5",",,X,18,","30.0",",X,28,","","","209.4",",X","147.2",",,,X","106",",,,X","11.87",",X","17.77",",,,X","5.97",",,,X","","","","","240",",X","","","","","20.6",",X"
"USW00003929","1970-05","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","80.7","X","65.2",",X","10",",X","8",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","0",",X","9","","10","","3.9",",X,02,","0",",,X,31,+","0",",,X,31,+","31.5",",,X,14,","30.0",",X,22,","","","27.5",",X","123.9",",,,X","0",",,,X","19.55",",X","25.03",",,,X","14.07",",,,X","","","","","150",",X","","","","","17.0",",X"
"USW00003929","1970-06","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","182.9","X","102.2",",X","12",",X","7",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","25",",X","0",",X","11","","12","","8.3",",X,05,","0",",,X,30,+","0",",,X,30,+","68.8",",,X,11,","31.7",",X,30,+","","","25.5",",X","148.9",",,,X","0",",,,X","20.89",",X","25.65",",,,X","16.13",",,,X","","","","","200",",X","","","","","17.0",",X"
"USW00003929","1970-07","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","381.1","X","198.2",",X","4",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","13",",X","2","","6","","10.6",",X,05,","0",",,X,31,+","0",",,X,31,+","12.7",",,X,19,","38.3",",X,31,","0.5","X","0.5",",X","18.1",",,,X","0",",,,X","24.71",",X","30.79",",,,X","18.63",",,,X","","","","","360",",X","","","","","13.9",",X"
"USW00003929","1970-08","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","610.0","X","228.9",",X","4",",X","3",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","15",",X","5","","6","","11.7",",X,24,","0",",,X,31,+","0",",,X,31,+","44.7",",,X,22,","38.9",",X,18,","0.5","X","0.0",",X","92.2",",,,X","0",",,,X","25.72",",X","31.74",",,,X","19.69",",,,X","","","","","80","1,X","","","","","14.4","1,X"
"USW00003929","1970-09","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","686.2","X","76.2","2,X","15",",X","14",",X","1",",X","0",",X","0",",X","0","1,X","0","1,X","0","1,X","23","1,X","3","1,X","11","","10","","6.1","1,X,26,","0",",,X,30,+","0",",,X,30,+","131.8",",,X,22,","33.9","1,X,09,","24.7","X","24.2","1,X","254.4",",,,X","0",",,,X","20.18","2,X","25.43","1,,,X","14.92","1,,,X","","","","","300",",X","","","","","18.5",",X"
"USW00003929","1970-10","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","691.8","X","5.6",",X","6",",X","3",",X","1",",X","0",",X","0",",X","0",",X","2",",X","0",",X","8",",X","0",",X","12","","5","","-0.6",",X,31,+","0",",,X,31,+","0",",T,X,09,","35.1",",,X,06,","27.2",",X,02,","210.2","X","185.5",",X","76.0",",,,X","0",",T,,X","12.53",",X","17.15",",,,X","7.91",",,,X","","","","","250",",X","","","","","23.6",",X"
"USW00003929","1970-11","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","691.8","X","0.0","2,X","6",",X","2",",X","0",",X","0",",X","0",",X","0","1,X","9","1,X","2","1,X","0","1,X","0","1,X","10","","2","","-13.3","1,X,24,","0",",,X,30,+","0",",T,X,14,+","10.9",",,X,19,","20.6","1,X,30,","569.4","X","359.2","1,X","20.8",",,,X","0",",T,,X","5.55","2,X","10.33","1,,,X","0.78","1,,,X","","","","","200",",X","","","","","20.6",",X"
"USW00003929","1970-12","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","691.8","X","0.0",",X","5",",X","3",",X","0",",X","1",",X","1",",X","0",",X","23",",X","2",",X","0",",X","0",",X","11","","1","","-8.9",",X,25,","51",",,X,16,","25",",,X,16,","12.7",",,X,30,","19.4",",X,10,","1062.2","X","492.8",",X","24.2",",,,X","40",",,,X","2.44",",X","7.40",",,,X","-2.53",",,,X","","","","","220",",X","","","","","21.6",",X"
"USW00003929","1998-01","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","W","0.0",",M","","","","","","","","","","","0",",M","26",",M","11",",M","0",",M","0",",M","","","","","-13.9",",M,13,","","","","","","","16.7",",M,03,","","","553.0",",M","","","","","0.50",",M","4.63",",,,M","-3.64",",,,M","","","","","","","","","","","",""
"USW00003929","1998-02","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","W","0.0","3,M","","","","","","","","","","","0","3,M","16","3,M","0","3,M","0","3,M","0","3,M","","","","","-6.7","3,M,05,","","","","","","","17.2","3,M,25,","","","356.1","3,M","","","","","4.09","3,M","8.40","3,,,M","-0.22","3,,,M","","","","","","","","","","","",""
"USW00003929","1998-03","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","1.7","W","1.7",",M","","","","","","","","","","","1",",M","20",",M","4",",M","5",",M","0",",M","","","","","-20.0",",M,12,","","","","","","","24.4",",M,25,","","","462.0",",M","","","","","3.49",",M","7.76",",,,M","-0.79",",,,M","","","","","","","","","","","",""
"USW00003929","1998-04","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","5.3",",W","5.0","W","3.3",",W","","","","","","","","","","","0",",W","1",",W","0",",W","8",",W","0",",W","","","","","-0.6",",W,17,","","","","","","","28.3",",W,25,","","","212.8",",W","","","","","11.35",",W","16.67",",,,W","6.03",",,,W","180",",W","180",",W","","","19.2",",W","23.7",",W","",""
