"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00271020","1894-05","42.733333","-71.683333","91.4","BROOKLINE, NH US","12",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","38.1",",,6,24,","106.3",",,,6","","","",""
"USC00271020","1894-06","42.733333","-71.683333","91.4","BROOKLINE, NH US","7",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","8.9",",,6,23,","23.9",",,,6","","","",""
"USC00271020","1894-07","42.733333","-71.683333","91.4","BROOKLINE, NH US","9",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","13.5",",,6,03,","72.8",",,,6","","","",""
"USC00271020","1894-08","42.733333","-71.683333","91.4","BROOKLINE, NH US","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","11.2",",,6,03,","17.3",",,,6","","","",""
"USC00271020","1894-09","42.733333","-71.683333","91.4","BROOKLINE, NH US","6",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","26.7",",,6,20,","76.1",",,,6","","","",""
"USC00271020","1894-10","42.733333","-71.683333","91.4","BROOKLINE, NH US","10",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","35.1",",,6,10,","106.7",",,,6","","","",""
"USC00271020","1894-11","42.733333","-71.683333","91.4","BROOKLINE, NH US","9","4,6","6","4,6","2","4,6","","","3",",6","","","","","","","","","","","102",",,6,05,","30.5","4,,6,05,","85.3","4,,,6","267",",,,6","",""
"USC00271020","1894-12","42.733333","-71.683333","91.4","BROOKLINE, NH US","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","20.3",",,6,27,","68.3",",,,6","","","",""
"USC00271020","1895-01","42.733333","-71.683333","91.4","BROOKLINE, NH US","7","5,6","5","5,6","1","5,6","","","5",",6","","","","","","","","","","","127",",,6,26,","28.2","5,,6,26,","89.9","5,,,6","394",",,,6","",""
"USC00271020","1895-02","42.733333","-71.683333","91.4","BROOKLINE, NH US","3","3,6","1","3,6","0","3,6","","","2",",6","","","","","","","","","","","127",",,6,08,","12.7","3,,6,08,","15.3","3,,,6","191",",,,6","",""
"USC00271020","1895-03","42.733333","-71.683333","91.4","BROOKLINE, NH US","","","","","","","","","7",",6","","","","","","","","","","","102",",,6,06,","","","","","393",",,,6","",""
"USC00271020","1895-04","42.733333","-71.683333","91.4","BROOKLINE, NH US","10",",6","7",",6","3",",6","","","1",",6","","","","","","","","","","","25",",,6,03,","43.7",",,6,14,","136.7",",,,6","25",",,,6","",""
"USC00271020","1895-06","42.733333","-71.683333","91.4","BROOKLINE, NH US","9",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","21.1",",,6,27,","66.7",",,,6","","","",""
"USC00271020","1895-07","42.733333","-71.683333","91.4","BROOKLINE, NH US","12",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","50.8",",,6,09,","145.2",",,,6","","","",""
"USC00271020","1895-08","42.733333","-71.683333","91.4","BROOKLINE, NH US","6",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","32.3",",,6,18,","70.1",",,,6","","","",""
"USC00271020","1895-09","42.733333","-71.683333","91.4","BROOKLINE, NH US","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","31.0",",,6,11,","79.3",",,,6","","","",""
"USC00271020","1895-10","42.733333","-71.683333","91.4","BROOKLINE, NH US","4",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","137.2",",,6,13,","153.2",",,,6","","","",""
"USC00271020","1895-11","42.733333","-71.683333","91.4","BROOKLINE, NH US","10","1,6","9","1,6","2","1,6","","","1",",6","","","","","","","","","","","25",",,6,02,","42.7","1,,6,01,","165.4","1,,,6","25",",,,6","",""
"USC00271020","1895-12","42.733333","-71.683333","91.4","BROOKLINE, NH US","5","1,6","5","1,6","2","1,6","","","1",",6","","","","","","","","","","","203",",,6,05,","33.5","1,,6,30,","103.8","1,,,6","203",",,,6","",""
"USC00271020","1896-01","42.733333","-71.683333","91.4","BROOKLINE, NH US","4","3,6","4","3,6","0","3,6","","","4",",6","","","","","","","","","","","229",",,6,10,","22.9","3,,6,10,","42.4","3,,,6","394",",,,6","",""
"USC00271020","1896-02","42.733333","-71.683333","91.4","BROOKLINE, NH US","9",",6","8",",6","2",",6","","","6",",6","","","","","","","","","","","127",",,6,19,","76.2",",,6,06,","177.1",",,,6","470",",,,6","",""
"USC00271020","1896-03","42.733333","-71.683333","91.4","BROOKLINE, NH US","9","5,6","7","5,6","2","5,6","","","5",",6","","","","","","","","","","","203",",,6,16,","59.7","5,,6,19,","140.8","5,,,6","428",",,,6","",""
"USC00271020","1896-04","42.733333","-71.683333","91.4","BROOKLINE, NH US","3","2,6","3","2,6","0","2,6","","","0",",6","","","","","","","","","","","0",",T,6,07,+","15.2","2,,6,02,","26.6","2,,,6","0",",T,,6","",""
"USC00271020","1896-05","42.733333","-71.683333","91.4","BROOKLINE, NH US","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","23.6",",,6,31,","58.7",",,,6","","","",""
"USC00271020","1896-06","42.733333","-71.683333","91.4","BROOKLINE, NH US","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","19.3",",,6,14,","48.7",",,,6","","","",""
"USC00271020","1896-07","42.733333","-71.683333","91.4","BROOKLINE, NH US","8",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","24.1",",,6,25,","80.5",",,,6","","","",""
"USC00271020","1896-08","42.733333","-71.683333","91.4","BROOKLINE, NH US","11",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","17.8",",,6,02,","70.1",",,,6","","","",""
"USC00271020","1896-09","42.733333","-71.683333","91.4","BROOKLINE, NH US","8",",6","8",",6","3",",6","","","","","","","","","","","","","","","","","61.0",",,6,06,","170.5",",,,6","","","",""
"USC00271020","1896-10","42.733333","-71.683333","91.4","BROOKLINE, NH US","8",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","41.9",",,6,13,","91.5",",,,6","","","",""
"USC00271020","1896-11","42.733333","-71.683333","91.4","BROOKLINE, NH US","8",",6","5",",6","1",",6","","","0",",6","","","","","","","","","","","13",",,6,30,+","38.6",",,6,05,","79.1",",,,6","26",",,,6","",""
"USC00271020","1896-12","42.733333","-71.683333","91.4","BROOKLINE, NH US","3",",6","3",",6","1",",6","","","2",",6","","","","","","","","","","","102",",,6,16,","27.4",",,6,09,","45.2",",,,6","178",",,,6","",""
"USC00271020","1897-01","42.733333","-71.683333","91.4","BROOKLINE, NH US","5","2,6","4","2,6","2","2,6","","","2",",6","","","","","","","","","","","432",",,6,28,","43.2","2,,6,28,","101.4","2,,,6","623",",,,6","",""
"USC00271020","1897-02","42.733333","-71.683333","91.4","BROOKLINE, NH US","","","","","","","","","3","1,6","","","","","","","","","","","229","1,,6,12,","","","","","389","1,,,6","",""
"USC00271020","1897-03","42.733333","-71.683333","91.4","BROOKLINE, NH US","8","5,6","8","5,6","1","5,6","","","","","","","","","","","","","","","","","25.4","5,,6,21,","100.3","5,,,6","","","",""
"USC00271020","1897-04","42.733333","-71.683333","91.4","BROOKLINE, NH US","10",",6","4",",6","1",",6","","","0",",6","","","","","","","","","","","0",",T,6,27,","27.9",",,6,09,","51.6",",,,6","0",",T,,6","",""
"USC00271020","1897-05","42.733333","-71.683333","91.4","BROOKLINE, NH US","8",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","36.8",",,6,13,","117.9",",,,6","","","",""
"USC00271020","1897-06","42.733333","-71.683333","91.4","BROOKLINE, NH US","11",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","78.7",",,6,10,","158.0",",,,6","","","",""
"USC00271020","1897-07","42.733333","-71.683333","91.4","BROOKLINE, NH US","12",",6","9",",6","3",",6","","","","","","","","","","","","","","","","","75.4",",,6,13,","215.9",",,,6","","","",""
"USC00271020","1897-08","42.733333","-71.683333","91.4","BROOKLINE, NH US","10",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","27.9",",,6,24,","86.4",",,,6","","","",""
"USC00271020","1897-09","42.733333","-71.683333","91.4","BROOKLINE, NH US","8",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","17.0",",,6,02,","56.0",",,,6","","","",""
"USC00271020","1897-10","42.733333","-71.683333","91.4","BROOKLINE, NH US","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","19.8",",,6,12,","22.3",",,,6","","","",""
"USC00271020","1897-11","42.733333","-71.683333","91.4","BROOKLINE, NH US","9","1,6","8","1,6","4","1,6","","","4",",6","","","","","","","","","","","76",",,6,20,","36.8","1,,6,12,","169.7","1,,,6","237",",,,6","",""
"USC00271020","1897-12","42.733333","-71.683333","91.4","BROOKLINE, NH US","11",",6","8",",6","2",",6","15","3,6","4",",6","","","","","","","","","203","3,,6,31,","279",",,6,31,","71.1",",,6,14,","162.2",",,,6","471",",,,6","",""
"USC00271020","1898-01","42.733333","-71.683333","91.4","BROOKLINE, NH US","8","1,6","8","1,6","2","1,6","31",",6","6",",6","","","","","","","","","508",",,6,31,","178",",,6,26,","28.4","1,,6,22,","96.9","1,,,6","648",",,,6","",""
"USC00271020","1898-02","42.733333","-71.683333","91.4","BROOKLINE, NH US","9","2,6","6","2,6","2","2,6","27","1,6","","","","","","","","","","","838","1,,6,05,+","","","45.7","2,,6,01,","90.7","2,,,6","","","",""
"USC00271020","1898-03","42.733333","-71.683333","91.4","BROOKLINE, NH US","5",",6","5",",6","0",",6","","","2",",6","","","","","","","","","","","140",",,6,04,","14.0",",,6,04,","38.4",",,,6","191",",,,6","",""
"USC00271020","1898-04","42.733333","-71.683333","91.4","BROOKLINE, NH US","9",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","50.8",",,6,24,","144.8",",,,6","","","",""
"USC00271020","1898-05","42.733333","-71.683333","91.4","BROOKLINE, NH US","11",",6","10",",6","0",",6","","","","","","","","","","","","","","","","","19.3",",,6,26,","90.2",",,,6","","","",""
"USC00271020","1898-06","42.733333","-71.683333","91.4","BROOKLINE, NH US","10",",6","9",",6","2",",6","","","","","","","","","","","","","","","","","34.3",",,6,19,","114.0",",,,6","","","",""
"USC00271020","1898-07","42.733333","-71.683333","91.4","BROOKLINE, NH US","6",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","26.4",",,6,19,","70.3",",,,6","","","",""
"USC00271020","1898-08","42.733333","-71.683333","91.4","BROOKLINE, NH US","13",",6","10",",6","1",",6","","","","","","","","","","","","","","","","","29.2",",,6,19,","129.5",",,,6","","","",""
"USC00271020","1898-09","42.733333","-71.683333","91.4","BROOKLINE, NH US","7",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","17.8",",,6,07,","58.3",",,,6","","","",""
"USC00271020","1898-10","42.733333","-71.683333","91.4","BROOKLINE, NH US","9",",6","7",",6","3",",6","","","","","","","","","","","","","","","","","45.7",",,6,05,","187.9",",,,6","","","",""
"USC00271020","1898-11","42.733333","-71.683333","91.4","BROOKLINE, NH US","9","2,6","7","2,6","3","2,6","","","3",",6","","","","","","","","","","","305",",,6,27,","58.4","2,,6,11,","168.9","2,,,6","541",",,,6","",""
"USC00271020","1898-12","42.733333","-71.683333","91.4","BROOKLINE, NH US","6","2,6","6","2,6","1","2,6","29","2,6","3",",6","","","","","","","","","457","2,,6,01,","127",",,6,31,","31.8","2,,6,04,","90.3","2,,,6","280",",,,6","",""
"USC00271020","1899-01","42.733333","-71.683333","91.4","BROOKLINE, NH US","5","1,6","5","1,6","0","1,6","30","1,6","2",",6","","","","","","","","","330","1,,6,03,+","178",",,6,01,","17.8","1,,6,01,","50.8","1,,,6","254",",,,6","",""
"USC00271020","1899-02","42.733333","-71.683333","91.4","BROOKLINE, NH US","7","1,6","7","1,6","1","1,6","28",",6","","","","","","","","","","","610",",,6,15,+","","","25.4","1,,6,13,","85.1","1,,,6","","","",""
"USC00271020","1899-03","42.733333","-71.683333","91.4","BROOKLINE, NH US","15","1,6","13","1,6","4","1,6","31",",6","","","","","","","","","","","432",",,6,26,+","","","35.6","1,,6,22,","219.2","1,,,6","","","",""
"USC00271020","1899-04","42.733333","-71.683333","91.4","BROOKLINE, NH US","6","3,6","4","3,6","0","3,6","","","2",",6","","","","","","","","","","","127",",,6,16,+","22.4","3,,6,08,","51.7","3,,,6","254",",,,6","",""
"USC00271020","1899-05","42.733333","-71.683333","91.4","BROOKLINE, NH US","9",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","20.3",",,6,01,","46.3",",,,6","","","",""
"USC00271020","1899-06","42.733333","-71.683333","91.4","BROOKLINE, NH US","7",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","33.8",",,6,15,","100.8",",,,6","","","",""
"USC00271020","1899-07","42.733333","-71.683333","91.4","BROOKLINE, NH US","12",",6","9",",6","2",",6","","","","","","","","","","","","","","","","","34.8",",,6,08,","136.2",",,,6","","","",""
"USC00271020","1899-08","42.733333","-71.683333","91.4","BROOKLINE, NH US","5",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","36.8",",,6,10,","60.7",",,,6","","","",""
"USC00271020","1899-09","42.733333","-71.683333","91.4","BROOKLINE, NH US","6",",6","4",",6","2",",6","","","","","","","","","","","","","","","","","94.0",",,6,02,","145.1",",,,6","","","",""
"USC00271020","1899-10","42.733333","-71.683333","91.4","BROOKLINE, NH US","7","2,6","5","2,6","0","2,6","","","0",",6","","","","","","","","","","","0",",T,6,21,+","15.7","2,,6,18,","38.2","2,,,6","0",",T,,6","",""
"USC00271020","1899-11","42.733333","-71.683333","91.4","BROOKLINE, NH US","4",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","13",",,6,11,","20.3",",,6,11,","57.1",",,,6","13",",,,6","",""
"USC00271020","1899-12","42.733333","-71.683333","91.4","BROOKLINE, NH US","9","1,6","6","1,6","0","1,6","","","0",",6","","","","","","","","","","","8",",,6,05,","15.7","1,,6,24,","47.4","1,,,6","13",",,,6","",""
"USC00271020","1900-01","42.733333","-71.683333","91.4","BROOKLINE, NH US","8","4,6","6","4,6","2","4,6","26","5,6","4","1,6","","","","","","","","","305","5,,6,01,","102","1,,6,28,","29.2","4,,6,12,","105.6","4,,,6","228","1,,,6","",""
"USC00271020","1900-02","42.733333","-71.683333","91.4","BROOKLINE, NH US","7","4,6","6","4,6","6","4,6","23","4,6","","","","","","","","","","","305","4,,6,19,+","","","86.4","4,,6,13,","241.1","4,,,6","","","",""
"USC00271020","1900-03","42.733333","-71.683333","91.4","BROOKLINE, NH US","7",",6","7",",6","2",",6","","","5",",6","","","","","","","","","","","127",",,6,06,","76.2",",,6,02,","157.4",",,,6","330",",,,6","",""
"USC00271020","1900-04","42.733333","-71.683333","91.4","BROOKLINE, NH US","7",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","14.0",",,6,17,","50.4",",,,6","","","",""
"USC00271020","1900-06","42.733333","-71.683333","91.4","BROOKLINE, NH US","5",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","22.9",",,6,03,","53.1",",,,6","","","",""
"USC00271020","1900-07","42.733333","-71.683333","91.4","BROOKLINE, NH US","8",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","14.2",",,6,25,","54.8",",,,6","","","",""
"USC00271020","1900-08","42.733333","-71.683333","91.4","BROOKLINE, NH US","12",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","32.3",",,6,15,","84.4",",,,6","","","",""
"USC00271020","1900-09","42.733333","-71.683333","91.4","BROOKLINE, NH US","6",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","59.7",",,6,18,","118.3",",,,6","","","",""
"USC00271020","1900-10","42.733333","-71.683333","91.4","BROOKLINE, NH US","7",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","32.5",",,6,10,","91.1",",,,6","","","",""
"USC00271020","1900-11","42.733333","-71.683333","91.4","BROOKLINE, NH US","11","2,6","8","2,6","2","2,6","","","1",",6","","","","","","","","","","","51",",,6,30,","61.0","2,,6,08,","174.6","2,,,6","59",",,,6","",""
"USC00271020","1900-12","42.733333","-71.683333","91.4","BROOKLINE, NH US","6","4,6","5","4,6","1","4,6","","","2",",6","","","","","","","","","","","102",",,6,05,","59.7","4,,6,05,","86.6","4,,,6","127",",,,6","",""
"USC00271020","1901-01","42.733333","-71.683333","91.4","BROOKLINE, NH US","8","2,6","6","2,6","0","2,6","","","4",",6","","","","","","","","","","","127",",,6,12,","12.7","2,,6,12,","39.7","2,,,6","329",",,,6","",""
"USC00271020","1901-02","42.733333","-71.683333","91.4","BROOKLINE, NH US","2","2,6","2","2,6","0","2,6","24","4,6","2",",6","","","","","","","","","279","4,,6,11,+","127",",,6,04,","12.7","2,,6,04,","15.2","2,,,6","152",",,,6","",""
"USC00271020","1901-03","42.733333","-71.683333","91.4","BROOKLINE, NH US","","","","","","","","","3",",6","","","","","","","","","","","102",",,6,04,","","","","","216",",,,6","",""
"USC00271020","1901-04","42.733333","-71.683333","91.4","BROOKLINE, NH US","16","1,6","11","1,6","3","1,6","","","","","","","","","","","","","","","","","79.2","1,,6,06,","238.9","1,,,6","","","",""
"USC00271020","1901-05","42.733333","-71.683333","91.4","BROOKLINE, NH US","15","1,6","10","1,6","3","1,6","","","","","","","","","","","","","","","","","31.8","1,,6,10,","161.2","1,,,6","","","",""
"USC00271020","1901-06","42.733333","-71.683333","91.4","BROOKLINE, NH US","4",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","43.7",",,6,22,","56.2",",,,6","","","",""
"USC00271020","1901-07","42.733333","-71.683333","91.4","BROOKLINE, NH US","11",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","27.4",",,6,11,","113.3",",,,6","","","",""
"USC00271020","1901-08","42.733333","-71.683333","91.4","BROOKLINE, NH US","9",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","67.8",",,6,24,","130.1",",,,6","","","",""
"USC00271020","1901-09","42.733333","-71.683333","91.4","BROOKLINE, NH US","10",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","21.6",",,6,17,","63.5",",,,6","","","",""
"USC00271020","1901-10","42.733333","-71.683333","91.4","BROOKLINE, NH US","5","2,6","4","2,6","2","2,6","","","0",",6","","","","","","","","","","","0",",T,6,24,+","54.4","2,,6,14,","103.4","2,,,6","0",",T,,6","",""
"USC00271020","1901-11","42.733333","-71.683333","91.4","BROOKLINE, NH US","6","2,6","2","2,6","0","2,6","","","","","","","","","","","","","","","","","17.8","2,,6,24,","37.3","2,,,6","","","",""
"USC00271020","1901-12","42.733333","-71.683333","91.4","BROOKLINE, NH US","11","2,6","9","2,6","3","2,6","","","","","","","","","","","","","","","","","27.9","2,,6,03,","153.7","2,,,6","","","",""
"USC00271020","1902-01","42.733333","-71.683333","91.4","BROOKLINE, NH US","6","2,6","4","2,6","1","2,6","","","2",",6","","","","","","","","","","","203",",,6,12,","25.4","2,,6,22,","67.4","2,,,6","293",",,,6","",""
"USC00271020","1902-02","42.733333","-71.683333","91.4","BROOKLINE, NH US","5","3,6","5","3,6","1","3,6","26","2,6","4",",6","","","","","","","","","406","2,,6,19,+","381",",,6,18,","38.1","3,,6,18,","83.8","3,,,6","533",",,,6","",""
"USC00271020","1902-03","42.733333","-71.683333","91.4","BROOKLINE, NH US","7",",6","7",",6","1",",6","","","2",",6","","","","","","","","","","","203",",,6,05,","34.8",",,6,09,","121.9",",,,6","262",",,,6","",""
"USC00271020","1902-04","42.733333","-71.683333","91.4","BROOKLINE, NH US","8",",6","4",",6","2",",6","","","0",",6","","","","","","","","","","","0",",T,6,11,+","74.2",",,6,09,","139.7",",,,6","0",",T,,6","",""
"USC00271020","1902-05","42.733333","-71.683333","91.4","BROOKLINE, NH US","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","19.1",",,6,27,","59.3",",,,6","","","",""
"USC00271020","1902-08","42.733333","-71.683333","91.4","BROOKLINE, NH US","10",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","64.8",",,6,11,","143.4",",,,6","","","",""
"USC00271020","1902-09","42.733333","-71.683333","91.4","BROOKLINE, NH US","11",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","29.2",",,6,19,","125.7",",,,6","","","",""
"USC00271020","1902-10","42.733333","-71.683333","91.4","BROOKLINE, NH US","8","2,6","4","2,6","2","2,6","","","0",",6","","","","","","","","","","","0",",T,6,29,+","76.2","2,,6,28,","155.7","2,,,6","0",",T,,6","",""
"USC00271020","1902-11","42.733333","-71.683333","91.4","BROOKLINE, NH US","6",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","13",",,6,26,","6.4",",,6,06,","22.9",",,,6","13",",,,6","",""
"USC00271020","1902-12","42.733333","-71.683333","91.4","BROOKLINE, NH US","","","","","","","31",",6","7",",6","","","","","","","","","406",",,6,15,+","152",",,6,13,","","","","","617",",,,6","",""
"USC00271020","1903-01","42.733333","-71.683333","91.4","BROOKLINE, NH US","7",",6","7",",6","0",",6","30","1,6","4",",6","","","","","","","","","305","1,,6,16,+","102",",,6,07,","16.0",",,6,21,","48.2",",,,6","287",",,,6","",""
"USC00271020","1903-02","42.733333","-71.683333","91.4","BROOKLINE, NH US","6",",6","6",",6","1",",6","27","1,6","3",",6","","","","","","","","","381","1,,6,22,+","229",",,6,17,","31.8",",,6,04,","101.7",",,,6","381",",,,6","",""
"USC00271020","1903-03","42.733333","-71.683333","91.4","BROOKLINE, NH US","9","3,6","9","3,6","2","3,6","","","1","1,6","","","","","","","","","","","51","1,,6,28,","40.6","3,,6,23,","149.2","3,,,6","64","1,,,6","",""
"USC00271020","1903-04","42.733333","-71.683333","91.4","BROOKLINE, NH US","8",",6","6",",6","2",",6","","","0",",6","","","","","","","","","","","8",",,6,04,","32.5",",,6,15,","91.0",",,,6","8",",,,6","",""
"USC00271020","1903-05","42.733333","-71.683333","91.4","BROOKLINE, NH US","6",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","11.4",",,6,07,","32.6",",,,6","","","",""
"USC00271020","1903-07","42.733333","-71.683333","91.4","BROOKLINE, NH US","9",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","28.7",",,6,19,","94.4",",,,6","","","",""
"USC00271020","1903-08","42.733333","-71.683333","91.4","BROOKLINE, NH US","9",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","22.9",",,6,25,","76.1",",,,6","","","",""
