"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00251390","1911-05","41.0","-98.61667","609.9","CAIRO, NE US","5",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","30.5",",,6,21,","","","54.9",",,,6","","","","","",""
"USC00251390","1911-06","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","24.4",",,6,26,","","","31.8",",,,6","","","","","",""
"USC00251390","1911-07","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","24.9",",,6,23,","","","73.3",",,,6","","","","","",""
"USC00251390","1911-08","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","7",",6","3",",6","","","","","","","","","","","","","","","","","40.6",",,6,04,","","","153.7",",,,6","","","","","",""
"USC00251390","1911-09","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","14.0",",,6,10,","","","24.4",",,,6","","","","","",""
"USC00251390","1911-10","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","4",",6","1",",6","1",",6","","","","","","","","","","","","","51",",,6,24,","48.3",",,6,06,","","","98.1",",,,6","51",",,,6","","","",""
"USC00251390","1911-11","41.0","-98.61667","609.9","CAIRO, NE US","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","0.0",",,6,30,+","","","0.0",",,,6","0",",,,6","","","",""
"USC00251390","1911-12","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","3",",6","0",",6","2",",6","","","","","","","","","","","","","229",",,6,20,","24.1",",,6,20,","","","35.0",",,,6","267",",,,6","","","",""
"USC00251390","1912-01","41.0","-98.61667","609.9","CAIRO, NE US","5",",6","3",",6","0",",6","2",",6","","","","","","","","","","","","","102",",,6,16,","10.2",",,6,16,","","","20.1",",,,6","179",",,,6","","","",""
"USC00251390","1912-02","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","3",",6","0",",6","2",",6","","","","","","","","","","","","","178",",,6,13,","20.3",",,6,13,","","","27.1",",,,6","216",",,,6","","","",""
"USC00251390","1912-03","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","6",",6","0",",6","6",",6","","","","","","","","","","","","","178",",,6,02,","19.1",",,6,02,","","","84.4",",,,6","813",",,,6","","","",""
"USC00251390","1912-04","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","5",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","20.8",",,6,20,","","","51.3",",,,6","0",",,,6","","","",""
"USC00251390","1912-05","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","15.2",",,6,03,","","","28.7",",,,6","0",",,,6","","","",""
"USC00251390","1912-06","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","21.1",",,6,12,","","","50.0",",,,6","","","","","",""
"USC00251390","1912-07","41.0","-98.61667","609.9","CAIRO, NE US","8",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","37.6",",,6,11,","","","98.9",",,,6","","","","","",""
"USC00251390","1912-08","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","14.5",",,6,16,","","","21.4",",,,6","","","","","",""
"USC00251390","1912-09","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","32.3",",,6,10,","","","58.2",",,,6","","","","","",""
"USC00251390","1912-10","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","3",",6","0",",6","1",",6","","","","","","","","","","","","","64",",,6,31,","12.2",",,6,09,","","","31.2",",,,6","64",",,,6","","","",""
"USC00251390","1912-11","41.0","-98.61667","609.9","CAIRO, NE US","1",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","38.4",",,6,13,","","","38.4",",,,6","","","","","",""
"USC00251390","1912-12","41.0","-98.61667","609.9","CAIRO, NE US","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","9.1",",,6,05,","","","9.1",",,,6","","","","","",""
"USC00251390","1913-01","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","2",",6","0",",6","2",",6","","","","","","","","","","","","","38",",,6,05,","3.8",",,6,05,","","","6.3",",,,6","63",",,,6","","","",""
"USC00251390","1913-02","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","4",",6","0",",6","4",",6","","","","","","","","","","","","","102",",,6,21,","12.2",",,6,21,","","","21.5",",,,6","190",",,,6","","","",""
"USC00251390","1913-03","41.0","-98.61667","609.9","CAIRO, NE US","5",",6","3",",6","1",",6","2",",6","","","","","","","","","","","","","76",",,6,25,+","26.7",",,6,13,","","","47.8",",,,6","152",",,,6","","","",""
"USC00251390","1913-04","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","40.9",",,6,24,","","","94.1",",,,6","","","","","",""
"USC00251390","1913-05","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","61.7",",,6,02,","","","113.7",",,,6","","","","","",""
"USC00251390","1913-06","41.0","-98.61667","609.9","CAIRO, NE US","8",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","23.4",",,6,30,","","","91.0",",,,6","","","","","",""
"USC00251390","1913-07","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","20.6",",,6,07,","","","59.8",",,,6","","","","","",""
"USC00251390","1913-08","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","11.9",",,6,10,","","","17.2",",,,6","","","","","",""
"USC00251390","1913-09","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","23.4",",,6,24,","","","72.2",",,,6","","","","","",""
"USC00251390","1913-10","41.0","-98.61667","609.9","CAIRO, NE US","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","0.5",",,6,15,","","","0.5",",,,6","","","","","",""
"USC00251390","1913-11","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","19.1",",,6,30,","","","32.8",",,,6","","","","","",""
"USC00251390","1913-12","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","6",",6","3",",6","0",",6","","","","","","","","","","","","","13",",,6,25,","50.8",",,6,05,","","","142.7",",,,6","13",",,,6","","","",""
"USC00251390","1914-01","41.0","-98.61667","609.9","CAIRO, NE US","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","0.0",",,6,31,+","","","0.0",",,,6","0",",,,6","","","",""
"USC00251390","1914-02","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","6",",6","0",",6","6",",6","","","","","","","","","","","","","51",",,6,23,+","8.9",",,6,22,","","","25.3",",,,6","215",",,,6","","","",""
"USC00251390","1914-03","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","5",",6","0",",6","2",",6","","","","","","","","","","","","","64",",,6,18,","22.4",",,6,28,","","","41.0",",,,6","102",",,,6","","","",""
"USC00251390","1914-04","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","52.6",",,6,27,","","","65.2",",,,6","","","","","",""
"USC00251390","1914-05","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","33.5",",,6,21,","","","44.3",",,,6","","","","","",""
"USC00251390","1914-06","41.0","-98.61667","609.9","CAIRO, NE US","10","1,6","10","1,6","3","1,6","","","","","","","","","","","","","","","","","129.5","1,,6,13,","","","307.3","1,,,6","","","","","",""
"USC00251390","1914-07","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","12.4",",,6,31,+","","","30.2",",,,6","","","","","",""
"USC00251390","1914-08","41.0","-98.61667","609.9","CAIRO, NE US","12",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","68.6",",,6,13,","","","140.0",",,,6","","","","","",""
"USC00251390","1914-09","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","3",",6","2",",6","","","","","","","","","","","","","","","","","48.3",",,6,09,","","","96.3",",,,6","","","","","",""
"USC00251390","1914-10","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","37.8",",,6,10,","","","52.9",",,,6","","","","","",""
"USC00251390","1914-11","41.0","-98.61667","609.9","CAIRO, NE US","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","0",",T,6,17,","0.0",",T,6,21,+","","","0.0",",T,,6","0",",T,,6","","","",""
"USC00251390","1914-12","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","15.2",",,6,20,","","","36.5",",,,6","","","","","",""
"USC00251390","1915-02","41.0","-98.61667","609.9","CAIRO, NE US","11",",6","9",",6","0",",6","9",",6","","","","","","","","","","","","","203",",,6,27,","16.3",",,6,27,","","","78.4",",,,6","811",",,,6","","","",""
"USC00251390","1915-03","41.0","-98.61667","609.9","CAIRO, NE US","11",",6","9",",6","0",",6","9","1,6","","","","","","","","","","","","","203","1,,6,03,","20.3",",,6,03,","","","77.6",",,,6","755","1,,,6","","","",""
"USC00251390","1915-04","41.0","-98.61667","609.9","CAIRO, NE US","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","15.2",",,6,25,","","","34.3",",,,6","","","","","",""
"USC00251390","1915-05","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","39.4",",,6,27,","","","115.1",",,,6","","","","","",""
"USC00251390","1915-06","41.0","-98.61667","609.9","CAIRO, NE US","10",",6","10",",6","3",",6","","","","","","","","","","","","","","","","","41.7",",,6,19,","","","193.5",",,,6","","","","","",""
"USC00251390","1915-07","41.0","-98.61667","609.9","CAIRO, NE US","14",",6","13",",6","3",",6","","","","","","","","","","","","","","","","","32.3",",,6,06,","","","203.1",",,,6","","","","","",""
"USC00251390","1915-08","41.0","-98.61667","609.9","CAIRO, NE US","5",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","20.8",",,6,26,","","","66.4",",,,6","","","","","",""
"USC00251390","1915-09","41.0","-98.61667","609.9","CAIRO, NE US","8",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","18.5",",,6,25,","","","37.3",",,,6","","","","","",""
"USC00251390","1915-12","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","1",",6","0",",6","1",",6","","","","","","","","","","","","","152",",,6,24,","15.2",",,6,24,","","","16.5",",,,6","165",",,,6","","","",""
"USC00251390","1916-05","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","6",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","20.8",",,6,19,","","","93.2",",,,6","0",",,,6","","","",""
"USC00251390","1916-06","41.0","-98.61667","609.9","CAIRO, NE US","11",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","22.9",",,6,23,","","","108.8",",,,6","","","","","",""
"USC00251390","1916-07","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","10.9",",,6,18,","","","15.0",",,,6","","","","","",""
"USC00251390","1916-08","41.0","-98.61667","609.9","CAIRO, NE US","10",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","53.3",",,6,01,","","","121.7",",,,6","","","","","",""
"USC00251390","1916-09","41.0","-98.61667","609.9","CAIRO, NE US","1",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","37.3",",,6,10,","","","37.3",",,,6","","","","","",""
"USC00251390","1916-10","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","3",",6","0",",6","1",",6","","","","","","","","","","","","","127",",,6,19,","16.8",",,6,24,","","","44.0",",,,6","127",",,,6","","","",""
"USC00251390","1916-12","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","3",",6","0",",6","3",",6","","","","","","","","","","","","","102",",,6,31,","10.2",",,6,31,","","","19.1",",,,6","191",",,,6","","","",""
"USC00251390","1917-02","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","1",",6","0",",6","1",",6","","","","","","","","","","","","","51",",,6,08,","5.1",",,6,08,","","","6.4",",,,6","64",",,,6","","","",""
"USC00251390","1917-03","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","3",",6","1",",6","2",",6","","","","","","","","","","","","","51",",,6,07,+","25.9",",,6,16,","","","36.9",",,,6","102",",,,6","","","",""
"USC00251390","1917-04","41.0","-98.61667","609.9","CAIRO, NE US","","","","","","","1","1,6","","","","","","","","","","","","","76","1,,6,28,","","","","","","","76","1,,,6","","","",""
"USC00251390","1917-05","41.0","-98.61667","609.9","CAIRO, NE US","9",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","36.8",",,6,25,","","","108.2",",,,6","","","","","",""
"USC00251390","1917-06","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","42.9",",,6,28,","","","68.1",",,,6","","","","","",""
"USC00251390","1917-07","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","9.9",",,6,13,","","","16.2",",,,6","","","","","",""
"USC00251390","1917-08","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","19.1",",,6,27,","","","52.0",",,,6","","","","","",""
"USC00251390","1917-10","41.0","-98.61667","609.9","CAIRO, NE US","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","5.1",",,6,25,","","","5.1",",,,6","","","","","",""
"USC00251390","1917-11","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","2",",6","1",",6","1",",6","","","","","","","","","","","","","51",",,6,26,","25.4",",,6,17,","","","31.5",",,,6","51",",,,6","","","",""
"USC00251390","1917-12","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","1",",6","0",",6","1",",6","","","","","","","","","","","","","76",",,6,02,","7.6",",,6,02,","","","8.9",",,,6","89",",,,6","","","",""
"USC00251390","1918-01","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","3",",6","0",",6","3",",6","","","","","","","","","","","","","102",",,6,26,+","10.2",",,6,26,+","","","26.8",",,,6","268",",,,6","","","",""
"USC00251390","1918-02","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","2",",6","0",",6","2",",6","","","","","","","","","","","","","64",",,6,15,","6.4",",,6,15,","","","11.5",",,,6","115",",,,6","","","",""
"USC00251390","1918-03","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","0",",T,6,30,+","6.4",",,6,09,","","","8.7",",,,6","0",",T,,6","","","",""
"USC00251390","1918-04","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","17.3",",,6,15,","","","49.4",",,,6","","","","","",""
"USC00251390","1918-05","41.0","-98.61667","609.9","CAIRO, NE US","9",",6","7",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","32.0",",,6,31,","","","72.0",",,,6","0",",,,6","","","",""
"USC00251390","1918-06","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","13.7",",,6,04,","","","57.3",",,,6","","","","","",""
"USC00251390","1918-07","41.0","-98.61667","609.9","CAIRO, NE US","8",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","26.2",",,6,17,","","","54.3",",,,6","","","","","",""
"USC00251390","1918-09","41.0","-98.61667","609.9","CAIRO, NE US","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","11.9",",,6,03,","","","24.9",",,,6","","","","","",""
"USC00251390","1918-10","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","5",",6","0",",6","3",",6","","","","","","","","","","","","","102",",,6,27,+","12.2",",,6,26,+","","","46.2",",,,6","229",",,,6","","","",""
"USC00251390","1918-11","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","0",",T,6,06,+","11.2",",,6,16,","","","26.4",",,,6","0",",T,,6","","","",""
"USC00251390","1918-12","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","4",",6","0",",6","1",",6","","","","","","","","","","","","","51",",,6,18,","16.3",",,6,20,","","","36.2",",,,6","64",",,,6","","","",""
"USC00251390","1919-01","41.0","-98.61667","609.9","CAIRO, NE US","1",",6","1",",6","0",",6","1",",6","","","","","","","","","","","","","51",",,6,01,","4.6",",,6,01,","","","4.6",",,,6","51",",,,6","","","",""
"USC00251390","1919-02","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","7",",6","1",",6","6",",6","","","","","","","","","","","","","127",",,6,13,","30.5",",,6,13,","","","68.1",",,,6","381",",,,6","","","",""
"USC00251390","1919-03","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","1",",6","0",",6","1",",6","","","","","","","","","","","","","25",",,6,06,","10.7",",,6,25,","","","13.0",",,,6","25",",,,6","","","",""
"USC00251390","1919-04","41.0","-98.61667","609.9","CAIRO, NE US","11",",6","8",",6","3",",6","1",",6","","","","","","","","","","","","","254",",,6,09,","40.6",",,6,29,","","","122.9",",,,6","254",",,,6","","","",""
"USC00251390","1919-05","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","5",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","31.0",",,6,11,","","","68.4",",,,6","0",",,,6","","","",""
"USC00251390","1919-06","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","6",",6","2",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","32.0",",,6,01,","","","90.2",",,,6","0",",,,6","","","",""
"USC00251390","1919-07","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","7",",6","2",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","44.5",",,6,19,","","","114.4",",,,6","0",",,,6","","","",""
"USC00251390","1919-08","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","2.0",",,6,01,","","","3.9",",,,6","0",",,,6","","","",""
"USC00251390","1919-09","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","5",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","10.2",",,6,20,","","","27.7",",,,6","0",",,,6","","","",""
"USC00251390","1919-10","41.0","-98.61667","609.9","CAIRO, NE US","5",",6","4",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","19.1",",,6,19,","","","65.4",",,,6","0",",,,6","","","",""
"USC00251390","1919-11","41.0","-98.61667","609.9","CAIRO, NE US","5","2,6","5","2,6","1","2,6","3",",6","","","","","","","","","","","","","152",",,6,27,","40.9","2,,6,09,","","","84.8","2,,,6","228",",,,6","","","",""
"USC00251390","1919-12","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","2",",6","0",",6","2",",6","","","","","","","","","","","","","76",",,6,06,","7.6",",,6,06,","","","12.2",",,,6","127",",,,6","","","",""
"USC00251390","1920-01","41.0","-98.61667","609.9","CAIRO, NE US","1",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","13",",,6,06,","0.8",",,6,06,","","","0.8",",,,6","13",",,,6","","","",""
"USC00251390","1920-02","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","13",",,6,24,+","4.6",",,6,04,","","","7.2",",,,6","26",",,,6","","","",""
"USC00251390","1920-03","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","3",",6","0",",6","1",",6","","","","","","","","","","","","","38",",,6,03,","11.9",",,6,28,","","","26.6",",,,6","38",",,,6","","","",""
"USC00251390","1920-04","41.0","-98.61667","609.9","CAIRO, NE US","8",",6","8",",6","2",",6","2",",6","","","","","","","","","","","","","356",",,6,11,","40.6",",,6,11,","","","142.6",",,,6","458",",,,6","","","",""
"USC00251390","1920-05","41.0","-98.61667","609.9","CAIRO, NE US","11",",6","7",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","16.5",",,6,30,","","","63.2",",,,6","0",",,,6","","","",""
"USC00251390","1920-06","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","16.5",",,6,24,","","","21.6",",,,6","0",",,,6","","","",""
"USC00251390","1920-07","41.0","-98.61667","609.9","CAIRO, NE US","9",",6","8",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","17.8",",,6,30,","","","78.2",",,,6","0",",,,6","","","",""
"USC00251390","1920-08","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","6",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","25.4",",,6,25,","","","94.0",",,,6","0",",,,6","","","",""
"USC00251390","1920-09","41.0","-98.61667","609.9","CAIRO, NE US","5",",6","3",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","45.7",",,6,03,","","","74.6",",,,6","0",",,,6","","","",""
"USC00251390","1920-10","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","4",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","30.5",",,6,14,","","","76.4",",,,6","0",",,,6","","","",""
"USC00251390","1920-11","41.0","-98.61667","609.9","CAIRO, NE US","5",",6","5",",6","0",",6","1",",6","","","","","","","","","","","","","76",",,6,29,","12.2",",,6,01,","","","34.0",",,,6","76",",,,6","","","",""
"USC00251390","1920-12","41.0","-98.61667","609.9","CAIRO, NE US","1",",6","1",",6","0",",6","1",",6","","","","","","","","","","","","","254",",,6,22,","19.1",",,6,22,","","","19.1",",,,6","254",",,,6","","","",""
