"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00291279","1945-08","32.583333","-108.433333","2407.9","BURRO MOUNTAIN, NM US","","","23.1",",6","10",",6","6",",6","2",",6","","","0",",6","0",",6","0",",6","0",",6","29",",6","0",",6","10.6",",6,23,","","","0",",,6,31,+","74.4",",,6,21,","25.6",",6,20,+","33.3","6","16.1",",6","161.4",",,,6","0",",,,6","18.56",",6","23.12",",,,6","14.00",",,,6","",""
"USC00291279","1945-09","32.583333","-108.433333","2407.9","BURRO MOUNTAIN, NM US","","","22.2","1,6","4",",6","2",",6","0",",6","","","0",",6","0",",6","2",",6","0","1,6","20","1,6","0","1,6","-0.6",",6,30,","","","0",",,6,30,+","8.1",",,6,09,","27.8","1,6,05,","90.6","6","57.3","1,6","15.0",",,,6","0",",,,6","16.93","1,6","22.44","1,,,6","11.41",",,,6","",""
"USC00291279","1945-10","32.583333","-108.433333","2407.9","BURRO MOUNTAIN, NM US","","","0.0","1,6","9",",6","4",",6","2",",6","","","0",",6","0",",6","1",",6","0","1,6","0","1,6","0","1,6","-2.2",",6,24,","","","0",",,6,31,+","36.6",",,6,08,","18.9","1,6,29,","298.6","6","208.0","1,6","80.9",",,,6","0",",,,6","11.43","1,6","15.69","1,,,6","7.16",",,,6","",""
"USC00291279","1945-11","32.583333","-108.433333","2407.9","BURRO MOUNTAIN, NM US","","","0.0","1,6","0",",6","0",",6","0",",6","","","0",",6","0",",6","6",",6","0","1,6","0","1,6","0","1,6","-4.4",",6,08,","","","0",",,6,30,+","0.0",",,6,30,+","18.3","1,6,04,","613.4","6","314.8","1,6","0.0",",,,6","0",",,,6","7.38","1,6","12.35","1,,,6","2.41",",,,6","",""
"USC00291279","1945-12","32.583333","-108.433333","2407.9","BURRO MOUNTAIN, NM US","","","0.0","1,6","4",",6","3",",6","0",",6","","","2",",6","0",",6","26",",6","1","1,6","0","1,6","0","1,6","-11.1",",6,14,","","","51",",,6,13,","13.2",",,6,23,","12.8","1,6,29,","1112.2","6","498.8","1,6","26.1",",,,6","76",",,,6","1.64","1,6","5.65","1,,,6","-2.36",",,,6","",""
"USC00291279","1946-01","32.583333","-108.433333","2407.9","BURRO MOUNTAIN, NM US","0.0","","0.0",",6","8",",6","6",",6","0",",6","28","3,6","7",",6","0",",6","26",",6","14",",6","0",",6","0",",6","-11.7",",6,31,+","406","3,,6,18,","191",",,6,05,","18.3",",,6,05,","11.7",",6,01,","1727.0","","614.8",",6","65.5",",,,6","686",",,,6","-1.50",",6","2.29",",,,6","-5.29",",,,6","",""
"USC00291279","1946-02","32.583333","-108.433333","2407.9","BURRO MOUNTAIN, NM US","0.0","","0.0",",6","2",",6","2",",6","0",",6","","","2",",6","0",",6","19",",6","1",",6","0",",6","0",",6","-11.1",",6,13,","","","43",",,6,12,","3.8",",,6,12,","14.4",",6,24,","2173.3","","446.3",",6","7.1",",,,6","81",",,,6","2.39",",6","7.48",",,,6","-2.70",",,,6","",""
"USC00291279","1946-03","32.583333","-108.433333","2407.9","BURRO MOUNTAIN, NM US","0.0","","0.0","1,6","3",",6","3",",6","0",",6","","","3",",6","0",",6","14",",6","1","1,6","0","1,6","0","1,6","-8.3",",6,14,","","","152",",,6,14,+","13.5",",,6,05,","20.6","1,6,31,","2559.1","","385.8","1,6","38.1",",,,6","431",",,,6","5.40","1,6","10.70","1,,,6","0.10",",,,6","",""
"USC00291279","1946-04","32.583333","-108.433333","2407.9","BURRO MOUNTAIN, NM US","0.0","","0.0",",6","3",",6","2",",6","0",",6","","","0",",6","0",",6","1",",6","0",",6","5",",6","0",",6","0.0",",6,03,","","","0",",,6,30,+","12.2",",,6,24,","23.9",",6,22,","2734.8","","175.7",",6","15.2",",,,6","0",",,,6","12.48",",6","18.29",",,,6","6.66",",,,6","",""
"USC00291279","1946-05","32.583333","-108.433333","2407.9","BURRO MOUNTAIN, NM US","0.0","","0.0","1,6","2",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","0","1,6","16","1,6","0","1,6","3.3",",6,11,","","","0",",,6,31,+","5.6",",,6,04,","24.4","1,6,28,+","2863.5","","128.7","1,6","6.1",",,,6","0",",,,6","14.01","1,6","20.51","1,,,6","7.51",",,,6","",""
"USC00291279","1946-06","32.583333","-108.433333","2407.9","BURRO MOUNTAIN, NM US","84.0","","84.0",",6","4",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","0",",6","6.1",",6,01,","","","0",",,6,30,+","5.8",",,6,17,","30.0",",6,12,+","2871.2","","7.7",",6","9.4",",,,6","0",",,,6","20.88",",6","27.34",",,,6","14.41",",,,6","",""
"USC00291279","1946-07","32.583333","-108.433333","2407.9","BURRO MOUNTAIN, NM US","134.4","","50.4",",6","13",",6","12",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","0",",6","10.6",",6,05,","","","0",",,6,31,+","21.1",",,6,08,","29.4",",6,29,","9.9","","9.9",",6","81.0",",,,6","0",",,,6","19.64",",6","25.58",",,,6","13.70",",,,6","",""
"USC00291279","1946-08","32.583333","-108.433333","2407.9","BURRO MOUNTAIN, NM US","170.3","","35.9",",6","15",",6","6",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","0",",6","10.6",",6,04,","","","0",",,6,31,+","31.2",",,6,06,","27.8",",6,01,","21.4","","11.5",",6","73.9",",,,6","0",",,,6","19.12",",6","24.15",",,,6","14.08",",,,6","",""
"USC00291279","1946-09","32.583333","-108.433333","2407.9","BURRO MOUNTAIN, NM US","184.3","","14.0",",6","6",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","19",",6","0",",6","6.7",",6,30,+","","","0",",,6,30,+","13.5",",,6,29,","26.7",",6,06,","72.6","","51.2",",6","31.1",",,,6","0",",,,6","17.09",",6","21.94",",,,6","12.25",",,,6","",""
"USC00291279","1946-10","32.583333","-108.433333","2407.9","BURRO MOUNTAIN, NM US","184.3","","0.0",",6","4",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","3",",6","0",",6","1.1",",6,11,+","","","0",",,6,31,+","11.4",",,6,29,","23.3",",6,21,","279.2","","206.6",",6","21.8",",,,6","0",",,,6","11.67",",6","17.13",",,,6","6.21",",,,6","",""
"USC00291279","1946-12","32.583333","-108.433333","2407.9","BURRO MOUNTAIN, NM US","","","","","3",",6","3",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","51",",,6,28,","8.9",",,6,27,","","","","","","","14.5",",,,6","51",",,,6","","","","","","","",""
