"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00143686","1999-09","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","686.0","0","65.2","1,0","11",",0","8",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","23",",0","4",",0","","","","","5.0","1,0,22,+","0",",,0,30,+","0",",,0,30,+","83.8",",,0,05,","33.9",",0,02,","","","54.2","0","54.2",",0","243.4",",,,0","0",",,,0","18.72","1,0","24.41",",,,0","13.04","1,,,0","","","",""
"USC00143686","1999-10","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","694.3","0","8.3","1,0","4",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","2","1,0","0",",0","18",",0","0",",0","","","","","-0.6","1,0,24,","0",",,0,31,+","0",",,0,31,+","12.7",",,0,03,","29.4",",0,16,","","","201.3","0","147.1",",0","23.6",",,,0","0",",,,0","13.83","1,0","20.86",",,,0","6.80","1,,,0","","","",""
"USC00143686","1999-11","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","694.6","0","0.3",",0","1",",0","1",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","11",",0","0",",0","","","","","-2.8",",0,25,","0",",,0,30,+","0",",,0,30,+","31.0",",,0,23,","26.7",",0,14,","","","402.6","0","201.3",",0","31.0",",,,0","0",",,,0","11.64",",0","18.45",",,,0","4.82",",,,0","","","",""
"USC00143686","1999-12","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","694.6","0","0.0",",0","7",",0","4",",0","0",",0","1","3,0","1",",0","0",",0","23",",0","5",",0","0",",0","0",",0","","","","","-10.6",",0,21,","25","3,,0,05,","25",",,0,05,","22.4",",,0,09,","19.4",",0,30,","","","893.5","0","490.9",",0","55.2",",,,0","38",",,,0","2.50",",0","7.47",",,,0","-2.47",",,,0","","","",""
"USC00143686","2000-01","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0","2,0","3",",0","1",",0","0",",0","5","3,0","3","1,0","0","2,0","24","2,0","7","1,0","0","1,0","0","1,0","","","","","-12.2","2,0,24,","76","3,,0,31,+","51","1,,0,28,","3.0",",,0,28,","17.2","1,0,02,","","","1410.3","0","516.8","1,0","5.5",",,,0","101","1,,,0","0.59","2,0","6.09","1,,,0","-4.90","2,,,0","","","",""
"USC00143686","2000-02","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","4",",0","3",",0","1",",0","2",",0","0",",0","0",",0","19",",0","2",",0","2",",0","0",",0","","","","","-10.0",",0,01,","51",",,0,02,+","0",",,0,29,+","38.6",",,0,18,","23.9",",0,25,","","","1802.0","0","391.7",",0","55.6",",,,0","0",",,,0","4.83",",0","10.60",",,,0","-0.95",",,,0","","","",""
"USC00143686","2000-03","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","10",",0","8",",0","0",",0","1","2,0","1",",0","0",",0","11",",0","0",",0","5",",0","0",",0","","","","","-3.9",",0,04,","25","2,,0,19,","38",",,0,19,","22.9",",,0,16,","24.4",",0,08,+","","","2106.0","0","304.0",",0","75.5",",,,0","38",",,,0","8.53",",0","14.69",",,,0","2.36",",,,0","","","",""
"USC00143686","2000-04","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","12",",0","0",",0","","","","","-1.1",",0,09,","0",",,0,30,+","0",",,0,30,+","4.3",",,0,24,","28.3",",0,20,+","","","2286.4","0","180.4",",0","11.9",",,,0","0",",,,0","12.32",",0","19.37",",,,0","5.27",",,,0","","","",""
"USC00143686","2000-05","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","71.9","0","71.9",",0","14",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","","","","","6.1",",0,15,+","0",",,0,31,+","0",",,0,31,+","24.9",",,0,27,+","32.8",",0,31,","","","2322.0","0","35.6",",0","105.5",",,,0","0",",,,0","19.50",",0","24.99",",,,0","14.01",",,,0","","","",""
"USC00143686","2000-06","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","168.2","0","96.3","2,0","10",",0","9",",0","3",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","28",",0","2",",0","","","","","10.0","2,0,07,+","0",",,0,30,+","0",",,0,30,+","41.9",",,0,14,","32.2",",0,26,+","","","2331.5","0","9.5",",0","161.0",",,,0","0",",,,0","21.53","2,0","26.93",",,,0","16.14","2,,,0","","","",""
"USC00143686","2000-07","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","393.1","0","224.9",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","","","15.0",",0,23,","0",",,0,31,+","0",",,0,31,+","9.7",",,0,05,","36.7",",0,17,","","","0.0","0","0.0",",0","46.2",",,,0","0",",,,0","25.59",",0","30.81",",,,0","20.37",",,,0","","","",""
"USC00143686","2000-08","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","718.9","0","325.8","1,0","3",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","27",",0","","","","","17.8","1,0,12,","0",",,0,31,+","0",",,0,31,+","3.0",",,0,15,","41.7",",0,30,+","","","0.0","0","0.0",",0","6.3",",,,0","0",",,,0","29.23","1,0","36.09",",,,0","22.37","1,,,0","","","",""
"USC00143686","2000-09","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","870.6","0","151.7","2,0","5",",0","5",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","26",",0","14",",0","","","","","5.0","2,0,27,+","0",",,0,30,+","0",",,0,30,+","18.3",",,0,23,","42.2",",0,03,","","","33.6","0","33.6",",0","54.4",",,,0","0",",,,0","22.56","2,0","30.28",",,,0","14.84","2,,,0","","","",""
"USC00143686","2000-10","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","9","4,0","6","4,0","1","4,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","33.0","4,,0,15,","","","","","","","","","88.7","4,,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2000-11","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","4","2,0","3","2,0","0","2,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","15.0","2,,0,06,","","","","","","","","","40.5","2,,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2000-12","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","6","3,0","4","3,0","0","3,0","","","3","3,0","","","","","","","","","","","","","","","","","","","114","3,,0,13,","10.9","3,,0,13,","","","","","","","","","23.4","3,,,0","210","3,,,0","","","","","","","","","",""
"USC00143686","2001-01","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","5","5,0","3","5,0","1","5,0","","","0",",0","","","","","","","","","","","","","","","","","","","0",",,0,31,+","34.5","5,,0,29,","","","","","","","","","43.4","5,,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2001-02","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","7","2,0","5","2,0","2","2,0","1",",0","1","1,0","","","","","","","","","","","","","","","","","51",",,0,28,","38","1,,0,28,","42.9","2,,0,26,","","","","","","","","","94.5","2,,,0","51","1,,,0","","","","","","","","","",""
"USC00143686","2001-03","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","6","2,0","4","2,0","0","2,0","0","5,0","0",",0","","","","","","","","","","","","","","","","","0","5,,0,31,+","0",",,0,31,+","23.1","2,,0,16,","","","","","","","","","51.7","2,,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2001-04","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","6",",0","6",",0","0",",0","","","0","1,0","","","","","","","","","","","","","","","","","","","0","1,,0,30,+","16.5",",,0,16,","","","","","","","","","43.4",",,,0","0","1,,,0","","","","","","","","","",""
"USC00143686","2001-05","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","68.1",",0","13",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","","","7.8",",0,26,+","0",",,0,31,+","0",",,0,31,+","31.8",",,0,18,","31.7",",0,17,","","","","","34.3",",0","166.3",",,,0","0",",,,0","19.42",",0","24.83",",,,0","14.01",",,,0","","","",""
"USC00143686","2001-06","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","134.0",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","8.3",",0,01,","0",",,0,30,+","0",",,0,30,+","43.2",",,0,20,","31.7",",0,14,+","","","","","13.0",",0","108.0",",,,0","0",",,,0","22.37",",0","27.36",",,,0","17.38",",,,0","","","",""
"USC00143686","2001-07","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","275.3",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","16.1",",0,13,","0",",,0,31,+","0",",,0,31,+","23.1",",,0,02,","37.8",",0,23,","","","0.0","0","0.0",",0","103.9",",,,0","0",",,,0","27.21",",0","32.46",",,,0","21.96",",,,0","","","",""
"USC00143686","2001-08","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","240.9",",0","7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","14.4",",0,19,","0",",,0,31,+","0",",,0,31,+","46.0",",,0,31,","37.8",",0,10,","","","0.0","0","0.0",",0","87.2",",,,0","0",",,,0","26.10",",0","32.29",",,,0","19.92",",,,0","","","",""
"USC00143686","2001-09","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","7","4,0","6","4,0","1","4,0","","","0","1,0","","","","","","","","","","","","","","","","","","","0","1,,0,30,+","32.3","4,,0,18,","","","","","","","","","89.5","4,,,0","0","1,,,0","","","","","","","","","",""
"USC00143686","2001-10","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","4",",0","2",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","33.0",",,0,05,","","","","","","","","","58.7",",,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2001-11","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","","","","","","","","","","","","","0",",,,0","","","","","","","","","",""
"USC00143686","2001-12","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","3","2,0","2","2,0","0","2,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","11.9","2,,0,13,","","","","","","","","","15.7","2,,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2002-01","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","","","","","","","0",",0","0","1,0","","","","","","","","","","","","","","","","","0",",T,0,07,","0","1,,0,31,+","","","","","","","","","","","","","0","1,,,0","","","","","","","","","",""
"USC00143686","2002-02","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","1","2,0","1","2,0","0","2,0","1",",0","0","5,0","","","","","","","","","","","","","","","","","25",",,0,19,","0","5,,0,28,+","5.1","2,,0,20,","","","","","","","","","5.1","2,,,0","0","5,,,0","","","","","","","","","",""
"USC00143686","2002-03","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","5","3,0","4","3,0","0","3,0","0","2,0","0","1,0","","","","","","","","","","","","","","","","","0","2,T,0,29,+","0","1,,0,31,+","7.1","3,,0,04,","","","","","","","","","22.4","3,,,0","0","1,,,0","","","","","","","","","",""
"USC00143686","2002-04","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","7","5,0","5","5,0","2","5,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","43.7","5,,0,28,","","","","","","","","","121.0","5,,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2002-05","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","17.5","4,0","10","2,0","9","2,0","2","2,0","0",",0","0",",0","0","4,0","0","4,0","0","4,0","17","4,0","0","4,0","","","","","5.0","4,0,03,","0",",,0,31,+","0",",,0,31,+","53.3","2,,0,25,","29.4","4,0,31,","","","","","67.4","4,0","237.8",",a,,0","0",",,,0","16.48","4,0","22.61","4,,,0","10.36","4,,,0","","","",""
"USC00143686","2002-06","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","7",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","21.6",",,0,10,","","","","","","","","","49.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2002-07","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","251.4","2,0","4","2,0","1","2,0","0","2,0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","29","2,0","18","2,0","","","","","16.1","2,0,13,","0",",,0,31,+","0",",,0,31,+","19.3","2,,0,29,","37.8","2,0,27,","","","0.0","0","0.0","2,0","22.9","2,,,0","0",",,,0","27.00","2,0","32.90","2,,,0","21.11","2,,,0","","","",""
"USC00143686","2002-08","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","196.1","5,0","4","1,0","3","1,0","1","1,0","0",",0","0",",0","0","5,0","0","5,0","0","5,0","25","5,0","14","5,0","","","","","13.9","5,0,14,","0",",,0,31,+","0",",,0,31,+","47.0","1,,0,13,","37.2","5,0,02,","","","1.1","0","1.1","5,0","61.2","1,,,0","0",",,,0","25.83","5,0","31.78","5,,,0","19.89","5,,,0","","","",""
"USC00143686","2002-09","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","4","2,0","4","2,0","1","2,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","27.2","2,,0,16,","","","","","","","","","57.4","2,,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2002-10","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","","","","","","","","","","","","","0",",,,0","","","","","","","","","",""
"USC00143686","2002-11","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","3","2,0","3","2,0","0","2,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","4.8","2,,0,05,","","","","","","","","","10.8","2,,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2002-12","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,30,+","","","","","","","","","0.0",",T,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2003-01","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","0","3,0","0","3,0","0","3,0","","","0","1,0","","","","","","","","","","","","","","","","","","","3","1,,0,31,","0.0","3,,0,31,+","","","","","","","","","0.0","3,,,0","3","1,,,0","","","","","","","","","",""
"USC00143686","2003-02","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","","","","","","","","","3","2,0","","","","","","","","","","","","","","","","","","","51","2,,0,24,","","","","","","","","","","","","","153","2,,,0","","","","","","","","","",""
"USC00143686","2003-03","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","3",",0","2",",0","1",",0","","","0","1,0","","","","","","","","","","","","","","","","","","","0","1,,0,31,+","26.9",",,0,13,","","","","","","","","","47.5",",,,0","0","1,,,0","","","","","","","","","",""
"USC00143686","2003-04","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","4","3,0","4","3,0","1","3,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","52.8","3,,0,20,","","","","","","","","","89.4",",a,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2003-05","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","22.0","3,0","9","4,0","6","4,0","1","4,0","0",",0","0",",0","0","3,0","0","3,0","0","2,0","25","2,0","1","2,0","","","","","6.1","3,0,21,","0",",,0,31,+","0",",,0,31,+","33.5","4,,0,10,","32.2","2,0,31,","","","","","33.1","2,0","109.1",",a,,0","0",",,,0","17.96","3,0","23.81","2,,,0","12.10","3,,,0","","","",""
"USC00143686","2003-06","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","108.9",",0","9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","","","","","10.0",",0,04,","0",",,0,30,+","0",",,0,30,+","50.0",",,0,30,","32.2",",0,25,","","","","","16.1",",0","158.4",",,,0","0",",,,0","21.43",",0","26.54",",,,0","16.31",",,,0","","","",""
"USC00143686","2003-07","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","257.8","1,0","3",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","19",",0","","","","","14.4","1,0,23,","0",",,0,31,+","0",",,0,31,+","15.7",",,0,10,","38.3",",0,19,","","","0.0","0","0.0",",0","32.9",",,,0","0",",,,0","27.00","1,0","33.00",",,,0","21.00","1,,,0","","","",""
"USC00143686","2003-08","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","296.7",",0","5","1,0","2","1,0","0","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","","","","","17.2",",0,13,","0",",,0,31,+","0",",,0,31,+","16.8","1,,0,29,","40.0",",0,22,","","","0.0","0","0.0",",0","25.3","1,,,0","0",",,,0","27.90",",0","34.57",",,,0","21.24",",,,0","","","",""
"USC00143686","2003-09","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","","","","","","","","","","","211.0","4,a,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2003-10","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","3","5,0","3","5,0","0","5,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","22.9","5,,0,01,","","","","","","","","","44.2",",a,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2003-11","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","","","","","","","","","","","26.9",",a,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2003-12","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","2",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","19.3",",,0,03,","","","","","","","","","27.9",",,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2004-01","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","","","","","","","","","0","5,0","","","","","","","","","","","","","","","","","","","0","5,,0,31,+","","","","","","","","","","","19.5",",a,,0","0","5,,,0","","","","","","","","","",""
"USC00143686","2004-02","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","1","4,0","1","4,0","0","4,0","","","0","1,0","","","","","","","","","","","","","","","","","","","0","1,,0,29,+","7.6","4,,0,02,","","","","","","","","","10.9","1,a,,0","0","1,,,0","","","","","","","","","",""
"USC00143686","2004-03","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","6","4,0","6","4,0","1","4,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","130.8","4,,0,05,","","","","","","","","","205.3",",a,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2004-04","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","4","3,0","3","3,0","0","3,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","21.6","3,,0,24,","","","","","","","","","45.1",",a,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2004-05","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","68.9","4,0","7",",0","7",",0","2",",0","0",",0","0",",0","0","3,0","0","3,0","0","4,0","20","4,0","0","4,0","","","","","2.2","3,0,03,","0",",,0,31,+","0",",,0,31,+","42.7",",,0,25,","31.7","4,0,21,","","","","","45.8","4,0","155.0",",,,0","0",",,,0","19.24","4,0","24.38","4,,,0","14.11","3,,,0","","","",""
"USC00143686","2004-06","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","73.7","5,0","","","","","","","0",",0","0",",0","0","5,0","0","5,0","0","4,0","26","4,0","1","4,0","","","","","12.2","5,0,25,","0",",,0,30,+","0",",,0,30,+","","","32.2","4,0,15,","","","","","0.9","4,0","184.2",",a,,0","0",",,,0","21.22","5,0","26.17","4,,,0","16.28","5,,,0","","","",""
"USC00143686","2004-07","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","160.1","3,0","","","","","","","0",",0","0",",0","0","3,0","0","3,0","0","3,0","28","3,0","7","3,0","","","","","13.3","3,0,27,+","0",",,0,31,+","0",",,0,31,+","","","34.4","3,0,21,+","","","0.3","0","0.3","3,0","163.4",",a,,0","0",",,,0","24.04","3,0","28.90","3,,,0","19.18","3,,,0","","","",""
"USC00143686","2004-08","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","9","2,0","7","2,0","1","2,0","0",",0","0",",0","","","","","0","5,0","25","5,0","5","5,0","","","","","","","0",",,0,31,+","0",",,0,31,+","80.0","2,,0,24,","33.9","5,0,04,+","","","","","","","150.1",",a,,0","0",",,,0","","","27.34","5,,,0","","","","","",""
"USC00143686","2004-09","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","1","5,0","1","5,0","0","5,0","","","0",",0","","","","","","","","","","","","","","","","","","","0",",,0,30,+","3.0","5,,0,16,","","","","","","","","","58.9",",a,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2004-10","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","","","","","","","","","","","103.0",",a,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2004-11","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","","","","","","","","","0","1,0","","","","","","","","","","","","","","","","","","","0","1,,0,30,+","","","","","","","","","","","105.1",",a,,0","0","1,,,0","","","","","","","","","",""
"USC00143686","2004-12","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","1","3,0","1","3,0","0","3,0","","","0",",0","","","","","","","","","","","","","","","","","","","0",",,0,31,+","2.8","3,,0,07,","","","","","","","","","24.4",",a,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2005-01","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","3","3,0","2","3,0","1","3,0","0","3,0","0",",0","","","","","","","","","","","","","","","","","0","3,,0,31,+","0",",,0,31,+","32.0","3,,0,03,","","","","","","","","","44.4",",a,,0","114",",a,,0","","","","","","","","","",""
"USC00143686","2005-02","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","","","","","","","","","0","1,0","","","","","","","","","","","","","","","","","","","0","1,,0,28,+","","","","","","","","","","","52.8",",a,,0","0","1,,,0","","","","","","","","","",""
"USC00143686","2005-03","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","7",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","17.8",",,0,22,","","","","","","","","","38.9",",,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2005-04","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","4","5,0","2","5,0","0","5,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","12.4","5,,0,06,","","","","","","","","","44.7",",a,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2005-05","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","53.8","2,0","6",",0","4",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","23","2,0","0","2,0","","","","","1.1","2,0,05,","0",",,0,31,+","0",",,0,31,+","64.3",",,0,13,","30.6","2,0,24,","","","","","47.4","2,0","80.3",",,,0","0",",,,0","18.55","2,0","24.62","2,,,0","12.48","2,,,0","","","",""
"USC00143686","2005-06","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","159.8","3,0","8","2,0","7","2,0","2","2,0","0","4,0","0","1,0","0","3,0","0","3,0","0","3,0","27","3,0","6","3,0","","","","","15.0","3,0,02,","0","4,,0,30,+","0","1,,0,30,+","39.9","2,,0,01,","34.4","3,0,30,","","","","","0.0","3,0","239.6",",a,,0","0","1,,,0","24.25","3,0","29.41","3,,,0","19.09","3,,,0","","","",""
"USC00143686","2005-07","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","7","3,0","7","3,0","2","3,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","53.3","3,,0,04,","","","","","","","","","137.1",",a,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2005-08","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","","","","","","","","","","","245.7",",a,,0","0",",,,0","","","","","","","","","",""
"USC00143686","2005-09","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","","","","","","","","","","","","","0",",0","","","","","","","","","","","","","","","","","","","0",",,0,30,+","","","","","","","","","","","91.4",",a,,0","0",",,,0","","","","","","","","","",""
