"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013782","1929-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1222.8","0","0.5",",0","6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","4",",0","0",",0","","","","","-2.8",",0,20,","0",",,0,31,+","0",",,0,31,+","43.4",",,0,22,","23.3",",0,16,","388.9","0","246.7",",0","89.9",",,,0","0",",,,0","10.39",",0","15.30",",,,0","5.48",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1930-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","3",",0","0",",0","","","","","-1.7",",0,30,","0",",,0,31,+","0",",T,0,30,","15.7",",,0,18,","22.8",",0,10,","626.6","0","237.7",",0","60.3",",,,0","0",",T,,0","10.66",",0","14.82",",,,0","6.51",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1930-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","6.4","0","6.4",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","","","","","1.1",",0,17,","0",",,0,28,+","0",",,0,28,+","10.7",",,0,15,","27.2",",0,24,","777.7","0","151.1",",0","20.6",",,,0","0",",,,0","13.17",",0","17.65",",,,0","8.68",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1930-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","6.4","0","0.0",",0","13",",0","10",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","5",",0","0",",0","","","","","-1.7",",0,03,","0",",,0,31,+","0",",,0,31,+","24.9",",,0,23,","22.2",",0,01,","953.3","0","175.6",",0","106.0",",,,0","0",",,,0","12.67",",0","16.82",",,,0","8.52",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1930-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","47.0","0","40.6",",0","4",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","8.9",",0,01,","0",",,0,30,+","0",",,0,30,+","29.0",",,0,05,","30.0",",0,12,","983.3","0","30.0",",0","66.2",",,,0","0",",,,0","18.68",",0","22.99",",,,0","14.37",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1930-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","218.9","0","171.9",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","","","12.2",",0,31,","0",",,0,31,+","0",",,0,31,+","7.9",",,0,24,","33.3",",0,20,","983.6","0","0.3",",0","19.4",",,,0","0",",,,0","23.87",",0","27.82",",,,0","19.91",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1930-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","417.1","0","198.2",",0","15",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","","","","","16.1",",0,01,","0",",,0,30,+","0",",,0,30,+","60.5",",,0,16,","35.0",",0,20,","983.6","0","0.0",",0","167.4",",,,0","0",",,,0","24.94",",0","28.25",",,,0","21.63",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1930-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","742.8","0","325.7",",0","11",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","","","21.7",",0,11,","0",",,0,31,+","0",",,0,31,+","35.1",",,0,15,","37.2",",0,08,","0.0","0","0.0",",0","154.7",",,,0","0",",,,0","28.84",",0","33.12",",,,0","24.56",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1930-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","992.9","0","250.1",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","","","16.7",",0,23,","0",",,0,31,+","0",",,0,31,+","16.3",",,0,11,","34.4",",0,29,+","0.0","0","0.0",",0","44.4",",,,0","0",",,,0","26.40",",0","30.21",",,,0","22.59",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1930-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1246.9","0","254.0",",0","14",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","","","18.9",",0,30,","0",",,0,30,+","0",",,0,30,+","38.4",",,0,18,","33.3",",0,14,","0.0","0","0.0",",0","81.7",",,,0","0",",,,0","26.80",",0","30.15",",,,0","23.45",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1930-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1290.8","0","43.9",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","","","7.2",",0,31,","0",",,0,31,+","0",",,0,31,+","13.5",",,0,29,","30.0",",0,16,","46.2","0","46.2",",0","20.1",",,,0","0",",,,0","18.26",",0","22.44",",,,0","14.07",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1930-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1299.7","0","8.9",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","6",",0","0",",0","","","","","-1.1",",0,27,","0",",,0,30,+","0",",,0,30,+","10.4",",,0,13,","25.6",",0,16,","204.4","0","158.2",",0","31.3",",,,0","0",",,,0","13.36",",0","16.78",",,,0","9.94",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1930-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1299.7","0","0.0",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","1",",0","0",",0","","","","","-1.7",",0,18,","0",",,0,31,+","0",",,0,31,+","13.7",",,0,17,","21.7",",0,06,","511.4","0","307.0",",0","52.0",",,,0","0",",,,0","8.43",",0","12.21",",,,0","4.65",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1931-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","3",",0","0",",0","","","","","-1.1",",0,16,+","0",",,0,31,+","0",",,0,31,+","20.8",",,0,18,","22.2",",0,31,","787.2","0","275.8",",0","60.3",",,,0","0",",,,0","9.44",",0","13.86",",,,0","5.02",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1931-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","3",",0","0",",0","","","","","0.0",",0,15,","0",",,0,28,+","0",",,0,28,+","18.0",",,0,14,","23.3",",0,18,","992.1","0","204.9",",0","42.5",",,,0","0",",,,0","11.01",",0","15.79",",,,0","6.24",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1931-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.3","0","0.3",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","","","","","1.7",",0,05,","0",",,0,31,+","0",",,0,31,+","31.5",",,0,21,","23.9",",0,15,","1186.8","0","194.7",",0","73.2",",,,0","0",",,,0","12.06",",0","16.25",",,,0","7.87",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1931-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","24.5","0","24.2",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","","","6.1",",0,07,","0",",,0,30,+","0",",,0,30,+","16.0",",,0,05,","28.9",",0,30,+","1234.1","0","47.3",",0","23.4",",,,0","0",",,,0","17.57",",0","21.84",",,,0","13.29",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1931-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","135.6","0","111.1",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","","","11.7",",0,24,","0",",,0,31,+","0",",,0,31,+","7.1",",,0,21,","31.1",",0,17,","1236.4","0","2.3",",0","28.4",",,,0","0",",,,0","21.85",",0","25.88",",,,0","17.81",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1931-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","358.4","0","222.8",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","","","17.2",",0,09,","0",",,0,30,+","0",",,0,30,+","36.8",",,0,13,","36.1",",0,28,","1236.4","0","0.0",",0","62.5",",,,0","0",",,,0","25.76",",0","29.46",",,,0","22.06",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1931-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","667.0","0","308.6",",0","15",",0","12",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","21.1",",0,11,","0",",,0,31,+","0",",,0,31,+","38.6",",,0,04,","38.3",",0,02,","0.0","0","0.0",",0","174.8",",,,0","0",",,,0","28.29",",0","32.17",",,,0","24.40",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1931-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","926.1","0","259.1",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","","","17.2",",0,24,+","0",",,0,31,+","0",",,0,31,+","30.0",",,0,27,","32.8",",0,28,+","0.0","0","0.0",",0","125.5",",,,0","0",",,,0","26.69",",0","30.37",",,,0","23.01",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1931-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1154.3","0","228.2",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","","","","","13.3",",0,28,","0",",,0,30,+","0",",,0,30,+","26.4",",,0,03,","36.7",",0,18,","0.0","0","0.0",",0","52.9",",,,0","0",",,,0","25.94",",0","29.60",",,,0","22.28",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1931-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1253.8","0","99.5",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","8.9",",0,31,","0",",,0,31,+","0",",,0,31,+","8.1",",,0,05,","29.4",",0,25,+","11.2","0","11.2",",0","18.1",",,,0","0",",,,0","21.18",",0","25.54",",,,0","16.83",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1931-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1279.5","0","25.7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","","","","","5.6",",0,07,+","0",",,0,30,+","0",",,0,30,+","7.1",",,0,22,","26.1",",0,30,+","70.4","0","59.2",",0","13.5",",,,0","0",",,,0","17.22",",0","21.81",",,,0","12.63",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1931-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1298.2","0","18.7",",0","8",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","","","","","4.4",",0,27,","0",",,0,31,+","0",",,0,31,+","29.0",",,0,31,","27.2",",0,20,+","153.3","0","82.9",",0","57.2",",,,0","0",",,,0","16.26",",0","20.20",",,,0","12.32",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1932-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","14.8","0","14.8",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","","","","","2.8",",0,31,","0",",,0,31,+","0",",,0,31,+","11.9",",,0,09,","25.6",",0,18,+","253.7","0","100.4",",0","25.0",",,,0","0",",,,0","15.57",",0","19.72",",,,0","11.42",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1932-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","23.9","0","9.1",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","","","","","5.6",",0,05,+","0",",,0,29,+","0",",,0,29,+","14.5",",,0,21,","25.6",",0,27,+","342.6","0","88.9",",0","29.9",",,,0","0",",,,0","15.58",",0","19.64",",,,0","11.52",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1932-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","30.1","0","6.2",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","10",",0","0",",0","","","","","-2.2",",0,10,","0",",,0,31,+","0",",,0,31,+","22.4",",,0,17,","27.8",",0,22,","515.1","0","172.5",",0","66.7",",,,0","0",",,,0","12.97",",0","17.65",",,,0","8.28",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1932-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","74.6","0","44.5",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","","","8.9",",0,01,","0",",,0,30,+","0",",,0,30,+","4.1",",,0,24,","31.1",",0,06,","539.8","0","24.7",",0","8.0",",,,0","0",",,,0","18.99",",0","23.54",",,,0","14.45",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1932-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","204.0","0","129.4",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","","","14.4",",0,03,","0",",,0,31,+","0",",,0,31,+","111.5",",,0,20,","32.8",",0,08,","539.8","0","0.0",",0","143.4",",,,0","0",",,,0","22.51",",0","26.09",",,,0","18.93",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1932-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","437.5","0","233.5",",0","16",",0","13",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","","","18.9",",0,02,","0",",,0,30,+","0",",,0,30,+","37.8",",,0,13,","35.0",",0,23,","539.8","0","0.0",",0","167.3",",,,0","0",",,,0","26.12",",0","29.51",",,,0","22.73",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1932-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","761.2","0","323.7",",0","7",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","","","20.0",",0,25,","0",",,0,31,+","0",",,0,31,+","66.5",",,0,25,","38.3",",0,22,","0.0","0","0.0",",0","102.3",",,,0","0",",,,0","28.77",",0","33.18",",,,0","24.37",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1932-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1031.9","0","270.7",",0","15",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","","","22.2",",0,25,+","0",",,0,31,+","0",",,0,31,+","37.8",",,0,05,","35.0",",0,12,","0.0","0","0.0",",0","163.2",",,,0","0",",,,0","27.07",",0","30.12",",,,0","24.01",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1932-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1223.3","0","191.4",",0","10",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","","","16.1",",0,30,+","0",",,0,30,+","0",",,0,30,+","66.8",",,0,14,","32.8",",0,02,+","0.0","0","0.0",",0","182.4",",,,0","0",",,,0","24.71",",0","27.80",",,,0","21.63",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1932-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1305.8","0","82.5",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","10.6",",0,07,","0",",,0,31,+","0",",,0,31,+","73.9",",,0,16,","28.9",",0,11,","11.2","0","11.2",",0","177.4",",,,0","0",",,,0","20.63",",0","24.34",",,,0","16.93",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1932-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1313.3","0","7.5",",0","7",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","","","","","0.6",",0,29,+","0",",,0,30,+","0",",,0,30,+","17.8",",,0,01,","23.3",",0,01,","156.1","0","144.9",",0","56.9",",,,0","0",",,,0","13.75",",0","17.83",",,,0","9.67",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1932-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1323.9","0","10.6",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","","","","","0.6",",0,18,+","0",",,0,31,+","0",",,0,31,+","8.9",",,0,12,","23.9",",0,30,+","310.7","0","154.6",",0","17.4",",,,0","0",",,,0","13.69",",0","17.83",",,,0","9.55",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1933-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1.1","0","1.1",",0","10",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","","","","","1.7",",0,14,+","0",",,0,31,+","0",",,0,31,+","27.9",",,0,09,","23.9",",0,21,","470.9","0","160.2",",0","97.9",",,,0","0",",,,0","13.20",",0","17.47",",,,0","8.93",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1933-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1.7","0","0.6",",0","11",",0","8",",0","3",",0","0",",0","0",",0","0",",0","3",",0","0",",0","5",",0","0",",0","","","","","-3.3",",0,09,","0",",,0,28,+","0",",,0,28,+","48.3",",,0,08,","24.4",",0,15,","646.0","0","175.1",",0","150.8",",,,0","0",",,,0","12.10",",0","16.40",",,,0","7.80",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1933-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","15.6","0","13.9",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","","","","","2.2",",0,03,","0",",,0,31,+","0",",,0,31,+","17.5",",,0,07,","28.3",",0,15,","777.0","0","131.0",",0","25.1",",,,0","0",",,,0","14.56",",0","18.82",",,,0","10.29",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1933-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","40.8","0","25.2",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","","","","","9.4",",0,22,","0",",,0,30,+","0",",,0,30,+","18.5",",,0,10,","28.3",",0,26,","810.4","0","33.4",",0","58.1",",,,0","0",",,,0","18.06",",0","21.94",",,,0","14.18",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1933-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","262.4","0","221.6",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","","","16.7",",0,18,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,30,","35.0",",0,14,","810.4","0","0.0",",0","44.7",",,,0","0",",,,0","25.48",",0","29.61",",,,0","21.35",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1933-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","504.6","0","242.2",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","","","","","15.0",",0,15,","0",",,0,30,+","0",",,0,30,+","23.1",",,0,12,","37.2",",0,06,+","810.4","0","0.0",",0","69.1",",,,0","0",",,,0","26.41",",0","30.59",",,,0","22.22",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1933-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","768.9","0","264.3",",0","12",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","","","16.1",",0,04,","0",",,0,31,+","0",",,0,31,+","60.2",",,0,12,","36.1",",0,03,","0.0","0","0.0",",0","206.2",",,,0","0",",,,0","26.86",",0","30.08",",,,0","23.64",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1933-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1051.5","0","282.6",",0","18",",0","13",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","","","","","21.7",",0,23,+","0",",,0,31,+","0",",,0,31,+","63.2",",,0,12,","35.0",",0,11,","0.0","0","0.0",",0","220.8",",,,0","0",",,,0","27.45",",0","31.11",",,,0","23.79",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1933-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1321.1","0","269.6",",0","7",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","","","","","18.3",",0,22,","0",",,0,30,+","0",",,0,30,+","262.4",",,0,06,","35.0",",0,20,","0.0","0","0.0",",0","331.2",",,,0","0",",,,0","27.32",",0","31.07",",,,0","23.57",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1933-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1395.3","0","74.2",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","","","9.4",",0,26,","0",",,0,31,+","0",",,0,31,+","25.1",",,0,23,","28.9",",0,02,+","11.9","0","11.9",",0","71.3",",,,0","0",",,,0","20.34",",0","24.11",",,,0","16.58",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1933-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1406.4","0","11.1",",0","3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","","","","","1.7",",0,16,","0",",,0,30,+","0",",,0,30,+","43.4",",,0,03,","25.0",",0,01,","155.4","0","143.5",",0","57.2",",,,0","0",",,,0","13.92",",0","18.29",",,,0","9.54",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1933-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1411.5","0","5.1",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","","","","","1.7",",0,30,+","0",",,0,31,+","0",",,0,31,+","5.1",",,0,07,","25.6",",0,18,","280.6","0","125.2",",0","10.2",",,,0","0",",,,0","14.46",",0","18.95",",,,0","9.96",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1934-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.3","0","0.3",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","3",",0","1",",0","6",",0","0",",0","","","","","-7.8",",0,30,","0",",,0,31,+","0",",,0,31,+","9.9",",,0,01,","22.8",",0,28,+","493.5","0","212.9",",0","45.6",",,,0","0",",,,0","11.47",",0","15.57",",,,0","7.38",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1934-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.3","0","0.0",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","6",",0","1",",0","1",",0","0",",0","","","","","-7.2",",0,10,","0",",,0,28,+","0",",,0,28,+","25.1",",,0,01,","21.7",",0,25,","788.2","0","294.7",",0","78.0",",,,0","0",",,,0","7.81",",0","12.35",",,,0","3.27",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1934-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","4.5","0","4.2",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","11",",0","0",",0","","","","","0.0",",0,12,","0",",,0,31,+","0",",,0,31,+","9.9",",,0,10,","25.0",",0,08,","946.5","0","158.3",",0","30.2",",,,0","0",",,,0","13.36",",0","17.98",",,,0","8.74",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1934-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","47.9","0","43.4",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","","","4.4",",0,13,","0",",,0,30,+","0",",,0,30,+","21.3",",,0,18,","30.0",",0,07,","976.4","0","29.9",",0","43.7",",,,0","0",",,,0","18.78",",0","23.20",",,,0","14.36",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1934-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","156.1","0","108.2",",0","7",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","13.3",",0,17,","0",",,0,31,+","0",",,0,31,+","58.9",",,0,25,","31.7",",0,05,","981.1","0","4.7",",0","137.4",",,,0","0",",,,0","21.67",",0","25.49",",,,0","17.85",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1934-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","416.0","0","259.9",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","","","","","18.9",",0,01,","0",",,0,30,+","0",",,0,30,+","13.5",",,0,04,","34.4",",0,19,+","981.1","0","0.0",",0","42.7",",,,0","0",",,,0","27.00",",0","30.75",",,,0","23.24",",,,0","","","","","","","","","","","","","","","",""
