"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00157510","1968-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","321.2","0","172.8",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","4","","9.4",",0,05,","0",",,0,31,+","0",",,0,31,+","35.6",",,0,14,","33.9",",0,01,","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","","","97.0",",,,0","0",",,,0","23.91",",0","30.75",",,,0","17.06",",,,0"
"USC00157510","1968-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","505.4","0","184.2","1,0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","16","1,0","","","1","","8.9",",0,29,","0",",,0,31,+","0",",,0,31,+","43.7",",,0,10,","35.6","1,0,19,+","3.6","0","","","3.6","1,0","","","","","","","","","","","","","","","","","88.7",",,,0","0",",,,0","24.26","1,0","31.16","1,,,0","17.35",",,,0"
"USC00157510","1968-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","548.1","0","42.7","1,0","8",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","0",",0","","","","","5.6","1,0,29,+","0",",,0,30,+","0",",,0,30,+","25.4",",,0,06,","30.6",",0,03,","25.5","0","","","21.9",",0","","","","","","","","","","","","","","","","","76.6",",,,0","0",",,,0","19.07","1,0","26.68",",,,0","11.46","1,,,0"
"USC00157510","1968-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","557.2","0","9.1",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","6",",0","0",",0","19",",0","0",",0","","","","","-5.0",",0,30,","0",",,0,31,+","0",",,0,31,+","56.6",",,0,03,","28.9",",0,01,","179.4","0","","","153.9",",0","","","","","","","","","","","","","","","","","142.0",",,,0","0",",,,0","13.66",",0","21.23",",,,0","6.10",",,,0"
"USC00157510","1968-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","9",",0","8",",0","2",",0","0",",0","1",",0","","","","","","","","","","","","","1","","","","0",",,0,30,+","71",",,0,19,","30.5",",,0,28,","","","","","","","","","","","","","","","","","","","","","","","","","106.7",",,,0","84",",,,0","","","","","",""
"USC00157510","1968-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","0.0","2,0","9",",0","7",",0","2",",0","0","1,0","0","2,0","0","2,0","18","2,0","2",",0","0",",0","0",",0","","","","","-13.3","2,0,16,","0","1,,0,31,+","0","2,,0,31,+","35.6",",,0,22,","15.0",",0,28,+","","","","","473.4",",0","","","","","","","","","","","","","","","","","126.5",",,,0","0","2,,,0","2.23","2,0","7.64",",,,0","-3.17","2,,,0"
"USC00157510","1969-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","1,0","15",",0","12",",0","1",",0","0","4,0","1",",0","2","1,0","20","1,0","5",",0","0",",0","0",",0","","","","","-24.4","1,0,04,","0","4,,0,31,+","64",",,0,06,","37.1",",,0,20,","15.6",",0,30,","","","","","538.4",",0","","","","","","","","","","","","","","","","","115.6",",,,0","77",",,,0","0.55","1,0","5.75",",,,0","-4.65","1,,,0"
"USC00157510","1969-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","2,0","11",",0","9",",0","2",",0","1","4,0","2",",0","0","1,0","19","1,0","0","1,0","0","1,0","0","1,0","","","","","-10.6","1,0,13,","127","4,,0,16,","132",",,0,16,","32.0",",,0,06,","14.4","1,0,02,","","","","","410.5","1,0","","","","","","","","","","","","","","","","","122.3",",,,0","183",",,,0","2.64","2,0","7.64","1,,,0","-2.36","1,,,0"
"USC00157510","1969-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","2",",0","0",",0","","","","","-12.2",",0,12,","0",",,0,31,+","0",",T,0,09,","14.0",",,0,24,","23.3",",0,20,+","","","","","462.2",",0","","","","","","","","","","","","","","","","","45.0",",,,0","0",",T,,0","3.42",",0","10.75",",,,0","-3.90",",,,0"
"USC00157510","1969-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","3.9","0","3.9","3,0","12",",0","10",",0","2",",0","0",",0","0",",0","0","2,0","2","2,0","0","2,0","17","2,0","0","2,0","","","","","-3.9","2,0,01,","0",",,0,30,+","0",",,0,30,+","36.8",",,0,15,","28.9","2,0,17,","","","","","106.4","2,0","","","","","","","","","","","","","","","","","140.5",",,,0","0",",,,0","14.54","3,0","22.48","2,,,0","6.60","2,,,0"
"USC00157510","1969-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","40.9","0","37.0",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","3.9",",0,13,+","0",",,0,31,+","0",",,0,31,+","28.4",",,0,19,","31.7",",0,31,+","","","","","43.5",",0","","","","","","","","","","","","","","","","","117.2",",,,0","0",",,,0","18.12",",0","25.97",",,,0","10.27",",,,0"
"USC00157510","1969-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","163.7","0","122.8",",0","13",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","","","5","","5.0",",0,04,+","0",",,0,30,+","0",",,0,30,+","69.3",",,0,23,","33.9",",0,30,+","","","","","14.5",",0","","","","","","","","","","","","","","","","","176.2",",,,0","0",",,,0","21.94",",0","29.50",",,,0","14.38",",,,0"
"USC00157510","1969-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","374.4","0","210.7",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","","","3","","12.2",",0,31,","0",",,0,31,+","0",",,0,31,+","17.8",",,0,08,","34.4",",0,20,","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","","","53.5",",,,0","0",",,,0","25.13",",0","31.68",",,,0","18.57",",,,0"
"USC00157510","1969-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","504.0","0","129.6",",0","9",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","4","","10.6",",0,11,","0",",,0,31,+","0",",,0,31,+","34.5",",,0,19,","33.9",",0,09,","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","","","100.1",",,,0","0",",,,0","22.51",",0","30.19",",,,0","14.84",",,,0"
"USC00157510","1969-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","545.1","0","41.1",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","3.3",",0,29,","0",",,0,30,+","0",",,0,30,+","21.8",",,0,17,","31.1",",0,06,","46.0","0","","","46.0",",0","","","","","","","","","","","","","","","","","54.2",",,,0","0",",,,0","18.17",",0","25.62",",,,0","10.72",",,,0"
"USC00157510","1969-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","550.3","0","5.2",",0","14",",0","4",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","18",",0","0",",0","","","","","-3.9",",0,28,+","0",",,0,31,+","0",",,0,31,+","25.4",",,0,07,","29.4",",0,13,","204.2","0","","","158.2",",0","","","","","","","","","","","","","","","","","61.2",",,,0","0",",,,0","13.40",",0","21.07",",,,0","5.73",",,,0"
"USC00157510","1969-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","550.3","0","0.0",",0","8",",0","4",",0","1",",0","1","2,0","1",",0","0",",0","20",",0","0",",0","0",",0","0",",0","","","","","-11.1",",0,15,","102","2,,0,14,","89",",,0,14,","33.0",",,0,19,","19.4",",0,18,","589.6","0","","","385.4",",0","","","","","","","","","","","","","","","","","80.0",",,,0","89",",,,0","5.49",",0","12.42",",,,0","-1.44",",,,0"
"USC00157510","1969-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","550.3","0","0.0",",0","12",",0","7",",0","2",",0","3","2,0","2","2,0","0",",0","29",",0","2",",0","0",",0","0",",0","","","","","-11.1",",0,05,","127","2,,0,27,+","76","2,,0,25,","51.6",",,0,30,","13.3",",0,30,","1148.1","0","","","558.5",",0","","","","","","","","","","","","","","","","","144.3",",,,0","119","2,,,0","0.32",",0","4.84",",,,0","-4.21",",,,0"
"USC00157510","1970-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","13",",0","7",",0","0",",0","","","3","2,0","6",",0","28",",0","10",",0","0",",0","0",",0","","","","","-25.6",",0,10,","","","76","2,,0,11,","16.5",",,0,29,","18.9",",0,28,","1793.0","0","","","644.9",",0","","","","","","","","","","","","","","","","","52.5",",,,0","211","2,,,0","-2.47",",0","3.75",",,,0","-8.70",",,,0"
"USC00157510","1970-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","1,0","14",",0","8",",0","1",",0","4","1,0","2","1,0","1",",0","27",",0","1","1,0","0","1,0","0","1,0","","","","","-25.0",",0,04,","102","1,,0,05,","76","1,,0,03,","27.2",",,0,15,","18.9","1,0,18,","2259.8","0","","","466.8","1,0","","","","","","","","","","","","","","","","","97.1",",,,0","114","1,,,0","1.07","1,0","7.14","1,,,0","-5.00",",,,0"
"USC00157510","1970-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","15",",0","10",",0","0",",0","1",",0","0",",0","0",",0","17",",0","0",",0","0",",0","0",",0","","","","","-11.1",",0,16,","25",",,0,17,","13",",,0,17,","9.1",",,0,26,","20.6",",0,25,","2638.9","0","","","379.1",",0","","","","","","","","","","","","","","","","","57.1",",,,0","16",",,,0","6.10",",0","12.60",",,,0","-0.39",",,,0"
"USC00157510","1970-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","22.1","0","22.1",",0","12",",0","8",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0",",0","21",",0","0",",0","","","2","","-2.2",",0,03,","0",",,0,30,+","0",",,0,30,+","61.2",",,0,28,","30.0",",0,29,","2763.3","0","","","124.4",",0","","","","","","","","","","","","","","","","","181.4",",,,0","0",",,,0","14.93",",0","22.22",",,,0","7.63",",,,0"
"USC00157510","1970-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","80.4","0","58.3","1,0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","0","1,0","","","1","","2.8",",0,07,+","0",",,0,31,+","0",",,0,31,+","13.5",",,0,12,","31.7","1,0,24,","2804.5","0","","","41.2","1,0","","","","","","","","","","","","","","","","","41.5",",,,0","0",",,,0","18.99","1,0","26.67","1,,,0","11.31",",,,0"
"USC00157510","1970-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","182.2","0","101.8",",0","14",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","3","","8.9",",0,07,","0",",,0,30,+","0",",,0,30,+","23.6",",,0,13,","32.2",",0,18,+","2807.3","0","","","2.8",",0","","","","","","","","","","","","","","","","","111.0",",,,0","0",",,,0","21.63",",0","28.17",",,,0","15.09",",,,0"
"USC00157510","1970-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","328.8","0","146.6",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","12",",0","","","4","","8.3",",0,06,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,03,","35.0",",0,02,","4.2","0","","","4.2",",0","","","","","","","","","","","","","","","","","68.9",",,,0","0",",,,0","22.93",",0","30.02",",,,0","15.84",",,,0"
"USC00157510","1970-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","490.7","0","161.9",",0","10",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","5","","12.2",",0,27,+","0",",,0,31,+","0",",,0,31,+","157.7",",,0,09,","35.0",",0,01,","4.2","0","","","0.0",",0","","","","","","","","","","","","","","","","","238.9",",,,0","0",",,,0","23.56",",0","30.20",",,,0","16.91",",,,0"
"USC00157510","1970-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","617.6","0","126.9",",0","15",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","4","","1.7",",0,29,","0",",,0,30,+","0",",,0,30,+","48.8",",,0,18,","31.7",",0,21,+","18.0","0","","","13.8",",0","","","","","","","","","","","","","","","","","165.1",",,,0","0",",,,0","22.10",",0","28.74",",,,0","15.46",",,,0"
"USC00157510","1970-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","623.1","0","5.5",",0","13",",0","6",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","19",",0","0",",0","","","1","","-2.2",",0,17,","0",",,0,31,+","0",",,0,31,+","40.4",",,0,29,","26.7",",0,13,+","133.3","0","","","115.3",",0","","","","","","","","","","","","","","","","","105.2",",,,0","0",",,,0","14.79",",0","21.69",",,,0","7.89",",,,0"
"USC00157510","1970-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","623.1","0","0.0",",0","10",",0","4",",0","1",",0","0",",0","0",",0","0",",0","12",",0","1",",0","2",",0","0",",0","","","","","-12.8",",0,25,","0",",,0,30,+","0",",T,0,23,","29.7",",,0,14,","21.7",",0,08,","458.8","0","","","325.5",",0","","","","","","","","","","","","","","","","","73.2",",,,0","0",",T,,0","7.48",",0","13.61",",,,0","1.36",",,,0"
"USC00157510","1970-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","623.1","0","0.0","1,0","13",",0","7",",0","1",",0","3",",0","2",",0","0","1,0","18","1,0","1",",0","2",",0","0",",0","","","","","-12.8","1,0,28,+","76",",,0,31,","69",",,0,31,","30.5",",,0,21,","21.7",",0,03,+","863.2","0","","","404.4",",0","","","","","","","","","","","","","","","","","110.8",",,,0","94",",,,0","4.97","1,0","11.38",",,,0","-1.44","1,,,0"
"USC00157510","1971-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","15",",0","8",",0","1",",0","1",",0","1",",0","0",",0","25",",0","8",",0","0",",0","0",",0","","","1","","-13.9",",0,20,+","76",",,0,31,","76",",,0,31,","32.3",",,0,04,","19.4",",0,14,","1397.2","0","","","534.0",",0","","","","","","","","","","","","","","","","","99.4",",,,0","76",",,,0","1.11",",0","6.82",",,,0","-4.61",",,,0"
"USC00157510","1971-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","12",",0","8",",0","1",",0","8",",0","2",",0","4",",0","18",",0","5",",0","1",",0","0",",0","","","","","-25.0",",0,01,","152",",,0,09,+","152",",,0,08,","25.4",",,0,05,","21.7",",0,18,","1833.5","0","","","436.3",",0","","","","","","","","","","","","","","","","","128.2",",,,0","216",",,,0","2.75",",0","9.75",",,,0","-4.25",",,,0"
"USC00157510","1971-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","1,0","15",",0","7",",0","0",",0","2",",0","1",",0","0",",0","21",",0","0","1,0","2","1,0","0","1,0","","","","","-9.4",",0,24,","51",",,0,04,+","51",",,0,03,","8.6",",,0,19,","22.2","1,0,14,","2210.7","0","","","377.2","1,0","","","","","","","","","","","","","","","","","48.4",",,,0","51",",,,0","5.83","1,0","12.87","1,,,0","-1.21",",,,0"
"USC00157510","1971-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.9","0","0.9",",0","8",",0","7",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0",",0","17",",0","0",",0","","","2","","-2.2",",0,08,+","0",",,0,30,+","0",",T,0,07,","64.0",",,0,28,","28.3",",0,20,+","2381.3","0","","","170.6",",0","","","","","","","","","","","","","","","","","131.9",",,,0","0",",T,,0","12.68",",0","21.49",",,,0","3.86",",,,0"
"USC00157510","1971-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","18.2","0","17.3",",0","9",",0","7",",0","3",",0","0",",0","0",",0","0",",0","1",",0","0",",0","25",",0","0",",0","","","3","","0.0",",0,04,","0",",,0,31,+","0",",,0,31,+","57.7",",,0,07,","30.0",",0,18,","2468.0","0","","","86.7",",0","","","","","","","","","","","","","","","","","188.8",",,,0","0",",,,0","16.09",",0","23.31",",,,0","8.87",",,,0"
"USC00157510","1971-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","169.0","0","150.8",",0","14",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","","","6","","9.4",",0,01,","0",",,0,30,+","0",",,0,30,+","40.6",",,0,15,","35.0",",0,27,","2468.0","0","","","0.0",",0","","","","","","","","","","","","","","","","","91.4",",,,0","0",",,,0","23.36",",0","29.96",",,,0","16.76",",,,0"
"USC00157510","1971-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","296.4","0","127.4","2,0","15",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","29","2,0","2","2,0","","","2","","12.2",",0,22,+","0",",,0,31,+","0",",,0,31,+","64.5",",,0,19,","33.9","2,0,09,","0.0","0","","","0.0","2,0","","","","","","","","","","","","","","","","","179.4",",,,0","0",",,,0","22.70","2,0","28.41","2,,,0","16.98",",,,0"
"USC00157510","1971-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","435.0","0","138.6",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","3","","10.6",",0,28,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,03,","32.2",",0,23,","0.5","0","","","0.5",",0","","","","","","","","","","","","","","","","","79.0",",,,0","0",",,,0","22.79",",0","28.91",",,,0","16.66",",,,0"
"USC00157510","1971-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","537.0","0","102.0","1,0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","27","1,0","0","1,0","","","4","","10.6",",0,14,","0",",,0,30,+","0",",,0,30,+","23.4",",,0,26,","31.1","1,0,05,+","4.4","0","","","3.9","1,0","","","","","","","","","","","","","","","","","80.8",",,,0","0",",,,0","21.71","1,0","27.23","1,,,0","16.20",",,,0"
"USC00157510","1971-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","557.6","0","20.6",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","1.1",",0,08,","0",",,0,31,+","0",",,0,31,+","5.6",",,0,15,","30.0",",0,02,","58.6","0","","","54.2",",0","","","","","","","","","","","","","","","","","11.2",",,,0","0",",,,0","17.25",",0","23.93",",,,0","10.58",",,,0"
"USC00157510","1971-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","561.5","0","3.9","1,0","10",",0","7",",0","0",",0","1",",0","1",",0","0",",0","13",",0","0","1,0","9","1,0","0","1,0","","","1","","-7.2",",0,08,","25",",,0,23,","25",",,0,23,","11.9",",,0,02,","26.7","1,0,02,","362.6","0","","","304.0","1,0","","","","","","","","","","","","","","","","","48.3",",,,0","25",",,,0","8.01","1,0","14.01","1,,,0","2.01",",,,0"
"USC00157510","1971-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","561.5","0","0.0",",0","14",",0","8",",0","1",",0","0",",0","0",",0","0",",0","10",",0","0",",0","0",",0","0",",0","","","","","-10.0",",0,18,","0",",,0,31,+","0",",T,0,04,+","29.5",",,0,06,","20.6",",0,10,","675.6","0","","","313.0",",0","","","","","","","","","","","","","","","","","95.7",",,,0","0",",T,,0","8.24",",0","13.31",",,,0","3.16",",,,0"
"USC00157510","1972-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","12",",0","11",",0","3",",0","0",",0","0",",0","1",",0","19",",0","4",",0","2",",0","0",",0","","","","","-22.2",",0,16,","0",",,0,31,+","0",",T,0,14,+","40.4",",,0,02,","21.7",",0,24,","1123.1","0","","","447.5",",0","","","","","","","","","","","","","","","","","231.8",",,,0","0",",T,,0","3.90",",0","9.37",",,,0","-1.58",",,,0"
"USC00157510","1972-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","1,0","13",",0","12",",0","1",",0","5",",0","3",",0","0",",0","21",",0","2","1,0","1","1,0","0","1,0","","","2","","-15.6",",0,05,","51",",,0,07,+","76",",,0,06,","41.4",",,0,24,","23.9","1,0,29,","1571.9","0","","","448.8","1,0","","","","","","","","","","","","","","","","","155.5",",,,0","152",",,,0","2.46","1,0","8.21","1,,,0","-3.28",",,,0"
"USC00157510","1972-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","1,0","15",",0","10",",0","1",",0","0",",0","0",",0","0",",0","13",",0","0","1,0","4","1,0","0","1,0","","","1","","-8.9",",0,09,","0",",,0,31,+","13",",,0,03,","28.2",",,0,02,","22.8","1,0,20,+","1903.7","0","","","331.8","1,0","","","","","","","","","","","","","","","","","112.5",",,,0","13",",,,0","7.18","1,0","13.04","1,,,0","1.32",",,,0"
"USC00157510","1972-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","14.1","0","14.1",",0","12",",0","10",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0",",0","17",",0","0",",0","","","4","","-4.4",",0,09,","0",",,0,30,+","0",",,0,30,+","57.2",",,0,12,","26.1",",0,19,+","2065.0","0","","","161.3",",0","","","","","","","","","","","","","","","","","184.7",",,,0","0",",,,0","13.43",",0","19.88",",,,0","6.97",",,,0"
"USC00157510","1972-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","31.6","0","17.5","2,0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","25","2,0","0","2,0","","","5","","5.0",",0,10,","0",",,0,31,+","0",",,0,31,+","44.7",",,0,08,","28.9","2,0,25,","2101.3","0","","","36.3","2,0","","","","","","","","","","","","","","","","","126.3",",,,0","0",",,,0","17.80","2,0","24.05","2,,,0","11.56",",,,0"
"USC00157510","1972-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","105.9","0","74.3","1,0","9",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","28","1,0","0","1,0","","","","","5.0",",0,01,","0",",,0,30,+","0",",,0,30,+","51.8",",,0,10,","30.6","1,0,14,","2120.8","0","","","19.5","1,0","","","","","","","","","","","","","","","","","112.7",",,,0","0",",,,0","20.27","1,0","26.47","1,,,0","14.08",",,,0"
"USC00157510","1972-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","263.8","0","157.9",",0","13",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","","","7.2",",0,07,","0",",,0,31,+","0",",,0,31,+","44.5",",,0,29,","33.3",",0,23,","3.4","0","","","3.4",",0","","","","","","","","","","","","","","","","","198.0",",,,0","0",",,,0","23.32",",0","28.75",",,,0","17.89",",,,0"
"USC00157510","1972-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","411.7","0","147.9",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","","","1","","12.8",",0,08,","0",",,0,31,+","0",",,0,31,+","18.8",",,0,20,","34.4",",0,19,","3.4","0","","","0.0",",0","","","","","","","","","","","","","","","","","59.5",",,,0","0",",,,0","23.10",",0","29.01",",,,0","17.20",",,,0"
"USC00157510","1972-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","509.4","0","97.7","1,0","11",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","28","1,0","1","1,0","","","2","","7.8",",0,30,","0",",,0,30,+","0",",,0,30,+","33.5",",,0,26,","32.2","1,0,19,","8.9","0","","","5.5","1,0","","","","","","","","","","","","","","","","","91.4",",,,0","0",",,,0","21.48","1,0","27.47","1,,,0","15.50",",,,0"
"USC00157510","1972-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","509.4","0","0.0","1,0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0","1,0","11","1,0","0","1,0","","","","","-2.2",",0,20,","0",",,0,31,+","0",",,0,31,+","29.0",",,0,04,","24.4","1,0,12,+","164.6","0","","","155.7","1,0","","","","","","","","","","","","","","","","","79.1",",,,0","0",",,,0","13.21","1,0","19.20","1,,,0","7.21",",,,0"
"USC00157510","1972-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","512.2","0","2.8",",0","15",",0","8",",0","1",",0","","","","","0",",0","7",",0","0",",0","3",",0","0",",0","","","","","-6.1",",0,24,","","","","","32.8",",,0,19,","26.1",",0,01,","505.9","0","","","341.3",",0","","","","","","","","","","","","","","","","","113.6",",,,0","","","7.05",",0","11.15",",,,0","2.95",",,,0"
"USC00157510","1972-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","512.2","0","0.0","2,0","21",",0","13",",0","4",",0","","","","","0",",0","13",",0","2","2,0","0","2,0","0","2,0","","","1","","-14.4",",0,17,","","","","","36.6",",,0,08,","18.3","2,0,05,","898.0","0","","","392.1","2,0","","","","","","","","","","","","","","","","","190.5",",,,0","","","4.90","2,0","9.35","2,,,0","0.45",",,,0"
"USC00157510","1973-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","1,0","10",",0","7",",0","0",",0","3","3,0","2",",0","2","1,0","24","1,0","6",",0","0",",0","0",",0","","","","","-17.8","1,0,12,+","51","3,,0,08,","46",",,0,08,","19.1",",,0,03,","16.7",",0,17,","1430.2","0","","","532.2",",0","","","","","","","","","","","","","","","","","74.3",",,,0","92",",,,0","0.69","1,0","6.23",",,,0","-4.85","1,,,0"
"USC00157510","1973-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","1,0","13",",0","7",",0","0",",0","2",",0","0",",0","0",",0","20",",0","3","1,0","0","1,0","0","1,0","","","","","-15.6",",0,18,+","25",",,0,16,+","13",",,0,16,+","23.9",",,0,14,","16.7","1,0,05,","1850.9","0","","","420.7","1,0","","","","","","","","","","","","","","","","","73.6",",,,0","26",",,,0","2.53","1,0","8.64","1,,,0","-3.59",",,,0"
