"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00157510","1954-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","776.9","0","0.0",",0","13",",0","7",",0","0",",0","2",",0","1",",0","0",",0","17",",0","0",",0","7",",0","0",",0","","","","","-11.7",",0,03,","102",",,0,03,+","127",",,0,02,","11.4",",,0,20,","23.9",",0,17,","517.5","0","","","347.9",",0","","","","","","","","","","","","","","","","","66.7",",,,0","127",",,,0","6.74",",0","13.20",",,,0","0.27",",,,0"
"USC00157510","1954-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","776.9","0","0.0","1,0","15",",0","11",",0","1",",0","1",",0","0",",0","0",",0","22",",0","2","1,0","0","1,0","0","1,0","2","","","","-8.9",",0,08,","25",",,0,19,","13",",,0,19,","30.2",",,0,05,","20.0","1,0,29,","978.0","0","","","460.5","1,0","","","","","","","","","","","","","","","","","158.5",",,,0","13",",,,0","2.94","1,0","7.72","1,,,0","-1.84",",,,0"
"USC00157510","1955-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","16",",0","8",",0","0",",0","5",",0","0","3,0","1",",0","23",",0","3",",0","0",",0","0",",0","","","","","-19.4",",0,29,","102",",,0,19,","0","3,,0,31,+","9.9",",,0,21,","18.9",",0,05,","1496.4","0","","","518.4",",0","","","","","","","","","","","","","","","","","45.4",",,,0","0","3,,,0","1.61",",0","6.92",",,,0","-3.69",",,,0"
"USC00157510","1955-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","15",",0","11",",0","4",",0","1","4,0","2",",0","2",",0","16",",0","1",",0","2",",0","0",",0","","","","","-23.3",",0,13,","102","4,,0,14,","102",",,0,11,","56.6",",,0,06,","21.1",",0,28,+","1896.6","0","","","400.2",",0","","","","","","","","","","","","","","","","","236.5",",,,0","140",",,,0","4.04",",0","10.40",",,,0","-2.32",",,,0"
"USC00157510","1955-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","2.4","0","2.4",",0","18",",0","10",",0","2",",0","0",",0","0",",0","0",",0","12",",0","0",",0","6",",0","0",",0","","","2","","-10.0",",0,27,","0",",,0,31,+","0",",T,0,26,+","43.2",",,0,21,","25.0",",0,04,","2168.4","0","","","271.8",",0","","","","","","","","","","","","","","","","","188.6",",,,0","0",",T,,0","9.65",",0","15.98",",,,0","3.31",",,,0"
"USC00157510","1955-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","11.9","0","9.5",",0","13",",0","7",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","21",",0","0",",0","","","","","-3.9",",0,08,","0",",,0,30,+","0",",,0,30,+","14.7",",,0,23,","30.6",",0,19,+","2269.4","0","","","101.0",",0","","","","","","","","","","","","","","","","","74.4",",,,0","0",",,,0","15.28",",0","22.94",",,,0","7.62",",,,0"
"USC00157510","1955-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","59.4","0","47.5","1,0","17",",0","10",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","28","1,0","0","1,0","","","","","3.3","1,0,09,","0",",,0,31,+","0",",,0,31,+","50.0",",,0,24,","31.1","1,0,26,","2288.8","0","","","19.4","1,0","","","","","","","","","","","","","","","","","147.8",",,,0","0",",,,0","19.27","1,0","26.21","1,,,0","12.33","1,,,0"
"USC00157510","1955-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","114.7","0","55.3",",0","11",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","6.7",",0,01,","0",",,0,30,+","0",",,0,30,+","25.1",",,0,10,","31.1",",0,22,+","2307.1","0","","","18.3",",0","","","","","","","","","","","","","","","","","97.9",",,,0","0",",,,0","19.57",",0","26.39",",,,0","12.74",",,,0"
"USC00157510","1955-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","342.1","0","227.4",",0","15",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","","","16.7",",0,02,","0",",,0,31,+","0",",,0,31,+","47.2",",,0,24,","35.0",",0,27,","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","","","110.0",",,,0","0",",,,0","25.67",",0","31.40",",,,0","19.94",",,,0"
"USC00157510","1955-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","538.0","0","195.9",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","1","","","","11.1",",0,31,","0",",,0,31,+","0",",,0,31,+","44.2",",,0,22,","34.4",",0,04,+","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","","","68.2",",,,0","0",",,,0","24.65",",0","31.23",",,,0","18.07",",,,0"
"USC00157510","1955-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","651.0","0","113.0",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","","","","","9.4",",0,13,","0",",,0,30,+","0",",,0,30,+","55.6",",,0,30,","35.0",",0,21,","0.2","0","","","0.2",",0","","","","","","","","","","","","","","","","","72.1",",,,0","0",",,,0","22.09",",0","30.28",",,,0","13.91",",,,0"
"USC00157510","1955-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","665.8","0","14.8",",0","10",",0","4",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","17",",0","0",",0","","","","","-3.9",",0,25,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,07,","27.2",",0,03,","162.0","0","","","161.8",",0","","","","","","","","","","","","","","","","","64.5",",,,0","0",",,,0","13.59",",0","20.87",",,,0","6.31",",,,0"
"USC00157510","1955-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","668.6","0","2.8",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","20",",0","1",",0","7",",0","0",",0","","","","","-12.2",",0,28,","0",",,0,30,+","0",",,0,30,+","17.8",",,0,19,","24.4",",0,13,","522.6","0","","","360.6",",0","","","","","","","","","","","","","","","","","59.3",",,,0","0",",,,0","6.41",",0","13.66",",,,0","-0.85",",,,0"
"USC00157510","1955-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","668.6","0","0.0",",0","6",",0","5",",0","0",",0","0",",0","0","1,0","0",",0","25",",0","2",",0","1",",0","0",",0","","","1","","-15.6",",0,16,","0",",,0,31,+","0","1,T,0,09,","11.4",",,0,03,","21.1",",0,24,","1033.7","0","","","511.1",",0","","","","","","","","","","","","","","","","","38.3",",,,0","0","1,T,,0","1.85",",0","7.89",",,,0","-4.19",",,,0"
"USC00157510","1956-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","1,0","9",",0","4",",0","2",",0","1",",0","0","3,0","0","1,0","30","1,0","4",",0","0",",0","0",",0","","","1","","-13.3","1,0,14,","25",",,0,16,","0","3,T,0,26,+","40.6",",,0,29,","16.7",",0,06,","1581.8","0","","","548.1",",0","","","","","","","","","","","","","","","","","102.4",",,,0","0","3,T,,0","0.14","1,0","5.68",",,,0","-5.40","1,,,0"
"USC00157510","1956-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","17",",0","16",",0","5",",0","0",",0","0",",0","0",",0","12",",0","0",",0","0",",0","0",",0","1","","","","-8.3",",0,22,","0",",,0,29,+","0",",,0,29,+","44.2",",,0,18,","16.1",",0,08,","1938.8","0","","","357.0",",0","","","","","","","","","","","","","","","","","296.0",",,,0","0",",,,0","6.02",",0","10.96",",,,0","1.09",",,,0"
"USC00157510","1956-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","1.4","0","1.4",",0","13",",0","10",",0","1",",0","0",",0","0",",0","0",",0","16",",0","0",",0","5",",0","0",",0","","","","","-7.8",",0,25,+","0",",,0,31,+","0",",T,0,24,+","46.0",",,0,14,","25.6",",0,07,+","2270.4","0","","","331.6",",0","","","","","","","","","","","","","","","","","136.9",",,,0","0",",T,,0","7.68",",0","14.57",",,,0","0.79",",,,0"
"USC00157510","1956-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","11.4","0","10.0",",0","14",",0","9",",0","3",",0","0",",0","0",",0","0",",0","4",",0","0",",0","9",",0","0",",0","","","1","","-5.0",",0,21,","0",",,0,30,+","0",",T,0,07,","48.3",",,0,15,","28.9",",0,28,+","2484.9","0","","","214.5",",0","","","","","","","","","","","","","","","","","181.2",",,,0","0",",T,,0","11.52",",0","17.87",",,,0","5.16",",,,0"
"USC00157510","1956-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","65.8","0","54.4",",0","13",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","4.4",",0,19,+","0",",,0,31,+","0",",,0,31,+","23.4",",,0,02,","31.1",",0,22,","2523.9","0","","","39.0",",0","","","","","","","","","","","","","","","","","58.0",",,,0","0",",,,0","18.83",",0","25.78",",,,0","11.87",",,,0"
"USC00157510","1956-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","194.5","0","128.7",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","7",",0","","","5","","5.0",",0,04,","0",",,0,30,+","0",",,0,30,+","23.1",",,0,25,","33.3",",0,24,","2544.4","0","","","20.5",",0","","","","","","","","","","","","","","","","","58.5",",,,0","0",",,,0","21.94",",0","28.96",",,,0","14.92",",,,0"
"USC00157510","1956-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","366.0","0","171.5","1,0","17",",0","13",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","8","1,0","","","4","","9.4",",0,11,","0",",,0,31,+","0",",,0,31,+","50.8",",,0,23,","34.4","1,0,27,","0.0","0","","","0.0","1,0","","","","","","","","","","","","","","","","","225.7",",,,0","0",",,,0","24.04","1,0","30.52","1,,,0","17.57",",,,0"
"USC00157510","1956-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","513.1","0","147.1",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","1","","","","6.7",",0,22,","0",",,0,31,+","0",",,0,31,+","21.1",",,0,20,","33.9",",0,05,","4.4","0","","","4.4",",0","","","","","","","","","","","","","","","","","49.2",",,,0","0",",,,0","22.94",",0","29.65",",,,0","16.22",",,,0"
"USC00157510","1956-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","567.9","0","54.8",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","1","","","","1.1",",0,21,","0",",,0,30,+","0",",,0,30,+","11.7",",,0,06,","32.2",",0,16,","49.5","0","","","45.1",",0","","","","","","","","","","","","","","","","","30.3",",,,0","0",",,,0","18.66",",0","26.20",",,,0","11.11",",,,0"
"USC00157510","1956-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","578.5","0","10.6",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","","","0.6",",0,08,","0",",,0,31,+","0",",,0,31,+","20.6",",,0,04,","31.7",",0,01,","141.3","0","","","91.8",",0","","","","","","","","","","","","","","","","","57.0",",,,0","0",",,,0","15.71",",0","22.99",",,,0","8.44",",,,0"
"USC00157510","1956-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","578.5","0","0.0",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","16",",0","2",",0","7",",0","0",",0","","","","","-10.6",",0,25,","0",",,0,30,+","0",",T,0,27,+","21.6",",,0,16,","25.6",",0,04,+","492.6","0","","","351.3",",0","","","","","","","","","","","","","","","","","52.9",",,,0","0",",T,,0","6.62",",0","13.56",",,,0","-0.32",",,,0"
"USC00157510","1956-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","578.5","0","0.0","1,0","19",",0","13",",0","2",",0","0",",0","0",",0","0",",0","15",",0","0","1,0","0","1,0","0","1,0","","","1","","-7.2",",0,01,","0",",,0,31,+","0",",T,0,25,","72.6",",,0,13,","20.6","1,0,06,+","800.7","0","","","308.1","1,0","","","","","","","","","","","","","","","","","219.0",",,,0","0",",T,,0","8.06","1,0","13.55","1,,,0","2.56",",,,0"
"USC00157510","1957-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","20",",0","12",",0","4",",0","","","","","1",",0","25",",0","5",",0","0",",0","0",",0","","","","","-18.9",",0,17,","","","","","67.1",",,0,22,","17.2",",0,21,+","1323.4","0","","","522.7",",0","","","","","","","","","","","","","","","","","251.7",",,,0","","","1.47",",0","6.75",",,,0","-3.80",",,,0"
"USC00157510","1957-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","16",",0","9",",0","1",",0","1","1,0","0","2,0","0",",0","15",",0","1",",0","0",",0","0",",0","","","","","-15.0",",0,20,","51","1,,0,19,","0","2,,0,28,+","32.3",",,0,19,","20.6",",0,09,","1666.8","0","","","343.4",",0","","","","","","","","","","","","","","","","","121.2",",,,0","0","2,,,0","6.07",",0","12.28",",,,0","-0.14",",,,0"
"USC00157510","1957-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","15",",0","8",",0","0",",0","0","1,0","0","1,0","0",",0","18",",0","0",",0","3",",0","0",",0","","","","","-7.2",",0,10,","0","1,,0,31,+","0","1,,0,31,+","17.0",",,0,07,","23.3",",0,14,","2021.6","0","","","354.8",",0","","","","","","","","","","","","","","","","","69.0",",,,0","0","1,,,0","6.89",",0","13.25",",,,0","0.52",",,,0"
"USC00157510","1957-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","32.7","0","32.7",",0","14",",0","8",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","16",",0","0",",0","","","1","","-3.9",",0,14,+","0",",,0,30,+","0",",T,0,12,","31.2",",,0,04,","30.0",",0,28,","2167.2","0","","","145.6",",0","","","","","","","","","","","","","","","","","95.2",",,,0","0",",T,,0","14.57",",0","22.11",",,,0","7.03",",,,0"
"USC00157510","1957-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","76.6","0","43.9",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","27",",0","0",",0","2","","1","","-2.8",",0,06,","0",",,0,31,+","0",",,0,31,+","21.1",",,0,14,","30.6",",0,13,+","2220.6","0","","","53.4",",0","","","","","","","","","","","","","","","","","92.6",",,,0","0",",,,0","18.03",",0","25.64",",,,0","10.41",",,,0"
"USC00157510","1957-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","202.1","0","125.5",",0","18",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","3","","6","","9.4",",0,26,","0",",,0,30,+","0",",,0,30,+","16.3",",,0,09,","34.4",",0,17,+","2220.6","0","","","0.0",",0","","","","","","","","","","","","","","","","","119.4",",,,0","0",",,,0","22.52",",0","29.04",",,,0","15.99",",,,0"
"USC00157510","1957-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","360.2","0","158.1","1,0","9",",0","5",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","9","1,0","6","","","","11.7","1,0,11,+","0",",,0,31,+","0",",,0,31,+","34.3",",,0,23,","33.9","1,0,08,","0.0","0","","","0.0","1,0","","","","","","","","","","","","","","","","","86.4",",,,0","0",",,,0","23.60","1,0","30.81","1,,,0","16.39","1,,,0"
"USC00157510","1957-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","504.3","0","144.1","1,0","7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","16","1,0","1","","2","","8.9",",0,07,","0",",,0,31,+","0",",,0,31,+","38.6",",,0,14,","35.0","1,0,31,","0.0","0","","","0.0","1,0","","","","","","","","","","","","","","","","","86.7",",,,0","0",",,,0","23.14","1,0","31.19","1,,,0","15.09",",,,0"
"USC00157510","1957-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","594.6","0","90.3",",0","13",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","2",",0","","","3","","7.2",",0,25,+","0",",,0,30,+","0",",,0,30,+","48.0",",,0,12,","35.0",",0,01,","19.9","0","","","19.9",",0","","","","","","","","","","","","","","","","","207.0",",,,0","0",",,,0","20.68",",0","26.32",",,,0","15.04",",,,0"
"USC00157510","1957-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","594.6","0","0.0",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","11",",0","0",",0","1","","","","-5.0",",0,28,","0",",,0,31,+","0",",T,0,27,+","19.3",",,0,24,","23.9",",0,02,+","225.5","0","","","205.6",",0","","","","","","","","","","","","","","","","","72.8",",,,0","0",",T,,0","11.70",",0","17.67",",,,0","5.73",",,,0"
"USC00157510","1957-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","594.6","0","0.0",",0","17",",0","7",",0","1",",0","0",",0","0",",0","0",",0","12",",0","0",",0","2",",0","0",",0","","","1","","-9.4",",0,10,","0",",,0,30,+","0",",T,0,30,+","25.9",",,0,17,","22.2",",0,18,","529.3","0","","","303.8",",0","","","","","","","","","","","","","","","","","117.7",",,,0","0",",T,,0","8.21",",0","14.33",",,,0","2.08",",,,0"
"USC00157510","1957-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","594.6","0","0.0","1,0","15",",0","9",",0","1",",0","","","","","0",",0","18",",0","1","1,0","0","1,0","0","1,0","","","","","-17.2",",0,12,","","","","","48.8",",,0,07,","18.9","1,0,23,","917.2","0","","","387.9","1,0","","","","","","","","","","","","","","","","","128.5",",,,0","","","5.38","1,0","11.19","1,,,0","-0.43",",,,0"
"USC00157510","1958-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","16",",0","5",",0","0",",0","2",",0","0","4,0","0",",0","28",",0","4",",0","0",",0","0",",0","","","","","-16.1",",0,09,","51",",,0,22,","0","4,T,0,17,+","20.1",",,0,24,","14.4",",0,21,","1484.3","0","","","567.1",",0","","","","","","","","","","","","","","","","","67.6",",,,0","0","4,T,,0","0.04",",0","5.14",",,,0","-5.06",",,,0"
"USC00157510","1958-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","11",",0","6",",0","0",",0","3",",0","","","3",",0","23",",0","12",",0","0",",0","0",",0","","","","","-21.1",",0,17,","76",",,0,15,","","","19.3",",,0,01,","18.9",",0,26,","2047.2","0","","","562.9",",0","","","","","","","","","","","","","","","","","62.5",",,,0","","","-1.77",",0","4.07",",,,0","-7.61",",,,0"
"USC00157510","1958-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","16",",0","7",",0","0",",0","1",",0","0","3,0","0",",0","19",",0","0",",0","0",",0","0",",0","6","","","","-6.7",",0,04,","25",",,0,17,","0","3,T,0,18,","19.8",",,0,13,","15.6",",0,05,","2461.5","0","","","414.3",",0","","","","","","","","","","","","","","","","","92.3",",,,0","0","3,T,,0","4.97",",0","9.79",",,,0","0.15",",,,0"
"USC00157510","1958-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","5.5","0","5.5","1,0","18",",0","11",",0","1",",0","0",",0","0",",0","0","1,0","4","1,0","0",",0","14",",0","0",",0","1","","4","","-3.9","1,0,08,","0",",,0,30,+","0",",,0,30,+","25.4",",,0,27,","27.2",",0,24,","2612.5","0","","","151.0",",0","","","","","","","","","","","","","","","","","145.0",",,,0","0",",,,0","13.34","1,0","20.43",",,,0","6.24","1,,,0"
"USC00157510","1958-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","45.5","0","40.0",",0","13",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","10","","1","","3.3",",0,08,","0",",,0,31,+","0",",,0,31,+","17.8",",,0,05,","30.0",",0,31,","2660.8","0","","","48.3",",0","","","","","","","","","","","","","","","","","75.4",",,,0","0",",,,0","18.06",",0","24.87",",,,0","11.25",",,,0"
"USC00157510","1958-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","125.0","0","79.5","3,0","8",",0","6",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","29","1,0","1","1,0","11","","5","","8.3","2,0,23,","0",",,0,30,+","0",",,0,30,+","20.3",",,0,20,","32.8","1,0,13,","2664.4","0","","","3.6","1,0","","","","","","","","","","","","","","","","","99.2",",,,0","0",",,,0","21.13","3,0","27.79","1,,,0","14.48","2,,,0"
"USC00157510","1958-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","315.4","0","190.4",",0","17",",0","15",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","2","","6","","14.4",",0,01,","0",",,0,31,+","0",",,0,31,+","32.3",",,0,12,","32.2",",0,30,+","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","","","149.5",",,,0","0",",,,0","24.48",",0","29.91",",,,0","19.04",",,,0"
"USC00157510","1958-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","462.8","0","147.4",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","11","","5","","9.4",",0,28,","0",",,0,31,+","0",",,0,31,+","44.2",",,0,01,","32.2",",0,06,","0.8","0","","","0.8",",0","","","","","","","","","","","","","","","","","129.7",",,,0","0",",,,0","23.06",",0","29.44",",,,0","16.69",",,,0"
"USC00157510","1958-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","517.6","0","54.8",",0","11",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","11","","","","5.6",",0,09,","0",",,0,30,+","0",",,0,30,+","36.8",",,0,20,","32.8",",0,05,","22.8","0","","","22.0",",0","","","","","","","","","","","","","","","","","105.8",",,,0","0",",,,0","19.43",",0","26.43",",,,0","12.43",",,,0"
"USC00157510","1958-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","520.1","0","2.5",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","15",",0","0",",0","4","","1","","-3.3",",0,31,+","0",",,0,31,+","0",",,0,31,+","18.0",",,0,18,","27.2",",0,09,","193.4","0","","","170.6",",0","","","","","","","","","","","","","","","","","39.1",",,,0","0",",,,0","12.91",",0","20.60",",,,0","5.22",",,,0"
"USC00157510","1958-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","522.9","0","2.8","1,0","9",",0","8",",0","1",",0","0",",0","0","1,0","0",",0","13",",0","0","1,0","9","1,0","0","1,0","","","","","-12.2",",0,30,","0",",T,0,28,","0","1,,0,30,+","30.2",",,0,28,","26.1","1,0,17,","477.4","0","","","284.0","1,0","","","","","","","","","","","","","","","","","92.6",",,,0","0","1,,,0","8.71","1,0","15.92","1,,,0","1.51",",,,0"
"USC00157510","1958-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","522.9","0","0.0","1,0","11",",0","3",",0","0",",0","","","","","0","1,0","27","1,0","4",",0","0",",0","0",",0","","","","","-14.4","1,0,15,","","","","","3.8",",,0,03,","16.1",",0,29,","1036.1","0","","","558.7",",0","","","","","","","","","","","","","","","","","15.9",",,,0","","","-0.21","1,0","6.45",",,,0","-6.87","1,,,0"
