"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USC00425654","1932-05","38.40168","-113.01624","1526.7","MILFORD, UT US","2.2","0","2.2",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","24",",0","0",",0","","","","","","","0.0",",0,23,+","0",",,0,31,+","0",",T,0,05,","7.6",",,0,05,","30.6",",0,16,","","","3823.0","0","140.6",",0","","","","","12.4",",,,0","","","0",",T,,0","13.87",",0","23.06",",,,0","4.68",",,,0","","","","","","","","","","","",""
"USC00425654","1932-06","38.40168","-113.01624","1526.7","MILFORD, UT US","62.9","0","60.7","1,0","3",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","26",",0","11",",0","","","","","","","-1.1","1,0,07,","0",",,0,30,+","0",",T,0,06,","16.8",",,0,06,","36.7",",0,25,","","","3887.2","0","64.2",",0","","","","","21.3",",,,0","","","0",",T,,0","18.34","1,0","28.13",",,,0","8.55","1,,,0","","","","","","","","","","","",""
"USC00425654","1932-07","38.40168","-113.01624","1526.7","MILFORD, UT US","201.1","0","138.2",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","3","","3.9",",0,14,","0",",,0,31,+","0",",T,0,10,+","30.5",",,0,10,","37.2",",0,07,+","","","2.8","0","2.8",",0","","","","","49.7",",,,0","","","0",",T,,0","22.70",",0","32.25",",,,0","13.15",",,,0","","","","","","","","","","","",""
"USC00425654","1932-08","38.40168","-113.01624","1526.7","MILFORD, UT US","316.7","0","115.6",",0","2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","20",",0","","","","","2","","1.7",",0,31,","0",",,0,31,+","0",",T,0,27,","34.8",",,0,27,","36.7",",0,07,","","","17.2","0","14.4",",0","","","","","47.5",",,,0","","","0",",T,,0","21.60",",0","31.60",",,,0","11.59",",,,0","","","","","","","","","","","",""
"USC00425654","1932-09","38.40168","-113.01624","1526.7","MILFORD, UT US","325.0","0","8.3",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","29",",0","3",",0","","","","","3","","0.0",",0,25,","0",",,0,30,+","0",",,0,30,+","5.8",",,0,28,","32.8",",0,06,","","","82.8","0","65.6",",0","","","","","8.6",",,,0","","","0",",,,0","16.42",",0","27.33",",,,0","5.52",",,,0","","","","","","","","","","","",""
"USC00425654","1932-10","38.40168","-113.01624","1526.7","MILFORD, UT US","325.0","0","0.0",",0","2","1,0","2","1,0","0","1,0","0","1,0","0","1,0","0",",0","20",",0","0",",0","14",",0","0",",0","","","","","","","-10.0",",0,31,","0","1,,0,31,+","20","1,,0,17,","4.8","1,,0,17,","25.6",",0,16,+","","","367.7","0","284.9",",0","","","","","8.4","1,,,0","","","20","1,,,0","9.14",",0","18.66",",,,0","-0.37",",,,0","","","","","","","","","","","",""
"USC00425654","1932-11","38.40168","-113.01624","1526.7","MILFORD, UT US","325.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","1",",0","0",",0","","","","","","","-13.3",",0,24,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,18,+","21.1",",0,06,","","","779.3","0","411.6",",0","","","","","0.0",",T,,0","","","0",",,,0","4.61",",0","14.89",",,,0","-5.67",",,,0","","","","","","","","","","","",""
"USC00425654","1932-12","38.40168","-113.01624","1526.7","MILFORD, UT US","325.0","0","0.0","1,0","4",",0","2",",0","0",",0","0","4,0","1","2,0","16","1,0","30","1,0","19",",0","0",",0","0",",0","1","","","","","","-27.8","1,0,11,","0","4,,0,31,+","152","2,,0,10,","12.7",",,0,10,+","13.3",",0,05,","","","1565.0","0","785.7",",0","","","","","26.5",",,,0","","","183","2,,,0","-8.09","1,0","-0.69",",,,0","-15.48","1,,,0","","","","","","","","","","","",""
"USC00425654","1933-01","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","7",",0","2",",0","0",",0","0",",0","2",",0","","","","","","","","","","","","","","","","","","","0",",,0,31,+","51",",,0,21,","5.1",",,0,21,","","","","","","","","","","","","","13.1",",,,0","","","131",",,,0","","","","","","","","","","","","","","","","","",""
"USC00425654","1933-02","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0",",0","6",",0","0",",0","0",",0","0",",0","1",",0","9",",0","28",",0","9",",0","0",",0","0",",0","","","","","","","-32.8",",0,10,","0",",,0,28,+","33",",,0,18,","1.8",",,0,18,","13.9",",0,28,","","","","","684.6",",0","","","","","4.2",",,,0","","","62",",,,0","-6.12",",0","1.74",",,,0","-13.98",",,,0","","","","","","","","","","","",""
"USC00425654","1933-03","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0","1,0","5",",0","2",",0","1",",0","0",",0","2",",0","0","1,0","26","1,0","0",",0","2",",0","0",",0","","","","","1","","-12.2","1,0,22,","0",",,0,31,+","114",",,0,17,","29.0",",,0,17,","22.8",",0,31,","","","","","402.3",",0","","","","","36.7",",,,0","","","178",",,,0","4.91","1,0","13.41",",,,0","-3.58","1,,,0","","","","","","","","","","","",""
"USC00425654","1933-04","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0",",0","4",",0","2",",0","0",",0","0","1,0","1",",0","0",",0","19",",0","0",",0","5",",0","0",",0","","","","","","","-11.7",",0,10,","0","1,,0,30,+","76",",,0,30,","19.6",",,0,30,","22.8",",0,15,","","","","","352.4",",0","","","","","27.0",",,,0","","","89",",,,0","6.59",",0","15.11",",,,0","-1.94",",,,0","","","","","","","","","","","",""
"USC00425654","1933-05","38.40168","-113.01624","1526.7","MILFORD, UT US","","","2.8",",0","8",",0","6",",0","0",",0","0",",0","1","1,0","0",",0","14",",0","0",",0","12",",0","1",",0","","","","","","","-2.8",",0,01,","0",",,0,31,+","114","1,,0,03,","9.7",",,0,03,","32.8",",0,30,","","","","","259.9",",0","","","","","30.0",",,,0","","","145","1,,,0","10.04",",0","18.60",",,,0","1.48",",,,0","","","","","","","","","","","",""
"USC00425654","1933-06","38.40168","-113.01624","1526.7","MILFORD, UT US","","","74.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","18",",0","","","","","1","","3.3",",0,04,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,14,","36.7",",0,12,","","","","","16.4",",0","","","","","0.0",",T,,0","","","0",",,,0","20.28",",0","31.85",",,,0","8.70",",,,0","","","","","","","","","","","",""
"USC00425654","1933-07","38.40168","-113.01624","1526.7","MILFORD, UT US","","","197.1","1,0","6",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","27",",0","","","","","1","","5.6","1,0,01,","0",",,0,31,+","0",",,0,31,+","7.6",",,0,21,","38.3",",0,13,","","","0.0","0","0.0",",0","","","","","11.6",",,,0","","","0",",,,0","24.90","1,0","34.84",",,,0","14.97","1,,,0","","","","","","","","","","","",""
"USC00425654","1933-08","38.40168","-113.01624","1526.7","MILFORD, UT US","","","109.2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","","","","","","","5.0",",0,28,","0",",,0,31,+","0",",,0,31,+","5.1",",,0,21,","39.4",",0,13,","","","4.5","0","4.5",",0","","","","","5.9",",,,0","","","0",",,,0","21.71",",0","32.26",",,,0","11.16",",,,0","","","","","","","","","","","",""
"USC00425654","1933-09","38.40168","-113.01624","1526.7","MILFORD, UT US","","","32.6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","30",",0","5",",0","","","","","","","0.0",",0,19,","0",",,0,30,+","0",",,0,30,+","4.8",",,0,13,","33.9",",0,04,","","","27.1","0","22.6",",0","","","","","5.8",",,,0","","","0",",,,0","18.67",",0","29.68",",,,0","7.65",",,,0","","","","","","","","","","","",""
"USC00425654","1933-10","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","26",",0","0",",0","","","","","","","-5.0",",0,22,+","0",",T,0,31,","8",",,0,31,","3.8",",,0,31,+","28.3",",0,23,","","","204.9","0","177.8",",0","","","","","7.6",",,,0","","","8",",,,0","12.60",",0","24.04",",,,0","1.15",",,,0","","","","","","","","","","","",""
"USC00425654","1933-11","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0",",0","4",",0","1",",0","0",",0","1",",0","1",",0","0",",0","29",",0","0",",0","1",",0","0",",0","","","","","","","-12.2",",0,06,","76",",,0,30,","84",",,0,30,","7.4",",,0,30,","21.1",",0,15,","","","660.1","0","455.2",",0","","","","","9.3",",,,0","","","97",",,,0","3.16",",0","14.04",",,,0","-7.73",",,,0","","","","","","","","","","","",""
"USC00425654","1933-12","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0",",0","4",",0","3",",0","0",",0","0","1,0","1",",0","1",",0","27",",0","0",",0","0",",0","0",",0","2","","","","","","-20.0",",0,17,","0","1,T,0,31,+","51",",,0,16,","11.4",",,0,14,","17.8",",0,27,","","","1152.7","0","492.6",",0","","","","","21.1",",,,0","","","64",",,,0","2.44",",0","9.84",",,,0","-4.95",",,,0","","","","","","","","","","","",""
"USC00425654","1934-01","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","1",",0","0",",0","29",",0","0",",0","0",",0","0",",0","3","","","","","","-15.6",",0,12,","0",",,0,31,+","38",",,0,24,","3.0",",,0,24,","13.3",",0,22,","","","1741.1","0","588.4",",0","","","","","5.6",",,,0","","","38",",,,0","-0.65",",0","6.54",",,,0","-7.83",",,,0","","","","","","","","","","","",""
"USC00425654","1934-02","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","5",",0","3",",0","0",",0","0",",0","1",",0","0",",0","25",",0","0",",0","0",",0","0",",0","","","","","","","-7.8",",0,01,","0",",,0,28,+","51",",,0,09,","10.2",",,0,09,","20.6",",0,02,","","","2135.1","0","394.0",",0","","","","","25.2",",,,0","","","51",",,,0","4.26",",0","11.87",",,,0","-3.35",",,,0","","","","","","","","","","","",""
"USC00425654","1934-03","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","13",",0","0",",0","","","","","","","-10.0",",0,08,","0",",,0,31,+","0",",T,0,31,","6.9",",,0,25,","24.4",",0,14,","","","2432.9","0","297.8",",0","","","","","10.5",",,,0","","","0",",T,,0","8.73",",0","19.21",",,,0","-1.75",",,,0","","","","","","","","","","","",""
"USC00425654","1934-04","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","5",",0","2",",0","0",",0","0",",0","2",",0","0",",0","9",",0","0",",0","22",",0","0",",0","","","","","","","-2.8",",0,06,+","0",",,0,30,+","127",",,0,03,","6.9",",,0,03,","29.4",",0,12,","","","2625.3","0","192.4",",0","","","","","14.2",",,,0","","","191",",,,0","11.92",",0","22.05",",,,0","1.79",",,,0","","","","","","","","","","","",""
"USC00425654","1934-05","38.40168","-113.01624","1526.7","MILFORD, UT US","3.9","0","3.9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","26",",0","1",",0","","","","","","","-1.7",",0,03,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,28,","33.3",",0,11,","","","2710.8","0","85.5",",0","","","","","0.5",",,,0","","","0",",,,0","15.70",",0","25.28",",,,0","6.12",",,,0","","","","","","","","","","","",""
"USC00425654","1934-06","38.40168","-113.01624","1526.7","MILFORD, UT US","22.1","0","18.2",",0","2","1,0","2","1,0","0","1,0","0",",0","0",",0","0",",0","1",",0","0",",0","25",",0","2",",0","","","","","","","-0.6",",0,02,","0",",,0,30,+","0",",,0,30,+","4.1","1,,0,15,","33.9",",0,30,","","","2780.6","0","69.8",",0","","","","","7.9","1,,,0","","","0",",,,0","16.61",",0","25.15",",,,0","8.07",",,,0","","","","","","","","","","","",""
"USC00425654","1934-07","38.40168","-113.01624","1526.7","MILFORD, UT US","185.6","0","163.5",",0","5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","","","2","","8.3",",0,01,","0",",,0,31,+","0",",T,0,03,","45.7",",,0,03,","37.8",",0,29,+","","","0.5","0","0.5",",0","","","","","66.6",",,,0","","","0",",T,,0","23.59",",0","33.65",",,,0","13.53",",,,0","","","","","","","","","","","",""
"USC00425654","1934-08","38.40168","-113.01624","1526.7","MILFORD, UT US","342.1","0","156.5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","","","","","7.8",",0,24,","0",",,0,31,+","0",",,0,31,+","5.1",",,0,04,","36.1",",0,19,+","","","0.5","0","0.0",",0","","","","","6.7",",,,0","","","0",",,,0","23.38",",0","32.75",",,,0","14.01",",,,0","","","","","","","","","","","",""
"USC00425654","1934-09","38.40168","-113.01624","1526.7","MILFORD, UT US","362.2","0","20.1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","26",",0","6",",0","","","","","","","-5.0",",0,28,","0",",,0,30,+","0",",,0,30,+","1.5",",,0,07,","35.6",",0,04,","","","84.3","0","83.8",",0","","","","","1.5",",,,0","","","0",",,,0","16.21",",0","27.39",",,,0","5.03",",,,0","","","","","","","","","","","",""
"USC00425654","1934-10","38.40168","-113.01624","1526.7","MILFORD, UT US","362.2","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","19",",0","0",",0","","","","","","","-5.6",",0,24,","0",",,0,31,+","0",",,0,31,+","4.6",",,0,18,","27.8",",0,11,+","","","311.9","0","227.6",",0","","","","","5.1",",,,0","","","0",",,,0","10.99",",0","21.98",",,,0","0.00",",,,0","","","","","","","","","","","",""
"USC00425654","1934-11","38.40168","-113.01624","1526.7","MILFORD, UT US","362.2","0","0.0",",0","7",",0","1",",0","0",",0","0",",0","3",",0","0",",0","24",",0","2",",0","7",",0","0",",0","","","","","","","-16.1",",0,30,","0",",,0,30,+","64",",,0,26,","4.6",",,0,19,","24.4",",0,06,","","","716.3","0","404.4",",0","","","","","13.5",",,,0","","","163",",,,0","4.85",",0","13.15",",,,0","-3.44",",,,0","","","","","","","","","","","",""
"USC00425654","1934-12","38.40168","-113.01624","1526.7","MILFORD, UT US","362.2","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","4",",0","29",",0","7",",0","0",",0","0",",0","2","","","","","","-20.0",",0,03,","0",",,0,31,+","5",",,0,01,","3.8",",,0,15,","11.7",",0,23,+","","","1339.9","0","623.6",",0","","","","","4.8",",,,0","","","5",",,,0","-1.78",",0","5.02",",,,0","-8.58",",,,0","","","","","","","","","","","",""
"USC00425654","1935-01","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0","1,0","5",",0","1",",0","0",",0","0",",0","2",",0","3","1,0","28","1,0","4",",0","0",",0","0",",0","","","","","","","-32.2","1,0,20,","0",",T,0,31,","89",",,0,19,","6.4",",,0,19,","12.2",",0,27,","","","1922.8","0","582.9",",0","","","","","10.5",",,,0","","","127",",,,0","-1.12","1,0","6.08",",,,0","-8.32","1,,,0","","","","","","","","","","","",""
"USC00425654","1935-02","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","5",",0","2",",0","0",",0","0","1,0","1",",0","0",",0","25",",0","1",",0","0",",0","0",",0","","","","","","","-16.1",",0,26,","0","1,,0,28,+","51",",,0,24,","3.8",",,0,24,","20.6",",0,19,","","","2382.9","0","460.1",",0","","","","","7.7",",,,0","","","54",",,,0","1.90",",0","9.41",",,,0","-5.60",",,,0","","","","","","","","","","","",""
"USC00425654","1935-03","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","7",",0","4",",0","0",",0","0",",0","4",",0","1",",0","26",",0","1",",0","2",",0","0",",0","","","","","","","-18.3",",0,06,","0",",T,0,15,","203",",,0,05,","16.3",",,0,03,","21.7",",0,29,","","","2856.4","0","473.5",",0","","","","","44.4",",,,0","","","361",",,,0","3.06",",0","10.38",",,,0","-4.26",",,,0","","","","","","","","","","","",""
"USC00425654","1935-04","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","9",",0","3",",0","0",",0","0",",0","1",",0","0",",0","14",",0","0",",0","6",",0","0",",0","1","","","","1","","-5.0",",0,26,","0",",,0,30,+","51",",,0,17,","14.5",",,0,08,","25.0",",0,14,","","","3149.2","0","292.8",",0","","","","","28.0",",,,0","","","51",",,,0","8.57",",0","16.35",",,,0","0.80",",,,0","","","","","","","","","","","",""
"USC00425654","1935-05","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","17",",0","7",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","9",",0","0",",0","","","","","1","","-3.3",",0,05,","0",",,0,31,+","0",",,0,31,+","4.6",",,0,13,","25.0",",0,26,+","","","3381.0","0","231.8",",0","","","","","33.0",",,,0","","","0",",,,0","10.85",",0","17.81",",,,0","3.90",",,,0","","","","","","","","","","","",""
"USC00425654","1935-06","38.40168","-113.01624","1526.7","MILFORD, UT US","50.7","0","50.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","","","","","","","0.6",",0,01,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","34.4",",0,21,","","","3411.7","0","30.7",",0","","","","","0.0",",,,0","","","0",",,,0","19.00",",0","29.34",",,,0","8.66",",,,0","","","","","","","","","","","",""
"USC00425654","1935-07","38.40168","-113.01624","1526.7","MILFORD, UT US","170.7","0","120.0",",0","3",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","","","","","","","6.1",",0,08,+","0",",,0,31,+","0",",,0,31,+","33.0",",,0,28,","38.3",",0,14,","","","6.2","0","6.2",",0","","","","","34.6",",,,0","","","0",",,,0","22.00",",0","32.25",",,,0","11.76",",,,0","","","","","","","","","","","",""
"USC00425654","1935-08","38.40168","-113.01624","1526.7","MILFORD, UT US","302.9","0","132.2",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","","","","","2","","6.1",",0,13,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,24,","36.7",",0,21,+","","","6.2","0","0.0",",0","","","","","33.0",",,,0","","","0",",,,0","22.60",",0","31.94",",,,0","13.26",",,,0","","","","","","","","","","","",""
"USC00425654","1935-09","38.40168","-113.01624","1526.7","MILFORD, UT US","340.3","0","37.4",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","27",",0","3",",0","","","","","2","","-0.6",",0,29,","0",",,0,30,+","0",",,0,30,+","3.3",",,0,05,","34.4",",0,19,+","","","55.1","0","48.9",",0","","","","","9.0",",,,0","","","0",",,,0","17.95",",0","28.33",",,,0","7.56",",,,0","","","","","","","","","","","",""
"USC00425654","1935-10","38.40168","-113.01624","1526.7","MILFORD, UT US","340.3","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","16",",0","0",",0","","","","","","","-13.9",",0,24,","0",",,0,31,+","20",",,0,30,","1.3",",,0,30,","28.9",",0,02,","","","348.2","0","293.1",",0","","","","","1.3",",,,0","","","20",",,,0","8.88",",0","19.35",",,,0","-1.59",",,,0","","","","","","","","","","","",""
"USC00425654","1935-11","38.40168","-113.01624","1526.7","MILFORD, UT US","340.3","0","0.0","1,0","2",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","0",",0","0",",0","0",",0","","","","","","","-15.0","1,0,05,","0",",,0,30,+","13",",,0,10,","5.1",",,0,24,","15.6",",0,09,","","","866.8","0","518.6",",0","","","","","5.4",",,,0","","","13",",,,0","0.54","1,0","9.03",",,,0","-7.94","1,,,0","","","","","","","","","","","",""
"USC00425654","1935-12","38.40168","-113.01624","1526.7","MILFORD, UT US","340.3","0","0.0",",0","9",",0","3",",0","0",",0","2","2,0","4","1,0","4",",0","30",",0","6",",0","0",",0","0",",0","5","","","","","","-18.3",",0,17,+","25","2,,0,15,+","76","1,,0,27,","10.2",",,0,27,","10.0",",0,02,","","","1531.7","0","664.9",",0","","","","","29.5",",,,0","","","211","1,,,0","-3.12",",0","3.93",",,,0","-10.16",",,,0","","","","","","","","","","","",""
"USC00425654","1936-01","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0","1,0","5",",0","0",",0","0",",0","0",",0","2",",0","2","1,0","28","1,0","8",",0","0",",0","0",",0","","","","","","","-19.4","1,0,07,","0",",,0,31,+","25",",,0,29,+","2.3",",,0,17,","12.8",",0,15,","","","2137.9","0","606.2",",0","","","","","6.6",",,,0","","","60",",,,0","-1.80","1,0","4.39",",,,0","-7.98","1,,,0","","","","","","","","","","","",""
"USC00425654","1936-02","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","22",",0","1",",0","0",",0","0",",0","","","","","","","-11.7",",0,08,","0",",,0,29,+","13",",,0,18,+","13.5",",,0,02,","12.8",",0,28,+","","","2620.3","0","482.4",",0","","","","","33.3",",,,0","","","50",",,,0","1.70",",0","6.88",",,,0","-3.48",",,,0","","","","","","","","","","","",""
"USC00425654","1936-03","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","8",",0","4",",0","0",",0","0","3,0","2",",0","0",",0","27",",0","0",",0","0",",0","0",",0","","","","","","","-12.8",",0,23,","0","3,,0,31,+","89",",,0,22,","7.6",",,0,25,+","20.0",",0,21,","","","3055.5","0","435.2",",0","","","","","24.3",",,,0","","","183",",,,0","4.30",",0","11.99",",,,0","-3.40",",,,0","","","","","","","","","","","",""
"USC00425654","1936-04","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","1",",0","0",",0","9",",0","0",",0","12",",0","0",",0","","","","","","","-7.8",",0,02,","0",",,0,30,+","38",",,0,05,","2.5",",,0,05,","28.9",",0,17,+","","","3304.2","0","248.7",",0","","","","","3.6",",,,0","","","38",",,,0","10.04",",0","18.54",",,,0","1.55",",,,0","","","","","","","","","","","",""
"USC00425654","1936-05","38.40168","-113.01624","1526.7","MILFORD, UT US","4.2","0","4.2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","22",",0","0",",0","","","","","","","-1.1",",0,09,+","0",",,0,31,+","0",",T,0,06,","3.3",",,0,31,","30.6",",0,25,+","","","3437.3","0","133.1",",0","","","","","3.8",",,,0","","","0",",T,,0","14.17",",0","23.00",",,,0","5.35",",,,0","","","","","","","","","","","",""
