"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00204280","2015-05","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","11",",7","8",",7","1",",7","","","","","","","","","","","","","","","6","","","","","","","","33.3",",,7,26,","","","","","","","85.6",",,,7","","","","","","","","","240",",7","8.5",",7"
"USC00204280","2015-06","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","9",",7","8",",7","0",",7","","","","","","","","","","","","","","","5","","","","","","","","12.2",",,7,21,+","","","","","","","64.2",",,,7","","","","","","","","","270",",7","8.0",",7"
"USC00204280","2015-07","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","9",",7","7",",7","1",",7","","","","","","","","","","","","","","","1","","","","","","","","25.4",",,7,07,","","","","","","","79.8",",,,7","","","","","","","","","225","1,7","14.3","1,7"
"USC00204280","2015-08","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","8",",7","6",",7","1",",7","","","","","","","","","","","","","","","1","","","","","","","","36.1",",,7,25,","","","","","","","91.5",",,,7","","","","","","","","","270",",7","11.6",",7"
"USC00204280","2015-09","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","3",",7","2",",7","0",",7","","","","","","","","","","","","","","","3","","","","","","","","5.1",",,7,07,","","","","","","","8.9",",,,7","","","","","","","","","225",",7","8.5",",7"
"USC00204280","2015-10","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","12","1,7","9","1,7","1","1,7","","","","","","","","","","","","","","","","","","","","","","","38.6","1,,7,29,","","","","","","","98.3","1,,,7","","","","","","","","","30","1,7","10.7","1,7"
"USC00204280","2015-11","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","11",",7","10",",7","1",",7","12","5,7","4","3,7","","","","","","","","","","","1","","","","102","5,,7,28,+","102","3,,7,27,","36.1",",,7,13,","","","","","","","127.7",",,,7","241","3,,,7","","","","","","","285",",7","12.5",",7"
"USC00204280","2015-12","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","15",",7","12",",7","2",",7","20",",7","9",",7","","","","","","","","","","","2","","","","229",",,7,31,+","127",",,7,27,","32.3",",,7,24,","","","","","","","130.8",",,,7","610",",,,7","","","","","","","225",",7","14.3",",7"
"USC00204280","2016-01","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","20","2,7","17","2,7","0","2,7","30","1,7","21","1,7","","","","","","","","","","","1","","","","737","1,,7,17,","330","1,,7,17,","22.1","2,,7,17,","","","","","","","127.6",",a,,7","1739","1,,,7","","","","","","","210","1,7","8.5","1,7"
"USC00204280","2016-02","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","12","4,7","11","4,7","0","4,7","28","1,7","14","1,7","","","","","","","","","","","","","","","940","1,,7,09,","254","1,,7,03,","15.2","4,,7,03,","","","","","","","83.6","4,,,7","1257","1,,,7","","","","","","","330","2,7","10.3","2,7"
"USC00204280","2016-03","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","4","1,7","4","1,7","0","1,7","31",",7","3",",7","","","","","","","","","","","","","","","635",",,7,02,+","191",",,7,17,","19.6","1,,7,17,","","","","","","","46.3","1,,,7","318",",,,7","","","","","","","90","4,7","9.4","4,7"
"USC00204280","2016-04","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","9",",7","7",",7","0",",7","15",",7","7",",7","","","","","","","","","","","","","","","432",",,7,07,","152",",,7,04,","13.0",",,7,26,","","","","","","","58.0",",,,7","393",",,,7","","","","","","","90",",7","8.0",",7"
"USC00204280","2016-05","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","10",",7","7",",7","0",",7","0",",7","0",",7","","","","","","","","","","","5","","","","0",",,7,31,+","3",",,7,15,+","19.3",",,7,29,","","","","","","","79.7",",,,7","6",",,,7","","","","","","","330",",7","6.3",",7"
"USC00204280","2016-06","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","11","2,7","8","2,7","1","2,7","0","1,7","0","1,7","","","","","","","","","","","1","","","","0","1,,7,30,+","0","1,,7,30,+","70.1","2,,7,26,","","","","","","","128.6",",a,,7","0","1,,,7","","","","","","","285","2,7","9.8","2,7"
"USC00204280","2016-07","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","","","","","","","0","4,7","0","4,7","","","","","","","","","","","2","","","","0","4,,7,31,+","0","4,,7,31,+","","","","","","","","","107.0",",a,,7","0","4,,,7","","","","","","","","","",""
"USC00204280","2016-08","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","7",",7","7",",7","2",",7","0",",7","0",",7","","","","","","","","","","","","","","","0",",,7,31,+","0",",,7,31,+","41.9",",,7,21,","","","","","","","106.5",",,,7","0",",,,7","","","","","","","4",",7","107.3",",7"
"USC00204280","2016-09","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","13",",7","13",",7","3",",7","0",",7","0",",7","","","","","","","","","","","2","","","","0",",,7,30,+","0",",,7,30,+","51.8",",,7,06,","","","","","","","184.1",",,,7","0",",,,7","","","","","","","300","2,7","6.3","2,7"
"USC00204280","2016-10","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","11",",7","8",",7","0",",7","0",",7","0",",7","","","","","","","","","","","1","","","","0",",,7,31,+","0",",,7,31,+","18.0",",,7,17,","","","","","","","75.5",",,,7","0",",,,7","","","","","","","300",",7","7.6",",7"
"USC00204280","2016-11","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","10",",7","7",",7","1",",7","7",",7","2",",7","","","","","","","","","","","","","","","76",",,7,24,","76",",,7,24,","26.4",",,7,19,","","","","","","","86.8",",,,7","101",",,,7","","","","","","","315",",7","11.2",",7"
"USC00204280","2016-12","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","24","2,7","23","2,7","0","2,7","30","1,7","23","1,7","","","","","","","","","","","","","","","762","1,,7,31,+","330","1,,7,10,","19.8","2,,7,22,","","","","","","","168.2","2,,,7","2312","1,,,7","","","","","","","120","1,7","10.7","1,7"
"USC00204280","2017-01","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","19","1,7","12","1,7","0","1,7","26","5,7","13","2,7","","","","","","","","","","","5","","","","940","5,,7,12,+","254","2,,7,07,","14.5","1,,7,11,+","","","","","","","91.8","1,,,7","1270","2,,,7","","","","","","","300","1,7","14.8","1,7"
"USC00204280","2017-02","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","17",",7","14",",7","0",",7","27","1,7","13",",7","","","","","","","","","","","","","","","864","1,,7,17,+","229",",,7,25,","13.2",",,7,08,","","","","","","","93.9",",,,7","1055",",,,7","","","","","","","300",",7","9.4",",7"
"USC00204280","2017-03","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","6","1,7","6","1,7","0","1,7","30","1,7","3","1,7","","","","","","","","","","","2","","","","787","1,,7,03,","76","1,,7,01,","8.1","1,,7,01,","","","","","","","31.7","1,,,7","178","1,,,7","","","","","","","240","2,7","13.0","2,7"
"USC00204280","2017-04","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00204280","2017-05","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","8","5,7","8","5,7","1","5,7","0","4,7","0","4,7","","","","","","","","","","","1","","","","0","4,,7,31,+","0","4,,7,31,+","45.2","5,,7,18,","","","","","","","100.8","2,a,,7","0","4,,,7","","","","","","","15","5,7","8.9","5,7"
"USC00204280","2017-06","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","17","1,7","13","1,7","1","1,7","0",",7","0",",7","","","","","","","","","","","6","","","","0",",,7,30,+","0",",,7,30,+","26.2","1,,7,19,","","","","","","","124.1","1,,,7","0",",,,7","","","","","","","225","1,7","5.4","1,7"
"USC00204280","2017-07","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","11",",7","10",",7","0",",7","0",",7","0",",7","","","","","","","","","","","3","","","","0",",,7,31,+","0",",,7,31,+","13.0",",,7,19,","","","","","","","64.3",",,,7","0",",,,7","","","","","","","240","1,7","5.4","1,7"
"USC00204280","2017-08","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","13",",7","12",",7","1",",7","0",",7","0",",7","","","","","","","","","","","4","","","","0",",,7,31,+","0",",,7,31,+","28.4",",,7,04,","","","","","","","130.1",",,,7","0",",,,7","","","","","","","270",",7","4.9",",7"
"USC00204280","2017-09","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","14","2,7","13","2,7","0","2,7","0","1,7","0","1,7","","","","","","","","","","","2","","","","0","1,,7,30,+","0","1,,7,30,+","19.6","2,,7,23,","","","","","","","113.2",",a,,7","0","1,,,7","","","","","","","285","1,7","5.8","1,7"
"USC00204280","2017-10","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","13",",7","11",",7","3",",7","4",",7","1",",7","","","","","","","","","","","1","","","","229",",,7,28,","216",",,7,28,","54.1",",,7,28,","","","","","","","202.9",",,,7","216",",,,7","","","","","","","285",",7","11.6",",7"
"USC00204280","2017-11","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","11","4,7","10","4,7","0","4,7","22","2,7","6","2,7","","","","","","","","","","","1","","","","305","2,,7,10,+","292","2,,7,09,","21.8","4,,7,18,","","","","","","","92.2",",a,,7","546","2,,,7","","","","","","","270","2,7","10.7","2,7"
"USC00204280","2017-12","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","","","","","","","25","3,7","20","3,7","","","","","","","","","","","1","","","","737","3,,7,31,","330","3,,7,08,","","","","","","","","","138.2","1,a,,7","1956","3,,,7","","","","","","","285","4,7","11.2","4,7"
"USC00204280","2018-01","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","64.0",",a,,7","","","","","","","","","","","",""
"USC00204280","2018-02","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","","","","","","","24","4,7","15","4,7","","","","","","","","","","","","","","","1041","4,,7,25,","178","4,,7,20,","","","","","","","","","79.8",",a,,7","1119","4,,,7","","","","","","","240","4,7","8.5","4,7"
"USC00204280","2018-03","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.4",",a,,7","","","","","","","","","","","",""
"USC00204280","2018-04","47.2752","-88.417","341.4","KEARSARGE, MI US","1.8","2,7","","","0.0","2,7","7","2,7","7","2,7","0","2,7","28","2,7","7","2,7","0","2,7","26","2,7","11","2,7","0","2,7","0","2,7","","","-15.0","2,7,08,","1067","2,,7,18,+","254","2,,7,16,","19.3","2,,7,16,","20.0","2,7,23,","","","524.7","2,7","53.3","2,,,7","665","2,,,7","-0.41","2,7","4.83","2,,,7","-5.64","2,,,7","345","2,7","7.6","2,7"
"USC00204280","2018-06","47.2752","-88.417","341.4","KEARSARGE, MI US","0.9",",7","","","13.6",",7","8",",7","7",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","24",",7","0",",7","4","","3.9",",7,06,+","0",",,7,30,+","0",",,7,30,+","57.9",",,7,17,","31.7",",7,30,","","","91.1",",7","118.6",",,,7","0",",,,7","15.75",",7","23.21",",,,7","8.29",",,,7","270",",7","5.4",",7"
"USC00204280","2018-08","47.2752","-88.417","341.4","KEARSARGE, MI US","0.8","4,7","","","34.0","4,7","","","","","","","0","4,7","0","4,7","0","4,7","0","4,7","0","4,7","22","4,7","1","4,7","3","","5.6","4,7,31,+","0","4,,7,31,+","0","4,,7,31,+","","","32.2","4,7,13,","","","35.8","4,7","155.5","2,a,,7","0","4,,,7","18.27","4,7","24.76","4,,,7","11.78","4,,,7","270","4,7","4.5","4,7"
"USC00204280","2018-09","47.2752","-88.417","341.4","KEARSARGE, MI US","1.5","3,7","","","22.5","3,7","","","","","","","0","3,7","0","3,7","0","3,7","1","3,7","0","3,7","13","3,7","0","3,7","5","","-0.6","3,7,30,","0","3,,7,30,+","0","3,T,7,30,","","","30.6","3,7,17,","","","116.2","3,7","164.7",",a,,7","0","3,T,,7","14.86","3,7","19.51","3,,,7","10.22","3,,,7","255","3,7","13.4","3,7"
"USC00204280","2018-10","47.2752","-88.417","341.4","KEARSARGE, MI US","1.8","5,7","","","0.0","5,7","","","","","","","0","5,7","0","5,7","0","5,7","14","5,7","0","5,7","0","5,7","0","5,7","2","","-4.4","5,7,24,","0","5,T,7,20,+","13","5,,7,05,","","","17.8","5,7,19,","","","370.5","5,7","162.9","1,a,,7","21","5,,,7","4.08","5,7","7.82","5,,,7","0.35","5,,,7","","","",""
"USC00204280","2018-11","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","124.3",",a,,7","","","","","","","","","","","",""
"USC00204280","2019-01","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.9","5,a,,7","","","","","","","","","","","",""
"USC00204280","2019-02","47.2752","-88.417","341.4","KEARSARGE, MI US","1.3","5,7","","","0.0","5,7","","","","","","","23","5,7","9","5,7","13","5,7","23","5,7","22","5,7","0","5,7","0","5,7","","","-24.4","5,7,20,+","1372","5,,7,25,","305","5,,7,25,","","","2.8","5,7,15,","","","687.1","5,7","124.0","2,a,,7","1548","5,,,7","-11.54","5,7","-6.83","5,,,7","-16.25","5,,,7","315","5,7","25.5","5,7"
"USC00204280","2019-03","47.2752","-88.417","341.4","KEARSARGE, MI US","1.5","1,7","","","0.0","1,7","9","2,7","9","2,7","0","2,7","30","1,7","6","1,7","6","1,7","29","1,7","13","1,7","0","1,7","0","1,7","1","","-28.9","1,7,06,","1321","1,,7,02,+","203","1,,7,11,","19.3","2,,7,11,","10.6","1,7,13,","","","719.8","1,7","75.8",",a,,7","508","1,,,7","-5.66","1,7","-0.10","1,,,7","-11.22","1,,,7","315","1,7","18.8","1,7"
"USC00204280","2019-04","47.2752","-88.417","341.4","KEARSARGE, MI US","1.1","1,7","","","0.0","1,7","15","2,7","9","2,7","1","2,7","23","1,7","2","1,7","0","1,7","22","1,7","3","1,7","0","1,7","0","1,7","2","","-12.8","1,7,04,","686","1,,7,03,+","94","1,,7,12,","25.9","2,,7,23,","19.4","1,7,21,","","","484.2","1,7","106.5",",a,,7","145","1,,,7","1.64","1,7","6.17","1,,,7","-2.90","1,,,7","120","1,7","9.4","1,7"
"USC00204280","2019-05","47.2752","-88.417","341.4","KEARSARGE, MI US","2.3","4,7","","","0.0","4,7","","","","","","","2","5,7","3","4,7","0","4,7","10","4,7","0","4,7","1","4,7","0","4,7","2","","-3.9","4,7,08,+","51","5,,7,02,+","51","4,,7,02,+","","","25.6","4,7,30,","","","293.8","4,7","105.3","1,a,,7","140","4,,,7","7.45","4,7","12.53","4,,,7","2.37","4,,,7","140","4,7","10.3","4,7"
"USC00204280","2019-06","47.2752","-88.417","341.4","KEARSARGE, MI US","0.8","4,7","","","8.9","4,7","","","","","","","0","4,7","0","4,7","0","4,7","1","4,7","0","4,7","14","4,7","0","4,7","1","","-0.6","4,7,03,","0","4,,7,30,+","0","4,,7,30,+","","","30.6","4,7,28,+","","","119.9","4,7","40.6","2,a,,7","0","4,,,7","14.06","4,7","21.07","4,,,7","7.06","4,,,7","220","4,7","6.3","4,7"
"USC00204280","2019-07","47.2752","-88.417","341.4","KEARSARGE, MI US","1.1","1,7","","","65.0","1,7","9","2,7","7","2,7","1","2,7","0","1,7","0","1,7","0","1,7","0","1,7","0","1,7","30","1,7","1","1,7","1","","7.2","1,7,08,","0","1,,7,31,+","0","1,,7,31,+","35.1","2,,7,16,","32.8","1,7,16,","14.7","7","14.7","1,7","70.1","2,,,7","0","1,,,7","20.01","1,7","26.04","1,,,7","13.97","1,,,7","270","2,7","10.7","2,7"
"USC00204280","2019-08","47.2752","-88.417","341.4","KEARSARGE, MI US","1.1","3,7","","","11.1","2,7","9","4,7","8","4,7","0","4,7","0","2,7","0","2,7","0","2,7","0","2,7","0","2,7","21","2,7","0","2,7","1","","5.6","2,7,24,","0","2,,7,31,+","0","2,,7,31,+","16.5","4,,7,06,","27.8","2,7,18,+","60.9","7","46.2","2,7","67.5",",a,,7","0","2,,,7","17.12","2,7","23.24","2,,,7","11.00","2,,,7","260","2,7","13.0","2,7"
"USC00204280","2019-09","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00204280","2019-10","47.2752","-88.417","341.4","KEARSARGE, MI US","1.4","3,7","","","0.0","3,7","17","4,7","7","4,7","0","4,7","0","3,7","0","3,7","0","3,7","14","3,7","0","3,7","2","3,7","0","3,7","","","-3.3","3,7,26,+","0","3,T,7,29,+","13","3,,7,13,","19.8","4,,7,04,","21.1","3,7,10,+","","","368.0","3,7","86.1","4,,,7","13","3,,,7","5.19","3,7","8.91","3,,,7","1.47","3,,,7","150","3,7","11.6","3,7"
"USC00204280","2019-11","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.7","5,a,,7","","","","","","","","","","","",""
"USC00204280","2020-01","47.2752","-88.417","341.4","KEARSARGE, MI US","1.4","1,7","0.0","7","0.0","1,7","15","2,7","8","2,7","3","2,7","30","1,7","14","1,7","0","1,7","30","1,7","26","1,7","0","1,7","0","1,7","","","-17.2","1,7,01,","1270","1,,7,29,+","432","1,,7,19,","50.8","2,,7,26,","2.8","1,7,03,","","","725.5","1,7","175.6",",a,,7","1381","1,,,7","-5.85","1,7","-2.50","1,,,7","-9.21","1,,,7","270","1,7","12.5","1,7"
"USC00204280","2020-02","47.2752","-88.417","341.4","KEARSARGE, MI US","2.0","5,7","0.0","7","0.0","5,7","","","","","","","24","5,7","7","5,7","1","5,7","24","5,7","19","5,7","0","5,7","0","5,7","","","-18.9","5,7,29,","1168","5,,7,03,+","152","5,,7,16,+","","","8.9","5,7,23,","","","593.8","5,7","42.7",",a,,7","583","5,,,7","-6.41","5,7","-2.78","5,,,7","-10.04","5,,,7","280","5,7","13.9","5,7"
"USC00204280","2020-03","47.2752","-88.417","341.4","KEARSARGE, MI US","1.6","4,7","0.0","7","0.0","4,7","","","","","","","27","4,7","5","4,7","3","4,7","27","4,7","9","4,7","0","4,7","0","4,7","","","-19.4","4,7,22,+","965","4,,7,19,+","152","4,,7,13,+","","","15.0","4,7,09,","","","560.2","4,7","97.8",",a,,7","470","4,,,7","-2.42","4,7","3.97","4,,,7","-8.80","4,,,7","260","4,7","15.2","4,7"
"USC00204280","2020-04","47.2752","-88.417","341.4","KEARSARGE, MI US","1.5","4,7","0.0","7","0.0","4,7","","","","","","","23","4,7","4","4,7","0","4,7","23","4,7","2","4,7","0","4,7","0","4,7","1","","-11.1","4,7,22,","686","4,,7,01,","203","4,,7,13,","","","13.9","4,7,03,","","","447.0","4,7","31.2","2,a,,7","356","4,,,7","1.14","4,7","7.02","4,,,7","-4.74","4,,,7","315","4,7","13.9","4,7"
"USC00204280","2020-05","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","60.5","4,a,,7","","","","","","","","","","","",""
"USC00204280","2020-06","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","84.3","4,a,,7","","","","","","","","","","","",""
"USC00204280","2020-08","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","125.6","1,a,,7","","","","","","","","","","","",""
"USC00204280","2020-09","47.2752","-88.417","341.4","KEARSARGE, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","55.5","2,a,,7","","","","","","","","","","","",""
"USC00204280","2020-10","47.2752","-88.417","341.4","KEARSARGE, MI US","1.3","5,7","","","0.0","5,7","","","","","","","8","5,7","6","5,7","0","5,7","14","5,7","1","5,7","1","5,7","0","5,7","","","-5.6","5,7,28,+","127","5,,7,27,","152","5,,7,27,","","","21.1","5,7,10,","","","371.6","5,7","136.9",",a,,7","471","5,,,7","4.04","5,7","7.63","5,,,7","0.45","5,,,7","","","",""
"USC00204280","2020-11","47.2752","-88.417","341.4","KEARSARGE, MI US","2.5","3,7","","","0.0","4,7","","","","","","","12","3,7","5","3,7","0","4,7","19","4,7","5","4,7","2","4,7","0","4,7","1","","-10.0","4,7,14,","51","3,,7,30,+","51","3,,7,30,+","","","23.9","4,7,07,","","","421.9","4,7","42.2",",a,,7","216","3,,,7","2.11","4,7","6.68","4,,,7","-2.47","4,,,7","315","4,7","17.0","4,7"
"USC00204280","2020-12","47.2752","-88.417","341.4","KEARSARGE, MI US","1.2","4,7","","","0.0","4,7","","","","","","","19","4,7","6","4,7","0","4,7","27","4,7","22","4,7","0","4,7","0","4,7","","","-14.4","4,7,25,","432","4,,7,31,","305","4,,7,25,","","","3.9","4,7,10,","","","630.0","4,7","25.1","1,a,,7","609","4,,,7","-5.00","4,7","-2.31","4,,,7","-7.70","4,,,7","","","",""
"USC00204280","2021-01","47.2752","-88.417","341.4","KEARSARGE, MI US","1.7","3,7","0.0","H","0.0","3,7","8","5,7","4","5,7","0","5,7","28","3,7","7","3,7","1","3,7","28","3,7","17","3,7","0","3,7","0","3,7","","","-20.6","3,7,29,","610","3,,7,29,+","203","3,,7,22,","10.4","5,,7,22,","3.3","3,7,09,+","","","669.0","3,7","28.9",",a,,7","532","3,,,7","-5.56","3,7","-1.97","3,,,7","-9.15","3,,,7","12","3,7","17.9","3,7"
"USC00204280","2021-02","47.2752","-88.417","341.4","KEARSARGE, MI US","1.5","2,7","0.0","H","0.0","2,7","10","2,7","7","2,7","1","2,7","26","2,7","10","2,7","13","2,7","26","2,7","18","2,7","0","2,7","0","2,7","","","-21.1","2,7,16,+","1143","2,,7,16,+","254","2,,7,05,","27.9","2,,7,05,","7.2","2,7,23,","","","726.0","2,7","93.9","2,,,7","992","2,,,7","-9.59","2,7","-4.75","2,,,7","-14.43","2,,,7","270","4,7","13.0","4,7"
