"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AYM00089050","2015-04","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","22",",S","7",",S","0",",S","","","","","","","","","","","6.1",",,S,30,+","40.3",",,,S","",""
"AYM00089050","2015-05","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","20","1,S","10","1,S","0","1,S","13","5,","","","","","","","41","5,,S,22,+","9.9","1,,S,12,","59.8","1,,,S","",""
"AYM00089050","2015-06","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","26",",S","10",",S","0",",S","24",",","","","","","","","361",",,S,29,","11.9",",,S,24,+","91.9",",,,S","",""
"AYM00089050","2015-07","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","15","2,S","4","2,S","0","2,S","29","2,","","","","","","","429","2,,S,22,+","3.0","2,,S,23,+","21.6","2,,,S","",""
"AYM00089050","2015-08","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","18",",S","3",",S","0",",S","31",",","","","","","","","490",",,S,31,+","6.4",",,S,17,","32.6",",,,S","",""
"AYM00089050","2015-09","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","21","4,S","9","4,S","0","4,S","26","4,","","","","","","","630","4,,S,27,","13.0","4,,S,28,","65.3","4,,,S","",""
"AYM00089050","2015-10","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","19","2,S","6","2,S","0","2,S","29","2,","","","","","","","630","2,,S,31,","8.9","2,,S,19,","40.2","2,,,S","",""
"AYM00089050","2015-11","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","20","3,S","7","3,S","0","3,S","28","2,","0","5,S","25","5,S","-8.3","5,S,03,","919","2,,S,23,","5.1","3,,S,18,","39.2","3,,,S","-2.98","5,,,S"
"AYM00089050","2015-12","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","22","1,S","7","1,S","0","1,S","30","1,","","","","","","","770","1,,S,02,+","9.9","1,,S,19,","51.1","1,,,S","",""
"AYM00089050","2016-01","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","15",",S","7",",S","0",",S","","","0",",S","23",",S","-3.5",",S,11,","","","6.1",",,S,29,","37.4",",,,S","-0.76",",,,S"
"AYM00089050","2016-02","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","13","4,S","9","4,S","0","4,S","","","0","3,S","16","3,S","-3.7","3,S,17,","","","7.9","4,,S,21,","50.4","4,,,S","-0.53","3,,,S"
"AYM00089050","2016-03","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","24","1,S","15","1,S","0","1,S","","","0","4,S","17","4,S","-3.1","4,S,11,","","","23.1","1,,S,30,","122.3","1,,,S","-0.51","4,,,S"
"AYM00089050","2016-04","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","18","4,S","3","4,S","0","4,S","","","","","","","","","","","9.9","4,,S,06,","30.3","4,,,S","",""
"AYM00089050","2016-05","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","13","1,S","3","1,S","0","1,S","13","1,","","","","","","","89","1,,S,27,+","8.9","1,,S,19,","27.0","1,,,S","",""
"AYM00089050","2016-06","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","20","3,S","2","3,S","0","3,S","27","3,","","","","","","","381","3,,S,30,","9.4","3,,S,18,","35.9","3,,,S","",""
"AYM00089050","2016-07","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","15",",S","1",",S","0",",S","31",",","","","","","","","559",",,S,24,","9.9",",,S,21,","22.6",",,,S","",""
"AYM00089050","2016-08","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","22",",S","3",",S","0",",S","31",",","1","4,S","27","4,S","-18.9","4,S,20,","650",",,S,31,","10.9",",,S,30,","36.8",",,,S","-8.61","4,,,S"
"AYM00089050","2016-09","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","27",",S","5",",S","0",",S","30",",","","","","","","","681",",,S,30,","8.9",",,S,07,","54.9",",,,S","",""
"AYM00089050","2016-10","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","21",",S","5",",S","0",",S","31",",","0","4,S","27","4,S","-7.5","4,S,23,","739",",,S,22,","7.1",",,S,13,","38.3",",,,S","-2.33","4,,,S"
"AYM00089050","2016-11","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","14","1,S","7","1,S","0","1,S","29","1,","0","1,S","27","1,S","-9.7","1,S,13,","640","1,,S,06,","6.1","1,,S,28,","33.5","1,,,S","-2.18","1,,,S"
"AYM00089050","2016-12","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","13","2,S","4","2,S","0","2,S","","","0","1,S","23","1,S","-3.6","1,S,03,","","","7.1","2,,S,17,+","29.7","2,,,S","-0.76","1,,,S"
"AYM00089050","2017-01","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","21",",S","8",",S","0",",S","","","0","1,S","14","1,S","-1.8","1,S,19,","","","7.9",",,S,10,","62.7",",,,S","0.24","1,,,S"
"AYM00089050","2017-02","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","20",",S","9",",S","1",",S","","","0","3,S","7","3,S","-2.9","3,S,28,","","","26.9",",,S,27,","76.9",",,,S","0.94","3,,,S"
"AYM00089050","2017-03","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","19","1,S","5","1,S","0","1,S","","","0","1,S","11","1,S","-5.9","1,S,05,","","","7.4","1,,S,25,","35.3","1,,,S","0.13","1,,,S"
"AYM00089050","2017-04","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","17","1,S","5","1,S","0","1,S","","","","","","","","","","","7.1","1,,S,01,","37.2","1,,,S","",""
"AYM00089050","2017-05","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","27",",S","13",",S","0",",S","","","0","4,S","25","4,S","-10.7","4,S,26,","","","18.0",",,S,02,","107.9",",,,S","-3.65","4,,,S"
"AYM00089050","2017-06","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","22","2,S","5","2,S","0","2,S","28","2,","","","","","","","160","2,,S,22,","7.9","2,,S,10,","36.9","2,,,S","",""
"AYM00089050","2017-07","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","22","2,S","7","2,S","0","2,S","30","1,","","","","","","","269","1,,S,31,","9.9","2,,S,31,","50.1","2,,,S","",""
"AYM00089050","2017-08","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","24","2,S","10","2,S","1","2,S","30","1,","","","","","","","409","1,,S,24,","41.9","2,,S,23,","110.0","2,,,S","",""
"AYM00089050","2017-09","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","25",",S","10",",S","0",",S","30",",","","","","","","","531",",,S,18,","6.1",",,S,18,","51.9",",,,S","",""
"AYM00089050","2017-10","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","19",",S","8",",S","0",",S","31",",","0","5,S","26","5,S","-10.6","5,S,27,","630",",,S,26,","10.9",",,S,23,+","67.8",",,,S","-4.58","5,,,S"
"AYM00089050","2017-11","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","17","2,S","3","2,S","0","2,S","30",",","0","3,S","26","3,S","-7.8","3,S,03,","589",",,S,03,","13.0","2,,S,10,","49.2","2,,,S","-2.91","3,,,S"
"AYM00089050","2017-12","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","20","1,S","4","1,S","0","1,S","","","0","4,S","22","4,S","-4.3","4,S,16,","","","7.1","1,,S,24,","32.8","1,,,S","-0.87","4,,,S"
"AYM00089050","2018-01","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","24","1,S","7","1,S","0","1,S","","","0","1,S","11","1,S","-1.5","1,S,03,","","","9.9","1,,S,22,","66.0","1,,,S","0.48","1,,,S"
"AYM00089050","2018-02","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","20",",S","13",",S","0",",S","","","0",",S","5",",S","-1.5",",S,09,","","","13.0",",,S,04,","84.4",",,,S","1.23",",,,S"
"AYM00089050","2018-03","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","25",",S","13",",S","0",",S","","","0","5,S","8","5,S","-7.1","5,S,18,","","","16.0",",,S,15,","102.5",",,,S","-0.12","5,,,S"
"AYM00089050","2018-04","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","19","2,S","9","2,S","0","2,S","","","","","","","","","","","10.9","2,,S,14,","64.8","2,,,S","",""
"AYM00089050","2018-05","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","23","2,S","7","2,S","0","2,S","12","5,","","","","","","","79","5,,S,30,","9.9","2,,S,29,","53.6","2,,,S","",""
"AYM00089050","2018-06","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","21","2,S","7","2,S","0","2,S","29","1,","","","","","","","170","1,,S,20,","11.9","2,,S,15,","51.7","2,,,S","",""
"AYM00089050","2018-07","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","21","1,S","7","1,S","0","1,S","30","1,","","","","","","","300","1,,S,31,","7.9","1,,S,09,","49.2","1,,,S","",""
"AYM00089050","2018-08","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","25","2,S","12","2,S","0","2,S","28","3,","","","","","","","409","3,,S,29,","16.8","2,,S,17,","72.4","2,,,S","",""
"AYM00089050","2018-10","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","16","4,S","6","4,S","0","4,S","30","1,","0","4,S","27","4,S","-8.9","4,S,01,","569","1,,S,09,","8.9","4,,S,08,","34.7","4,,,S","-3.70","4,,,S"
"AYM00089050","2018-11","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","24","2,S","10","2,S","0","2,S","30",",","0","3,S","24","3,S","-12.7","3,S,11,+","371",",,S,01,","14.0","2,,S,05,","67.0","2,,,S","-2.58","3,,,S"
"AYM00089050","2018-12","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","20","2,S","11","2,S","0","2,S","","","0",",S","22",",S","-2.5",",S,12,","","","8.9","2,,S,21,","68.1","2,,,S","-0.47",",,,S"
"AYM00089050","2019-01","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","23","3,S","12","3,S","0","3,S","","","0","2,S","22","2,S","-1.6","2,S,07,","","","14.0","3,,S,20,","81.8","3,,,S","-0.32","2,,,S"
"AYM00089050","2019-02","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","13","4,S","4","4,S","0","4,S","","","0","1,S","19","1,S","-5.3","1,S,27,","","","15.0","4,,S,14,","36.3","4,,,S","-1.07","1,,,S"
"AYM00089050","2019-03","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","22","3,S","11","3,S","0","3,S","","","0","5,S","17","5,S","-5.5","5,S,12,","","","9.7","3,,S,15,","71.3","3,,,S","-1.16","5,,,S"
"AYM00089050","2019-04","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","24","4,S","13","4,S","0","4,S","","","0","5,S","22","5,S","-10.2","5,S,19,","","","17.0","4,,S,13,","87.2","4,,,S","-2.60","5,,,S"
"AYM00089050","2019-05","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","20","3,S","7","3,S","0","3,S","","","","","","","","","","","7.9","3,,S,07,","48.2","3,,,S","",""
"AYM00089050","2019-06","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","19","2,S","6","2,S","0","2,S","","","","","","","","","","","20.1","2,,S,06,","61.2","2,,,S","",""
"AYM00089050","2019-07","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","15",",S","3",",S","0",",S","31",",","0","3,S","28","3,S","-13.5","3,S,02,","439",",,S,31,+","16.0",",,S,26,","40.7",",,,S","-6.79","3,,,S"
"AYM00089050","2019-08","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","18",",S","2",",S","0",",S","31",",","","","","","","","450",",,S,09,+","8.9",",,S,10,","29.5",",,,S","",""
"AYM00089050","2019-09","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","16","1,S","6","1,S","0","1,S","29","1,","","","","","","","480","1,,S,29,","23.1","1,,S,29,","57.0","1,,,S","",""
"AYM00089050","2019-10","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","19","2,S","6","2,S","0","2,S","29","2,","","","","","","","460","2,,S,07,","13.7","2,,S,25,","45.2","2,,,S","",""
"AYM00089050","2019-11","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","20","1,S","6","1,S","0","1,S","","","0","4,S","25","4,S","-5.7","4,S,20,","","","9.9","1,,S,02,","36.3","1,,,S","-1.57","4,,,S"
"AYM00089050","2019-12","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","18","1,S","7","1,S","0","1,S","","","0","2,S","21","2,S","-3.2","2,S,05,","","","9.9","1,,S,22,","55.7","1,,,S","-0.95","2,,,S"
"AYM00089050","2020-01","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","19","1,S","8","1,S","0","1,S","","","0","2,S","6","2,S","-2.1","2,S,06,","","","9.9","1,,S,28,","44.8","1,,,S","1.23","2,,,S"
"AYM00089050","2020-02","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","12","3,S","6","3,S","0","3,S","","","0","3,S","6","3,S","-2.1","3,S,27,","","","10.9","3,,S,12,","50.0","3,,,S","1.13","3,,,S"
"AYM00089050","2020-04","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","20","2,S","8","2,S","0","2,S","","","","","","","","","","","12.2","2,,S,09,","55.7","2,,,S","",""
"AYM00089050","2020-05","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","14","1,S","5","1,S","0","1,S","","","","","","","","","","","6.1","1,,S,12,","30.6","1,,,S","",""
"AYM00089050","2020-06","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","11","3,S","6","3,S","0","3,S","27","3,","","","","","","","211","3,,S,11,+","10.9","3,,S,11,","41.3","3,,,S","",""
"AYM00089050","2020-07","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","17","1,S","3","1,S","0","1,S","30","1,","0","5,S","26","5,S","-12.8","5,S,26,","211","1,,S,27,","3.3","1,,S,24,","21.8","1,,,S","-6.30","5,,,S"
"AYM00089050","2020-08","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","22",",S","11",",S","0",",S","31",",","2","5,S","26","5,S","-20.3","5,S,31,","351",",,S,28,+","7.9",",,S,12,","70.4",",,,S","-9.94","5,,,S"
"AYM00089050","2020-09","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","19","1,S","9","1,S","0","1,S","30",",","","","","","","","551",",,S,30,","9.9","1,,S,25,","51.0","1,,,S","",""
"AYM00089050","2020-10","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","20","4,S","6","4,S","0","4,S","28","3,","","","","","","","851","3,,S,15,+","7.9","4,,S,28,","45.6","4,,,S","",""
"AYM00089050","2020-11","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","20","1,S","9","1,S","0","1,S","29","1,","0","4,S","24","4,S","-3.8","4,S,01,","681","1,,S,01,","11.9","1,,S,12,","50.5","1,,,S","-1.48","4,,,S"
"AYM00089050","2020-12","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","16",",S","8",",S","0",",S","","","0","2,S","23","2,S","-2.9","2,S,02,","","","15.0",",,S,24,","48.8",",,,S","-0.68","2,,,S"
"AYM00089050","2021-01","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","25","1,S","10","1,S","0","1,S","","","0","5,S","8","5,S","-1.4","5,S,11,","","","14.0","1,,S,21,","76.1","1,,,S","0.45","5,,,S"
"AYM00089050","2021-03","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","21",",S","10",",S","0",",S","","","0","1,S","14","1,S","-3.6","1,S,22,","","","8.9",",,S,31,","76.2",",,,S","-0.04","1,,,S"
"AYM00089050","2021-04","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","17","1,S","10","1,S","1","1,S","","","","","","","","","","","32.0","1,,S,15,","76.9","1,,,S","",""
"AYM00089050","2021-05","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","25","3,S","7","3,S","0","3,S","","","","","","","","","","","10.9","3,,S,19,","57.0","3,,,S","",""
"AYM00089050","2021-06","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","","","","","","","27","3,","","","","","","","119","3,,S,16,+","","","","","",""
"AYM00089050","2021-07","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","19","3,S","10","3,S","0","3,S","29","2,","","","","","","","399","2,,S,31,","14.0","3,,S,19,","62.9","3,,,S","",""
"AYM00089050","2021-08","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","","","","","","","31",",","2","4,S","27","4,S","-19.5","4,S,19,","691",",,S,31,","","","","","-7.27","4,,,S"
"AYM00089050","2021-09","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","22","2,S","11","2,S","0","2,S","30",",","0","4,S","26","4,S","-11.1","4,S,05,","820",",,S,29,","7.9","2,,S,23,","65.9","2,,,S","-3.14","4,,,S"
"AYM00089050","2021-10","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","26","2,S","14","2,S","0","2,S","31",",","","","","","","","980",",,S,28,","7.9","2,,S,29,","81.6","2,,,S","",""
"AYM00089050","2021-11","-62.183","-58.883","14.0","BELLINGSHAUSEN AWS, AY","16","1,S","5","1,S","0","1,S","30",",","0","3,S","21","3,S","-7.1","3,S,23,","899",",,S,01,","11.9","1,,S,29,","49.1","1,,,S","-1.20","3,,,S"
