"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00487105","1906-09","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","12.0",",6","5",",6","2",",6","0",",6","","","","","0",",6","2",",6","0",",6","22",",6","1",",6","","","","","0.0",",6,17,+","","","","","19.1",",,6,16,","33.9",",6,07,","","","123.4","6","99.5",",6","","","","","31.4",",,,6","","","15.42",",6","24.28",",,,6","6.55",",,,6","",""
"USC00487105","1906-10","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","0.0",",6","8",",6","3",",6","0",",6","","","3",",6","0",",6","20",",6","2",",6","9",",6","0",",6","","","","","-12.8",",6,24,","","","152",",,6,22,","6.4",",,6,03,","26.7",",6,02,","","","457.0","6","333.6",",6","","","","","20.6",",,,6","254",",,,6","7.57",",6","15.75",",,,6","-0.61",",,,6","",""
"USC00487105","1906-11","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","0.0","1,6","8",",6","0",",6","0",",6","","","3",",6","3","1,6","22","1,6","8",",6","0",",6","0",",6","","","","","-21.7","1,6,27,","","","114",",,6,25,","2.3",",,6,25,","18.9",",6,14,","","","969.9","6","512.9",",6","","","","","6.8",",,,6","195",",,,6","0.74","1,6","7.47",",,,6","-5.99","1,,,6","",""
"USC00487105","1906-12","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","0.0","4,6","3","2,6","2","2,6","0","2,6","","","1",",6","0","2,6","25","2,6","1","2,6","0","2,6","0","2,6","","","","","-12.2","2,6,15,","","","127",",,6,05,","6.1","2,,6,05,","12.8","2,6,11,","","","1435.5","6","465.6","2,6","","","","","11.5","2,,,6","132",",,,6","0.94","4,6","6.36","2,,,6","-4.49","2,,,6","",""
"USC00487105","1907-01","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0","3,6","3",",6","1",",6","0",",6","","","2",",6","5","1,6","29","1,6","9","2,6","0","2,6","0","2,6","","","","","-25.0","1,6,15,","","","152",",,6,14,","4.8",",,6,14,","8.3","2,6,06,","","","2057.3","6","621.8","2,6","","","","","6.1",",,,6","190",",,,6","-3.97","3,6","1.16","2,,,6","-9.09","1,,,6","",""
"USC00487105","1907-02","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0","1,6","5",",6","2",",6","0",",6","","","3",",6","3",",6","23",",6","2","1,6","0","1,6","0","1,6","","","","","-23.9",",6,03,","","","152",",,6,27,","6.4",",,6,27,","11.1","1,6,23,","","","2516.7","6","459.4","1,6","","","","","14.3",",,,6","279",",,,6","1.03","1,6","7.48","1,,,6","-5.43",",,,6","",""
"USC00487105","1907-03","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","6",",6","2",",6","0",",6","","","","","0",",6","22",",6","2",",6","0",",6","0",",6","","","","","-15.6",",6,13,","","","","","4.8",",,6,07,","18.9",",6,20,","","","2968.0","6","451.3",",6","","","","","14.0",",,,6","","","3.78",",6","9.54",",,,6","-1.99",",,,6","",""
"USC00487105","1907-04","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","7",",6","1",",6","0",",6","","","0",",6","0",",6","18",",6","0",",6","1",",6","0",",6","","","","","-11.7",",6,25,","","","13",",,6,19,+","3.8",",,6,04,","21.1",",6,10,","","","3343.0","6","375.0",",6","","","","","7.7",",,,6","39",",,,6","5.83",",6","13.26",",,,6","-1.59",",,,6","",""
"USC00487105","1907-05","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","10",",6","5",",6","0",",6","","","1",",6","0",",6","10",",6","0",",6","12",",6","0",",6","","","","","-7.8",",6,03,","","","25",",,6,13,","20.6",",,6,24,","27.8",",6,20,","","","3627.4","6","284.4",",6","","","","","40.3",",,,6","25",",,,6","9.16",",6","16.55",",,,6","1.77",",,,6","",""
"USC00487105","1907-06","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","1.9","6","1.9",",6","9",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","22",",6","0",",6","","","","","2.2",",6,10,","","","","","7.1",",,6,26,","30.6",",6,29,","","","3717.8","6","90.4",",6","","","","","19.2",",,,6","","","15.39",",6","24.12",",,,6","6.65",",,,6","",""
"USC00487105","1907-07","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","88.9","6","87.0",",6","3",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","11",",6","","","","","6.1",",6,16,","","","","","2.8",",,6,15,","35.0",",6,23,+","","","4.9","6","4.9",",6","","","","","5.6",",,,6","","","20.98",",6","30.46",",,,6","11.49",",,,6","",""
"USC00487105","1907-08","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","153.4","6","64.5","1,6","5",",6","0",",6","0",",6","","","","","0",",6","0",",6","0","1,6","30","1,6","7","1,6","","","","","3.3",",6,19,+","","","","","2.3",",,6,24,","33.9","1,6,09,+","","","14.6","6","9.7","1,6","","","","","5.1",",,,6","","","20.04","1,6","29.80","1,,,6","10.28",",,,6","",""
"USC00487105","1907-09","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","159.8","6","6.4",",6","6",",6","2",",6","0",",6","","","0",",6","0",",6","3",",6","0",",6","22",",6","0",",6","","","","","-0.6",",6,20,+","","","13",",,6,30,","10.2",",,6,30,","30.0",",6,12,","","","129.6","6","115.0",",6","","","","","16.1",",,,6","13",",,,6","14.71",",6","23.68",",,,6","5.75",",,,6","",""
"USC00487105","1907-10","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","159.8","6","0.0",",6","4",",6","0",",6","0",",6","","","","","0",",6","18",",6","0",",6","4",",6","0",",6","","","","","-3.9",",6,27,","","","","","2.3",",,6,07,+","23.3",",6,06,","","","413.8","6","284.2",",6","","","","","6.2",",,,6","","","9.16",",6","17.85",",,,6","0.48",",,,6","",""
"USC00487105","1907-11","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","159.8","6","0.0","1,6","1",",6","0",",6","0",",6","","","","","1",",6","25",",6","1","1,6","0","1,6","0","1,6","","","","","-17.8",",6,11,","","","","","0.5",",,6,18,","16.7","1,6,06,","","","915.5","6","501.7","1,6","","","","","0.5",",,,6","","","1.16","1,6","8.29","1,,,6","-5.96",",,,6","",""
"USC00487105","1907-12","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","159.8","6","0.0",",6","7",",6","0",",6","0",",6","","","2",",6","4",",6","29",",6","11",",6","0",",6","0",",6","","","","","-23.9",",6,17,","","","53",",,6,16,","1.3",",,6,16,","11.1",",6,05,+","","","1588.0","6","672.5",",6","","","","","5.4",",,,6","119",",,,6","-3.36",",6","2.42",",,,6","-9.14",",,,6","",""
"USC00487105","1908-01","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0","2,6","4","3,6","1","3,6","0","3,6","","","","","2","1,6","30","1,6","4","2,6","0","2,6","0","2,6","","","","","-20.6","1,6,31,","","","","","3.6","3,,6,14,","14.4","2,6,19,","","","2213.5","6","625.5","2,6","","","","","4.5","3,,,6","","","-3.36","2,6","2.91","2,,,6","-9.62","1,,,6","",""
"USC00487105","1908-02","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","3",",6","1",",6","0",",6","","","","","2",",6","25",",6","6",",6","0",",6","0",",6","","","","","-30.0",",6,01,","","","","","3.8",",,6,17,","14.4",",6,27,","","","2807.8","6","594.3",",6","","","","","4.6",",,,6","","","-2.16",",6","4.48",",,,6","-8.80",",,,6","",""
"USC00487105","1908-03","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0","3,6","2",",6","2",",6","0",",6","","","","","0","1,6","25","1,6","3","2,6","0","2,6","0","2,6","","","","","-16.7","1,6,08,","","","","","8.9",",,6,05,","18.3","2,6,25,","","","3283.3","6","475.5","2,6","","","","","11.9",",,,6","","","1.25","3,6","8.04","2,,,6","-5.54","1,,,6","",""
"USC00487105","1908-04","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","7",",6","2",",6","0",",6","","","0",",6","0",",6","17",",6","0",",6","10",",6","0",",6","","","","","-12.8",",6,02,","","","8",",,6,30,","13.5",",,6,23,","24.4",",6,20,+","","","3585.2","6","301.9",",6","","","","","23.0",",,,6","13",",,,6","8.27",",6","17.04",",,,6","-0.50",",,,6","",""
"USC00487105","1908-05","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0","1,6","12",",6","6",",6","1",",6","","","1",",6","0",",6","7",",6","0","1,6","11","1,6","0","1,6","","","","","-2.8",",6,05,","","","152",",,6,28,","46.5",",,6,28,","26.1","1,6,19,","","","3821.6","6","236.4","1,6","","","","","99.1",",,,6","152",",,,6","10.39","1,6","18.38","1,,,6","2.41",",,,6","",""
"USC00487105","1908-06","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","8.3","6","8.3",",6","9",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","23",",6","0",",6","","","","","2.8",",6,04,+","","","","","7.1",",,6,07,","30.0",",6,25,","","","3927.4","6","105.8",",6","","","","","28.1",",,,6","","","15.08",",6","23.02",",,,6","7.15",",,,6","",""
"USC00487105","1908-07","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","97.4","6","89.1",",6","7",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","9",",6","","","","","3.9",",6,02,","","","","","7.9",",,6,28,","35.0",",6,11,","","","10.6","6","10.6",",6","","","","","23.2",",,,6","","","20.87",",6","30.07",",,,6","11.66",",,,6","",""
"USC00487105","1908-08","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","144.1","6","46.7",",6","9",",6","6",",6","0",",6","","","","","0",",6","0",",6","0",",6","29",",6","7",",6","","","","","1.1",",6,31,","","","","","11.9",",,6,15,","33.9",",6,08,+","","","42.1","6","31.5",",6","","","","","44.3",",,,6","","","18.83",",6","27.01",",,,6","10.65",",,,6","",""
"USC00487105","1908-09","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","154.7","6","10.6",",6","4",",6","2",",6","0",",6","","","0",",6","0",",6","5",",6","0",",6","25",",6","1",",6","","","","","-5.6",",6,27,","","","8",",,6,26,","10.2",",,6,25,","32.8",",6,07,","","","144.5","6","102.4",",6","","","","","19.4",",,,6","8",",,,6","15.27",",6","24.67",",,,6","5.87",",,,6","",""
"USC00487105","1908-10","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","154.7","6","0.0",",6","7",",6","4",",6","0",",6","","","2",",6","0",",6","17",",6","0",",6","4",",6","0",",6","","","","","-6.7",",6,21,","","","76",",,6,18,","12.2",",,6,03,","23.3",",6,01,","","","521.7","6","377.2",",6","","","","","26.2",",,,6","161",",,,6","6.17",",6","12.05",",,,6","0.28",",,,6","",""
"USC00487105","1908-11","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","154.7","6","0.0",",6","5",",6","0",",6","0",",6","","","","","4",",6","28",",6","6",",6","0",",6","0",",6","","","","","-22.2",",6,13,","","","","","1.8",",,6,09,","14.4",",6,05,","","","1100.6","6","578.9",",6","","","","","4.2",",,,6","","","-0.97",",6","5.55",",,,6","-7.48",",,,6","",""
"USC00487105","1908-12","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","154.7","6","0.0",",6","4",",6","1",",6","0",",6","","","2",",6","2",",6","30",",6","13",",6","0",",6","0",",6","","","","","-26.7",",6,18,","","","76",",,6,17,+","3.3",",,6,16,","7.2",",6,04,","","","1775.9","6","675.3",",6","","","","","5.9",",,,6","173",",,,6","-3.45",",6","1.51",",,,6","-8.41",",,,6","",""
"USC00487105","1909-01","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0","1,6","5",",6","0",",6","0",",6","","","2",",6","6",",6","24",",6","6","1,6","0","1,6","0","1,6","","","","","-26.1",",6,29,","","","25",",,6,28,+","2.0",",,6,28,","8.9","1,6,18,+","","","2386.5","6","610.6","1,6","","","","","5.6",",,,6","76",",,,6","-2.32","1,6","3.71","1,,,6","-8.35",",,,6","",""
"USC00487105","1909-02","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","8",",6","1",",6","0",",6","4",",6","","","4",",6","28",",6","11",",6","0",",6","0",",6","","","","","-23.3",",6,09,","203",",,6,04,","","","7.4",",,6,08,","7.8",",6,03,","","","3010.1","6","623.6",",6","","","","","15.1",",,,6","","","-3.94",",6","1.60",",,,6","-9.48",",,,6","",""
"USC00487105","1909-03","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","9",",6","0",",6","0",",6","","","","","2",",6","30",",6","5",",6","0",",6","0",",6","","","","","-19.4",",6,12,","","","","","2.0",",,6,27,","12.8",",6,23,","","","3581.8","6","571.7",",6","","","","","6.8",",,,6","","","-0.11",",6","5.36",",,,6","-5.58",",,,6","",""
"USC00487105","1909-04","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0","2,6","10",",6","1",",6","0",",6","","","","","0",",6","26",",6","1","2,6","0","2,6","0","2,6","","","","","-11.1",",6,30,+","","","","","2.5",",,6,04,","20.6","2,6,17,","","","3974.6","6","392.8","2,6","","","","","8.9",",,,6","","","4.15","2,6","11.89","2,,,6","-3.58",",,,6","",""
"USC00487105","1909-05","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","10",",6","4",",6","1",",6","","","","","0",",6","11",",6","0",",6","6",",6","0",",6","","","","","-8.3",",6,01,","","","","","25.9",",,6,24,","23.3",",6,27,","","","4241.6","6","267.0",",6","","","","","54.1",",,,6","","","9.72",",6","17.38",",,,6","2.06",",,,6","",""
"USC00487105","1909-07","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","84.0","3,6","3",",6","2",",6","0",",6","","","","","0","3,6","0","3,6","0",",6","31",",6","13",",6","","","","","7.2","3,6,13,","","","","","5.6",",,6,26,","36.7",",6,17,","","","3.1","6","3.1",",6","","","","","10.2",",,,6","","","21.38","3,6","30.70",",,,6","12.06","3,,,6","",""
"USC00487105","1909-09","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","","","","","","","","","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,30,+","","","","","","","","","","","","","","","","","0",",,,6","","","","","","","",""
"USC00487105","1909-11","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","","","","","","","","","","","5",",6","","","","","","","","","","","","","","","","","","","127",",,6,21,","","","","","","","","","","","","","","","","","317",",,,6","","","","","","","",""
"USC00487105","1909-12","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","0.0","2,6","","","","","","","","","4",",6","13","2,6","29","2,6","24",",6","0",",6","0",",6","","","","","-26.7","2,6,20,","","","76",",,6,04,","","","9.4",",6,31,","","","","","826.5",",6","","","","","","","203",",,,6","-10.17","2,6","-4.61",",,,6","-15.72","2,,,6","",""
"USC00487105","1910-01","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0","1,6","5","1,6","1","1,6","0","1,6","","","3",",6","4",",6","29",",6","16","1,6","0","1,6","0","1,6","","","","","-31.7",",6,03,","","","127",",,6,01,","6.1","1,,6,01,","10.6","1,6,23,","","","","","717.2","1,6","","","","","8.2","1,,,6","280",",,,6","-5.63","1,6","-0.98","1,,,6","-10.27",",,,6","",""
"USC00487105","1910-02","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","2","1,6","1","1,6","0","1,6","","","2",",6","5",",6","28",",6","15",",6","0",",6","0",",6","","","","","-26.1",",6,03,","","","64",",,6,26,","2.5","1,,6,26,","8.3",",6,28,","","","","","680.4",",6","","","","","3.8","1,,,6","141",",,,6","-5.97",",6","0.14",",,,6","-12.07",",,,6","",""
"USC00487105","1910-03","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","3",",6","1",",6","0",",6","","","2",",6","0",",6","18",",6","0",",6","1",",6","0",",6","","","","","-7.8",",6,30,","","","76",",,6,09,","4.8",",,6,09,","21.7",",6,22,","","","","","351.2",",6","","","","","8.3",",,,6","127",",,,6","7.00",",6","14.45",",,,6","-0.44",",,,6","",""
"USC00487105","1910-04","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0","1,6","2","1,6","2","1,6","0","1,6","","","1",",6","0","1,6","13","1,6","0",",6","13",",6","0",",6","","","","","-7.2","1,6,15,","","","229",",,6,14,","22.9","1,,6,21,","27.8",",6,27,","","","","","243.2",",6","","","","","35.9","1,,,6","229",",,,6","9.83","1,6","19.25",",,,6","0.40","1,,,6","",""
"USC00487105","1910-05","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0","1,6","10","1,6","5","1,6","0","1,6","","","0",",6","0",",6","6",",6","0","1,6","18","1,6","0","1,6","","","","","-1.7",",6,16,+","","","0",",T,6,03,+","9.9","1,,6,14,","28.9","1,6,31,+","","","","","178.0","1,6","","","","","33.2","1,,,6","0",",T,,6","12.36","1,6","21.15","1,,,6","3.56",",,,6","",""
"USC00487105","1910-06","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","65.8","6","65.8",",6","4",",6","2",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","8",",6","","","","","1.1",",6,03,","","","","","31.8",",,6,13,","36.1",",6,28,","","","","","21.0",",6","","","","","43.5",",,,6","","","19.83",",6","29.67",",,,6","9.98",",,,6","",""
"USC00487105","1910-07","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","209.9","6","144.1",",6","7",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","16",",6","","","","","7.8",",6,09,","","","","","14.5",",,6,21,","37.2",",6,20,","","","0.3","6","0.3",",6","","","","","33.8",",,,6","","","22.97",",6","32.20",",,,6","13.74",",,,6","",""
"USC00487105","1910-08","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","298.1","6","88.2","1,6","0",",6","0",",6","0",",6","","","","","0",",6","1",",6","0","1,6","30","1,6","10","1,6","","","","","-2.8",",6,25,","","","","","0.0",",T,6,27,","35.6","1,6,19,","","","9.7","6","9.4","1,6","","","","","0.0",",T,,6","","","20.73","1,6","30.87","1,,,6","10.60",",,,6","",""
"USC00487105","1910-09","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","308.1","6","10.0",",6","4",",6","1",",6","0",",6","","","","","0",",6","2",",6","0",",6","27",",6","0",",6","","","","","-5.0",",6,26,","","","","","3.6",",,6,22,","29.4",",6,16,+","","","101.2","6","91.5",",6","","","","","6.9",",,,6","","","15.62",",6","24.75",",,,6","6.48",",,,6","",""
"USC00487105","1910-10","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","308.1","6","0.0",",6","6",",6","3",",6","1",",6","","","","","0",",6","8",",6","0",",6","12",",6","0",",6","","","","","-10.0",",6,27,","","","","","48.0",",,6,17,","28.3",",6,11,+","","","370.3","6","269.1",",6","","","","","72.8",",,,6","","","9.65",",6","17.98",",,,6","1.33",",,,6","",""
"USC00487105","1910-11","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","308.1","6","0.0","1,6","2",",6","1",",6","0",",6","","","1",",6","0","1,6","22","1,6","1",",6","0",",6","0",",6","","","","","-11.1","1,6,27,","","","25",",,6,19,","4.6",",,6,19,","16.7",",6,02,","","","774.8","6","404.5",",6","","","","","5.4",",,,6","25",",,,6","4.29","1,6","10.76",",,,6","-2.19","1,,,6","",""
"USC00487105","1910-12","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","308.1","6","0.0",",6","3",",6","0",",6","0",",6","","","2",",6","2",",6","30",",6","7",",6","0",",6","0",",6","","","","","-17.8",",6,23,+","","","51",",,6,22,","1.3",",,6,22,","12.8",",6,14,+","","","1400.2","6","625.4",",6","","","","","2.4",",,,6","76",",,,6","-1.84",",6","4.30",",,,6","-7.98",",,,6","",""
"USC00487105","1911-01","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","3",",6","1",",6","0",",6","","","2",",6","4",",6","28",",6","7",",6","0",",6","0",",6","","","","","-27.8",",6,02,","","","51",",,6,21,","3.3",",,6,21,","11.7",",6,31,","","","2030.8","6","630.6",",6","","","","","3.9",",,,6","89",",,,6","-2.01",",6","3.14",",,,6","-7.16",",,,6","",""
"USC00487105","1911-02","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0","2,6","4",",6","1",",6","0",",6","","","4",",6","4","1,6","26","1,6","15","1,6","0","1,6","0","1,6","","","","","-20.0","1,6,18,+","","","51",",,6,26,+","2.8",",,6,05,","8.9","1,6,01,","","","2633.4","6","602.6","1,6","","","","","5.6",",,,6","204",",,,6","-4.92","2,6","0.61","1,,,6","-10.45","1,,,6","",""
