"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00414976","1998-06","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","375.4","0","240.4","2,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","23","1,0","","","","","11.7","1,0,07,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","36.1","1,0,26,+","","","1847.3","0","0.0","1,0","","","0.0",",,,0","0",",,,0","26.79","2,0","32.90","1,,,0","20.69","1,,,0","",""
"USC00414976","1998-07","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","738.7","0","363.3",",0","2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","20.0",",0,19,+","0",",,0,31,+","0",",,0,31,+","30.7",",,0,13,","38.9",",0,28,+","","","0.0","0","0.0",",0","","","33.2",",,,0","0",",,,0","30.05",",0","36.86",",,,0","23.25",",,,0","",""
"USC00414976","1998-08","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1051.9","0","313.2",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","","","17.8",",0,15,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,15,","41.7",",0,03,","","","0.0","0","0.0",",0","","","47.0",",,,0","0",",,,0","28.44",",0","35.64",",,,0","21.24",",,,0","",""
"USC00414976","1998-09","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1282.2","0","230.3",",0","6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","18",",0","","","","","16.7",",0,10,","0",",,0,30,+","0",",,0,30,+","115.1",",,0,16,","40.0",",0,05,","","","0.0","0","0.0",",0","","","182.9",",,,0","0",",,,0","26.01",",0","32.50",",,,0","19.52",",,,0","",""
"USC00414976","1998-10","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1328.6","0","46.4","1,0","7",",0","5",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","23",",0","1",",0","","","","","3.9","1,0,24,","0",",,0,31,+","0",",,0,31,+","90.2",",,0,06,","33.3",",0,01,","","","50.6","0","50.6",",0","","","229.3",",,,0","0",",,,0","18.31","1,0","24.19",",,,0","12.42","1,,,0","",""
"USC00414976","1998-11","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1330.8","0","2.2",",0","12",",0","6",",0","3",",0","0",",0","0",",0","0",",0","3",",0","0",",0","8",",0","0",",0","","","","","-1.1",",0,06,","0",",,0,30,+","0",",,0,30,+","45.7",",,0,13,","24.4",",0,01,","","","249.3","0","198.7",",0","","","132.5",",,,0","0",",,,0","11.78",",0","16.80",",,,0","6.77",",,,0","",""
"USC00414976","1998-12","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1333.5","0","2.7",",0","15",",0","7",",0","2",",0","0",",0","0",",0","0",",0","14",",0","2",",0","6",",0","0",",0","","","","","-8.3",",0,26,+","0",",,0,31,+","0",",,0,31,+","33.5",",,0,11,","23.3",",0,06,+","","","607.0","0","357.7",",0","","","120.2",",,,0","0",",,,0","6.88",",0","12.69",",,,0","1.08",",,,0","",""
"USC00414976","1999-01","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","0.0","0","0.0","4,0","8",",0","4",",0","1",",0","0",",0","0",",0","0","4,0","13","4,0","1",",0","4",",0","0",",0","","","","","-9.4","4,0,04,","0",",,0,31,+","0",",,0,31,+","43.2",",,0,29,","22.2",",0,22,","","","912.8","0","305.8",",0","","","77.1",",,,0","0",",,,0","7.38","4,0","14.01",",,,0","0.76","4,,,0","",""
"USC00414976","1999-02","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","7.8","0","7.8","2,0","3",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","1","2,0","0",",0","10",",0","0",",0","","","","","-2.2","2,0,13,","0",",,0,28,+","0",",,0,28,+","2.0",",,0,12,","25.6",",0,10,","","","1075.2","0","162.4",",0","","","3.0",",,,0","0",",,,0","12.35","2,0","17.66",",,,0","7.03","2,,,0","",""
"USC00414976","1999-03","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","7.8","0","0.0","3,0","13",",0","10",",0","2",",0","0",",0","0",",0","0","3,0","2","3,0","0",",0","12",",0","0",",0","","","","","-1.1","3,0,04,","0",",,0,31,+","0",",,0,31,+","30.5",",,0,12,","24.4",",0,02,","","","1257.0","0","181.8",",0","","","108.4",",,,0","0",",,,0","12.03","3,0","17.85",",,,0","6.21","3,,,0","",""
"USC00414976","1999-04","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","82.9","0","75.1",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","","","2.8",",0,18,","0",",,0,30,+","0",",,0,30,+","38.1",",,0,04,","31.1",",0,29,","","","1292.7","0","35.7",",0","","","81.9",",,,0","0",",,,0","19.65",",0","24.96",",,,0","14.33",",,,0","",""
"USC00414976","1999-05","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","183.0","0","100.1","4,0","10",",0","8",",0","5",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","25","2,0","0","2,0","","","","","11.1","2,0,07,","0",",,0,31,+","0",",,0,31,+","46.5",",,0,31,","31.1","2,0,23,+","","","1293.6","0","0.9","2,0","","","228.7",",,,0","0",",,,0","21.97","4,0","26.65","2,,,0","17.29","2,,,0","",""
"USC00414976","1999-06","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","411.0","0","228.0","2,0","6",",0","4",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","30",",0","6",",0","","","","","18.3","2,0,18,","0",",,0,30,+","0",",,0,30,+","14.2",",,0,12,","32.8",",0,28,+","","","1293.6","0","0.0",",0","","","35.8",",,,0","0",",,,0","26.51","2,0","30.62",",,,0","22.41","2,,,0","",""
"USC00414976","1999-07","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","721.1","0","310.1",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","","","","","20.0",",0,13,","0",",,0,31,+","0",",,0,31,+","20.6",",,0,08,","37.8",",0,25,","","","0.0","0","0.0",",0","","","28.8",",,,0","0",",,,0","28.34",",0","33.31",",,,0","23.37",",,,0","",""
"USC00414976","1999-08","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1066.8","0","345.7","3,0","2",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0",",0","31",",0","31",",0","","","","","18.3","3,0,18,","0",",,0,31,+","0",",,0,31,+","0.8",",,0,25,","41.1",",0,27,","","","0.0","0","0.0",",0","","","1.1",",,,0","0",",,,0","30.66","3,0","37.33",",,,0","24.00","3,,,0","",""
"USC00414976","1999-09","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","","","","","5",",0","4",",0","1",",0","0",",0","0",",0","","","","","0",",0","30",",0","15",",0","","","","","","","0",",,0,30,+","0",",,0,30,+","28.2",",,0,06,","36.7",",0,01,","","","","","","","","","53.5",",,,0","0",",,,0","","","31.23",",,,0","","","",""
"USC00414976","1999-10","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","","","59.0","1,0","3",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","25","1,0","1","1,0","","","","","5.6",",0,21,+","0",",,0,31,+","0",",,0,31,+","39.4",",,0,31,","32.2","1,0,15,","","","","","45.0","1,0","","","48.6",",,,0","0",",,,0","18.79","1,0","26.23","1,,,0","11.35",",,,0","",""
"USC00414976","1999-11","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","","","5.1","1,0","2",",0","2",",0","1",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","21",",0","0",",0","","","","","-1.1","1,0,03,","0",",,0,30,+","0",",,0,30,+","31.8",",,0,23,","28.9",",0,15,","","","","","95.3",",0","","","37.6",",,,0","0",",,,0","15.19","1,0","21.95",",,,0","8.43","1,,,0","",""
"USC00414976","1999-12","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","","","5.0",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","10",",0","0",",0","5",",0","0",",0","","","","","-3.9",",0,23,+","0",",,0,31,+","0",",,0,31,+","58.9",",,0,12,","26.1",",0,04,","","","","","281.2",",0","","","103.9",",,,0","0",",,,0","9.42",",0","16.25",",,,0","2.59",",,,0","",""
"USC00414976","2000-01","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1.1","0","1.1","1,0","3",",0","2",",0","0",",0","4",",0","1",",0","0",",0","11",",0","3","1,0","10","1,0","0","1,0","","","","","-5.6",",0,31,+","51",",,0,30,+","53",",,0,28,","16.0",",,0,08,","25.6","1,0,01,","","","","","282.0","1,0","","","29.4",",,,0","53",",,,0","8.96","1,0","14.83","1,,,0","3.08",",,,0","",""
"USC00414976","2000-02","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","9.7","0","8.6",",0","5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","14",",0","0",",0","","","","","-5.0",",0,05,","0",",,0,29,+","0",",,0,29,+","39.1",",,0,26,","26.7",",0,19,+","","","","","164.1",",0","","","51.0",",,,0","0",",,,0","12.97",",0","19.31",",,,0","6.63",",,,0","",""
"USC00414976","2000-03","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","26.0","0","16.3","1,0","12",",0","9",",0","1",",0","0",",0","0",",0","0","1,0","2","1,0","0",",0","18",",0","0",",0","","","","","-1.1","1,0,13,","0",",,0,31,+","0",",,0,31,+","43.2",",,0,11,","27.2",",0,30,","","","","","105.8",",0","","","117.1",",,,0","0",",,,0","15.40","1,0","21.37",",,,0","9.43","1,,,0","",""
"USC00414976","2000-04","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","45.5","0","19.5",",0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","","","","","1.7",",0,10,","0",",,0,30,+","0",",,0,30,+","48.8",",,0,12,","28.9",",0,24,+","","","","","67.3",",0","","","121.8",",,,0","0",",,,0","16.74",",0","22.73",",,,0","10.75",",,,0","",""
"USC00414976","2000-05","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","194.6","0","149.1","4,0","9",",0","5",",0","1",",0","0",",0","0",",0","0","4,0","0","4,0","0",",0","30",",0","5",",0","","","","","12.2","4,0,15,","0",",,0,31,+","0",",,0,31,+","42.9",",,0,19,","32.8",",0,30,+","","","","","0.0",",0","","","104.9",",,,0","0",",,,0","23.88","4,0","28.61",",,,0","19.14","4,,,0","",""
"USC00414976","2000-06","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","400.9","0","206.3","2,0","13",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","28","2,0","12","2,0","","","","","15.0",",0,07,","0",",,0,30,+","0",",,0,30,+","107.4",",,0,15,","33.3","2,0,29,+","","","","","0.0","2,0","","","356.5",",,,0","0",",,,0","25.69","2,0","29.84","2,,,0","21.55",",,,0","",""
"USC00414976","2000-07","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","733.4","0","332.5",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","","","18.9",",0,24,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,01,","38.9",",0,21,+","","","0.0","0","0.0",",0","","","26.6",",,,0","0",",,,0","29.06",",0","34.79",",,,0","23.33",",,,0","",""
"USC00414976","2000-08","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1111.7","0","378.3",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","19.4",",0,14,","0",",,0,31,+","0",",,0,31,+","11.2",",,0,22,","41.1",",0,31,","","","0.0","0","0.0",",0","","","11.2",",,,0","0",",,,0","30.54",",0","37.70",",,,0","23.38",",,,0","",""
"USC00414976","2000-09","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1346.4","0","234.7",",0","1",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","20",",0","","","","","8.9",",0,27,+","0",",,0,30,+","0",",,0,30,+","29.5",",,0,25,","43.3",",0,05,","","","6.1","0","6.1",",0","","","29.5",",,,0","0",",,,0","25.95",",0","33.18",",,,0","18.73",",,,0","",""
"USC00414976","2000-10","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1436.8","0","90.4","1,0","11",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","25",",0","2",",0","","","","","1.1","1,0,11,+","0",",,0,31,+","0",",,0,31,+","23.4",",,0,16,","33.3",",0,03,","","","50.0","0","43.9",",0","","","77.0",",,,0","0",",,,0","19.83","1,0","25.54",",,,0","14.12","1,,,0","",""
"USC00414976","2000-11","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1442.4","0","5.6","4,0","13",",0","10",",0","6",",0","0",",0","0",",0","0","4,0","4","4,0","0",",0","6",",0","0",",0","","","","","-2.2","4,0,22,+","0",",,0,30,+","0",",,0,30,+","63.5",",,0,08,","26.1",",0,02,","","","277.6","0","227.6",",0","","","284.4",",,,0","0",",,,0","10.14","4,0","15.37",",,,0","4.91","4,,,0","",""
"USC00414976","2000-12","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1442.4","0","0.0",",0","13",",0","8",",0","2",",0","0",",0","0",",0","0",",0","20",",0","1",",0","0",",0","0",",0","","","","","-7.2",",0,13,+","0",",,0,31,+","0",",,0,31,+","55.9",",,0,26,","17.8",",0,12,+","","","725.7","0","448.1",",0","","","149.4",",,,0","0",",,,0","3.88",",0","8.87",",,,0","-1.12",",,,0","",""
"USC00414976","2001-01","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","0.0","0","0.0",",0","10",",0","9",",0","0",",0","3",",0","1",",0","0",",0","14",",0","3",",0","0",",0","0",",0","","","","","-12.2",",0,01,","102",",,0,01,","91",",,0,01,","21.3",",,0,29,","20.0",",0,27,","","","1143.1","0","417.4",",0","","","110.9",",,,0","91",",,,0","4.87",",0","10.00",",,,0","-0.26",",,,0","",""
"USC00414976","2001-02","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","0.3","0","0.3",",0","13",",0","7",",0","2",",0","0",",0","0",",0","0",",0","11",",0","0",",0","6",",0","0",",0","","","","","-3.3",",0,10,","0",",,0,28,+","0",",,0,28,+","105.4",",,0,16,","22.8",",0,25,","","","1387.7","0","244.6",",0","","","202.5",",,,0","0",",,,0","9.61",",0","15.54",",,,0","3.67",",,,0","",""
"USC00414976","2001-03","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","0.3","0","0.0","1,0","13",",0","9",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","6",",0","0",",0","","","","","2.2","1,0,22,+","0",",,0,31,+","0",",,0,31,+","51.6",",,0,12,","26.7",",0,24,","","","1621.4","0","233.7",",0","","","163.8",",,,0","0",",,,0","10.72","1,0","16.02",",,,0","5.42","1,,,0","",""
"USC00414976","2001-04","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","75.4","0","75.1",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","3.9",",0,19,+","0",",,0,30,+","0",",,0,30,+","26.7",",,0,13,","29.4",",0,30,+","","","1650.3","0","28.9",",0","","","32.5",",,,0","0",",,,0","19.88",",0","26.64",",,,0","13.11",",,,0","",""
"USC00414976","2001-05","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","238.7","0","163.3","1,0","8",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","7",",0","","","","","8.9","1,0,22,","0",",,0,31,+","0",",,0,31,+","23.4",",,0,28,","33.3",",0,28,+","","","1651.4","0","1.1",",0","","","47.3",",,,0","0",",,,0","23.72","1,0","29.96",",,,0","17.48","1,,,0","",""
"USC00414976","2001-06","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","470.7","0","232.0",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","23",",0","","","","","15.6",",0,01,","0",",,0,30,+","0",",,0,30,+","38.1",",,0,15,","35.0",",0,21,+","","","1651.4","0","0.0",",0","","","116.3",",,,0","0",",,,0","26.07",",0","32.54",",,,0","19.60",",,,0","",""
"USC00414976","2001-07","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","819.5","0","348.8","1,0","1",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","29",",0","","","","","21.1","1,0,01,","0",",,0,31,+","0",",,0,31,+","2.5",",,0,01,","38.9",",0,23,","","","0.0","0","0.0",",0","","","2.5",",,,0","0",",,,0","29.88","1,0","36.21",",,,0","23.56","1,,,0","",""
"USC00414976","2001-08","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1151.7","0","332.2",",0","9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","19.4",",0,15,","0",",,0,31,+","0",",,0,31,+","33.0",",,0,16,","39.4",",0,12,+","","","0.0","0","0.0",",0","","","97.5",",,,0","0",",,,0","29.05",",0","35.72",",,,0","22.38",",,,0","",""
"USC00414976","2001-09","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1316.9","0","165.2",",0","13",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","","","","","9.4",",0,27,","0",",,0,30,+","0",",,0,30,+","43.2",",,0,16,","34.4",",0,15,+","","","3.1","0","3.1",",0","","","126.8",",,,0","0",",,,0","23.74",",0","29.72",",,,0","17.76",",,,0","",""
"USC00414976","2001-10","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1355.3","0","38.4",",0","5",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","4.4",",0,31,+","0",",,0,31,+","0",",,0,31,+","71.1",",,0,13,","30.0",",0,24,+","","","57.6","0","54.5",",0","","","119.3",",,,0","0",",,,0","17.81",",0","25.63",",,,0","10.00",",,,0","",""
"USC00414976","2001-11","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1368.4","0","13.1","4,0","12",",0","8",",0","1",",0","0",",0","0",",0","0","4,0","3","4,0","0",",0","23",",0","0",",0","","","","","-1.1","4,0,30,","0",",,0,30,+","0",",,0,30,+","41.1",",,0,28,","28.3",",0,04,+","","","160.5","0","102.9",",0","","","106.0",",,,0","0",",,,0","15.13","4,0","21.70",",,,0","8.56","4,,,0","",""
"USC00414976","2001-12","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1376.5","0","8.1",",0","9",",0","8",",0","3",",0","0",",0","0",",0","0",",0","10",",0","0",",0","6",",0","0",",0","","","","","-2.2",",0,31,","0",",,0,31,+","0",",,0,31,+","74.2",",,0,17,","26.7",",0,05,","","","421.1","0","260.6",",0","","","194.0",",,,0","0",",,,0","10.19",",0","16.38",",,,0","3.99",",,,0","",""
"USC00414976","2002-01","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","2.8","0","2.8",",0","7",",0","7",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","8",",0","0",",0","","","","","-8.9",",0,04,+","0",",,0,31,+","0",",,0,31,+","13.5",",,0,24,","25.6",",0,31,+","","","738.0","0","316.9",",0","","","54.1",",,,0","0",",,,0","8.20",",0","15.31",",,,0","1.10",",,,0","",""
"USC00414976","2002-02","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","2.8","0","0.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","5",",0","0",",0","","","","","-6.7",",0,27,","0",",,0,28,+","0",",,0,28,+","15.7",",,0,20,","23.3",",0,25,","","","1044.1","0","306.1",",0","","","32.5",",,,0","0",",,,0","7.40",",0","14.64",",,,0","0.16",",,,0","",""
"USC00414976","2002-03","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","9.5","0","6.7",",0","14",",0","9",",0","3",",0","0",",0","0",",0","0",",0","9",",0","1",",0","14",",0","0",",0","","","","","-7.2",",0,04,+","0",",,0,31,+","0",",,0,31,+","55.9",",,0,20,","27.8",",0,30,","","","1278.3","0","234.2",",0","","","196.4",",,,0","0",",,,0","11.00",",0","17.80",",,,0","4.19",",,,0","",""
"USC00414976","2002-04","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","87.7","0","78.2",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","","","","","7.2",",0,01,","0",",,0,30,+","0",",,0,30,+","31.5",",,0,08,","32.8",",0,29,","","","1308.9","0","30.6",",0","","","64.2",",,,0","0",",,,0","19.92",",0","25.90",",,,0","13.94",",,,0","",""
"USC00414976","2002-05","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","226.2","0","138.5",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","","","7.8",",0,19,","0",",,0,31,+","0",",,0,31,+","47.0",",,0,10,","33.3",",0,02,","","","1315.6","0","6.7",",0","","","137.6",",,,0","0",",,,0","22.58",",0","28.64",",,,0","16.53",",,,0","",""
"USC00414976","2002-06","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","476.9","0","250.7",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","25",",0","","","","","16.7",",0,18,+","0",",,0,30,+","0",",,0,30,+","8.4",",,0,16,","35.0",",0,21,+","","","1315.6","0","0.0",",0","","","37.2",",,,0","0",",,,0","26.69",",0","32.99",",,,0","20.39",",,,0","",""
"USC00414976","2002-07","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","795.7","0","318.8",",0","7",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","","","","","20.0",",0,02,+","0",",,0,31,+","0",",,0,31,+","43.7",",,0,17,","38.3",",0,26,","","","0.0","0","0.0",",0","","","135.2",",,,0","0",",,,0","28.62",",0","34.44",",,,0","22.79",",,,0","",""
"USC00414976","2002-08","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1127.3","0","331.6",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","","","19.4",",0,28,+","0",",,0,31,+","0",",,0,31,+","24.6",",,0,28,","38.3",",0,25,+","","","0.0","0","0.0",",0","","","52.0",",,,0","0",",,,0","29.03",",0","35.99",",,,0","22.07",",,,0","",""
"USC00414976","2002-09","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1341.1","0","213.8","2,0","3",",0","3",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","30",",0","23",",0","","","","","11.1","2,0,24,","0",",,0,30,+","0",",,0,30,+","8.4",",,0,20,","37.8",",0,07,","","","0.0","0","0.0",",0","","","17.3",",,,0","0",",,,0","25.96","2,0","33.52",",,,0","18.41","2,,,0","",""
"USC00414976","2002-10","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1398.6","0","57.5","1,0","8",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","20",",0","7",",0","","","","","6.7","1,0,18,+","0",",,0,31,+","0",",,0,31,+","118.6",",,0,19,","35.6",",0,05,","","","43.2","0","43.2",",0","","","183.4",",,,0","0",",,,0","18.72","1,0","24.07",",,,0","13.37","1,,,0","",""
"USC00414976","2002-11","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1403.6","0","5.0","4,0","5",",0","2",",0","0",",0","0",",0","0",",0","0","4,0","3","4,0","0",",0","14",",0","0",",0","","","","","-2.8","4,0,28,","0",",,0,30,+","0",",,0,30,+","16.0",",,0,05,","27.8",",0,10,","","","208.9","0","165.7",",0","","","22.9",",,,0","0",",,,0","12.40","4,0","19.57",",,,0","5.22","4,,,0","",""
"USC00414976","2002-12","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1405.8","0","2.2",",0","13",",0","7",",0","3",",0","0",",0","0",",0","0",",0","11",",0","0",",0","5",",0","0",",0","","","","","-3.9",",0,06,","0",",,0,31,+","0",",,0,31,+","50.8",",,0,31,","24.4",",0,18,","","","501.4","0","292.5",",0","","","165.4",",,,0","0",",,,0","8.97",",0","14.89",",,,0","3.05",",,,0","",""
"USC00414976","2003-01","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","0.0","0","0.0","3,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","16","3,0","0",",0","4",",0","0",",0","","","","","-7.8","3,0,25,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","22.2",",0,21,+","","","845.5","0","344.1",",0","","","0.0",",,,0","0",",,,0","6.21","3,0","12.50",",,,0","-0.09","3,,,0","",""
"USC00414976","2003-02","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","0.0","0","0.0","2,0","9",",0","7",",0","1",",0","0",",0","0",",0","0","2,0","10","2,0","1",",0","3",",0","0",",0","","","","","-5.6","2,0,25,","0",",,0,28,+","0",",,0,28,+","31.8",",,0,22,","23.3",",0,03,","","","1124.3","0","278.8",",0","","","110.0",",,,0","0",",,,0","7.82","2,0","13.04",",,,0","2.59","2,,,0","",""
"USC00414976","2003-03","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","3.4","0","3.4","1,0","7",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","2","1,0","0",",0","16",",0","0",",0","","","","","-1.1","1,0,07,","0",",,0,31,+","0",",,0,31,+","17.3",",,0,13,","27.8",",0,16,","","","1272.0","0","147.7",",0","","","35.9",",,,0","0",",,,0","13.42","1,0","19.93",",,,0","6.91","1,,,0","",""
