"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES"
"USW00012920","1957-12","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2394.6","0","21.4",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","22",",0","0",",0","11","","","","1","","-0.6",",0,12,","0",",,0,31,+","0",",,0,31,+","21.3",",,0,24,","27.8",",0,19,","119.7","1,,,0","221.6","0","94.1",",0","","","","","37.7",",,,0","0",",,,0","15.99",",0","22.31",",,,0","9.66",",,,0","","","3902",",,,0","",""
"USW00012920","1958-01","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","0.3","0","0.3",",0","8",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","9","","","","2","","1.1",",0,02,","0",",,0,31,+","0",",,0,31,+","52.6",",,0,04,","27.8",",0,30,","105.3",",,,0","402.7","0","181.1",",0","","","","","133.3",",,,0","0",",,,0","12.50",",0","18.39",",,,0","6.62",",,,0","","","4343",",,,0","",""
"USW00012920","1958-02","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","9.7","0","9.4",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","14",",0","0",",0","13","","","","3","","-1.1",",0,13,","0",",,0,28,+","0",",T,0,12,","52.1",",,0,20,","29.4",",0,26,","107.1","1,,,0","544.1","0","141.4",",0","","","","","106.7",",,,0","0",",T,,0","13.62",",0","18.86",",,,0","8.38",",,,0","","","4204",",,,0","",""
"USW00012920","1958-03","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","40.7","0","31.0",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","10","","","","","","5.0",",0,15,","0",",,0,31,+","0",",,0,31,+","1.5",",,0,04,","30.0",",0,23,","154.9",",,,0","632.2","0","88.1",",0","","","","","5.2",",,,0","0",",,,0","16.49",",0","22.07",",,,0","10.92",",,,0","","","4747",",,,0","",""
"USW00012920","1958-04","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","195.7","0","155.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","16","","","","2","","10.0",",0,10,","0",",,0,30,+","0",",,0,30,+","4.6",",,0,30,+","42.8",",0,23,","224.9",",,,0","633.9","0","1.7",",0","","","","","10.2",",,,0","0",",,,0","23.45",",0","30.02",",,,0","16.87",",,,0","","","4958",",,,0","",""
"USW00012920","1958-05","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","446.6","0","250.9",",0","6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","9","","","","5","","15.6",",0,07,+","0",",,0,31,+","0",",,0,31,+","50.5",",,0,13,","37.2",",0,27,","263.3","1,,,0","633.9","0","0.0",",0","","","","","58.7",",,,0","0",",,,0","26.43",",0","32.84",",,,0","20.02",",,,0","","","4549",",,,0","",""
"USW00012920","1958-06","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","801.1","0","354.5",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","29",",0","3","","","","8","","21.7",",0,02,","0",",,0,30,+","0",",,0,30,+","3.6",",,0,26,","39.4",",0,25,+","332.5",",,,0","633.9","0","0.0",",0","","","","","11.0",",,,0","0",",,,0","30.15",",0","36.24",",,,0","24.05",",,,0","","","6127",",,,0","",""
"USW00012920","1958-07","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1201.8","0","400.7",",0","3",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","2","","","","2","","21.7",",0,07,","0",",,0,31,+","0",",,0,31,+","30.2",",,0,07,","40.6",",0,30,","438.9",",,,0","0.0","0","0.0",",0","","","","","44.6",",,,0","0",",,,0","31.26",",0","37.91",",,,0","24.60",",,,0","","","7770",",,,0","",""
"USW00012920","1958-08","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1617.5","0","415.7",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","1","","","","3","","20.6",",0,29,","0",",,0,31,+","0",",,0,31,+","33.0",",,0,18,","41.1",",0,23,","366.5","2,,,0","0.0","0","0.0",",0","","","","","45.8",",,,0","0",",,,0","31.74",",0","38.58",",,,0","24.90",",,,0","","","5823",",,,0","",""
"USW00012920","1958-09","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1917.2","0","299.7",",0","16",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","23",",0","7","","","","9","","18.3",",0,30,","0",",,0,30,+","0",",,0,30,+","26.7",",,0,17,","37.8",",0,03,","193.5",",,,0","0.0","0","0.0",",0","","","","","118.0",",,,0","0",",,,0","28.32",",0","33.20",",,,0","23.45",",,,0","","","4070",",,,0","",""
"USW00012920","1958-10","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2047.6","0","130.4",",0","16",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","3",",0","22","","","","3","","8.9",",0,29,+","0",",,0,31,+","0",",,0,31,+","40.6",",,0,10,","35.0",",0,09,","107.7","1,,,0","33.1","0","33.1",",0","","","","","210.3",",,,0","0",",,,0","21.47",",0","25.45",",,,0","17.49",",,,0","","","3654",",,,0","",""
"USW00012920","1958-11","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2102.0","0","54.4",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","12","","","","","","3.9",",0,29,","0",",,0,30,+","0",",,0,30,+","7.4",",,0,27,","30.0",",0,10,","99.0",",,,0","87.4","0","54.3",",0","","","","","14.8",",,,0","0",",,,0","18.34",",0","23.54",",,,0","13.13",",,,0","","","2952",",,,0","",""
"USW00012920","1958-12","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2104.3","0","2.3",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","14",",0","0",",0","14","","","","","","0.0",",0,16,","0",",,0,31,+","0",",T,0,31,","6.9",",,0,24,","30.0",",0,04,","78.1","1,,,0","254.7","0","167.3",",0","","","","","13.0",",,,0","0",",T,,0","13.01",",0","18.65",",,,0","7.37",",,,0","","","3171",",,,0","",""
"USW00012920","1959-01","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","8.5","0","8.5",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","12",",0","0",",0","16","","","","","","-1.1",",0,04,","0",",,0,31,+","0",",,0,31,+","4.8",",,0,24,","27.2",",0,20,+","82.1","1,,,0","449.3","0","194.6",",0","","","","","10.1",",,,0","0",",,,0","12.33",",0","18.18",",,,0","6.48",",,,0","","","3325",",,,0","",""
"USW00012920","1959-02","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","26.3","0","17.8",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","2",",0","20","","","","3","","2.2",",0,04,","0",",,0,28,+","0",",,0,28,+","22.4",",,0,01,","32.8",",0,17,","58.0","5,,,0","576.6","0","127.3",",0","","","","","65.9",",,,0","0",",,,0","14.42",",0","18.85",",,,0","10.00",",,,0","","","3404",",,,0","",""
"USW00012920","1959-03","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","79.2","0","52.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","3",",0","6","","","","","","3.3",",0,06,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,28,+","33.3",",0,14,","192.1",",,,0","629.0","0","52.4",",0","","","","","0.0",",T,,0","0",",,,0","18.35",",0","24.90",",,,0","11.80",",,,0","","","4996",",,,0","",""
"USW00012920","1959-04","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","219.6","0","140.4",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","12",",0","9","","","","1","","10.0",",0,13,","0",",,0,30,+","0",",,0,30,+","7.6",",,0,11,","37.2",",0,20,+","194.9",",,,0","655.0","0","26.0",",0","","","","","22.7",",,,0","0",",,,0","22.15",",0","28.27",",,,0","16.02",",,,0","","","4599",",,,0","",""
"USW00012920","1959-05","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","545.9","0","326.3",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","1","","","","6","","18.3",",0,20,","0",",,0,31,+","0",",,0,31,+","10.2",",,0,20,","40.6",",0,19,","318.3",",,,0","655.0","0","0.0",",0","","","","","15.8",",,,0","0",",,,0","28.86",",0","35.91",",,,0","21.80",",,,0","","","6410",",,,0","",""
"USW00012920","1959-06","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","904.7","0","358.8",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","30",",0","1","","","","6","","19.4",",0,06,","0",",,0,30,+","0",",,0,30,+","74.7",",,0,25,","39.4",",0,04,","336.8","1,,,0","655.0","0","0.0",",0","","","","","79.8",",,,0","0",",,,0","30.29",",0","37.26",",,,0","23.32",",,,0","","","6229",",,,0","",""
"USW00012920","1959-07","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1299.5","0","394.8",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","8","","22.2",",0,20,","0",",,0,31,+","0",",,0,31,+","35.3",",,0,20,","40.6",",0,11,","351.5","1,,,0","0.0","0","0.0",",0","","","","","68.1",",,,0","0",",,,0","31.07",",0","37.98",",,,0","24.16",",,,0","","","5490",",,,0","",""
"USW00012920","1959-08","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1694.5","0","395.0",",0","5",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","1","","","","4","","21.7",",0,13,","0",",,0,31,+","0",",,0,31,+","55.1",",,0,24,","40.0",",0,30,","328.9",",,,0","0.0","0","0.0",",0","","","","","103.1",",,,0","0",",,,0","31.07",",0","37.63",",,,0","24.52",",,,0","","","5373",",,,0","",""
"USW00012920","1959-09","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2045.0","0","350.5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","28",",0","1","","","","3","","15.6",",0,13,","0",",,0,30,+","0",",,0,30,+","0.8",",,0,24,","41.1",",0,01,","309.1",",,,0","0.0","0","0.0",",0","","","","","1.8",",,,0","0",",,,0","30.02",",0","36.69",",,,0","23.34",",,,0","","","5550",",,,0","",""
"USW00012920","1959-10","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2249.4","0","204.4",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","7","","","","3","","6.7",",0,28,","0",",,0,31,+","0",",,0,31,+","9.4",",,0,08,","37.8",",0,08,","189.9","2,,,0","2.8","0","2.8",",0","","","","","21.4",",,,0","0",",,,0","24.84",",0","30.92",",,,0","18.75",",,,0","","","4648","1,,,0","",""
"USW00012920","1959-11","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2292.5","0","43.1",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","19",",0","2",",0","7","","","","2","","-0.6",",0,28,+","0",",,0,30,+","0",",,0,30,+","17.5",",,0,03,","32.8",",0,04,+","150.5",",,,0","119.8","0","117.0",",0","","","","","30.5",",,,0","0",",,,0","15.87",",0","22.83",",,,0","8.91",",,,0","","","4360",",,,0","",""
"USW00012920","1959-12","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2308.1","0","15.6",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","8","","","","","","1.1",",0,07,+","0",",,0,31,+","0",",,0,31,+","2.8",",,0,15,","28.3",",0,11,","130.5",",,,0","221.3","0","101.5",",0","","","","","5.6",",,,0","0",",,,0","15.56",",0","22.23",",,,0","8.90",",,,0","","","4604",",,,0","",""
"USW00012920","1960-01","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","17.8","0","17.8",",0","12",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","13",",0","0",",0","16","","","","","","-1.1",",0,20,","0",",,0,31,+","0",",,0,31,+","4.3",",,0,04,","27.8",",0,12,+","87.2",",,,0","395.4","0","174.1",",0","","","","","11.5",",,,0","0",",,,0","13.29",",0","18.63",",,,0","7.96",",,,0","","","4128",",,,0","",""
"USW00012920","1960-02","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","32.8","0","15.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","16",",0","1",",0","6","","","","","","-3.3",",0,25,","0",",,0,29,+","0",",T,0,12,","22.9",",,0,12,","36.7",",0,09,","183.5","1,,,0","537.5","0","142.1",",0","","","","","25.8",",,,0","0",",T,,0","13.95",",0","21.14",",,,0","6.76",",,,0","","","6377","1,,,0","",""
"USW00012920","1960-03","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","93.7","0","60.9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","5",",0","19","","","","","","2.8",",0,18,+","0",",,0,31,+","0",",,0,31,+","2.8",",,0,13,","36.1",",0,31,","165.3",",,,0","634.4","0","96.9",",0","","","","","9.2",",,,0","0",",,,0","17.17",",0","23.39",",,,0","10.95",",,,0","","","5271",",,,0","",""
"USW00012920","1960-04","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","285.9","0","192.2",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","4","","","","3","","8.3",",0,04,","0",",,0,30,+","0",",,0,30,+","29.5",",,0,30,","38.9",",0,29,+","273.7",",,,0","636.9","0","2.5",",0","","","","","41.4",",,,0","0",",,,0","24.66",",0","31.43",",,,0","17.88",",,,0","","","7028",",,,0","",""
"USW00012920","1960-05","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","566.6","0","280.7",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","24",",0","2","","","","2","","14.4",",0,08,+","0",",,0,31,+","0",",,0,31,+","30.5",",,0,17,","42.2",",0,15,","304.7","1,,,0","639.4","0","2.5",",0","","","","","35.8",",,,0","0",",,,0","27.31",",0","33.97",",,,0","20.64",",,,0","","","6582",",,,0","",""
"USW00012920","1960-06","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","937.4","0","370.8",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","28",",0","1","","","","6","","21.7",",0,24,","0",",,0,30,+","0",",,0,30,+","16.8",",,0,24,","41.7",",0,16,","352.3",",,,0","639.4","0","0.0",",0","","","","","28.0",",,,0","0",",,,0","30.69",",0","37.54",",,,0","23.85",",,,0","","","6036",",,,0","",""
"USW00012920","1960-07","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1353.0","0","415.6",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","6","","21.7",",0,17,","0",",,0,31,+","0",",,0,31,+","23.6",",,0,16,","43.3",",0,30,","373.4",",,,0","0.0","0","0.0",",0","","","","","47.5",",,,0","0",",,,0","31.74",",0","38.55",",,,0","24.94",",,,0","","","5767",",,,0","",""
"USW00012920","1960-08","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1727.9","0","374.9","1,0","10",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","27","1,0","2","","","","6","","22.2",",0,13,+","0",",,0,31,+","0",",,0,31,+","41.7",",,0,11,","39.4","1,0,09,+","299.5","2,,,0","0.0","0","0.0","1,0","","","","","92.2",",,,0","0",",,,0","30.79","1,0","36.70","1,,,0","24.87",",,,0","","","5666",",,,0","",""
"USW00012920","1960-09","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2009.6","0","281.7",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","27",",0","2","","","","8","","15.0",",0,26,","0",",,0,30,+","0",",,0,30,+","32.3",",,0,24,","36.7",",0,23,+","239.6","1,,,0","0.0","0","0.0",",0","","","","","52.8",",,,0","0",",,,0","27.72",",0","34.44",",,,0","21.00",",,,0","","","3797",",,,0","",""
"USW00012920","1960-10","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2253.1","0","243.5",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","7","","","","4","","7.8",",0,31,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,19,","37.2",",0,06,+","202.5",",,,0","2.5","0","2.5",",0","","","","","38.3",",,,0","0",",,,0","26.11",",0","31.66",",,,0","20.55",",,,0","","","4825",",,,0","",""
"USW00012920","1960-11","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2320.1","0","67.0",",0","9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","2",",0","16","","","","2","","3.9",",0,30,","0",",,0,30,+","0",",,0,30,+","44.7",",,0,21,","33.9",",0,02,","105.1","2,,,0","50.2","0","47.7",",0","","","","","70.2",",,,0","0",",,,0","18.98",",0","23.96",",,,0","13.99",",,,0","","","3466",",,,0","",""
"USW00012920","1960-12","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2326.5","0","6.4",",0","16",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","20","","","","","","0.6",",0,22,","0",",,0,31,+","0",",,0,31,+","35.6",",,0,06,","26.7",",0,06,","69.9","1,,,0","264.9","0","214.7",",0","","","","","118.4",",,,0","0",",,,0","11.61",",0","16.31",",,,0","6.92",",,,0","","","3807",",,,0","",""
"USW00012920","1961-01","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","0.6","0","0.6",",0","10",",0","3",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","7",",0","0",",0","10","","","","1","","-0.6",",0,28,","0",",,0,31,+","0",",,0,31,+","37.3",",,0,25,","26.7",",0,24,","79.5","1,,,0","487.8","0","222.9",",0","","","","","51.9",",,,0","0",",,,0","11.16",",0","16.40",",,,0","5.93",",,,0","","","3627","1,,,0","",""
"USW00012920","1961-02","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","28.2","0","27.6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","7","","","","2","","-1.1",",0,07,","0",",,0,28,+","0",",,0,28,+","5.8",",,0,05,","30.6",",0,17,","151.3",",,,0","579.8","0","92.0",",0","","","","","9.1",",,,0","0",",,,0","16.03",",0","23.08",",,,0","8.99",",,,0","","","4882",",,,0","",""
"USW00012920","1961-03","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","154.6","0","126.4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","4","","","","","","6.1",",0,01,","0",",,0,31,+","0",",,0,31,+","0.8",",,0,25,","35.6",",0,16,","229.3",",,,0","594.2","0","14.4",",0","","","","","1.1",",,,0","0",",,,0","21.95",",0","29.25",",,,0","14.65",",,,0","","","5172",",,,0","",""
"USW00012920","1961-04","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","324.8","0","170.2",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","16",",0","1","","","","3","","8.9",",0,16,","0",",,0,30,+","0",",,0,30,+","24.1",",,0,05,","36.7",",0,22,","277.5","1,,,0","602.5","0","8.3",",0","","","","","34.7",",,,0","0",",,,0","23.73",",0","31.02",",,,0","16.44",",,,0","","","6549",",,,0","",""
"USW00012920","1961-05","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","644.2","0","319.4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","2","","","","4","","15.0",",0,11,+","0",",,0,31,+","0",",,0,31,+","2.5",",,0,25,","39.4",",0,22,+","343.2",",,,0","602.5","0","0.0",",0","","","","","3.6",",,,0","0",",,,0","28.64",",0","35.63",",,,0","21.64",",,,0","","","6589",",,,0","",""
"USW00012920","1961-06","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","993.9","0","349.7",",0","7",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","29",",0","1","","","","4","","19.4",",0,09,","0",",,0,30,+","0",",,0,30,+","31.0",",,0,18,","38.9",",0,07,","330.1",",,,0","602.5","0","0.0",",0","","","","","47.3",",,,0","0",",,,0","29.99",",0","36.30",",,,0","23.68",",,,0","","","6280",",,,0","",""
"USW00012920","1961-07","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1366.5","0","372.6",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","1","","","","5","","21.7",",0,28,+","0",",,0,31,+","0",",,0,31,+","8.9",",,0,10,","39.4",",0,09,","378.8",",,,0","0.0","0","0.0",",0","","","","","31.0",",,,0","0",",,,0","30.35",",0","36.85",",,,0","23.85",",,,0","","","7051",",,,0","",""
"USW00012920","1961-08","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1738.3","0","371.8",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","1","","21.1",",0,27,","0",",,0,31,+","0",",,0,31,+","20.1",",,0,17,","40.0",",0,04,","322.6",",,,0","0.0","0","0.0",",0","","","","","28.4",",,,0","0",",,,0","30.33",",0","37.08",",,,0","23.57",",,,0","","","4483",",,,0","",""
"USW00012920","1961-09","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2042.6","0","304.3",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","23",",0","3","","","","4","","17.8",",0,18,","0",",,0,30,+","0",",,0,30,+","39.4",",,0,13,","39.4",",0,01,","291.7","1,,,0","0.0","0","0.0",",0","","","","","68.1",",,,0","0",",,,0","28.48",",0","34.23",",,,0","22.72",",,,0","","","6662",",,,0","",""
"USW00012920","1961-10","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2224.7","0","182.1",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","2","","","","1","","10.6",",0,04,","0",",,0,31,+","0",",,0,31,+","6.6",",,0,26,+","35.0",",0,01,","242.0",",,,0","0.0","0","0.0",",0","","","","","16.0",",,,0","0",",,,0","24.21",",0","30.54",",,,0","17.87",",,,0","","","5639","1,,,0","",""
"USW00012920","1961-11","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2255.3","0","30.6",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","13","","","","","","6.1",",0,06,","0",",,0,30,+","0",",,0,30,+","29.5",",,0,05,","32.2",",0,01,","124.7",",,,0","75.5","0","75.5",",0","","","","","44.3",",,,0","0",",,,0","16.84",",0","22.21",",,,0","11.47",",,,0","","","4384",",,,0","",""
"USW00012920","1961-12","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2273.1","0","17.8",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","14","","","","","","1.1",",0,29,","0",",,0,31,+","0",",,0,31,+","6.1",",,0,08,","27.8",",0,04,","93.9",",,,0","202.6","0","127.1",",0","","","","","13.1",",,,0","0",",,,0","14.81",",0","20.44",",,,0","9.18",",,,0","","","3593",",,,0","",""
"USW00012920","1962-01","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","0.6","0","0.6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","6",",0","1",",0","11",",0","0",",0","11","","","","","","-7.8",",0,12,","0",",,0,31,+","0",",,0,31,+","3.0",",,0,23,","27.8",",0,04,","111.3","4,,,0","440.7","0","238.1",",0","","","","","8.4",",,,0","0",",,,0","10.67",",0","17.24",",,,0","4.10",",,,0","","","4294","2,,,0","",""
"USW00012920","1962-02","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","95.8","0","95.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","5",",0","9","","","","","","3.9",",0,28,","0",",,0,28,+","0",",,0,28,+","0.0",",T,0,28,+","35.6",",0,09,","194.1",",,,0","463.8","0","23.1",",0","","","","","0.0",",T,,0","0",",,,0","20.91",",0","28.23",",,,0","13.59",",,,0","","","4562",",,,0","",""
"USW00012920","1962-03","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","174.8","0","79.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","2",",0","4","","","","1","","0.6",",0,02,","0",",,0,31,+","0",",,0,31,+","11.4",",,0,14,","33.9",",0,20,","259.1",",,,0","522.6","0","58.8",",0","","","","","14.7",",,,0","0",",,,0","18.98",",0","25.90",",,,0","12.06",",,,0","","","6393",",,,0","",""
