"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00243113","1895-10","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","2.5",",6","1",",6","0",",6","0",",6","","","","","0",",6","18",",6","0",",6","7",",6","0",",6","","","","","-10.6",",6,23,+","","","","","1.0",",,6,02,","26.1",",6,15,+","604.6","6","321.1",",6","1.0",",,,6","","","8.06",",6","17.59",",,,6","-1.48",",,,6","",""
"USC00243113","1895-11","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","0.0","5,6","5","2,6","3","2,6","0","2,6","","","4",",6","3","3,6","19","3,6","6","3,6","0","3,6","0","3,6","","","","","-26.7","3,6,22,","","","51",",,6,21,+","5.1","2,,6,04,+","18.3","3,6,16,","1041.0","6","436.4","3,6","17.8","2,,,6","178",",,,6","0.64","5,6","7.57","3,,,6","-6.28","3,,,6","",""
"USC00243113","1895-12","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","0.0","5,6","5",",6","0",",6","0",",6","","","0",",6","5","3,6","23","3,6","7","2,6","0","2,6","0","2,6","","","","","-27.2","3,6,02,","","","13",",,6,28,+","1.3",",,6,28,+","17.8","2,6,12,","1587.0","6","546.0","2,6","4.9",",,,6","49",",,,6","-2.72","5,6","3.70","2,,,6","-9.14","3,,,6","",""
"USC00243113","1896-01","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","","","6",",6","3",",6","0",",6","","","3",",6","13","5,6","23","5,6","","","","","","","","","","","-35.0","5,6,03,","","","114",",,6,07,","11.4",",,6,07,","","","","","","","20.3",",,,6","203",",,,6","","","","","-17.01","5,,,6","",""
"USC00243113","1896-02","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","5",",6","26",",6","3",",6","0",",6","0",",6","","","","","-29.4",",6,13,","","","0",",T,6,28,+","0.0",",T,6,28,+","18.3",",6,19,","","","579.2",",6","0.0",",T,,6","0",",T,,6","-1.64",",6","8.22",",,,6","-11.50",",,,6","",""
"USC00243113","1896-03","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","0.0",",6","2",",6","1",",6","0",",6","","","","","7",",6","28",",6","8",",6","0",",6","0",",6","","","","","-31.7",",6,03,","","","","","2.5",",,6,02,","19.4",",6,25,+","","","623.7",",6","4.0",",,,6","","","-1.79",",6","5.60",",,,6","-9.18",",,,6","",""
"USC00243113","1897-02","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","","","2","1,6","2","1,6","0","1,6","","","2","1,6","","","","","","","","","","","","","","","","","","","152","1,,6,12,","15.2","1,,6,12,","","","","","","","17.7","1,,,6","177","1,,,6","","","","","","","",""
"USC00243113","1897-03","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","0.0",",6","2",",6","2",",6","0",",6","","","2",",6","13",",6","27",",6","13",",6","1",",6","0",",6","","","","","-37.2",",6,13,","","","51",",,6,06,","5.1",",,6,06,","21.1",",6,25,","","","735.1",",6","7.6",",,,6","76",",,,6","-5.38",",6","2.97",",,,6","-13.73",",,,6","",""
"USC00243113","1897-04","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","0.3","2,6","5",",6","5",",6","0",",6","","","0",",6","0","1,6","10","1,6","0","1,6","11","1,6","0","1,6","","","","","-3.9","1,6,06,","","","0",",T,6,01,","10.2",",,6,22,","30.0","1,6,26,","","","226.6","1,6","29.2",",,,6","0",",T,,6","10.20","2,6","18.37","1,,,6","2.03","1,,,6","",""
"USC00243113","1897-05","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","39.3",",6","2",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","27",",6","4",",6","","","","","2.2",",6,08,","","","","","21.3",",,6,31,","33.3",",6,16,","","","56.9",",6","28.9",",,,6","","","17.76",",6","26.45",",,,6","9.07",",,,6","",""
"USC00243113","1897-06","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","34.9",",6","10",",6","10",",6","2",",6","","","","","0",",6","0",",6","0",",6","23",",6","1",",6","","","","","3.9",",6,10,","","","","","41.9",",,6,16,","32.8",",6,12,","","","61.0",",6","114.5",",,,6","","","17.46",",6","24.24",",,,6","10.69",",,,6","",""
"USC00243113","1897-07","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","53.6","2,6","7",",6","6",",6","0",",6","","","","","0","1,6","0","1,6","0","1,6","29","1,6","4","1,6","","","","","7.2","1,6,26,+","","","","","19.6",",,6,03,","35.6","1,6,12,","22.3","6","22.3","1,6","60.0",",,,6","","","19.36","2,6","27.82","1,,,6","10.90","1,,,6","",""
"USC00243113","1897-08","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","97.4",",6","0",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","8",",6","","","","","3.9",",6,31,","","","","","0.0",",,6,31,+","35.0",",6,22,+","38.7","6","16.4",",6","0.0",",,,6","","","20.95",",6","29.07",",,,6","12.83",",,,6","",""
"USC00243113","1897-09","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","5.9",",6","2",",6","2",",6","0",",6","","","","","0",",6","1",",6","0",",6","25",",6","1",",6","","","","","-3.3",",6,16,","","","","","8.6",",,6,15,","33.3",",6,22,","118.8","6","80.1",",6","15.5",",,,6","","","15.86",",6","25.38",",,,6","6.34",",,,6","",""
"USC00243113","1897-10","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","0.0",",6","3",",6","3",",6","0",",6","","","","","0",",6","17",",6","0",",6","16",",6","0",",6","","","","","-4.4",",6,30,+","","","","","9.7",",,6,14,","27.8",",6,05,","363.0","6","244.2",",6","21.9",",,,6","","","10.45",",6","20.54",",,,6","0.37",",,,6","",""
"USC00243113","1897-11","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","","","2",",6","2",",6","0",",6","","","2",",6","7","4,6","22","4,6","10","3,6","2","3,6","0","3,6","","","","","-31.7","4,6,28,","","","152",",,6,19,","15.2",",,6,19,","25.0","3,6,19,","","","","","27.9",",,,6","279",",,,6","-3.55","7,6","2.71","3,,,6","-9.82","4,,,6","",""
"USC00243113","1897-12","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","","","3",",6","3",",6","0",",6","","","3",",6","7","4,6","23","4,6","7","4,6","0","4,6","0","4,6","","","","","-34.4","4,6,01,","","","102",",,6,01,","10.2",",,6,01,","14.4","4,6,28,+","","","","","20.3",",,,6","203",",,,6","-3.27","7,6","3.10","4,,,6","-9.65","4,,,6","",""
"USC00243113","1898-01","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","0.0","6","0.0","1,6","1","1,6","1","1,6","0","1,6","","","1",",6","1",",6","28",",6","8","1,6","0","1,6","0","1,6","","","","","-20.6",",6,24,","","","25",",,6,07,","2.5","1,,6,07,","14.4","1,6,05,","","","595.0","1,6","2.5","1,,,6","25",",,,6","-1.35","1,6","4.87","1,,,6","-7.57",",,,6","",""
"USC00243113","1898-02","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","0.0","6","0.0",",6","0","3,6","0","3,6","0","3,6","","","0",",6","4",",6","25",",6","5",",6","0",",6","0",",6","","","","","-23.3",",6,18,","","","0",",T,6,20,+","0.0","3,,6,28,+","16.7",",6,06,","","","518.0",",6","0.0","3,,,6","0",",T,,6","-0.17",",6","7.64",",,,6","-7.97",",,,6","",""
"USC00243113","1898-03","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","0.0","6","0.0",",6","7",",6","5",",6","0",",6","","","5",",6","6",",6","31",",6","14",",6","0",",6","0",",6","","","","","-27.8",",6,25,","","","89",",,6,24,+","8.9",",,6,24,+","14.4",",6,06,","","","706.5",",6","35.6",",,,6","356",",,,6","-4.46",",6","1.10",",,,6","-10.02",",,,6","",""
"USC00243113","1898-04","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","1.1","6","1.1",",6","4",",6","4",",6","0",",6","","","","","0",",6","10",",6","0",",6","7",",6","0",",6","","","","","-14.4",",6,01,","","","","","10.4",",,6,15,","30.0",",6,25,","","","320.3",",6","24.4",",,,6","","","7.69",",6","14.53",",,,6","0.85",",,,6","",""
"USC00243113","1898-05","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","1.1","6","0.0",",6","3",",6","3",",6","2",",6","","","","","0",",6","4",",6","0",",6","9",",6","0",",6","","","","","-1.7",",6,03,+","","","","","31.8",",,6,28,","25.0",",6,26,","","","228.7",",6","82.6",",,,6","","","10.96",",6","17.06",",,,6","4.85",",,,6","",""
"USC00243113","1898-06","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","13.1","6","12.0",",6","9",",6","9",",6","2",",6","","","","","0",",6","0",",6","0",",6","21",",6","1",",6","","","","","2.8",",6,02,","","","","","39.4",",,6,01,","33.3",",6,18,","","","93.6",",6","123.7",",,,6","","","15.61",",6","22.56",",,,6","8.66",",,,6","",""
"USC00243113","1898-07","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","72.8","6","59.7",",6","4",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","28",",6","3",",6","","","","","6.1",",6,02,","","","","","6.4",",,6,02,","33.3",",6,04,","27.7","6","27.7",",6","20.4",",,,6","","","19.36",",6","27.03",",,,6","11.70",",,,6","",""
"USC00243113","1898-08","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","196.7","6","123.9","1,6","2",",6","2",",6","0",",6","","","","","0","1,6","0","1,6","0","1,6","29","1,6","14","1,6","","","","","7.2","1,6,29,+","","","","","5.1",",,6,04,","36.7","1,6,26,","36.6","6","8.9","1,6","7.6",",,,6","","","22.17","1,6","30.88","1,,,6","13.45","1,,,6","",""
"USC00243113","1898-09","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","217.0","6","20.3",",6","4",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","19",",6","2",",6","","","","","1.7",",6,10,","","","","","14.0",",,6,04,","32.8",",6,19,","158.8","6","122.2",",6","33.5",",,,6","","","14.94",",6","22.84",",,,6","7.04",",,,6","",""
"USC00243113","1898-11","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","","","2",",6","2",",6","0",",6","","","1",",6","4","3,6","26","3,6","4","3,6","0","3,6","0","3,6","","","","","-22.2","3,6,21,","","","25",",,6,10,","8.4",",,6,08,","10.0","3,6,08,+","","","","","10.9",",,,6","25",",,,6","-1.21","6,6","3.88","3,,,6","-6.29","3,,,6","",""
"USC00243113","1898-12","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","0.0","5,6","1",",6","1",",6","0",",6","","","1",",6","7","3,6","27","3,6","10","3,6","0","3,6","0","3,6","","","","","-27.8","3,6,31,","","","102",",,6,04,","10.2",",,6,04,","13.3","3,6,27,","","","591.6","3,6","10.2",",,,6","102",",,,6","-4.29","5,6","1.15","3,,,6","-9.72","3,,,6","",""
"USC00243113","1899-01","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","0.0","6","0.0","4,6","3",",6","3",",6","0",",6","","","3",",6","9","2,6","27","2,6","11","2,6","0","2,6","0","2,6","","","","","-28.3","2,6,03,+","","","76",",,6,15,","7.6",",,6,15,","8.3","2,6,24,","","","652.1","2,6","15.2",",,,6","152",",,,6","-6.07","4,6","-0.04","2,,,6","-12.09","2,,,6","",""
"USC00243113","1899-04","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","0.0",",6","4",",6","4",",6","0",",6","","","","","2",",6","24",",6","3",",6","3",",6","0",",6","","","","","-20.6",",6,02,","","","","","11.4",",,6,19,","24.4",",6,09,","","","428.7",",6","33.0",",,,6","","","4.04",",6","11.67",",,,6","-3.58",",,,6","",""
"USC00243113","1899-05","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","0.0",",6","11",",6","11",",6","0",",6","","","2",",6","0",",6","10",",6","2",",6","9",",6","0",",6","","","","","-8.9",",6,03,","","","152",",,6,01,","15.2",",,6,01,","25.6",",6,25,","","","303.0",",6","99.0",",,,6","228",",,,6","8.56",",6","15.72",",,,6","1.40",",,,6","",""
"USC00243113","1899-06","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","11.7",",6","10",",6","10",",6","0",",6","","","","","0",",6","0",",6","0",",6","20",",6","2",",6","","","","","3.9",",6,09,+","","","","","21.3",",,6,13,","32.2",",6,25,+","","","120.8",",6","86.4",",,,6","","","14.70",",6","22.04",",,,6","7.35",",,,6","",""
"USC00243113","1899-07","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","64.0",",6","3",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","4",",6","","","","","7.2",",6,25,","","","","","12.7",",,6,05,","38.3",",6,18,","7.7","6","7.7",",6","33.1",",,,6","","","20.15",",6","28.75",",,,6","11.55",",,,6","",""
"USC00243113","1899-08","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","","","1",",6","1",",6","0",",6","","","","","","","","","0","2,6","27","2,6","2","2,6","","","","","","","","","","","19.3",",,6,09,","33.9","2,6,05,","","","","","19.3",",,,6","","","","","26.10","2,,,6","","","",""
"USC00243113","1899-09","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","10.0",",6","3",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","28",",6","2",",6","","","","","1.1",",6,28,+","","","","","11.4",",,6,02,","32.2",",6,25,+","","","69.9",",6","32.0",",,,6","","","16.34",",6","26.87",",,,6","5.80",",,,6","",""
"USC00243113","1899-10","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","0.0",",6","2",",6","2",",6","0",",6","","","2",",6","0",",6","21",",6","0",",6","9",",6","0",",6","","","","","-11.1",",6,14,+","","","102",",,6,12,","10.2",",,6,12,","30.6",",6,08,+","","","343.4",",6","17.8",",,,6","178",",,,6","7.25",",6","15.63",",,,6","-1.12",",,,6","",""
"USC00243113","1899-11","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","0.0",",6","0",",6","0",",6","0",",6","","","","","0",",6","28",",6","0",",6","0",",6","0",",6","","","","","-5.6",",6,24,","","","","","0.0",",T,6,24,+","18.3",",6,14,+","","","356.2",",6","0.0",",T,,6","","","6.46",",6","14.72",",,,6","-1.80",",,,6","",""
"USC00243113","1899-12","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","0.0","4,6","6",",6","6",",6","0",",6","","","6",",6","6","2,6","24","2,6","9","2,6","0","2,6","0","2,6","","","","","-27.8","2,6,17,+","","","102",",,6,13,","10.2",",,6,13,","13.9","2,6,21,","","","541.8","2,6","40.6",",,,6","406",",,,6","-2.82","4,6","2.92","2,,,6","-8.57","2,,,6","",""
"USC00243113","1900-01","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","0.0","","0.0","4,6","0",",6","0",",6","0",",6","","","0",",6","4","2,6","26","2,6","4","2,6","0","2,6","0","2,6","","","","","-22.8","2,6,27,","","","0",",T,6,27,","0.0",",T,6,27,","20.0","2,6,18,","","","452.2","2,6","0.0",",T,,6","0",",T,,6","1.05","4,6","8.26","2,,,6","-6.15","2,,,6","",""
"USC00243113","1900-02","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","0.0","","0.0","2,6","3",",6","3",",6","0",",6","","","3",",6","8","1,6","26","1,6","12","1,6","0","1,6","0","1,6","","","","","-27.8","1,6,15,+","","","25",",,6,13,+","2.5",",,6,13,+","15.6","1,6,26,","","","617.6","1,6","7.5",",,,6","75",",,,6","-5.67","2,6","0.04","1,,,6","-11.38","1,,,6","",""
"USC00243113","1900-05","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","12.0",",6","3",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","21",",6","0",",6","","","","","1.7",",6,03,+","","","","","8.4",",,6,14,","31.1",",6,10,","","","114.0",",6","22.9",",,,6","","","15.04",",6","23.73",",,,6","6.36",",,,6","",""
"USC00243113","1900-06","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","92.5",",6","2",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","5",",6","","","","","8.9",",6,11,","","","","","8.1",",,6,26,","42.2",",6,21,","","","9.2",",6","15.7",",,,6","","","21.11",",6","28.80",",,,6","13.42",",,,6","",""
"USC00243113","1900-07","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","106.2",",6","2",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","29",",6","11",",6","","","","","6.7",",6,01,","","","","","10.2",",,6,21,","40.0",",6,31,+","21.6","","21.6",",6","13.5",",,,6","","","21.06",",6","29.90",",,,6","12.23",",,,6","",""
"USC00243113","1900-08","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","38.3",",6","2",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","29",",6","2",",6","","","","","4.4",",6,26,","","","","","7.6",",,6,14,","40.0",",6,01,","53.1","","31.5",",6","14.0",",,,6","","","18.55",",6","27.04",",,,6","10.06",",,,6","",""
"USC00243113","1901-01","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","0.0","","0.0","5,6","3",",6","3",",6","0",",6","7","5,6","3","1,6","8","2,6","29","2,6","10","3,6","0","3,6","0","3,6","","","","","-34.4","2,6,09,","152","5,,6,07,","76","1,,6,04,+","7.6",",,6,04,+","13.3","3,6,18,","","","591.7","3,6","20.3",",,,6","203","1,,,6","-4.73","5,6","1.52","3,,,6","-10.99","2,,,6","",""
"USC00243113","1901-02","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","","","6",",6","6",",6","0",",6","10","4,6","6",",6","","","","","19","2,6","0","2,6","0","2,6","","","","","","","76","4,,6,09,+","51",",,6,27,+","5.1",",,6,27,+","10.6","2,6,28,","","","","","20.2",",,,6","202",",,,6","","","-2.47","2,,,6","","","",""
"USC00243113","1901-03","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","0.0","2,6","2",",6","2",",6","0",",6","","","2",",6","0","2,6","27","2,6","1",",6","0",",6","0",",6","","","","","-10.0","2,6,06,","","","51",",,6,06,+","5.1",",,6,06,+","16.7",",6,16,","","","447.0",",6","10.2",",,,6","102",",,,6","2.85","2,6","9.19",",,,6","-3.49","2,,,6","",""
"USC00243113","1901-05","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","15.3","3,6","12",",6","12",",6","0",",6","","","","","0",",6","1",",6","0","3,6","18","3,6","0","3,6","","","","","0.0",",6,10,","","","","","16.5",",,6,23,","31.1","3,6,17,","","","95.6","3,6","110.3",",,,6","","","15.55","3,6","22.96","3,,,6","8.14",",,,6","",""
"USC00243113","1901-06","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","0.9",",6","7",",6","7",",6","0",",6","","","","","0",",6","1",",6","0",",6","9",",6","0",",6","","","","","-1.1",",6,06,","","","","","7.6",",,6,24,","26.7",",6,20,","","","173.9",",6","35.0",",,,6","","","12.57",",6","18.48",",,,6","6.65",",,,6","",""
"USC00243113","1901-07","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","122.7",",6","4",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","29",",6","13",",6","","","","","5.0",",6,01,","","","","","11.4",",,6,26,","36.7",",6,25,","15.0","","15.0",",6","24.0",",,,6","","","21.81",",6","29.43",",,,6","14.18",",,,6","",""
"USC00243113","1901-08","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","63.0",",6","1",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","5",",6","","","","","6.7",",6,31,","","","","","5.1",",,6,03,","35.6",",6,01,","20.8","","5.8",",6","5.1",",,,6","","","20.18",",6","28.63",",,,6","11.73",",,,6","",""
"USC00243113","1901-09","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","","","11",",6","9",",6","0",",6","","","","","","","","","0",",6","5",",6","0",",6","","","","","","","","","","","7.6",",,6,24,+","27.8",",6,03,","","","","","42.4",",,,6","","","","","15.77",",,,6","","","",""
"USC00243113","1901-10","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","0.0","1,6","1",",6","1",",6","0",",6","","","","","0","1,6","8","1,6","0",",6","9",",6","0",",6","","","","","-1.1","1,6,31,+","","","","","2.5",",,6,14,","23.9",",6,20,","","","232.6",",6","2.5",",,,6","","","10.59","1,6","18.26",",,,6","2.92","1,,,6","",""
"USC00243113","1901-11","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","","","0.0",",6","3",",6","3",",6","0",",6","","","2",",6","0",",6","29",",6","0",",6","0",",6","0",",6","","","","","-8.9",",6,07,","","","191",",,6,14,","19.1",",,6,14,","15.6",",6,01,","","","472.8",",6","36.9",",,,6","293",",,,6","2.57",",6","9.04",",,,6","-3.89",",,,6","",""
"USC00243113","1902-01","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","0.0","6","0.0","5,6","3",",6","3",",6","0",",6","","","3",",6","8","3,6","25","3,6","12","3,6","0","3,6","0","3,6","","","","","-32.2","3,6,26,","","","51",",,6,23,","5.1",",,6,23,","14.4","3,6,06,","","","608.9","3,6","10.1",",,,6","101",",,,6","-5.26","5,6","0.14","3,,,6","-10.66","3,,,6","",""
"USC00243113","1902-02","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","0.0","6","0.0","2,6","5",",6","5",",6","0",",6","","","5",",6","8","1,6","26","1,6","14","1,6","0","1,6","0","1,6","","","","","-23.3","1,6,01,","","","51",",,6,08,","5.1",",,6,08,","8.9","1,6,26,+","","","614.2","1,6","15.1",",,,6","151",",,,6","-5.63","2,6","-0.81","1,,,6","-10.44","1,,,6","",""
"USC00243113","1902-03","47.8304","-110.6611","807.4","FORT BENTON, MT US","","","0.0","6","0.0","3,6","0",",6","0",",6","0",",6","","","","","1","1,6","29","1,6","4","2,6","0","2,6","0","2,6","","","","","-23.3","1,6,17,","","","","","0.0",",T,6,16,+","11.1","2,6,13,+","","","504.7","2,6","0.0",",T,,6","","","0.41","3,6","6.19","2,,,6","-5.36","1,,,6","",""
