"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HN05","HN05_ATTRIBUTES","HN06","HN06_ATTRIBUTES","HN07","HN07_ATTRIBUTES","HN08","HN08_ATTRIBUTES","HN09","HN09_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","HX05","HX05_ATTRIBUTES","HX06","HX06_ATTRIBUTES","HX07","HX07_ATTRIBUTES","HX08","HX08_ATTRIBUTES","HX09","HX09_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LN05","LN05_ATTRIBUTES","LN06","LN06_ATTRIBUTES","LN07","LN07_ATTRIBUTES","LN08","LN08_ATTRIBUTES","LN09","LN09_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","LX05","LX05_ATTRIBUTES","LX06","LX06_ATTRIBUTES","LX07","LX07_ATTRIBUTES","LX08","LX08_ATTRIBUTES","LX09","LX09_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MN05","MN05_ATTRIBUTES","MN06","MN06_ATTRIBUTES","MN07","MN07_ATTRIBUTES","MN08","MN08_ATTRIBUTES","MN09","MN09_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MX05","MX05_ATTRIBUTES","MX06","MX06_ATTRIBUTES","MX07","MX07_ATTRIBUTES","MX08","MX08_ATTRIBUTES","MX09","MX09_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00218450","2000-07","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","241.4","0","138.5",",0","10",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","","","10.6",",0,18,","0",",,0,31,+","0",",,0,31,+","59.4",",,0,09,","33.9",",0,09,+","188.8",",,,0","4.1","0","","","","","","","","","","","","","","","","","","","4.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159.9",",,,0","0",",,,0","22.67",",0","28.13",",,,0","17.21",",,,0"
"USC00218450","2000-08","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","369.7","0","128.3",",0","7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","","","11.1",",0,16,","0",",,0,31,+","0",",,0,31,+","34.0",",,0,26,","32.2",",0,15,","156.7",",,,0","4.1","0","","","","","","","","","","","","","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.4",",,,0","0",",,,0","22.47",",0","27.83",",,,0","17.12",",,,0"
"USC00218450","2000-09","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","405.5","0","35.8",",0","7",",0","1",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","23",",0","0",",0","","","","","-1.7",",0,24,","0",",,0,30,+","0",",,0,30,+","91.4",",,0,03,","31.1",",0,18,+","","","79.2","0","","","","","","","","","","","","","","","","","","","75.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.0",",,,0","0",",,,0","17.03",",0","23.18",",,,0","10.87",",,,0"
"USC00218450","2000-10","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","413.9","0","8.4",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","9",",0","0",",0","","","","","-3.3",",0,09,","0",",,0,31,+","0",",,0,31,+","9.4",",,0,26,","28.9",",0,19,","89.1",",,,0","264.3","0","","","","","","","","","","","","","","","","","","","185.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.4",",,,0","0",",,,0","12.63",",0","18.09",",,,0","7.17",",,,0"
"USC00218450","2000-11","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","413.9","0","0.0",",0","11",",0","7",",0","1",",0","0",",","","","0",",0","24",",0","11",",0","0",",0","0",",0","","","","","-15.0",",0,21,","0",",,0,30,+","","","42.9",",,0,06,","20.0",",0,01,","","","807.3","0","","","","","","","","","","","","","","","","","","","543.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.8",",,,0","","","0.23",",0","3.36",",,,0","-2.90",",,,0"
"USC00218450","2000-12","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","413.9","0","0.0",",0","9",",0","3",",0","0",",0","","","","","15",",0","31",",0","29",",0","0",",0","0",",0","","","","","-26.1",",0,25,","","","","","7.9",",,0,16,","1.1",",0,04,","","","1778.0","0","","","","","","","","","","","","","","","","","","","970.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8",",,,0","","","-12.98",",0","-9.14",",,,0","-16.83",",,,0"
"USC00218450","2001-01","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","0.0","0","0.0",",0","5",",0","3",",0","0",",0","","","0","2,0","6",",0","31",",0","20",",0","0",",0","0",",0","","","","","-20.0",",0,20,+","","","0","2,,0,31,+","24.6",",,0,30,","4.4",",0,05,","","","2524.4","0","","","","","","","","","","","","","","","","","","","746.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.3",",,,0","0","2,,,0","-5.74",",0","-1.36",",,,0","-10.13",",,,0"
"USC00218450","2001-02","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","0.0","0","0.0",",0","5",",0","4",",0","0",",0","","","0","1,0","11",",0","28",",0","25",",0","0",",0","0",",0","","","","","-25.0",",0,02,","","","0","1,,0,28,+","9.7",",,0,25,","0.6",",0,25,+","","","3323.7","0","","","","","","","","","","","","","","","","","","","799.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.4",",,,0","0","1,,,0","-10.21",",0","-5.09",",,,0","-15.33",",,,0"
"USC00218450","2001-03","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","0.0","0","0.0",",0","5",",0","2",",0","0",",0","","","","","0",",0","30",",0","7",",0","0",",0","0",",0","","","","","-13.9",",0,25,","","","","","14.7",",,0,12,","11.7",",0,14,","","","3943.5","0","","","","","","","","","","","","","","","","","","","619.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.4",",,,0","","","-1.66",",0","3.15",",,,0","-6.48",",,,0"
"USC00218450","2001-04","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","7.5","0","7.5",",0","13",",0","10",",0","3",",0","0",",0","0",",0","0",",0","8",",0","0",",0","6",",0","0",",0","","","","","-5.0",",0,16,","0",",,0,30,+","0",",,0,30,+","55.4",",,0,23,","28.3",",0,30,+","","","4215.4","0","","","","","","","","","","","","","","","","","","","271.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198.2",",,,0","0",",,,0","9.52",",0","14.93",",,,0","4.11",",,,0"
"USC00218450","2001-05","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","34.7","0","27.2",",0","14",",0","11",",0","0",",0","0","1,0","0",",0","0",",0","0",",0","0",",0","16",",0","3",",0","","","","","2.2",",0,23,","0","1,,0,31,+","0",",,0,31,+","24.1",",,0,07,","34.4",",0,15,+","134.6",",,,0","4314.9","0","","","","","","","","","","","","","","","","","","","99.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","126.9",",,,0","0",",,,0","16.00",",0","21.37",",,,0","10.63",",,,0"
"USC00218450","2001-06","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","137.6","0","102.9",",0","16",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","5",",0","","","","","7.2",",0,03,","0",",,0,30,+","0",",,0,30,+","42.9",",,0,13,","35.6",",0,25,","","","4345.0","0","","","","","","","","","","","","","","","","","","","30.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.3",",,,0","0",",,,0","20.76",",0","26.55",",,,0","14.97",",,,0"
"USC00218450","2001-07","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","316.0","0","178.4",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","","","","","11.7",",0,05,+","0",",,0,31,+","0",",,0,31,+","19.3",",,0,17,","35.6",",0,31,","204.0",",,,0","2.5","0","","","","","","","","","","","","","","","","","","","2.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.8",",,,0","0",",,,0","24.01",",0","29.95",",,,0","18.06",",,,0"
"USC00218450","2001-08","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","467.0","0","151.0",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","","","11.1",",0,13,","0",",,0,31,+","0",",,0,31,+","48.3",",,0,19,","36.7",",0,07,+","159.6",",,,0","2.8","0","","","","","","","","","","","","","","","","","","","0.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.9",",,,0","0",",,,0","23.20",",0","28.98",",,,0","17.41",",,,0"
"USC00218450","2001-09","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","495.3","0","28.3",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","15",",0","0",",0","","","","","0.0",",0,25,","0",",,0,30,+","0",",,0,30,+","24.1",",,0,22,","30.0",",0,02,","97.1",",,,0","90.0","0","","","","","","","","","","","","","","","","","","","87.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.2",",,,0","0",",,,0","16.37",",0","22.00",",,,0","10.74",",,,0"
"USC00218450","2001-10","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","497.5","0","2.2",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","3",",0","0",",0","","","","","-2.8",",0,27,+","0",",,0,31,+","0",",,0,31,+","16.5",",,0,10,","30.0",",0,02,","55.5",",,,0","358.3","0","","","","","","","","","","","","","","","","","","","268.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.2",",,,0","0",",,,0","9.75",",0","15.27",",,,0","4.23",",,,0"
"USC00218450","2001-11","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","497.5","0","0.0",",0","9",",0","4",",0","1",",0","0","5,0","0","3,0","0",",0","9",",0","3",",0","1",",0","0",",0","","","","","-3.9",",0,20,","0","5,,0,30,+","0","3,,0,30,+","47.2",",,0,24,","21.7",",0,05,","","","660.0","0","","","","","","","","","","","","","","","","","","","301.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.3",",,,0","0","3,,,0","8.28",",0","12.96",",,,0","3.59",",,,0"
"USC00218450","2001-12","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","497.5","0","0.0",",0","3",",0","2",",0","0",",0","0",",0","0","1,0","1",",0","26",",0","10",",0","0",",0","0",",0","","","","","-18.3",",0,31,","0",",,0,31,+","0","1,,0,31,+","8.1",",,0,22,","17.2",",0,05,","","","1295.8","0","","","","","","","","","","","","","","","","","","","635.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7",",,,0","0","1,,,0","-2.18",",0","1.62",",,,0","-5.97",",,,0"
"USC00218450","2002-01","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","0.0","0","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","2",",0","29",",0","16",",0","0",",0","0",",0","","","","","-18.3",",0,18,","0",",,0,31,+","0",",,0,31,+","5.3",",,0,14,","9.4",",0,26,","","","1976.3","0","","","","","","","","","","","","","","","","","","","680.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3",",,,0","0",",,,0","-3.62",",0","0.37",",,,0","-7.61",",,,0"
"USC00218450","2002-02","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","0.0","0","0.0",",0","7",",0","1",",0","0",",0","0",",0","0","2,0","1",",0","23",",0","10",",0","0",",0","0",",0","","","","","-18.3",",0,04,","0",",,0,28,+","0","2,,0,28,+","3.8",",,0,19,","10.6",",0,24,+","","","2529.1","0","","","","","","","","","","","","","","","","","","","552.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8",",,,0","0","2,,,0","-1.41",",0","3.11",",,,0","-5.93",",,,0"
"USC00218450","2002-03","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","0.0","0","0.0",",Z","10",",Z","3",",Z","0",",Z","","","","","2",",Z","29",",Z","15",",Z","0",",Z","0",",Z","","","","","-20.6",",Z,03,","","","","","18.8",",,Z,09,","10.6",",Z,28,+","","","3213.4","0","","","","","","","","","","","","","","","","","","","684.3",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.1",",,,Z","","","-3.74",",Z","0.77",",,,Z","-8.25",",,,Z"
"USC00218450","2002-04","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","13.5","0","13.5",",0","12",",0","9",",0","0",",0","0","1,0","0","1,0","0",",0","12",",0","1",",0","6",",0","1",",0","","","","","-10.0",",0,05,","0","1,,0,30,+","0","1,,0,30,+","19.8",",,0,28,","32.2",",0,16,","","","3537.1","0","","","","","","","","","","","","","","","","","","","323.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.5",",,,0","0","1,,,0","7.99",",0","13.64",",,,0","2.35",",,,0"
"USC00218450","2002-05","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","30.2","0","16.7",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","11",",0","1",",0","","","","","-0.6",",0,03,+","0",",,0,31,+","0",",,0,31,+","23.9",",,0,08,","32.2",",0,30,","158.8",",,,0","3720.7","0","","","","","","","","","","","","","","","","","","","183.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.8",",,,0","0",",,,0","12.95",",0","19.03",",,,0","6.86",",,,0"
"USC00218450","2002-06","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","148.3","0","118.1",",0","15",",0","12",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","","","","","6.7",",0,05,","0",",,0,30,+","0",",,0,30,+","61.7",",,0,21,","35.6",",0,30,","184.0",",,,0","3737.4","0","","","","","","","","","","","","","","","","","","","16.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","249.2",",,,0","0",",,,0","21.71",",0","27.13",",,,0","16.30",",,,0"
"USC00218450","2002-07","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","354.1","0","205.8",",0","13",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","","","13.3",",0,23,+","0",",,0,31,+","0",",,0,31,+","55.9",",,0,10,","35.6",",0,01,","169.9",",,,0","0.0","0","","","","","","","","","","","","","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","193.4",",,,0","0",",,,0","24.97",",0","30.16",",,,0","19.78",",,,0"
"USC00218450","2002-08","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","462.0","0","107.9",",0","12",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","","","8.9",",0,18,","0",",,0,31,+","0",",,0,31,+","59.7",",,0,21,","32.2",",0,01,","154.6",",,,0","3.4","0","","","","","","","","","","","","","","","","","","","3.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","151.8",",,,0","0",",,,0","21.71",",0","26.68",",,,0","16.73",",,,0"
"USC00218450","2002-09","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","535.6","0","73.6",",0","14",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","3",",0","","","","","2.2",",0,24,","0",",,0,30,+","0",",,0,30,+","37.3",",,0,06,","33.3",",0,07,","113.4",",,,0","68.5","0","","","","","","","","","","","","","","","","","","","65.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.7",",,,0","0",",,,0","18.61",",0","24.14",",,,0","13.09",",,,0"
"USC00218450","2002-10","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","538.4","0","2.8",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","12",",0","0",",0","3",",0","0",",0","","","","","-5.6",",0,16,","0",",,0,31,+","0",",,0,31,+","49.3",",,0,04,","28.3",",0,01,","","","448.5","0","","","","","","","","","","","","","","","","","","","380.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112.9",",,,0","0",",,,0","6.16",",0","10.22",",,,0","2.11",",,,0"
"USC00218450","2002-11","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","538.4","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","4",",0","0",",0","0",",0","","","","","-10.0",",0,26,","0",",,0,30,+","0",",,0,30,+","1.3",",,0,21,","18.3",",0,07,","","","974.9","0","","","","","","","","","","","","","","","","","","","526.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3",",,,0","0",",,,0","0.79",",0","5.20",",,,0","-3.63",",,,0"
"USC00218450","2002-12","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","538.4","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","0",",0","0",",0","","","","","-16.1",",0,05,+","0",",,0,31,+","0",",,0,31,+","3.8",",,0,18,","9.4",",0,14,","","","1625.8","0","","","","","","","","","","","","","","","","","","","650.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1",",,,0","0",",,,0","-2.66",",0","1.63",",,,0","-6.95",",,,0"
"USC00218450","2003-01","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0","1,0","12",",0","31",",0","25",",0","0",",0","0",",0","","","","","-25.6",",0,23,","0",",,0,31,+","0","1,,0,31,+","2.8",",,0,31,","12.8",",0,08,","","","2466.8","0","","","","","","","","","","","","","","","","","","","841.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3",",,,0","0","1,,,0","-8.80",",0","-4.19",",,,0","-13.40",",,,0"
"USC00218450","2003-02","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","0.0","0","0.0",",0","3",",0","2",",0","0",",0","0",",0","0","1,0","10",",0","28",",0","21",",0","0",",0","0",",0","","","","","-25.6",",0,07,","0",",,0,28,+","0","1,,0,28,+","14.0",",,0,03,","7.8",",0,20,","","","3216.5","0","","","","","","","","","","","","","","","","","","","749.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.1",",,,0","0","1,,,0","-8.44",",0","-3.15",",,,0","-13.73",",,,0"
"USC00218450","2003-03","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","0.0","0","0.0",",0","8",",0","4",",0","0",",0","","","0","2,0","4",",0","21",",0","8",",0","2",",0","0",",0","","","","","-22.8",",0,09,","","","0","2,,0,31,+","7.9",",,0,27,+","21.7",",0,23,","","","3777.4","0","","","","","","","","","","","","","","","","","","","560.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.1",",,,0","0","2,,,0","0.24",",0","5.97",",,,0","-5.49",",,,0"
"USC00218450","2003-04","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","9.8","0","9.8",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","9",",0","1",",0","7",",0","0",",0","","","","","-6.7",",0,05,","0",",,0,30,+","0",",,0,30,+","46.0",",,0,16,","31.7",",0,15,+","","","4053.5","0","","","","","","","","","","","","","","","","","","","276.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.5",",,,0","0",",,,0","9.46",",0","15.47",",,,0","3.44",",,,0"
"USC00218450","2003-05","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","16.5","0","6.7",",0","12",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","","","","","3.9",",0,21,+","0",",,0,31,+","0",",,0,31,+","49.8",",,0,11,","27.8",",0,28,","150.9",",,,0","4177.9","0","","","","","","","","","","","","","","","","","","","124.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172.1",",,,0","0",",,,0","14.54",",0","20.30",",,,0","8.77",",,,0"
"USC00218450","2003-06","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","84.5","0","68.0",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",Z","0",",0","0",",Z","27",",Z","0",",Z","","","","","6.7",",0,01,","0",",,0,30,+","0",",,0,30,+","115.1",",,0,25,","31.1",",Z,16,","158.1",",,,0","4196.2","0","","","","","","","","","","","","","","","","","","","18.3",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164.8",",,,0","0",",,,0","19.99",",0","25.62",",,,Z","14.36",",,,0"
