"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES"
"USC00041194","1940-10","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","445.9","0","53.3",",0","2",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","2","","","","","","5.0",",0,28,","0",",,0,31,+","0",",,0,31,+","32.5",",,0,25,","38.3",",0,19,","38.9","0","35.8",",0","34.0",",,,0","0",",,,0","18.90",",0","27.49",",,,0","10.31",",,,0","","","",""
"USC00041194","1940-11","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","446.2","0","0.3",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","","","","","1.1",",0,24,","0",",,0,30,+","0",",,0,30,+","9.4",",,0,18,","29.4",",0,15,","150.1","0","111.2",",0","11.7",",,,0","0",",,,0","14.64",",0","23.41",",,,0","5.87",",,,0","","","",""
"USC00041194","1940-12","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","447.0","0","0.8",",0","10",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","1",",0","2","","","","1","","1.7",",0,26,+","0",",,0,31,+","0",",,0,31,+","61.2",",,0,16,","32.2",",0,07,","289.3","0","139.2",",0","205.0",",,,0","0",",,,0","13.87",",0","21.19",",,,0","6.55",",,,0","","","",""
"USC00041194","1941-01","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","0.0","0","0.0",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","3","","","","","","0.6",",0,15,","0",",,0,31,+","0",",,0,31,+","12.4",",,0,24,","23.9",",0,18,","472.4","0","183.1",",0","48.5",",,,0","0",",,,0","12.43",",0","18.81",",,,0","6.04",",,,0","","","",""
"USC00041194","1941-02","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","0.0","0","0.0",",0","14",",0","12",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","5","","","","2","","3.3",",0,07,","0",",,0,28,+","0",",,0,28,+","64.5",",,0,28,","25.6",",0,04,","607.7","0","135.3",",0","351.8",",,,0","0",",,,0","13.50",",0","18.98",",,,0","8.02",",,,0","","","",""
"USC00041194","1941-03","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","1.4","0","1.4",",0","11",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","7","","","","4","","4.4",",0,05,","0",",,0,31,+","0",",T,0,04,+","43.9",",,0,31,","30.0",",0,09,","724.1","0","116.4",",0","260.1",",,,0","0",",T,,0","14.62",",0","20.95",",,,0","8.29",",,,0","","","",""
"USC00041194","1941-04","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","2.3","0","0.9",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","8","","","","","","3.3",",0,06,","0",",,0,30,+","0",",,0,30,+","32.8",",,0,30,","27.8",",0,24,","844.5","0","120.4",",0","85.8",",,,0","0",",,,0","14.35",",0","20.38",",,,0","8.31",",,,0","","","",""
"USC00041194","1941-05","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","70.8","0","68.5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","7",",0","","","","","","","6.7",",0,01,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,02,","37.8",",0,07,","866.5","0","22.0",",0","0.3",",,,0","0",",,,0","19.84",",0","27.13",",,,0","12.54",",,,0","","","",""
"USC00041194","1941-06","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","101.4","0","30.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","","","9.4",",0,09,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,30,+","31.7",",0,12,","879.0","0","12.5",",0","0.0",",T,,0","0",",,,0","18.93",",0","25.57",",,,0","12.30",",,,0","","","",""
"USC00041194","1941-07","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","248.7","0","147.3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","","","","","9.4",",0,04,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,26,","38.9",",0,19,","0.0","0","0.0",",0","0.8",",,,0","0",",,,0","23.09",",0","31.95",",,,0","14.22",",,,0","","","",""
"USC00041194","1941-08","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","376.9","0","128.2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","","","","","9.4",",0,31,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,16,","36.7",",0,13,","0.0","0","0.0",",0","0.3",",,,0","0",",,,0","22.47",",0","29.89",",,,0","15.05",",,,0","","","",""
"USC00041194","1941-09","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","425.7","0","48.8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","","","","","6.1",",0,26,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,18,","36.7",",0,30,","6.4","0","6.4",",0","0.0",",T,,0","0",",,,0","19.75",",0","28.13",",,,0","11.36",",,,0","","","",""
"USC00041194","1941-10","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","461.8","0","36.1",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","8",",0","1","","","","1","","5.6",",0,29,","0",",,0,31,+","0",",,0,31,+","11.2",",,0,23,+","35.6",",0,16,","56.7","0","50.3",",0","40.9",",,,0","0",",,,0","17.87",",0","25.73",",,,0","10.02",",,,0","","","",""
"USC00041194","1941-11","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","482.9","0","21.1",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","23",",0","4",",0","1","","","","","","0.0",",0,20,","0",",,0,30,+","0",",,0,30,+","0.5",",,0,12,+","33.3",",0,07,+","141.8","0","85.1",",0","1.3",",,,0","0",",,,0","16.20",",0","25.71",",,,0","6.69",",,,0","","","",""
"USC00041194","1941-12","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","482.9","0","0.0",",0","10",",0","7",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","9",",0","0",",0","7","","","","2","","0.0",",0,25,","0",",,0,31,+","0",",T,0,30,+","58.9",",,0,10,","29.4",",0,01,","339.5","0","197.7",",0","163.5",",,,0","0",",T,,0","11.95",",0","18.21",",,,0","5.70",",,,0","","","",""
"USC00041194","1942-01","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","0.0","0","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","14",",0","0",",0","6","","","","1","","-2.2",",0,03,","0",",,0,31,+","0",",,0,31,+","5.3",",,0,22,","26.7",",0,12,+","508.7","0","169.2",",0","5.3",",,,0","0",",,,0","12.88",",0","20.63",",,,0","5.12",",,,0","","","",""
"USC00041194","1942-02","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","0.0","0","0.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","6",",0","0",",0","2","","","","","","-2.8",",0,15,","0",",,0,28,+","0",",,0,28,+","19.8",",,0,21,","23.3",",0,08,","700.0","0","191.3",",0","25.1",",,,0","0",",,,0","11.50",",0","18.87",",,,0","4.13",",,,0","","","",""
"USC00041194","1942-03","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","0.0","0","0.0",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","2","","","","","","2.2",",0,27,+","0",",,0,31,+","0",",,0,31,+","18.0",",,0,14,","28.9",",0,29,","846.6","0","146.6",",0","26.9",",,,0","0",",,,0","13.60",",0","21.93",",,,0","5.28",",,,0","","","",""
"USC00041194","1942-04","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","0.3","0","0.3",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","8","","","","","","5.6",",0,25,+","0",",,0,30,+","0",",,0,30,+","10.2",",,0,17,","30.0",",0,19,","944.9","0","98.3",",0","50.6",",,,0","0",",,,0","15.07",",0","20.78",",,,0","9.36",",,,0","","","",""
"USC00041194","1942-05","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","22.3","0","22.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","","","","","","","5.6",",0,12,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,26,+","40.6",",0,20,","994.1","0","49.2",",0","0.0",",T,,0","0",",,,0","17.45",",0","25.05",",,,0","9.86",",,,0","","","",""
"USC00041194","1942-06","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","71.7","0","49.4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","","","","","","","9.4",",0,04,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,25,+","32.8",",0,22,+","997.7","0","3.6",",0","0.0",",T,,0","0",",,,0","19.86",",0","26.41",",,,0","13.31",",,,0","","","",""
"USC00041194","1942-07","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","240.3","0","168.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","2","","","","","","12.2",",0,31,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","40.0",",0,05,","0.0","0","0.0",",0","0.0",",,,0","0",",,,0","23.77",",0","32.31",",,,0","15.23",",,,0","","","",""
"USC00041194","1942-08","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","381.4","0","141.1",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","","","","","","","9.4",",0,27,","0",",,0,31,+","0",",,0,31,+","16.0",",,0,09,","37.2",",0,17,","0.3","0","0.3",",0","18.3",",,,0","0",",,,0","22.88",",0","30.80",",,,0","14.95",",,,0","","","",""
"USC00041194","1942-09","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","451.8","0","70.4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","","","","","","","7.2",",0,04,","0",",,0,30,+","0",",,0,30,+","0.3",",,0,18,","38.9",",0,22,","4.8","0","4.5",",0","0.3",",,,0","0",",,,0","20.53",",0","28.92",",,,0","12.14",",,,0","","","",""
"USC00041194","1942-10","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","508.1","0","56.3",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","5",",0","","","","","","","6.1",",0,26,","0",",,0,31,+","0",",,0,31,+","22.4",",,0,28,","35.0",",0,21,","31.3","0","26.5",",0","24.4",",,,0","0",",,,0","19.30",",0","26.38",",,,0","12.22",",,,0","","","",""
"USC00041194","1942-11","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","524.0","0","15.9",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","","","","","","","2.8",",0,26,","0",",,0,30,+","0",",,0,30,+","4.3",",,0,19,","31.7",",0,13,+","123.1","0","91.8",",0","6.6",",,,0","0",",,,0","15.80",",0","23.76",",,,0","7.84",",,,0","","","",""
"USC00041194","1942-12","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","524.0","0","0.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","","","","","","","0.6",",0,09,","0",",,0,31,+","0",",,0,31,+","15.5",",,0,24,","28.9",",0,15,","295.0","0","171.9",",0","26.7",",,,0","0",",,,0","12.79",",0","20.54",",,,0","5.04",",,,0","","","",""
"USC00041194","1943-01","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","0.0","0","0.0","1,0","9",",0","7",",0","3",",0","0",",0","0",",0","0","1,0","2","1,0","0",",0","15",",0","0",",0","3","","","","","","-1.7","1,0,19,","0",",,0,31,+","0",",,0,31,+","197.1",",,0,22,","27.2",",0,14,","468.8","0","173.8",",0","327.1",",,,0","0",",,,0","12.60","1,0","19.26",",,,0","5.93","1,,,0","","","",""
"USC00041194","1943-02","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","6.4","0","6.4",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","3","","","","","","0.6",",0,10,","0",",,0,28,+","0",",,0,28,+","41.9",",,0,22,","31.7",",0,15,+","594.3","0","125.5",",0","81.0",",,,0","0",",,,0","14.08",",0","22.11",",,,0","6.05",",,,0","","","",""
"USC00041194","1943-03","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","6.7","0","0.3",",0","10",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","5","","","","","","3.3",",0,20,+","0",",,0,31,+","0",",,0,31,+","50.5",",,0,03,","31.1",",0,31,","702.1","0","107.8",",0","107.7",",,,0","0",",,,0","14.86",",0","21.16",",,,0","8.56",",,,0","","","",""
"USC00041194","1943-04","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","20.0","0","13.3",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","3",",0","1","","","","","","2.8",",0,09,","0",",,0,30,+","0",",T,0,27,","8.6",",,0,06,","33.9",",0,01,","763.3","0","61.2",",0","12.9",",,,0","0",",T,,0","16.74",",0","24.37",",,,0","9.10",",,,0","","","",""
"USC00041194","1943-05","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","62.7","0","42.7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","5",",0","","","","","","","6.7",",0,15,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,27,","34.4",",0,19,","783.0","0","19.7",",0","0.5",",,,0","0",",,,0","19.07",",0","27.03",",,,0","11.12",",,,0","","","",""
"USC00041194","1943-06","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","120.0","0","57.3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","9",",0","","","","","","","6.1",",0,14,","0",",,0,30,+","0",",,0,30,+","0.5",",,0,11,","38.3",",0,16,","802.4","0","19.4",",0","0.5",",,,0","0",",,,0","19.60",",0","28.33",",,,0","10.86",",,,0","","","",""
"USC00041194","1943-07","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","258.7","0","138.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","","","","","","","10.0",",0,21,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,18,","42.2",",0,26,","0.0","0","0.0",",0","0.0",",T,,0","0",",,,0","22.81",",0","31.57",",,,0","14.04",",,,0","","","",""
"USC00041194","1943-08","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","391.0","0","132.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","","","","","8.3",",0,26,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","36.1",",0,27,","0.0","0","0.0",",0","0.0",",,,0","0",",,,0","22.60",",0","31.35",",,,0","13.85",",,,0","","","",""
"USC00041194","1943-09","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","525.5","0","134.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","14",",0","2","","","","","","8.9",",0,19,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","43.3",",0,22,","0.0","0","0.0",",0","0.0",",,,0","0",",,,0","22.82",",0","32.51",",,,0","13.12",",,,0","","","",""
"USC00041194","1943-10","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","598.0","0","72.5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","7",",0","7","","","","","","4.4",",0,31,","0",",,0,31,+","0",",,0,31,+","4.3",",,0,29,","38.9",",0,05,","38.1","0","38.1",",0","5.6",",,,0","0",",,,0","19.44",",0","27.72",",,,0","11.17",",,,0","","","",""
"USC00041194","1943-12","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","","","0.0","1,0","14",",0","11",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","9",",0","0",",0","6","","","","1","","1.7","1,0,31,","0",",,0,31,+","0",",,0,31,+","38.4",",,0,20,","26.1",",0,04,","","","175.9",",0","184.9",",,,0","0",",,,0","12.48","1,0","18.59",",,,0","6.36","1,,,0","","","",""
"USC00041194","1944-01","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","1.7","0","1.7","1,0","7",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","3","1,0","0",",0","10",",0","0",",0","4","","","","","","-1.1","1,0,26,","0",",,0,31,+","0",",,0,31,+","6.9",",,0,31,","28.9",",0,19,","","","188.3",",0","19.4",",,,0","0",",,,0","12.16","1,0","19.30",",,,0","5.02","1,,,0","","","",""
"USC00041194","1944-02","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","1.7","0","0.0",",0","12",",0","8",",0","3",",0","0",",0","0",",0","0",",0","1",",0","0",",0","7",",0","0",",0","5","","","","1","","0.0",",0,14,","0",",,0,29,+","0",",,0,29,+","91.7",",,0,20,","25.6",",0,06,+","","","217.3",",0","256.2",",,,0","0",",,,0","10.84",",0","17.36",",,,0","4.32",",,,0","","","",""
"USC00041194","1944-03","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","6.7","0","5.0",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","1","","","","","","0.0",",0,15,","0",",,0,31,+","0",",,0,31,+","41.4",",,0,01,","31.1",",0,09,","","","101.1",",0","70.4",",,,0","0",",,,0","15.23",",0","22.81",",,,0","7.65",",,,0","","","",""
"USC00041194","1944-04","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","7.3","0","0.6",",0","2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","2","","","","","","3.3",",0,10,","0",",,0,30,+","0",",,0,30,+","27.9",",,0,27,","27.8",",0,02,","","","100.1",",0","31.7",",,,0","0",",,,0","15.02",",0","22.44",",,,0","7.59",",,,0","","","",""
"USC00041194","1944-05","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","20.3","0","13.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","","","","","","","6.1",",0,12,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,10,","35.0",",0,05,","","","48.8",",0","0.3",",,,0","0",",,,0","17.18",",0","23.68",",,,0","10.68",",,,0","","","",""
"USC00041194","1944-06","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","40.8","0","20.5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","3",",0","3","","","","","","7.2",",0,17,","0",",,0,30,+","0",",,0,30,+","2.3",",,0,02,","33.3",",0,04,","","","38.0",",0","3.9",",,,0","0",",,,0","17.75",",0","24.43",",,,0","11.06",",,,0","","","",""
"USC00041194","1944-07","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","111.0","0","70.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","","","","","11.1",",0,23,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,24,+","35.0",",0,18,","1.1","0","1.1",",0","0.0",",T,,0","0",",,,0","20.56",",0","28.17",",,,0","12.95",",,,0","","","",""
