"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00145210","2011-07","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","641.8","7","362.3",",7","4",",7","2",",7","1",",7","","","","","0",",7","0",",7","0",",7","31",",7","28",",7","","","","","18.3",",7,05,+","","","","","43.9",",,7,07,","40.6",",7,28,+","299.7","1,,,7","0.0","7","0.0",",7","","","","","48.8",",,,7","","","30.02",",7","36.78",",,,7","23.26",",,,7","","","","","15.6","1,7"
"USC00145210","2011-08","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","929.6","7","287.8",",7","9",",7","8",",7","0",",7","","","","","0",",7","0",",7","0",",7","31",",7","25",",7","1","","1","","15.0",",7,27,","","","","","20.8",",,7,09,","43.9",",7,03,","220.2","4,,,7","0.0","7","0.0",",7","","","","","76.1",",,,7","","","27.62",",7","34.78",",,,7","20.45",",,,7","","","","","25.5","4,7"
"USC00145210","2011-09","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","1022.5","7","92.9",",7","7",",7","2",",7","1",",7","","","","","0",",7","0",",7","0",",7","26",",7","6",",7","","","","","6.7",",7,26,","","","","","52.1",",,7,18,","41.1",",7,02,","193.3","1,,,7","31.9","7","31.9",",7","","","","","71.8",",,,7","","","20.37",",7","27.57",",,,7","13.16",",,,7","","","","","16.1","3,7"
"USC00145210","2011-10","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","1048.0","7","25.5",",7","3",",7","2",",7","0",",7","","","","","0",",7","2",",7","0",",7","23",",7","0",",7","1","","","","-0.6",",7,21,+","","","","","5.6",",,7,12,+","31.7",",7,05,","175.0","3,,,7","137.8","7","105.9",",7","","","","","13.5",",,,7","","","15.74",",7","23.87",",,,7","7.61",",,,7","","","","","17.4","3,7"
"USC00145210","2011-11","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","1049.1","7","1.1",",7","4","5,7","4","5,7","1","5,7","","","","","0",",7","10",",7","0",",7","5",",7","0",",7","","","","","-4.4",",7,29,+","","","","","44.4","5,,7,08,","25.6",",7,02,","","","436.4","7","298.6",",7","","","","","68.3","5,,,7","","","8.42",",7","14.48",",,,7","2.35",",,,7","","","","","",""
"USC00145210","2011-12","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","1049.1","7","0.0",",7","","","","","","","","","","","0",",7","24",",7","2",",7","0",",7","0",",7","","","","","-7.8",",7,08,+","","","","","","","16.7",",7,15,","","","905.7","7","469.3",",7","","","","","","","","","3.19",",7","8.56",",,,7","-2.17",",,,7","","","","","",""
"USC00145210","2012-01","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","7","0.0",",7","","","","","","","","","","","0",",7","25",",7","2",",7","0",",7","0",",7","","","","","-11.1",",7,18,","","","","","","","20.6",",7,31,+","","","1362.4","7","456.7",",7","","","","","","","","","3.60",",7","10.62",",,,7","-3.42",",,,7","","","","","",""
"USC00145210","2012-02","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","7","0.0",",7","","","","","","","","","","","0",",7","20",",7","1",",7","0",",7","0",",7","","","","","-11.1",",7,13,+","","","","","","","18.3",",7,27,+","","","1760.2","7","397.8",",7","","","","","","","","","4.62",",7","10.35",",,,7","-1.11",",,,7","","","","","",""
"USC00145210","2012-03","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","30.2","7","30.2",",7","","","","","","","","","","","0",",7","5",",7","0",",7","17",",7","0",",7","","","","","-1.7",",7,06,","","","","","","","29.4",",7,15,","","","1894.9","7","134.7",",7","","","","","","","","","14.96",",7","21.42",",,,7","8.50",",,,7","","","","","",""
"USC00145210","2012-04","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","70.2","7","40.0",",7","8",",7","4",",7","1",",7","","","","","0",",7","0",",7","0",",7","22",",7","3",",7","","","1","","3.3",",7,21,","","","","","29.2",",,7,29,","34.4",",7,26,","153.3","3,,,7","1969.5","7","74.6",",7","","","","","65.9",",,,7","","","17.18",",7","24.03",",,,7","10.33",",,,7","","","","","21.9","3,7"
"USC00145210","2012-05","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","199.5","7","129.3",",7","7",",7","4",",7","2",",7","","","","","0",",7","0",",7","0",",7","31",",7","5",",7","","","","","8.9",",7,09,","","","","","51.3",",,7,01,","33.3",",7,29,","211.3","2,,,7","1975.8","7","6.3",",7","","","21.15","4,,,7","123.7",",,,7","","","22.30",",7","28.82",",,,7","15.78",",,,7","","","","","15.6","2,7"
"USC00145210","2012-06","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","432.7","7","233.2",",7","2",",7","2",",7","0",",7","","","","","0",",7","0",",7","0",",7","29",",7","16",",7","","","","","8.9",",7,01,","","","","","21.3",",,7,15,","41.1",",7,29,","288.8",",,,7","1982.7","7","6.9",",7","","","","","34.5",",,,7","","","25.88",",7","32.58",",,,7","19.17",",,,7","","","","","16.5",",7"
"USC00145210","2012-07","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","832.6","7","399.9",",7","4",",7","2",",7","0",",7","","","","","0",",7","0",",7","0",",7","31",",7","31",",7","","","","","18.9",",7,12,+","","","","","13.5",",,7,10,","43.3",",7,30,","374.8",",,,7","0.0","7","0.0",",7","","","","","22.4",",,,7","","","31.23",",7","39.22",",,,7","23.25",",,,7","","","","","14.3",",7"
"USC00145210","2012-08","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","1084.5","7","251.9",",7","6",",7","2",",7","0",",7","","","","","0",",7","0",",7","0",",7","31",",7","21",",7","","","","","13.9",",7,21,+","","","","","19.1",",,7,26,","41.1",",7,09,","264.0","2,,,7","0.8","7","0.8",",7","","","","","35.1",",,,7","","","26.43",",7","34.50",",,,7","18.36",",,,7","","","","","17.4","2,7"
"USC00145210","2012-09","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","1188.2","7","103.7",",7","9",",7","6",",7","1",",7","","","","","0",",7","0",",7","0",",7","29",",7","8",",7","","","","","5.0",",7,24,+","","","","","41.1",",,7,26,","41.1",",7,04,","198.4","1,,,7","16.3","7","15.5",",7","","","","","89.9",",,,7","","","21.27",",7","28.31",",,,7","14.23",",,,7","","","","","20.6","1,7"
"USC00145210","2012-10","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","1210.2","7","22.0",",7","3","2,7","1","2,7","0","2,7","","","","","0",",7","4",",7","0",",7","16",",7","0",",7","","","","","-1.7",",7,28,+","","","","","6.4","2,,7,13,","29.4",",7,25,","155.6","2,,,7","175.0","7","158.7",",7","","","","","7.2","2,,,7","","","13.92",",7","20.41",",,,7","7.44",",,,7","","","","","16.5","2,7"
"USC00145210","2012-11","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","1210.2","7","0.0",",7","1","3,7","1","3,7","0","3,7","","","","","0",",7","11",",7","0",",7","8",",7","0",",7","","","","","-6.7",",7,28,+","","","","","22.1","3,,7,12,","26.1",",7,10,","","","454.6","7","279.6",",7","","","","","22.1","3,,,7","","","9.01",",7","16.24",",,,7","1.78",",,,7","","","","","",""
"USC00145210","2012-12","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","1210.2","7","0.0",",7","","","","","","","","","","","0",",7","18",",7","5",",7","3",",7","0",",7","","","","","-11.7",",7,27,+","","","","","","","23.9",",7,04,","","","913.4","7","458.8",",7","","","","","","","","","3.53",",7","9.25",",,,7","-2.18",",,,7","","","","","",""
"USC00145210","2013-01","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","7","0.0",",7","3","5,7","3","5,7","0","5,7","","","","","0",",7","28",",7","6",",7","1",",7","0",",7","","","","","-16.7",",7,01,","","","","","9.1","5,,7,30,","24.4",",7,29,","","","1430.3","7","516.9",",7","","","","","23.1","5,,,7","","","1.66",",7","8.03",",,,7","-4.71",",,,7","","","","","",""
"USC00145210","2013-02","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","7","0.0",",7","6",",7","4",",7","0",",7","","","","","0",",7","26",",7","4",",7","0",",7","0",",7","1","","","","-11.7",",7,24,+","","","","","19.1",",,7,27,","18.3",",7,07,","","","1896.8","7","466.5",",7","","","","","69.4",",,,7","","","1.67",",7","7.24",",,,7","-3.89",",,,7","","","","","",""
"USC00145210","2013-03","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","7","0.0","1,7","5",",7","2",",7","0",",7","","","","","0","1,7","22","1,7","2","1,7","3","1,7","0","1,7","","","","","-6.7","1,7,07,+","","","","","16.8",",,7,11,","30.6","1,7,16,","","","2331.8","7","435.0","1,7","","","","","33.2",",,,7","","","3.83","1,7","8.90","1,,,7","-1.23","1,,,7","","","","","",""
"USC00145210","2013-04","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","5.0","7","5.0",",7","11",",7","8",",7","0",",7","","","","","0",",7","2",",7","0",",7","10",",7","0",",7","","","","","-0.6",",7,26,+","","","","","18.3",",,7,23,","30.6",",7,30,","","","2585.1","7","253.3",",7","","","","","82.9",",,,7","","","10.06",",7","16.12",",,,7","3.99",",,,7","","","","","17.4","1,7"
"USC00145210","2013-05","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","77.5","7","72.5",",7","11",",7","10",",7","0",",7","","","","","0",",7","0",",7","0",",7","25",",7","1",",7","","","","","2.2",",7,04,+","","","","","21.1",",,7,31,","34.4",",7,15,","185.0",",,,7","2656.6","7","71.5",",7","","","","","96.6",",,,7","","","18.37",",7","24.23",",,,7","12.51",",,,7","","","","","17.0",",7"
"USC00145210","2013-06","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","262.5","7","185.0",",7","7",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","14",",7","","","","","8.9",",7,03,","0",",,7,30,+","0",",,7,30,+","13.0",",,7,09,","38.9",",7,27,","222.6",",,,7","2662.4","7","5.8",",7","","","","","32.0",",,,7","0",",,,7","24.31",",7","30.15",",,,7","18.46",",,,7","","","","","16.5",",7"
"USC00145210","2013-07","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","505.5","7","243.0",",7","10",",7","4",",7","1",",7","0","1,7","0","1,7","0",",7","0",",7","0",",7","31",",7","17",",7","","","","","14.4",",7,27,+","0","1,,7,31,+","0","1,,7,31,+","50.0",",,7,21,","40.0",",7,10,","278.1",",,,7","0.0","7","0.0",",7","","","","","99.9",",,,7","0","1,,,7","26.17",",7","32.49",",,,7","19.85",",,,7","","","","","13.4","1,7"
"USC00145210","2013-08","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","715.5","7","210.0",",7","12",",7","10",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","11",",7","","","","","14.4",",7,19,+","0",",,7,31,+","0",",,7,31,+","24.6",",,7,03,","38.3",",7,31,","200.3",",,,7","0.0","7","0.0",",7","","","","","150.5",",,,7","0",",,,7","25.11",",7","30.62",",,,7","19.60",",,,7","","","","","18.3","1,7"
"USC00145210","2013-09","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","865.7","7","150.2",",7","7",",7","7",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","13",",7","","","","","8.3",",7,30,+","0",",,7,30,+","0",",,7,30,+","48.0",",,7,20,","38.3",",7,09,","201.4","1,,,7","7.9","7","7.9",",7","","","","","74.9",",,,7","0",",,,7","23.08",",7","30.27",",,,7","15.88",",,,7","","","","","12.1","2,7"
"USC00145210","2013-10","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","886.8","7","21.1",",7","6",",7","5",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","14",",7","1",",7","1","","","","0.6",",7,20,+","0",",,7,31,+","0",",,7,31,+","71.6",",,7,31,","32.2",",7,05,","162.9","2,,,7","153.4","7","145.5",",7","","","","","131.8",",,,7","0",",,,7","14.32",",7","21.07",",,,7","7.56",",,,7","","","","","17.0","2,7"
"USC00145210","2013-11","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","887.6","7","0.8",",7","6",",7","2",",7","0",",7","0","2,7","0","2,7","0",",7","12",",7","3",",7","1",",7","0",",7","","","","","-8.9",",7,25,+","0","2,,7,30,+","0","2,,7,30,+","19.1",",,7,06,","23.3",",7,17,","","","510.5","7","357.1",",7","","","","","27.8",",,,7","0","2,,,7","6.46",",7","12.35",",,,7","0.56",",,,7","","","","","",""
"USC00145210","2013-12","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","887.6","7","0.0",",7","4",",7","1",",7","0",",7","3",",7","1",",7","0",",7","28",",7","11",",7","0",",7","0",",7","","","","","-13.9",",7,24,+","25",",,7,25,+","25",",,7,23,","8.6",",,7,23,","20.0",",7,19,","","","1091.6","7","581.1",",7","","","","","9.7",",,,7","25",",,,7","-0.41",",7","5.22",",,,7","-6.04",",,,7","","","","","",""
"USC00145210","2014-01","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","7","0.0",",7","3",",7","0",",7","0",",7","","","","","2",",7","28",",7","8",",7","0",",7","0",",7","","","","","-18.3",",7,07,","","","","","1.3",",,7,06,","20.0",",7,13,","","","1698.7","7","607.1",",7","","","","","2.4",",,,7","","","-1.25",",7","5.55",",,,7","-8.05",",,,7","","","","","",""
"USC00145210","2014-02","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","7","0.0",",7","6",",7","4",",7","0",",7","","","","","0",",7","26",",7","15",",7","0",",7","0",",7","1","","","","-16.1",",7,07,+","","","","","22.9",",,7,05,","20.6",",7,19,","","","2268.1","7","569.4",",7","","","","","38.6",",,,7","","","-2.00",",7","3.12",",,,7","-7.12",",,,7","","","","","",""
"USC00145210","2014-03","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","7","0.0",",7","2",",7","2",",7","0",",7","","","","","0",",7","23",",7","3",",7","7",",7","0",",7","","","","","-16.7",",7,04,","","","","","6.1",",,7,03,","26.7",",7,12,","","","2666.8","7","398.7",",7","","","","","8.6",",,,7","","","5.47",",7","13.28",",,,7","-2.34",",,,7","","","","","",""
"USC00145210","2014-04","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","11.3","7","11.3",",7","7",",7","7",",7","0",",7","","","","","0",",7","5",",7","0",",7","17",",7","0",",7","","","","","-1.1",",7,16,+","","","","","11.4",",,7,22,","29.4",",7,13,","","","2828.7","7","161.9",",7","","","","","54.4",",,,7","","","13.32",",7","20.94",",,,7","5.69",",,,7","","","","","27.7",",7"
"USC00145210","2014-05","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","108.4","7","97.1",",7","10",",7","9",",7","2",",7","","","","","0",",7","0",",7","0",",7","24",",7","4",",7","","","","","3.3",",7,16,","","","","","47.0",",,7,24,","35.0",",7,05,","233.4",",,,7","2888.2","7","59.5",",7","","","","","137.9",",,,7","","","19.55",",7","26.42",",,,7","12.67",",,,7","","","","","17.0","1,7"
"USC00145210","2014-06","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","280.2","7","171.8",",7","13",",7","10",",7","1",",7","","","","","0",",7","0",",7","0",",7","29",",7","4",",7","","","","","12.8",",7,13,","","","","","47.8",",,7,10,","34.4",",7,21,","198.8","2,,,7","2888.7","7","0.5",",7","","","","","150.9",",,,7","","","24.04",",7","29.40",",,,7","18.69",",,,7","","","","","20.1",",7"
"USC00145210","2014-07","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","481.7","7","201.5",",7","5",",7","3",",7","0",",7","","","","","0",",7","0",",7","0",",7","31",",7","12",",7","","","","","12.2",",7,15,+","","","","","13.0",",,7,31,","38.9",",7,23,","266.5","2,,,7","0.0","7","0.0",",7","","","","","32.6",",,,7","","","24.83",",7","31.37",",,,7","18.29",",,,7","","","","","20.1","2,7"
"USC00145210","2014-08","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","759.2","7","277.5",",7","6",",7","4",",7","0",",7","","","","","0",",7","0",",7","0",",7","31",",7","23",",7","","","","","14.4",",7,12,","","","","","17.3",",,7,07,","39.4",",7,26,+","324.4",",,,7","0.0","7","0.0",",7","","","","","39.9",",,,7","","","27.29",",7","34.21",",,,7","20.36",",,,7","","","","","17.9",",7"
"USC00145210","2014-09","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","856.1","7","96.9",",7","8",",7","5",",7","1",",7","","","","","0",",7","0",",7","0",",7","27",",7","5",",7","","","","","3.9",",7,14,+","","","","","87.6",",,7,01,","37.2",",7,01,","","","23.6","7","23.6",",7","","","","","124.1",",,,7","","","20.78",",7","27.16",",,,7","14.39",",,,7","","","","","",""
"USC00145210","2014-10","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","877.1","7","21.0",",7","8",",7","6",",7","2",",7","","","","","0",",7","0",",7","0",",7","21",",7","0",",7","","","","","1.7",",7,31,","","","","","35.8",",,7,10,","30.6",",7,27,+","154.7","3,,,7","119.9","7","96.3",",7","","","","","121.1",",,,7","","","15.90",",7","22.77",",,,7","9.04",",,,7","","","","","19.2","2,7"
"USC00145210","2014-11","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","877.1","7","0.0",",7","2",",7","0",",7","0",",7","","","","","0",",7","17",",7","3",",7","4",",7","0",",7","","","","","-9.4",",7,18,","","","","","2.3",",,7,04,","24.4",",7,11,","","","525.7","7","405.8",",7","","","","","4.1",",,,7","","","4.81",",7","10.81",",,,7","-1.19",",,,7","","","","","",""
"USC00145210","2014-12","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","877.1","7","0.0",",7","6",",7","4",",7","1",",7","","","","","0",",7","19",",7","3",",7","0",",7","0",",7","","","","","-12.8",",7,31,","","","","","27.9",",,7,15,","16.7",",7,15,","","","1010.3","7","484.6",",7","","","","","59.5",",,,7","","","2.70",",7","6.66",",,,7","-1.25",",,,7","","","","","",""
"USC00145210","2015-01","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","7","0.0",",7","2",",7","0",",7","0",",7","","","","","0",",7","28",",7","7",",7","2",",7","0",",7","","","","","-15.0",",7,08,","","","","","0.3",",,7,26,+","27.8",",7,29,","","","1563.5","7","553.2",",7","","","","","0.6",",,,7","","","0.49",",7","7.04",",,,7","-6.06",",,,7","","","","","",""
"USC00145210","2015-02","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","7","0.0",",7","3",",7","3",",7","1",",7","","","","","0",",7","26",",7","10",",7","1",",7","0",",7","","","","","-12.8",",7,28,+","","","","","30.7",",,7,02,","22.8",",7,09,","","","2103.1","7","539.6",",7","","","","","40.3",",,,7","","","-0.94",",7","5.28",",,,7","-7.15",",,,7","","","","","",""
"USC00145210","2015-03","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","7","0.0",",7","6",",7","2",",7","0",",7","","","","","0",",7","9",",7","2",",7","13",",7","0",",7","","","","","-10.6",",7,06,+","","","","","8.4",",,7,19,","30.0",",7,17,","","","2410.4","7","307.3",",7","","","","","16.3",",,,7","","","8.42",",7","16.00",",,,7","0.84",",,,7","","","","","",""
"USC00145210","2015-04","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","6.4","7","6.4",",7","8",",7","7",",7","0",",7","","","","","0",",7","1",",7","0",",7","17",",7","1",",7","","","1","","0.0",",7,04,","","","","","21.6",",,7,25,","32.2",",7,08,","152.3","3,,,7","2519.9","7","109.5",",7","","","","","88.4",",,,7","","","14.90",",7","21.14",",,,7","8.65",",,,7","","","","","19.2","2,7"
"USC00145210","2015-05","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","46.1","7","39.7",",7","16",",7","13",",7","3",",7","","","","","0",",7","0",",7","0",",7","25",",7","0",",7","","","","","6.7",",7,22,+","","","","","67.1",",,7,24,","30.0",",7,04,","188.0",",,,7","2563.1","7","43.2",",7","","","","","301.1",",,,7","","","18.22",",7","23.79",",,,7","12.66",",,,7","225",",7","","","20.1",",7"
"USC00145210","2015-06","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","257.8","7","211.7",",7","10",",7","6",",7","1",",7","","","","","0",",7","0",",7","0",",7","30",",7","11",",7","","","","","12.8",",7,06,+","","","","","26.7",",,7,05,","36.1",",7,27,+","224.7",",,,7","2564.2","7","1.1",",7","","","","","67.9",",,,7","","","25.35",",7","30.96",",,,7","19.74",",,,7","180",",7","","","19.7",",7"
"USC00145210","2015-07","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","538.7","7","280.9",",7","8",",7","5",",7","2",",7","","","","","0",",7","0",",7","0",",7","31",",7","22",",7","1","","","","16.1",",7,09,+","","","","","36.1",",,7,11,","38.9",",7,25,","231.2",",,,7","0.0","7","0.0",",7","","","","","95.8",",,,7","","","27.40",",7","33.26",",,,7","21.53",",,,7","","","","","18.8",",7"
"USC00145210","2015-08","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","731.7","7","193.0",",7","9",",7","4",",7","0",",7","","","","","0",",7","0",",7","0",",7","31",",7","13",",7","1","","","","12.8",",7,24,","","","","","19.1",",,7,19,","35.6",",7,04,","220.3",",,,7","0.0","7","0.0",",7","","","","","54.2",",,,7","","","24.56",",7","31.11",",,,7","18.01",",,,7","30",",7","","","17.9",",7"
"USC00145210","2015-09","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","902.8","7","171.1","1,7","6","1,7","4","1,7","1","1,7","","","","","0","1,7","0","1,7","0","1,7","29","1,7","12","1,7","2","","","","10.6","1,7,12,","","","","","29.5","1,,7,11,","37.2","1,7,08,+","202.0","1,,,7","3.3","7","3.3","1,7","","","","","73.1","1,,,7","","","24.12","1,7","30.80","1,,,7","17.43","1,,,7","45","2,7","","","17.4","2,7"
"USC00145210","2015-10","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","930.2","7","27.4",",7","4",",7","3",",7","0",",7","","","","","0",",7","1",",7","0",",7","18",",7","1",",7","","","","","-0.6",",7,30,","","","","","5.1",",,7,09,","32.8",",7,12,","137.7","5,,,7","110.0","7","106.7",",7","","","","","11.2",",,,7","","","15.77",",7","22.78",",,,7","8.77",",,,7","","","","","",""
"USC00145210","2015-11","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","930.2","7","0.0",",7","8",",7","5",",7","2",",7","","","","","0",",7","6",",7","1",",7","8",",7","0",",7","","","","","-2.2",",7,22,","","","","","48.3",",,7,27,","26.7",",7,02,","","","344.9","7","234.9",",7","","","","","123.0",",,,7","","","10.50",",7","16.97",",,,7","4.04",",,,7","","","","","",""
"USC00145210","2015-12","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","930.2","7","0.0",",7","5",",7","3",",7","2",",7","","","","","0",",7","21",",7","3",",7","1",",7","0",",7","","","","","-6.1",",7,19,+","","","","","27.2",",,7,28,","21.7",",7,10,","","","764.0","7","419.1",",7","","","","","58.8",",,,7","","","4.81",",7","10.42",",,,7","-0.80",",,,7","","","","","",""
"USC00145210","2016-01","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","7","0.0",",7","5",",7","2",",7","0",",7","","","","","0",",7","26",",7","10",",7","1",",7","0",",7","","","","","-13.9",",7,10,","","","","","19.6",",,7,08,","21.1",",7,30,","","","1333.5","7","569.5",",7","","","","","28.1",",,,7","","","-0.04",",7","5.12",",,,7","-5.20",",,,7","","","","","",""
"USC00145210","2016-02","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","0.0","7","0.0",",7","2",",7","1",",7","0",",7","","","","","0",",7","20",",7","1",",7","4",",7","0",",7","1","","","","-6.7",",7,04,","","","","","7.1",",,7,02,","25.6",",7,19,","","","1707.5","7","374.0",",7","","","","","9.1",",,,7","","","5.44",",7","12.24",",,,7","-1.37",",,,7","","","","","",""
"USC00145210","2016-03","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","2.7","7","2.7",",7","6",",7","4",",7","0",",7","","","","","0",",7","6",",7","0",",7","12",",7","0",",7","1","","","","-2.8",",7,25,","","","","","14.0",",,7,27,","26.7",",7,25,+","","","1913.5","7","206.0",",7","","","","","27.5",",,,7","","","11.78",",7","19.31",",,,7","4.24",",,,7","","","","","",""
"USC00145210","2016-04","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","14.9","7","12.2",",7","9",",7","7",",7","2",",7","0",",7","0",",7","0",",7","1",",7","0",",7","15",",7","0",",7","1","","","","0.0",",7,02,","0",",,7,30,+","0",",,7,30,+","63.2",",,7,27,","28.9",",7,06,","","","2020.9","7","107.4",",7","","","","","155.8",",,,7","0",",,,7","15.16",",7","21.65",",,,7","8.66",",,,7","315",",7","","","22.8",",7"
"USC00145210","2016-05","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","58.0","7","43.1",",7","17",",7","10",",7","1",",7","","","","","0",",7","0",",7","0",",7","22",",7","0",",7","","","","","5.6",",7,03,","","","","","69.1",",,7,27,","30.6",",7,08,","228.1",",,,7","2079.8","7","58.9",",7","","","","","170.5",",,,7","","","17.82",",7","23.44",",,,7","12.21",",,,7","202",",7","","","21.0",",7"
"USC00145210","2016-06","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","306.1","7","248.1",",7","6",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","21",",7","2","","","","15.6",",7,09,+","0",",,7,30,+","0",",,7,30,+","11.4",",,7,10,","39.4",",7,23,","268.0",",,,7","2079.8","7","0.0",",7","","","","","27.4",",,,7","0",",,,7","26.60",",7","32.90",",,,7","20.30",",,,7","180",",7","","","20.1",",7"
"USC00145210","2016-07","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","578.3","7","272.2",",7","15",",7","10",",7","3",",7","","","","","0",",7","0",",7","0",",7","31",",7","21",",7","1","","1","","18.3",",7,15,+","","","","","41.7",",,7,03,","37.8",",7,23,","239.5",",,,7","0.0","7","0.0",",7","","","","","170.0",",,,7","","","27.11",",7","32.53",",,,7","21.70",",,,7","23",",7","","","24.1",",7"
"USC00145210","2016-08","38.50388","-95.70368","333.5","MELVERN LAKE, KS US","814.9","7","236.6",",7","12",",7","10",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","14",",7","","","","","15.6",",7,22,+","0",",,7,31,+","0",",,7,31,+","26.2",",,7,12,","36.7",",7,05,","204.8","1,,,7","0.0","7","0.0",",7","","","","","136.1",",,,7","0",",,,7","25.96",",7","31.45",",,,7","20.48",",,,7","310",",7","","","21.0",",7"
